model,scenario,tail_loss,q10_loss,sensitivity_bp,signed_q10_change,signed_q90_change
exact_qr_cal,h6_ETH_-1,1.6545499037623561,1.611548177259988,0.1489577402484982,0.02167958934619908,0.14848441654424027
exact_qr_cal,h6_ETH_+1,1.6546669303557797,1.6107046691609945,0.14778152006332246,-0.035284539699028714,-0.14579401678655218
exact_qr_cal,h6_XRP_-1,1.653693823307233,1.6111010442342213,0.14685272487022122,0.022714628537145443,0.14284572054559105
exact_qr_cal,h6_XRP_+1,1.6552670054672816,1.6109679777119792,0.14882822651847327,-0.0505646068968347,-0.13955167583225844
exact_qr_cal,h6_SOL_-1,1.6622508101439362,1.6269361074970083,1.176567129158264,1.176567129158264,0.19852529247645637
exact_qr_cal,h6_SOL_+1,1.6601320604339396,1.62280215141202,1.248511187691147,-1.248511187691147,-0.20076359014921177
exact_qr_cal,h6_DOGE_-1,1.656806550461869,1.6115360108246455,1.1851646319245293,0.6634916922749075,0.42746562403118465
exact_qr_cal,h6_DOGE_+1,1.698714205381999,1.6999418619680753,3.2190067689237414,-3.2190067689237414,-0.38271483828240743
exact_qr_cal,h24_BTC_-1,1.6543711440217352,1.6112215321655312,0.024305047641909768,0.024305047641909768,0.01169632892755847
exact_qr_cal,h24_BTC_+1,1.6543776281823985,1.6111398265983032,0.02431841169986073,-0.02431841169986073,-0.011681895271814381
exact_qr_cal,h24_ETH_-1,1.6543029438375885,1.611552634530811,0.28276177803762953,0.02115352676879479,0.28276177803762953
exact_qr_cal,h24_ETH_+1,1.6555657768482257,1.610693352427303,0.2794821228187166,-0.03559294477713016,-0.27938473921232215
exact_qr_cal,h24_XRP_-1,1.6535925861047183,1.6110864331182977,0.18095769679796078,0.02144303500586597,0.1796997249323583
exact_qr_cal,h24_XRP_+1,1.6556021213608114,1.6109625586443101,0.17986799022460062,-0.05104593010958132,-0.1755393729057438
exact_qr_cal,h24_SOL_-1,1.6626223560498605,1.6276238111942718,1.2094208739426853,1.2094208739426853,0.24856636844895771
exact_qr_cal,h24_SOL_+1,1.6607602218736193,1.623612145248866,1.2857213885150645,-1.2857213885150645,-0.2515134038578189
exact_qr_cal,h24_DOGE_-1,1.6568158603943683,1.6115939197783073,1.1972178964656928,0.5876469434687689,0.4908739802855772
exact_qr_cal,h24_DOGE_+1,1.7012877012777363,1.7045234784688124,3.3068184537162066,-3.3068184537162066,-0.43458320957823127
lgbm_cal,clean,1.7025942499252735,1.6818706774589631,0.0,0.0,0.0
lgbm_cal,h1_BTC_-1,1.702739348215963,1.6821690253737207,0.005187549296655623,0.0018786090737272386,0.0015321046015393512
lgbm_cal,h1_BTC_+1,1.7026308718076186,1.6819408620004739,0.013601241590169719,-0.010022324264509544,-0.0020650623914556703
lgbm_cal,h1_ETH_-1,1.70108444804622,1.6799143102679603,0.1148465208076721,0.045047123350671264,0.01992039538533843
lgbm_cal,h1_ETH_+1,1.7059225790056893,1.6876351710076791,0.1600526573902454,-0.09682856794229022,-0.01936912865202377
lgbm_cal,h1_XRP_-1,1.6977229361450734,1.6723717054237721,0.1933456573885883,0.11352414937634453,0.03483092062002769
lgbm_cal,h1_XRP_+1,1.7072293297514156,1.6909703123896247,0.24230763864885224,-0.16408598278428385,-0.04205796119265152
lgbm_cal,h1_SOL_-1,1.6916297684855237,1.661803004335794,0.4026913544308916,0.3017764364871327,0.012915735996544952
lgbm_cal,h1_SOL_+1,1.714073726767166,1.7038226720125473,0.7873650661771326,-0.7094608620219878,-0.00747370522760898
lgbm_cal,h1_DOGE_-1,1.6825232450075143,1.642831139744151,1.2641333534804304,0.8526338747607045,0.1603496472917029
lgbm_cal,h1_DOGE_+1,1.8558823300446583,1.9816574811823144,5.326897845115788,-5.260241134689819,-0.12813619492203818
lgbm_cal,h6_BTC_-1,1.7031257285986567,1.6832795909867686,0.01745174580398442,0.008149496118446694,0.005062580634372631
lgbm_cal,h6_BTC_+1,1.7022947588224417,1.6815814345817026,0.02837525759931436,-0.01790421852860456,-0.007326189711969243
lgbm_cal,h6_ETH_-1,1.7017617223077315,1.6804292393567541,0.276935991404995,0.07288965973859322,0.12834445328801838
lgbm_cal,h6_ETH_+1,1.7067437187613974,1.6897922073840925,0.32082862562223724,-0.14544749917111296,-0.10621472795585288
lgbm_cal,h6_XRP_-1,1.6971594835243062,1.6696543516352524,0.46517069047972015,0.28048781181512095,0.1502178063597674
lgbm_cal,h6_XRP_+1,1.7100191833016116,1.6916916460644185,0.5417733673486846,-0.37468040764923266,-0.16430205008160845
lgbm_cal,h6_SOL_-1,1.6944842442130015,1.6675217576108068,0.6757646603253079,0.413065094932043,0.10674898429900047
lgbm_cal,h6_SOL_+1,1.7280349648984379,1.7262176009884367,1.7867530622450756,-1.5723904774759412,-0.0942781835038712
lgbm_cal,h6_DOGE_-1,1.6846974253181368,1.6459840919470272,1.8171400795172172,0.6397652410488276,0.8282060374761495
lgbm_cal,h6_DOGE_+1,1.958802644808443,2.1875082419922713,8.29784450115679,-8.216871502381045,-0.4200904594103846
lgbm_cal,h24_BTC_-1,1.70303827281629,1.683116784987385,0.03267251906347643,0.021684519379772452,0.0059873808048000144
lgbm_cal,h24_BTC_+1,1.7025489944280923,1.6822016288968902,0.042339359386490354,-0.030473657584900105,-0.00792102119757033
lgbm_cal,h24_ETH_-1,1.7011329120623517,1.6810592188761266,0.44324710376996057,0.04861004481373443,0.28323575417288344
lgbm_cal,h24_ETH_+1,1.706409462754434,1.6896700643829103,0.3696433310997657,-0.13654596986949377,-0.14063253673460938
lgbm_cal,h24_XRP_-1,1.7012080859162704,1.6781271903866273,0.6731478773640692,0.5222790622395743,0.17105441516657516
lgbm_cal,h24_XRP_+1,1.7110292433696432,1.69023099638605,0.972269898344164,-0.834691235354086,-0.28406884244416225
lgbm_cal,h24_SOL_-1,1.6945653076623206,1.6672738599406625,0.7195627339751087,0.43944977452237133,0.12691573705010797
lgbm_cal,h24_SOL_+1,1.7329298690664618,1.734145531065742,1.9941255854403697,-1.7664286724919127,-0.0967342797030162
lgbm_cal,h24_DOGE_-1,1.686435955342066,1.647533294025917,1.8705813606098178,0.6289313620217185,0.9273251757732168
lgbm_cal,h24_DOGE_+1,1.959613442249903,2.187906606211811,8.302255953817147,-8.21796316664169,-0.452720906663493
