model,primary_model,month,n,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24
tcn_clean_ensemble_raw,True,2026-01,699,1.3824324888772943,1.3266173427214352,0.7982832618025751,21.008615868740783,1.4276231172349472,0.6440521787335092,1.4857635079419917,1.5058763346674333,1.5108415997769862,1.9235106180779524
tcn_clean_ensemble_raw,True,2026-02,672,1.890589914111829,1.800882446975467,0.7321428571428571,24.74322810863692,1.992546605549593,1.1365207551963745,2.149974876041375,3.12456125399423,2.225667190101552,4.099951420038466
tcn_clean_ensemble_raw,True,2026-03,443,1.8058914011265077,1.778724928778297,0.7720090293453724,26.20122984928507,1.893254291258787,1.1905494141704254,1.9760301389948416,2.339837955477724,1.980826916920067,2.143647084835331
tcn_clean_ensemble_cal,True,2026-01,699,1.4069238605121153,1.3327385692470441,0.82689556509299,22.33193275721302,1.448216638933952,0.6440521787335092,1.5026569430526302,1.5058763346674333,1.5263571312540043,1.9235106180779529
tcn_clean_ensemble_cal,True,2026-02,672,1.8352142657527963,1.7997273911846257,0.7738095238095238,26.465843420467877,1.9251690678947941,1.1365207551963745,2.067425203366604,3.12456125399423,2.1361225699953965,4.099951420038466
tcn_clean_ensemble_cal,True,2026-03,443,1.8488162683242433,1.796132913657904,0.7968397291196389,28.781029077253137,1.9338704363804442,1.1905494141704254,2.019812121503611,2.339837955477724,2.024587053319779,2.143647084835331
tcn_shuffled_20260910_raw,False,2026-01,699,1.3889803542803583,1.346100340715599,0.8125894134477826,21.139689162735944,1.4598108532808087,0.877955032861625,1.5543950820128352,2.343699406827127,1.5945621188349415,2.940053412501563
tcn_shuffled_20260910_raw,False,2026-02,672,1.947877995224998,1.7978611364600825,0.6875,22.75121045999584,2.0614390618026266,1.0914460065818967,2.2173311686147623,2.633652001619339,2.330187595066435,3.7592769407090687
tcn_shuffled_20260910_raw,False,2026-03,443,1.8626417998379523,1.8822905950073294,0.7494356659142212,25.415940506463663,1.9300160548261724,0.7068818072971318,1.9682998046153737,1.0375732202293104,1.9624038438191609,0.9557212007234113
tcn_shuffled_20260910_cal,False,2026-01,699,1.4111039182734604,1.351091485524787,0.8340486409155937,22.474299039096515,1.4779276470711766,0.877955032861625,1.5641777731753779,2.343699406827127,1.6018596646829442,2.940053412501563
tcn_shuffled_20260910_cal,False,2026-02,672,1.8553871183782036,1.8041160494467618,0.7485119047619048,24.88597314958921,1.9545196863571996,1.0914460065818967,2.0888337077388797,2.633652001619339,2.1875518480355507,3.7592769407090687
tcn_shuffled_20260910_cal,False,2026-03,443,1.8997381580253891,1.8423458227458307,0.8058690744920993,30.130966764578822,1.9598151783171842,0.7068818072971318,1.9947247809057003,1.0375732202293104,1.9885013275486305,0.9557212007234113
tcn_shuffled_20260911_raw,False,2026-01,699,1.4040162081437744,1.3508267790279882,0.8340486409155937,22.457149391010596,1.4964378127400406,1.4345161890949474,1.5962787295129433,3.080186449577539,1.651459666642504,4.008171581573923
tcn_shuffled_20260911_raw,False,2026-02,672,1.9562413405469987,1.850250947110506,0.7291666666666666,25.648844836368447,2.038309450990445,0.9167341675077166,2.1649760311404616,2.401933702684584,2.2105984530361,2.976670964842751
tcn_shuffled_20260911_raw,False,2026-03,443,1.8188256768319468,1.785944652719999,0.7652370203160271,26.357806065819872,1.9060050881963428,1.1393618938885208,1.9879121611564425,2.2724630881109302,1.9863555049509842,2.2336413532024584
tcn_shuffled_20260911_cal,False,2026-01,699,1.44645088193391,1.3703225919638735,0.8183118741058655,22.222368202572934,1.5430348550812805,1.4345161890949474,1.6491782441268061,3.080186449577539,1.706781406598141,4.008171581573923
tcn_shuffled_20260911_cal,False,2026-02,672,1.8802031201802198,1.8097004514658321,0.7633928571428571,26.188283487091137,1.956162320070842,0.9167341675077166,2.0750112424150537,2.401933702684584,2.1196347500267647,2.976670964842751
tcn_shuffled_20260911_cal,False,2026-03,443,1.8880373402428032,1.8475377406459983,0.7832957110609481,28.662007764214156,1.9785443287013225,1.1393618938885208,2.062514039722554,2.2724630881109302,2.0593895599795107,2.2336413532024584
tcn_shuffled_20260912_raw,False,2026-01,699,1.3950115330530999,1.3425132449126846,0.8054363376251789,21.28858543772554,1.4247917786975641,0.4458577820500932,1.4477488987274583,0.8465610294041886,1.4618510006497982,1.0859346212406187
tcn_shuffled_20260912_raw,False,2026-02,672,1.8140882513801733,1.776841120661276,0.7470238095238095,24.56596417050986,1.9355152099048127,1.3800804827894484,2.0901019194224966,3.640488312357948,2.158097420350317,4.726484687555404
tcn_shuffled_20260912_raw,False,2026-03,443,1.829348991042796,1.823262354672039,0.7336343115124153,24.968931117391477,1.9386095957918081,1.4767970306878704,2.0332578498240057,2.436979905208131,2.051864377226713,2.4654902722980854
tcn_shuffled_20260912_cal,False,2026-01,699,1.412005452171079,1.3511029166285873,0.8082975679542204,22.024831255736956,1.4396969512998918,0.4458577820500932,1.461807480625609,0.8465610294041886,1.474341338624146,1.0859346212406187
tcn_shuffled_20260912_cal,False,2026-02,672,1.7965375996345316,1.7782225349596033,0.7693452380952381,25.920332372393247,1.9061286473564976,1.3800804827894484,2.050855293927256,3.640488312357948,2.115354376122249,4.726484687555404
tcn_shuffled_20260912_cal,False,2026-03,443,1.8218500529631514,1.791289487195724,0.8103837471783296,27.841420267626273,1.9165385751833146,1.4767970306878704,2.0075779942686682,2.436979905208131,2.024801307070596,2.4654902722980854
tcn_shuffled_ensemble_raw,True,2026-01,699,1.3823295301656149,1.3301341667476099,0.8297567954220315,21.62847466382403,1.4438435122560052,0.9038682370511019,1.5159175489581418,2.083338814118276,1.5518738125130793,2.669933205396718
tcn_shuffled_ensemble_raw,True,2026-02,672,1.8861085254133674,1.7904427429717222,0.7261904761904762,24.322006488958046,1.989739346688614,1.0982118045526839,2.137830056556258,2.8918257298923673,2.2123614188176566,3.8208108643690744
tcn_shuffled_ensemble_raw,True,2026-03,443,1.8256109072589364,1.8141950610983308,0.7471783295711061,25.580892563225007,1.9058352375480958,1.077682891943295,1.9758416071364875,1.8208042213663829,1.9781246554264875,1.6828543381012862
tcn_shuffled_ensemble_cal,True,2026-01,699,1.4066168692880798,1.332520318187081,0.82689556509299,22.173333259986016,1.468342326837663,0.9038682370511021,1.5380427203878788,2.0833388141182754,1.5728626537829826,2.6699332053967186
tcn_shuffled_ensemble_cal,True,2026-02,672,1.8358096698394122,1.789927019624868,0.7544642857142857,25.506554975129553,1.928945033235548,1.0982118045526839,2.0627294657074304,2.8918257298923677,2.131189730708494,3.8208108643690744
tcn_shuffled_ensemble_cal,True,2026-03,443,1.8574261114188493,1.8138760189128569,0.7945823927765236,28.80326973451804,1.9345365829438523,1.0776828919432953,2.0047298793424977,1.8208042213663829,2.0072335098277736,1.6828543381012855
tcn_tick_20260910_raw,False,2026-01,699,1.4175950813772948,1.3807942883486095,0.759656652360515,19.700160508844814,1.4389860132525856,0.21091659352162023,1.4434176336676035,0.25826006658769646,1.4466657435055734,0.2924862208113991
tcn_tick_20260910_raw,False,2026-02,672,1.923493394240805,1.792729970139381,0.6964285714285714,22.809295108630543,2.0236797801244975,1.019709513300941,2.160073849331548,2.465024845940726,2.2446927408491355,3.3566415764036632
tcn_tick_20260910_raw,False,2026-03,443,1.8034145710901195,1.7744850677341872,0.7607223476297968,26.227613307014277,1.8718091622647735,0.8291566301952904,1.9571575131368613,2.0252346163678654,1.966641365042499,1.9926964434759342
tcn_tick_20260910_cal,False,2026-01,699,1.4290526774949417,1.3730344478024632,0.8082975679542204,21.70750152780006,1.4474689251800634,0.21091659352162023,1.4510756687079627,0.25826006658769646,1.4537911458579054,0.2924862208113991
tcn_tick_20260910_cal,False,2026-02,672,1.8517960743530046,1.8142401398236458,0.7708333333333334,26.313669805415536,1.9372459836581435,1.019709513300941,2.0520199623728312,2.465024845940726,2.124197576348448,3.3566415764036632
tcn_tick_20260910_cal,False,2026-03,443,1.8399315175705298,1.7621227551739238,0.8306997742663657,30.28902573061172,1.8995755803745136,0.8291566301952904,1.9813008716676141,2.0252346163678654,1.990484302009266,1.9926964434759342
tcn_tick_20260911_raw,False,2026-01,699,1.4051975452226977,1.3527022204318466,0.8354792560801144,22.595581304361893,1.4956052740645347,1.4315244677411298,1.5912049088004439,3.004885635321403,1.6276476835589844,3.625472972662493
tcn_tick_20260911_raw,False,2026-02,672,1.9888263436413722,1.8851529340305528,0.7276785714285714,26.01088936697869,2.0740957573763885,1.0093129433336712,2.2233705095494765,2.7039222107047127,2.2819440019571227,3.3911499693280174
tcn_tick_20260911_raw,False,2026-03,443,1.826409359180747,1.8009782344854017,0.7652370203160271,26.10765459951913,1.901066281303711,0.769682755050487,1.959070188840531,1.6498419737977315,1.9679683174423506,1.6647525920824864
tcn_tick_20260911_cal,False,2026-01,699,1.4409871720169662,1.3585218035153983,0.8454935622317596,23.4338470472999,1.5292112575037258,1.4315244677411298,1.622906675017616,3.004885635321403,1.6580728906189184,3.625472972662493
tcn_tick_20260911_cal,False,2026-02,672,1.8924550835646212,1.826081543733374,0.7663690476190477,26.412397637104867,1.9726157328134635,1.0093129433336712,2.1108425180250046,2.7039222107047127,2.167023720669635,3.3911499693280174
tcn_tick_20260911_cal,False,2026-03,443,1.9252029762047485,1.89921629902838,0.7787810383747178,28.37760560406249,2.000078683384438,0.769682755050487,2.0593630718272817,1.6498419737977315,2.0653568728193648,1.6647525920824864
tcn_tick_20260912_raw,False,2026-01,699,1.3952942166166051,1.3429780487202392,0.8054363376251789,21.29080957882053,1.4252286847006244,0.4474451640815353,1.4467623382612858,0.8290663147518392,1.460269742394444,1.0630859203093042
tcn_tick_20260912_raw,False,2026-02,672,1.8176611862407643,1.7765722836893512,0.7440476190476191,24.39188640493722,1.9407949988600433,1.3605666416031974,2.1043683710708363,3.6835903284095584,2.1789136555654274,4.839545152017048
tcn_tick_20260912_raw,False,2026-03,443,1.8609005751647112,1.8651663595728,0.7539503386004515,26.082275393854147,1.9753933136623278,1.131427196562963,2.0465779150260692,1.9483223348923246,2.061201396290033,2.0769269202686593
tcn_tick_20260912_cal,False,2026-01,699,1.4118364918061506,1.3528413654867215,0.8068669527896996,21.957280739756918,1.439813895749834,0.4474451640815353,1.4606023423003809,0.8290663147518392,1.472634940101131,1.0630859203093042
tcn_tick_20260912_cal,False,2026-02,672,1.7979584506619848,1.777628001175308,0.7678571428571429,25.89135458317408,1.9078810535446449,1.3605666416031974,2.0591166099985867,3.6835903284095584,2.1292877527048417,4.839545152017048
tcn_tick_20260912_cal,False,2026-03,443,1.8517363642319813,1.8017709671714277,0.8058690744920993,28.772575251959353,1.957178333661775,1.131427196562963,2.0276506259774902,1.9483223348923246,2.0405808814163535,2.0769269202686593
tcn_tick_ensemble_raw,True,2026-01,699,1.3831824223384215,1.327221400045249,0.8111587982832618,21.195517130675746,1.4301388167144746,0.6794591845929424,1.4757168790771813,1.3491534063460204,1.4938946906764823,1.6482507162680782
tcn_tick_ensemble_raw,True,2026-02,672,1.8869189991072781,1.7920325044805576,0.7247023809523809,24.40402362684882,1.9883653922753501,1.0957288803562286,2.1408467303775445,2.9505971381588587,2.2136557613315193,3.862445565916243
tcn_tick_ensemble_raw,True,2026-03,443,1.8175330945140993,1.7985617134980674,0.7674943566591422,26.139181100129186,1.892062878461859,0.7710055870790962,1.9569781724394413,1.6230224117109706,1.9689982246190691,1.703490584483265
tcn_tick_ensemble_cal,True,2026-01,699,1.4086105296907738,1.3326415461271182,0.821173104434907,22.24340474058973,1.4535919762991312,0.6794591845929424,1.4976811060887485,1.3491534063460207,1.5151425397683733,1.6482507162680782
tcn_tick_ensemble_cal,True,2026-02,672,1.8379326321595622,1.7973093423022057,0.7708333333333334,26.26656817507291,1.926951095149978,1.0957288803562286,2.0638165212109234,2.9505971381588587,2.129880720225667,3.8624455659162424
tcn_tick_ensemble_cal,True,2026-03,443,1.8596837836314144,1.799573375439819,0.801354401805869,29.20226900785876,1.9304752340024016,0.7710055870790963,1.997804535308098,1.6230224117109704,2.0093459908123266,1.7034905844832653
linear_clean_20260910_raw,False,2026-01,699,1.3997536209976427,1.341818961526842,0.8097281831187411,21.36312066673039,1.5726341089326032,2.7271299805593423,1.7295906561246859,4.875885337207451,1.7662450936668812,5.720434920811687
linear_clean_20260910_raw,False,2026-02,672,1.860518634248808,1.8374008570952474,0.7604166666666666,26.242423901245708,2.065915136075131,3.023821315595082,2.2856338154538225,6.186775806404295,2.343848330416892,7.579005604698544
linear_clean_20260910_raw,False,2026-03,443,1.8445178405097475,1.81788834996194,0.7832957110609481,27.182642260738742,2.005441167705592,2.6681954898360623,2.1879101087375994,5.371925334629033,2.279879667512974,7.122402105051561
linear_clean_20260910_cal,False,2026-01,699,1.4122382375592186,1.3566245062583784,0.8397711015736766,22.606309831599532,1.5758784953940546,2.7271299805593423,1.7246941115088155,4.875885337207451,1.761246123149582,5.720434920811687
linear_clean_20260910_cal,False,2026-02,672,1.8513759002430508,1.8414178499787384,0.7857142857142857,27.095759216130286,2.0541597751275296,3.023821315595082,2.269639975126929,6.186775806404295,2.33965210981649,7.579005604698544
linear_clean_20260910_cal,False,2026-03,443,1.8599315241050935,1.8189799397703341,0.7923250564334086,28.747027772170878,2.0178764806709317,2.6681954898360623,2.184224051466348,5.371925334629033,2.2830033040598483,7.122402105051561
linear_clean_20260911_raw,False,2026-01,699,1.4028319559747284,1.350414320354313,0.8426323319027181,22.723064833103503,1.5766170701405307,3.043880341902311,1.7247707817413083,5.338530613458548,1.7505191292540658,5.8959580334129935
linear_clean_20260911_raw,False,2026-02,672,1.9774565515780573,1.965408155885625,0.7767857142857143,28.230089029563324,2.1494050550502672,3.1167371911661967,2.3136523300443534,5.878761798143387,2.374934828688046,7.428462736663365
linear_clean_20260911_raw,False,2026-03,443,1.8447434783134304,1.8328276712378104,0.801354401805869,28.782909352408037,2.060873154723797,3.6907337782883483,2.242284590868933,7.237395163852528,2.231475810469025,6.782053936684912
linear_clean_20260911_cal,False,2026-01,699,1.403918448484628,1.349644946170327,0.8240343347639485,22.28796943769362,1.5811643614356268,3.043880341902311,1.7347090366957525,5.338530613458548,1.7585692059594447,5.8959580334129935
linear_clean_20260911_cal,False,2026-02,672,1.8954106834174829,1.860624519800493,0.78125,27.8447152793883,2.079721054988451,3.1167371911661967,2.2468534237423943,5.878761798143387,2.3228854638855703,7.428462736663365
linear_clean_20260911_cal,False,2026-03,443,1.9235655400979326,1.9355860728227807,0.7765237020316027,28.425025457423107,2.150247815714763,3.6907337782883483,2.3165271955076348,7.237395163852528,2.330729079360923,6.782053936684912
linear_clean_20260912_raw,False,2026-01,699,1.403477832315068,1.342809188363066,0.8054363376251789,20.793391024776454,1.5702387764307222,2.580337598088473,1.7554945008106297,4.697300735631896,1.8288798172329641,5.916852835762995
linear_clean_20260912_raw,False,2026-02,672,1.8428981240138698,1.8514218216145746,0.7901785714285714,27.795216564621246,2.0824679468871063,3.708256169444039,2.247796985937188,6.441320879118783,2.309398022682128,7.75488034884135
linear_clean_20260912_raw,False,2026-03,443,1.8305699443583017,1.8015048262497158,0.8126410835214447,28.95516617949337,2.070758110359192,3.974507280181816,2.2804293103716318,7.2371091562792085,2.3336774816333783,8.533394634858212
linear_clean_20260912_cal,False,2026-01,699,1.4052962988312343,1.342857116424522,0.7725321888412017,19.46814520463369,1.5840592754589347,2.580337598088473,1.7909923528770777,4.697300735631896,1.8641314408096443,5.916852835762995
linear_clean_20260912_cal,False,2026-02,672,1.8438073546435014,1.8520978565738178,0.8050595238095238,28.278512865442806,2.074775807506305,3.708256169444039,2.236251900687246,6.441320879118783,2.307198535010276,7.75488034884135
linear_clean_20260912_cal,False,2026-03,443,1.833222696811527,1.7962877844147016,0.8036117381489842,28.514574489670355,2.0763417841116634,3.974507280181816,2.2884611972435347,7.2371091562792085,2.3441716261256618,8.533394634858212
linear_clean_ensemble_raw,True,2026-01,699,1.3946494626518666,1.3387770184936059,0.8226037195994278,21.626525508203446,1.5643238498310508,2.7797447731225446,1.7246533983306163,4.970572228765965,1.767043497476918,5.844415263329226
linear_clean_ensemble_raw,True,2026-02,672,1.874375410715533,1.8641101561259887,0.7752976190476191,27.422576498476754,2.0776926266892266,3.2290339663861287,2.2583892604150706,6.168199533980991,2.3169867602442045,7.587449563401086
linear_clean_ensemble_raw,True,2026-03,443,1.8296901477467367,1.798890666133272,0.801354401805869,28.306905930880053,2.027231374597964,3.426531848376456,2.2222912556448415,6.614872058412022,2.2522372698584934,7.467993989575617
linear_clean_ensemble_cal,True,2026-01,699,1.397614271932586,1.3407508317965235,0.8125894134477826,21.26393512219037,1.5731434121987724,2.7797447731225438,1.7393367931232968,4.970572228765965,1.7795223102080882,5.844415263329225
linear_clean_ensemble_cal,True,2026-02,672,1.8494658221249196,1.839453490999343,0.7901785714285714,27.59650934060347,2.0545225243886596,3.2290339663861287,2.2321652354253834,6.168199533980991,2.301774924165718,7.587449563401086
linear_clean_ensemble_cal,True,2026-03,443,1.857606389799371,1.8296125629593438,0.7945823927765236,28.552696497541923,2.0561619045272965,3.4265318483764555,2.24407038942418,6.614872058412022,2.285013359217852,7.467993989575619
linear_shuffled_20260910_raw,False,2026-01,699,1.402084235930464,1.3389382840305781,0.8197424892703863,21.752881457706717,1.5556173777493985,2.5325329116144575,1.6751106726704823,4.533932969634966,1.7287629974167065,5.203392728715495
linear_shuffled_20260910_raw,False,2026-02,672,1.8311574168269118,1.8261992368822337,0.7752976190476191,26.8201950039892,2.04772108565604,2.9432619909445443,2.261427160557277,5.9764103917848495,2.3226301715136843,7.354960078284854
linear_shuffled_20260910_raw,False,2026-03,443,1.8521929450692491,1.8304923488676814,0.7787810383747178,27.22453877080913,2.0025588101561707,2.446888432814897,2.1869993630168136,5.298247341646836,2.2918140531617737,7.193507386115011
linear_shuffled_20260910_cal,False,2026-01,699,1.4157229388763952,1.3518277325423464,0.8483547925608012,22.870684861204264,1.5681028742356675,2.5325329116144575,1.6845070201535979,4.533932969634966,1.7432603234154425,5.203392728715495
linear_shuffled_20260910_cal,False,2026-02,672,1.829282251511387,1.8272932754165563,0.78125,26.840172848713014,2.0449453968601596,2.9432619909445443,2.2566048748298377,5.9764103917848495,2.323158231188116,7.354960078284854
linear_shuffled_20260910_cal,False,2026-03,443,1.8581404378396793,1.8271248142709784,0.7855530474040632,28.249168977035325,2.0076317658090246,2.446888432814897,2.1828695301234666,5.298247341646836,2.292241354708559,7.193507386115011
linear_shuffled_20260911_raw,False,2026-01,699,1.3960187575678271,1.3465386546333693,0.8326180257510729,22.037130337416357,1.5444527959144365,2.4971583036223537,1.6767337110316405,4.532981088744724,1.7398947626262116,5.597553364367615
linear_shuffled_20260911_raw,False,2026-02,672,2.0336510085894566,1.948728021205154,0.7440476190476191,26.84105650619382,2.2147943383022137,3.2667331794897714,2.398839285664857,5.978661477565765,2.464973516140187,7.758927535443079
linear_shuffled_20260911_raw,False,2026-03,443,1.8698739467772407,1.8841714211977472,0.7855530474040632,28.117201180813275,2.045490757675147,3.0840785196618623,2.1925468741393237,5.550736347654873,2.2036246207249532,5.655260486473617
linear_shuffled_20260911_cal,False,2026-01,699,1.3969628148728244,1.343763525022297,0.8240343347639485,21.761990189931076,1.5455724469492198,2.4971583036223537,1.6819156998780798,4.532981088744724,1.747901162944869,5.597553364367615
linear_shuffled_20260911_cal,False,2026-02,672,1.909282399146781,1.8520131573541667,0.7738095238095238,27.391368661749645,2.1021113393879487,3.2667331794897714,2.2819067907978456,5.978661477565765,2.3726454990919437,7.758927535443079
linear_shuffled_20260911_cal,False,2026-03,443,1.9668305881550032,1.9904401399195026,0.7968397291196389,29.133208745020653,2.140177395959696,3.0840785196618623,2.251671320714387,5.550736347654873,2.2810517550157714,5.655260486473617
linear_shuffled_20260912_raw,False,2026-01,699,1.396990523905468,1.3369461136923906,0.8082975679542204,20.951016457807352,1.5583887012586668,2.508093754109395,1.7174144709248036,4.604499934910023,1.7953848956370042,5.8665643666094125
linear_shuffled_20260912_raw,False,2026-02,672,1.846871715237113,1.8519655808620068,0.7946428571428571,28.164715516780102,2.1009867014023627,4.015557087603069,2.2942211452022074,7.15151171315284,2.360021936371863,8.566313652765183
linear_shuffled_20260912_raw,False,2026-03,443,1.838729676597372,1.807158631233415,0.8081264108352144,28.34585132555822,2.059232346942019,3.48910430107375,2.2719777013743414,6.47787426933478,2.3341424564849507,7.966947243391257
linear_shuffled_20260912_cal,False,2026-01,699,1.3988099995995391,1.3369862242830464,0.7796852646638054,19.798785029273834,1.5686537426472122,2.508093754109395,1.7435125950218056,4.604499934910023,1.8188958132898008,5.8665643666094125
linear_shuffled_20260912_cal,False,2026-02,672,1.8448427039884545,1.849472673772874,0.8065476190476191,28.52221922037383,2.0918977226982696,4.015557087603069,2.2817783154752735,7.15151171315284,2.3546719525779922,8.566313652765183
linear_shuffled_20260912_cal,False,2026-03,443,1.8435701204023522,1.8027546636904577,0.7968397291196389,27.987203285578158,2.0700644446562353,3.48910430107375,2.2848954572144677,6.47787426933478,2.352940213326015,7.966947243391257
linear_shuffled_ensemble_raw,True,2026-01,699,1.3922265494340276,1.3363579418306164,0.8240343347639485,21.58034275097681,1.5434053413049142,2.511051572727827,1.67803428846052,4.557137997763238,1.733262395943825,5.555836819897507
linear_shuffled_ensemble_raw,True,2026-02,672,1.8721064082964112,1.8557879314326777,0.7767857142857143,27.27532234232104,2.09416162559237,3.3938314271351646,2.291461620124734,6.368861194167819,2.3555402631961395,7.893400422164372
linear_shuffled_ensemble_raw,True,2026-03,443,1.8416147318982188,1.8206069545252093,0.7990970654627539,27.89586375906021,2.0165639320729154,2.9684725338754303,2.1964838115100926,5.767553884163219,2.245715859435842,6.914436325980273
linear_shuffled_ensemble_cal,True,2026-01,699,1.394807576273492,1.3356867324417128,0.8197424892703863,21.38198663581286,1.5482329727964157,2.5110515727278275,1.685474242912923,4.557137997763238,1.7433499050852839,5.555836819897507
linear_shuffled_ensemble_cal,True,2026-02,672,1.8493749471790695,1.8344482828356339,0.7857142857142857,27.557549184974807,2.0702684005642964,3.393831427135165,2.264641623940999,6.368861194167819,2.338561218520695,7.893400422164372
linear_shuffled_ensemble_cal,True,2026-03,443,1.8637416486677223,1.8451584766276334,0.7855530474040632,28.4611840554144,2.0396855046258096,2.96847253387543,2.2114373163181704,5.767553884163219,2.270228635319538,6.914436325980272
linear_tick_20260910_raw,False,2026-01,699,1.401370926511833,1.33920052023367,0.8240343347639485,22.06778500144915,1.5488273869098639,2.485415979857438,1.6762746685289425,4.438176973694896,1.7166415282509435,5.251081110581819
linear_tick_20260910_raw,False,2026-02,672,1.8453010667923024,1.834300797335482,0.7738095238095238,26.530629805865743,2.0275513221294172,2.6303439622833613,2.2214214401557437,5.362460955267861,2.2750856356286215,6.672986948773975
linear_tick_20260910_raw,False,2026-03,443,1.843687403683601,1.8106108110469703,0.7855530474040632,27.525692866564334,2.003340046555558,2.4342810004344106,2.12591646292529,4.832444589240287,2.2224880922676324,6.522891811000575
linear_tick_20260910_cal,False,2026-01,699,1.417812779711783,1.3536702138530032,0.8454935622317596,23.036568505519515,1.5610697278041985,2.485415979857438,1.6823614218508955,4.438176973694896,1.7244771287070193,5.251081110581819
linear_tick_20260910_cal,False,2026-02,672,1.8529733020399324,1.8414877971777064,0.7797619047619048,26.726508715634946,2.0336941783435933,2.6303439622833613,2.2258994857965155,5.362460955267861,2.28577862882399,6.672986948773975
linear_tick_20260910_cal,False,2026-03,443,1.8527747403438004,1.8112024976421779,0.7923250564334086,28.49862193162246,2.0100620332916934,2.4342810004344106,2.1291464090726464,4.832444589240287,2.2287709801792963,6.522891811000575
