model,primary_model,month,n,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24
linear_tick_20260911_raw,False,2026-01,699,1.3952928733768484,1.3476535261254428,0.8326180257510729,22.05993884946826,1.5292069430073711,2.2690070006298235,1.6435744233382672,4.093409241524888,1.705172846529315,5.1150075478615165
linear_tick_20260911_raw,False,2026-02,672,1.92168226967372,1.8598861235438462,0.7589285714285714,26.473427661650238,2.086387397064103,2.5467414600508556,2.2045313225279566,4.692217955986659,2.2711927452141865,6.119807688962846
linear_tick_20260911_raw,False,2026-03,443,1.8594742659527872,1.8631829776076063,0.7900677200902935,28.350282321396048,1.9948623308312077,2.0345517819406753,2.171868657919746,4.049753841374313,2.1815551541974387,4.425716425979648
linear_tick_20260911_cal,False,2026-01,699,1.4050481043799008,1.3610747413620643,0.844062947067239,22.513269452175837,1.538261135723605,2.2690070006298235,1.6532479683474008,4.093409241524888,1.713753170405037,5.1150075478615165
linear_tick_20260911_cal,False,2026-02,672,1.8744964469652008,1.82825420260325,0.7693452380952381,26.76615940111127,2.0447946926536087,2.5467414600508556,2.1668572659652092,4.692217955986659,2.2448441533630197,6.119807688962846
linear_tick_20260911_cal,False,2026-03,443,1.8922600097505642,1.8934655201290735,0.7945823927765236,29.308806430527724,2.0109218770185353,2.0345517819406753,2.155651150521988,4.049753841374313,2.186199290552668,4.425716425979648
linear_tick_20260912_raw,False,2026-01,699,1.3977636856361175,1.3371319914570787,0.804005722460658,20.808484607158984,1.5617598197703093,2.5226979528544455,1.745796742136472,4.5668735592832554,1.817603661506005,5.756781651056205
linear_tick_20260912_raw,False,2026-02,672,1.8486661290766038,1.8395129843871876,0.7678571428571429,26.72276432634819,2.0403548180918794,3.03839195342291,2.188616697204901,5.198448081811269,2.2335169676807785,6.259283382268179
linear_tick_20260912_raw,False,2026-03,443,1.825615082264336,1.7912216570924504,0.7945823927765236,27.503209933201294,2.033682039793175,3.2338206245990695,2.1869286875010765,5.557763672305553,2.240579935624265,6.71383251724071
linear_tick_20260912_cal,False,2026-01,699,1.4101132369229679,1.3413923861585673,0.7997138769670958,20.514755811132098,1.580610814569355,2.5226979528544455,1.7649565870868997,4.5668735592832554,1.8424671541895044,5.756781651056205
linear_tick_20260912_cal,False,2026-02,672,1.8451525172902281,1.8470794774707513,0.7931547619047619,27.761773345563057,2.032011304797888,3.03839195342291,2.1736289543349714,5.198448081811269,2.2257701415493067,6.259283382268179
linear_tick_20260912_cal,False,2026-03,443,1.8311169223718629,1.7942901163329024,0.7990970654627539,28.277574971013625,2.036741483357964,3.2338206245990695,2.182283780402628,5.557763672305553,2.2445791425615,6.71383251724071
linear_tick_ensemble_raw,True,2026-01,699,1.390870138981186,1.3366013096857576,0.8283261802575107,21.645402819358797,1.5372695624404806,2.423385276303271,1.6728660981931796,4.36615325816768,1.727937807589866,5.374290103166514
linear_tick_ensemble_raw,True,2026-02,672,1.8614160790838798,1.836784588857926,0.7708333333333334,26.57560726462139,2.0359800109554422,2.675876519036671,2.18998686816281,5.078260287405952,2.243490472880455,6.350461643839639
linear_tick_ensemble_raw,True,2026-03,443,1.8355095688473686,1.8110176035361356,0.7900677200902935,27.793061707053887,1.9940167767979857,2.5375285690399463,2.1380410402959202,4.8051827310887925,2.1848170320500087,5.87183597986639
linear_tick_ensemble_cal,True,2026-01,699,1.400322809289344,1.3406065455872618,0.8311874105865522,21.973760874377273,1.5463921603985615,2.423385276303271,1.681644717621028,4.36615325816768,1.7379933016348192,5.374290103166515
linear_tick_ensemble_cal,True,2026-02,672,1.8512685515034053,1.8327980397934454,0.7782738095238095,26.966750328076493,2.0246290991170137,2.675876519036671,2.1753350536864424,5.078260287405952,2.2375514802102474,6.350461643839639
linear_tick_ensemble_cal,True,2026-03,443,1.850423722505895,1.8200718369306081,0.7945823927765236,28.759239742662228,2.0062406932169474,2.5375285690399463,2.1408494520328047,4.805182731088792,2.1966192329856167,5.87183597986639
exact_qr_raw,True,2026-01,699,1.3893640805254828,1.3306805002698063,0.8111587982832618,20.82181978427608,1.5105281732585334,1.699407150668247,1.5612028067069816,2.29735917366515,1.563049001794224,2.3646727492229704
exact_qr_raw,True,2026-02,672,1.837627852972251,1.7863135403540098,0.7380952380952381,24.792518860899484,1.974465352710145,1.958177754813283,2.0728622879617147,3.522809291639668,2.079750936602111,3.522809291639668
exact_qr_raw,True,2026-03,443,1.8135528833331274,1.7588870797136775,0.7629796839729119,25.751178190124627,1.9039359220398704,1.3960019823309124,2.075535945418199,4.253692021494154,2.0877605318439754,4.504793209577415
exact_qr_cal,True,2026-01,699,1.4038388328360825,1.3460164782030186,0.8240343347639485,21.91847028351327,1.5247011893798466,1.699407150668247,1.5709841704805934,2.2973591736651504,1.5723761038539954,2.3646727492229704
exact_qr_cal,True,2026-02,672,1.804053741902575,1.7892031354133715,0.7678571428571429,26.333930079847704,1.9417405541182289,1.958177754813283,2.037348292120195,3.522809291639668,2.042970439809061,3.522809291639668
exact_qr_cal,True,2026-03,443,1.8226096804882475,1.7594882684823645,0.8036117381489842,28.642194318062767,1.9110969522589987,1.3960019823309124,2.0805639637102775,4.253692021494154,2.0917556891032807,4.504793209577415
lgbm_raw,True,2026-01,699,1.4041529460049187,1.3609994986987901,0.7811158798283262,20.253176400360122,1.6924458462305496,6.054252526550143,1.8034791756317217,8.123122358539348,1.818297234074971,8.185735215425069
lgbm_raw,True,2026-02,672,1.967002258219185,1.9356488317422669,0.6607142857142857,21.180848642750725,2.2740993452383234,6.69865233684454,2.4276193474617362,9.115759023011075,2.4501880688882407,9.159652047619536
lgbm_raw,True,2026-03,443,1.900561612456195,1.9212752735656877,0.708803611738149,24.74098334113479,2.131158458700687,5.20775607675225,2.338632893328095,9.496065720844614,2.3557195770464765,9.51311647325711
lgbm_cal,True,2026-01,699,1.4228942959813489,1.383746346432144,0.8369098712446352,22.618543439553974,1.7080760556524692,6.054252526550143,1.8118842794982186,8.123122358539348,1.8237665721589427,8.18573521542507
lgbm_cal,True,2026-02,672,1.87903686476181,1.8945278119689348,0.7380952380952381,24.876993943539013,2.1786514953287215,6.69865233684454,2.3209258158069432,9.115759023011075,2.3388568571895396,9.159652047619536
lgbm_cal,True,2026-03,443,1.8762755761733807,1.8296885301876509,0.835214446952596,31.00832898872225,2.1119079832637726,5.20775607675225,2.329503977844048,9.496065720844614,2.3374490748822954,9.51311647325711
