target,h,model,month,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
median5,6,update_linear_price_raw,2025-11,720,1.2900039384626394,1.4905909196373013,2.6644996503164844,1.0894169572879773,0.15138888888888888,0.0875,0.7611111111111111,14.563973445706187
median5,6,update_linear_price_raw,2025-12,736,1.2151880125134595,1.129471430968479,2.777750633721016,1.30090459405844,0.13451086956521738,0.11820652173913043,0.7472826086956522,16.378496423997955
median5,6,update_linear_price_raw,2026-01,722,1.1692271848353772,1.116140427804719,2.6001115336308214,1.2223139418660354,0.13988919667590027,0.09002770083102493,0.7700831024930748,16.198272507576824
median5,6,update_linear_price_raw,2026-02,672,1.3198155911205849,1.3241382577067415,2.954478589807637,1.315492924534428,0.14434523809523808,0.12648809523809523,0.7291666666666666,16.77649597063834
median5,6,update_linear_price_raw,2026-03,443,1.4458319904397354,1.4393506211618774,3.1297517000330735,1.4523133597175932,0.16930022573363432,0.09932279909706546,0.7313769751693002,17.645048872032923
median5,6,update_linear_price_cal28,2025-11,720,1.2752198676763637,1.4586054253839245,2.6717160434209832,1.0918343099688028,0.15416666666666667,0.09583333333333334,0.75,14.183892801345387
median5,6,update_linear_price_cal28,2025-12,736,1.2242338242920323,1.1415130987012687,2.7836910532074293,1.3069545498827961,0.0625,0.11548913043478261,0.8220108695652174,18.93318959324087
median5,6,update_linear_price_cal28,2026-01,722,1.16309861300653,1.1027042122093818,2.5691589442425986,1.2234930138036781,0.12188365650969529,0.08587257617728532,0.7922437673130194,16.690024709188023
median5,6,update_linear_price_cal28,2026-02,672,1.3099160568192456,1.2923531196927218,2.9773643737837356,1.3274789939457694,0.10416666666666667,0.12202380952380952,0.7738095238095238,18.674344288079098
median5,6,update_linear_price_cal28,2026-03,443,1.4018935594653972,1.3447810783847232,3.121199542618559,1.4590060405460712,0.11738148984198646,0.09029345372460497,0.7923250564334086,20.537469929788717
median5,6,update_linear_local_raw,2025-11,720,1.317531950037417,1.5456469427868567,2.6591821985827835,1.0894169572879773,0.16527777777777777,0.0875,0.7472222222222222,14.233008953184743
median5,6,update_linear_local_raw,2025-12,736,1.2112397552907677,1.1215749165230955,2.7798675298101347,1.30090459405844,0.13179347826086957,0.11820652173913043,0.75,16.57846996862644
median5,6,update_linear_local_raw,2026-01,722,1.168948554503649,1.1155831671412628,2.5964365232438866,1.2223139418660354,0.13988919667590027,0.09002770083102493,0.7700831024930748,16.29300178457922
median5,6,update_linear_local_raw,2026-02,672,1.315612802937728,1.3157326813410282,2.9509941206865533,1.315492924534428,0.13839285714285715,0.12648809523809523,0.7351190476190477,17.03710460480447
median5,6,update_linear_local_raw,2026-03,443,1.4457613820027402,1.4392094042878871,3.1387708525717746,1.452313359717593,0.16478555304740405,0.09932279909706546,0.7358916478555305,17.74284312179238
median5,6,update_linear_local_cal28,2025-11,720,1.2908296667771078,1.4898250235854127,2.6666800209796637,1.0918343099688028,0.15694444444444444,0.09583333333333334,0.7472222222222222,14.12919949871797
median5,6,update_linear_local_cal28,2025-12,736,1.2308860804939405,1.154817611105085,2.7891328490169527,1.3069545498827961,0.05298913043478261,0.11548913043478261,0.8315217391304348,19.36876155386718
median5,6,update_linear_local_cal28,2026-01,722,1.163254320538562,1.1030156272734457,2.567590684692133,1.2234930138036781,0.12465373961218837,0.08587257617728532,0.7894736842105263,16.69972718471113
median5,6,update_linear_local_cal28,2026-02,672,1.3108432778027217,1.2942075616596735,2.976160689310435,1.3274789939457694,0.09970238095238096,0.12202380952380952,0.7782738095238095,18.920000952182406
median5,6,update_linear_local_cal28,2026-03,443,1.405363027538592,1.3517200145311126,3.1321199093808736,1.4590060405460712,0.11286681715575621,0.09029345372460497,0.7968397291196389,20.534171307815964
median5,6,update_linear_full_raw,2025-11,720,1.318483342625259,1.5469506671192739,2.6327360798512776,1.090016018131244,0.1638888888888889,0.0875,0.7486111111111111,14.231953476762897
median5,6,update_linear_full_raw,2025-12,736,1.2116197955545969,1.1215749165230955,2.768394191346845,1.3016646745860982,0.13179347826086957,0.11956521739130435,0.748641304347826,16.451786202610773
median5,6,update_linear_full_raw,2026-01,722,1.168719528492017,1.115583167141263,2.5849904329798536,1.2218558898427712,0.13988919667590027,0.09141274238227147,0.7686980609418282,16.248484916514673
median5,6,update_linear_full_raw,2026-02,672,1.3174987109122431,1.31665276028497,2.9675456274201215,1.3183446615395165,0.13839285714285715,0.12648809523809523,0.7351190476190477,17.00562372401835
median5,6,update_linear_full_raw,2026-03,443,1.4457287243646382,1.4391440890116833,3.148417289262829,1.4523133597175932,0.16478555304740405,0.09932279909706546,0.7358916478555305,17.749804878282795
median5,6,update_linear_full_cal28,2025-11,720,1.2934110257481128,1.493954685341428,2.637265403803159,1.0928673661547974,0.1527777777777778,0.09583333333333334,0.7513888888888889,14.132746221608846
median5,6,update_linear_full_cal28,2025-12,736,1.2313510704626873,1.1557384131906843,2.773620797546721,1.3069637277346906,0.05298913043478261,0.11548913043478261,0.8315217391304348,19.28949510130874
median5,6,update_linear_full_cal28,2026-01,722,1.1638562581467078,1.1030156272734457,2.5553253328499927,1.2246968890199699,0.12465373961218837,0.08587257617728532,0.7894736842105263,16.722766136357098
median5,6,update_linear_full_cal28,2026-02,672,1.312044217911327,1.2940514839706843,3.002095917100554,1.33003695185197,0.09970238095238096,0.11904761904761904,0.78125,18.877443157888262
median5,6,update_linear_full_cal28,2026-03,443,1.4057432045050104,1.351760143993212,3.154616762908911,1.459726265016809,0.11286681715575621,0.09029345372460497,0.7968397291196389,20.57083331860118
median5,6,update_lgbm_price_raw,2025-11,720,1.274425586697318,1.484434608273117,2.6488240276154165,1.064416565121519,0.1527777777777778,0.11388888888888889,0.7333333333333333,14.066031546491905
