target,h,model,state,value,days,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
mean5,6,update_linear_price_raw,high_downside,0,59,967,1.621175101918964,1.651226102983745,3.6217990218151668,1.591124100854183,0.15305067218200621,0.12099276111685625,0.7259565667011375,19.90376840018009
mean5,6,update_linear_price_raw,high_downside,1,53,870,1.8268882583228594,1.7884044234152645,4.079153258451465,1.8653720932304538,0.16551724137931034,0.135632183908046,0.6988505747126437,22.450430142596325
mean5,6,update_linear_price_raw,high_dispersion,0,77,862,1.7064558479769962,1.6824569034705845,3.8265170154258286,1.7304547924834082,0.15661252900232017,0.12296983758700696,0.7204176334106729,20.865713371632136
mean5,6,update_linear_price_raw,high_dispersion,1,78,975,1.7293376075285691,1.746020142733249,3.8489080222061296,1.7126550723238898,0.16102564102564101,0.13230769230769232,0.7066666666666667,21.325716246857485
mean5,6,update_linear_price_raw,low_usdt_volume,0,78,1383,1.7379138930209495,1.7668735019404436,3.875063897445818,1.7089542841014553,0.17136659436008678,0.12364425162689804,0.7049891540130152,21.058992455769943
mean5,6,update_linear_price_raw,low_usdt_volume,1,73,454,1.6597669476840375,1.5618093320989612,3.7267172219834226,1.7577245632691139,0.1211453744493392,0.14096916299559473,0.737885462555066,21.26482753458837
mean5,6,update_linear_price_raw,negative_basis,0,78,759,1.7005229577012053,1.7047819157069326,3.726733703629854,1.6962639996954776,0.1725955204216074,0.13175230566534915,0.6956521739130435,19.93952750196767
mean5,6,update_linear_price_raw,negative_basis,1,77,1078,1.7313285560309009,1.724228215153061,3.917024218824658,1.7384288969087407,0.14935064935064934,0.12523191094619665,0.725417439703154,21.9338746688678
mean5,6,update_linear_price_cal28,high_downside,0,59,967,1.5800679752500384,1.5720934670328917,3.5931082220813213,1.5880424834671851,0.11685625646328852,0.09100310237849017,0.7921406411582212,23.5744015707821
mean5,6,update_linear_price_cal28,high_downside,1,53,870,1.7731195431451585,1.7013895923815945,4.085317271622342,1.8448494939087223,0.10114942528735632,0.10689655172413794,0.7919540229885057,26.69942791810902
mean5,6,update_linear_price_cal28,high_dispersion,0,77,862,1.66153115945638,1.5987791823426274,3.8071858570695736,1.7242831365701325,0.11020881670533643,0.0951276102088167,0.7946635730858469,24.70584715126076
mean5,6,update_linear_price_cal28,high_dispersion,1,78,975,1.6803075642581287,1.6638724849368707,3.8430435572001054,1.6967426435793869,0.10871794871794872,0.10153846153846154,0.7897435897435897,25.362572680322426
mean5,6,update_linear_price_cal28,low_usdt_volume,0,78,1383,1.6853017866308948,1.6633101345180614,3.854170438274471,1.7072934387437286,0.12075198843094721,0.09255242227042661,0.7866955892986262,25.003932808221734
mean5,6,update_linear_price_cal28,low_usdt_volume,1,73,454,1.6294435323624388,1.541994299458843,3.7410659932389487,1.716892765266035,0.07488986784140969,0.11674008810572688,0.8083700440528634,25.208170779582552
mean5,6,update_linear_price_cal28,negative_basis,0,78,759,1.6440826729128029,1.6133191969965093,3.719104680813068,1.6748461488290962,0.11989459815546773,0.10144927536231885,0.7786561264822134,23.923850754766196
mean5,6,update_linear_price_cal28,negative_basis,1,77,1078,1.6907986881839123,1.6474156377295388,3.9016337888005164,1.7341817386382858,0.10204081632653061,0.09647495361781076,0.8014842300556586,25.850413622294614
mean5,6,freeze_linear_price_raw,high_downside,0,59,967,1.6395643324909146,1.6919527625403665,3.6300581464987647,1.5871759024414627,0.16856256463288521,0.12202688728024819,0.7094105480868665,19.470786628062214
mean5,6,freeze_linear_price_raw,high_downside,1,53,870,1.851904291800793,1.8522659943600435,4.097293885361587,1.8515425892415431,0.17586206896551723,0.12988505747126436,0.6942528735632184,21.68372965319459
mean5,6,freeze_linear_price_raw,high_dispersion,0,77,862,1.7236317849459113,1.723048225215758,3.835184796390773,1.7242153446760646,0.16937354988399073,0.12412993039443156,0.7064965197215777,20.280681123501992
mean5,6,freeze_linear_price_raw,high_dispersion,1,78,975,1.7547126612943886,1.8075099141885012,3.865623193271836,1.7019154084002766,0.17435897435897435,0.12717948717948718,0.6984615384615385,20.72938291195563
