target,h,model,state,value,days,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
btc,6,update_linear_price_raw,high_downside,0,59,967,1.2621075570839349,1.2465163601420608,2.8694279756245242,1.2776987540258087,0.1313340227507756,0.09617373319544985,0.7724922440537746,17.312739841947256
btc,6,update_linear_price_raw,high_downside,1,53,870,1.3452613292350608,1.350522545425137,3.0693814126027346,1.3400001130449846,0.12988505747126436,0.09885057471264368,0.771264367816092,18.24939342383717
btc,6,update_linear_price_raw,high_dispersion,0,77,861,1.2962766591938693,1.2789199029494789,2.9283485761257593,1.3136334154382592,0.12195121951219512,0.0975609756097561,0.7804878048780488,17.6790739378782
btc,6,update_linear_price_raw,high_dispersion,1,78,976,1.3060872546810929,1.3106412892804724,2.9956870464641545,1.3015332200817133,0.13831967213114754,0.09733606557377049,0.764344262295082,17.824496972733815
btc,6,update_linear_price_raw,low_usdt_volume,0,78,1383,1.3041022781035554,1.3013104809650378,2.9577628486308205,1.306894075242073,0.13449023861171366,0.09399855386840203,0.7715112075198843,17.73864704537463
btc,6,update_linear_price_raw,low_usdt_volume,1,73,454,1.2935284438710368,1.2789064748955838,2.9835080654997097,1.3081504128464903,0.11894273127753303,0.10792951541850221,0.7731277533039648,17.81022652455556
btc,6,update_linear_price_raw,negative_basis,0,77,775,1.306080074242467,1.3040646685925086,2.9272139219470534,1.3080954798924254,0.13419354838709677,0.10967741935483871,0.7561290322580645,17.02774640204228
btc,6,update_linear_price_raw,negative_basis,1,77,1062,1.2981387067766061,1.2897229911657704,2.99106204508882,1.3065544223874423,0.128060263653484,0.08851224105461393,0.783427495291902,18.28803036188189
btc,6,update_linear_price_cal28,high_downside,0,59,967,1.2549573714142133,1.2298840757865972,2.8660711506870897,1.2800306670418293,0.11685625646328852,0.09720785935884178,0.7859358841778697,17.943842753831458
btc,6,update_linear_price_cal28,high_downside,1,53,870,1.3462524979974821,1.3407886951463501,3.0694312697609796,1.3517163008486144,0.10574712643678161,0.10229885057471265,0.7919540229885057,19.32552166601743
btc,6,update_linear_price_cal28,high_dispersion,0,77,861,1.2941255094929611,1.275371089485617,2.9301513738504337,1.3128799295003053,0.09988385598141696,0.09988385598141696,0.8002322880371661,18.433293530650364
btc,6,update_linear_price_cal28,high_dispersion,1,78,976,1.3017842087519613,1.2886163504260737,2.9908152402881605,1.314952067077849,0.12192622950819672,0.09938524590163934,0.7786885245901639,18.743682441086293
btc,6,update_linear_price_cal28,low_usdt_volume,0,78,1383,1.2989071504943384,1.2844055879486824,2.957315022878867,1.3134087130399947,0.11424439624005785,0.09544468546637744,0.7903109182935647,18.57219051721899
btc,6,update_linear_price_cal28,low_usdt_volume,1,73,454,1.2960239257305806,1.2763240923566879,2.9778179091739974,1.3157237591044737,0.10352422907488987,0.11233480176211454,0.7841409691629956,18.67744561030026
btc,6,update_linear_price_cal28,negative_basis,0,77,775,1.3028802890117652,1.2933298262549946,2.9263012897939515,1.3124307517685359,0.11870967741935484,0.11096774193548387,0.7703225806451612,17.89087238495513
btc,6,update_linear_price_cal28,negative_basis,1,77,1062,1.2947751670727268,1.2744382775097396,2.988712342576417,1.315112056635714,0.1064030131826742,0.09133709981167608,0.8022598870056498,19.114382009463235
btc,6,update_linear_local_raw,high_downside,0,59,967,1.2623766219473214,1.2470544898688343,2.870304869638694,1.2776987540258087,0.13236814891416754,0.09617373319544985,0.7714581178903827,17.31282959651907
btc,6,update_linear_local_raw,high_downside,1,53,870,1.3450598278302675,1.3501195426155506,3.0682086919812925,1.3400001130449846,0.12758620689655173,0.09885057471264368,0.7735632183908046,18.263648764891173
btc,6,update_linear_local_raw,high_dispersion,0,77,861,1.2965794624517903,1.2795255094653208,2.9258009377763323,1.3136334154382592,0.1207897793263647,0.0975609756097561,0.7816492450638792,17.660639509071885
btc,6,update_linear_local_raw,high_dispersion,1,78,976,1.3059070967872963,1.3102809734928795,2.9977579544456145,1.3015332200817133,0.13831967213114754,0.09733606557377049,0.764344262295082,17.853555356535207
btc,6,update_linear_local_raw,low_usdt_volume,0,78,1383,1.3042654087700802,1.301636742298087,2.9565756131768626,1.306894075242073,0.13521330441070137,0.09399855386840203,0.7707881417208966,17.744934966473934
btc,6,update_linear_local_raw,low_usdt_volume,1,73,454,1.2932184654325372,1.2782865180185843,2.986745149649208,1.3081504128464903,0.1145374449339207,0.10792951541850221,0.7775330396475771,17.818580587347594
btc,6,update_linear_local_raw,negative_basis,0,77,775,1.3070098154007754,1.3059241509091255,2.9292836319880946,1.3080954798924254,0.13548387096774195,0.10967741935483871,0.7548387096774194,16.977076958019826
btc,6,update_linear_local_raw,negative_basis,1,77,1062,1.2975401475515926,1.2885258727157434,2.989389412592814,1.3065544223874423,0.12617702448210924,0.08851224105461393,0.7853107344632768,18.33676648100178
btc,6,update_linear_local_cal28,high_downside,0,59,967,1.2554720119849558,1.231059362406752,2.8648942891177547,1.2798846615631592,0.1189245087900724,0.09720785935884178,0.7838676318510859,17.91931948634567
btc,6,update_linear_local_cal28,high_downside,1,53,870,1.3464676558897923,1.341295280580526,3.0663934790445775,1.351640031199059,0.10459770114942529,0.10229885057471265,0.7931034482758621,19.319090751904593
btc,6,update_linear_local_cal28,high_dispersion,0,77,861,1.294626777982405,1.2764876392121924,2.925828585869865,1.3127659167526173,0.10104529616724739,0.09988385598141696,0.7990708478513356,18.390923007664316
btc,6,update_linear_local_cal28,high_dispersion,1,78,976,1.3020436889044273,1.289247377244559,2.9907548072865753,1.314840000564296,0.12192622950819672,0.09938524590163934,0.7786885245901639,18.75103093017857
