target,h,model,month,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
mean5,6,update_linear_price_raw,2025-11,720,1.6121316134165347,1.9196951937680637,3.3586936985375715,1.304568033065006,0.1986111111111111,0.10277777777777777,0.6986111111111111,16.554879243676684
mean5,6,update_linear_price_raw,2025-12,736,2.0192701507332207,2.247160756742016,4.182194755346383,1.7913795447244254,0.13994565217391305,0.14673913043478262,0.7133152173913043,22.07764535141795
mean5,6,update_linear_price_raw,2026-01,722,1.4358875955991333,1.3965275452006558,3.19612097927223,1.4752476459976105,0.14265927977839335,0.10664819944598337,0.7506925207756233,19.070632349721073
mean5,6,update_linear_price_raw,2026-02,672,1.9117692950248706,1.9426698266704934,4.221255833983712,1.8808687633792478,0.16517857142857142,0.15922619047619047,0.6755952380952381,21.641981647966514
mean5,6,update_linear_price_raw,2026-03,443,1.886341530512954,1.8936353923230622,4.304423750511142,1.8790476687028461,0.17607223476297967,0.11512415349887133,0.708803611738149,23.626207772236658
mean5,6,update_linear_price_cal28,2025-11,720,1.5534752854662321,1.7983003996723088,3.374887729636841,1.3086501712601555,0.17083333333333334,0.1,0.7291666666666666,17.379690481146802
mean5,6,update_linear_price_cal28,2025-12,736,2.043228924406014,2.318578755933794,4.188047647727267,1.7678790928782337,0.0625,0.12092391304347826,0.8165760869565217,27.378860070888432
mean5,6,update_linear_price_cal28,2026-01,722,1.4191913920706412,1.3559466363296462,3.139356242679103,1.4824361478116357,0.11218836565096953,0.08587257617728532,0.8019390581717452,21.462993822059204
mean5,6,update_linear_price_cal28,2026-02,672,1.838259102685159,1.8429722330435139,4.249439986636743,1.8335459723268037,0.11160714285714286,0.12202380952380952,0.7663690476190477,25.801379339799684
mean5,6,update_linear_price_cal28,2026-03,443,1.8297368679991997,1.7673871692043963,4.303663202776236,1.892086566794003,0.10158013544018059,0.0835214446952596,0.8148984198645598,29.774582735505657
mean5,6,freeze_linear_price_raw,2025-11,720,1.6121316134165347,1.9196951937680637,3.3586936985375715,1.304568033065006,0.1986111111111111,0.10277777777777777,0.6986111111111111,16.554879243676684
mean5,6,freeze_linear_price_raw,2025-12,736,2.0192701507332207,2.247160756742016,4.182194755346383,1.7913795447244254,0.13994565217391305,0.14673913043478262,0.7133152173913043,22.07764535141795
mean5,6,freeze_linear_price_raw,2026-01,722,1.4358875955991333,1.3965275452006558,3.19612097927223,1.4752476459976105,0.14265927977839335,0.10664819944598337,0.7506925207756233,19.070632349721073
mean5,6,freeze_linear_price_raw,2026-02,672,1.9118581120429414,1.9617557738567333,4.240342002814749,1.8619604502291494,0.17410714285714285,0.14732142857142858,0.6785714285714286,21.381483486136858
mean5,6,freeze_linear_price_raw,2026-03,443,1.9754761807448615,2.07899992957827,4.32912581264746,1.8719524319114536,0.21670428893905191,0.12415349887133183,0.6591422121896162,21.570523721067435
mean5,6,freeze_linear_price_cal28,2025-11,720,1.5534752854662321,1.7983003996723088,3.374887729636841,1.3086501712601555,0.17083333333333334,0.1,0.7291666666666666,17.379690481146802
mean5,6,freeze_linear_price_cal28,2025-12,736,2.043228924406014,2.318578755933794,4.188047647727267,1.7678790928782337,0.0625,0.12092391304347826,0.8165760869565217,27.378860070888432
mean5,6,freeze_linear_price_cal28,2026-01,722,1.4191913920706412,1.3559466363296462,3.139356242679103,1.4824361478116357,0.11218836565096953,0.08587257617728532,0.8019390581717452,21.462993822059204
mean5,6,freeze_linear_price_cal28,2026-02,672,1.8289346294586721,1.8292490166695399,4.243743445659201,1.8286202422478046,0.11904761904761904,0.12202380952380952,0.7589285714285714,25.516537062559554
mean5,6,freeze_linear_price_cal28,2026-03,443,1.830633128252227,1.7855581179244495,4.3095395514035255,1.8757081385800045,0.11738148984198646,0.08577878103837472,0.7968397291196389,28.430385377611938
mean5,6,update_linear_local_raw,2025-11,720,1.6159246160309093,1.929781301397342,3.3569831198630324,1.302067930664476,0.20277777777777778,0.09722222222222222,0.7,16.257317307605415
mean5,6,update_linear_local_raw,2025-12,736,2.0087609588972026,2.2269893766648825,4.147039580843139,1.790532541129523,0.13451086956521738,0.14673913043478262,0.71875,22.23099054192456
mean5,6,update_linear_local_raw,2026-01,722,1.428979496668662,1.382788753128554,3.1941636941957685,1.4751702402087703,0.14958448753462603,0.1038781163434903,0.7465373961218836,19.389723335557534
mean5,6,update_linear_local_raw,2026-02,672,1.8896055678009858,1.9015444217944126,4.210162506017641,1.8776667138075587,0.15625,0.15773809523809523,0.6860119047619048,21.965464284529677
mean5,6,update_linear_local_raw,2026-03,443,1.9082165846299328,1.935396006234685,4.309397688393408,1.8810371630251812,0.17832957110609482,0.11738148984198646,0.7042889390519187,23.518569811387778
mean5,6,update_linear_local_cal28,2025-11,720,1.5426670629464734,1.7786101749123497,3.375288039608965,1.306723950980597,0.1736111111111111,0.09722222222222222,0.7291666666666666,17.272078090808993
mean5,6,update_linear_local_cal28,2025-12,736,2.0331675340480966,2.2976058615788033,4.152738300028666,1.7687292065173896,0.059782608695652176,0.12092391304347826,0.8192934782608695,27.48050880546896
mean5,6,update_linear_local_cal28,2026-01,722,1.4160098323130885,1.348680438443969,3.1463836573012003,1.4833392261822083,0.10803324099722991,0.08725761772853186,0.8047091412742382,21.613111526274707
mean5,6,update_linear_local_cal28,2026-02,672,1.8302319240552616,1.8257541329453055,4.23607080463931,1.8347097151652183,0.1056547619047619,0.12053571428571429,0.7738095238095238,25.89436512257921
mean5,6,update_linear_local_cal28,2026-03,443,1.8534103325538211,1.8140742522414484,4.308719212327136,1.8927464128661942,0.1038374717832957,0.0835214446952596,0.8126410835214447,29.381247234946905
mean5,6,update_linear_local_cal14,2025-11,720,1.5193379400482727,1.729908974291874,3.3617668833478755,1.3087669058046711,0.16527777777777777,0.09583333333333334,0.7388888888888889,17.611733550184102
mean5,6,update_linear_local_cal14,2025-12,736,2.0702132004605986,2.3633508015482936,4.185910151854569,1.7770755993729037,0.08152173913043478,0.10869565217391304,0.8097826086956522,28.731811666724134
mean5,6,update_linear_local_cal14,2026-01,722,1.4138585872209462,1.3498022618169987,3.147699618810653,1.4779149126248938,0.10803324099722991,0.09418282548476455,0.7977839335180056,21.117308885135213
mean5,6,update_linear_local_cal14,2026-02,672,1.836182999438996,1.8304113477072452,4.2414398975866465,1.841954651170747,0.10714285714285714,0.10863095238095238,0.7842261904761905,26.73952451436072
mean5,6,update_linear_local_cal14,2026-03,443,1.8541516903994586,1.8153135256553452,4.311939251488407,1.8929898551435722,0.08803611738148984,0.08803611738148984,0.8239277652370203,29.944756389419517
mean5,6,update_linear_local_cal56,2025-11,720,1.542953645727002,1.7792190423520986,3.376966336236996,1.306688249101906,0.1736111111111111,0.09722222222222222,0.7291666666666666,17.268760769479666
mean5,6,update_linear_local_cal56,2025-12,736,2.0016761989580942,2.2280127750449674,4.151280938071779,1.7753396228712206,0.07472826086956522,0.13043478260869565,0.7948369565217391,26.221939921537114
mean5,6,update_linear_local_cal56,2026-01,722,1.4293638564587918,1.374203778191962,3.1507276965661237,1.4845239347256214,0.08587257617728532,0.08310249307479224,0.8310249307479224,23.069316456343554
mean5,6,update_linear_local_cal56,2026-02,672,1.827771708572992,1.8279918493167708,4.234840555533429,1.8275515678292134,0.11755952380952381,0.12797619047619047,0.7544642857142857,25.074624472382453
mean5,6,update_linear_local_cal56,2026-03,443,1.8563467793350361,1.8277145833761483,4.309411503312355,1.8849789752939239,0.11512415349887133,0.08803611738148984,0.7968397291196389,27.777528248895468
mean5,6,freeze_linear_local_raw,2025-11,720,1.6159246160309093,1.929781301397342,3.3569831198630324,1.302067930664476,0.20277777777777778,0.09722222222222222,0.7,16.257317307605415
mean5,6,freeze_linear_local_raw,2025-12,736,2.0087609588972026,2.2269893766648825,4.147039580843139,1.790532541129523,0.13451086956521738,0.14673913043478262,0.71875,22.23099054192456
mean5,6,freeze_linear_local_raw,2026-01,722,1.428979496668662,1.382788753128554,3.1941636941957685,1.4751702402087703,0.14958448753462603,0.1038781163434903,0.7465373961218836,19.389723335557534
mean5,6,freeze_linear_local_raw,2026-02,672,1.8908879877119398,1.9244404921705123,4.227036149682619,1.8573354832533673,0.16220238095238096,0.14583333333333334,0.6919642857142857,22.07886197759563
mean5,6,freeze_linear_local_raw,2026-03,443,1.9653549429429955,2.057781817387882,4.336635231050846,1.8729280684981096,0.2076749435665914,0.12415349887133183,0.6681715575620768,22.168506551384247
mean5,6,freeze_linear_local_cal28,2025-11,720,1.5426670629464734,1.7786101749123497,3.375288039608965,1.306723950980597,0.1736111111111111,0.09722222222222222,0.7291666666666666,17.272078090808993
mean5,6,freeze_linear_local_cal28,2025-12,736,2.0331675340480966,2.2976058615788033,4.152738300028666,1.7687292065173896,0.059782608695652176,0.12092391304347826,0.8192934782608695,27.48050880546896
mean5,6,freeze_linear_local_cal28,2026-01,722,1.4160098323130885,1.348680438443969,3.1463836573012003,1.4833392261822083,0.10803324099722991,0.08725761772853186,0.8047091412742382,21.613111526274707
mean5,6,freeze_linear_local_cal28,2026-02,672,1.8300987448997357,1.831548522926614,4.232643872424802,1.8286489668728574,0.10863095238095238,0.11755952380952381,0.7738095238095238,25.86156242259201
mean5,6,freeze_linear_local_cal28,2026-03,443,1.8600155636664921,1.8434608402477628,4.324193136900949,1.8765702870852208,0.11512415349887133,0.0835214446952596,0.801354401805869,28.431834211384512
mean5,6,update_linear_full_raw,2025-11,720,1.6399406501232132,1.9760516029581354,3.3305031367589626,1.3038296972882908,0.2013888888888889,0.10555555555555556,0.6930555555555555,16.50608419830747
mean5,6,update_linear_full_raw,2025-12,736,2.002911028989436,2.2263337806801977,4.144422165241329,1.7794882772986738,0.12771739130434784,0.14130434782608695,0.7309782608695652,22.501177144693894
mean5,6,update_linear_full_raw,2026-01,722,1.4199985407457165,1.3777819734461656,3.1785789900486923,1.4622151080452672,0.1329639889196676,0.10110803324099724,0.7659279778393352,19.484045469086094
mean5,6,update_linear_full_raw,2026-02,672,1.9348296860760097,1.9504464111851607,4.2105450067016,1.9192129609668587,0.17559523809523808,0.1636904761904762,0.6607142857142857,21.010515484260097
mean5,6,update_linear_full_raw,2026-03,443,1.909072179493535,1.9541941567807581,4.319435482310535,1.863950202206312,0.18510158013544017,0.11512415349887133,0.6997742663656885,23.38542233267955
mean5,6,update_linear_full_cal28,2025-11,720,1.5787620755496858,1.848263319772105,3.3459332852829626,1.3092608313272667,0.1736111111111111,0.09583333333333334,0.7305555555555555,17.21904941160641
