target,h,model,state,value,days,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
mean5,1,update_linear_price_raw,high_downside,0,59,965,1.542766333231836,1.5376766603875855,3.438299298847486,1.5478560060760866,0.1533678756476684,0.13678756476683937,0.7098445595854922,18.724918035002094
mean5,1,update_linear_price_raw,high_downside,1,53,874,1.8019712806947705,1.7152554052829725,4.038133309819563,1.8886871561065688,0.14874141876430205,0.14988558352402745,0.7013729977116705,21.36577280736274
mean5,1,update_linear_price_raw,high_dispersion,0,77,863,1.5680420102837698,1.505438414968398,3.5582460914522085,1.6306456055991418,0.1425260718424102,0.13904982618771727,0.7184241019698725,19.758897993989496
mean5,1,update_linear_price_raw,high_dispersion,1,78,976,1.7525329467428874,1.7252027145221422,3.8693862287365435,1.7798631789636323,0.15881147540983606,0.14651639344262296,0.694672131147541,20.175514721925328
mean5,1,update_linear_price_raw,low_usdt_volume,0,78,1385,1.683522162277253,1.6437450451774487,3.7407282618409146,1.7232992793770572,0.16028880866425993,0.14007220216606497,0.699638989169675,19.92078991431738
mean5,1,update_linear_price_raw,low_usdt_volume,1,73,454,1.6123661148501238,1.555956638591568,3.6704376509261136,1.6687755911086797,0.12334801762114538,0.15198237885462554,0.724669603524229,20.16065485921252
mean5,1,update_linear_price_raw,negative_basis,0,78,760,1.657945848357679,1.6324739042365193,3.7060434149838426,1.6834177924788387,0.15526315789473685,0.14342105263157895,0.7013157894736842,19.262814562669455
mean5,1,update_linear_price_raw,negative_basis,1,77,1079,1.6715973736275398,1.6147460929301052,3.7355832630050068,1.728448654324974,0.14828544949026876,0.14272474513438368,0.7089898053753475,20.48516429080933
mean5,1,update_linear_price_cal28,high_downside,0,59,965,1.5002088411172603,1.482871119758135,3.431918830828306,1.5175465624763855,0.10880829015544041,0.0849740932642487,0.8062176165803109,22.64013766330883
mean5,1,update_linear_price_cal28,high_downside,1,53,874,1.7545597020288688,1.6702798500400393,4.036774195931135,1.8388395540176985,0.09954233409610984,0.10869565217391304,0.7917620137299771,25.70083765189565
mean5,1,update_linear_price_cal28,high_dispersion,0,77,863,1.5371999181732208,1.4788537095917729,3.552993411481003,1.5955461267546687,0.09385863267670916,0.09385863267670916,0.8122827346465817,23.79047239786384
mean5,1,update_linear_price_cal28,high_dispersion,1,78,976,1.6952696535531742,1.654246381274482,3.866505127955965,1.7362929258318662,0.11372950819672131,0.09836065573770492,0.7879098360655737,24.363818927759546
mean5,1,update_linear_price_cal28,low_usdt_volume,0,78,1385,1.634858496966817,1.5752410126769636,3.7318648230895133,1.69447598125667,0.11407942238267148,0.09097472924187726,0.7949458483754512,24.036742444385396
mean5,1,update_linear_price_cal28,low_usdt_volume,1,73,454,1.5790918346967973,1.5618643545022024,3.6812985440840325,1.5963193148913923,0.07488986784140969,0.11233480176211454,0.8127753303964758,24.27175477395604
mean5,1,update_linear_price_cal28,negative_basis,0,78,760,1.611415741407091,1.5773483305905014,3.6837227368106094,1.6454831522236808,0.11578947368421053,0.1013157894736842,0.7828947368421053,23.453556538103346
mean5,1,update_linear_price_cal28,negative_basis,1,77,1079,1.6279061610583856,1.5681283487051096,3.744497719200245,1.687683973411662,0.0963855421686747,0.09267840593141798,0.8109360518999074,24.546396648648074
mean5,1,update_linear_local_raw,high_downside,0,59,965,1.5376896208861393,1.5274678723991892,3.434307868140296,1.5479113693730895,0.12953367875647667,0.13678756476683937,0.7336787564766839,19.492762096010907
mean5,1,update_linear_local_raw,high_downside,1,53,874,1.8224725713335217,1.7562055280005064,4.045709204473481,1.8887396146665363,0.14530892448512586,0.14988558352402745,0.7048054919908466,21.70394207402525
mean5,1,update_linear_local_raw,high_dispersion,0,77,863,1.6076359885673552,1.5845896387965657,3.5590490679269333,1.630682338338145,0.17033603707995365,0.13904982618771727,0.6906141367323291,18.516097193041006
mean5,1,update_linear_local_raw,high_dispersion,1,78,976,1.7308623497612652,1.681792284893672,3.871513926069943,1.779932414628858,0.10758196721311475,0.14651639344262296,0.7459016393442623,22.33644356327275
mean5,1,update_linear_local_raw,low_usdt_volume,0,78,1385,1.6819879703974954,1.6405734395684815,3.7417476163916503,1.7234025012265093,0.1444043321299639,0.14007220216606497,0.7155234657039711,20.51432840754908
mean5,1,update_linear_local_raw,low_usdt_volume,1,73,454,1.6457228469165006,1.62276633157558,3.6734283893453124,1.668679362257421,0.1145374449339207,0.15198237885462554,0.7334801762114538,20.633074781702902
mean5,1,update_linear_local_raw,negative_basis,0,78,760,1.6315953733907353,1.579720259605623,3.698355532843546,1.6834704871758475,0.13421052631578947,0.14342105263157895,0.7223684210526315,20.241581588439622
mean5,1,update_linear_local_raw,negative_basis,1,77,1079,1.702223380652144,1.6759432169021193,3.7435650903652578,1.7285035444021688,0.13901760889712697,0.14272474513438368,0.7182576459684893,20.756402954712215
mean5,1,update_linear_local_cal28,high_downside,0,59,965,1.5095698095646926,1.501497860793225,3.4304984374576204,1.51764175833616,0.10155440414507771,0.08601036269430051,0.8124352331606217,23.439124986967
mean5,1,update_linear_local_cal28,high_downside,1,53,874,1.7696041488591705,1.7003183289146695,4.0460591846709795,1.838889968803672,0.11098398169336385,0.10755148741418764,0.7814645308924485,25.95596154667389
mean5,1,update_linear_local_cal28,high_dispersion,0,77,863,1.5464329131747399,1.4972382128811075,3.5546715653408634,1.5956276134683725,0.13441483198146004,0.09269988412514485,0.7728852838933952,22.537180074297687
mean5,1,update_linear_local_cal28,high_dispersion,1,78,976,1.709833287154757,1.6833064317832866,3.8719315150203633,1.7363601425262278,0.08094262295081968,0.09938524590163934,0.819672131147541,26.49045040993568
mean5,1,update_linear_local_cal28,low_usdt_volume,0,78,1385,1.6435849567901903,1.5925867830855551,3.7369672223614563,1.6945831304948256,0.1111913357400722,0.09025270758122744,0.7985559566787004,24.610663170857418
mean5,1,update_linear_local_cal28,low_usdt_volume,1,73,454,1.6013297955472023,1.6063677545449102,3.6805883625075406,1.5962918365494942,0.09030837004405286,0.1145374449339207,0.7951541850220264,24.710346944005757
mean5,1,update_linear_local_cal28,negative_basis,0,78,760,1.5994093157061933,1.553253831541571,3.6832958979775783,1.6455647998708156,0.10526315789473684,0.10263157894736842,0.7921052631578948,24.405782300495424
mean5,1,update_linear_local_cal28,negative_basis,1,77,1079,1.6569210494866882,1.626089660023438,3.7510489685691195,1.687752438949939,0.10658016682113068,0.0917516218721038,0.8016682113067656,24.796915158331426
mean5,1,update_linear_full_raw,high_downside,0,59,965,1.5380593293736773,1.5241015201172101,3.426770392039123,1.5520171386301447,0.12953367875647667,0.1316062176165803,0.738860103626943,19.533275693647106
mean5,1,update_linear_full_raw,high_downside,1,53,874,1.8283004000431866,1.755291183214009,4.0269984403315,1.9013096168723647,0.14187643020594964,0.16132723112128147,0.6967963386727689,21.429605834312166
mean5,1,update_linear_full_raw,high_dispersion,0,77,863,1.6055446748615074,1.5764259608272255,3.545595100186688,1.6346633888957893,0.16917728852838934,0.13789107763615296,0.6929316338354577,18.475205745396455
mean5,1,update_linear_full_raw,high_dispersion,1,78,976,1.7382958484404334,1.6848635828363276,3.8592023501089883,1.7917281140445391,0.10553278688524591,0.1526639344262295,0.7418032786885246,22.166991788197898
mean5,1,update_linear_full_raw,low_usdt_volume,0,78,1385,1.6846046405125936,1.6387620537238639,3.721319812796271,1.7304472273013232,0.14368231046931407,0.14296028880866427,0.7133574007220217,20.405615116475882
mean5,1,update_linear_full_raw,low_usdt_volume,1,73,454,1.649745320205731,1.619376688622467,3.6837051199221333,1.6801139517889954,0.11013215859030837,0.15418502202643172,0.73568281938326,20.52270838598941
mean5,1,update_linear_full_raw,negative_basis,0,78,760,1.6318541656969687,1.5819297196138273,3.6771681601303428,1.6817786117801101,0.13289473684210526,0.14342105263157895,0.7236842105263158,20.165125436581608
mean5,1,update_linear_full_raw,negative_basis,1,77,1079,1.7070923415696455,1.6706356572156094,3.7365915324081773,1.7435490259236819,0.1371640407784986,0.14735866543095458,0.7154772937905468,20.624273597549834
mean5,1,update_linear_full_cal28,high_downside,0,59,965,1.5104225590072067,1.5015154716613062,3.424507186269127,1.5193296463531072,0.10259067357512953,0.08808290155440414,0.8093264248704664,23.467299200172345
mean5,1,update_linear_full_cal28,high_downside,1,53,874,1.7711939365393725,1.7037979303577353,4.029894271811986,1.8385899427210093,0.11327231121281464,0.10869565217391304,0.7780320366132724,25.70929103384645
mean5,1,update_linear_full_cal28,high_dispersion,0,77,863,1.5453458695253832,1.4996960111269138,3.5420547719088984,1.5909957279238527,0.13441483198146004,0.09385863267670916,0.7717265353418308,22.496341543831406
mean5,1,update_linear_full_cal28,high_dispersion,1,78,976,1.7130612546895083,1.6842665611509164,3.8626882788483647,1.7418559482281004,0.08401639344262295,0.1014344262295082,0.8145491803278688,26.333525962522142
mean5,1,update_linear_full_cal28,low_usdt_volume,0,78,1385,1.6444623419294473,1.5945201028372127,3.7186736780411094,1.6944045810216821,0.11335740072202166,0.09314079422382672,0.7935018050541516,24.504932772090644
mean5,1,update_linear_full_cal28,low_usdt_volume,1,73,454,1.6035262696147168,1.6072059005644972,3.692541815476754,1.5998466386649361,0.09030837004405286,0.11233480176211454,0.7973568281938326,24.617912340093767
mean5,1,update_linear_full_cal28,negative_basis,0,78,760,1.6007504420720535,1.558931431468834,3.6647966715203153,1.642569452675273,0.11052631578947368,0.10263157894736842,0.7868421052631579,24.340635650837314
