month,coin,n,noninteger_fraction,unchanged_fraction,median_close
2025-06,BTC,697,0.0,0.0014347202295552368,146286000.0
2025-06,ETH,697,0.0,0.03443328550932568,3485000.0
2025-06,XRP,697,0.0,0.04591104734576758,3005.0
2025-06,SOL,697,0.0,0.015781922525107604,205650.0
2025-06,DOGE,696,0.8908045977011494,0.03017241379310345,241.8
2025-06,USDT,697,0.4763271162123386,0.13486370157819225,1384.5
2025-07,BTC,744,0.0,0.0013440860215053765,160502000.0
2025-07,ETH,744,0.0,0.020161290322580645,4327000.0
2025-07,XRP,744,0.0,0.01478494623655914,4069.5
2025-07,SOL,744,0.0,0.016129032258064516,227825.0
2025-07,DOGE,744,0.853494623655914,0.03225806451612903,281.5
2025-07,USDT,744,0.4637096774193548,0.13978494623655913,1364.5
2025-08,BTC,744,0.0,0.0,159895000.0
2025-08,ETH,744,0.0,0.01478494623655914,6039000.0
2025-08,XRP,744,0.0,0.021505376344086023,4195.0
2025-08,SOL,744,0.0,0.021505376344086023,257150.0
2025-08,DOGE,744,0.0,0.1827956989247312,307.5
2025-08,USDT,744,0.0,0.2567204301075269,1393.0
2025-09,BTC,720,0.0,0.002777777777777778,159665000.0
2025-09,ETH,720,0.0,0.018055555555555554,6044000.0
2025-09,XRP,720,0.0,0.04027777777777778,4103.0
2025-09,SOL,720,0.0,0.02361111111111111,301800.0
2025-09,DOGE,720,0.0,0.22083333333333333,337.0
2025-09,USDT,720,0.0,0.3013888888888889,1396.0
2025-10,BTC,739,0.0,0.0,168774000.0
2025-10,ETH,739,0.0,0.02029769959404601,6057000.0
2025-10,XRP,739,0.0,0.023004059539918808,3845.0
2025-10,SOL,738,0.0,0.023035230352303523,294500.0
2025-10,DOGE,739,0.0,0.21921515561569688,300.0
2025-10,USDT,739,0.0,0.16102841677943167,1493.0
2025-11,BTC,720,0.0,0.001388888888888889,144127000.0
2025-11,ETH,720,0.0,0.005555555555555556,4774000.0
2025-11,XRP,720,0.0,0.015277777777777777,3340.5
2025-11,SOL,720,0.0,0.02638888888888889,213550.0
2025-11,DOGE,720,0.0,0.2361111111111111,241.0
2025-11,USDT,720,0.0,0.2222222222222222,1495.0
2025-12,BTC,741,0.0,0.0,131450000.0
2025-12,ETH,741,0.0,0.033738191632928474,4440000.0
2025-12,XRP,741,0.0,0.043184885290148446,2878.0
2025-12,SOL,741,0.0,0.037786774628879895,189900.0
2025-12,DOGE,741,0.0,0.3643724696356275,197.0
2025-12,USDT,741,0.0,0.33738191632928477,1489.0
2026-01,BTC,744,0.0,0.002688172043010753,133144000.0
2026-01,ETH,744,0.0,0.025537634408602152,4543500.0
2026-01,XRP,744,0.0,0.030913978494623656,2939.0
2026-01,SOL,744,0.0,0.06317204301075269,194800.0
2026-01,DOGE,744,0.0,0.32123655913978494,202.0
2026-01,USDT,744,0.0,0.28091397849462363,1471.0
2026-02,BTC,672,0.0,0.0,100222500.0
2026-02,ETH,672,0.0,0.025297619047619048,2934500.0
2026-02,XRP,672,0.0,0.028273809523809524,2100.5
2026-02,SOL,672,0.0,0.06398809523809523,125250.0
2026-02,DOGE,672,0.0,0.34970238095238093,144.0
2026-02,USDT,672,0.0,0.2425595238095238,1476.0
2026-03,BTC,449,0.0,0.0,103206000.0
2026-03,ETH,449,0.0,0.028953229398663696,3020000.0
2026-03,XRP,449,0.0,0.0378619153674833,2043.0
2026-03,SOL,449,0.0,0.07349665924276169,127800.0
2026-03,DOGE,449,0.0,0.39198218262806234,138.0
2026-03,USDT,449,0.0,0.22939866369710468,1469.0
