target,h,model,month,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
mean5,1,update_linear_price_raw,2025-11,720,1.420733309121896,1.6090077228025046,3.0102713454200067,1.2324588954412878,0.17083333333333334,0.10694444444444444,0.7222222222222222,15.802540065196975
mean5,1,update_linear_price_raw,2025-12,738,1.7832474577796542,1.913834682670326,3.6142244788903044,1.652660232888983,0.13685636856368563,0.14634146341463414,0.7168021680216802,20.175038220014095
mean5,1,update_linear_price_raw,2026-01,722,1.3491403967481856,1.3099934546841239,3.0092541315940626,1.3882873388122472,0.1371191135734072,0.10941828254847645,0.7534626038781164,17.97685802461865
mean5,1,update_linear_price_raw,2026-02,672,1.9038036368380218,1.8347298894174566,4.244639724112931,1.9728773842585874,0.15922619047619047,0.18898809523809523,0.6517857142857143,20.538571315856426
mean5,1,update_linear_price_raw,2026-03,445,1.8208022482890127,1.807275149485101,4.094849345068133,1.8343293470929247,0.16179775280898875,0.12808988764044943,0.7101123595505618,22.386561616588466
mean5,1,update_linear_price_cal28,2025-11,720,1.3863858158242603,1.5370626948994208,3.01821235582639,1.2357089367490999,0.1527777777777778,0.09861111111111111,0.7486111111111111,16.489950245405737
mean5,1,update_linear_price_cal28,2025-12,738,1.7703500843492126,1.919918123415855,3.6129514865117587,1.6207820452825703,0.07994579945799458,0.11924119241192412,0.8008130081300813,24.293856232490505
mean5,1,update_linear_price_cal28,2026-01,722,1.345156722301755,1.2960765460343848,3.0005925841088503,1.3942368985691254,0.0997229916897507,0.07894736842105263,0.8213296398891967,20.5227645572577
mean5,1,update_linear_price_cal28,2026-02,672,1.8158973455292775,1.773975926300076,4.248869080709931,1.8578187647584794,0.1130952380952381,0.1324404761904762,0.7544642857142857,24.77148908065039
mean5,1,update_linear_price_cal28,2026-03,445,1.7746079585479682,1.714418271440714,4.086010002313402,1.8347976456552224,0.09887640449438202,0.0696629213483146,0.8314606741573034,28.8682882703656
mean5,1,update_linear_local_raw,2025-11,720,1.419478690870445,1.606145288293143,3.014250982289579,1.2328120934477473,0.1763888888888889,0.1111111111111111,0.7125,15.533171660560184
mean5,1,update_linear_local_raw,2025-12,738,1.7413322276470211,1.8300042224050588,3.6162924210130205,1.652660232888983,0.14634146341463414,0.14634146341463414,0.7073170731707317,19.796357730134023
mean5,1,update_linear_local_raw,2026-01,722,1.360890735966096,1.3333566340021892,3.004557520716088,1.3884248379300026,0.1149584487534626,0.10941828254847645,0.775623268698061,18.611713935165877
mean5,1,update_linear_local_raw,2026-02,672,1.91503750204128,1.8571976198239721,4.25229555278639,1.9728773842585874,0.15625,0.18898809523809523,0.6547619047619048,21.178364627786973
mean5,1,update_linear_local_raw,2026-03,445,1.8140296601378896,1.7937299731828544,4.097132125923008,1.834329347092925,0.14382022471910114,0.12808988764044943,0.7280898876404495,22.71964562760896
mean5,1,update_linear_local_cal28,2025-11,720,1.3776688030840492,1.520037293469314,3.020756917237982,1.2353003126987843,0.1597222222222222,0.09861111111111111,0.7416666666666667,16.339141506119333
mean5,1,update_linear_local_cal28,2025-12,738,1.7270266095335838,1.8336283107053903,3.6152925293115095,1.6204249083617774,0.07994579945799458,0.11924119241192412,0.8008130081300813,24.16705930432021
mean5,1,update_linear_local_cal28,2026-01,722,1.3624327946793569,1.3304669655415007,2.9988957818804254,1.394398623817213,0.09141274238227147,0.07894736842105263,0.8296398891966759,21.1109370832889
mean5,1,update_linear_local_cal28,2026-02,672,1.8256659955741568,1.7934847131480138,4.258776304099437,1.8578472780003001,0.12797619047619047,0.1324404761904762,0.7395833333333334,25.21410243553096
mean5,1,update_linear_local_cal28,2026-03,445,1.781673855165201,1.7285500646751795,4.0889579520821355,1.8347976456552226,0.09662921348314607,0.0696629213483146,0.8337078651685393,29.479309198662346
mean5,1,update_linear_full_raw,2025-11,720,1.449658319492124,1.6685120200723031,3.0147761941432907,1.2308046189119448,0.17777777777777778,0.10833333333333334,0.7138888888888889,15.726323167312332
mean5,1,update_linear_full_raw,2025-12,738,1.7485172489810845,1.8448278403770824,3.6509662807089196,1.6522066575850867,0.13279132791327913,0.14498644986449866,0.7222222222222222,20.074813862327176
mean5,1,update_linear_full_raw,2026-01,722,1.3559444060598527,1.3308124620782533,3.006766039848914,1.3810763500414522,0.11357340720221606,0.10526315789473684,0.7811634349030471,18.79555127485359
mean5,1,update_linear_full_raw,2026-02,672,1.9313719055831537,1.8553135374406864,4.227532864995373,2.0074302737256216,0.15178571428571427,0.20535714285714285,0.6428571428571429,20.755248082597735
mean5,1,update_linear_full_raw,2026-03,445,1.8096360016994393,1.7916071151944073,4.077849211504893,1.827664888204472,0.14606741573033707,0.12134831460674157,0.7325842696629213,22.60937485754679
mean5,1,update_linear_full_cal28,2025-11,720,1.4039122729022586,1.575904590293333,3.0186069182328157,1.2319199555111844,0.15833333333333333,0.09861111111111111,0.7430555555555556,16.458848280505663
mean5,1,update_linear_full_cal28,2025-12,738,1.7411002252573093,1.8643878840666386,3.6479137828523673,1.6178125664479803,0.07588075880758807,0.12059620596205962,0.8035230352303523,24.461263609525226
mean5,1,update_linear_full_cal28,2026-01,722,1.3614897933531431,1.3326383788764773,3.001685399044184,1.3903412078298092,0.09279778393351801,0.07894736842105263,0.8282548476454293,21.130560901983955
mean5,1,update_linear_full_cal28,2026-02,672,1.8292795628869811,1.797372489321136,4.234848252568224,1.8611866364528264,0.12946428571428573,0.13541666666666666,0.7351190476190477,24.71216634128068
mean5,1,update_linear_full_cal28,2026-03,445,1.7827185908232475,1.7260283121644975,4.075825043769968,1.8394088694819974,0.09887640449438202,0.07191011235955057,0.8292134831460675,29.78207491949457
mean5,1,update_lgbm_price_raw,2025-11,720,1.4889297942816748,1.708037387319128,3.1479743041304813,1.2698222012442215,0.175,0.13472222222222222,0.6902777777777778,15.314272971534782
mean5,1,update_lgbm_price_raw,2025-12,738,1.8843539436948473,2.0639899457528808,3.8923141469357194,1.7047179416368146,0.15447154471544716,0.16260162601626016,0.6829268292682927,18.93424734716291
mean5,1,update_lgbm_price_raw,2026-01,722,1.3810183665438376,1.3765826973974797,3.042662903196363,1.3854540356901957,0.13434903047091412,0.1149584487534626,0.7506925207756233,18.535692015492167
mean5,1,update_lgbm_price_raw,2026-02,672,1.953187855332619,1.9066868509869241,4.335764008018327,1.9996888596783138,0.12648809523809523,0.1949404761904762,0.6785714285714286,22.465140206719326
mean5,1,update_lgbm_price_raw,2026-03,445,1.8171908150546585,1.8379865723024738,4.113166516683103,1.7963950578068435,0.14382022471910114,0.1101123595505618,0.7460674157303371,24.712773536514128
