target,h,model,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
mean5,12,update_linear_price_raw,1831,1.7341591244374037,1.7366451178119606,3.904410448882998,1.7316731310628468,0.16985253959584926,0.12506826870562535,0.7050791916985254,20.907795214175554
mean5,12,update_linear_price_cal28,1831,1.6825790425959581,1.6415312115741771,3.8823992756487966,1.723626873617739,0.1103222282905516,0.099399235390497,0.7902785363189514,24.64157976089981
mean5,12,update_linear_local_raw,1831,1.7352024812895415,1.7387318315162361,3.904454019479152,1.7316731310628468,0.15892954669579465,0.12506826870562535,0.71600218459858,21.33763444955901
mean5,12,update_linear_local_cal28,1831,1.689871471010973,1.6561160684042073,3.883172242077936,1.723626873617739,0.11305297651556527,0.099399235390497,0.7875477880939378,24.801457508307845
mean5,12,update_linear_full_raw,1831,1.754205516523018,1.7684767487725463,3.9010067225643787,1.7399342842734895,0.16766794101583835,0.1299836155106499,0.7023484434735118,20.860652510153656
mean5,12,update_linear_full_cal28,1831,1.69497882438632,1.6623915638819216,3.89387038857214,1.7275660848907184,0.1103222282905516,0.099399235390497,0.7902785363189514,24.691472329915737
mean5,12,update_lgbm_price_raw,1831,1.7721530784654864,1.789505857293372,3.9495918066750693,1.7548002996376006,0.1245221190606226,0.14090660841070454,0.7345712725286728,23.128697552710793
mean5,12,update_lgbm_price_cal28,1831,1.756182277969505,1.7890271903264825,3.9547843896263863,1.7233373656125277,0.11305297651556527,0.09994538503549973,0.787001638448935,25.690580097971242
mean5,12,update_lgbm_local_raw,1831,1.7622876280092135,1.7714516299157272,3.9640966629155656,1.7531236261026992,0.12889131622064445,0.1348989623156745,0.736209721463681,22.857388481178525
mean5,12,update_lgbm_local_cal28,1831,1.745244388858332,1.7599728788030573,3.9734695030440275,1.7305158989136067,0.1103222282905516,0.09721463681048607,0.7924631348989624,25.593499417163812
mean5,12,update_lgbm_full_raw,1831,1.7848684398358048,1.7965559450224018,3.9752548624178186,1.7731809346492073,0.13435281267067176,0.14254505734571274,0.7231021299836156,22.298942495138373
mean5,12,update_lgbm_full_cal28,1831,1.7520572694070677,1.7708781596491787,3.9912939583963274,1.733236379164957,0.11687602403058438,0.09721463681048607,0.7859093391589296,25.296844458454004
mean5,12,update_threshold_local_raw,1831,1.7333717463654463,1.7350703616680456,3.907386485562014,1.7316731310628468,0.16602949208083015,0.12506826870562535,0.7089022392135446,21.133836101111417
mean5,12,update_threshold_local_cal28,1831,1.685936937580003,1.6482470015422668,3.8809801036181315,1.723626873617739,0.10759148006553795,0.099399235390497,0.793009284543965,24.589706408426593
mean5,12,update_qar_qar_raw,1831,1.72577622743692,1.7261016572430063,3.9183441599433855,1.7254507976308333,0.1600218459858001,0.12342981977061715,0.7165483342435828,21.186678963226274
mean5,12,update_qar_qar_cal28,1831,1.681111437131509,1.6424486106948812,3.890105568665136,1.7197742635681363,0.11578372474057892,0.09994538503549973,0.7842708902239214,24.387033117585506
mean5,12,hist7,1831,1.7077422129711048,1.672383683382175,3.978284784687028,1.7431007425600344,0.1119606772255598,0.1010376843255052,0.787001638448935,24.823616061515565
mean5,12,hist28,1831,1.6901195139623761,1.652000420483995,3.916643406548217,1.7282386074407567,0.11851447296559257,0.10049153468050245,0.780993992353905,24.22170779256432
mean5,12,delta28,1831,2.3192648818373875,2.3181807868193967,5.262952338776887,2.3203489768553793,0.1064991807755325,0.10977607864554888,0.7837247405789186,32.39092566035152
