target,h,model,state,value,days,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
median5,6,update_linear_local_raw,high_downside,0,59,967,1.2622547059239513,1.2561746539134828,2.7736956828570904,1.268334757934419,0.1468459152016546,0.10237849017580145,0.750775594622544,16.718468051114204
median5,6,update_linear_local_raw,high_downside,1,53,870,1.3194766109477487,1.2787037750601824,2.9494333117815397,1.3602494468353143,0.14367816091954022,0.10919540229885058,0.7471264367816092,17.13310629933493
median5,6,update_linear_local_raw,high_dispersion,0,77,862,1.305946874922631,1.2777060493208245,2.868563568749589,1.3341877005244374,0.14733178654292342,0.11020881670533643,0.7424593967517401,16.53621115136647
median5,6,update_linear_local_raw,high_dispersion,1,78,975,1.27468589330225,1.257241600125278,2.8466347798057443,1.2921301864792225,0.14358974358974358,0.10153846153846154,0.7548717948717949,17.2495867419189
median5,6,update_linear_local_raw,low_usdt_volume,0,78,1383,1.293168117790218,1.2743732377752652,2.8652440351106767,1.3119629978051706,0.1569052783803326,0.1005061460592914,0.7425885755603759,16.914650679142266
median5,6,update_linear_local_raw,low_usdt_volume,1,73,454,1.2777388661875118,1.2439096625407597,2.8315819515741856,1.3115680698342638,0.11013215859030837,0.1211453744493392,0.7687224669603524,16.915416732588263
median5,6,update_linear_local_raw,negative_basis,0,78,760,1.3048150908394118,1.2847134706716923,2.930340956207434,1.3249167110071314,0.12894736842105264,0.125,0.7460526315789474,16.785837175387787
median5,6,update_linear_local_raw,negative_basis,1,77,1077,1.2784452025209367,1.2542348532276792,2.8051175300418723,1.302655551814194,0.15691736304549675,0.09192200557103064,0.7511606313834726,17.005872639326004
median5,6,update_linear_local_cal28,high_downside,0,59,967,1.2458854675200195,1.2185352230933608,2.7624466247757864,1.2732357119466782,0.11995863495346432,0.09203722854188211,0.7880041365046536,17.99607683284732
median5,6,update_linear_local_cal28,high_downside,1,53,870,1.3086906623218482,1.248934678198542,2.954050219841234,1.3684466464451543,0.10459770114942529,0.10919540229885058,0.7862068965517242,18.92629340141049
median5,6,update_linear_local_cal28,high_dispersion,0,77,862,1.2921295024309192,1.2440614149699731,2.863047890659207,1.3401975898918652,0.11252900232018562,0.10324825986078887,0.7842227378190255,17.951631875227044
median5,6,update_linear_local_cal28,high_dispersion,1,78,975,1.2610425561193994,1.2230931190357897,2.844474149406998,1.2989919932030096,0.11282051282051282,0.09743589743589744,0.7897435897435897,18.86541013348182
median5,6,update_linear_local_cal28,low_usdt_volume,0,78,1383,1.273513420658027,1.2317085386846585,2.8592301804531837,1.3153183026313953,0.1193058568329718,0.09399855386840203,0.7866955892986262,18.430218793570706
median5,6,update_linear_local_cal28,low_usdt_volume,1,73,454,1.2820772302683165,1.2366604003593142,2.834789070161467,1.3274940601773186,0.09251101321585903,0.11894273127753303,0.788546255506608,18.456143094894713
