scenario,h,model,q,target,n,beta_standardized,ci95_low,ci95_high,bootstrap_sign_tail,B,successful,block_calendar_days,refit_residual_stages,projection,note
clock_NY_quote,1,M2,0.1,downside,1350,0.1103552217469143,-0.4403408480463959,0.257699205497032,0.864,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,btc_vol,1350,-0.316347152107682,-0.4400823087352545,0.0007036362279007,0.056,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,account_ls,1350,-0.0208185780522924,-0.1427071142504286,0.0677100903319324,0.604,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M0,0.1,e_origin,323,0.242099058321162,-0.0364476291765278,0.4352192193181807,0.104,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M0,0.1,downside,323,-0.1667202060680656,-0.6776144644536048,0.1065866289933538,0.128,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,e_origin,323,0.2539475947692706,-0.0249647135347084,0.4224811341745146,0.104,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,downside,323,-0.2305715546651569,-0.8785539928794569,0.3016480015061064,0.448,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,btc_vol,323,0.0509529728884322,-0.3621738818154649,0.4465132167740598,0.8,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,e_origin,323,0.2565445865732422,-0.0321400406750108,0.4158475485578974,0.108,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,downside,323,-0.2512657320495928,-0.9019398611269084,0.3548274167108952,0.472,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,btc_vol,323,0.0833643176568315,-0.3728547484147459,0.4533242561548413,0.84,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,account_ls,323,-0.0338321134059407,-0.2343853915431492,0.1890764890659091,0.88,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M0,0.1,e_origin,768,0.1834309620532916,0.0423271522344317,0.3877720133415335,0.008,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M0,0.1,downside,768,-0.2011265060531209,-0.5427639963713418,-0.0051006351758874,0.052,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M1,0.1,e_origin,768,0.2173917140343068,0.0612182951281759,0.323357956732945,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M1,0.1,downside,768,-0.0504088921081061,-0.3947323205011575,0.3700341638427284,0.784,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M1,0.1,btc_vol,768,-0.2331854856500443,-0.5197369277323394,0.0663739026978098,0.092,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M2,0.1,e_origin,768,0.2299236459679718,0.0551340080605271,0.3279669166495395,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M2,0.1,downside,768,-0.0356243982371726,-0.379069594608463,0.4104045934382253,0.88,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M2,0.1,btc_vol,768,-0.2338245542649344,-0.5241741161811818,0.0640607217004108,0.104,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M2,0.1,account_ls,768,-0.0170879551780857,-0.1879486815247773,0.1406102546235093,0.692,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M0,0.1,e_origin,1349,0.3208808879720293,0.0672402796875741,0.5356558728465299,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M0,0.1,downside,1349,-0.2697636478368854,-0.5905655632174709,-0.0458642048358087,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M1,0.1,e_origin,1349,0.286159212158004,0.0767577420043928,0.5403094686993193,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M1,0.1,downside,1349,-0.1659421192898196,-0.621331413654456,0.1587788948041413,0.444,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M1,0.1,btc_vol,1349,-0.0818645668881909,-0.3416421576280812,0.1061535864940517,0.312,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M2,0.1,e_origin,1349,0.2772386624490259,0.0726042739925502,0.5435963037374231,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M2,0.1,downside,1349,-0.1450011604510851,-0.6226221770734723,0.1958851579345542,0.476,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M2,0.1,btc_vol,1349,-0.0749843358248736,-0.3114421772415999,0.1095639800842637,0.348,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,1,M2,0.1,account_ls,1349,-0.0592791159661618,-0.1744074896508877,0.0904096461299907,0.66,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M0,0.1,e_origin,322,0.3084931538956955,-0.0638776604500348,0.4913662952982064,0.112,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M0,0.1,downside,322,-0.339998601162705,-0.5006455409469301,0.0401663673578824,0.08,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M1,0.1,e_origin,322,0.3097603263559308,-0.0541252929260989,0.4973864351594764,0.12,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M1,0.1,downside,322,0.0791259151135682,-0.4888536972530677,0.6091458460013772,0.864,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M1,0.1,btc_vol,322,-0.3112139984634552,-0.7995845284541405,0.1410250726492039,0.14,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,e_origin,322,0.280313751609324,-0.0460742202896606,0.5204982102801937,0.096,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,downside,322,0.0683914951483251,-0.5657375915736401,0.501582272106667,0.984,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,btc_vol,322,-0.3139909358626714,-0.8403543221470718,0.1298791916617803,0.164,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,account_ls,322,0.0734136443587109,-0.0688409043244723,0.3592968858955201,0.184,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M0,0.1,e_origin,763,0.281853758569034,0.0918571580304359,0.4760945722943232,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M0,0.1,downside,763,-0.2596998507072983,-0.8227693879367803,-0.0045446872940288,0.052,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M1,0.1,e_origin,763,0.2838055801914754,0.0936291048145617,0.4745541343643218,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M1,0.1,downside,763,-0.2671803082208406,-0.9881133789922508,0.2057370275457326,0.288,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
