datetime_utc,y,m,g,downside,btc_vol,btc_ret,dxy_ret,fx_ret,vix_ret,account_ls,e
2025-06-01 19:00:00+00:00,,,0.0004999999999999449,,,,,,,,
2025-06-01 20:00:00+00:00,0.02470377502337695,0.025109796599209443,0.0006000000000000449,,,0.002113398933810018,-0.0012590971419887964,,,,-9.97704715570346e-05
2025-06-01 21:00:00+00:00,0.023769047686585276,0.02325855201535716,0.0004999999999999449,,,-0.001647349350280436,-0.000927709330519555,0.0008125540033683265,,,0.0007571189096059282
2025-06-01 22:00:00+00:00,0.023725500762713514,0.02331487088066355,0.0004999999999999449,,,0.005204495855121394,0.0011393484764887774,-0.00031188461972586623,,,0.0006579284747195488
2025-06-01 23:00:00+00:00,0.02531837544281057,0.02474806336411244,0.0006000000000000449,,,0.0001482403194401627,0.000674930391947548,-0.0003918068877535319,,,0.0008722254163749396
2025-06-02 00:00:00+00:00,0.026156082933553648,0.02527577696710499,0.0006000000000000449,,,0.0012384262612528119,-0.00041296301546278613,-0.0015251544451464483,,,0.001188547443811334
2025-06-02 01:00:00+00:00,0.024537188717503655,0.023857068350888078,0.0004999999999999449,,,-0.002041499562425386,-0.0006147241744907106,-0.0013600743955199945,,,0.0009339207839670472
2025-06-02 02:00:00+00:00,0.023311725748145662,0.02344748277515647,0.0004999999999999449,,,-0.0003689472101537916,-0.0015939956160497815,-0.00022564572988414966,,,0.00011313179677580583
2025-06-02 03:00:00+00:00,0.023840907977386916,0.023543211900566872,0.0004999999999999449,,,-0.003437106446030569,-0.002132660315585788,-0.0005169934398736586,,,0.0005477328476638632
2025-06-02 04:00:00+00:00,0.02255871806162646,0.022772833162873374,0.0004999999999999449,,,-0.001884242747072662,-0.00010118692268790141,0.001964608583466365,,,2.6683582430872278e-05
2025-06-02 05:00:00+00:00,0.01898363237651246,0.019571119266615034,0.0004999999999999449,,,-0.0006086984714031018,-0.0010630813144620888,0.00100990661498912,0.008024115270047982,,-0.0003850819348691757
2025-06-02 06:00:00+00:00,0.019612530656919702,0.019408235738493086,0.0004999999999999449,,,0.0006518152703343105,0.0007290918067246466,-0.0009735613495012174,-0.00852776675387501,,0.00040474663669087644
2025-06-02 07:00:00+00:00,0.01867214044788823,0.01878317548804609,0.0004999999999999449,,,0.003129488201388142,-0.0001923476030816218,0.000922727123532141,-0.009617892414178986,,8.192119465764815e-05
2025-06-02 08:00:00+00:00,0.016988618654734555,0.017402476440197656,0.0004999999999999449,,,0.002140014556912817,0.0002227148954849767,-0.00013072844814843165,-0.003566882762571222,,-0.0002374583655361649
2025-06-02 09:00:00+00:00,0.01736160129635289,0.01749066623545903,0.0006000000000000449,,,-0.0005622731396481839,0.0010824975385688163,0.0011614318855528438,-0.0020439455250742533,,8.582046803127122e-05
2025-06-02 10:00:00+00:00,0.02142863824683361,0.02182924174107743,0.0006000000000000449,,,-0.0070797931261985525,-0.002419531548497389,-0.001139642624027104,-0.0051282163669195135,,-0.00013369154907225033
2025-06-02 11:00:00+00:00,0.022088564156483192,0.02216168517587209,0.0006000000000000449,,,-0.002053158174669889,0.0006383528686795259,6.536493609310412e-05,-0.024988286117532788,,0.00019777746029893149
2025-06-02 12:00:00+00:00,0.020339502802348752,0.021160396105414536,0.0006000000000000449,,,-0.0031015507222633687,0.001032660508477612,0.0013571723550800385,-0.001582696188990429,,-0.000562001898935331
2025-06-02 13:00:00+00:00,,,0.0006000000000000449,,,0.001466329152579604,0.0005664977441011132,,-0.0010565241341997655,,
2025-06-02 14:00:00+00:00,,,0.0004999999999999449,,,-0.003849229600037418,-0.0006474521971471248,,-0.004237294475515352,,
2025-06-02 15:00:00+00:00,,,0.0004999999999999449,,,0.0036217572117571706,-0.0010226140321023536,,-0.014434893783602742,,
2025-06-02 16:00:00+00:00,,,0.0004999999999999449,,,0.002513430220881574,-0.0005370378943432286,,-0.01082847613758009,,
2025-06-02 17:00:00+00:00,,,0.0004999999999999449,,,-0.0014634580143049192,0.0003749436361779601,,-0.0005445140346900246,,
2025-06-02 18:00:00+00:00,,,0.0006000000000000449,,,0.0010909216580152759,,,,,
2025-06-02 19:00:00+00:00,,,0.0006000000000000449,4.338339548760808e-06,0.002748109301724589,-0.0003674050367585835,,,,,
2025-06-02 20:00:00+00:00,0.02202247484358777,0.021917863780346235,0.0006000000000000449,4.338339548760808e-06,0.002709661480223358,0.000613926631727324,,,,,0.000372585730011637
2025-06-02 21:00:00+00:00,0.019879274711023243,0.019126021371397607,0.0006000000000000449,4.225266220349584e-06,0.002849227170764783,0.004328538071035837,0.0011646809331580243,0.0010314146547196756,,,0.0009877493000584959
2025-06-02 22:00:00+00:00,0.019064087300360022,0.01795606651975965,0.0006000000000000449,4.225266220349584e-06,0.0026280737501451754,0.0006041351124377314,0.0002934881082481411,8.711307282371905e-05,,,0.0013284870899396466
2025-06-02 23:00:00+00:00,0.01651192808399693,0.015085940915766916,0.0006000000000000449,4.225266220349584e-06,0.003029213745049057,0.007154407451212208,0.0006170560553480087,0.0010810223605481895,,,0.0016120360290990355
2025-06-03 00:00:00+00:00,0.016414395517740266,0.015377509536697698,0.0004999999999999449,4.225266220349584e-06,0.0030348033954005027,0.001536254870016407,-2.0225309953048054e-05,-0.0007181328854413138,,,0.001189002772377143
2025-06-03 01:00:00+00:00,0.01519708366522421,0.014184228657705278,0.0007000000000000339,4.051611201041957e-06,0.0031022935133310685,0.004032460633411006,0.00014156858010139217,0.00032648797181877853,,,0.0012255193287951504
2025-06-03 02:00:00+00:00,0.016406943505320237,0.015962541354011116,0.0007000000000000339,4.045939449213612e-06,0.0031132147344456965,0.0018426694218547368,-0.0009812798901727149,-0.0026221664228200936,,,0.0006783913182659488
