scenario,h,model,n,q,target,beta_standardized,beta_raw,effect_bp_per_predictor_sd,status,h_is_elapsed_hours
archived,1,M2,714,0.25,account_ls,-0.16012488792003832,-0.00023254407280415092,-1.5104774729633348,estimated,False
archived,1,M2,714,0.5,e_origin,0.36374395963715456,0.3640233787497741,3.4312408526572975,estimated,False
archived,1,M2,714,0.5,downside,-0.08807233084206752,-5.190678802673053,-0.8307969701421358,estimated,False
archived,1,M2,714,0.5,btc_vol,-0.05297399208685338,-0.026457259423549793,-0.49971008716700965,estimated,False
archived,1,M2,714,0.5,account_ls,-0.1016791902830387,-0.0001476653213312701,-0.9591521242367882,estimated,False
archived,1,M2,714,0.75,e_origin,0.3530917753633275,0.35336301173146867,3.3307575074854654,estimated,False
archived,1,M2,714,0.75,downside,-0.01838870008156061,-1.0837664316302793,-0.17346283635899698,estimated,False
archived,1,M2,714,0.75,btc_vol,0.011723980425650938,0.005855409029576334,0.11059372816080966,estimated,False
archived,1,M2,714,0.75,account_ls,-0.08610878830964135,-0.0001250529420995061,-0.8122746354759833,estimated,False
archived,1,M2,714,0.9,e_origin,0.2804097905935916,0.28062519445881495,2.6451395369687685,estimated,False
archived,1,M2,714,0.9,downside,-0.1487098121981297,-8.764442391226282,-1.4027976803084672,estimated,False
archived,1,M2,714,0.9,btc_vol,0.13344201101187558,0.06664609866579323,1.2587746614443662,estimated,False
archived,1,M2,714,0.9,account_ls,-0.13175677345573814,-0.00019134599946906154,-1.2428776113467666,estimated,False
archived,3,M0,711,0.1,e_origin,0.3318141143099245,0.33278982137949986,3.136192005627616,estimated,False
archived,3,M0,711,0.1,downside,-0.15237903055568194,-8.989438969435657,-1.4402337840507056,estimated,False
archived,3,M0,711,0.5,e_origin,0.27672450631313805,0.2775382211175731,2.6155041242456116,estimated,False
archived,3,M0,711,0.5,downside,-0.0229727374122281,-1.3552522297523912,-0.21713035194252828,estimated,False
archived,3,M0,711,0.9,e_origin,0.14026844201780703,0.1406809046124128,1.3257686985768151,estimated,False
archived,3,M0,711,0.9,downside,-0.028872916997121918,-1.7033270540487155,-0.2728968044467996,estimated,False
archived,3,M1,711,0.1,e_origin,0.3272292070006069,0.32819143204430656,3.0928570508143474,estimated,False
archived,3,M1,711,0.1,downside,0.24029354289713126,14.175862195381871,2.271171284576605,estimated,False
archived,3,M1,711,0.1,btc_vol,-0.3767375963951834,-0.1881752537486973,-3.560793188352321,estimated,False
archived,3,M1,711,0.5,e_origin,0.28681991325845985,0.2876633138402684,2.710922411744688,estimated,False
archived,3,M1,711,0.5,downside,0.06843082982554058,4.037004081869035,0.6467844861984076,estimated,False
archived,3,M1,711,0.5,btc_vol,-0.10640235928454414,-0.053146516698658684,-1.0056782221639322,estimated,False
archived,3,M1,711,0.9,e_origin,0.15186377939427476,0.1523103383463422,1.4353638086530158,estimated,False
archived,3,M1,711,0.9,downside,-0.07759113938458857,-4.577406809343464,-0.7333645572960682,estimated,False
archived,3,M1,711,0.9,btc_vol,0.05896838393100161,0.029453897661244142,0.5573487271745505,estimated,False
archived,3,M2,711,0.1,e_origin,0.2808907947517011,0.28171676062355033,2.6548824385808354,estimated,False
archived,3,M2,711,0.1,downside,0.3279460423732679,19.346828250788636,3.0996323303101154,estimated,False
archived,3,M2,711,0.1,btc_vol,-0.3135032648047657,-0.1565905738374989,-2.9631242024277453,estimated,False
archived,3,M2,711,0.1,account_ls,-0.27383416659449056,-0.0003976330208128727,-2.588185634982362,estimated,False
archived,3,M2,711,0.5,e_origin,0.2905231470846336,0.2913774371110699,2.7459240943728354,estimated,False
archived,3,M2,711,0.5,downside,0.08506321019604024,5.018213686050173,0.8039879808749405,estimated,False
archived,3,M2,711,0.5,btc_vol,-0.010277956852853001,-0.005133698248621366,-0.09714368595543212,estimated,False
archived,3,M2,711,0.5,account_ls,-0.23196352282307106,-0.00033683289943552743,-2.192438821922578,estimated,False
archived,3,M2,711,0.9,e_origin,0.15607844991150696,0.1565374021996088,1.475199413627167,estimated,False
archived,3,M2,711,0.9,downside,-0.04143477675152793,-2.444400620359261,-0.3916271490540998,estimated,False
archived,3,M2,711,0.9,btc_vol,0.15335305602664362,0.07659774470897696,1.4494399352165792,estimated,False
archived,3,M2,711,0.9,account_ls,-0.21323817127301886,-0.00030964192398045767,-2.0154532890558587,estimated,False
archived,6,M0,708,0.1,e_origin,0.3389678353255046,0.34070295152140345,3.2047736087260943,estimated,False
archived,6,M0,708,0.1,downside,-0.318809618105609,-18.77647554621778,-3.014187612614537,estimated,False
archived,6,M0,708,0.5,e_origin,0.20675344425255984,0.20781177844328325,1.9547517864565078,estimated,False
archived,6,M0,708,0.5,downside,-0.07332951786622154,-4.3187840668437625,-0.6932944046818036,estimated,False
archived,6,M0,708,0.9,e_origin,0.09876402460049453,0.09926958011578967,0.9337651144017682,estimated,False
archived,6,M0,708,0.9,downside,-0.006912519356118362,-0.407116797241413,-0.06535445931329513,estimated,False
archived,6,M1,708,0.1,e_origin,0.3900548747113471,0.39205149639597103,3.687776355622356,estimated,False
archived,6,M1,708,0.1,downside,0.13014024405364072,7.664684411254305,1.2304117857547634,estimated,False
archived,6,M1,708,0.1,btc_vol,-0.4052492942651455,-0.2020769511146995,-3.8314320943421203,estimated,False
archived,6,M1,708,0.5,e_origin,0.18932534195001927,0.19029446477784187,1.789977679627977,estimated,False
archived,6,M1,708,0.5,downside,0.11844949118393792,6.976150807157911,1.1198814865392517,estimated,False
archived,6,M1,708,0.5,btc_vol,-0.2597691028952255,-0.12953347248156494,-2.45598867668856,estimated,False
archived,6,M1,708,0.9,e_origin,0.12734487216938362,0.12799672797143508,1.2039829240527693,estimated,False
archived,6,M1,708,0.9,downside,0.11527491857876729,6.789182530463907,1.089867469149472,estimated,False
archived,6,M1,708,0.9,btc_vol,-0.12183515928481138,-0.06075291894460424,-1.151891307669229,estimated,False
archived,6,M2,708,0.1,e_origin,0.27838411394378276,0.2798091128210979,2.6319844199934477,estimated,False
archived,6,M2,708,0.1,downside,0.340284940625818,20.041276999021726,3.2172261893737653,estimated,False
archived,6,M2,708,0.1,btc_vol,-0.4535609664374817,-0.2261674937855797,-4.288195113826407,estimated,False
archived,6,M2,708,0.1,account_ls,-0.220294079555324,-0.0003197395854816486,-2.0827718111942897,estimated,False
archived,6,M2,708,0.5,e_origin,0.17758763407591857,0.17849667366010383,1.679003444017298,estimated,False
archived,6,M2,708,0.5,downside,0.19493400222860668,11.480750009114612,1.8430047947932455,estimated,False
archived,6,M2,708,0.5,btc_vol,-0.21445800016005045,-0.1069391592478488,-2.0275945605078274,estimated,False
archived,6,M2,708,0.5,account_ls,-0.15099833442972466,-0.0002191622441984628,-1.4276147371837893,estimated,False
archived,6,M2,708,0.9,e_origin,0.1372314237562946,0.13793388706145493,1.2974553904790178,estimated,False
archived,6,M2,708,0.9,downside,0.13179141265340752,7.761930934180516,1.2460227700447872,estimated,False
archived,6,M2,708,0.9,btc_vol,-0.11022950159542301,-0.05496577519200332,-1.0421655413907127,estimated,False
archived,6,M2,708,0.9,account_ls,-0.13735209742755428,-0.00019935580105089507,-1.2985963004905823,estimated,False
archived,12,M0,702,0.1,e_origin,0.28938815919700406,0.29128025161008725,2.7259777969158168,estimated,False
archived,12,M0,702,0.1,downside,-0.5524184704541487,-32.28340087076146,-5.203670009314588,estimated,False
archived,12,M0,702,0.5,e_origin,0.22211033802389726,0.22356255115731807,2.0922343595490105,estimated,False
archived,12,M0,702,0.5,downside,-0.11337733916244953,-6.625785135012863,-1.067991551858322,estimated,False
archived,12,M0,702,0.9,e_origin,0.07427425413274052,0.07475987784700003,0.6996484175791723,estimated,False
archived,12,M0,702,0.9,downside,-0.07647144715132172,-4.469000432812788,-0.7203455304147854,estimated,False
archived,12,M1,702,0.1,e_origin,0.29911464714340896,0.3010703337757595,2.8175993416861376,estimated,False
archived,12,M1,702,0.1,downside,-0.49727191327995096,-29.060629535050378,-4.684200619653506,estimated,False
archived,12,M1,702,0.1,btc_vol,-0.1499054831965696,-0.07417032135071346,-1.4120792639328426,estimated,False
archived,12,M1,702,0.5,e_origin,0.2277454282364598,0.2292344850039388,2.1453157670457346,estimated,False
archived,12,M1,702,0.5,downside,-0.01491728966319435,-0.871768175503359,-0.14051784469988296,estimated,False
archived,12,M1,702,0.5,btc_vol,-0.12474158188750993,-0.06171971176171541,-1.1750404146495175,estimated,False
archived,12,M1,702,0.9,e_origin,0.11660400919679802,0.11736639547323911,1.0983861294941668,estimated,False
archived,12,M1,702,0.9,downside,-0.029573231205613948,-1.7282631358608609,-0.2785738430807095,estimated,False
archived,12,M1,702,0.9,btc_vol,-0.03134574968795298,-0.015509268091853903,-0.29527060787193854,estimated,False
archived,12,M2,702,0.1,e_origin,0.23838453604506538,0.23994315396951257,2.245534005918145,estimated,False
archived,12,M2,702,0.1,downside,0.013494192015169555,0.7886021803264552,0.12711255333577492,estimated,False
archived,12,M2,702,0.1,btc_vol,-0.25905508197606714,-0.1281754227262316,-2.4402463584013723,estimated,False
archived,12,M2,702,0.1,account_ls,-0.34604192257351607,-0.0004998505519266286,-3.2596447634725227,estimated,False
archived,12,M2,702,0.5,e_origin,0.18549867167188655,0.1867115085422039,1.7473598841710132,estimated,False
archived,12,M2,702,0.5,downside,0.048784396154280395,2.850965891839035,0.4595391225457246,estimated,False
archived,12,M2,702,0.5,btc_vol,-0.02929332841266837,-0.014493769910674737,-0.2759372155110758,estimated,False
archived,12,M2,702,0.5,account_ls,-0.2162889660105173,-0.0003124250328745316,-2.0373982152503145,estimated,False
archived,12,M2,702,0.9,e_origin,0.030481638511822205,0.030680935114442708,0.2871308557592899,estimated,False
archived,12,M2,702,0.9,downside,-0.0926351124456568,-5.4136069478861195,-0.8726039809035654,estimated,False
archived,12,M2,702,0.9,btc_vol,0.12874912999848429,0.06370256872519048,1.2127907054730998,estimated,False
archived,12,M2,702,0.9,account_ls,-0.22273756067535067,-0.0003217398973233132,-2.0981426697795635,estimated,False
quote_only,1,M0,714,0.1,e_origin,0.3884443290341488,0.3886416947211732,3.1794875966061324,estimated,False
quote_only,1,M0,714,0.1,downside,-0.2508047802434436,-12.826064248059549,-2.0528828157598156,estimated,False
quote_only,1,M0,714,0.25,e_origin,0.24590007924395374,0.2460250192532467,2.012736944582562,estimated,False
quote_only,1,M0,714,0.25,downside,-0.09325892046010427,-4.769226903749342,-0.763341253077509,estimated,False
quote_only,1,M0,714,0.5,e_origin,0.1971886917975606,0.19728888191161592,1.6140253645103835,estimated,False
quote_only,1,M0,714,0.5,downside,-0.015218580155634593,-0.7782725937318575,-0.12456685096448558,estimated,False
quote_only,1,M0,714,0.75,e_origin,0.14428124100219658,0.1443545492322998,1.1809682415239882,estimated,False
quote_only,1,M0,714,0.75,downside,0.019094458381352566,0.9764835811478891,0.15629162031629332,estimated,False
quote_only,1,M0,714,0.9,e_origin,0.17194362672411093,0.1720309900075504,1.4073899079544154,estimated,False
quote_only,1,M0,714,0.9,downside,0.02035698131867941,1.0410485399699858,0.16662560055393127,estimated,False
quote_only,1,M1,714,0.1,e_origin,0.40112808032534564,0.40133189053247376,3.283306411541778,estimated,False
quote_only,1,M1,714,0.1,downside,0.09875299558488022,5.050191885619475,0.8083112588373608,estimated,False
quote_only,1,M1,714,0.1,btc_vol,-0.29317464168700835,-0.12705199598760564,-2.399687850253939,estimated,False
quote_only,1,M1,714,0.25,e_origin,0.19870079575745314,0.19880175416033283,1.626402210884255,estimated,False
quote_only,1,M1,714,0.25,downside,-0.06763064188828688,-3.4586061603558726,-0.5535691242268478,estimated,False
quote_only,1,M1,714,0.25,btc_vol,-0.05975360018136595,-0.02589519382304857,-0.48909410288369276,estimated,False
quote_only,1,M1,714,0.5,e_origin,0.1889003424204261,0.18899632128554084,1.5461837149580209,estimated,False
quote_only,1,M1,714,0.5,downside,-0.013811844042915867,-0.7063326261431911,-0.11305245961474364,estimated,False
quote_only,1,M1,714,0.5,btc_vol,-0.004033373893335417,-0.0017479281317231098,-0.03301390008246859,estimated,False
quote_only,1,M1,714,0.75,e_origin,0.16452930918632236,0.16461290530992634,1.3467023682307355,estimated,False
quote_only,1,M1,714,0.75,downside,-0.04688694949932607,-2.3977813584340586,-0.3837782231149519,estimated,False
quote_only,1,M1,714,0.75,btc_vol,0.09813509535063389,0.04252843857499476,0.803253632856281,estimated,False
quote_only,1,M1,714,0.9,e_origin,0.2090936691813218,0.20919990812622552,1.7114697731433064,estimated,False
quote_only,1,M1,714,0.9,downside,-0.16305448982969203,-8.338546659518357,-1.334630703126755,estimated,False
quote_only,1,M1,714,0.9,btc_vol,0.19826999377463037,0.0859235243149381,1.6228760181750344,estimated,False
quote_only,1,M2,714,0.1,e_origin,0.40365266497637425,0.40385775790626816,3.303970596817661,estimated,False
quote_only,1,M2,714,0.1,downside,0.09954592988926961,5.090742254407172,0.8148015705687697,estimated,False
quote_only,1,M2,714,0.1,btc_vol,-0.3198980994609287,-0.13863304075440316,-2.618424220384181,estimated,False
quote_only,1,M2,714,0.1,account_ls,0.03281074318524836,4.134618457047771e-05,0.2685619101514937,estimated,False
quote_only,1,M2,714,0.25,e_origin,0.21535875928137824,0.21546818147216673,1.762750676932735,estimated,False
quote_only,1,M2,714,0.25,downside,-0.06645560008809549,-3.398514954722625,-0.543951193033228,estimated,False
quote_only,1,M2,714,0.25,btc_vol,-0.06755681425417717,-0.029276843468339746,-0.5529648315923736,estimated,False
quote_only,1,M2,714,0.25,account_ls,0.024278318768482507,3.059412105343241e-05,0.1987224619362479,estimated,False
quote_only,1,M2,714,0.5,e_origin,0.16712748708744823,0.16721240332600343,1.367968927665253,estimated,False
quote_only,1,M2,714,0.5,downside,-0.10509347244935545,-5.37444154126064,-0.8602092170268725,estimated,False
quote_only,1,M2,714,0.5,btc_vol,-0.019005738278553858,-0.00823644558619857,-0.15556543011261725,estimated,False
quote_only,1,M2,714,0.5,account_ls,0.11513554211179125,0.0001450870938186003,0.9424053865921705,estimated,False
quote_only,1,M2,714,0.75,e_origin,0.13615755715929145,0.13622673780579264,1.11447440936665,estimated,False
quote_only,1,M2,714,0.75,downside,-0.013640219548406721,-0.6975558125953059,-0.11164768186210548,estimated,False
quote_only,1,M2,714,0.75,btc_vol,-0.007331207090977315,-0.003177097748111383,-0.06000726557618022,estimated,False
quote_only,1,M2,714,0.75,account_ls,0.14167215634079106,0.00017852698707530304,1.159612408269682,estimated,False
quote_only,1,M2,714,0.9,e_origin,0.18502880195290003,0.18512281371697323,1.5144944509472293,estimated,False
quote_only,1,M2,714,0.9,downside,-0.1610952765866045,-8.23835321461233,-1.3185941858193915,estimated,False
quote_only,1,M2,714,0.9,btc_vol,0.16593939742280137,0.07191253491171817,1.3582441973241168,estimated,False
quote_only,1,M2,714,0.9,account_ls,0.10139485099593958,0.00012777187642793315,0.8299353266474783,estimated,False
quote_only,3,M0,711,0.1,e_origin,0.16792020036517522,0.1681762227302374,1.3756054343813358,estimated,False
quote_only,3,M0,711,0.1,downside,-0.04757208062926597,-2.432443041459826,-0.38971137776236814,estimated,False
quote_only,3,M0,711,0.5,e_origin,0.07701650855405191,0.07713393307251938,0.6309206841918592,estimated,False
quote_only,3,M0,711,0.5,downside,0.06321750362165056,3.2324206708828567,0.5178789766856383,estimated,False
quote_only,3,M0,711,0.9,e_origin,0.0521427308270985,0.05222223112091737,0.4271542300048104,estimated,False
quote_only,3,M0,711,0.9,downside,0.03544223544478308,1.8122230064582658,0.29034345825243285,estimated,False
quote_only,3,M1,711,0.1,e_origin,0.1544821675726375,0.15471770141440203,1.2655208174227488,estimated,False
quote_only,3,M1,711,0.1,downside,0.19670229084029864,10.057729497316584,1.6113888599866697,estimated,False
quote_only,3,M1,711,0.1,btc_vol,-0.24968703024279715,-0.10809427246818255,-2.0454408400513127,estimated,False
quote_only,3,M1,711,0.5,e_origin,0.07138771922551498,0.07149656171541653,0.5848095363223091,estimated,False
quote_only,3,M1,711,0.5,downside,0.08647097820004897,4.421411181278805,0.7083718770557534,estimated,False
quote_only,3,M1,711,0.5,btc_vol,-0.005101465370904169,-0.0022085215529749,-0.04179130010721059,estimated,False
quote_only,3,M1,711,0.9,e_origin,0.03241343136889212,0.03246285105360425,0.26553143839174176,estimated,False
quote_only,3,M1,711,0.9,downside,-0.05606114784848372,-2.8665037807155254,-0.4592539758189995,estimated,False
quote_only,3,M1,711,0.9,btc_vol,0.12105696462143158,0.0524078663807074,0.9917009272309453,estimated,False
quote_only,3,M2,711,0.1,e_origin,0.18082658629967446,0.18110228660368724,1.48133479029629,estimated,False
quote_only,3,M2,711,0.1,downside,0.24824218590326566,12.693053776708277,2.0336046480924392,estimated,False
quote_only,3,M2,711,0.1,btc_vol,-0.2399562143374338,-0.10388161686973497,-1.9657258134418145,estimated,False
quote_only,3,M2,711,0.1,account_ls,-0.10521919715597666,-0.0001324259029512192,-0.8619576387726856,estimated,False
quote_only,3,M2,711,0.5,e_origin,0.05074667128928078,0.05082404305738408,0.4157176840575949,estimated,False
quote_only,3,M2,711,0.5,downside,0.09808201003473348,5.01510338933144,0.8034896678625298,estimated,False
quote_only,3,M2,711,0.5,btc_vol,-0.02073263064770009,-0.00897555080868817,-0.16984209955666532,estimated,False
quote_only,3,M2,711,0.5,account_ls,0.0207291801143009,2.6089159281508807e-05,0.16981383272226946,estimated,False
quote_only,3,M2,711,0.9,e_origin,0.01077213653182042,0.010788560451430161,0.08824554473401532,estimated,False
quote_only,3,M2,711,0.9,downside,-0.05715636303382928,-2.9225040338315527,-0.4682259991818943,estimated,False
quote_only,3,M2,711,0.9,btc_vol,0.06283851742476082,0.02720399140237153,0.5147743146446015,estimated,False
quote_only,3,M2,711,0.9,account_ls,0.14029554340628278,0.0001765719993858901,1.149303725873766,estimated,False
quote_only,6,M0,708,0.1,e_origin,0.07328666145082599,0.07374581846769296,0.6014995409140262,estimated,False
quote_only,6,M0,708,0.1,downside,-0.205389836260833,-10.50105918401968,-1.6857350269965894,estimated,False
quote_only,6,M0,708,0.5,e_origin,0.008080078524602394,0.008130701989745456,0.06631716368139791,estimated,False
quote_only,6,M0,708,0.5,downside,-0.01737508842715141,-0.8883440155694117,-0.14260586449670223,estimated,False
quote_only,6,M0,708,0.9,e_origin,0.04445102739038686,0.04472952283183818,0.36483136274961464,estimated,False
quote_only,6,M0,708,0.9,downside,0.11131552955448357,5.691279496750025,0.9136210955461519,estimated,False
quote_only,6,M1,708,0.1,e_origin,0.1343791222371146,0.13522103692764795,1.1029153018286828,estimated,False
quote_only,6,M1,708,0.1,downside,0.2878626220329501,14.71768265590435,2.3626295914067157,estimated,False
quote_only,6,M1,708,0.1,btc_vol,-0.4806800947182043,-0.2080760755513337,-3.9451770700935893,estimated,False
quote_only,6,M1,708,0.5,e_origin,-0.018934960198417162,-0.01905359187936818,-0.15540849645900898,estimated,False
quote_only,6,M1,708,0.5,downside,0.19015004944266112,9.72188770093698,1.5606546291003267,estimated,False
quote_only,6,M1,708,0.5,btc_vol,-0.1536750316633487,-0.06652261628907753,-1.2612862854651279,estimated,False
quote_only,6,M1,708,0.9,e_origin,0.03169604280780097,0.031894625471740205,0.2601449543512905,estimated,False
quote_only,6,M1,708,0.9,downside,0.2174434873134473,11.117331660746713,1.784665247461744,estimated,False
quote_only,6,M1,708,0.9,btc_vol,-0.1287684776310117,-0.055741104686034944,-1.0568659923364354,estimated,False
quote_only,6,M2,708,0.1,e_origin,0.09227223339068492,0.09285033918216987,0.7573234327347479,estimated,False
quote_only,6,M2,708,0.1,downside,0.2668903921674751,13.645425960794384,2.1905002245301675,estimated,False
quote_only,6,M2,708,0.1,btc_vol,-0.38458320261799467,-0.16647779761013085,-3.156462789251024,estimated,False
quote_only,6,M2,708,0.1,account_ls,-0.08723030166295909,-0.00010990879665477937,-0.7159418285040536,estimated,False
quote_only,6,M2,708,0.5,e_origin,-0.011834142929075583,-0.011908286431548233,-0.09712860973652258,estimated,False
quote_only,6,M2,708,0.5,downside,0.10945049504545061,5.595925032692112,0.8983138434655689,estimated,False
quote_only,6,M2,708,0.5,btc_vol,-0.1404914960230422,-0.06081574723402691,-1.1530825485465226,estimated,False
quote_only,6,M2,708,0.5,account_ls,0.0848059989837138,0.00010685421372748047,0.6960443885097224,estimated,False
quote_only,6,M2,708,0.9,e_origin,0.01409311536757753,0.014181411828112587,0.1156691034334291,estimated,False
quote_only,6,M2,708,0.9,downside,0.22169887094372936,11.334898586967698,1.8195912660489761,estimated,False
quote_only,6,M2,708,0.9,btc_vol,-0.16347478260856516,-0.0707647177209176,-1.3417176433401843,estimated,False
quote_only,6,M2,708,0.9,account_ls,0.15092581061572913,0.00019016412774788979,1.2387220812118895,estimated,False
quote_only,12,M0,702,0.1,e_origin,0.04084169615146882,0.041420152719046595,0.335422028351008,estimated,False
quote_only,12,M0,702,0.1,downside,-0.5244450912391364,-26.72128669108631,-4.3071285680635025,estimated,False
quote_only,12,M0,702,0.5,e_origin,0.09186123895156847,0.09316230482259144,0.7544320143242531,estimated,False
quote_only,12,M0,702,0.5,downside,0.07532547888863639,3.837949387172029,0.6186281985359904,estimated,False
quote_only,12,M0,702,0.9,e_origin,0.019242180087844587,0.019514714445992877,0.1580309263117636,estimated,False
quote_only,12,M0,702,0.9,downside,-0.013849651751648744,-0.7056611287048209,-0.11374351998664589,estimated,False
quote_only,12,M1,702,0.1,e_origin,0.09076001114240737,0.0920454799026677,0.7453879221284869,estimated,False
quote_only,12,M1,702,0.1,downside,-0.4083929029207388,-20.808248611433818,-3.354022696652966,estimated,False
quote_only,12,M1,702,0.1,btc_vol,-0.10394044044229686,-0.04483771258232497,-0.8536352954478977,estimated,False
quote_only,12,M1,702,0.5,e_origin,0.08817861462564791,0.08942752207946535,0.7241875965489984,estimated,False
quote_only,12,M1,702,0.5,downside,0.08053232565920737,4.10324626502867,0.6613906513641158,estimated,False
quote_only,12,M1,702,0.5,btc_vol,-0.009522753541552395,-0.004107914921964209,-0.07820785151890357,estimated,False
quote_only,12,M1,702,0.9,e_origin,0.020703187689022285,0.02099641485677006,0.1700297946057201,estimated,False
quote_only,12,M1,702,0.9,downside,-0.2571540372336198,-13.102395021858596,-2.111937967699937,estimated,False
quote_only,12,M1,702,0.9,btc_vol,0.3512530984797836,0.15152317429356083,2.884748623556571,estimated,False
quote_only,12,M2,702,0.1,e_origin,0.1151997140344108,0.11683133165673353,0.9461047260028768,estimated,False
quote_only,12,M2,702,0.1,downside,-0.1716970379455668,-8.748229035976989,-1.4101022767510796,estimated,False
quote_only,12,M2,702,0.1,btc_vol,-0.12665882928330432,-0.054637946108871314,-1.0402154031313926,estimated,False
quote_only,12,M2,702,0.1,account_ls,-0.1933570623345024,-0.00024351053391390864,-1.5879903176327463,estimated,False
quote_only,12,M2,702,0.5,e_origin,0.09368091478882759,0.09500775342489493,0.769376529802042,estimated,False
quote_only,12,M2,702,0.5,downside,0.08196528317792114,4.1762576618618965,0.6731591517634439,estimated,False
quote_only,12,M2,702,0.5,btc_vol,-0.008776368492853182,-0.003785940162699081,-0.07207798888937239,estimated,False
quote_only,12,M2,702,0.5,account_ls,-0.00947966932258073,-1.1938531286100463e-05,-0.07785401224484896,estimated,False
quote_only,12,M2,702,0.9,e_origin,0.022148964744908746,0.022462669006216227,0.18190357846695537,estimated,False
quote_only,12,M2,702,0.9,downside,-0.22926460588514083,-11.681385457342982,-1.882889458113819,estimated,False
quote_only,12,M2,702,0.9,btc_vol,0.3013438290413251,0.1299933686784138,2.4748570185047405,estimated,False
quote_only,12,M2,702,0.9,account_ls,0.06662724856038935,8.390920235479831e-05,0.5471919376876527,estimated,False
clock_UTC_oldquote,1,M0,1349,0.1,e_origin,0.48917398955156305,0.48491204085289247,5.491269737943924,estimated,True
clock_UTC_oldquote,1,M0,1349,0.1,downside,-0.21242331261996286,-15.087117716871223,-2.384578356860586,estimated,True
clock_UTC_oldquote,1,M0,1349,0.25,e_origin,0.44191091154589046,0.43806074437711295,4.9607135033155165,estimated,True
clock_UTC_oldquote,1,M0,1349,0.25,downside,-0.22396321686503615,-15.906725939902394,-2.5141206635106865,estimated,True
clock_UTC_oldquote,1,M0,1349,0.5,e_origin,0.4096886801551346,0.4061192505154927,4.5989997411277725,estimated,True
clock_UTC_oldquote,1,M0,1349,0.5,downside,-0.17351761507227859,-12.323885981524777,-1.947838701563198,estimated,True
