scenario,h,model,q,target,n,beta_standardized,ci95_low,ci95_high,bootstrap_sign_tail,B,successful,block_calendar_days,refit_residual_stages,projection,note
clock_FXKST_USNY_quote,6,M2,0.1,downside,1522,-0.2589573388931636,-0.9930165703005063,0.12859188978805738,0.4,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,6,M2,0.1,btc_vol,1522,-0.05950708356189623,-0.24375570360708973,0.15297033722299477,0.504,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,6,M2,0.1,account_ls,1522,0.03142272574959289,-0.11763286901907945,0.16597830843281292,0.892,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M0,0.1,e_origin,597,0.2891047812556014,0.011036241894650235,0.45389638183928743,0.04,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M0,0.1,downside,597,-0.21941278580577242,-0.6064928962732263,0.13192226674483298,0.264,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M1,0.1,e_origin,597,0.2642536464160883,-0.010803292894021571,0.4296633060439977,0.068,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M1,0.1,downside,597,-0.10493441337477559,-0.6865366618315499,0.4355007660847653,0.688,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M1,0.1,btc_vol,597,-0.08766314497491311,-0.4551489397826331,0.2202897011840365,0.608,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M2,0.1,e_origin,597,0.29597294869353846,-0.005217050257051017,0.4295821754384423,0.064,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M2,0.1,downside,597,-0.0409063314531722,-0.6745604308423165,0.51785500247613,0.784,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M2,0.1,btc_vol,597,-0.10922978027188776,-0.4667295232624994,0.23069262084110298,0.572,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_FXKST_USNY_quote,12,M2,0.1,account_ls,597,-0.10180391509744782,-0.21485884306399367,0.11170474058442893,0.488,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
