definition,reference,cohort,h,group,outcome,n,outcome_n,days,status,mean,ci_low,ci_high,bootstrap_valid_fraction
CAP,linear,full12,12,ml_only,local_logreturn_bp,14,14,11,limited,1.4396692994465183,-10.18807885831789,16.989134532942444,1.0
CAP,linear,full12,12,ml_only,local_change_krw,14,14,11,limited,0.21428571428571427,-1.5,2.5,1.0
CAP,linear,full12,12,ml_only,delta_log_volume,14,14,11,limited,0.023746534359169656,-0.29841466747044054,0.30582773884729153,1.0
CAP,linear,full12,12,ml_only,delta_local_bp,14,14,11,limited,1.5162387389612861,-10.050482553130538,17.07744798561282,1.0
CAP,linear,full12,12,ml_only,delta_quote_bp,14,14,11,limited,0.49582019762496266,-0.3725315234808625,1.3566968659306098,1.0
CAP,linear,full12,12,ml_only,delta_fx_bp,14,14,11,limited,-5.282227261891225,-17.48861937531483,7.755773540857715,1.0
CAP,linear,full12,12,ml_only,delta_market_bp,14,14,11,limited,-0.3509885701855759,-24.882194071421008,20.171749382271283,1.0
CAP,linear,full12,12,ml_only,delta_g_bp,14,14,11,limited,-0.026935821709635495,-0.2308809697010561,0.1776919334033995,1.0
CAP,linear,full12,12,ml_only,fall10,14,14,11,limited,0.14285714285714285,0.0,0.3333333333333333,1.0
CAP,linear,full12,12,ml_only,local_down,14,14,11,limited,0.42857142857142855,0.09090909090909091,0.7,1.0
CAP,linear,full12,12,reference_only,e_now,34,34,21,adequate,-1.092408199870461,-3.071282874429294,0.4667969994640835,1.0
CAP,linear,full12,12,reference_only,delta_e,34,34,21,adequate,3.013242266400742,-0.3513112135443652,6.793267425258745,1.0
CAP,linear,full12,12,reference_only,target,34,34,21,adequate,1.9208340665302808,-0.1622803144578686,4.402959468784623,1.0
CAP,linear,full12,12,reference_only,local_logreturn_bp,34,34,21,adequate,-9.851402247421614,-23.18717502301209,2.942114828958937,1.0
CAP,linear,full12,12,reference_only,local_change_krw,34,34,21,adequate,-1.4411764705882353,-3.3853846153846154,0.42901785714285673,1.0
CAP,linear,full12,12,reference_only,delta_log_volume,34,34,21,adequate,-0.10877967426175872,-0.3959755383988804,0.2306222131501276,1.0
CAP,linear,full12,12,reference_only,delta_local_bp,34,34,21,adequate,-9.999735654578345,-23.514855429392426,2.9592219233156114,1.0
CAP,linear,full12,12,reference_only,delta_quote_bp,34,34,21,adequate,0.14776684400897047,-0.532628232312381,0.7892611902103316,1.0
CAP,linear,full12,12,reference_only,delta_fx_bp,34,34,21,adequate,4.965870222698597,-10.579699407935715,19.899211298039575,1.0
CAP,linear,full12,12,reference_only,delta_market_bp,34,34,21,adequate,8.013071358689658,-8.355687460572735,23.40436412920958,1.0
CAP,linear,full12,12,reference_only,delta_g_bp,34,34,21,adequate,-0.11373050441903311,-0.31305279817189124,0.09674454270019059,1.0
CAP,linear,full12,12,reference_only,fall10,34,34,21,adequate,0.029411764705882353,0.0,0.0811936936936936,1.0
CAP,linear,full12,12,reference_only,local_down,34,34,21,adequate,0.4411764705882353,0.25,0.625,1.0
CAP,linear,full12,12,neither,e_now,249,249,64,adequate,-6.9900626949402564,-7.640385760600393,-6.272351962392982,1.0
CAP,linear,full12,12,neither,delta_e,249,249,64,adequate,3.8749531809463473,3.0599245313111734,4.801657579960733,1.0
CAP,linear,full12,12,neither,target,249,249,64,adequate,-3.1151095139939087,-4.181798550065342,-1.949911057892028,1.0
CAP,linear,full12,12,neither,local_logreturn_bp,249,249,64,adequate,4.10904142967224,-2.899027298588812,10.686489087497364,1.0
CAP,linear,full12,12,neither,local_change_krw,249,249,64,adequate,0.5983935742971888,-0.4260171646535283,1.5634699333867044,1.0
CAP,linear,full12,12,neither,delta_log_volume,249,249,64,adequate,-0.04265719037782355,-0.11952143502794384,0.03444351225349761,1.0
CAP,linear,full12,12,neither,delta_local_bp,249,249,64,adequate,4.107846717417405,-2.9640164173590193,10.76463079300755,1.0
CAP,linear,full12,12,neither,delta_quote_bp,249,249,64,adequate,-0.14779474378330626,-0.5266449267607703,0.16577125299835554,1.0
CAP,linear,full12,12,neither,delta_fx_bp,249,249,64,adequate,-3.4704445905167054,-11.013259295035725,4.182299285851015,1.0
CAP,linear,full12,12,neither,delta_market_bp,249,249,64,adequate,3.385132112557192,-2.399630449480542,9.509462401432167,1.0
CAP,linear,full12,12,neither,delta_g_bp,249,249,64,adequate,0.000213685271618382,-0.08432365645460402,0.10085494881278018,1.0
CAP,linear,full12,12,neither,fall10,249,249,64,adequate,0.03614457831325301,0.016383487090993562,0.05792109073359073,1.0
CAP,linear,full12,12,neither,local_down,249,249,64,adequate,0.40562248995983935,0.33734700707592274,0.4753399985297361,1.0
CAP,linear,common_path,1,both,e_now,93,93,48,adequate,3.464241297915628,1.4077552834127176,5.6899645103578145,1.0
CAP,linear,common_path,1,both,delta_e,93,93,48,adequate,-2.4918884751207124,-4.228070506560079,-1.0335737027243732,1.0
CAP,linear,common_path,1,both,target,93,93,48,adequate,0.9723528227949159,-1.0966046001601706,2.9489735270019537,1.0
CAP,linear,common_path,1,both,local_logreturn_bp,93,93,48,adequate,-3.662758165420252,-5.394936590447433,-2.4124057456945285,1.0
CAP,linear,common_path,1,both,local_change_krw,93,93,48,adequate,-0.5376344086021505,-0.7922077922077922,-0.3541053921568628,1.0
CAP,linear,common_path,1,both,delta_log_volume,93,93,48,adequate,-0.05029319754605611,-0.120797744503837,0.020325056827885716,1.0
CAP,linear,common_path,1,both,delta_local_bp,93,93,48,adequate,-3.681068481729786,-5.420812107587764,-2.426564348815615,1.0
CAP,linear,common_path,1,both,delta_quote_bp,93,93,48,adequate,0.1519148142820362,0.062195301362956965,0.24680196113418648,1.0
CAP,linear,common_path,1,both,delta_fx_bp,93,93,48,adequate,1.770672376757801,0.2565020557411895,3.5019964996991635,1.0
CAP,linear,common_path,1,both,delta_market_bp,93,93,48,adequate,-0.7607383307951233,-2.8135193872231254,1.1371126072686664,1.0
CAP,linear,common_path,1,both,delta_g_bp,93,93,48,adequate,0.027331146364684485,-0.0068590339717578535,0.05931988196267699,1.0
CAP,linear,common_path,1,both,fall10,93,93,48,adequate,0.16129032258064516,0.09085801838610828,0.25,1.0
CAP,linear,common_path,1,both,local_down,93,93,48,adequate,0.4838709677419355,0.4117647058823529,0.5753424657534246,1.0
CAP,linear,common_path,1,ml_only,e_now,4,4,4,limited,-1.132475243363574,-5.927413953766263,2.259472186606846,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_e,4,4,4,limited,-2.830484500908247,-8.836398983222065,3.175429981405571,0.9769884942471235
CAP,linear,common_path,1,ml_only,target,4,4,4,limited,-3.962959744271821,-12.740682565599188,2.6980754703899255,0.9769884942471235
CAP,linear,common_path,1,ml_only,local_logreturn_bp,4,4,4,limited,-5.108591947657161,-10.217183895314323,0.0,0.9769884942471235
CAP,linear,common_path,1,ml_only,local_change_krw,4,4,4,limited,-0.75,-1.5,0.0,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_log_volume,4,4,4,limited,0.1273184222918391,-0.1821655697203101,0.7960410531986568,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_local_bp,4,4,4,limited,-5.156654500092424,-10.313309000184848,0.0,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_quote_bp,4,4,4,limited,0.5021949023177417,0.0,1.3391864061806444,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_fx_bp,4,4,4,limited,2.1782900938954484,-2.5314111526383907,10.418184460567891,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_market_bp,4,4,4,limited,-0.18469546687137384,-8.420547139727137,4.945441955269975,0.9769884942471235
CAP,linear,common_path,1,ml_only,delta_g_bp,4,4,4,limited,-0.16961953015940326,-0.452318747091742,0.0,0.9769884942471235
CAP,linear,common_path,1,ml_only,fall10,4,4,4,limited,0.25,0.0,0.6666666666666666,0.9769884942471235
CAP,linear,common_path,1,ml_only,local_down,4,4,4,limited,0.5,0.0,1.0,0.9769884942471235
CAP,linear,common_path,1,reference_only,e_now,16,16,14,limited,-1.0792191280167207,-3.3705008172254365,0.6819491139850692,1.0
CAP,linear,common_path,1,reference_only,delta_e,16,16,14,limited,0.022978236543659825,-3.837377593871994,3.964775800940115,1.0
CAP,linear,common_path,1,reference_only,target,16,16,14,limited,-1.0562408914730608,-3.990720688419471,2.3598283714987454,1.0
CAP,linear,common_path,1,reference_only,local_logreturn_bp,16,16,14,limited,-2.553489073142146,-7.168854825592029,1.4700369648705862,1.0
CAP,linear,common_path,1,reference_only,local_change_krw,16,16,14,limited,-0.375,-1.0590073529411765,0.2222222222222222,1.0
CAP,linear,common_path,1,reference_only,delta_log_volume,16,16,14,limited,0.021998310303511626,-0.19752237673889358,0.22328418090048127,1.0
CAP,linear,common_path,1,reference_only,delta_local_bp,16,16,14,limited,-2.5927333884321038,-7.266715154015228,1.479230160700933,1.0
CAP,linear,common_path,1,reference_only,delta_quote_bp,16,16,14,limited,0.2531101684397914,-0.14243969641650756,0.6177262202841581,1.0
CAP,linear,common_path,1,reference_only,delta_fx_bp,16,16,14,limited,1.7870904098418232,-4.321570729603121,7.744695609489174,1.0
CAP,linear,common_path,1,reference_only,delta_market_bp,16,16,14,limited,0.6511376068546373,-6.14201614572184,8.302946702874715,1.0
CAP,linear,common_path,1,reference_only,delta_g_bp,16,16,14,limited,-0.07562656015978558,-0.1832754353336105,0.03326699693634822,1.0
CAP,linear,common_path,1,reference_only,fall10,16,16,14,limited,0.125,0.0,0.2777777777777778,1.0
CAP,linear,common_path,1,reference_only,local_down,16,16,14,limited,0.6875,0.5,0.9,1.0
CAP,linear,common_path,1,neither,e_now,126,126,55,adequate,-7.089031792220903,-7.77943402838777,-6.36002720587759,1.0
CAP,linear,common_path,1,neither,delta_e,126,126,55,adequate,2.5456554103726203,1.7889239131665455,3.3885524318146505,1.0
CAP,linear,common_path,1,neither,target,126,126,55,adequate,-4.543376381848284,-5.667720504785564,-3.3540770438177208,1.0
CAP,linear,common_path,1,neither,local_logreturn_bp,126,126,55,adequate,0.9758992534764015,-1.021332422323344,3.168395587199195,1.0
CAP,linear,common_path,1,neither,local_change_krw,126,126,55,adequate,0.14285714285714285,-0.15042016806722688,0.46376281613123704,1.0
CAP,linear,common_path,1,neither,delta_log_volume,126,126,55,adequate,-0.06550143137209634,-0.12665045584311582,-0.001401882150116683,1.0
CAP,linear,common_path,1,neither,delta_local_bp,126,126,55,adequate,0.9712098104730871,-1.0366439155974885,3.186772702903591,1.0
CAP,linear,common_path,1,neither,delta_quote_bp,126,126,55,adequate,0.11140795603267253,0.022330547816199826,0.2061225373787442,1.0
CAP,linear,common_path,1,neither,delta_fx_bp,126,126,55,adequate,-0.12286030951005772,-2.3956608701867714,1.9846057369934647,1.0
CAP,linear,common_path,1,neither,delta_market_bp,126,126,55,adequate,1.6116342150291607,0.002575939185154213,3.386403134012283,1.0
CAP,linear,common_path,1,neither,delta_g_bp,126,126,55,adequate,-0.02573626165292371,-0.04732132844290349,-0.005876034440750903,1.0
CAP,linear,common_path,1,neither,fall10,126,126,55,adequate,0.03968253968253968,0.01297868797868798,0.06722689075630252,1.0
CAP,linear,common_path,1,neither,local_down,126,126,55,adequate,0.2857142857142857,0.2,0.37603561643835615,1.0
CAP,linear,common_path,6,both,e_now,93,93,48,adequate,3.464241297915628,1.4077552834127176,5.6899645103578145,1.0
CAP,linear,common_path,6,both,delta_e,93,93,48,adequate,-3.4523514146287257,-5.24319347730981,-1.767508828822006,1.0
CAP,linear,common_path,6,both,target,93,93,48,adequate,0.01188988328690222,-1.2028180711439806,1.2332751097337693,1.0
CAP,linear,common_path,6,both,local_logreturn_bp,93,93,48,adequate,-2.44315928513911,-7.099337677522463,1.9992741631035347,1.0
CAP,linear,common_path,6,both,local_change_krw,93,93,48,adequate,-0.3655913978494624,-1.0506653683868874,0.2877613554434029,1.0
CAP,linear,common_path,6,both,delta_log_volume,93,93,48,adequate,-0.28371590508998035,-0.44987649282267295,-0.08519656787799477,1.0
CAP,linear,common_path,6,both,delta_local_bp,93,93,48,adequate,-2.4972643557331677,-7.127916089998898,1.9618063816975222,1.0
CAP,linear,common_path,6,both,delta_quote_bp,93,93,48,adequate,0.04389141259371019,-0.2136957888452633,0.29940283143108226,1.0
CAP,linear,common_path,6,both,delta_fx_bp,93,93,48,adequate,6.848458619714457,-0.45010212144102046,12.942301555952175,1.0
CAP,linear,common_path,6,both,delta_market_bp,93,93,48,adequate,-7.88460833517057,-11.716790544072772,-3.4056030271117237,1.0
CAP,linear,common_path,6,both,delta_g_bp,93,93,48,adequate,0.0371712439665939,-0.03503938774859959,0.10555898965018896,1.0
CAP,linear,common_path,6,both,fall10,93,93,48,adequate,0.12903225806451613,0.08162078785002372,0.18186705767350925,1.0
CAP,linear,common_path,6,both,local_down,93,93,48,adequate,0.4946236559139785,0.39392327530625404,0.6053191489361701,1.0
CAP,linear,common_path,6,ml_only,e_now,4,4,4,limited,-1.132475243363574,-5.927413953766263,2.259472186606846,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_e,4,4,4,limited,-4.50757217066686,-12.03285353177936,3.8083793972112274,0.9769884942471235
CAP,linear,common_path,6,ml_only,target,4,4,4,limited,-5.640047414030433,-10.151852767438129,0.7796978200459136,0.9769884942471235
CAP,linear,common_path,6,ml_only,local_logreturn_bp,4,4,4,limited,15.438683922719393,-20.456877232932122,43.43504810141764,0.9769884942471235
CAP,linear,common_path,6,ml_only,local_change_krw,4,4,4,limited,2.25,-3.0,6.333333333333333,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_log_volume,4,4,4,limited,0.27145140033417636,-1.013055857872784,1.2274525680782649,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_local_bp,4,4,4,limited,15.614737292006062,-20.285770337751078,43.708082506574364,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_quote_bp,4,4,4,limited,0.49982468172265687,-1.0188696483128898,1.6769475154265832,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_fx_bp,4,4,4,limited,14.824803365275885,-5.540290854809193,38.3625806824348,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_market_bp,4,4,4,limited,-35.230772218488156,-58.96745013474816,-4.096123859014109,0.9769884942471235
CAP,linear,common_path,6,ml_only,delta_g_bp,4,4,4,limited,-0.21616529118701208,-0.5653984338646775,0.15305601620837125,0.9769884942471235
CAP,linear,common_path,6,ml_only,fall10,4,4,4,limited,0.25,0.0,0.6666666666666666,0.9769884942471235
CAP,linear,common_path,6,ml_only,local_down,4,4,4,limited,0.25,0.0,1.0,0.9769884942471235
CAP,linear,common_path,6,reference_only,e_now,16,16,14,limited,-1.0792191280167207,-3.3705008172254365,0.6819491139850692,1.0
CAP,linear,common_path,6,reference_only,delta_e,16,16,14,limited,0.8686935479211537,-3.1314856245510203,4.613228709054703,1.0
CAP,linear,common_path,6,reference_only,target,16,16,14,limited,-0.2105255800955672,-3.674096861079803,3.67905023387461,1.0
CAP,linear,common_path,6,reference_only,local_logreturn_bp,16,16,14,limited,-2.140605122403251,-11.050513321485338,4.731609694849528,1.0
CAP,linear,common_path,6,reference_only,local_change_krw,16,16,14,limited,-0.3125,-1.625,0.7002941176470585,1.0
CAP,linear,common_path,6,reference_only,delta_log_volume,16,16,14,limited,-0.36922989792289806,-0.5973683528816697,-0.12700297028845992,1.0
CAP,linear,common_path,6,reference_only,delta_local_bp,16,16,14,limited,-2.1525175022079672,-11.208209670603312,4.812299292361338,1.0
CAP,linear,common_path,6,reference_only,delta_quote_bp,16,16,14,limited,0.38032659035557265,-0.14849428962030503,1.0083161036890753,1.0
CAP,linear,common_path,6,reference_only,delta_fx_bp,16,16,14,limited,3.303967321200022,-8.925623727321042,15.851482774795835,1.0
CAP,linear,common_path,6,reference_only,delta_market_bp,16,16,14,limited,-0.6734926840161859,-11.402184065158936,10.347348371481866,1.0
CAP,linear,common_path,6,reference_only,delta_g_bp,16,16,14,limited,0.010409822588409126,-0.24854695340994368,0.20615175354597454,1.0
CAP,linear,common_path,6,reference_only,fall10,16,16,14,limited,0.125,0.0,0.29411764705882354,1.0
CAP,linear,common_path,6,reference_only,local_down,16,16,14,limited,0.375,0.14285714285714285,0.6875,1.0
CAP,linear,common_path,6,neither,e_now,126,126,55,adequate,-7.089031792220903,-7.77943402838777,-6.36002720587759,1.0
CAP,linear,common_path,6,neither,delta_e,126,126,55,adequate,5.268864863675148,4.134056074273387,6.390924009757677,1.0
CAP,linear,common_path,6,neither,target,126,126,55,adequate,-1.8201669285457565,-2.695120025719129,-0.864495729838568,1.0
CAP,linear,common_path,6,neither,local_logreturn_bp,126,126,55,adequate,7.333458590727668,2.4661370189369762,11.834565943943913,1.0
CAP,linear,common_path,6,neither,local_change_krw,126,126,55,adequate,1.0714285714285714,0.35433954933954936,1.7305100927441353,1.0
CAP,linear,common_path,6,neither,delta_log_volume,126,126,55,adequate,-0.26205871752562965,-0.39054315798678485,-0.12921757878088747,1.0
CAP,linear,common_path,6,neither,delta_local_bp,126,126,55,adequate,7.360499871212204,2.4514759252874225,11.91805043966552,1.0
CAP,linear,common_path,6,neither,delta_quote_bp,126,126,55,adequate,0.19079338288793077,-0.10201108826390044,0.45844438218256406,1.0
CAP,linear,common_path,6,neither,delta_fx_bp,126,126,55,adequate,-7.7463638195175495,-15.520922704443425,0.16506633668978996,1.0
CAP,linear,common_path,6,neither,delta_market_bp,126,126,55,adequate,5.496868367596323,-1.1165856077436866,11.975556318510641,1.0
CAP,linear,common_path,6,neither,delta_g_bp,126,126,55,adequate,-0.032932938503387965,-0.11113384303276065,0.053274479086158316,1.0
CAP,linear,common_path,6,neither,fall10,126,126,55,adequate,0.007936507936507936,0.0,0.023809523809523808,1.0
CAP,linear,common_path,6,neither,local_down,126,126,55,adequate,0.30158730158730157,0.22293543543543543,0.3909288537549407,1.0
CAP,linear,common_path,12,both,e_now,93,93,48,adequate,3.464241297915628,1.4077552834127176,5.6899645103578145,1.0
CAP,linear,common_path,12,both,delta_e,93,93,48,adequate,-4.077623708857716,-6.53206243470466,-1.833466806824484,1.0
CAP,linear,common_path,12,both,target,93,93,48,adequate,-0.613382410942088,-2.0675742943894684,0.5633590355764213,1.0
CAP,linear,common_path,12,both,local_logreturn_bp,93,93,48,adequate,-0.9351394755434905,-9.569023650919926,7.901265399514464,1.0
CAP,linear,common_path,12,both,local_change_krw,93,93,48,adequate,-0.13978494623655913,-1.4149354530241454,1.1652376749464126,1.0
CAP,linear,common_path,12,both,delta_log_volume,93,93,48,adequate,0.0690107472819925,-0.1474967759402874,0.2871809428409687,1.0
CAP,linear,common_path,12,both,delta_local_bp,93,93,48,adequate,-0.9315019973979913,-9.621660763552,7.944773956609804,1.0
CAP,linear,common_path,12,both,delta_quote_bp,93,93,48,adequate,-0.47587455957432434,-0.9639126190016163,-0.04046062388184993,1.0
CAP,linear,common_path,12,both,delta_fx_bp,93,93,48,adequate,9.143451861277612,-4.33155144572863,21.47745477981317,1.0
CAP,linear,common_path,12,both,delta_market_bp,93,93,48,adequate,-11.933349640454914,-22.070393328003792,-2.1403536643155867,1.0
CAP,linear,common_path,12,both,delta_g_bp,93,93,48,adequate,0.11965062729246488,0.02667901107837842,0.2192571970060635,1.0
CAP,linear,common_path,12,both,fall10,93,93,48,adequate,0.25806451612903225,0.16666666666666666,0.3606785063752277,1.0
CAP,linear,common_path,12,both,local_down,93,93,48,adequate,0.4731182795698925,0.3478032036613272,0.6000925925925925,1.0
CAP,linear,common_path,12,ml_only,e_now,4,4,4,limited,-1.132475243363574,-5.927413953766263,2.259472186606846,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_e,4,4,4,limited,-1.8414082291987341,-10.26559973775083,12.332458737788095,0.9769884942471235
CAP,linear,common_path,12,ml_only,target,4,4,4,limited,-2.973883472562308,-10.603829525161856,6.405044784021831,0.9769884942471235
CAP,linear,common_path,12,ml_only,local_logreturn_bp,4,4,4,limited,22.21147294067332,-6.814310314792114,41.134031738257654,0.9769884942471235
CAP,linear,common_path,12,ml_only,local_change_krw,4,4,4,limited,3.25,-1.0,6.0,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_log_volume,4,4,4,limited,0.45187602539075034,0.3542129623206098,0.5581114656260766,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_local_bp,4,4,4,limited,22.423576255326353,-6.727938168337255,41.368455180365295,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_quote_bp,4,4,4,limited,-0.5058222467775468,-2.0391508281487263,1.0079119071777256,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_fx_bp,4,4,4,limited,-15.391593803863287,-74.53398990983534,38.73879166421277,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_market_bp,4,4,4,limited,-8.315443613134118,-57.827335144257944,94.75713332859785,0.9769884942471235
CAP,linear,common_path,12,ml_only,delta_g_bp,4,4,4,limited,-0.052124820751939825,-0.4269251878716542,0.3226755463677745,0.9769884942471235
CAP,linear,common_path,12,ml_only,fall10,4,4,4,limited,0.25,0.0,0.6666666666666666,0.9769884942471235
CAP,linear,common_path,12,ml_only,local_down,4,4,4,limited,0.25,0.0,1.0,0.9769884942471235
CAP,linear,common_path,12,reference_only,e_now,16,16,14,limited,-1.0792191280167207,-3.3705008172254365,0.6819491139850692,1.0
CAP,linear,common_path,12,reference_only,delta_e,16,16,14,limited,3.7817948680996403,0.7813004613659118,7.145180899456538,1.0
CAP,linear,common_path,12,reference_only,target,16,16,14,limited,2.70257574008292,-0.7306453902815131,6.743129851661662,1.0
CAP,linear,common_path,12,reference_only,local_logreturn_bp,16,16,14,limited,-5.983414914187339,-21.185693809985132,6.4257823472824604,1.0
CAP,linear,common_path,12,reference_only,local_change_krw,16,16,14,limited,-0.875,-3.1,0.9379934210526312,1.0
CAP,linear,common_path,12,reference_only,delta_log_volume,16,16,14,limited,-0.43291098339967204,-0.8867767205597111,0.03293548448539607,1.0
CAP,linear,common_path,12,reference_only,delta_local_bp,16,16,14,limited,-6.045896458702056,-21.454267659030123,6.553136132211174,1.0
CAP,linear,common_path,12,reference_only,delta_quote_bp,16,16,14,limited,-0.5667479534988921,-1.5530451044047828,0.46587946887152937,1.0
CAP,linear,common_path,12,reference_only,delta_fx_bp,16,16,14,limited,10.140348704509037,-5.292819581278332,28.170926177744967,1.0
CAP,linear,common_path,12,reference_only,delta_market_bp,16,16,14,limited,0.07904592310642755,-14.537598417863483,16.50571225308013,1.0
CAP,linear,common_path,12,reference_only,delta_g_bp,16,16,14,limited,0.17504465268466846,-0.18664317779362663,0.4590082026244911,1.0
CAP,linear,common_path,12,reference_only,fall10,16,16,14,limited,0.0,0.0,0.0,1.0
CAP,linear,common_path,12,reference_only,local_down,16,16,14,limited,0.375,0.15789473684210525,0.6428571428571429,1.0
CAP,linear,common_path,12,neither,e_now,126,126,55,adequate,-7.089031792220903,-7.77943402838777,-6.36002720587759,1.0
CAP,linear,common_path,12,neither,delta_e,126,126,55,adequate,4.3819607229644655,3.2292327850916154,5.55367333180182,1.0
CAP,linear,common_path,12,neither,target,126,126,55,adequate,-2.7070710692564393,-4.087129484563026,-1.3046815944925834,1.0
CAP,linear,common_path,12,neither,local_logreturn_bp,126,126,55,adequate,15.295984364599274,4.941449819291923,25.17676224536597,1.0
CAP,linear,common_path,12,neither,local_change_krw,126,126,55,adequate,2.238095238095238,0.7240179910044978,3.684658808933002,1.0
CAP,linear,common_path,12,neither,delta_log_volume,126,126,55,adequate,-0.16658690330863588,-0.31406456084713597,-0.03430126376994418,1.0
CAP,linear,common_path,12,neither,delta_local_bp,126,126,55,adequate,15.376873494432603,5.0156188823769625,25.338331941509132,1.0
CAP,linear,common_path,12,neither,delta_quote_bp,126,126,55,adequate,-0.8332002139896184,-1.2646878445022252,-0.4325712898103967,1.0
CAP,linear,common_path,12,neither,delta_fx_bp,126,126,55,adequate,-8.885815605221266,-20.996321918854477,3.032220534092208,1.0
CAP,linear,common_path,12,neither,delta_market_bp,126,126,55,adequate,-1.464027186616847,-9.395046855013767,6.948254323524515,1.0
CAP,linear,common_path,12,neither,delta_g_bp,126,126,55,adequate,0.18813023435951806,0.08177766432463653,0.2962952966826572,1.0
CAP,linear,common_path,12,neither,fall10,126,126,55,adequate,0.023809523809523808,0.006800422871851443,0.044642857142857144,1.0
CAP,linear,common_path,12,neither,local_down,126,126,55,adequate,0.2619047619047619,0.17140977443609023,0.35900809716599186,1.0
CAP,threshold,full12,12,both,e_now,205,205,58,adequate,3.8406912959105517,1.9886231634399307,5.989506484425604,1.0
CAP,threshold,full12,12,both,delta_e,205,205,58,adequate,-4.824518307513651,-6.458356713521624,-3.4588094981055355,1.0
CAP,threshold,full12,12,both,target,205,205,58,adequate,-0.9838270116030994,-2.386366771394382,0.35200335419535234,1.0
CAP,threshold,full12,12,both,local_logreturn_bp,205,205,58,adequate,-3.557894224886226,-8.375509066397893,1.5002949925311482,1.0
CAP,threshold,full12,12,both,local_change_krw,205,205,58,adequate,-0.5219512195121951,-1.2279047538725367,0.22079579579579572,1.0
CAP,threshold,full12,12,both,delta_log_volume,205,205,58,adequate,0.10532296411721413,0.021267319819071283,0.18541914070511858,1.0
CAP,threshold,full12,12,both,delta_local_bp,205,205,58,adequate,-3.6070345385535596,-8.419781675912967,1.4242009348053852,1.0
CAP,threshold,full12,12,both,delta_quote_bp,205,205,58,adequate,-0.08663880304002648,-0.41054171661619904,0.26998871618078163,1.0
CAP,threshold,full12,12,both,delta_fx_bp,205,205,58,adequate,0.3594763830760052,-5.313167476564527,7.209753188349117,1.0
CAP,threshold,full12,12,both,delta_market_bp,205,205,58,adequate,-1.4597122076287985,-8.674945360318018,4.283454803123402,1.0
CAP,threshold,full12,12,both,delta_g_bp,205,205,58,adequate,-0.03060914136745792,-0.10344752883850715,0.05214312305847052,1.0
CAP,threshold,full12,12,both,fall10,205,205,58,adequate,0.28780487804878047,0.23294474921630093,0.3511084036610008,1.0
CAP,threshold,full12,12,both,local_down,205,205,58,adequate,0.5024390243902439,0.4251422155688623,0.571462912087912,1.0
CAP,threshold,full12,12,ml_only,e_now,21,21,16,adequate,1.2771518838735352,0.4635613127548813,2.0775529131380703,1.0
CAP,threshold,full12,12,ml_only,delta_e,21,21,16,adequate,0.08237451882445732,-2.7008139043120534,2.583241822916344,1.0
CAP,threshold,full12,12,ml_only,target,21,21,16,adequate,1.3595264026979927,-1.8120028544963274,4.147724357025678,1.0
CAP,threshold,full12,12,ml_only,local_logreturn_bp,21,21,16,adequate,1.6976953590313455,-16.287263262113044,21.03055414013842,1.0
CAP,threshold,full12,12,ml_only,local_change_krw,21,21,16,adequate,0.23809523809523808,-2.392193675889328,3.055718954248366,1.0
CAP,threshold,full12,12,ml_only,delta_log_volume,21,21,16,adequate,-0.13439767064045616,-0.356083618889951,0.10773226988299874,1.0
CAP,threshold,full12,12,ml_only,delta_local_bp,21,21,16,adequate,1.6666496932829888,-16.364720976372233,21.14836527785655,1.0
CAP,threshold,full12,12,ml_only,delta_quote_bp,21,21,16,adequate,0.5241899512494792,-0.11295501354523733,1.0532649924233275,1.0
CAP,threshold,full12,12,ml_only,delta_fx_bp,21,21,16,adequate,-1.2759086018350732,-16.247968872774102,13.48346912236266,1.0
CAP,threshold,full12,12,ml_only,delta_market_bp,21,21,16,adequate,-0.7891594428239508,-14.225256533714106,11.906383036713999,1.0
CAP,threshold,full12,12,ml_only,delta_g_bp,21,21,16,adequate,-0.04339708105025182,-0.17642473298663885,0.09544151871503372,1.0
CAP,threshold,full12,12,ml_only,fall10,21,21,16,adequate,0.09523809523809523,0.0,0.22727272727272727,1.0
CAP,threshold,full12,12,ml_only,local_down,21,21,16,adequate,0.5238095238095238,0.23529411764705882,0.7895833333333332,1.0
