definition,variant,information,calibration,threshold_bp,sample,strategy,fold,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
EQ,own_scale,F,raw,-5.0,nonoverlap,always_alarm,2026-01,37,12.0,37.0,12.0,25.0,0.0,1.0,1.0,0.32432432432432434,0.06756756756756759,0.0
EQ,own_scale,F,raw,-5.0,nonoverlap,always_alarm,2026-02,36,12.0,36.0,12.0,24.0,0.0,1.0,1.0,0.3333333333333333,0.06666666666666668,0.0
EQ,own_scale,F,raw,-5.0,nonoverlap,always_alarm,2026-03,25,10.0,25.0,10.0,15.0,0.0,1.0,1.0,0.4,0.06000000000000001,0.0
EQ,own_scale,F,raw,-5.0,nonoverlap,never_alarm,2025-12,40,14.0,0.0,0.0,0.0,14.0,0.0,0.0,,0.315,2.820622150286694
EQ,own_scale,F,raw,-5.0,nonoverlap,never_alarm,2026-01,37,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.2918918918918919,1.8593727312177584
EQ,own_scale,F,raw,-5.0,nonoverlap,never_alarm,2026-02,36,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.30000000000000004,4.492297426268001
EQ,own_scale,F,raw,-5.0,nonoverlap,never_alarm,2026-03,25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.36,4.9206456720284
EQ,own_scale,F,raw,-10.0,full,ml_selected,2025-12,139,29.0,44.0,23.0,21.0,6.0,0.31654676258992803,0.7931034482758621,0.5227272727272727,0.0539568345323741,0.5839594856592192
EQ,own_scale,F,raw,-10.0,full,ml_selected,2026-01,137,17.0,30.25,10.0,20.25,7.0,0.2208029197080292,0.5882352941176471,0.3305785123966942,0.06076642335766423,0.19087660218459668
EQ,own_scale,F,raw,-10.0,full,ml_selected,2026-02,128,27.0,50.5,25.0,25.5,2.0,0.39453125,0.9259259259259259,0.49504950495049505,0.033984375000000004,0.07871317970079086
EQ,own_scale,F,raw,-10.0,full,ml_selected,2026-03,105,31.0,37.5,21.75,15.75,9.25,0.35714285714285715,0.7016129032258065,0.58,0.09428571428571429,0.5006361023753775
EQ,own_scale,F,raw,-10.0,full,linear,2025-12,139,29.0,49.0,23.0,26.0,6.0,0.35251798561151076,0.7931034482758621,0.46938775510204084,0.05755395683453238,0.5839594856592192
EQ,own_scale,F,raw,-10.0,full,linear,2026-01,137,17.0,80.0,15.0,65.0,2.0,0.583941605839416,0.8823529411764706,0.1875,0.06058394160583942,0.019008441841961404
EQ,own_scale,F,raw,-10.0,full,linear,2026-02,128,27.0,57.0,26.0,31.0,1.0,0.4453125,0.9629629629629629,0.45614035087719296,0.03125,0.002873484921115249
EQ,own_scale,F,raw,-10.0,full,linear,2026-03,105,31.0,39.0,23.0,16.0,8.0,0.37142857142857144,0.7419354838709677,0.5897435897435898,0.08380952380952382,0.47038924276879107
EQ,own_scale,F,raw,-10.0,full,threshold,2025-12,139,29.0,41.0,22.0,19.0,7.0,0.2949640287769784,0.7586206896551724,0.5365853658536586,0.05899280575539569,0.6347600595682643
EQ,own_scale,F,raw,-10.0,full,threshold,2026-01,137,17.0,41.0,10.0,31.0,7.0,0.29927007299270075,0.5882352941176471,0.24390243902439024,0.06861313868613139,0.21309937993279274
EQ,own_scale,F,raw,-10.0,full,threshold,2026-02,128,27.0,63.0,23.0,40.0,4.0,0.4921875,0.8518518518518519,0.36507936507936506,0.05937500000000001,0.10248183720417445
EQ,own_scale,F,raw,-10.0,full,threshold,2026-03,105,31.0,33.0,20.0,13.0,11.0,0.3142857142857143,0.6451612903225806,0.6060606060606061,0.10666666666666666,0.5141472601986339
EQ,own_scale,F,raw,-10.0,full,historical,2025-12,139,29.0,139.0,29.0,110.0,0.0,1.0,1.0,0.20863309352517986,0.07913669064748201,0.0
EQ,own_scale,F,raw,-10.0,full,historical,2026-01,137,17.0,137.0,17.0,120.0,0.0,1.0,1.0,0.12408759124087591,0.08759124087591241,0.0
EQ,own_scale,F,raw,-10.0,full,historical,2026-02,128,27.0,128.0,27.0,101.0,0.0,1.0,1.0,0.2109375,0.07890625,0.0
EQ,own_scale,F,raw,-10.0,full,historical,2026-03,105,31.0,105.0,31.0,74.0,0.0,1.0,1.0,0.29523809523809524,0.07047619047619046,0.0
EQ,own_scale,F,raw,-10.0,full,state_hist,2025-12,139,29.0,43.0,23.0,20.0,6.0,0.30935251798561153,0.7931034482758621,0.5348837209302325,0.05323741007194245,0.5839594856592192
EQ,own_scale,F,raw,-10.0,full,state_hist,2026-01,137,17.0,23.0,9.0,14.0,8.0,0.1678832116788321,0.5294117647058824,0.391304347826087,0.06277372262773724,0.2097589707379264
EQ,own_scale,F,raw,-10.0,full,state_hist,2026-02,128,27.0,45.0,25.0,20.0,2.0,0.3515625,0.9259259259259259,0.5555555555555556,0.029687500000000002,0.07871317970079086
EQ,own_scale,F,raw,-10.0,full,state_hist,2026-03,105,31.0,31.0,20.0,11.0,11.0,0.29523809523809524,0.6451612903225806,0.6451612903225806,0.10476190476190476,0.5141472601986339
EQ,own_scale,F,raw,-10.0,full,always_alarm,2025-12,139,29.0,139.0,29.0,110.0,0.0,1.0,1.0,0.20863309352517986,0.07913669064748201,0.0
EQ,own_scale,F,raw,-10.0,full,always_alarm,2026-01,137,17.0,137.0,17.0,120.0,0.0,1.0,1.0,0.12408759124087591,0.08759124087591241,0.0
EQ,own_scale,F,raw,-10.0,full,always_alarm,2026-02,128,27.0,128.0,27.0,101.0,0.0,1.0,1.0,0.2109375,0.07890625,0.0
EQ,own_scale,F,raw,-10.0,full,always_alarm,2026-03,105,31.0,105.0,31.0,74.0,0.0,1.0,1.0,0.29523809523809524,0.07047619047619046,0.0
EQ,own_scale,F,raw,-10.0,full,never_alarm,2025-12,139,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.18776978417266188,1.821135061848711
EQ,own_scale,F,raw,-10.0,full,never_alarm,2026-01,137,17.0,0.0,0.0,0.0,17.0,0.0,0.0,,0.11167883211678832,0.6150721689403652
EQ,own_scale,F,raw,-10.0,full,never_alarm,2026-02,128,27.0,0.0,0.0,0.0,27.0,0.0,0.0,,0.18984375,2.0715455088394963
EQ,own_scale,F,raw,-10.0,full,never_alarm,2026-03,105,31.0,0.0,0.0,0.0,31.0,0.0,0.0,,0.2657142857142857,3.0795363062255
EQ,own_scale,F,raw,-10.0,nonoverlap,ml_selected,2025-12,40,7.0,11.25,4.0,7.25,3.0,0.28125,0.5714285714285714,0.35555555555555557,0.085625,0.6130343851764053
EQ,own_scale,F,raw,-10.0,nonoverlap,ml_selected,2026-01,37,5.0,7.25,2.0,5.25,3.0,0.19594594594594594,0.4,0.27586206896551724,0.08716216216216216,0.3629245793021413
EQ,own_scale,F,raw,-10.0,nonoverlap,ml_selected,2026-02,36,9.0,15.0,9.0,6.0,0.0,0.4166666666666667,1.0,0.6,0.016666666666666666,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,ml_selected,2026-03,25,9.0,8.75,6.75,2.0,2.25,0.35,0.75,0.7714285714285715,0.08900000000000001,0.5603500957949188
EQ,own_scale,F,raw,-10.0,nonoverlap,linear,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6130343851764053
EQ,own_scale,F,raw,-10.0,nonoverlap,linear,2026-01,37,5.0,26.0,5.0,21.0,0.0,0.7027027027027027,1.0,0.19230769230769232,0.05675675675675676,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,linear,2026-02,36,9.0,18.0,9.0,9.0,0.0,0.5,1.0,0.5,0.025,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,linear,2026-03,25,9.0,9.0,7.0,2.0,2.0,0.36,0.7777777777777778,0.7777777777777778,0.08,0.5480794160557305
EQ,own_scale,F,raw,-10.0,nonoverlap,threshold,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6130343851764053
EQ,own_scale,F,raw,-10.0,nonoverlap,threshold,2026-01,37,5.0,12.0,3.0,9.0,2.0,0.32432432432432434,0.6,0.25,0.07297297297297298,0.34710614090768266
EQ,own_scale,F,raw,-10.0,nonoverlap,threshold,2026-02,36,9.0,18.0,8.0,10.0,1.0,0.5,0.8888888888888888,0.4444444444444444,0.052777777777777785,0.08081392224099569
EQ,own_scale,F,raw,-10.0,nonoverlap,threshold,2026-03,25,9.0,6.0,5.0,1.0,4.0,0.24,0.5555555555555556,0.8333333333333334,0.14800000000000002,0.6170969586525957
EQ,own_scale,F,raw,-10.0,nonoverlap,historical,2025-12,40,7.0,40.0,7.0,33.0,0.0,1.0,1.0,0.175,0.0825,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,historical,2026-01,37,5.0,37.0,5.0,32.0,0.0,1.0,1.0,0.13513513513513514,0.0864864864864865,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,historical,2026-02,36,9.0,36.0,9.0,27.0,0.0,1.0,1.0,0.25,0.07500000000000001,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,historical,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,state_hist,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6130343851764053
EQ,own_scale,F,raw,-10.0,nonoverlap,state_hist,2026-01,37,5.0,6.0,2.0,4.0,3.0,0.16216216216216217,0.4,0.3333333333333333,0.08378378378378379,0.3629245793021413
EQ,own_scale,F,raw,-10.0,nonoverlap,state_hist,2026-02,36,9.0,15.0,9.0,6.0,0.0,0.4166666666666667,1.0,0.6,0.016666666666666666,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,state_hist,2026-03,25,9.0,6.0,5.0,1.0,4.0,0.24,0.5555555555555556,0.8333333333333334,0.14800000000000002,0.6170969586525957
EQ,own_scale,F,raw,-10.0,nonoverlap,always_alarm,2025-12,40,7.0,40.0,7.0,33.0,0.0,1.0,1.0,0.175,0.0825,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,always_alarm,2026-01,37,5.0,37.0,5.0,32.0,0.0,1.0,1.0,0.13513513513513514,0.0864864864864865,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,always_alarm,2026-02,36,9.0,36.0,9.0,27.0,0.0,1.0,1.0,0.25,0.07500000000000001,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,always_alarm,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
EQ,own_scale,F,raw,-10.0,nonoverlap,never_alarm,2025-12,40,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.15750000000000003,1.5553199343255657
EQ,own_scale,F,raw,-10.0,nonoverlap,never_alarm,2026-01,37,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.12162162162162163,0.8521825220306145
EQ,own_scale,F,raw,-10.0,nonoverlap,never_alarm,2026-02,36,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.22499999999999998,2.994270887506297
EQ,own_scale,F,raw,-10.0,nonoverlap,never_alarm,2026-03,25,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.32400000000000007,3.0708847247301514
EQ,own_scale,F,raw,-20.0,full,ml_selected,2025-12,139,8.0,7.75,2.0,5.75,6.0,0.05575539568345324,0.25,0.25806451612903225,0.04298561151079137,0.4167606482347906
EQ,own_scale,F,raw,-20.0,full,ml_selected,2026-01,137,2.0,1.25,1.25,0.0,0.75,0.009124087591240875,0.625,1.0,0.004927007299270074,9.470076744768193e-05
EQ,own_scale,F,raw,-20.0,full,ml_selected,2026-02,128,13.0,20.75,8.5,12.25,4.5,0.162109375,0.6538461538461539,0.40963855421686746,0.0412109375,0.15296527650845188
EQ,own_scale,F,raw,-20.0,full,ml_selected,2026-03,105,16.0,18.75,10.25,8.5,5.75,0.17857142857142858,0.640625,0.5466666666666666,0.05738095238095239,0.2592081765221883
EQ,own_scale,F,raw,-20.0,full,linear,2025-12,139,8.0,8.0,3.0,5.0,5.0,0.05755395683453238,0.375,0.375,0.03597122302158273,0.41451007486962643
EQ,own_scale,F,raw,-20.0,full,linear,2026-01,137,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.013138686131386862,0.028161535771752223
EQ,own_scale,F,raw,-20.0,full,linear,2026-02,128,13.0,2.0,2.0,0.0,11.0,0.015625,0.15384615384615385,1.0,0.07734375,0.48264700922696824
EQ,own_scale,F,raw,-20.0,full,linear,2026-03,105,16.0,9.0,6.0,3.0,10.0,0.08571428571428572,0.375,0.6666666666666666,0.08857142857142858,0.5031244075198246
EQ,own_scale,F,raw,-20.0,full,threshold,2025-12,139,8.0,11.0,2.0,9.0,6.0,0.07913669064748201,0.25,0.18181818181818182,0.04532374100719425,0.41596328157757195
EQ,own_scale,F,raw,-20.0,full,threshold,2026-01,137,2.0,1.0,1.0,0.0,1.0,0.0072992700729927005,0.5,1.0,0.006569343065693431,0.00012626768993024255
EQ,own_scale,F,raw,-20.0,full,threshold,2026-02,128,13.0,22.0,9.0,13.0,4.0,0.171875,0.6923076923076923,0.4090909090909091,0.038281249999999996,0.0865964954100801
EQ,own_scale,F,raw,-20.0,full,threshold,2026-03,105,16.0,10.0,6.0,4.0,10.0,0.09523809523809523,0.375,0.6,0.08952380952380953,0.5031244075198246
EQ,own_scale,F,raw,-20.0,full,historical,2025-12,139,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.051798561151079135,0.48787914686157613
EQ,own_scale,F,raw,-20.0,full,historical,2026-01,137,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.013138686131386862,0.028161535771752223
EQ,own_scale,F,raw,-20.0,full,historical,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6394045888928586
EQ,own_scale,F,raw,-20.0,full,historical,2026-03,105,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.13714285714285715,0.8760278748907337
EQ,own_scale,F,raw,-20.0,full,state_hist,2025-12,139,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.051798561151079135,0.48787914686157613
EQ,own_scale,F,raw,-20.0,full,state_hist,2026-01,137,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.013138686131386862,0.028161535771752223
EQ,own_scale,F,raw,-20.0,full,state_hist,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6394045888928586
EQ,own_scale,F,raw,-20.0,full,state_hist,2026-03,105,16.0,31.0,15.0,16.0,1.0,0.29523809523809524,0.9375,0.4838709677419355,0.023809523809523808,0.027634625416174903
EQ,own_scale,F,raw,-20.0,full,always_alarm,2025-12,139,8.0,139.0,8.0,131.0,0.0,1.0,1.0,0.05755395683453238,0.09424460431654674,0.0
EQ,own_scale,F,raw,-20.0,full,always_alarm,2026-01,137,2.0,137.0,2.0,135.0,0.0,1.0,1.0,0.014598540145985401,0.09854014598540145,0.0
EQ,own_scale,F,raw,-20.0,full,always_alarm,2026-02,128,13.0,128.0,13.0,115.0,0.0,1.0,1.0,0.1015625,0.08984375000000001,0.0
EQ,own_scale,F,raw,-20.0,full,always_alarm,2026-03,105,16.0,105.0,16.0,89.0,0.0,1.0,1.0,0.1523809523809524,0.08476190476190475,0.0
EQ,own_scale,F,raw,-20.0,full,never_alarm,2025-12,139,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.051798561151079135,0.48787914686157613
EQ,own_scale,F,raw,-20.0,full,never_alarm,2026-01,137,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.013138686131386862,0.028161535771752223
EQ,own_scale,F,raw,-20.0,full,never_alarm,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6394045888928586
EQ,own_scale,F,raw,-20.0,full,never_alarm,2026-03,105,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.13714285714285715,0.8760278748907337
EQ,own_scale,F,raw,-20.0,nonoverlap,ml_selected,2025-12,40,2.0,2.0,1.0,1.0,1.0,0.05,0.5,0.5,0.025,0.2633872441683853
EQ,own_scale,F,raw,-20.0,nonoverlap,ml_selected,2026-01,37,1.0,0.25,0.25,0.0,0.75,0.006756756756756757,0.25,1.0,0.018243243243243244,0.000350648787576552
EQ,own_scale,F,raw,-20.0,nonoverlap,ml_selected,2026-02,36,5.0,6.25,2.5,3.75,2.5,0.1736111111111111,0.5,0.4,0.07291666666666669,0.4242490251860311
EQ,own_scale,F,raw,-20.0,nonoverlap,ml_selected,2026-03,25,4.0,1.75,1.25,0.5,2.75,0.07,0.3125,0.7142857142857143,0.10099999999999999,0.40313632333179394
EQ,own_scale,F,raw,-20.0,nonoverlap,linear,2025-12,40,2.0,2.0,1.0,1.0,1.0,0.05,0.5,0.5,0.025,0.2633872441683853
EQ,own_scale,F,raw,-20.0,nonoverlap,linear,2026-01,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.024324324324324326,0.000467531716768736
EQ,own_scale,F,raw,-20.0,nonoverlap,linear,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2634332841976093
EQ,own_scale,F,raw,-20.0,nonoverlap,linear,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6589389089679488
EQ,own_scale,F,raw,-20.0,nonoverlap,threshold,2025-12,40,2.0,2.0,1.0,1.0,1.0,0.05,0.5,0.5,0.025,0.2633872441683853
EQ,own_scale,F,raw,-20.0,nonoverlap,threshold,2026-01,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.024324324324324326,0.000467531716768736
EQ,own_scale,F,raw,-20.0,nonoverlap,threshold,2026-02,36,5.0,7.0,4.0,3.0,1.0,0.19444444444444445,0.8,0.5714285714285714,0.03333333333333334,0.15072060635094953
EQ,own_scale,F,raw,-20.0,nonoverlap,threshold,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6589389089679488
EQ,own_scale,F,raw,-20.0,nonoverlap,historical,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.5054741335863545
EQ,own_scale,F,raw,-20.0,nonoverlap,historical,2026-01,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.024324324324324326,0.000467531716768736
EQ,own_scale,F,raw,-20.0,nonoverlap,historical,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2634332841976093
EQ,own_scale,F,raw,-20.0,nonoverlap,historical,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6589389089679488
EQ,own_scale,F,raw,-20.0,nonoverlap,state_hist,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.5054741335863545
EQ,own_scale,F,raw,-20.0,nonoverlap,state_hist,2026-01,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.024324324324324326,0.000467531716768736
EQ,own_scale,F,raw,-20.0,nonoverlap,state_hist,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2634332841976093
EQ,own_scale,F,raw,-20.0,nonoverlap,state_hist,2026-03,25,4.0,6.0,4.0,2.0,0.0,0.24,1.0,0.6666666666666666,0.008,0.0
EQ,own_scale,F,raw,-20.0,nonoverlap,always_alarm,2025-12,40,2.0,40.0,2.0,38.0,0.0,1.0,1.0,0.05,0.095,0.0
EQ,own_scale,F,raw,-20.0,nonoverlap,always_alarm,2026-01,37,1.0,37.0,1.0,36.0,0.0,1.0,1.0,0.02702702702702703,0.09729729729729732,0.0
EQ,own_scale,F,raw,-20.0,nonoverlap,always_alarm,2026-02,36,5.0,36.0,5.0,31.0,0.0,1.0,1.0,0.1388888888888889,0.08611111111111112,0.0
EQ,own_scale,F,raw,-20.0,nonoverlap,always_alarm,2026-03,25,4.0,25.0,4.0,21.0,0.0,1.0,1.0,0.16,0.084,0.0
EQ,own_scale,F,raw,-20.0,nonoverlap,never_alarm,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.5054741335863545
EQ,own_scale,F,raw,-20.0,nonoverlap,never_alarm,2026-01,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.024324324324324326,0.000467531716768736
EQ,own_scale,F,raw,-20.0,nonoverlap,never_alarm,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2634332841976093
EQ,own_scale,F,raw,-20.0,nonoverlap,never_alarm,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6589389089679488
EQ,own_scale,F,calibrated,-5.0,full,ml_selected,2025-12,139,48.0,117.75,47.0,70.75,1.0,0.8471223021582733,0.9791666666666666,0.3991507430997877,0.05737410071942446,0.06787761954427934
EQ,own_scale,F,calibrated,-5.0,full,ml_selected,2026-01,137,35.0,99.25,31.5,67.75,3.5,0.7244525547445255,0.9,0.31738035264483627,0.07244525547445256,0.0832014439572105
EQ,own_scale,F,calibrated,-5.0,full,ml_selected,2026-02,128,40.0,117.5,39.0,78.5,1.0,0.91796875,0.975,0.33191489361702126,0.068359375,0.006092170462267704
EQ,own_scale,F,calibrated,-5.0,full,ml_selected,2026-03,105,41.0,96.25,41.0,55.25,0.0,0.9166666666666666,1.0,0.42597402597402595,0.05261904761904762,0.0
EQ,own_scale,F,calibrated,-5.0,full,linear,2025-12,139,48.0,116.0,46.0,70.0,2.0,0.8345323741007195,0.9583333333333334,0.39655172413793105,0.06330935251798561,0.5793654440601517
EQ,own_scale,F,calibrated,-5.0,full,linear,2026-01,137,35.0,136.0,35.0,101.0,0.0,0.9927007299270073,1.0,0.25735294117647056,0.07372262773722628,0.0
EQ,own_scale,F,calibrated,-5.0,full,linear,2026-02,128,40.0,127.0,40.0,87.0,0.0,0.9921875,1.0,0.31496062992125984,0.06796875,0.0
EQ,own_scale,F,calibrated,-5.0,full,linear,2026-03,105,41.0,82.0,41.0,41.0,0.0,0.780952380952381,1.0,0.5,0.039047619047619046,0.0
EQ,own_scale,F,calibrated,-5.0,full,threshold,2025-12,139,48.0,117.0,45.0,72.0,3.0,0.841726618705036,0.9375,0.38461538461538464,0.0712230215827338,0.456900309918413
EQ,own_scale,F,calibrated,-5.0,full,threshold,2026-01,137,35.0,123.0,34.0,89.0,1.0,0.8978102189781022,0.9714285714285714,0.2764227642276423,0.07153284671532847,0.00881169160764541
EQ,own_scale,F,calibrated,-5.0,full,threshold,2026-02,128,40.0,112.0,40.0,72.0,0.0,0.875,1.0,0.35714285714285715,0.056249999999999994,0.0
EQ,own_scale,F,calibrated,-5.0,full,threshold,2026-03,105,41.0,85.0,41.0,44.0,0.0,0.8095238095238095,1.0,0.4823529411764706,0.04190476190476191,0.0
EQ,own_scale,F,calibrated,-5.0,full,historical,2025-12,139,48.0,139.0,48.0,91.0,0.0,1.0,1.0,0.34532374100719426,0.06546762589928055,0.0
EQ,own_scale,F,calibrated,-5.0,full,historical,2026-01,137,35.0,137.0,35.0,102.0,0.0,1.0,1.0,0.25547445255474455,0.07445255474452554,0.0
EQ,own_scale,F,calibrated,-5.0,full,historical,2026-02,128,40.0,128.0,40.0,88.0,0.0,1.0,1.0,0.3125,0.06874999999999999,0.0
EQ,own_scale,F,calibrated,-5.0,full,historical,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
EQ,own_scale,F,calibrated,-5.0,full,state_hist,2025-12,139,48.0,136.0,48.0,88.0,0.0,0.9784172661870504,1.0,0.35294117647058826,0.0633093525179856,0.0
EQ,own_scale,F,calibrated,-5.0,full,state_hist,2026-01,137,35.0,117.0,33.0,84.0,2.0,0.8540145985401459,0.9428571428571428,0.28205128205128205,0.07445255474452554,0.05968059603808838
EQ,own_scale,F,calibrated,-5.0,full,state_hist,2026-02,128,40.0,128.0,40.0,88.0,0.0,1.0,1.0,0.3125,0.06874999999999999,0.0
EQ,own_scale,F,calibrated,-5.0,full,state_hist,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
EQ,own_scale,F,calibrated,-5.0,full,always_alarm,2025-12,139,48.0,139.0,48.0,91.0,0.0,1.0,1.0,0.34532374100719426,0.06546762589928055,0.0
EQ,own_scale,F,calibrated,-5.0,full,always_alarm,2026-01,137,35.0,137.0,35.0,102.0,0.0,1.0,1.0,0.25547445255474455,0.07445255474452554,0.0
EQ,own_scale,F,calibrated,-5.0,full,always_alarm,2026-02,128,40.0,128.0,40.0,88.0,0.0,1.0,1.0,0.3125,0.06874999999999999,0.0
EQ,own_scale,F,calibrated,-5.0,full,always_alarm,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
EQ,own_scale,F,calibrated,-5.0,full,never_alarm,2025-12,139,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.31079136690647485,3.2042486591445254
EQ,own_scale,F,calibrated,-5.0,full,never_alarm,2026-01,137,35.0,0.0,0.0,0.0,35.0,0.0,0.0,,0.22992700729927007,1.51588758942898
EQ,own_scale,F,calibrated,-5.0,full,never_alarm,2026-02,128,40.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.28125,3.39993550993521
EQ,own_scale,F,calibrated,-5.0,full,never_alarm,2026-03,105,41.0,0.0,0.0,0.0,41.0,0.0,0.0,,0.3514285714285715,4.7786826472415465
EQ,own_scale,F,calibrated,-5.0,nonoverlap,ml_selected,2025-12,40,14.0,34.75,14.0,20.75,0.0,0.86875,1.0,0.4028776978417266,0.051875000000000004,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,ml_selected,2026-01,37,12.0,28.25,11.0,17.25,1.0,0.7635135135135135,0.9166666666666666,0.3893805309734513,0.07094594594594596,0.0375611505743631
EQ,own_scale,F,calibrated,-5.0,nonoverlap,ml_selected,2026-02,36,12.0,32.25,11.0,21.25,1.0,0.8958333333333334,0.9166666666666666,0.34108527131782945,0.08402777777777778,0.021661050532507393
EQ,own_scale,F,calibrated,-5.0,nonoverlap,ml_selected,2026-03,25,10.0,22.75,10.0,12.75,0.0,0.91,1.0,0.43956043956043955,0.051000000000000004,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,linear,2025-12,40,14.0,33.0,13.0,20.0,1.0,0.825,0.9285714285714286,0.3939393939393939,0.0725,0.6383872441683853
EQ,own_scale,F,calibrated,-5.0,nonoverlap,linear,2026-01,37,12.0,36.0,12.0,24.0,0.0,0.972972972972973,1.0,0.3333333333333333,0.06486486486486487,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,linear,2026-02,36,12.0,35.0,12.0,23.0,0.0,0.9722222222222222,1.0,0.34285714285714286,0.0638888888888889,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,linear,2026-03,25,10.0,17.0,10.0,7.0,0.0,0.68,1.0,0.5882352941176471,0.028000000000000004,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,threshold,2025-12,40,14.0,34.0,14.0,20.0,0.0,0.85,1.0,0.4117647058823529,0.05,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,threshold,2026-01,37,12.0,32.0,12.0,20.0,0.0,0.8648648648648649,1.0,0.375,0.054054054054054064,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,threshold,2026-02,36,12.0,31.0,12.0,19.0,0.0,0.8611111111111112,1.0,0.3870967741935484,0.052777777777777785,0.0
EQ,own_scale,F,calibrated,-5.0,nonoverlap,threshold,2026-03,25,10.0,17.0,10.0,7.0,0.0,0.68,1.0,0.5882352941176471,0.028000000000000004,0.0
