definition,variant,information,calibration,threshold_bp,sample,strategy,fold,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
CAP,original,R,raw,-20.0,nonoverlap,historical,2025-12,40,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,historical,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,historical,2026-02,36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.05,0.21767668741884016
CAP,original,R,raw,-20.0,nonoverlap,historical,2026-03,25,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.07200000000000001,0.4268478835211239
CAP,original,R,raw,-20.0,nonoverlap,state_hist,2025-12,40,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,state_hist,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,state_hist,2026-02,36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.05,0.21767668741884016
CAP,original,R,raw,-20.0,nonoverlap,state_hist,2026-03,25,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.07200000000000001,0.4268478835211239
CAP,original,R,raw,-20.0,nonoverlap,always_alarm,2025-12,40,0.0,40.0,0.0,40.0,0.0,1.0,,0.0,0.1,0.0
CAP,original,R,raw,-20.0,nonoverlap,always_alarm,2026-01,37,0.0,37.0,0.0,37.0,0.0,1.0,,0.0,0.10000000000000002,0.0
CAP,original,R,raw,-20.0,nonoverlap,always_alarm,2026-02,36,2.0,36.0,2.0,34.0,0.0,1.0,1.0,0.05555555555555555,0.09444444444444446,0.0
CAP,original,R,raw,-20.0,nonoverlap,always_alarm,2026-03,25,2.0,25.0,2.0,23.0,0.0,1.0,1.0,0.08,0.09200000000000001,0.0
CAP,original,R,raw,-20.0,nonoverlap,never_alarm,2025-12,40,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,never_alarm,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,raw,-20.0,nonoverlap,never_alarm,2026-02,36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.05,0.21767668741884016
CAP,original,R,raw,-20.0,nonoverlap,never_alarm,2026-03,25,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.07200000000000001,0.4268478835211239
CAP,original,R,calibrated,-5.0,full,ml_selected,2025-12,139,44.0,121.0,42.0,79.0,2.0,0.8705035971223022,0.9545454545454546,0.34710743801652894,0.0697841726618705,0.027506800349182528
CAP,original,R,calibrated,-5.0,full,ml_selected,2026-01,137,34.0,70.0,29.0,41.0,5.0,0.5109489051094891,0.8529411764705882,0.4142857142857143,0.06277372262773724,0.07645293752370153
CAP,original,R,calibrated,-5.0,full,ml_selected,2026-02,128,32.0,106.0,30.0,76.0,2.0,0.828125,0.9375,0.2830188679245283,0.07343749999999999,0.038798621832738335
CAP,original,R,calibrated,-5.0,full,ml_selected,2026-03,105,33.0,76.25,30.0,46.25,3.0,0.7261904761904762,0.9090909090909091,0.39344262295081966,0.06976190476190477,0.12679617129235074
CAP,original,R,calibrated,-5.0,full,linear,2025-12,139,44.0,138.0,44.0,94.0,0.0,0.9928057553956835,1.0,0.3188405797101449,0.06762589928057552,0.0
CAP,original,R,calibrated,-5.0,full,linear,2026-01,137,34.0,103.0,33.0,70.0,1.0,0.7518248175182481,0.9705882352941176,0.32038834951456313,0.05766423357664234,0.01785190703839919
CAP,original,R,calibrated,-5.0,full,linear,2026-02,128,32.0,114.0,32.0,82.0,0.0,0.890625,1.0,0.2807017543859649,0.0640625,0.0
CAP,original,R,calibrated,-5.0,full,linear,2026-03,105,33.0,77.0,33.0,44.0,0.0,0.7333333333333333,1.0,0.42857142857142855,0.04190476190476191,0.0
CAP,original,R,calibrated,-5.0,full,threshold,2025-12,139,44.0,120.0,43.0,77.0,1.0,0.8633093525179856,0.9772727272727273,0.35833333333333334,0.06187050359712231,0.02633522836166407
CAP,original,R,calibrated,-5.0,full,threshold,2026-01,137,34.0,83.0,31.0,52.0,3.0,0.6058394160583942,0.9117647058823529,0.37349397590361444,0.05766423357664234,0.05795102653951903
CAP,original,R,calibrated,-5.0,full,threshold,2026-02,128,32.0,100.0,30.0,70.0,2.0,0.78125,0.9375,0.3,0.06875,0.038798621832738335
CAP,original,R,calibrated,-5.0,full,threshold,2026-03,105,33.0,68.0,30.0,38.0,3.0,0.6476190476190476,0.9090909090909091,0.4411764705882353,0.061904761904761914,0.12679617129235074
CAP,original,R,calibrated,-5.0,full,historical,2025-12,139,44.0,139.0,44.0,95.0,0.0,1.0,1.0,0.31654676258992803,0.0683453237410072,0.0
CAP,original,R,calibrated,-5.0,full,historical,2026-01,137,34.0,137.0,34.0,103.0,0.0,1.0,1.0,0.24817518248175183,0.07518248175182482,0.0
CAP,original,R,calibrated,-5.0,full,historical,2026-02,128,32.0,128.0,32.0,96.0,0.0,1.0,1.0,0.25,0.075,0.0
CAP,original,R,calibrated,-5.0,full,historical,2026-03,105,33.0,105.0,33.0,72.0,0.0,1.0,1.0,0.3142857142857143,0.06857142857142856,0.0
CAP,original,R,calibrated,-5.0,full,state_hist,2025-12,139,44.0,115.0,42.0,73.0,2.0,0.8273381294964028,0.9545454545454546,0.3652173913043478,0.06546762589928058,0.027506800349182528
CAP,original,R,calibrated,-5.0,full,state_hist,2026-01,137,34.0,89.0,28.0,61.0,6.0,0.6496350364963503,0.8235294117647058,0.3146067415730337,0.08394160583941605,0.07517435384324946
CAP,original,R,calibrated,-5.0,full,state_hist,2026-02,128,32.0,106.0,30.0,76.0,2.0,0.828125,0.9375,0.2830188679245283,0.0734375,0.10068112772976384
CAP,original,R,calibrated,-5.0,full,state_hist,2026-03,105,33.0,98.0,32.0,66.0,1.0,0.9333333333333333,0.9696969696969697,0.32653061224489793,0.07142857142857142,0.0011711506783647118
CAP,original,R,calibrated,-5.0,full,always_alarm,2025-12,139,44.0,139.0,44.0,95.0,0.0,1.0,1.0,0.31654676258992803,0.0683453237410072,0.0
CAP,original,R,calibrated,-5.0,full,always_alarm,2026-01,137,34.0,137.0,34.0,103.0,0.0,1.0,1.0,0.24817518248175183,0.07518248175182482,0.0
CAP,original,R,calibrated,-5.0,full,always_alarm,2026-02,128,32.0,128.0,32.0,96.0,0.0,1.0,1.0,0.25,0.075,0.0
CAP,original,R,calibrated,-5.0,full,always_alarm,2026-03,105,33.0,105.0,33.0,72.0,0.0,1.0,1.0,0.3142857142857143,0.06857142857142856,0.0
CAP,original,R,calibrated,-5.0,full,never_alarm,2025-12,139,44.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.2848920863309352,2.0628731908550457
CAP,original,R,calibrated,-5.0,full,never_alarm,2026-01,137,34.0,0.0,0.0,0.0,34.0,0.0,0.0,,0.22335766423357664,0.9953896576640119
CAP,original,R,calibrated,-5.0,full,never_alarm,2026-02,128,32.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.22499999999999998,1.5726888965958539
CAP,original,R,calibrated,-5.0,full,never_alarm,2026-03,105,33.0,0.0,0.0,0.0,33.0,0.0,0.0,,0.28285714285714286,2.8611311800325967
CAP,original,R,calibrated,-5.0,nonoverlap,ml_selected,2025-12,40,9.0,30.0,9.0,21.0,0.0,0.75,1.0,0.3,0.052500000000000005,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-01,37,9.0,18.0,8.0,10.0,1.0,0.4864864864864865,0.8888888888888888,0.4444444444444444,0.051351351351351354,0.086551049678844
CAP,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-02,36,11.0,27.0,11.0,16.0,0.0,0.75,1.0,0.4074074074074074,0.044444444444444446,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-03,25,9.0,16.0,7.0,9.0,2.0,0.64,0.7777777777777778,0.4375,0.10800000000000001,0.24405307635279855
CAP,original,R,calibrated,-5.0,nonoverlap,linear,2025-12,40,9.0,39.0,9.0,30.0,0.0,0.975,1.0,0.23076923076923078,0.07500000000000001,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,linear,2026-01,37,9.0,29.0,9.0,20.0,0.0,0.7837837837837838,1.0,0.3103448275862069,0.05405405405405406,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,linear,2026-02,36,11.0,30.0,11.0,19.0,0.0,0.8333333333333334,1.0,0.36666666666666664,0.052777777777777785,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,linear,2026-03,25,9.0,18.0,9.0,9.0,0.0,0.72,1.0,0.5,0.036000000000000004,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,threshold,2025-12,40,9.0,30.0,9.0,21.0,0.0,0.75,1.0,0.3,0.052500000000000005,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,threshold,2026-01,37,9.0,22.0,8.0,14.0,1.0,0.5945945945945946,0.8888888888888888,0.36363636363636365,0.06216216216216217,0.086551049678844
CAP,original,R,calibrated,-5.0,nonoverlap,threshold,2026-02,36,11.0,26.0,11.0,15.0,0.0,0.7222222222222222,1.0,0.4230769230769231,0.04166666666666667,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,threshold,2026-03,25,9.0,15.0,7.0,8.0,2.0,0.6,0.7777777777777778,0.4666666666666667,0.10400000000000001,0.24405307635279855
CAP,original,R,calibrated,-5.0,nonoverlap,historical,2025-12,40,9.0,40.0,9.0,31.0,0.0,1.0,1.0,0.225,0.07750000000000001,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,historical,2026-01,37,9.0,37.0,9.0,28.0,0.0,1.0,1.0,0.24324324324324326,0.0756756756756757,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,historical,2026-02,36,11.0,36.0,11.0,25.0,0.0,1.0,1.0,0.3055555555555556,0.06944444444444446,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,historical,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,state_hist,2025-12,40,9.0,30.0,9.0,21.0,0.0,0.75,1.0,0.3,0.052500000000000005,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-01,37,9.0,24.0,7.0,17.0,2.0,0.6486486486486487,0.7777777777777778,0.2916666666666667,0.0945945945945946,0.12411191416954392
CAP,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-02,36,11.0,28.0,11.0,17.0,0.0,0.7777777777777778,1.0,0.39285714285714285,0.04722222222222223,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-03,25,9.0,23.0,8.0,15.0,1.0,0.92,0.8888888888888888,0.34782608695652173,0.096,0.004918832849131789
CAP,original,R,calibrated,-5.0,nonoverlap,always_alarm,2025-12,40,9.0,40.0,9.0,31.0,0.0,1.0,1.0,0.225,0.07750000000000001,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-01,37,9.0,37.0,9.0,28.0,0.0,1.0,1.0,0.24324324324324326,0.0756756756756757,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-02,36,11.0,36.0,11.0,25.0,0.0,1.0,1.0,0.3055555555555556,0.06944444444444446,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
CAP,original,R,calibrated,-5.0,nonoverlap,never_alarm,2025-12,40,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.20250000000000004,1.5788166257987342
CAP,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-01,37,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.2189189189189189,0.9251983212285364
CAP,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-02,36,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.275,2.8184873692832664
CAP,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-03,25,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.324,2.3805666382806145
CAP,original,R,calibrated,-10.0,full,ml_selected,2025-12,139,24.0,93.0,24.0,69.0,0.0,0.6690647482014388,1.0,0.25806451612903225,0.04964028776978417,0.0
CAP,original,R,calibrated,-10.0,full,ml_selected,2026-01,137,10.0,31.0,8.0,23.0,2.0,0.22627737226277372,0.8,0.25806451612903225,0.029927007299270076,0.06541050393805095
CAP,original,R,calibrated,-10.0,full,ml_selected,2026-02,128,16.0,56.0,13.0,43.0,3.0,0.4375,0.8125,0.23214285714285715,0.05468750000000001,0.06138434303313045
CAP,original,R,calibrated,-10.0,full,ml_selected,2026-03,105,21.0,43.0,17.0,26.0,4.0,0.4095238095238095,0.8095238095238095,0.3953488372093023,0.05904761904761906,0.15518775459750767
CAP,original,R,calibrated,-10.0,full,linear,2025-12,139,24.0,111.0,24.0,87.0,0.0,0.7985611510791367,1.0,0.21621621621621623,0.06258992805755395,0.0
CAP,original,R,calibrated,-10.0,full,linear,2026-01,137,10.0,29.0,6.0,23.0,4.0,0.2116788321167883,0.6,0.20689655172413793,0.043065693430656936,0.10703892022080834
CAP,original,R,calibrated,-10.0,full,linear,2026-02,128,16.0,65.0,14.0,51.0,2.0,0.5078125,0.875,0.2153846153846154,0.05390625,0.055492049912659505
CAP,original,R,calibrated,-10.0,full,linear,2026-03,105,21.0,45.0,17.0,28.0,4.0,0.42857142857142855,0.8095238095238095,0.37777777777777777,0.060952380952380966,0.15518775459750767
CAP,original,R,calibrated,-10.0,full,threshold,2025-12,139,24.0,94.0,24.0,70.0,0.0,0.6762589928057554,1.0,0.2553191489361702,0.050359712230215826,0.0
CAP,original,R,calibrated,-10.0,full,threshold,2026-01,137,10.0,36.0,8.0,28.0,2.0,0.26277372262773724,0.8,0.2222222222222222,0.03357664233576643,0.055728057225519725
CAP,original,R,calibrated,-10.0,full,threshold,2026-02,128,16.0,58.0,13.0,45.0,3.0,0.453125,0.8125,0.22413793103448276,0.05625000000000001,0.06138434303313045
CAP,original,R,calibrated,-10.0,full,threshold,2026-03,105,21.0,43.0,17.0,26.0,4.0,0.4095238095238095,0.8095238095238095,0.3953488372093023,0.05904761904761906,0.15518775459750767
CAP,original,R,calibrated,-10.0,full,historical,2025-12,139,24.0,139.0,24.0,115.0,0.0,1.0,1.0,0.17266187050359713,0.08273381294964027,0.0
CAP,original,R,calibrated,-10.0,full,historical,2026-01,137,10.0,62.0,2.0,60.0,8.0,0.45255474452554745,0.2,0.03225806451612903,0.09635036496350367,0.15353230153527933
CAP,original,R,calibrated,-10.0,full,historical,2026-02,128,16.0,96.0,12.0,84.0,4.0,0.75,0.75,0.125,0.09375000000000003,0.10004447651439398
CAP,original,R,calibrated,-10.0,full,historical,2026-03,105,21.0,105.0,21.0,84.0,0.0,1.0,1.0,0.2,0.07999999999999999,0.0
CAP,original,R,calibrated,-10.0,full,state_hist,2025-12,139,24.0,82.0,23.0,59.0,1.0,0.5899280575539568,0.9583333333333334,0.2804878048780488,0.048920863309352525,0.016182366799599484
CAP,original,R,calibrated,-10.0,full,state_hist,2026-01,137,10.0,40.0,7.0,33.0,3.0,0.291970802919708,0.7,0.175,0.043795620437956206,0.09078241087988172
CAP,original,R,calibrated,-10.0,full,state_hist,2026-02,128,16.0,56.0,13.0,43.0,3.0,0.4375,0.8125,0.23214285714285715,0.0546875,0.06138434303313045
CAP,original,R,calibrated,-10.0,full,state_hist,2026-03,105,21.0,56.0,18.0,38.0,3.0,0.5333333333333333,0.8571428571428571,0.32142857142857145,0.061904761904761914,0.061910973332844794
CAP,original,R,calibrated,-10.0,full,always_alarm,2025-12,139,24.0,139.0,24.0,115.0,0.0,1.0,1.0,0.17266187050359713,0.08273381294964027,0.0
CAP,original,R,calibrated,-10.0,full,always_alarm,2026-01,137,10.0,137.0,10.0,127.0,0.0,1.0,1.0,0.072992700729927,0.0927007299270073,0.0
CAP,original,R,calibrated,-10.0,full,always_alarm,2026-02,128,16.0,128.0,16.0,112.0,0.0,1.0,1.0,0.125,0.08750000000000001,0.0
CAP,original,R,calibrated,-10.0,full,always_alarm,2026-03,105,21.0,105.0,21.0,84.0,0.0,1.0,1.0,0.2,0.07999999999999999,0.0
CAP,original,R,calibrated,-10.0,full,never_alarm,2025-12,139,24.0,0.0,0.0,0.0,24.0,0.0,0.0,,0.15539568345323743,0.8342180765407337
CAP,original,R,calibrated,-10.0,full,never_alarm,2026-01,137,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.06569343065693431,0.26691457572467436
CAP,original,R,calibrated,-10.0,full,never_alarm,2026-02,128,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.1125,0.663256351439466
CAP,original,R,calibrated,-10.0,full,never_alarm,2026-03,105,21.0,0.0,0.0,0.0,21.0,0.0,0.0,,0.18,1.609093450008528
CAP,original,R,calibrated,-10.0,nonoverlap,ml_selected,2025-12,40,5.0,25.0,5.0,20.0,0.0,0.625,1.0,0.2,0.05,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,ml_selected,2026-01,37,3.0,8.0,3.0,5.0,0.0,0.21621621621621623,1.0,0.375,0.013513513513513514,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,ml_selected,2026-02,36,8.0,14.0,7.0,7.0,1.0,0.3888888888888889,0.875,0.5,0.04444444444444445,0.022371919517519254
CAP,original,R,calibrated,-10.0,nonoverlap,ml_selected,2026-03,25,4.0,10.0,3.0,7.0,1.0,0.4,0.75,0.3,0.064,0.03913424350366675
CAP,original,R,calibrated,-10.0,nonoverlap,linear,2025-12,40,5.0,28.0,5.0,23.0,0.0,0.7,1.0,0.17857142857142858,0.05750000000000001,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,linear,2026-01,37,3.0,6.0,2.0,4.0,1.0,0.16216216216216217,0.6666666666666666,0.3333333333333333,0.03513513513513514,0.09394462840623823
CAP,original,R,calibrated,-10.0,nonoverlap,linear,2026-02,36,8.0,17.0,7.0,10.0,1.0,0.4722222222222222,0.875,0.4117647058823529,0.052777777777777785,0.022371919517519254
CAP,original,R,calibrated,-10.0,nonoverlap,linear,2026-03,25,4.0,11.0,3.0,8.0,1.0,0.44,0.75,0.2727272727272727,0.068,0.03913424350366675
CAP,original,R,calibrated,-10.0,nonoverlap,threshold,2025-12,40,5.0,26.0,5.0,21.0,0.0,0.65,1.0,0.19230769230769232,0.052500000000000005,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,threshold,2026-01,37,3.0,7.0,2.0,5.0,1.0,0.1891891891891892,0.6666666666666666,0.2857142857142857,0.03783783783783784,0.09394462840623823
CAP,original,R,calibrated,-10.0,nonoverlap,threshold,2026-02,36,8.0,14.0,7.0,7.0,1.0,0.3888888888888889,0.875,0.5,0.04444444444444445,0.022371919517519254
CAP,original,R,calibrated,-10.0,nonoverlap,threshold,2026-03,25,4.0,11.0,3.0,8.0,1.0,0.44,0.75,0.2727272727272727,0.068,0.03913424350366675
CAP,original,R,calibrated,-10.0,nonoverlap,historical,2025-12,40,5.0,40.0,5.0,35.0,0.0,1.0,1.0,0.125,0.0875,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,historical,2026-01,37,3.0,17.0,1.0,16.0,2.0,0.4594594594594595,0.3333333333333333,0.058823529411764705,0.0918918918918919,0.1411017762245077
CAP,original,R,calibrated,-10.0,nonoverlap,historical,2026-02,36,8.0,26.0,6.0,20.0,2.0,0.7222222222222222,0.75,0.23076923076923078,0.10555555555555557,0.16597763728194126
CAP,original,R,calibrated,-10.0,nonoverlap,historical,2026-03,25,4.0,25.0,4.0,21.0,0.0,1.0,1.0,0.16,0.084,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,state_hist,2025-12,40,5.0,22.0,5.0,17.0,0.0,0.55,1.0,0.22727272727272727,0.0425,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,state_hist,2026-01,37,3.0,9.0,2.0,7.0,1.0,0.24324324324324326,0.6666666666666666,0.2222222222222222,0.043243243243243246,0.09394462840623823
CAP,original,R,calibrated,-10.0,nonoverlap,state_hist,2026-02,36,8.0,16.0,7.0,9.0,1.0,0.4444444444444444,0.875,0.4375,0.05000000000000001,0.022371919517519254
CAP,original,R,calibrated,-10.0,nonoverlap,state_hist,2026-03,25,4.0,14.0,3.0,11.0,1.0,0.56,0.75,0.21428571428571427,0.08,0.03913424350366675
CAP,original,R,calibrated,-10.0,nonoverlap,always_alarm,2025-12,40,5.0,40.0,5.0,35.0,0.0,1.0,1.0,0.125,0.0875,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,always_alarm,2026-01,37,3.0,37.0,3.0,34.0,0.0,1.0,1.0,0.08108108108108109,0.09189189189189191,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,always_alarm,2026-02,36,8.0,36.0,8.0,28.0,0.0,1.0,1.0,0.2222222222222222,0.07777777777777779,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,always_alarm,2026-03,25,4.0,25.0,4.0,21.0,0.0,1.0,1.0,0.16,0.084,0.0
CAP,original,R,calibrated,-10.0,nonoverlap,never_alarm,2025-12,40,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.1125,0.6053391644377285
CAP,original,R,calibrated,-10.0,nonoverlap,never_alarm,2026-01,37,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.07297297297297298,0.24893070881002952
CAP,original,R,calibrated,-10.0,nonoverlap,never_alarm,2026-02,36,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.20000000000000004,1.5672633686880135
CAP,original,R,calibrated,-10.0,nonoverlap,never_alarm,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,1.2880305783240105
CAP,original,R,calibrated,-20.0,full,ml_selected,2025-12,139,2.0,21.0,1.0,20.0,1.0,0.1510791366906475,0.5,0.047619047619047616,0.020863309352517987,0.006372121938829868
CAP,original,R,calibrated,-20.0,full,ml_selected,2026-01,137,1.0,1.0,1.0,0.0,0.0,0.0072992700729927005,1.0,1.0,0.0,0.0
CAP,original,R,calibrated,-20.0,full,ml_selected,2026-02,128,2.0,1.0,0.0,1.0,2.0,0.0078125,0.0,0.0,0.01484375,0.06122156833654879
CAP,original,R,calibrated,-20.0,full,ml_selected,2026-03,105,7.0,8.5,4.0,4.5,3.0,0.08095238095238096,0.5714285714285714,0.47058823529411764,0.030000000000000002,0.2044252623664639
CAP,original,R,calibrated,-20.0,full,linear,2025-12,139,2.0,56.0,1.0,55.0,1.0,0.4028776978417266,0.5,0.017857142857142856,0.04604316546762589,0.006372121938829868
CAP,original,R,calibrated,-20.0,full,linear,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.011267890936370904
CAP,original,R,calibrated,-20.0,full,linear,2026-02,128,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0140625,0.06122156833654879
CAP,original,R,calibrated,-20.0,full,linear,2026-03,105,7.0,6.0,3.0,3.0,4.0,0.05714285714285714,0.42857142857142855,0.5,0.037142857142857144,0.3279303812957089
CAP,original,R,calibrated,-20.0,full,threshold,2025-12,139,2.0,61.0,1.0,60.0,1.0,0.43884892086330934,0.5,0.01639344262295082,0.04964028776978417,0.006372121938829868
CAP,original,R,calibrated,-20.0,full,threshold,2026-01,137,1.0,1.0,1.0,0.0,0.0,0.0072992700729927005,1.0,1.0,0.0,0.0
CAP,original,R,calibrated,-20.0,full,threshold,2026-02,128,2.0,5.0,1.0,4.0,1.0,0.0390625,0.5,0.2,0.01015625,0.007353022166025597
CAP,original,R,calibrated,-20.0,full,threshold,2026-03,105,7.0,7.0,5.0,2.0,2.0,0.06666666666666667,0.7142857142857143,0.7142857142857143,0.01904761904761905,0.1863508357388051
CAP,original,R,calibrated,-20.0,full,historical,2025-12,139,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.012949640287769784,0.03292301868384474
CAP,original,R,calibrated,-20.0,full,historical,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.011267890936370904
CAP,original,R,calibrated,-20.0,full,historical,2026-02,128,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0140625,0.06122156833654879
CAP,original,R,calibrated,-20.0,full,historical,2026-03,105,7.0,18.0,0.0,18.0,7.0,0.17142857142857143,0.0,0.0,0.07714285714285715,0.43567515468939555
CAP,original,R,calibrated,-20.0,full,state_hist,2025-12,139,2.0,13.0,1.0,12.0,1.0,0.09352517985611511,0.5,0.07692307692307693,0.015107913669064749,0.006372121938829868
CAP,original,R,calibrated,-20.0,full,state_hist,2026-01,137,1.0,1.0,0.0,1.0,1.0,0.0072992700729927005,0.0,0.0,0.0072992700729927005,0.011267890936370904
CAP,original,R,calibrated,-20.0,full,state_hist,2026-02,128,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0140625,0.06122156833654879
CAP,original,R,calibrated,-20.0,full,state_hist,2026-03,105,7.0,7.0,2.0,5.0,5.0,0.06666666666666667,0.2857142857142857,0.2857142857142857,0.047619047619047616,0.3272288873962481
CAP,original,R,calibrated,-20.0,full,always_alarm,2025-12,139,2.0,139.0,2.0,137.0,0.0,1.0,1.0,0.014388489208633094,0.09856115107913667,0.0
CAP,original,R,calibrated,-20.0,full,always_alarm,2026-01,137,1.0,137.0,1.0,136.0,0.0,1.0,1.0,0.0072992700729927005,0.09927007299270071,0.0
CAP,original,R,calibrated,-20.0,full,always_alarm,2026-02,128,2.0,128.0,2.0,126.0,0.0,1.0,1.0,0.015625,0.09843750000000001,0.0
CAP,original,R,calibrated,-20.0,full,always_alarm,2026-03,105,7.0,105.0,7.0,98.0,0.0,1.0,1.0,0.06666666666666667,0.09333333333333332,0.0
CAP,original,R,calibrated,-20.0,full,never_alarm,2025-12,139,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.012949640287769784,0.03292301868384474
CAP,original,R,calibrated,-20.0,full,never_alarm,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.011267890936370904
CAP,original,R,calibrated,-20.0,full,never_alarm,2026-02,128,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0140625,0.06122156833654879
CAP,original,R,calibrated,-20.0,full,never_alarm,2026-03,105,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.060000000000000005,0.43567515468939555
CAP,original,R,calibrated,-20.0,nonoverlap,ml_selected,2025-12,40,0.0,3.0,0.0,3.0,0.0,0.075,,0.0,0.0075000000000000015,0.0
CAP,original,R,calibrated,-20.0,nonoverlap,ml_selected,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,calibrated,-20.0,nonoverlap,ml_selected,2026-02,36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.05,0.21767668741884016
CAP,original,R,calibrated,-20.0,nonoverlap,ml_selected,2026-03,25,2.0,1.75,1.0,0.75,1.0,0.07,0.5,0.5714285714285714,0.03900000000000001,0.075912591836167
CAP,original,R,calibrated,-20.0,nonoverlap,linear,2025-12,40,0.0,17.0,0.0,17.0,0.0,0.425,,0.0,0.0425,0.0
CAP,original,R,calibrated,-20.0,nonoverlap,linear,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
CAP,original,R,calibrated,-20.0,nonoverlap,linear,2026-02,36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.05,0.21767668741884016
CAP,original,R,calibrated,-20.0,nonoverlap,linear,2026-03,25,2.0,1.0,1.0,0.0,1.0,0.04,0.5,1.0,0.036000000000000004,0.3509352916849569
