definition,variant,information,calibration,threshold_bp,sample,reference,n,block_days,reference_cost,ml_cost,difference,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,ratio_valid_fraction,p_centered_boot
CAP,original,F,calibrated,-10.0,nonoverlap,historical,138,5,0.0927536231884058,0.05,0.04275362318840581,0.014892737823105328,0.06889141414141414,46.093750000000014,17.15418443496802,70.7705922396188,1.0,0.0025
CAP,original,F,calibrated,-10.0,nonoverlap,state_hist,138,5,0.05144927536231885,0.05,0.0014492753623188402,-0.01500187969924812,0.01923219373219373,2.8169014084507027,-34.42905596382138,34.83231188287367,1.0,0.849
CAP,original,F,calibrated,-20.0,full,linear,509,5,0.02337917485265226,0.01719056974459725,0.006188605108055011,-0.005173495447479458,0.016700950051578976,26.47058823529412,-32.069099378882,60.717787114845926,1.0,0.287
CAP,original,F,calibrated,-20.0,full,threshold,509,5,0.01944990176817289,0.01719056974459725,0.002259332023575639,-0.007625779997462485,0.011666816277678035,11.616161616161618,-55.93862352336929,51.38309702529886,1.0,0.6565
CAP,original,F,calibrated,-20.0,full,historical,509,5,0.024754420432220044,0.01719056974459725,0.007563850687622789,-0.0013488904441139593,0.017334097687134002,30.555555555555546,-6.884510869565217,61.1127844712182,1.0,0.134
CAP,original,F,calibrated,-20.0,full,state_hist,509,5,0.01944990176817289,0.01719056974459725,0.002259332023575638,-0.0022648150318371816,0.009282126388104646,11.616161616161614,-15.629464285714286,44.23076923076922,1.0,0.545
CAP,original,F,calibrated,-20.0,nonoverlap,linear,138,5,0.0318840579710145,0.02355072463768116,0.008333333333333337,-0.011074968668109829,0.02727422248803828,26.136363636363644,-65.3966346153846,72.22222222222223,1.0,0.3975
CAP,original,F,calibrated,-20.0,nonoverlap,threshold,138,5,0.026811594202898553,0.02355072463768116,0.003260869565217392,-0.012318199150234228,0.01688403146149625,12.162162162162163,-71.46825396825395,59.379222972972975,1.0,0.676
CAP,original,F,calibrated,-20.0,nonoverlap,historical,138,5,0.028985507246376812,0.02355072463768116,0.005434782608695651,-0.0041666666666666675,0.01836448317307692,18.749999999999996,-22.222222222222225,59.70161290322582,0.9994997498749375,0.4735
CAP,original,F,calibrated,-20.0,nonoverlap,state_hist,138,5,0.02246376811594203,0.02355072463768116,-0.0010869565217391307,-0.0037313432835820895,0.0007518796992481203,-4.838709677419356,-28.57142857142857,4.166666666666666,0.9994997498749375,0.4495
CAP,original,R,raw,-5.0,full,linear,509,5,0.06011787819253438,0.05672888015717093,0.0033889980353634572,-0.0076911750038292865,0.013631899049175458,5.637254901960784,-13.605944142024791,21.894560149994945,1.0,0.5335
CAP,original,R,raw,-5.0,full,threshold,509,5,0.059528487229862474,0.05672888015717093,0.002799607072691552,-0.0039932070248642985,0.010354915531291267,4.702970297029703,-7.158306052379429,16.642821285140567,1.0,0.458
CAP,original,R,raw,-5.0,full,historical,509,5,0.0719056974459725,0.05672888015717093,0.015176817288801568,0.00460740654491037,0.02572486225895318,21.106557377049175,6.303607175099122,35.455872011251785,1.0,0.005
CAP,original,R,raw,-5.0,full,state_hist,509,5,0.06601178781925346,0.05672888015717093,0.009282907662082516,0.001365161772433514,0.017501685934489402,14.062499999999996,2.064552502532043,25.00332446808511,1.0,0.0245
CAP,original,R,raw,-5.0,nonoverlap,linear,138,5,0.05869565217391305,0.04710144927536232,0.011594202898550725,-0.008957913137017616,0.027070874861572537,19.753086419753085,-16.666666666666664,46.15865384615384,1.0,0.207
CAP,original,R,raw,-5.0,nonoverlap,threshold,138,5,0.05434782608695653,0.04710144927536232,0.007246376811594202,-0.0022222222222222227,0.021681362116144725,13.33333333333333,-5.176950998185118,34.02413308341143,1.0,0.2805
CAP,original,R,raw,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.04710144927536232,0.025362318840579712,0.004410154572778014,0.04565527950310559,35.0,6.185567010309279,60.61314075332766,1.0,0.015
CAP,original,R,raw,-5.0,nonoverlap,state_hist,138,5,0.06304347826086956,0.04710144927536232,0.01594202898550725,-0.0021590553644041293,0.03920053264943775,25.287356321839084,-4.226850464489062,53.21279637793399,1.0,0.1075
CAP,original,R,raw,-10.0,full,linear,509,5,0.04911591355599214,0.04744597249508841,0.0016699410609037329,-0.0030712346371748697,0.006803629041107915,3.4000000000000004,-6.296100303872425,14.529102372925305,1.0,0.5265
CAP,original,R,raw,-10.0,full,threshold,509,5,0.04538310412573674,0.04744597249508841,-0.0020628683693516697,-0.01050059734108814,0.00509634053938863,-4.545454545454545,-25.2244643228625,11.057620817843855,1.0,0.6195
CAP,original,R,raw,-10.0,full,historical,509,5,0.08605108055009825,0.04744597249508841,0.03860510805500982,0.024180820796562967,0.05332137415582273,44.86301369863013,28.919661640953752,60.602818503538955,1.0,0.0005
CAP,original,R,raw,-10.0,full,state_hist,509,5,0.04734774066797643,0.04744597249508841,-9.823182711198448e-05,-0.0037587338460497535,0.004485391580695647,-0.2074688796680502,-9.052626303127507,9.155103890670755,1.0,0.969
CAP,original,R,raw,-10.0,nonoverlap,linear,138,5,0.03478260869565218,0.035507246376811595,-0.0007246376811594203,-0.002685470705604934,0.0014603907256333188,-2.083333333333333,-15.789473684210527,2.8985507246376807,1.0,0.6115
CAP,original,R,raw,-10.0,nonoverlap,threshold,138,5,0.04057971014492754,0.035507246376811595,0.005072463768115942,-0.002740670760510156,0.01857308970099668,12.499999999999996,-10.0,40.33347863993024,1.0,0.565
CAP,original,R,raw,-10.0,nonoverlap,historical,138,5,0.08550724637681159,0.035507246376811595,0.05,0.02374493243243244,0.07272727272727274,58.47457627118644,28.439917251304195,83.78950984883188,1.0,0.0005
CAP,original,R,raw,-10.0,nonoverlap,state_hist,138,5,0.03840579710144928,0.035507246376811595,0.0028985507246376803,-0.005555555555555556,0.016557471264367813,7.547169811320751,-25.925925925925924,37.14285714285714,1.0,0.5925
CAP,original,R,raw,-20.0,full,linear,509,5,0.016110019646365423,0.017141453831041258,-0.0010314341846758353,-0.005628593479628755,0.003973456034038162,-6.402439024390246,-51.08049242424243,20.548325722983254,1.0,0.687
CAP,original,R,raw,-20.0,full,threshold,509,5,0.011984282907662083,0.017141453831041258,-0.005157170923379175,-0.010147799407532798,-0.0007222310806060594,-43.032786885245905,-95.35113219094245,-6.2176724137931325,1.0,0.0385
CAP,original,R,raw,-20.0,full,historical,509,5,0.021218074656188607,0.017141453831041258,0.0040766208251473484,0.00019163685152057234,0.008796406853806647,19.212962962962965,1.8518518518518514,34.26256613756613,1.0,0.064
CAP,original,R,raw,-20.0,full,state_hist,509,5,0.021218074656188607,0.017141453831041258,0.0040766208251473484,0.00019163685152057234,0.008796406853806647,19.212962962962965,1.8518518518518514,34.26256613756613,1.0,0.064
CAP,original,R,raw,-20.0,nonoverlap,linear,138,5,0.01956521739130435,0.02028985507246377,-0.0007246376811594203,-0.002205882352941177,0.0,-3.7037037037037037,-22.22222222222222,0.0,0.9784892446223111,0.511
CAP,original,R,raw,-20.0,nonoverlap,threshold,138,5,0.02028985507246377,0.02028985507246377,0.0,0.0,0.0,0.0,0.0,0.0,0.9944972486243121,1.0
CAP,original,R,raw,-20.0,nonoverlap,historical,138,5,0.026086956521739132,0.02028985507246377,0.005797101449275362,-0.0015625,0.01888403263403263,22.22222222222222,-11.11111111111111,66.66666666666667,0.9954977488744372,0.5285
CAP,original,R,raw,-20.0,nonoverlap,state_hist,138,5,0.026086956521739132,0.02028985507246377,0.005797101449275362,-0.0015625,0.01888403263403263,22.22222222222222,-11.11111111111111,66.66666666666667,0.9954977488744372,0.5285
CAP,original,R,calibrated,-5.0,full,linear,509,5,0.0587426326129666,0.068811394891945,-0.010068762278978391,-0.019387969024087615,-0.0014224515431362729,-17.140468227424755,-34.89229854854855,-2.3502523935918145,1.0,0.028
CAP,original,R,calibrated,-5.0,full,threshold,509,5,0.062475442043222015,0.068811394891945,-0.006335952848722987,-0.013691078858727956,-4.16059910609053e-19,-10.141509433962263,-23.386086744639382,-6.372881410235345e-16,1.0,0.069
CAP,original,R,calibrated,-5.0,full,historical,509,5,0.0719056974459725,0.068811394891945,0.0030943025540275046,-0.005230846613614804,0.011157089403159383,4.30327868852459,-7.447159377982374,15.194010935809088,1.0,0.4655
CAP,original,R,calibrated,-5.0,full,state_hist,509,5,0.07367387033398821,0.068811394891945,0.004862475442043223,-0.0030567818845539567,0.014451890007665693,6.600000000000001,-4.552689221902862,17.481459797033587,1.0,0.277
CAP,original,R,calibrated,-5.0,nonoverlap,linear,138,5,0.05652173913043478,0.060144927536231886,-0.0036231884057971006,-0.02429591836734694,0.01603646104973685,-6.41025641025641,-43.61613876319758,27.18177948063003,1.0,0.7385
CAP,original,R,calibrated,-5.0,nonoverlap,threshold,138,5,0.06159420289855073,0.060144927536231886,0.0014492753623188404,-0.0032258064516129032,0.00629398160894224,2.352941176470588,-5.617977528089886,11.430913348946136,1.0,0.5875
CAP,original,R,calibrated,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.060144927536231886,0.012318840579710146,-0.009047403381642508,0.03159259259259258,17.0,-12.999999999999993,43.31223844033885,1.0,0.235
CAP,original,R,calibrated,-5.0,nonoverlap,state_hist,138,5,0.07028985507246377,0.060144927536231886,0.010144927536231885,-0.009422248335291813,0.033077488687782805,14.43298969072165,-17.007142857142856,40.687078549298334,1.0,0.344
CAP,original,R,calibrated,-10.0,full,linear,509,5,0.054813359528487225,0.04754420432220039,0.007269155206286838,0.0014512791674816542,0.014914853107611052,13.261648745519716,2.9518984132665245,24.32924099147504,1.0,0.036
CAP,original,R,calibrated,-10.0,full,threshold,509,5,0.049115913555992145,0.04754420432220039,0.001571709233791749,-0.0016671075837742506,0.004816180305638138,3.2000000000000006,-3.524104546656093,9.562440732668984,1.0,0.3145
CAP,original,R,calibrated,-10.0,full,historical,509,5,0.08860510805500983,0.04754420432220039,0.04106090373280944,0.03051975648602068,0.05256537033773631,46.341463414634156,36.65515940697982,56.39658848614072,1.0,0.0005
CAP,original,R,calibrated,-10.0,full,state_hist,509,5,0.051669941060903744,0.04754420432220039,0.004125736738703341,-0.0020572142307927845,0.01050977736770046,7.984790874524715,-4.5769073489893675,18.84222767799457,1.0,0.196
CAP,original,R,calibrated,-10.0,nonoverlap,linear,138,5,0.05217391304347827,0.04130434782608696,0.010869565217391306,0.0016247154471544715,0.025362318840579712,20.833333333333332,3.770090845562544,42.534081796311135,1.0,0.062
CAP,original,R,calibrated,-10.0,nonoverlap,threshold,138,5,0.049275362318840575,0.04130434782608696,0.007971014492753625,-0.0007196851214680432,0.02230769230769231,16.176470588235297,-1.888606676342525,37.83783783783784,1.0,0.1805
CAP,original,R,calibrated,-10.0,nonoverlap,historical,138,5,0.0927536231884058,0.04130434782608696,0.05144927536231885,0.031154244306418218,0.0728576965669989,55.46875000000001,36.603708791208774,73.77162238552853,1.0,0.0005
CAP,original,R,calibrated,-10.0,nonoverlap,state_hist,138,5,0.05144927536231885,0.04130434782608696,0.010144927536231883,3.87284092389638e-19,0.024647887323943664,19.71830985915492,9.358775239681758e-16,42.00526315789472,1.0,0.1035
CAP,original,R,calibrated,-20.0,full,linear,509,5,0.025540275049115914,0.015618860510805504,0.009921414538310414,8.845437616387361e-05,0.01952744507171193,38.84615384615385,0.3231292517006814,66.08722076968945,1.0,0.0465
CAP,original,R,calibrated,-20.0,full,threshold,509,5,0.02003929273084479,0.015618860510805504,0.0044204322200392925,-0.004115747379351266,0.012700746965452847,22.058823529411768,-37.188669438669436,54.56542308732087,1.0,0.319
CAP,original,R,calibrated,-20.0,full,historical,509,5,0.024754420432220044,0.015618860510805504,0.009135559921414538,-0.0007189881183004003,0.01956284111582777,36.9047619047619,-3.271876719867915,68.33418449090762,1.0,0.0795
CAP,original,R,calibrated,-20.0,full,state_hist,509,5,0.01944990176817289,0.015618860510805504,0.003831041257367387,-0.001996953330563634,0.011450097186830365,19.696969696969695,-13.860205314009663,52.89159429280397,1.0,0.288
CAP,original,R,calibrated,-20.0,nonoverlap,linear,138,5,0.0318840579710145,0.022282608695652174,0.00960144927536232,-0.009550503863826231,0.027859634551495014,30.11363636363636,-53.85384615384616,76.10760869565215,1.0,0.3275
CAP,original,R,calibrated,-20.0,nonoverlap,threshold,138,5,0.020289855072463767,0.022282608695652174,-0.0019927536231884053,-0.022471966571458796,0.0152317880794702,-9.82142857142857,-235.4738562091503,62.513888888888886,1.0,0.833
CAP,original,R,calibrated,-20.0,nonoverlap,historical,138,5,0.028985507246376812,0.022282608695652174,0.006702898550724638,-0.002685227656800734,0.019099270821781075,23.125000000000004,-12.844827586206897,66.66666666666666,0.9994997498749375,0.3225
CAP,original,R,calibrated,-20.0,nonoverlap,state_hist,138,5,0.02246376811594203,0.022282608695652174,0.00018115942028985502,-0.001935540663334848,0.0020833333333333333,0.8064516129032255,-10.358439201451906,14.999999999999998,0.9994997498749375,0.835
CAP,original,B,raw,-5.0,full,linear,509,5,0.06011787819253438,0.05284872298624756,0.007269155206286838,-0.0015836089376461999,0.01623409469541493,12.09150326797386,-2.732745544178983,26.598245848062437,1.0,0.1115
CAP,original,B,raw,-5.0,full,threshold,509,5,0.057367387033398824,0.05284872298624756,0.004518664047151277,-0.0003970242071444473,0.0109370221871749,7.876712328767123,-0.7145426515930116,17.67006802721089,1.0,0.143
CAP,original,B,raw,-5.0,full,historical,509,5,0.0719056974459725,0.05284872298624756,0.01905697445972495,0.008993953136810286,0.02969475603563681,26.502732240437155,12.496468926553696,40.53471297128167,1.0,0.0005
CAP,original,B,raw,-5.0,full,state_hist,509,5,0.06601178781925346,0.05284872298624756,0.013163064833005894,0.004989044682172294,0.022600798782807147,19.940476190476183,8.1322640384861,31.83391003460208,1.0,0.005
CAP,original,B,raw,-5.0,nonoverlap,linear,138,5,0.05869565217391305,0.03985507246376811,0.018840579710144932,0.0034929111983906533,0.030305120167189132,32.098765432098766,5.5525030525030505,55.132988901645625,1.0,0.0105
CAP,original,B,raw,-5.0,nonoverlap,threshold,138,5,0.04927536231884058,0.03985507246376811,0.009420289855072464,0.0,0.024242424242424242,19.11764705882353,0.0,44.15584415584415,1.0,0.1175
CAP,original,B,raw,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.03985507246376811,0.03260869565217391,0.011180841217605934,0.05115535382710955,44.99999999999999,15.7843137254902,69.07650062626456,1.0,0.001
CAP,original,B,raw,-5.0,nonoverlap,state_hist,138,5,0.06304347826086956,0.03985507246376811,0.02318840579710145,0.0034459300961764013,0.04609402703900709,36.781609195402304,6.666666666666667,61.291844187461955,1.0,0.033
CAP,original,B,raw,-10.0,full,linear,509,5,0.04931237721021611,0.04734774066797644,0.0019646365422396855,-0.0030490909542496645,0.00740142740354355,3.98406374501992,-6.14838311250842,15.465629398562028,1.0,0.463
CAP,original,B,raw,-10.0,full,threshold,509,5,0.04715127701375246,0.04734774066797644,-0.00019646365422396853,-0.0013491396693103915,0.0009565776967428646,-0.4166666666666665,-3.0980334316617504,2.035060975609754,1.0,0.7615
CAP,original,B,raw,-10.0,full,historical,509,5,0.08605108055009825,0.04734774066797644,0.0387033398821218,0.02420735085443049,0.053448938992042394,44.977168949771674,28.952023988006008,60.872598584428744,1.0,0.0005
CAP,original,B,raw,-10.0,full,state_hist,509,5,0.04734774066797643,0.04734774066797644,-1.0905923621072264e-19,-0.0036660860744363805,0.004581030095639204,-2.3033672710065485e-16,-8.763338759269308,9.327834979743923,1.0,0.992
CAP,original,B,raw,-10.0,nonoverlap,linear,138,5,0.03478260869565218,0.035507246376811595,-0.0007246376811594203,-0.002685470705604934,0.0014603907256333188,-2.083333333333333,-15.789473684210527,2.8985507246376807,1.0,0.6115
CAP,original,B,raw,-10.0,nonoverlap,threshold,138,5,0.034057971014492754,0.035507246376811595,-0.0014492753623188406,-0.0030781156827668454,0.0,-4.25531914893617,-14.306722689075633,0.0,1.0,0.1475
CAP,original,B,raw,-10.0,nonoverlap,historical,138,5,0.08550724637681159,0.035507246376811595,0.05,0.02374493243243244,0.07272727272727274,58.47457627118644,28.439917251304195,83.78950984883188,1.0,0.0005
CAP,original,B,raw,-10.0,nonoverlap,state_hist,138,5,0.03840579710144928,0.035507246376811595,0.0028985507246376803,-0.005555555555555556,0.016557471264367813,7.547169811320751,-25.925925925925924,37.14285714285714,1.0,0.5925
CAP,original,B,raw,-20.0,full,linear,509,5,0.016110019646365423,0.014931237721021612,0.0011787819253438114,-0.0042836252299185435,0.00728648264108758,7.317073170731708,-40.74074074074073,35.869565217391305,1.0,0.7555
CAP,original,B,raw,-20.0,full,threshold,509,5,0.01394891944990177,0.014931237721021612,-0.000982318271119843,-0.005010117466764865,0.0016532737641426,-7.042253521126762,-40.0,12.862433862433859,1.0,0.625
CAP,original,B,raw,-20.0,full,historical,509,5,0.021218074656188607,0.014931237721021612,0.006286836935166995,0.0005831553965077263,0.01318760298964218,29.629629629629633,4.746031746031746,48.90058479532162,1.0,0.056
CAP,original,B,raw,-20.0,full,state_hist,509,5,0.021218074656188607,0.014931237721021612,0.006286836935166995,0.0005831553965077263,0.01318760298964218,29.629629629629633,4.746031746031746,48.90058479532162,1.0,0.056
CAP,original,B,raw,-20.0,nonoverlap,linear,138,5,0.01956521739130435,0.02028985507246377,-0.0007246376811594203,-0.002205882352941177,0.0,-3.7037037037037037,-22.22222222222222,0.0,0.9784892446223111,0.511
CAP,original,B,raw,-20.0,nonoverlap,threshold,138,5,0.02101449275362319,0.02028985507246377,0.0007246376811594203,0.0,0.0022222222222222227,3.4482758620689653,0.0,16.166666666666664,0.9959979989994997,0.506
CAP,original,B,raw,-20.0,nonoverlap,historical,138,5,0.026086956521739132,0.02028985507246377,0.005797101449275362,-0.0015625,0.01888403263403263,22.22222222222222,-11.11111111111111,66.66666666666667,0.9954977488744372,0.5285
CAP,original,B,raw,-20.0,nonoverlap,state_hist,138,5,0.026086956521739132,0.02028985507246377,0.005797101449275362,-0.0015625,0.01888403263403263,22.22222222222222,-11.11111111111111,66.66666666666667,0.9954977488744372,0.5285
CAP,original,B,calibrated,-5.0,full,linear,509,5,0.0587426326129666,0.06129666011787819,-0.002554027504911592,-0.009005896542481908,0.003942051936785419,-4.347826086956524,-16.025752702581975,6.523521026372058,1.0,0.447
CAP,original,B,calibrated,-5.0,full,threshold,509,5,0.06994106090373282,0.06129666011787819,0.008644400785854617,0.001011739264751313,0.017145714285714285,12.359550561797752,1.592314450320163,23.036163445466805,1.0,0.037
CAP,original,B,calibrated,-5.0,full,historical,509,5,0.0719056974459725,0.06129666011787819,0.010609037328094302,0.003657254115562189,0.01789076361993522,14.754098360655735,5.152878024010741,24.551058530510588,1.0,0.0045
CAP,original,B,calibrated,-5.0,full,state_hist,509,5,0.07367387033398821,0.06129666011787819,0.012377210216110022,0.0018201855503559598,0.025319363957840516,16.8,2.72604422604423,30.154549109735587,1.0,0.0425
CAP,original,B,calibrated,-5.0,nonoverlap,linear,138,5,0.05652173913043478,0.04927536231884058,0.007246376811594205,-0.008958590506116037,0.020301974448315913,12.820512820512825,-16.438356164383556,35.06493506493505,1.0,0.347
CAP,original,B,calibrated,-5.0,nonoverlap,threshold,138,5,0.06449275362318842,0.04927536231884058,0.015217391304347827,0.0006988184229563539,0.029629629629629627,23.595505617977526,1.259349827387802,41.120772946859894,1.0,0.0405
CAP,original,B,calibrated,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.04927536231884058,0.02318840579710145,0.006327343542533416,0.03739895888167515,32.0,9.090909090909093,50.5050505050505,1.0,0.0075
CAP,original,B,calibrated,-5.0,nonoverlap,state_hist,138,5,0.07028985507246377,0.04927536231884058,0.02101449275362319,0.0022892088827203335,0.0453394331514654,29.896907216494853,4.222417840375587,51.81986531986532,1.0,0.043
CAP,original,B,calibrated,-10.0,full,linear,509,5,0.054813359528487225,0.047937131630648326,0.006876227897838901,-0.0012118240285541107,0.016148237887215235,12.544802867383517,-2.161470823341326,26.415409856755222,1.0,0.115
CAP,original,B,calibrated,-10.0,full,threshold,509,5,0.05186640471512771,0.047937131630648326,0.003929273084479371,-0.0004142080745341615,0.009369706947106328,7.5757575757575735,-0.9263586015922464,17.58344651603079,1.0,0.1235
CAP,original,B,calibrated,-10.0,full,historical,509,5,0.08860510805500983,0.047937131630648326,0.0406679764243615,0.029331054594311935,0.05324532637482472,45.8980044345898,35.26399703374123,57.14285714285714,1.0,0.0005
CAP,original,B,calibrated,-10.0,full,state_hist,509,5,0.051669941060903744,0.047937131630648326,0.0037328094302554035,-0.0023811890561393546,0.01,7.224334600760455,-4.84267583289265,18.18357998590557,1.0,0.245
CAP,original,B,calibrated,-10.0,nonoverlap,linear,138,5,0.05217391304347827,0.04927536231884058,0.002898550724637681,-0.013179102067183462,0.020145094008826553,5.5555555555555545,-30.011627906976745,36.92877492877493,1.0,0.6885
CAP,original,B,calibrated,-10.0,nonoverlap,threshold,138,5,0.04927536231884058,0.04927536231884058,0.0,-0.0016273600752536451,0.0016287490605998473,0.0,-3.3333333333333335,4.055432984004411,1.0,1.0
CAP,original,B,calibrated,-10.0,nonoverlap,historical,138,5,0.0927536231884058,0.04927536231884058,0.04347826086956523,0.015858439201451906,0.0696317547055252,46.875000000000014,17.90778251599147,71.43512450851898,1.0,0.0025
CAP,original,B,calibrated,-10.0,nonoverlap,state_hist,138,5,0.05144927536231885,0.04927536231884058,0.0021739130434782605,-0.014063078703703704,0.019828573308765467,4.225352112676055,-31.745327842888827,36.67006802721089,1.0,0.7905
CAP,original,B,calibrated,-20.0,full,linear,509,5,0.025540275049115914,0.01493123772102161,0.010609037328094303,0.002394714204232002,0.019038553297070337,41.53846153846154,14.04903017241379,63.25129923119873,1.0,0.011
CAP,original,B,calibrated,-20.0,full,threshold,509,5,0.022593320235756387,0.01493123772102161,0.0076620825147347745,-0.000392311865457645,0.016055188994739605,33.91304347826087,-2.129972247918592,59.22169811320754,1.0,0.0735
CAP,original,B,calibrated,-20.0,full,historical,509,5,0.024754420432220044,0.01493123772102161,0.009823182711198428,0.002003771805752004,0.018714661406969098,39.68253968253968,9.84238765928907,64.12741264817227,1.0,0.0205
CAP,original,B,calibrated,-20.0,full,state_hist,509,5,0.01944990176817289,0.01493123772102161,0.004518664047151277,-0.0008369078006719121,0.010695195165639824,23.232323232323232,-8.233751092975808,48.71902607196725,1.0,0.1465
CAP,original,B,calibrated,-20.0,nonoverlap,linear,138,5,0.0318840579710145,0.022463768115942025,0.009420289855072466,-0.00972483291562239,0.027743222106360793,29.545454545454547,-54.58133971291866,75.04999999999995,1.0,0.3425
CAP,original,B,calibrated,-20.0,nonoverlap,threshold,138,5,0.026811594202898553,0.022463768115942025,0.004347826086956522,-0.010449848658803884,0.01748430401715073,16.216216216216214,-62.532894736842096,64.30672268907561,1.0,0.578
CAP,original,B,calibrated,-20.0,nonoverlap,historical,138,5,0.028985507246376812,0.022463768115942025,0.006521739130434784,-0.002857142857142857,0.019014084507042256,22.500000000000004,-13.793103448275861,64.9137931034483,0.9994997498749375,0.3635
CAP,original,B,calibrated,-20.0,nonoverlap,state_hist,138,5,0.02246376811594203,0.022463768115942025,0.0,-0.0020000000000000005,0.0016266826602692253,0.0,-10.540413533834586,12.000000000000002,0.9994997498749375,1.0
CAP,own_scale,F,raw,-5.0,full,linear,509,5,0.06424361493123772,0.05343811394891945,0.010805500982318271,0.0020304959025685904,0.02016301660338773,16.819571865443425,3.1823597403752126,30.954282671535072,1.0,0.0245
CAP,own_scale,F,raw,-5.0,full,threshold,509,5,0.06031434184675836,0.05343811394891945,0.006876227897838901,-0.0008254338758131792,0.01515772904289491,11.400651465798047,-1.476563464519403,23.099397367642716,1.0,0.093
CAP,own_scale,F,raw,-5.0,full,historical,509,5,0.0719056974459725,0.05343811394891945,0.018467583497053044,0.008645871006630508,0.028765030336458913,25.683060109289613,12.118599791013592,39.54894125212443,1.0,0.0005
CAP,own_scale,F,raw,-5.0,full,state_hist,509,5,0.06601178781925346,0.05343811394891945,0.01257367387033399,0.004312191915872495,0.02198308385340904,19.047619047619044,7.2847682119205315,30.61695874001775,1.0,0.006
CAP,own_scale,F,raw,-5.0,nonoverlap,linear,138,5,0.07101449275362319,0.03985507246376811,0.031159420289855078,0.010804621415308439,0.04926470588235294,43.87755102040817,16.046913580246915,66.98159003480491,1.0,0.0015
CAP,own_scale,F,raw,-5.0,nonoverlap,threshold,138,5,0.0427536231884058,0.03985507246376811,0.0028985507246376816,-0.0007465492088430032,0.005839416058394161,6.779661016949153,-1.8198653198653203,15.384615384615385,1.0,0.11
CAP,own_scale,F,raw,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.03985507246376811,0.03260869565217391,0.011180841217605934,0.05115535382710955,44.99999999999999,15.7843137254902,69.07650062626456,1.0,0.001
CAP,own_scale,F,raw,-5.0,nonoverlap,state_hist,138,5,0.06304347826086956,0.03985507246376811,0.02318840579710145,0.0034459300961764013,0.04609402703900709,36.781609195402304,6.666666666666667,61.291844187461955,1.0,0.033
CAP,own_scale,F,raw,-10.0,full,linear,509,5,0.04538310412573674,0.04602161100196465,-0.0006385068762278978,-0.0052373534822039705,0.002351383292278338,-1.4069264069264067,-11.586309523809524,5.741626794258374,1.0,0.6765
CAP,own_scale,F,raw,-10.0,full,threshold,509,5,0.04950884086444009,0.04602161100196465,0.0034872298624754423,-0.002329565282190347,0.010844797256251896,7.043650793650793,-5.2172791747259835,19.905265748031496,1.0,0.3085
CAP,own_scale,F,raw,-10.0,full,historical,509,5,0.08605108055009825,0.04602161100196465,0.040029469548133585,0.02634734794779511,0.05398269489247313,46.51826484018263,31.3515865854576,61.69135481635488,1.0,0.0005
CAP,own_scale,F,raw,-10.0,full,state_hist,509,5,0.04734774066797643,0.04602161100196465,0.0013261296660117877,-0.003071154935338724,0.006676574957771734,2.8008298755186716,-7.374066423009694,13.147113402061853,1.0,0.61
CAP,own_scale,F,raw,-10.0,nonoverlap,linear,138,5,0.034057971014492754,0.03478260869565218,-0.0007246376811594203,-0.002702702702702703,0.0014290853031860222,-2.127659574468085,-14.824074074074076,3.079326923076921,1.0,0.6065
CAP,own_scale,F,raw,-10.0,nonoverlap,threshold,138,5,0.03985507246376812,0.03478260869565218,0.005072463768115942,-0.0033344519015659955,0.018941329351913293,12.727272727272725,-15.789473684210526,40.90909090909091,1.0,0.5175
CAP,own_scale,F,raw,-10.0,nonoverlap,historical,138,5,0.08550724637681159,0.03478260869565218,0.050724637681159424,0.025000000000000005,0.07305387953847785,59.322033898305094,29.65796610169492,83.94047619047618,1.0,0.0005
CAP,own_scale,F,raw,-10.0,nonoverlap,state_hist,138,5,0.03840579710144928,0.03478260869565218,0.003623188405797101,-0.0045115207373271895,0.017518248175182483,9.43396226415094,-22.222222222222225,38.61111111111109,1.0,0.5795
CAP,own_scale,F,raw,-20.0,full,linear,509,5,0.016306483300589394,0.021414538310412578,-0.005108055009823183,-0.010822483412633038,0.0,-31.325301204819276,-72.99453709028177,0.0,1.0,0.0745
CAP,own_scale,F,raw,-20.0,full,threshold,509,5,0.01218074656188605,0.021414538310412578,-0.009233791748526524,-0.01700239837159554,-0.0016049998811815322,-75.80645161290323,-160.0,-14.629711751662976,1.0,0.022
CAP,own_scale,F,raw,-20.0,full,historical,509,5,0.021218074656188607,0.021414538310412578,-0.00019646365422396858,-0.0005813953488372094,0.0,-0.925925925925926,-3.7037037037037037,0.0,1.0,0.4625
CAP,own_scale,F,raw,-20.0,full,state_hist,509,5,0.021218074656188607,0.021414538310412578,-0.00019646365422396858,-0.0005813953488372094,0.0,-0.925925925925926,-3.7037037037037037,0.0,1.0,0.4625
CAP,own_scale,F,raw,-20.0,nonoverlap,linear,138,5,0.01956521739130435,0.026086956521739132,-0.006521739130434783,-0.01942446043165468,0.0,-33.33333333333333,-200.0,0.0,0.9784892446223111,0.461
