definition,variant,information,strategy,state,n,e_state,scale_state,loss,too_high,too_low,below,q_change,actual_delta_mean,actual_delta_q10
CAP,original,R,ml_selected,4,27,high,low,1.5257871407352377,0.6933485169538783,0.8324386237813591,0.18518518518518517,-17.03981522518863,-9.4858162284349,-20.88572494949735
CAP,original,R,ml_selected,5,105,high,high,1.4793920105911131,0.5412326315300725,0.9381593790610406,0.13333333333333333,-16.863557494391046,-8.083333294369607,-18.589618548653384
CAP,original,R,linear,0,64,low,low,1.546531476679599,0.027267571052019022,1.51926390562758,0.03125,-10.722175717045424,4.440166038061466,-2.917918381658379
CAP,original,R,linear,1,186,low,high,1.4598345978685876,0.22509634092245145,1.2347382569461363,0.08064516129032258,-7.01608283784805,5.081192686143919,-5.162848506265066
CAP,original,R,linear,2,36,middle,low,1.2691822181931673,0.0,1.2691822181931673,0.0,-13.964340793909049,-1.2725186119773737,-8.803890115801066
CAP,original,R,linear,3,91,middle,high,1.4010705863126813,0.16761705612611827,1.2334535301865632,0.06593406593406594,-12.13266304028981,0.015631088102357877,-10.551211282480494
CAP,original,R,linear,4,27,high,low,1.7460983370037995,0.9453227818452523,0.8007755551585474,0.2222222222222222,-16.443213133525646,-9.4858162284349,-20.88572494949735
CAP,original,R,linear,5,105,high,high,1.604437802173028,0.705893088620879,0.8985447135521488,0.17142857142857143,-16.2844547758679,-8.083333294369607,-18.589618548653384
CAP,original,R,threshold,0,64,low,low,1.4210008187594563,0.06767266654988832,1.353328152209568,0.0625,-9.017923632312115,4.440166038061466,-2.917918381658379
CAP,original,R,threshold,1,186,low,high,1.5159934694716828,0.37278813433886276,1.14320533513282,0.0967741935483871,-5.936651627029989,5.081192686143919,-5.162848506265066
CAP,original,R,threshold,2,36,middle,low,1.1844984182796077,0.001787146253258465,1.1827112720263493,0.027777777777777776,-13.097645614181689,-1.2725186119773737,-8.803890115801066
CAP,original,R,threshold,3,91,middle,high,1.3680159007563515,0.17312499152497562,1.194890909231376,0.07692307692307693,-11.74091690251698,0.015631088102357877,-10.551211282480494
CAP,original,R,threshold,4,27,high,low,1.6344664447813226,0.6558459054028235,0.978620539378499,0.18518518518518517,-18.543303949550086,-9.4858162284349,-20.88572494949735
CAP,original,R,threshold,5,105,high,high,1.5921712385867914,0.46974424956068156,1.12242698902611,0.06666666666666667,-18.78566512956328,-8.083333294369607,-18.589618548653384
