definition,variant,information,strategy,state,n,e_state,scale_state,loss,too_high,too_low,below,q_change,actual_delta_mean,actual_delta_q10
CAP,original,R,historical,0,64,low,low,1.704846636108385,0.0,1.704846636108385,0.0,-12.608300323022384,4.440166038061466,-2.917918381658379
CAP,original,R,historical,1,186,low,high,1.9091704207975317,0.06256515836088034,1.8466052624366514,0.016129032258064516,-13.315343095599394,5.081192686143919,-5.162848506265066
CAP,original,R,historical,2,36,middle,low,1.2080047467806563,0.0,1.2080047467806563,0.0,-13.352566079783934,-1.2725186119773737,-8.803890115801066
CAP,original,R,historical,3,91,middle,high,1.4969987973748433,0.14718389179920127,1.349814905575642,0.06593406593406594,-13.318980310099395,0.015631088102357877,-10.551211282480494
CAP,original,R,historical,4,27,high,low,2.055121680451951,1.508569901572542,0.5465517788794091,0.3333333333333333,-13.275145237703946,-9.4858162284349,-20.88572494949735
CAP,original,R,historical,5,105,high,high,2.025234884123015,1.3350977707761775,0.6901371133468378,0.2761904761904762,-13.5012624603089,-8.083333294369607,-18.589618548653384
CAP,original,R,state_hist,0,64,low,low,1.2725541475099007,0.07527673313643209,1.1972774143734686,0.03125,-7.448967291077183,4.440166038061466,-2.917918381658379
CAP,original,R,state_hist,1,186,low,high,1.5261166938795814,0.3942118170573971,1.1319048768221842,0.11827956989247312,-5.7998429520141475,5.081192686143919,-5.162848506265066
CAP,original,R,state_hist,2,36,middle,low,1.0190842437359047,0.0,1.0190842437359047,0.0,-11.463361049336422,-1.2725186119773737,-8.803890115801066
CAP,original,R,state_hist,3,91,middle,high,1.3124738487226948,0.22878172100267813,1.0836921277200167,0.06593406593406594,-10.567088276872612,0.015631088102357877,-10.551211282480494
CAP,original,R,state_hist,4,27,high,low,1.3413910246053193,0.4305222215342352,0.9108688030710843,0.1111111111111111,-18.116146235218814,-9.4858162284349,-20.88572494949735
CAP,original,R,state_hist,5,105,high,high,1.6738132404852235,0.5974631038308749,1.0763501366543489,0.14285714285714285,-18.18298676776768,-8.083333294369607,-18.589618548653384
CAP,original,B,ml_selected,0,64,low,low,1.0829047600277604,0.03740078054300539,1.0455039794847552,0.03125,-5.973317333960523,4.440166038061466,-2.917918381658379
CAP,original,B,ml_selected,1,186,low,high,1.4074237664307419,0.2964079931916879,1.1110157732390542,0.08602150537634409,-5.69962283158919,5.081192686143919,-5.162848506265066
CAP,original,B,ml_selected,2,36,middle,low,0.9868815735004818,0.03539416771854931,0.9514874057819325,0.05555555555555555,-10.748065816776087,-1.2725186119773737,-8.803890115801066
CAP,original,B,ml_selected,3,91,middle,high,1.2786416169419412,0.1952959676635268,1.0833456492784146,0.08791208791208792,-10.600829885055644,0.015631088102357877,-10.551211282480494
CAP,original,B,ml_selected,4,27,high,low,1.534843582955405,0.7330923912089501,0.8017511917464553,0.18518518518518517,-16.688781044556176,-9.4858162284349,-20.88572494949735
CAP,original,B,ml_selected,5,105,high,high,1.4763592346700232,0.551991974722746,0.924367259947277,0.13333333333333333,-16.713681477483775,-8.083333294369607,-18.589618548653384
CAP,original,B,linear,0,64,low,low,1.546531476679599,0.027267571052019022,1.51926390562758,0.03125,-10.722175717045424,4.440166038061466,-2.917918381658379
CAP,original,B,linear,1,186,low,high,1.4573961415569594,0.22468353228055032,1.2327126092764087,0.08064516129032258,-6.996285037419556,5.081192686143919,-5.162848506265066
CAP,original,B,linear,2,36,middle,low,1.2691822181931671,0.0,1.2691822181931671,0.0,-13.964340793909049,-1.2725186119773737,-8.803890115801066
CAP,original,B,linear,3,91,middle,high,1.399509612717327,0.16740964198697744,1.2320999707303497,0.07692307692307693,-12.119357905882275,0.015631088102357877,-10.551211282480494
CAP,original,B,linear,4,27,high,low,1.7460983370037995,0.9453227818452523,0.8007755551585474,0.2222222222222222,-16.443213133525646,-9.4858162284349,-20.88572494949735
CAP,original,B,linear,5,105,high,high,1.6072684590188906,0.7088375400388923,0.8984309189799983,0.17142857142857143,-16.280045217459712,-8.083333294369607,-18.589618548653384
CAP,original,B,threshold,0,64,low,low,1.3777136881933694,0.0750936596271288,1.3026200285662406,0.03125,-8.502596848015243,4.440166038061466,-2.917918381658379
CAP,original,B,threshold,1,186,low,high,1.5148155934786,0.35728483986205734,1.157530753616543,0.10752688172043011,-6.097131694619221,5.081192686143919,-5.162848506265066
CAP,original,B,threshold,2,36,middle,low,1.1469497601616891,0.0,1.1469497601616891,0.0,-12.742016213594264,-1.2725186119773737,-8.803890115801066
CAP,original,B,threshold,3,91,middle,high,1.3718603847629314,0.1914945740977637,1.180365810665168,0.0989010989010989,-11.575255269551807,0.015631088102357877,-10.551211282480494
CAP,original,B,threshold,4,27,high,low,1.7319296773624868,0.8094221503812871,0.9225075269811995,0.18518518518518517,-17.8115335533788,-9.4858162284349,-20.88572494949735
CAP,original,B,threshold,5,105,high,high,1.5947523120704472,0.541507864158924,1.0532444479115233,0.10476190476190476,-18.014102368863814,-8.083333294369607,-18.589618548653384
CAP,original,B,historical,0,64,low,low,1.704846636108385,0.0,1.704846636108385,0.0,-12.608300323022384,4.440166038061466,-2.917918381658379
CAP,original,B,historical,1,186,low,high,1.9091704207975317,0.06256515836088034,1.8466052624366514,0.016129032258064516,-13.315343095599394,5.081192686143919,-5.162848506265066
CAP,original,B,historical,2,36,middle,low,1.2080047467806563,0.0,1.2080047467806563,0.0,-13.352566079783934,-1.2725186119773737,-8.803890115801066
CAP,original,B,historical,3,91,middle,high,1.4969987973748433,0.14718389179920127,1.349814905575642,0.06593406593406594,-13.318980310099395,0.015631088102357877,-10.551211282480494
CAP,original,B,historical,4,27,high,low,2.055121680451951,1.508569901572542,0.5465517788794091,0.3333333333333333,-13.275145237703946,-9.4858162284349,-20.88572494949735
CAP,original,B,historical,5,105,high,high,2.025234884123015,1.3350977707761775,0.6901371133468378,0.2761904761904762,-13.5012624603089,-8.083333294369607,-18.589618548653384
CAP,original,B,state_hist,0,64,low,low,1.2725541475099007,0.07527673313643209,1.1972774143734686,0.03125,-7.448967291077183,4.440166038061466,-2.917918381658379
CAP,original,B,state_hist,1,186,low,high,1.5261166938795814,0.3942118170573971,1.1319048768221842,0.11827956989247312,-5.7998429520141475,5.081192686143919,-5.162848506265066
CAP,original,B,state_hist,2,36,middle,low,1.0190842437359047,0.0,1.0190842437359047,0.0,-11.463361049336422,-1.2725186119773737,-8.803890115801066
CAP,original,B,state_hist,3,91,middle,high,1.3124738487226948,0.22878172100267813,1.0836921277200167,0.06593406593406594,-10.567088276872612,0.015631088102357877,-10.551211282480494
CAP,original,B,state_hist,4,27,high,low,1.3413910246053193,0.4305222215342352,0.9108688030710843,0.1111111111111111,-18.116146235218814,-9.4858162284349,-20.88572494949735
CAP,original,B,state_hist,5,105,high,high,1.6738132404852235,0.5974631038308749,1.0763501366543489,0.14285714285714285,-18.18298676776768,-8.083333294369607,-18.589618548653384
CAP,own_scale,F,ml_selected,0,64,low,low,1.1132607392195863,0.03785312874452215,1.075407610475064,0.03125,-6.271851034750819,4.440166038061466,-2.917918381658379
CAP,own_scale,F,ml_selected,1,186,low,high,1.3938682288078612,0.2990010853701552,1.094867143437706,0.0913978494623656,-5.5352553200440795,5.081192686143919,-5.162848506265066
CAP,own_scale,F,ml_selected,2,36,middle,low,0.9629658531809357,0.026540034618578144,0.9364258185623575,0.027777777777777776,-10.607287870246973,-1.2725186119773737,-8.803890115801066
CAP,own_scale,F,ml_selected,3,91,middle,high,1.2948595996659955,0.2199482440152507,1.0749113556507448,0.07692307692307693,-10.489095530610365,0.015631088102357877,-10.551211282480494
CAP,own_scale,F,ml_selected,4,27,high,low,1.5379024162053956,0.7402485202158822,0.7976538959895133,0.2222222222222222,-16.63985683253461,-9.4858162284349,-20.88572494949735
CAP,own_scale,F,ml_selected,5,105,high,high,1.4740611590397636,0.5503841950182525,0.9236769640215111,0.14047619047619048,-16.708564940119995,-8.083333294369607,-18.589618548653384
CAP,own_scale,F,linear,0,64,low,low,1.546531476679599,0.027267571052019022,1.51926390562758,0.03125,-10.722175717045424,4.440166038061466,-2.917918381658379
CAP,own_scale,F,linear,1,186,low,high,1.4983325628084188,0.2995371333945223,1.198795429413896,0.0967741935483871,-6.573942570890015,5.081192686143919,-5.162848506265066
CAP,own_scale,F,linear,2,36,middle,low,1.2691822181931671,0.0,1.2691822181931671,0.0,-13.964340793909049,-1.2725186119773737,-8.803890115801066
CAP,own_scale,F,linear,3,91,middle,high,1.4262760753333483,0.16717217252440186,1.2591039028089464,0.06593406593406594,-12.389661081626658,0.015631088102357877,-10.551211282480494
CAP,own_scale,F,linear,4,27,high,low,1.7460983370037995,0.9453227818452523,0.8007755551585474,0.2222222222222222,-16.443213133525646,-9.4858162284349,-20.88572494949735
CAP,own_scale,F,linear,5,105,high,high,1.4913573536667784,0.5517300985535817,0.9396272551131967,0.1619047619047619,-16.866572402664264,-8.083333294369607,-18.589618548653384
CAP,own_scale,F,threshold,0,64,low,low,1.4222636059433087,0.062168180697554476,1.3600954252457542,0.03125,-9.091712458065462,4.440166038061466,-2.917918381658379
CAP,own_scale,F,threshold,1,186,low,high,1.499851522086571,0.29863899580236386,1.201212526284207,0.10215053763440861,-6.5991114702510805,5.081192686143919,-5.162848506265066
CAP,own_scale,F,threshold,2,36,middle,low,1.2151025939481144,0.0010310256362678239,1.2140715683118464,0.027777777777777776,-13.412088711055539,-1.2725186119773737,-8.803890115801066
CAP,own_scale,F,threshold,3,91,middle,high,1.4023164362934823,0.17598544363206137,1.226330992661421,0.07692307692307693,-12.052139456698452,0.015631088102357877,-10.551211282480494
CAP,own_scale,F,threshold,4,27,high,low,1.7924527512631356,0.8254881098522486,0.966964641410887,0.18518518518518517,-18.238253631596827,-9.4858162284349,-20.88572494949735
CAP,own_scale,F,threshold,5,105,high,high,1.605707666281827,0.5050299987524988,1.1006776675293284,0.10476190476190476,-18.52896552660456,-8.083333294369607,-18.589618548653384
CAP,own_scale,F,historical,0,64,low,low,1.704846636108385,0.0,1.704846636108385,0.0,-12.608300323022384,4.440166038061466,-2.917918381658379
CAP,own_scale,F,historical,1,186,low,high,1.9091704207975317,0.06256515836088034,1.8466052624366514,0.016129032258064516,-13.315343095599394,5.081192686143919,-5.162848506265066
CAP,own_scale,F,historical,2,36,middle,low,1.2080047467806563,0.0,1.2080047467806563,0.0,-13.352566079783934,-1.2725186119773737,-8.803890115801066
CAP,own_scale,F,historical,3,91,middle,high,1.4969987973748433,0.14718389179920127,1.349814905575642,0.06593406593406594,-13.318980310099395,0.015631088102357877,-10.551211282480494
CAP,own_scale,F,historical,4,27,high,low,2.055121680451951,1.508569901572542,0.5465517788794091,0.3333333333333333,-13.275145237703946,-9.4858162284349,-20.88572494949735
CAP,own_scale,F,historical,5,105,high,high,2.025234884123015,1.3350977707761775,0.6901371133468378,0.2761904761904762,-13.5012624603089,-8.083333294369607,-18.589618548653384
CAP,own_scale,F,state_hist,0,64,low,low,1.2725541475099007,0.07527673313643209,1.1972774143734686,0.03125,-7.448967291077183,4.440166038061466,-2.917918381658379
CAP,own_scale,F,state_hist,1,186,low,high,1.5261166938795814,0.3942118170573971,1.1319048768221842,0.11827956989247312,-5.7998429520141475,5.081192686143919,-5.162848506265066
CAP,own_scale,F,state_hist,2,36,middle,low,1.0190842437359047,0.0,1.0190842437359047,0.0,-11.463361049336422,-1.2725186119773737,-8.803890115801066
CAP,own_scale,F,state_hist,3,91,middle,high,1.3124738487226948,0.22878172100267813,1.0836921277200167,0.06593406593406594,-10.567088276872612,0.015631088102357877,-10.551211282480494
CAP,own_scale,F,state_hist,4,27,high,low,1.3413910246053193,0.4305222215342352,0.9108688030710843,0.1111111111111111,-18.116146235218814,-9.4858162284349,-20.88572494949735
CAP,own_scale,F,state_hist,5,105,high,high,1.6738132404852235,0.5974631038308749,1.0763501366543489,0.14285714285714285,-18.18298676776768,-8.083333294369607,-18.589618548653384
PCA,original,F,ml_selected,0,11,low,low,1.0530209825999324,0.08598145212367242,0.96703953047626,0.13636363636363635,-3.856930207839177,5.717930150119341,-2.3178899298882003
PCA,original,F,ml_selected,1,248,low,high,2.0382637506947736,0.5635127444780883,1.4747510062166855,0.08870967741935484,-6.902174176665163,7.2192106138593735,-6.019283197951993
PCA,original,F,ml_selected,2,10,middle,low,1.589811451921892,0.6063316105625141,0.9834798413593779,0.1,-9.879032667116851,-0.717936043036979,-15.94871649521517
PCA,original,F,ml_selected,3,99,middle,high,1.4972549135365072,0.26111415973258856,1.2361407538039184,0.050505050505050504,-12.7715284763974,-0.7002477825055342,-11.26511757289331
PCA,original,F,ml_selected,4,9,high,low,1.2253455229099004,0.0,1.2253455229099004,0.0,-19.18600087390863,-6.932545644809625,-17.842963158926032
PCA,original,F,ml_selected,5,132,high,high,1.8876593863310578,0.766002786284364,1.1216566000466939,0.16666666666666666,-21.926945412535925,-11.561493619051614,-25.207024388534364
PCA,original,F,linear,0,11,low,low,1.8076990051995048,0.0,1.8076990051995048,0.0,-12.359059901875707,5.717930150119341,-2.3178899298882003
PCA,original,F,linear,1,248,low,high,2.3452801292793946,0.6186369832476004,1.7266431460317946,0.06854838709677419,-9.359846420627903,7.2192106138593735,-6.019283197951993
PCA,original,F,linear,2,10,middle,low,1.7853097756890262,0.40661201425184695,1.378697761437179,0.1,-14.05312253046227,-0.717936043036979,-15.94871649521517
PCA,original,F,linear,3,99,middle,high,1.8158236735360047,0.18947677445648334,1.6263468990795216,0.050505050505050504,-16.75318702390465,-0.7002477825055342,-11.26511757289331
PCA,original,F,linear,4,9,high,low,1.0377513129289908,0.0,1.0377513129289908,0.0,-17.310058774099534,-6.932545644809625,-17.842963158926032
PCA,original,F,linear,5,132,high,high,2.2559272106428323,1.080998941806767,1.1749282688360656,0.24242424242424243,-22.10966637207142,-11.561493619051614,-25.207024388534364
PCA,original,F,threshold,0,11,low,low,1.5370453135474882,0.0,1.5370453135474882,0.0,-9.652522985355539,5.717930150119341,-2.3178899298882003
PCA,original,F,threshold,1,248,low,high,2.2400338644875992,0.5531599427606925,1.6868739217269069,0.08064516129032258,-9.034906444786701,7.2192106138593735,-6.019283197951993
PCA,original,F,threshold,2,10,middle,low,1.754279220912973,0.7337331548609526,1.02054606605202,0.2,-10.108137642600568,-0.717936043036979,-15.94871649521517
PCA,original,F,threshold,3,99,middle,high,1.6953550354654683,0.31322077842557544,1.3821342570398931,0.06060606060606061,-14.173567265764937,-0.7002477825055342,-11.26511757289331
PCA,original,F,threshold,4,9,high,low,1.2442673071744865,0.0,1.2442673071744865,0.0,-19.37521871655449,-6.932545644809625,-17.842963158926032
PCA,original,F,threshold,5,132,high,high,2.128307626916068,0.9977362753501319,1.1305713515659361,0.19696969696969696,-21.758611273210825,-11.561493619051614,-25.207024388534364
PCA,original,F,historical,0,11,low,low,2.1313464600085066,0.0,2.1313464600085066,0.0,-15.595534449965724,5.717930150119341,-2.3178899298882003
PCA,original,F,historical,1,248,low,high,2.778237256554754,0.23025170699346942,2.5479855495612846,0.012096774193548387,-18.00480965176073,7.2192106138593735,-6.019283197951993
PCA,original,F,historical,2,10,middle,low,1.654854327874072,0.07127987220253121,1.5835744556715405,0.1,-16.474480741749574,-0.717936043036979,-15.94871649521517
PCA,original,F,historical,3,99,middle,high,1.904062516394225,0.11086185686885364,1.7932006595253713,0.050505050505050504,-18.509074536793854,-0.7002477825055342,-11.26511757289331
PCA,original,F,historical,4,9,high,low,1.0245293695350473,0.11393883602951665,0.9105905335055307,0.1111111111111111,-15.911852273165469,-6.932545644809625,-17.842963158926032
PCA,original,F,historical,5,132,high,high,2.518077311735655,1.5883381253020108,0.9297391864336444,0.29545454545454547,-19.094065344163603,-11.561493619051614,-25.207024388534364
PCA,original,F,state_hist,0,11,low,low,1.3670626632729672,0.39692077853330154,0.9701418847396657,0.09090909090909091,-3.542465610018091,5.717930150119341,-2.3178899298882003
PCA,original,F,state_hist,1,248,low,high,2.0735385904324497,0.4974564580240922,1.5760821324083578,0.06451612903225806,-7.988881312419655,7.2192106138593735,-6.019283197951993
PCA,original,F,state_hist,2,10,middle,low,1.5254199695356354,0.5026547581989684,1.022765211336667,0.1,-10.387082869515904,-0.717936043036979,-15.94871649521517
PCA,original,F,state_hist,3,99,middle,high,1.4433910661603722,0.287769319392317,1.1556217467680554,0.06060606060606061,-11.936721561972401,-0.7002477825055342,-11.26511757289331
PCA,original,F,state_hist,4,9,high,low,1.1528146347087458,0.10620113418884838,1.0466135005198973,0.1111111111111111,-17.28067938979877,-6.932545644809625,-17.842963158926032
PCA,original,F,state_hist,5,132,high,high,1.912482112988928,0.6684141628388369,1.244067950150091,0.15151515151515152,-23.25949071739826,-11.561493619051614,-25.207024388534364
PCA,original,R,ml_selected,0,11,low,low,1.157100760326163,0.06613387347926859,1.0909668868468947,0.09090909090909091,-5.118256636705973,5.717930150119341,-2.3178899298882003
PCA,original,R,ml_selected,1,248,low,high,2.052872049874833,0.559080313332546,1.4937917365422873,0.08770161290322581,-7.097506403416226,7.2192106138593735,-6.019283197951993
PCA,original,R,ml_selected,2,10,middle,low,1.5964099142820394,0.5940948081028926,1.0023151061791469,0.1,-10.080981762491898,-0.717936043036979,-15.94871649521517
PCA,original,R,ml_selected,3,99,middle,high,1.5093969907422196,0.24820059677467227,1.2611963939675475,0.06565656565656566,-13.036433281320258,-0.7002477825055342,-11.26511757289331
PCA,original,R,ml_selected,4,9,high,low,1.250035153677607,0.0,1.250035153677607,0.0,-19.432897181585695,-6.932545644809625,-17.842963158926032
PCA,original,R,ml_selected,5,132,high,high,1.888197509616864,0.7397412121492062,1.148456297467658,0.17045454545454544,-22.22412191356241,-11.561493619051614,-25.207024388534364
PCA,original,R,linear,0,11,low,low,1.5757494246814299,0.0,1.5757494246814299,0.0,-10.039564096694956,5.717930150119341,-2.3178899298882003
PCA,original,R,linear,1,248,low,high,2.1819528210502925,0.6188948230646656,1.5630579979856274,0.07258064516129033,-7.723708451480604,7.2192106138593735,-6.019283197951993
PCA,original,R,linear,2,10,middle,low,1.7492347081098898,0.4749672796706873,1.2742674284392024,0.1,-12.932868905572684,-0.717936043036979,-15.94871649521517
PCA,original,R,linear,3,99,middle,high,1.6943802005831874,0.18666294308553136,1.507717257497656,0.050505050505050504,-15.570017087387063,-0.7002477825055342,-11.26511757289331
PCA,original,R,linear,4,9,high,low,1.0807287474060072,0.0,1.0807287474060072,0.0,-17.739833118869697,-6.932545644809625,-17.842963158926032
PCA,original,R,linear,5,132,high,high,2.044133883005771,0.9162416896746954,1.1278921933310757,0.19696969696969696,-21.822369230501593,-11.561493619051614,-25.207024388534364
PCA,original,R,threshold,0,11,low,low,1.5513515148023627,0.0,1.5513515148023627,0.0,-9.795584997904283,5.717930150119341,-2.3178899298882003
PCA,original,R,threshold,1,248,low,high,2.140924251416202,0.6101486667104133,1.5307755847057887,0.08870967741935484,-7.410602270186943,7.2192106138593735,-6.019283197951993
PCA,original,R,threshold,2,10,middle,low,1.771401904394488,0.8335005803596152,0.937901324034873,0.1,-9.170837527430578,-0.717936043036979,-15.94871649521517
PCA,original,R,threshold,3,99,middle,high,1.6085729279926664,0.3358159143819899,1.2727570136106765,0.0707070707070707,-13.054689124854532,-0.7002477825055342,-11.26511757289331
PCA,original,R,threshold,4,9,high,low,1.1568845059221626,0.0,1.1568845059221626,0.0,-18.501390704031248,-6.932545644809625,-17.842963158926032
PCA,original,R,threshold,5,132,high,high,2.0005970679757823,0.8528282287710407,1.1477688392047414,0.18181818181818182,-22.09159509024231,-11.561493619051614,-25.207024388534364
PCA,original,R,historical,0,11,low,low,2.1313464600085066,0.0,2.1313464600085066,0.0,-15.595534449965724,5.717930150119341,-2.3178899298882003
PCA,original,R,historical,1,248,low,high,2.778237256554754,0.23025170699346942,2.5479855495612846,0.012096774193548387,-18.00480965176073,7.2192106138593735,-6.019283197951993
PCA,original,R,historical,2,10,middle,low,1.654854327874072,0.07127987220253121,1.5835744556715405,0.1,-16.474480741749574,-0.717936043036979,-15.94871649521517
PCA,original,R,historical,3,99,middle,high,1.904062516394225,0.11086185686885364,1.7932006595253713,0.050505050505050504,-18.509074536793854,-0.7002477825055342,-11.26511757289331
PCA,original,R,historical,4,9,high,low,1.0245293695350473,0.11393883602951665,0.9105905335055307,0.1111111111111111,-15.911852273165469,-6.932545644809625,-17.842963158926032
PCA,original,R,historical,5,132,high,high,2.518077311735655,1.5883381253020108,0.9297391864336444,0.29545454545454547,-19.094065344163603,-11.561493619051614,-25.207024388534364
PCA,original,R,state_hist,0,11,low,low,1.3670626632729672,0.39692077853330154,0.9701418847396657,0.09090909090909091,-3.542465610018091,5.717930150119341,-2.3178899298882003
PCA,original,R,state_hist,1,248,low,high,2.0735385904324497,0.4974564580240922,1.5760821324083578,0.06451612903225806,-7.988881312419655,7.2192106138593735,-6.019283197951993
PCA,original,R,state_hist,2,10,middle,low,1.5254199695356354,0.5026547581989684,1.022765211336667,0.1,-10.387082869515904,-0.717936043036979,-15.94871649521517
PCA,original,R,state_hist,3,99,middle,high,1.4433910661603722,0.287769319392317,1.1556217467680554,0.06060606060606061,-11.936721561972401,-0.7002477825055342,-11.26511757289331
PCA,original,R,state_hist,4,9,high,low,1.1528146347087458,0.10620113418884838,1.0466135005198973,0.1111111111111111,-17.28067938979877,-6.932545644809625,-17.842963158926032
PCA,original,R,state_hist,5,132,high,high,1.912482112988928,0.6684141628388369,1.244067950150091,0.15151515151515152,-23.25949071739826,-11.561493619051614,-25.207024388534364
PCA,original,B,ml_selected,0,11,low,low,1.294139585166307,0.09035255067293771,1.2037870344933694,0.09090909090909091,-6.219548471844422,5.717930150119341,-2.3178899298882003
PCA,original,B,ml_selected,1,248,low,high,2.0685894600010517,0.5128946816628281,1.5556947783382236,0.07258064516129033,-7.767854189897499,7.2192106138593735,-6.019283197951993
PCA,original,B,ml_selected,2,10,middle,low,1.790828317588915,0.8304168580197423,0.9604114595691724,0.1,-9.39936524092899,-0.717936043036979,-15.94871649521517
PCA,original,B,ml_selected,3,99,middle,high,1.4874065621946035,0.26820862863786443,1.2191979335567389,0.06565656565656566,-12.59421753069752,-0.7002477825055342,-11.26511757289331
PCA,original,B,ml_selected,4,9,high,low,1.3171222782276375,0.0,1.3171222782276375,0.0,-20.103768427086003,-6.932545644809625,-17.842963158926032
PCA,original,B,ml_selected,5,132,high,high,1.9608868084335331,0.8285461060852443,1.132340702348289,0.19886363636363635,-21.96429385799534,-11.561493619051614,-25.207024388534364
PCA,original,B,linear,0,11,low,low,1.5757494246814299,0.0,1.5757494246814299,0.0,-10.039564096694956,5.717930150119341,-2.3178899298882003
PCA,original,B,linear,1,248,low,high,2.1666944257302747,0.6063758785532578,1.5603185471770171,0.07258064516129033,-7.710223881740512,7.2192106138593735,-6.019283197951993
PCA,original,B,linear,2,10,middle,low,1.7492347081098898,0.4749672796706873,1.2742674284392024,0.1,-12.932868905572684,-0.717936043036979,-15.94871649521517
PCA,original,B,linear,3,99,middle,high,1.679512729712494,0.16975011883570534,1.5097626108767888,0.04040404040404041,-15.609262648122641,-0.7002477825055342,-11.26511757289331
PCA,original,B,linear,4,9,high,low,1.0813306603074488,0.0,1.0813306603074488,0.0,-17.745852247884116,-6.932545644809625,-17.842963158926032
PCA,original,B,linear,5,132,high,high,2.0123521653592573,0.8840751432899349,1.1282770220693228,0.18181818181818182,-21.861958124978244,-11.561493619051614,-25.207024388534364
PCA,original,B,threshold,0,11,low,low,1.7087096383723057,0.0,1.7087096383723057,0.0,-11.369166233603716,5.717930150119341,-2.3178899298882003
PCA,original,B,threshold,1,248,low,high,2.393826680318802,0.4598376522861194,1.9339890280326828,0.07661290322580645,-11.6097489417051,7.2192106138593735,-6.019283197951993
PCA,original,B,threshold,2,10,middle,low,1.7476842776578896,0.7598945630200334,0.987789714637856,0.1,-9.751505897171056,-0.717936043036979,-15.94871649521517
PCA,original,B,threshold,3,99,middle,high,1.5245568790497603,0.2269511898475179,1.2976056892022425,0.06060606060606061,-13.424136685808492,-0.7002477825055342,-11.26511757289331
PCA,original,B,threshold,4,9,high,low,1.3814755437805197,0.0,1.3814755437805197,0.0,-20.74730108261482,-6.932545644809625,-17.842963158926032
PCA,original,B,threshold,5,132,high,high,2.088127145757051,1.0286492594380574,1.0594778863189938,0.21212121212121213,-21.01332886064371,-11.561493619051614,-25.207024388534364
PCA,original,B,historical,0,11,low,low,2.1313464600085066,0.0,2.1313464600085066,0.0,-15.595534449965724,5.717930150119341,-2.3178899298882003
PCA,original,B,historical,1,248,low,high,2.778237256554754,0.23025170699346942,2.5479855495612846,0.012096774193548387,-18.00480965176073,7.2192106138593735,-6.019283197951993
PCA,original,B,historical,2,10,middle,low,1.654854327874072,0.07127987220253121,1.5835744556715405,0.1,-16.474480741749574,-0.717936043036979,-15.94871649521517
PCA,original,B,historical,3,99,middle,high,1.904062516394225,0.11086185686885364,1.7932006595253713,0.050505050505050504,-18.509074536793854,-0.7002477825055342,-11.26511757289331
PCA,original,B,historical,4,9,high,low,1.0245293695350473,0.11393883602951665,0.9105905335055307,0.1111111111111111,-15.911852273165469,-6.932545644809625,-17.842963158926032
PCA,original,B,historical,5,132,high,high,2.518077311735655,1.5883381253020108,0.9297391864336444,0.29545454545454547,-19.094065344163603,-11.561493619051614,-25.207024388534364
PCA,original,B,state_hist,0,11,low,low,1.3670626632729672,0.39692077853330154,0.9701418847396657,0.09090909090909091,-3.542465610018091,5.717930150119341,-2.3178899298882003
PCA,original,B,state_hist,1,248,low,high,2.0735385904324497,0.4974564580240922,1.5760821324083578,0.06451612903225806,-7.988881312419655,7.2192106138593735,-6.019283197951993
PCA,original,B,state_hist,2,10,middle,low,1.5254199695356354,0.5026547581989684,1.022765211336667,0.1,-10.387082869515904,-0.717936043036979,-15.94871649521517
PCA,original,B,state_hist,3,99,middle,high,1.4433910661603722,0.287769319392317,1.1556217467680554,0.06060606060606061,-11.936721561972401,-0.7002477825055342,-11.26511757289331
PCA,original,B,state_hist,4,9,high,low,1.1528146347087458,0.10620113418884838,1.0466135005198973,0.1111111111111111,-17.28067938979877,-6.932545644809625,-17.842963158926032
PCA,original,B,state_hist,5,132,high,high,1.912482112988928,0.6684141628388369,1.244067950150091,0.15151515151515152,-23.25949071739826,-11.561493619051614,-25.207024388534364
PCA,own_scale,F,ml_selected,0,11,low,low,1.018937992480804,0.047650370963131745,0.971287621517672,0.11363636363636363,-3.9420012084316767,5.717930150119341,-2.3178899298882003
PCA,own_scale,F,ml_selected,1,248,low,high,2.050690361732368,0.5738882830860945,1.4768020786462734,0.09274193548387097,-6.911156524729924,7.2192106138593735,-6.019283197951993
PCA,own_scale,F,ml_selected,2,10,middle,low,1.653077678387468,0.671659856033858,0.9814178223536099,0.1,-9.785825537646568,-0.717936043036979,-15.94871649521517
PCA,own_scale,F,ml_selected,3,99,middle,high,1.5060589790831382,0.27657936819777723,1.2294796108853612,0.06565656565656566,-12.687733482250504,-0.7002477825055342,-11.26511757289331
PCA,own_scale,F,ml_selected,4,9,high,low,1.217869057984302,0.0,1.217869057984302,0.0,-19.11123622465264,-6.932545644809625,-17.842963158926032
PCA,own_scale,F,ml_selected,5,132,high,high,1.8649964439794684,0.7157259541163039,1.1492704898631645,0.16666666666666666,-22.25894745755403,-11.561493619051614,-25.207024388534364
PCA,own_scale,F,linear,0,11,low,low,1.6326332816096956,0.0,1.6326332816096956,0.0,-10.608402665977616,5.717930150119341,-2.3178899298882003
PCA,own_scale,F,linear,1,248,low,high,2.3347672839939815,0.6089917744102552,1.7257755095837264,0.06854838709677419,-9.361886954855382,7.2192106138593735,-6.019283197951993
PCA,own_scale,F,linear,2,10,middle,low,1.7937117675921708,0.49928919350725376,1.2944225740849167,0.1,-13.107396013322528,-0.717936043036979,-15.94871649521517
