definition,comparison,reference_cost,ml_cost,difference,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,ratio_valid_fraction,p_centered_boot
EQ,B_vs_R,0.06026522593320237,0.060461689587426336,-0.00019646365422396837,-0.00325465824821218,0.0026625288512753744,-0.3259983700081496,-6.065049740546431,4.02085535462304,1.0,0.902
EQ,F_vs_B,0.060461689587426336,0.056286836935167,0.004174852652259332,0.00035028962033656347,0.007851684081814138,6.904955320877335,0.5726488604261042,13.914009143237891,1.0,0.028
EQ,F_vs_R,0.06026522593320237,0.056286836935167,0.003978388998035363,0.000829500163791221,0.007306017177669031,6.601466992665035,1.4644170964805832,12.028427069511075,1.0,0.014
CAP,B_vs_R,0.04754420432220039,0.047937131630648326,-0.00039292730844793744,-0.006159556878306879,0.005116341090066939,-0.8264462809917362,-13.373655566564711,10.18529890170673,1.0,0.858
CAP,F_vs_B,0.047937131630648326,0.05,-0.00206286836935167,-0.005711782877495883,0.00018711476026913844,-4.303278688524591,-12.177262931034486,0.3886252175288712,1.0,0.178
CAP,F_vs_R,0.04754420432220039,0.05,-0.002455795677799607,-0.008707188686545715,0.0035784412555344715,-5.1652892561983474,-19.474155069582505,7.1993145983870654,1.0,0.4205
PCA,B_vs_R,0.05761296660117879,0.06159135559921415,-0.003978388998035363,-0.0098173665483768,0.0013194997826716883,-6.905370843989768,-17.907699568500536,2.1319615385494433,1.0,0.162
PCA,F_vs_B,0.06159135559921415,0.05726915520628685,0.004322200392927309,-0.00025878007477277723,0.00949020728789515,7.017543859649123,-0.43253428295024265,15.008479077146188,1.0,0.0805
PCA,F_vs_R,0.05761296660117879,0.05726915520628685,0.00034381139489194495,-0.0024269982611422303,0.002696473750790638,0.5967604433077578,-4.163271718742486,4.854410281007593,1.0,0.7875
