definition,seed,reference,improvement_pct,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
EQ,20260925,linear,23.387096774193562,509,104.0,269.0,92.0,177.0,12.0,0.5284872298624754,0.8846153846153846,0.3420074349442379,0.055992141453831044,0.20603560889590097
EQ,20260925,threshold,15.178571428571452,509,104.0,269.0,92.0,177.0,12.0,0.5284872298624754,0.8846153846153846,0.3420074349442379,0.055992141453831044,0.20603560889590097
EQ,20260925,historical,29.629629629629626,509,104.0,269.0,92.0,177.0,12.0,0.5284872298624754,0.8846153846153846,0.3420074349442379,0.055992141453831044,0.20603560889590097
EQ,20260925,state_hist,4.682274247491636,509,104.0,269.0,92.0,177.0,12.0,0.5284872298624754,0.8846153846153846,0.3420074349442379,0.055992141453831044,0.20603560889590097
EQ,20260926,linear,22.580645161290324,509,104.0,272.0,92.0,180.0,12.0,0.5343811394891945,0.8846153846153846,0.3382352941176471,0.056581532416502954,0.20603560889590097
EQ,20260926,threshold,14.285714285714302,509,104.0,272.0,92.0,180.0,12.0,0.5343811394891945,0.8846153846153846,0.3382352941176471,0.056581532416502954,0.20603560889590097
EQ,20260926,historical,28.888888888888875,509,104.0,272.0,92.0,180.0,12.0,0.5343811394891945,0.8846153846153846,0.3382352941176471,0.056581532416502954,0.20603560889590097
EQ,20260926,state_hist,3.678929765886285,509,104.0,272.0,92.0,180.0,12.0,0.5343811394891945,0.8846153846153846,0.3382352941176471,0.056581532416502954,0.20603560889590097
EQ,20260927,linear,23.655913978494624,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.055795677799607084,0.20603560889590097
EQ,20260927,threshold,15.476190476190489,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.055795677799607084,0.20603560889590097
EQ,20260927,historical,29.876543209876527,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.055795677799607084,0.20603560889590097
EQ,20260927,state_hist,5.016722408026741,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.055795677799607084,0.20603560889590097
EQ,20260928,linear,22.311827956989262,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.056777996070726915,0.20603560889590097
EQ,20260928,threshold,13.988095238095266,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.056777996070726915,0.20603560889590097
EQ,20260928,historical,28.641975308641975,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.056777996070726915,0.20603560889590097
EQ,20260928,state_hist,3.3444816053511794,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.056777996070726915,0.20603560889590097
CAP,20260925,linear,10.526315789473696,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260925,threshold,4.850746268656724,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260925,historical,43.45898004434591,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260925,state_hist,3.0418250950570602,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260926,linear,10.526315789473696,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260926,threshold,4.850746268656724,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260926,historical,43.45898004434591,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260926,state_hist,3.0418250950570602,509,71.0,226.0,61.0,165.0,10.0,0.444007858546169,0.8591549295774648,0.26991150442477874,0.05009823182711198,0.05127198469526488
CAP,20260927,linear,10.87719298245614,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260927,threshold,5.22388059701494,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260927,historical,43.68070953436808,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260927,state_hist,3.4220532319391817,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260928,linear,10.87719298245614,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260928,threshold,5.22388059701494,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260928,historical,43.68070953436808,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
CAP,20260928,state_hist,3.4220532319391817,509,71.0,225.0,61.0,164.0,10.0,0.44204322200392926,0.8591549295774648,0.27111111111111114,0.049901768172888016,0.05127198469526488
PCA,20260925,linear,19.354838709677423,509,104.0,274.0,91.0,183.0,13.0,0.5383104125736738,0.875,0.33211678832116787,0.05893909626719058,0.21600798543983202
PCA,20260925,threshold,15.014164305949029,509,104.0,274.0,91.0,183.0,13.0,0.5383104125736738,0.875,0.33211678832116787,0.05893909626719058,0.21600798543983202
PCA,20260925,historical,25.92592592592592,509,104.0,274.0,91.0,183.0,13.0,0.5383104125736738,0.875,0.33211678832116787,0.05893909626719058,0.21600798543983202
PCA,20260925,state_hist,-7.526881720430101,509,104.0,274.0,91.0,183.0,13.0,0.5383104125736738,0.875,0.33211678832116787,0.05893909626719058,0.21600798543983202
PCA,20260926,linear,22.311827956989248,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.05677799607072692,0.203011055364189
PCA,20260926,threshold,18.1303116147309,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.05677799607072692,0.203011055364189
PCA,20260926,historical,28.641975308641964,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.05677799607072692,0.203011055364189
PCA,20260926,state_hist,-3.584229390680993,509,104.0,273.0,92.0,181.0,12.0,0.5363457760314342,0.8846153846153846,0.336996336996337,0.05677799607072692,0.203011055364189
PCA,20260927,linear,23.655913978494635,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.05579567779960708,0.203011055364189
PCA,20260927,threshold,19.546742209631752,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.05579567779960708,0.203011055364189
PCA,20260927,historical,29.876543209876537,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.05579567779960708,0.203011055364189
PCA,20260927,state_hist,-1.7921146953404854,509,104.0,268.0,92.0,176.0,12.0,0.5265225933202358,0.8846153846153846,0.34328358208955223,0.05579567779960708,0.203011055364189
PCA,20260928,linear,21.23655913978495,509,104.0,267.0,91.0,176.0,13.0,0.5245579567779961,0.875,0.3408239700374532,0.0575638506876228,0.21600798543983202
PCA,20260928,threshold,16.99716713881021,509,104.0,267.0,91.0,176.0,13.0,0.5245579567779961,0.875,0.3408239700374532,0.0575638506876228,0.21600798543983202
PCA,20260928,historical,27.654320987654312,509,104.0,267.0,91.0,176.0,13.0,0.5245579567779961,0.875,0.3408239700374532,0.0575638506876228,0.21600798543983202
PCA,20260928,state_hist,-5.017921146953408,509,104.0,267.0,91.0,176.0,13.0,0.5245579567779961,0.875,0.3408239700374532,0.0575638506876228,0.21600798543983202
