definition,variant,information,calibration,threshold_bp,sample,strategy,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
PCA,own_scale,F,calibrated,-10.0,full,threshold,509,104.0,312.0,88.0,224.0,16.0,0.6129666011787819,0.8461538461538461,0.28205128205128205,0.07229862475442043,0.26431264314851083
PCA,own_scale,F,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,own_scale,F,calibrated,-10.0,full,state_hist,509,104.0,273.0,93.0,180.0,11.0,0.5363457760314342,0.8942307692307693,0.34065934065934067,0.05481335952848724,0.19153595959196962
PCA,own_scale,F,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,own_scale,F,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,own_scale,F,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,74.0,25.0,49.0,5.0,0.5362318840579711,0.8333333333333334,0.33783783783783783,0.06811594202898551,0.29212415472721676
PCA,own_scale,F,calibrated,-10.0,nonoverlap,linear,138,30.0,103.0,28.0,75.0,2.0,0.7463768115942029,0.9333333333333333,0.27184466019417475,0.06739130434782609,0.19738882247074208
PCA,own_scale,F,calibrated,-10.0,nonoverlap,threshold,138,30.0,84.0,26.0,58.0,4.0,0.6086956521739131,0.8666666666666667,0.30952380952380953,0.06811594202898551,0.25761163201657544
PCA,own_scale,F,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,own_scale,F,calibrated,-10.0,nonoverlap,state_hist,138,30.0,78.0,26.0,52.0,4.0,0.5652173913043478,0.8666666666666667,0.3333333333333333,0.063768115942029,0.24901751345754164
PCA,own_scale,F,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,own_scale,F,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,own_scale,F,calibrated,-20.0,full,ml_selected,509,37.0,94.5,30.25,64.25,6.75,0.1856581532416503,0.8175675675675675,0.3201058201058201,0.02455795677799607,0.1335004046663774
PCA,own_scale,F,calibrated,-20.0,full,linear,509,37.0,108.0,24.0,84.0,13.0,0.21218074656188604,0.6486486486486487,0.2222222222222222,0.03948919449901769,0.20968571860917082
PCA,own_scale,F,calibrated,-20.0,full,threshold,509,37.0,120.0,28.0,92.0,9.0,0.2357563850687623,0.7567567567567568,0.23333333333333334,0.03398821218074656,0.15426281526134625
PCA,own_scale,F,calibrated,-20.0,full,historical,509,37.0,181.0,22.0,159.0,15.0,0.3555992141453831,0.5945945945945946,0.12154696132596685,0.05776031434184675,0.24674504318506932
PCA,own_scale,F,calibrated,-20.0,full,state_hist,509,37.0,123.0,33.0,90.0,4.0,0.24165029469548133,0.8918918918918919,0.2682926829268293,0.024754420432220044,0.10393735118139485
PCA,own_scale,F,calibrated,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,own_scale,F,calibrated,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,own_scale,F,calibrated,-20.0,nonoverlap,ml_selected,138,11.0,28.5,9.5,19.0,1.5,0.20652173913043478,0.8636363636363636,0.3333333333333333,0.02355072463768116,0.07748823790579838
PCA,own_scale,F,calibrated,-20.0,nonoverlap,linear,138,11.0,28.0,7.0,21.0,4.0,0.2028985507246377,0.6363636363636364,0.25,0.04130434782608696,0.20973964293153108
PCA,own_scale,F,calibrated,-20.0,nonoverlap,threshold,138,11.0,29.0,8.0,21.0,3.0,0.21014492753623187,0.7272727272727273,0.27586206896551724,0.034782608695652174,0.11678864472211928
PCA,own_scale,F,calibrated,-20.0,nonoverlap,historical,138,11.0,45.0,5.0,40.0,6.0,0.32608695652173914,0.45454545454545453,0.1111111111111111,0.06811594202898551,0.3684472753257524
PCA,own_scale,F,calibrated,-20.0,nonoverlap,state_hist,138,11.0,33.0,10.0,23.0,1.0,0.2391304347826087,0.9090909090909091,0.30303030303030304,0.02318840579710145,0.07591989187595838
PCA,own_scale,F,calibrated,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,own_scale,F,calibrated,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
