definition,variant,information,calibration,threshold_bp,sample,strategy,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
CAP,own_scale,F,calibrated,-20.0,full,threshold,509,12.0,68.0,7.0,61.0,5.0,0.13359528487229863,0.5833333333333334,0.10294117647058823,0.020825147347740672,0.033748639708371976
CAP,own_scale,F,calibrated,-20.0,full,historical,509,12.0,18.0,0.0,18.0,12.0,0.03536345776031434,0.0,0.0,0.024754420432220044,0.11729322720000396
CAP,own_scale,F,calibrated,-20.0,full,state_hist,509,12.0,21.0,3.0,18.0,9.0,0.0412573673870334,0.25,0.14285714285714285,0.01944990176817289,0.08767155192822096
CAP,own_scale,F,calibrated,-20.0,full,always_alarm,509,12.0,509.0,12.0,497.0,0.0,1.0,1.0,0.023575638506876228,0.09764243614931238,0.0
CAP,own_scale,F,calibrated,-20.0,full,never_alarm,509,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.021218074656188607,0.11729322720000396
CAP,own_scale,F,calibrated,-20.0,nonoverlap,ml_selected,138,4.0,6.5,1.0,5.5,3.0,0.04710144927536232,0.25,0.15384615384615385,0.02355072463768116,0.07053750393465522
CAP,own_scale,F,calibrated,-20.0,nonoverlap,linear,138,4.0,21.0,2.0,19.0,2.0,0.15217391304347827,0.5,0.09523809523809523,0.026811594202898553,0.056785222804914826
CAP,own_scale,F,calibrated,-20.0,nonoverlap,threshold,138,4.0,20.0,2.0,18.0,2.0,0.14492753623188406,0.5,0.1,0.026086956521739132,0.056785222804914826
CAP,own_scale,F,calibrated,-20.0,nonoverlap,historical,138,4.0,4.0,0.0,4.0,4.0,0.028985507246376812,0.0,0.0,0.028985507246376812,0.1341127379355532
CAP,own_scale,F,calibrated,-20.0,nonoverlap,state_hist,138,4.0,5.0,1.0,4.0,3.0,0.036231884057971016,0.25,0.2,0.02246376811594203,0.07053750393465522
CAP,own_scale,F,calibrated,-20.0,nonoverlap,always_alarm,138,4.0,138.0,4.0,134.0,0.0,1.0,1.0,0.028985507246376812,0.09710144927536231,0.0
CAP,own_scale,F,calibrated,-20.0,nonoverlap,never_alarm,138,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.026086956521739132,0.1341127379355532
PCA,original,F,raw,-5.0,full,ml_selected,509,161.0,309.5,143.5,166.0,17.5,0.6080550098231827,0.8913043478260869,0.46365105008077545,0.06355599214145384,0.316658607938385
PCA,original,F,raw,-5.0,full,linear,509,161.0,393.0,151.0,242.0,10.0,0.7721021611001965,0.937888198757764,0.3842239185750636,0.06522593320235757,0.2565791454778832
PCA,original,F,raw,-5.0,full,threshold,509,161.0,325.0,142.0,183.0,19.0,0.6385068762278978,0.8819875776397516,0.4369230769230769,0.06954813359528489,0.34680575765398824
PCA,original,F,raw,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,F,raw,-5.0,full,state_hist,509,161.0,250.0,131.0,119.0,30.0,0.4911591355599214,0.8136645962732919,0.524,0.07642436149312379,0.4068972552166908
PCA,original,F,raw,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,F,raw,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,F,raw,-5.0,nonoverlap,ml_selected,138,48.0,83.75,42.25,41.5,5.75,0.6068840579710145,0.8802083333333334,0.5044776119402985,0.06757246376811595,0.3875305093484674
PCA,original,F,raw,-5.0,nonoverlap,linear,138,48.0,103.0,44.0,59.0,4.0,0.7463768115942029,0.9166666666666666,0.42718446601941745,0.06884057971014494,0.3784231480916966
PCA,original,F,raw,-5.0,nonoverlap,threshold,138,48.0,86.0,42.0,44.0,6.0,0.6231884057971014,0.875,0.4883720930232558,0.07101449275362319,0.4423646291248496
PCA,original,F,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,F,raw,-5.0,nonoverlap,state_hist,138,48.0,71.0,40.0,31.0,8.0,0.5144927536231884,0.8333333333333334,0.5633802816901409,0.0746376811594203,0.4372647204844081
PCA,original,F,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,F,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,F,raw,-10.0,full,ml_selected,509,104.0,158.5,80.0,78.5,24.0,0.3113948919449902,0.7692307692307693,0.5047318611987381,0.05785854616895875,0.32710657958719314
PCA,original,F,raw,-10.0,full,linear,509,104.0,243.0,88.0,155.0,16.0,0.4774066797642436,0.8461538461538461,0.36213991769547327,0.05874263261296661,0.25329069840176677
PCA,original,F,raw,-10.0,full,threshold,509,104.0,168.0,70.0,98.0,34.0,0.3300589390962672,0.6730769230769231,0.4166666666666667,0.07937131630648331,0.398602179701285
PCA,original,F,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,F,raw,-10.0,full,state_hist,509,104.0,141.0,77.0,64.0,27.0,0.2770137524557957,0.7403846153846154,0.5460992907801419,0.06031434184675836,0.33526609153875675
PCA,original,F,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,F,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,F,raw,-10.0,nonoverlap,ml_selected,138,30.0,41.0,22.0,19.0,8.0,0.2971014492753623,0.7333333333333333,0.5365853658536586,0.06594202898550726,0.3678987366962187
PCA,original,F,raw,-10.0,nonoverlap,linear,138,30.0,64.0,25.0,39.0,5.0,0.463768115942029,0.8333333333333334,0.390625,0.06086956521739132,0.272524727699682
PCA,original,F,raw,-10.0,nonoverlap,threshold,138,30.0,42.0,19.0,23.0,11.0,0.30434782608695654,0.6333333333333333,0.4523809523809524,0.08840579710144929,0.4583438802503214
PCA,original,F,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,F,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.3805229514668493
PCA,original,F,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,F,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,F,raw,-20.0,full,ml_selected,509,37.0,38.5,17.0,21.5,20.0,0.0756385068762279,0.4594594594594595,0.44155844155844154,0.03958742632612966,0.25762728129890955
PCA,original,F,raw,-20.0,full,linear,509,37.0,19.0,11.0,8.0,26.0,0.03732809430255403,0.2972972972972973,0.5789473684210527,0.0475442043222004,0.3343780601474085
PCA,original,F,raw,-20.0,full,threshold,509,37.0,30.0,11.0,19.0,26.0,0.05893909626719057,0.2972972972972973,0.36666666666666664,0.04970530451866405,0.32717422337413543
PCA,original,F,raw,-20.0,full,historical,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,F,raw,-20.0,full,state_hist,509,37.0,30.0,15.0,15.0,22.0,0.05893909626719057,0.40540540540540543,0.5,0.041846758349705304,0.2981223905367576
PCA,original,F,raw,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,F,raw,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,F,raw,-20.0,nonoverlap,ml_selected,138,11.0,7.5,3.0,4.5,8.0,0.05434782608695652,0.2727272727272727,0.4,0.05543478260869565,0.3653610369029602
PCA,original,F,raw,-20.0,nonoverlap,linear,138,11.0,2.0,1.0,1.0,10.0,0.014492753623188406,0.09090909090909091,0.5,0.06594202898550725,0.505372101993659
PCA,original,F,raw,-20.0,nonoverlap,threshold,138,11.0,5.0,1.0,4.0,10.0,0.036231884057971016,0.09090909090909091,0.2,0.06811594202898551,0.505372101993659
PCA,original,F,raw,-20.0,nonoverlap,historical,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,F,raw,-20.0,nonoverlap,state_hist,138,11.0,6.0,4.0,2.0,7.0,0.043478260869565216,0.36363636363636365,0.6666666666666666,0.04710144927536232,0.4637329535007938
PCA,original,F,raw,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,F,raw,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,F,calibrated,-5.0,full,ml_selected,509,161.0,422.25,155.75,266.5,5.25,0.8295677799607073,0.967391304347826,0.3688573120189461,0.061640471512770134,0.03819489310238693
PCA,original,F,calibrated,-5.0,full,linear,509,161.0,461.0,159.0,302.0,2.0,0.9056974459724951,0.9875776397515528,0.34490238611713664,0.06286836935166994,0.15748174078976226
PCA,original,F,calibrated,-5.0,full,threshold,509,161.0,441.0,156.0,285.0,5.0,0.8664047151277013,0.968944099378882,0.35374149659863946,0.06483300589390963,0.14086638058272946
PCA,original,F,calibrated,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,F,calibrated,-5.0,full,state_hist,509,161.0,486.0,159.0,327.0,2.0,0.9548133595284872,0.9875776397515528,0.3271604938271605,0.06777996070726916,0.01605366991456851
PCA,original,F,calibrated,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,F,calibrated,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,F,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,116.5,46.0,70.5,2.0,0.8442028985507246,0.9583333333333334,0.3948497854077253,0.0641304347826087,0.0152075415596502
PCA,original,F,calibrated,-5.0,nonoverlap,linear,138,48.0,121.0,47.0,74.0,1.0,0.8768115942028986,0.9791666666666666,0.3884297520661157,0.060144927536231886,0.18461554404987143
PCA,original,F,calibrated,-5.0,nonoverlap,threshold,138,48.0,120.0,47.0,73.0,1.0,0.8695652173913043,0.9791666666666666,0.39166666666666666,0.05942028985507247,0.05441526257744699
PCA,original,F,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,F,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
PCA,original,F,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,F,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,F,calibrated,-10.0,full,ml_selected,509,104.0,270.5,91.5,179.0,12.5,0.5314341846758349,0.8798076923076923,0.33826247689463956,0.05726915520628685,0.20950952040201049
PCA,original,F,calibrated,-10.0,full,linear,509,104.0,386.0,95.0,291.0,9.0,0.7583497053045186,0.9134615384615384,0.24611398963730569,0.07308447937131632,0.19963856199622962
PCA,original,F,calibrated,-10.0,full,threshold,509,104.0,327.0,91.0,236.0,13.0,0.6424361493123772,0.875,0.2782874617737003,0.06935166994106093,0.22002034455770628
PCA,original,F,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,F,calibrated,-10.0,full,state_hist,509,104.0,273.0,93.0,180.0,11.0,0.5363457760314342,0.8942307692307693,0.34065934065934067,0.05481335952848724,0.19153595959196962
PCA,original,F,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,F,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,F,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,74.5,25.5,49.0,4.5,0.5398550724637681,0.85,0.3422818791946309,0.06485507246376812,0.2681551786094548
PCA,original,F,calibrated,-10.0,nonoverlap,linear,138,30.0,105.0,28.0,77.0,2.0,0.7608695652173914,0.9333333333333333,0.26666666666666666,0.06884057971014493,0.19738882247074208
PCA,original,F,calibrated,-10.0,nonoverlap,threshold,138,30.0,89.0,26.0,63.0,4.0,0.644927536231884,0.8666666666666667,0.29213483146067415,0.07173913043478261,0.25867884225989324
PCA,original,F,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,F,calibrated,-10.0,nonoverlap,state_hist,138,30.0,78.0,26.0,52.0,4.0,0.5652173913043478,0.8666666666666667,0.3333333333333333,0.063768115942029,0.24901751345754164
PCA,original,F,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,F,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,F,calibrated,-20.0,full,ml_selected,509,37.0,94.25,30.75,63.5,6.25,0.18516699410609036,0.831081081081081,0.32625994694960214,0.023526522593320238,0.13554363840217587
PCA,original,F,calibrated,-20.0,full,linear,509,37.0,108.0,24.0,84.0,13.0,0.21218074656188604,0.6486486486486487,0.2222222222222222,0.03948919449901769,0.20968571860917082
PCA,original,F,calibrated,-20.0,full,threshold,509,37.0,105.0,25.0,80.0,12.0,0.206286836935167,0.6756756756756757,0.23809523809523808,0.036935166994106094,0.21601824712630743
PCA,original,F,calibrated,-20.0,full,historical,509,37.0,181.0,22.0,159.0,15.0,0.3555992141453831,0.5945945945945946,0.12154696132596685,0.05776031434184675,0.24674504318506932
PCA,original,F,calibrated,-20.0,full,state_hist,509,37.0,123.0,33.0,90.0,4.0,0.24165029469548133,0.8918918918918919,0.2682926829268293,0.024754420432220044,0.10393735118139485
PCA,original,F,calibrated,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,F,calibrated,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,F,calibrated,-20.0,nonoverlap,ml_selected,138,11.0,28.25,9.75,18.5,1.25,0.20471014492753623,0.8863636363636364,0.34513274336283184,0.021557971014492756,0.08536375585525507
PCA,original,F,calibrated,-20.0,nonoverlap,linear,138,11.0,28.0,7.0,21.0,4.0,0.2028985507246377,0.6363636363636364,0.25,0.04130434782608696,0.20973964293153108
PCA,original,F,calibrated,-20.0,nonoverlap,threshold,138,11.0,26.0,7.0,19.0,4.0,0.18840579710144928,0.6363636363636364,0.2692307692307692,0.03985507246376811,0.24437840678903786
PCA,original,F,calibrated,-20.0,nonoverlap,historical,138,11.0,45.0,5.0,40.0,6.0,0.32608695652173914,0.45454545454545453,0.1111111111111111,0.06811594202898551,0.3684472753257524
PCA,original,F,calibrated,-20.0,nonoverlap,state_hist,138,11.0,33.0,10.0,23.0,1.0,0.2391304347826087,0.9090909090909091,0.30303030303030304,0.02318840579710145,0.07591989187595838
PCA,original,F,calibrated,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,F,calibrated,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,R,raw,-5.0,full,ml_selected,509,161.0,300.5,141.25,159.25,19.75,0.5903732809430255,0.8773291925465838,0.4700499168053245,0.0662082514734774,0.3152532090292295
PCA,original,R,raw,-5.0,full,linear,509,161.0,368.0,150.0,218.0,11.0,0.7229862475442044,0.9316770186335404,0.4076086956521739,0.06227897838899804,0.2532509306132676
PCA,original,R,raw,-5.0,full,threshold,509,161.0,378.0,150.0,228.0,11.0,0.7426326129666012,0.9316770186335404,0.3968253968253968,0.06424361493123773,0.25738202077631483
PCA,original,R,raw,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,R,raw,-5.0,full,state_hist,509,161.0,250.0,131.0,119.0,30.0,0.4911591355599214,0.8136645962732919,0.524,0.07642436149312379,0.4068972552166908
PCA,original,R,raw,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,R,raw,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,R,raw,-5.0,nonoverlap,ml_selected,138,48.0,83.25,43.0,40.25,5.0,0.6032608695652174,0.8958333333333334,0.5165165165165165,0.06177536231884058,0.3094608533578519
PCA,original,R,raw,-5.0,nonoverlap,linear,138,48.0,100.0,44.0,56.0,4.0,0.7246376811594203,0.9166666666666666,0.44,0.06666666666666668,0.29886742465882815
PCA,original,R,raw,-5.0,nonoverlap,threshold,138,48.0,100.0,44.0,56.0,4.0,0.7246376811594203,0.9166666666666666,0.44,0.06666666666666668,0.29886742465882815
PCA,original,R,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,R,raw,-5.0,nonoverlap,state_hist,138,48.0,71.0,40.0,31.0,8.0,0.5144927536231884,0.8333333333333334,0.5633802816901409,0.0746376811594203,0.4372647204844081
PCA,original,R,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,R,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,R,raw,-10.0,full,ml_selected,509,104.0,156.5,79.0,77.5,25.0,0.3074656188605108,0.7596153846153846,0.5047923322683706,0.0594302554027505,0.3409632526771064
PCA,original,R,raw,-10.0,full,linear,509,104.0,202.0,85.0,117.0,19.0,0.3968565815324165,0.8173076923076923,0.4207920792079208,0.056581532416502954,0.27572209651892937
PCA,original,R,raw,-10.0,full,threshold,509,104.0,166.0,79.0,87.0,25.0,0.32612966601178783,0.7596153846153846,0.4759036144578313,0.061296660117878196,0.3333282801180697
PCA,original,R,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,R,raw,-10.0,full,state_hist,509,104.0,141.0,77.0,64.0,27.0,0.2770137524557957,0.7403846153846154,0.5460992907801419,0.06031434184675836,0.33526609153875675
PCA,original,R,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,R,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,R,raw,-10.0,nonoverlap,ml_selected,138,30.0,45.0,22.0,23.0,8.0,0.32608695652173914,0.7333333333333333,0.4888888888888889,0.06884057971014493,0.3678987366962187
PCA,original,R,raw,-10.0,nonoverlap,linear,138,30.0,57.0,24.0,33.0,6.0,0.41304347826086957,0.8,0.42105263157894735,0.06304347826086958,0.2816922463438364
PCA,original,R,raw,-10.0,nonoverlap,threshold,138,30.0,45.0,22.0,23.0,8.0,0.32608695652173914,0.7333333333333333,0.4888888888888889,0.06884057971014493,0.37337551658909746
PCA,original,R,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,R,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.3805229514668493
PCA,original,R,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,R,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,R,raw,-20.0,full,ml_selected,509,37.0,26.25,13.0,13.25,24.0,0.05157170923379175,0.35135135135135137,0.49523809523809526,0.04503929273084479,0.30170010861632834
PCA,original,R,raw,-20.0,full,linear,509,37.0,27.0,15.0,12.0,22.0,0.05304518664047151,0.40540540540540543,0.5555555555555556,0.0412573673870334,0.2893990939290952
PCA,original,R,raw,-20.0,full,threshold,509,37.0,44.0,19.0,25.0,18.0,0.08644400785854617,0.5135135135135135,0.4318181818181818,0.03673870333988212,0.25730983724102036
PCA,original,R,raw,-20.0,full,historical,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,R,raw,-20.0,full,state_hist,509,37.0,30.0,15.0,15.0,22.0,0.05893909626719057,0.40540540540540543,0.5,0.041846758349705304,0.2981223905367576
PCA,original,R,raw,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,R,raw,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,R,raw,-20.0,nonoverlap,ml_selected,138,11.0,5.25,2.0,3.25,9.0,0.03804347826086957,0.18181818181818182,0.38095238095238093,0.061050724637681165,0.43320612822029125
PCA,original,R,raw,-20.0,nonoverlap,linear,138,11.0,5.0,3.0,2.0,8.0,0.036231884057971016,0.2727272727272727,0.6,0.053623188405797106,0.3642626562272454
PCA,original,R,raw,-20.0,nonoverlap,threshold,138,11.0,10.0,4.0,6.0,7.0,0.07246376811594203,0.36363636363636365,0.4,0.05,0.32049932602956255
PCA,original,R,raw,-20.0,nonoverlap,historical,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,R,raw,-20.0,nonoverlap,state_hist,138,11.0,6.0,4.0,2.0,7.0,0.043478260869565216,0.36363636363636365,0.6666666666666666,0.04710144927536232,0.4637329535007938
PCA,original,R,raw,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,R,raw,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,R,calibrated,-5.0,full,ml_selected,509,161.0,434.75,155.25,279.5,5.75,0.8541257367387033,0.9642857142857143,0.3571017826336975,0.06507858546168958,0.039914699228020586
PCA,original,R,calibrated,-5.0,full,linear,509,161.0,451.0,158.0,293.0,3.0,0.8860510805500982,0.9813664596273292,0.35033259423503327,0.06286836935166995,0.16343247664749816
PCA,original,R,calibrated,-5.0,full,threshold,509,161.0,441.0,159.0,282.0,2.0,0.8664047151277013,0.9875776397515528,0.36054421768707484,0.05893909626719057,0.10896912293015922
PCA,original,R,calibrated,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,R,calibrated,-5.0,full,state_hist,509,161.0,486.0,159.0,327.0,2.0,0.9548133595284872,0.9875776397515528,0.3271604938271605,0.06777996070726916,0.01605366991456851
PCA,original,R,calibrated,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,R,calibrated,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,R,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,116.75,46.5,70.25,1.5,0.8460144927536232,0.96875,0.39828693790149894,0.06068840579710145,0.012366880007678086
PCA,original,R,calibrated,-5.0,nonoverlap,linear,138,48.0,118.0,47.0,71.0,1.0,0.855072463768116,0.9791666666666666,0.3983050847457627,0.057971014492753624,0.18461554404987143
PCA,original,R,calibrated,-5.0,nonoverlap,threshold,138,48.0,117.0,47.0,70.0,1.0,0.8478260869565217,0.9791666666666666,0.4017094017094017,0.0572463768115942,0.005681323103944227
PCA,original,R,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,R,calibrated,-10.0,full,ml_selected,509,104.0,284.75,92.75,192.0,11.25,0.5594302554027505,0.8918269230769231,0.3257243195785777,0.05761296660117879,0.19998382291277664
PCA,original,R,calibrated,-10.0,full,linear,509,104.0,339.0,95.0,244.0,9.0,0.6660117878192534,0.9134615384615384,0.28023598820059,0.06385068762278978,0.18438714011063168
PCA,original,R,calibrated,-10.0,full,threshold,509,104.0,296.0,91.0,205.0,13.0,0.581532416502947,0.875,0.30743243243243246,0.06326129666011789,0.22036909941789468
PCA,original,R,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,R,calibrated,-10.0,full,state_hist,509,104.0,273.0,93.0,180.0,11.0,0.5363457760314342,0.8942307692307693,0.34065934065934067,0.05481335952848724,0.19153595959196962
PCA,original,R,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,R,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,R,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,78.25,26.0,52.25,4.0,0.5670289855072463,0.8666666666666667,0.33226837060702874,0.06394927536231884,0.24418620249169287
PCA,original,R,calibrated,-10.0,nonoverlap,linear,138,30.0,96.0,28.0,68.0,2.0,0.6956521739130435,0.9333333333333333,0.2916666666666667,0.062318840579710155,0.19738882247074208
PCA,original,R,calibrated,-10.0,nonoverlap,threshold,138,30.0,81.0,26.0,55.0,4.0,0.5869565217391305,0.8666666666666667,0.32098765432098764,0.06594202898550726,0.28907209271600315
