definition,strategy,threshold_bp,cost
CAP,always_alarm,-17.0,0.09607072691552064
CAP,never_alarm,-17.0,0.03536345776031434
CAP,ml_selected,-16.5,0.019990176817288804
CAP,linear,-16.5,0.03182711198428291
CAP,threshold,-16.5,0.026522593320235755
CAP,historical,-16.5,0.047740667976424365
CAP,state_hist,-16.5,0.02514734774066798
CAP,always_alarm,-16.5,0.09567779960707269
CAP,never_alarm,-16.5,0.03889980353634578
CAP,ml_selected,-16.0,0.020186640471512772
CAP,linear,-16.0,0.026915520628683694
CAP,threshold,-16.0,0.02868369351669941
CAP,historical,-16.0,0.05166994106090373
CAP,state_hist,-16.0,0.027111984282907665
CAP,always_alarm,-16.0,0.09528487229862476
CAP,never_alarm,-16.0,0.042436149312377214
CAP,ml_selected,-15.5,0.0206286836935167
CAP,linear,-15.5,0.02573673870333988
CAP,threshold,-15.5,0.028094302554027506
CAP,historical,-15.5,0.05166994106090373
CAP,state_hist,-15.5,0.0275049115913556
CAP,always_alarm,-15.5,0.09528487229862476
CAP,never_alarm,-15.5,0.042436149312377214
CAP,ml_selected,-15.0,0.01925343811394892
CAP,linear,-15.0,0.026915520628683694
CAP,threshold,-15.0,0.030058939096267192
CAP,historical,-15.0,0.05972495088408644
CAP,state_hist,-15.0,0.02612966601178782
CAP,always_alarm,-15.0,0.09430255402750491
CAP,never_alarm,-15.0,0.051277013752455795
CAP,ml_selected,-14.5,0.02087426326129666
CAP,linear,-14.5,0.030058939096267192
CAP,threshold,-14.5,0.030648330058939095
CAP,historical,-14.5,0.060707269155206287
CAP,state_hist,-14.5,0.03202357563850688
CAP,always_alarm,-14.5,0.09371316306483302
CAP,never_alarm,-14.5,0.05658153241650295
CAP,ml_selected,-14.0,0.028536345776031435
CAP,linear,-14.0,0.03477406679764244
CAP,threshold,-14.0,0.03398821218074655
CAP,historical,-14.0,0.06954813359528489
CAP,state_hist,-14.0,0.03182711198428291
CAP,always_alarm,-14.0,0.09273084479371317
CAP,never_alarm,-14.0,0.06542239685658154
CAP,ml_selected,-13.5,0.03138506876227898
CAP,linear,-13.5,0.03673870333988213
CAP,threshold,-13.5,0.03536345776031434
CAP,historical,-13.5,0.07367387033398821
CAP,state_hist,-13.5,0.031041257367387033
CAP,always_alarm,-13.5,0.0919449901768173
CAP,never_alarm,-13.5,0.07249508840864441
CAP,ml_selected,-13.0,0.038359528487229864
CAP,linear,-13.0,0.044400785854616896
CAP,threshold,-13.0,0.039096267190569745
CAP,historical,-13.0,0.0787819253438114
CAP,state_hist,-13.0,0.03418467583497053
CAP,always_alarm,-13.0,0.09096267190569744
CAP,never_alarm,-13.0,0.08133595284872298
CAP,ml_selected,-12.5,0.038212180746561894
CAP,linear,-12.5,0.04734774066797643
CAP,threshold,-12.5,0.042436149312377214
CAP,historical,-12.5,0.07838899803536345
CAP,state_hist,-12.5,0.03595284872298625
CAP,always_alarm,-12.5,0.0899803536345776
CAP,never_alarm,-12.5,0.09017681728880159
CAP,ml_selected,-12.0,0.043713163064833006
CAP,linear,-12.0,0.04931237721021611
CAP,threshold,-12.0,0.045972495088408644
CAP,historical,-12.0,0.07976424361493124
CAP,state_hist,-12.0,0.03929273084479371
CAP,always_alarm,-12.0,0.08880157170923379
CAP,never_alarm,-12.0,0.10078585461689586
CAP,ml_selected,-11.5,0.043762278978389
CAP,linear,-11.5,0.0481335952848723
CAP,threshold,-11.5,0.0487229862475442
CAP,historical,-11.5,0.08212180746561885
CAP,state_hist,-11.5,0.03831041257367387
CAP,always_alarm,-11.5,0.08801571709233791
CAP,never_alarm,-11.5,0.10785854616895875
CAP,ml_selected,-11.0,0.043958742632612964
CAP,linear,-11.0,0.047937131630648326
CAP,threshold,-11.0,0.04891944990176818
CAP,historical,-11.0,0.0819253438113949
CAP,state_hist,-11.0,0.03929273084479371
CAP,always_alarm,-11.0,0.08781925343811395
CAP,never_alarm,-11.0,0.10962671905697445
CAP,ml_selected,-10.5,0.04852652259332024
CAP,linear,-10.5,0.05638506876227898
CAP,threshold,-10.5,0.05363457760314342
CAP,historical,-10.5,0.0893909626719057
CAP,state_hist,-10.5,0.0475442043222004
CAP,always_alarm,-10.5,0.08624754420432221
CAP,never_alarm,-10.5,0.1237721021611002
CAP,ml_selected,-10.0,0.049999999999999996
CAP,linear,-10.0,0.055992141453831044
CAP,threshold,-10.0,0.05265225933202358
CAP,historical,-10.0,0.08860510805500983
CAP,state_hist,-10.0,0.051669941060903744
CAP,always_alarm,-10.0,0.08605108055009825
CAP,never_alarm,-10.0,0.1255402750491159
CAP,ml_selected,-9.5,0.04916502946954813
CAP,linear,-9.5,0.05677799607072692
CAP,threshold,-9.5,0.05108055009823183
CAP,historical,-9.5,0.09155206286836937
CAP,state_hist,-9.5,0.05422396856581533
CAP,always_alarm,-9.5,0.08526522593320235
CAP,never_alarm,-9.5,0.13261296660117877
CAP,ml_selected,-9.0,0.05103143418467584
CAP,linear,-9.0,0.056777996070726915
CAP,threshold,-9.0,0.05343811394891945
CAP,historical,-9.0,0.08683693516699412
CAP,state_hist,-9.0,0.0550098231827112
CAP,always_alarm,-9.0,0.08447937131630648
CAP,never_alarm,-9.0,0.13968565815324163
CAP,ml_selected,-8.5,0.05142436149312378
CAP,linear,-8.5,0.0581532416502947
CAP,threshold,-8.5,0.055992141453831044
CAP,historical,-8.5,0.08428290766208252
CAP,state_hist,-8.5,0.056188605108055005
CAP,always_alarm,-8.5,0.08290766208251474
CAP,never_alarm,-8.5,0.1538310412573674
CAP,ml_selected,-8.0,0.060658153241650296
CAP,linear,-8.0,0.06227897838899804
CAP,threshold,-8.0,0.061100196463654236
CAP,historical,-8.0,0.08172888015717092
CAP,state_hist,-8.0,0.061886051080550106
CAP,always_alarm,-8.0,0.08172888015717092
CAP,never_alarm,-8.0,0.16444007858546167
CAP,ml_selected,-7.5,0.05893909626719057
CAP,linear,-7.5,0.061296660117878196
CAP,threshold,-7.5,0.0581532416502947
CAP,historical,-7.5,0.07976424361493124
CAP,state_hist,-7.5,0.0618860510805501
CAP,always_alarm,-7.5,0.07976424361493124
CAP,never_alarm,-7.5,0.18212180746561887
CAP,ml_selected,-7.0,0.06119842829076622
CAP,linear,-7.0,0.06738703339882121
CAP,threshold,-7.0,0.06640471512770138
CAP,historical,-7.0,0.07858546168958742
CAP,state_hist,-7.0,0.07053045186640472
CAP,always_alarm,-7.0,0.07858546168958742
CAP,never_alarm,-7.0,0.19273084479371316
CAP,ml_selected,-6.5,0.06296660117878193
CAP,linear,-6.5,0.06699410609037329
CAP,threshold,-6.5,0.06483300589390963
CAP,historical,-6.5,0.07642436149312377
CAP,state_hist,-6.5,0.06522593320235757
CAP,always_alarm,-6.5,0.07642436149312377
CAP,never_alarm,-6.5,0.21218074656188604
CAP,ml_selected,-6.0,0.06321218074656187
CAP,linear,-6.0,0.062475442043222
CAP,threshold,-6.0,0.06463654223968565
CAP,historical,-6.0,0.074852652259332
CAP,state_hist,-6.0,0.07131630648330059
CAP,always_alarm,-6.0,0.074852652259332
CAP,never_alarm,-6.0,0.22632612966601182
CAP,ml_selected,-5.5,0.0650294695481336
CAP,linear,-5.5,0.05854616895874263
CAP,threshold,-5.5,0.06404715127701374
CAP,historical,-5.5,0.0730844793713163
CAP,state_hist,-5.5,0.06974459724950884
CAP,always_alarm,-5.5,0.0730844793713163
CAP,never_alarm,-5.5,0.24223968565815324
CAP,ml_selected,-5.0,0.06291748526522595
CAP,linear,-5.0,0.05913555992141453
CAP,threshold,-5.0,0.06345776031434185
CAP,historical,-5.0,0.0719056974459725
CAP,state_hist,-5.0,0.07367387033398821
CAP,always_alarm,-5.0,0.0719056974459725
CAP,never_alarm,-5.0,0.2528487229862475
CAP,ml_selected,-4.5,0.05859528487229863
CAP,linear,-4.5,0.0587426326129666
CAP,threshold,-4.5,0.06345776031434185
CAP,historical,-4.5,0.07053045186640469
CAP,state_hist,-4.5,0.07347740667976425
CAP,always_alarm,-4.5,0.07053045186640469
CAP,never_alarm,-4.5,0.26522593320235754
CAP,ml_selected,-4.0,0.0581532416502947
CAP,linear,-4.0,0.058153241650294694
CAP,threshold,-4.0,0.061689587426326124
CAP,historical,-4.0,0.06895874263261295
CAP,state_hist,-4.0,0.07485265225933202
CAP,always_alarm,-4.0,0.06895874263261295
CAP,never_alarm,-4.0,0.27937131630648326
CAP,ml_selected,-3.5,0.05722003929273085
CAP,linear,-3.5,0.05952848722986247
CAP,threshold,-3.5,0.059528487229862474
CAP,historical,-3.5,0.06699410609037328
CAP,state_hist,-3.5,0.07662082514734773
CAP,always_alarm,-3.5,0.06699410609037328
CAP,never_alarm,-3.5,0.29705304518664044
CAP,ml_selected,-3.0,0.058300589390962665
CAP,linear,-3.0,0.05952848722986247
CAP,threshold,-3.0,0.0593320235756385
CAP,historical,-3.0,0.06522593320235756
CAP,state_hist,-3.0,0.0693516699410609
CAP,always_alarm,-3.0,0.06522593320235756
CAP,never_alarm,-3.0,0.31296660117878194
CAP,ml_selected,-2.5,0.061051080550098225
CAP,linear,-2.5,0.05893909626719057
CAP,threshold,-2.5,0.05913555992141454
CAP,historical,-2.5,0.06286836935166994
CAP,state_hist,-2.5,0.0662082514734774
CAP,always_alarm,-2.5,0.06286836935166994
CAP,never_alarm,-2.5,0.3341846758349706
CAP,ml_selected,-2.0,0.05697445972495088
CAP,linear,-2.0,0.05638506876227898
CAP,threshold,-2.0,0.055992141453831044
CAP,historical,-2.0,0.06129666011787818
CAP,state_hist,-2.0,0.06601178781925343
CAP,always_alarm,-2.0,0.06129666011787818
CAP,never_alarm,-2.0,0.3483300589390963
CAP,ml_selected,-1.5,0.05648330058939096
CAP,linear,-1.5,0.0550098231827112
CAP,threshold,-1.5,0.0550098231827112
CAP,historical,-1.5,0.05933202357563851
CAP,state_hist,-1.5,0.0650294695481336
CAP,always_alarm,-1.5,0.05933202357563851
CAP,never_alarm,-1.5,0.3660117878192535
CAP,ml_selected,-1.0,0.05525540275049116
CAP,linear,-1.0,0.053241650294695485
CAP,threshold,-1.0,0.05363457760314342
CAP,historical,-1.0,0.056777996070726915
CAP,state_hist,-1.0,0.05795677799607073
CAP,always_alarm,-1.0,0.056777996070726915
CAP,never_alarm,-1.0,0.3889980353634578
CAP,ml_selected,-0.5,0.05388015717092337
CAP,linear,-0.5,0.05225933202357563
CAP,threshold,-0.5,0.05225933202357564
CAP,historical,-0.5,0.05461689587426326
CAP,state_hist,-0.5,0.05461689587426326
CAP,always_alarm,-0.5,0.05461689587426326
CAP,never_alarm,-0.5,0.40844793713163063
CAP,ml_selected,0.0,0.051719056974459714
CAP,linear,0.0,0.05029469548133596
CAP,threshold,0.0,0.05088408644400786
CAP,historical,0.0,0.05225933202357563
CAP,state_hist,0.0,0.05225933202357563
CAP,always_alarm,0.0,0.05225933202357563
CAP,never_alarm,0.0,0.42966601178781927
PCA,ml_selected,-30.0,0.015422396856581531
PCA,linear,-30.0,0.017092337917485267
PCA,threshold,-30.0,0.016110019646365426
PCA,historical,-30.0,0.014145383104125737
PCA,state_hist,-30.0,0.014341846758349704
PCA,always_alarm,-30.0,0.09842829076620825
PCA,never_alarm,-30.0,0.014145383104125737
PCA,ml_selected,-29.5,0.01743614931237721
PCA,linear,-29.5,0.017092337917485264
PCA,threshold,-29.5,0.016306483300589394
PCA,historical,-29.5,0.015913555992141455
PCA,state_hist,-29.5,0.0168958742632613
PCA,always_alarm,-29.5,0.09823182711198428
PCA,never_alarm,-29.5,0.015913555992141455
PCA,ml_selected,-29.0,0.01792730844793713
PCA,linear,-29.0,0.01768172888015717
PCA,threshold,-29.0,0.014538310412573675
PCA,historical,-29.0,0.015913555992141455
PCA,state_hist,-29.0,0.0168958742632613
PCA,always_alarm,-29.0,0.09823182711198428
PCA,never_alarm,-29.0,0.015913555992141455
PCA,ml_selected,-28.5,0.0181237721021611
PCA,linear,-28.5,0.018074656188605105
PCA,threshold,-28.5,0.01493123772102161
PCA,historical,-28.5,0.015913555992141455
PCA,state_hist,-28.5,0.0168958742632613
PCA,always_alarm,-28.5,0.09823182711198428
PCA,never_alarm,-28.5,0.015913555992141455
PCA,ml_selected,-28.0,0.018467583497053044
PCA,linear,-28.0,0.01827111984282908
PCA,threshold,-28.0,0.015520628683693517
PCA,historical,-28.0,0.015913555992141455
PCA,state_hist,-28.0,0.0168958742632613
PCA,always_alarm,-28.0,0.09823182711198428
PCA,never_alarm,-28.0,0.015913555992141455
PCA,ml_selected,-27.5,0.018664047151277015
PCA,linear,-27.5,0.01905697445972495
PCA,threshold,-27.5,0.015520628683693517
PCA,historical,-27.5,0.01768172888015717
PCA,state_hist,-27.5,0.019056974459724953
PCA,always_alarm,-27.5,0.09803536345776033
PCA,never_alarm,-27.5,0.01768172888015717
PCA,ml_selected,-27.0,0.019646365422396856
PCA,linear,-27.0,0.018860510805500982
PCA,threshold,-27.0,0.015913555992141455
PCA,historical,-27.0,0.01944990176817289
PCA,state_hist,-27.0,0.020825147347740672
PCA,always_alarm,-27.0,0.09783889980353634
PCA,never_alarm,-27.0,0.01944990176817289
PCA,ml_selected,-26.5,0.019597249508840862
PCA,linear,-26.5,0.01905697445972495
PCA,threshold,-26.5,0.01591355599214145
PCA,historical,-26.5,0.021218074656188607
PCA,state_hist,-26.5,0.0206286836935167
PCA,always_alarm,-26.5,0.09764243614931238
PCA,never_alarm,-26.5,0.021218074656188607
PCA,ml_selected,-26.0,0.023575638506876228
PCA,linear,-26.0,0.023575638506876228
PCA,threshold,-26.0,0.019842829076620827
PCA,historical,-26.0,0.024754420432220044
PCA,state_hist,-26.0,0.024165029469548134
PCA,always_alarm,-26.0,0.09724950884086445
PCA,never_alarm,-26.0,0.024754420432220044
PCA,ml_selected,-25.5,0.023722986247544202
PCA,linear,-25.5,0.023968565815324163
PCA,threshold,-25.5,0.018664047151277015
PCA,historical,-25.5,0.024754420432220044
PCA,state_hist,-25.5,0.024165029469548134
PCA,always_alarm,-25.5,0.09724950884086445
PCA,never_alarm,-25.5,0.024754420432220044
PCA,ml_selected,-25.0,0.027554027504911593
PCA,linear,-25.0,0.02612966601178782
PCA,threshold,-25.0,0.022396856581532412
PCA,historical,-25.0,0.028290766208251477
PCA,state_hist,-25.0,0.02514734774066798
PCA,always_alarm,-25.0,0.09685658153241651
PCA,never_alarm,-25.0,0.028290766208251477
PCA,ml_selected,-24.5,0.025785854616895875
PCA,linear,-24.5,0.030648330058939098
PCA,threshold,-24.5,0.02652259332023576
PCA,historical,-24.5,0.03889980353634578
PCA,state_hist,-24.5,0.02770137524557957
PCA,always_alarm,-24.5,0.09646365422396858
PCA,never_alarm,-24.5,0.0318271119842829
PCA,ml_selected,-24.0,0.022151277013752455
PCA,linear,-24.0,0.03280943025540275
PCA,threshold,-24.0,0.027504911591355603
PCA,historical,-24.0,0.04597249508840865
PCA,state_hist,-24.0,0.029469548133595286
PCA,always_alarm,-24.0,0.09607072691552064
PCA,never_alarm,-24.0,0.03536345776031434
PCA,ml_selected,-23.5,0.02514734774066798
PCA,linear,-23.5,0.035559921414538315
PCA,threshold,-23.5,0.02789783889980354
PCA,historical,-23.5,0.04950884086444009
PCA,state_hist,-23.5,0.03418467583497053
PCA,always_alarm,-23.5,0.09548133595284874
PCA,never_alarm,-23.5,0.0406679764243615
PCA,ml_selected,-23.0,0.02460707269155206
PCA,linear,-23.0,0.03261296660117879
PCA,threshold,-23.0,0.02652259332023576
PCA,historical,-23.0,0.04950884086444009
PCA,state_hist,-23.0,0.03143418467583497
PCA,always_alarm,-23.0,0.09548133595284874
PCA,never_alarm,-23.0,0.0406679764243615
PCA,ml_selected,-22.5,0.02888015717092338
PCA,linear,-22.5,0.03831041257367387
PCA,threshold,-22.5,0.027308447937131632
PCA,historical,-22.5,0.05304518664047152
PCA,state_hist,-22.5,0.029862475442043228
PCA,always_alarm,-22.5,0.0950884086444008
PCA,never_alarm,-22.5,0.04420432220039293
PCA,ml_selected,-22.0,0.028929273084479373
PCA,linear,-22.0,0.037131630648330055
PCA,threshold,-22.0,0.030451866404715127
PCA,historical,-22.0,0.05579567779960708
PCA,state_hist,-22.0,0.025343811394891946
PCA,always_alarm,-22.0,0.09469548133595286
PCA,never_alarm,-22.0,0.047740667976424365
PCA,ml_selected,-21.5,0.027946954813359532
PCA,linear,-21.5,0.03948919449901769
PCA,threshold,-21.5,0.03202357563850688
PCA,historical,-21.5,0.05618860510805501
PCA,state_hist,-21.5,0.023182711198428293
PCA,always_alarm,-21.5,0.09430255402750491
PCA,never_alarm,-21.5,0.051277013752455795
PCA,ml_selected,-21.0,0.02382121807465619
PCA,linear,-21.0,0.03791748526522594
PCA,threshold,-21.0,0.03280943025540275
PCA,historical,-21.0,0.05147347740667976
PCA,state_hist,-21.0,0.024361493123772105
PCA,always_alarm,-21.0,0.09371316306483302
PCA,never_alarm,-21.0,0.05658153241650295
PCA,ml_selected,-20.5,0.024165029469548134
PCA,linear,-20.5,0.03713163064833006
PCA,threshold,-20.5,0.035559921414538315
PCA,historical,-20.5,0.05166994106090373
PCA,state_hist,-20.5,0.024165029469548134
PCA,always_alarm,-20.5,0.09332023575638507
PCA,never_alarm,-20.5,0.060117878192534384
PCA,ml_selected,-20.0,0.023526522593320238
PCA,linear,-20.0,0.03948919449901769
PCA,threshold,-20.0,0.036935166994106094
PCA,historical,-20.0,0.05776031434184675
PCA,state_hist,-20.0,0.024754420432220044
PCA,always_alarm,-20.0,0.09273084479371317
PCA,never_alarm,-20.0,0.06542239685658152
PCA,ml_selected,-19.5,0.02578585461689588
PCA,linear,-19.5,0.043811394891945
PCA,threshold,-19.5,0.04282907662082515
PCA,historical,-19.5,0.06385068762278978
PCA,state_hist,-19.5,0.02848722986247544
PCA,always_alarm,-19.5,0.0919449901768173
PCA,never_alarm,-19.5,0.0724950884086444
PCA,ml_selected,-19.0,0.026178781925343814
PCA,linear,-19.0,0.043614931237721026
PCA,threshold,-19.0,0.04263261296660118
PCA,historical,-19.0,0.06699410609037329
PCA,state_hist,-19.0,0.028683693516699412
PCA,always_alarm,-19.0,0.09174852652259333
PCA,never_alarm,-19.0,0.07426326129666011
PCA,ml_selected,-18.5,0.025442043222003934
PCA,linear,-18.5,0.043614931237721026
PCA,threshold,-18.5,0.04597249508840865
PCA,historical,-18.5,0.06522593320235757
PCA,state_hist,-18.5,0.025540275049115914
PCA,always_alarm,-18.5,0.09155206286836935
PCA,never_alarm,-18.5,0.07603143418467584
PCA,ml_selected,-18.0,0.027652259332023574
PCA,linear,-18.0,0.04204322200392928
PCA,threshold,-18.0,0.049705304518664055
PCA,historical,-18.0,0.0650294695481336
PCA,state_hist,-18.0,0.02770137524557957
PCA,always_alarm,-18.0,0.09135559921414538
PCA,never_alarm,-18.0,0.07779960707269155
PCA,ml_selected,-17.5,0.029223968565815325
PCA,linear,-17.5,0.04675834970530453
PCA,threshold,-17.5,0.05068762278978389
PCA,historical,-17.5,0.07662082514734773
PCA,state_hist,-17.5,0.030451866404715127
PCA,always_alarm,-17.5,0.08998035363457761
PCA,never_alarm,-17.5,0.09017681728880159
PCA,ml_selected,-17.0,0.02902750491159136
PCA,linear,-17.0,0.04675834970530452
PCA,threshold,-17.0,0.04734774066797643
PCA,historical,-17.0,0.08212180746561887
PCA,state_hist,-17.0,0.02907662082514735
PCA,always_alarm,-17.0,0.08899803536345775
PCA,never_alarm,-17.0,0.09901768172888016
PCA,ml_selected,-16.5,0.03516699410609038
PCA,linear,-16.5,0.05147347740667977
PCA,threshold,-16.5,0.05009823182711198
PCA,historical,-16.5,0.09017681728880157
PCA,state_hist,-16.5,0.03280943025540275
PCA,always_alarm,-16.5,0.08801571709233791
PCA,never_alarm,-16.5,0.10785854616895875
PCA,ml_selected,-16.0,0.03639489194499019
PCA,linear,-16.0,0.0506876227897839
PCA,threshold,-16.0,0.05166994106090374
PCA,historical,-16.0,0.08742632612966601
PCA,state_hist,-16.0,0.03261296660117879
PCA,always_alarm,-16.0,0.08781925343811395
PCA,never_alarm,-16.0,0.10962671905697446
PCA,ml_selected,-15.5,0.03909626719056975
PCA,linear,-15.5,0.05206286836935168
PCA,threshold,-15.5,0.052455795677799615
PCA,historical,-15.5,0.09390962671905696
PCA,state_hist,-15.5,0.034970530451866405
PCA,always_alarm,-15.5,0.08762278978388999
PCA,never_alarm,-15.5,0.11139489194499018
PCA,ml_selected,-15.0,0.04150294695481336
PCA,linear,-15.0,0.05481335952848723
PCA,threshold,-15.0,0.051277013752455795
PCA,historical,-15.0,0.09017681728880157
PCA,state_hist,-15.0,0.03654223968565816
PCA,always_alarm,-15.0,0.08722986247544204
PCA,never_alarm,-15.0,0.11493123772102161
PCA,ml_selected,-14.5,0.041699410609037334
PCA,linear,-14.5,0.05500982318271121
PCA,threshold,-14.5,0.05324165029469549
PCA,historical,-14.5,0.08880157170923379
PCA,state_hist,-14.5,0.03398821218074656
PCA,always_alarm,-14.5,0.08644400785854617
PCA,never_alarm,-14.5,0.12200392927308448
PCA,ml_selected,-14.0,0.04336935166994107
PCA,linear,-14.0,0.05618860510805501
PCA,threshold,-14.0,0.055795677799607084
PCA,historical,-14.0,0.08840864440078586
PCA,state_hist,-14.0,0.035559921414538315
PCA,always_alarm,-14.0,0.08546168958742632
PCA,never_alarm,-14.0,0.13084479371316307
PCA,ml_selected,-13.5,0.04611984282907662
PCA,linear,-13.5,0.05854616895874264
PCA,threshold,-13.5,0.05795677799607073
PCA,historical,-13.5,0.08801571709233792
PCA,state_hist,-13.5,0.03889980353634578
PCA,always_alarm,-13.5,0.0850687622789784
PCA,never_alarm,-13.5,0.1343811394891945
PCA,ml_selected,-13.0,0.046463654223968566
PCA,linear,-13.0,0.05972495088408645
PCA,threshold,-13.0,0.05893909626719058
PCA,historical,-13.0,0.08821218074656188
PCA,state_hist,-13.0,0.04007858546168958
PCA,always_alarm,-13.0,0.08487229862475443
PCA,never_alarm,-13.0,0.1361493123772102
PCA,ml_selected,-12.5,0.04533398821218075
PCA,linear,-12.5,0.06345776031434186
PCA,threshold,-12.5,0.06227897838899805
PCA,historical,-12.5,0.08664047151277013
PCA,state_hist,-12.5,0.042436149312377214
PCA,always_alarm,-12.5,0.08408644400785854
PCA,never_alarm,-12.5,0.1432220039292731
PCA,ml_selected,-12.0,0.052455795677799615
PCA,linear,-12.0,0.0713163064833006
PCA,threshold,-12.0,0.06954813359528489
PCA,historical,-12.0,0.08585461689587427
PCA,state_hist,-12.0,0.05009823182711198
PCA,always_alarm,-12.0,0.08271119842829075
PCA,never_alarm,-12.0,0.1555992141453831
PCA,ml_selected,-11.5,0.05486247544204322
PCA,linear,-11.5,0.07269155206286837
PCA,threshold,-11.5,0.06679764243614933
PCA,historical,-11.5,0.08585461689587427
PCA,state_hist,-11.5,0.05068762278978389
PCA,always_alarm,-11.5,0.0825147347740668
PCA,never_alarm,-11.5,0.15736738703339884
PCA,ml_selected,-11.0,0.05535363457760315
PCA,linear,-11.0,0.07170923379174853
PCA,threshold,-11.0,0.06876227897838902
PCA,historical,-11.0,0.08781925343811395
PCA,state_hist,-11.0,0.05147347740667977
PCA,always_alarm,-11.0,0.08172888015717093
PCA,never_alarm,-11.0,0.1644400785854617
PCA,ml_selected,-10.5,0.056630648330058944
PCA,linear,-10.5,0.07190569744597251
PCA,threshold,-10.5,0.06640471512770138
PCA,historical,-10.5,0.08015717092337916
PCA,state_hist,-10.5,0.05461689587426327
PCA,always_alarm,-10.5,0.08074656188605107
PCA,never_alarm,-10.5,0.17328094302554028
PCA,ml_selected,-10.0,0.05726915520628685
PCA,linear,-10.0,0.07308447937131632
PCA,threshold,-10.0,0.06935166994106093
PCA,historical,-10.0,0.07956777996070727
PCA,state_hist,-10.0,0.05481335952848724
PCA,always_alarm,-10.0,0.07956777996070727
PCA,never_alarm,-10.0,0.18388998035363457
PCA,ml_selected,-9.5,0.05618860510805501
PCA,linear,-9.5,0.07387033398821219
PCA,threshold,-9.5,0.06797642436149312
PCA,historical,-9.5,0.07897838899803536
PCA,state_hist,-9.5,0.05717092337917486
PCA,always_alarm,-9.5,0.07897838899803536
PCA,never_alarm,-9.5,0.18919449901768176
PCA,ml_selected,-9.0,0.05653241650294696
PCA,linear,-9.0,0.07328094302554027
PCA,threshold,-9.0,0.06895874263261298
PCA,historical,-9.0,0.07779960707269155
PCA,state_hist,-9.0,0.06306483300589391
PCA,always_alarm,-9.0,0.07779960707269155
PCA,never_alarm,-9.0,0.19980353634577605
PCA,ml_selected,-8.5,0.056630648330058944
PCA,linear,-8.5,0.07288801571709236
PCA,threshold,-8.5,0.06935166994106091
PCA,historical,-8.5,0.07701375245579567
PCA,state_hist,-8.5,0.0650294695481336
PCA,always_alarm,-8.5,0.07701375245579567
PCA,never_alarm,-8.5,0.20687622789783888
PCA,ml_selected,-8.0,0.05820235756385069
PCA,linear,-8.0,0.06974459724950884
PCA,threshold,-8.0,0.06660117878192535
PCA,historical,-8.0,0.07426326129666011
PCA,state_hist,-8.0,0.0630648330058939
PCA,always_alarm,-8.0,0.07426326129666011
PCA,never_alarm,-8.0,0.23163064833005895
PCA,ml_selected,-7.5,0.058595284872298634
PCA,linear,-7.5,0.068762278978389
PCA,threshold,-7.5,0.06856581532416504
PCA,historical,-7.5,0.07387033398821218
PCA,state_hist,-7.5,0.06051080550098231
PCA,always_alarm,-7.5,0.07387033398821218
PCA,never_alarm,-7.5,0.23516699410609038
PCA,ml_selected,-7.0,0.05692534381139489
PCA,linear,-7.0,0.0650294695481336
PCA,threshold,-7.0,0.06679764243614932
PCA,historical,-7.0,0.07288801571709234
PCA,state_hist,-7.0,0.06306483300589391
PCA,always_alarm,-7.0,0.07288801571709234
PCA,never_alarm,-7.0,0.24400785854616897
PCA,ml_selected,-6.5,0.05383104125736739
PCA,linear,-6.5,0.0650294695481336
PCA,threshold,-6.5,0.062475442043222015
PCA,historical,-6.5,0.07190569744597249
PCA,state_hist,-6.5,0.06856581532416503
PCA,always_alarm,-6.5,0.07190569744597249
PCA,never_alarm,-6.5,0.2528487229862475
PCA,ml_selected,-6.0,0.059528487229862474
PCA,linear,-6.0,0.06561886051080551
PCA,threshold,-6.0,0.07190569744597251
PCA,historical,-6.0,0.07092337917485264
PCA,state_hist,-6.0,0.07131630648330059
PCA,always_alarm,-6.0,0.07092337917485264
PCA,never_alarm,-6.0,0.2616895874263261
PCA,ml_selected,-5.5,0.06203339882121808
PCA,linear,-5.5,0.06463654223968567
PCA,threshold,-5.5,0.06974459724950885
PCA,historical,-5.5,0.06954813359528486
PCA,state_hist,-5.5,0.0699410609037328
PCA,always_alarm,-5.5,0.06954813359528486
PCA,never_alarm,-5.5,0.27406679764243613
PCA,ml_selected,-5.0,0.061640471512770134
PCA,linear,-5.0,0.06286836935166994
PCA,threshold,-5.0,0.06483300589390963
PCA,historical,-5.0,0.06836935166994106
PCA,state_hist,-5.0,0.06777996070726916
PCA,always_alarm,-5.0,0.06836935166994106
PCA,never_alarm,-5.0,0.28467583497053045
PCA,ml_selected,-4.5,0.06262278978388998
PCA,linear,-4.5,0.0636542239685658
PCA,threshold,-4.5,0.06601178781925345
PCA,historical,-4.5,0.06640471512770137
PCA,state_hist,-4.5,0.06660117878192533
PCA,always_alarm,-4.5,0.06640471512770137
PCA,never_alarm,-4.5,0.3023575638506876
PCA,ml_selected,-4.0,0.061542239685658154
PCA,linear,-4.0,0.06326129666011789
PCA,threshold,-4.0,0.0656188605108055
PCA,historical,-4.0,0.06463654223968564
PCA,state_hist,-4.0,0.06483300589390961
PCA,always_alarm,-4.0,0.06463654223968564
PCA,never_alarm,-4.0,0.3182711198428291
PCA,ml_selected,-3.5,0.06173870333988213
PCA,linear,-3.5,0.06267190569744598
PCA,threshold,-3.5,0.062082514734774066
PCA,historical,-3.5,0.06345776031434185
PCA,state_hist,-3.5,0.0636542239685658
