task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,baseline,with_positioning,linear_qr,0.1,add_positioning,3,577,0.09098967585395283,0.9482519433055886,-0.4453997654234319,0.5120818392972565
observed_change,baseline,with_positioning,linear_qr,0.1,add_positioning,7,577,0.09098967585395283,0.9482519433055886,-0.4028672840485172,0.467720323689923
observed_change,baseline,with_positioning,linear_qr,0.5,add_positioning,3,577,0.07018339756169292,0.4189976946166661,-0.15942470186376514,0.3019419720634955
observed_change,baseline,with_positioning,linear_qr,0.5,add_positioning,7,577,0.07018339756169292,0.4189976946166661,-0.14825489961578758,0.2810819060801527
observed_change,baseline,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.5043246690922857,-5.196920258369406,-1.3552980866968105,0.12091407406413086
observed_change,baseline,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.5043246690922857,-5.196920258369406,-1.3879224955373648,0.16068805963972776
observed_change,baseline,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.2968850892324924,-1.7550067115004642,-0.6694090968512987,0.026958919288774252
observed_change,baseline,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.2968850892324924,-1.7550067115004642,-0.6128704878725078,-0.0007115322411947955
observed_change,sequential_ols,without_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,without_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,without_positioning,linear_qr,0.5,add_residual,3,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,without_positioning,linear_qr,0.5,add_residual,7,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.006211246717337079,0.06400510598293335,-0.1748617176078738,0.20152006209265
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.006211246717337079,0.06400510598293335,-0.18269191883142397,0.2011873532086291
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.04961655664575107,-0.29330334554675225,-0.12884960271613477,0.032985362281665695
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.04961655664575107,-0.29330334554675225,-0.12282264950083907,0.02910609771615244
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,3,577,0.09098967585395283,0.9482519433055886,-0.4453997654234319,0.5120818392972565
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,7,577,0.09098967585395283,0.9482519433055886,-0.4028672840485172,0.467720323689923
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_residual,3,577,2.616816834471773e-17,1.5557316519988052e-16,-7.808949203251755e-19,5.261966547531685e-17
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_residual,7,577,2.616816834471773e-17,1.5557316519988052e-16,6.597233183501308e-18,4.646759080046313e-17
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,3,577,0.07018339756169295,0.41899769461666625,-0.15942470186376514,0.3019419720634955
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,7,577,0.07018339756169295,0.41899769461666625,-0.14825489961578767,0.2810819060801528
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.07329796197819236,0.7967192202473692,-0.011035389570317734,0.1527551171614102
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.07329796197819236,0.7967192202473692,0.0031129972691670608,0.14208493258847116
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.4372379538314304,-4.50272903017644,-1.266069236857862,0.15864314962717416
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.4372379538314304,-4.50272903017644,-1.2884939992497324,0.15569910937084688
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,0.09712159120651548,0.5843805560324156,-0.019950053038835312,0.20970782291134885
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,0.09712159120651548,0.5843805560324156,0.005625226343476855,0.19346138536386615
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.15014694138022583,-0.890189684025327,-0.5712895988901152,0.20138256900191448
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.15014694138022583,-0.890189684025327,-0.4793758777716425,0.1723356714358453
observed_change,pca_1,without_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0
observed_change,pca_1,without_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,3,577,1.3084084172358864e-17,7.81125065877551e-17,-1.0985411334219654e-16,1.4526712123780238e-16
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,7,577,1.3084084172358864e-17,7.81125065877551e-17,-6.982567897008326e-17,1.165455667936429e-16
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,-0.059989353072029995,-0.6181729813606622,-0.207588544384147,0.08849932706700886
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,-0.059989353072029995,-0.6181729813606622,-0.21760565033565546,0.0985224657718022
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.040751840024856587,-0.2409004538911317,-0.13928569153405457,0.06319086006736642
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.040751840024856587,-0.2409004538911317,-0.13604152056610366,0.06576907709389684
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,3,577,0.09098967585395283,0.9482519433055886,-0.4453997654234319,0.5120818392972565
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,7,577,0.09098967585395283,0.9482519433055886,-0.4028672840485172,0.467720323689923
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,3,577,2.616816834471773e-17,1.5557316519988052e-16,-7.808949203251755e-19,5.261966547531685e-17
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,7,577,2.616816834471773e-17,1.5557316519988052e-16,6.597233183501308e-18,4.646759080046313e-17
