method,sample,h,q,term,n,effect,coefficient,replicate,block_days,refit_first_stage
sequential_ols,all,6,0.1,e_origin,577,0.07472893557397264,0.007834051504979282,57,7,True
sequential_ols,all,6,0.1,downside,577,-2.553329848771494,-115618.81265817332,57,7,True
sequential_ols,all,6,0.1,btc_vol,577,1.797305736101821,827.7295222416515,57,7,True
sequential_ols,all,6,0.1,btc_ret,577,0.3563370118767474,62.333628992483064,57,7,True
sequential_ols,all,6,0.1,account_ls,577,1.8261545217158373,3.033380823412743,57,7,True
sequential_ols,all,6,0.5,e_origin,577,1.689686340294039,0.1771347298801055,57,7,True
sequential_ols,all,6,0.5,downside,577,-2.2382063574960234,-101349.5227270279,57,7,True
sequential_ols,all,6,0.5,btc_vol,577,1.116317062294363,514.1076279248964,57,7,True
sequential_ols,all,6,0.5,btc_ret,577,0.20947913451766387,36.64394721143078,57,7,True
sequential_ols,all,6,0.5,account_ls,577,2.53282848449597,4.207219740991431,57,7,True
sequential_ols,matched,1,0.1,e_origin,229,3.78513286976746,0.39138813770324693,57,7,True
sequential_ols,matched,1,0.1,downside,229,-3.954386042046588,-185268.4271364142,57,7,True
sequential_ols,matched,1,0.1,btc_vol,229,2.1976442890322794,1015.381880249183,57,7,True
sequential_ols,matched,1,0.1,btc_ret,229,-1.0997050518620002,-206.46846457854906,57,7,True
sequential_ols,matched,1,0.1,account_ls,229,4.019283719776999,6.616172476621368,57,7,True
sequential_ols,matched,6,0.1,e_origin,229,-0.5962214458943128,-0.061650147933023126,57,7,True
sequential_ols,matched,6,0.1,downside,229,-1.8238835425621953,-85451.45355500121,57,7,True
sequential_ols,matched,6,0.1,btc_vol,229,-0.12432219741869331,-57.440827526864965,57,7,True
sequential_ols,matched,6,0.1,btc_ret,229,-0.4048100579941442,-76.00266178507354,57,7,True
sequential_ols,matched,6,0.1,account_ls,229,2.7800252107913828,4.576219935270448,57,7,True
sequential_ols,matched,12,0.1,e_origin,229,0.9687091659187554,0.10016590948584056,57,7,True
sequential_ols,matched,12,0.1,downside,229,-0.38872488030884783,-18212.295511324948,57,7,True
sequential_ols,matched,12,0.1,btc_vol,229,1.129088990646194,521.6751901172416,57,7,True
sequential_ols,matched,12,0.1,btc_ret,229,-1.423010985869318,-267.1688129770588,57,7,True
sequential_ols,matched,12,0.1,account_ls,229,0.7981047845852237,1.3137661527227429,57,7,True
pca_1,all,6,0.1,e_origin,577,0.060831382343924816,0.006432279262589888,57,7,True
pca_1,all,6,0.1,downside,577,-2.6145135773161403,-118389.30862513019,57,7,True
pca_1,all,6,0.1,btc_vol,577,1.8362673768654303,845.6728802620624,57,7,True
