sample,definition,variant,information,strategy,calibration,fold,n,loss_bp,below_rate
full,EQ,original,R,threshold,raw,2026-01,137,1.4593246235134494,0.16058394160583941
full,EQ,original,R,threshold,raw,2026-02,128,1.8488296843987773,0.1640625
full,EQ,original,R,threshold,raw,2026-03,105,2.7759984089180065,0.3047619047619048
full,EQ,original,B,boosting,calibrated,2025-12,139,2.2138719824870847,0.08633093525179857
full,EQ,original,B,boosting,calibrated,2026-01,137,1.4787392355649545,0.13138686131386862
full,EQ,original,B,boosting,calibrated,2026-02,128,1.8412366179213957,0.1015625
full,EQ,original,B,boosting,calibrated,2026-03,105,2.2243877396545404,0.12380952380952381
full,EQ,original,B,linear,calibrated,2025-12,139,2.552780469758512,0.07913669064748201
full,EQ,original,B,linear,calibrated,2026-01,137,1.6436317698534388,0.08029197080291971
full,EQ,original,B,linear,calibrated,2026-02,128,1.8333716622808907,0.078125
full,EQ,original,B,linear,calibrated,2026-03,105,2.0084215397712604,0.13333333333333333
full,EQ,original,B,ml_selected,calibrated,2025-12,139,2.2320051860367642,0.08453237410071943
full,EQ,original,B,ml_selected,calibrated,2026-01,137,1.4798804039581672,0.10036496350364964
full,EQ,original,B,ml_selected,calibrated,2026-02,128,1.805070401985088,0.083984375
full,EQ,original,B,ml_selected,calibrated,2026-03,105,2.1106368670648674,0.1261904761904762
full,EQ,original,B,qrf,calibrated,2025-12,139,2.2342520247554996,0.08633093525179857
full,EQ,original,B,qrf,calibrated,2026-01,137,1.4742913306417265,0.10218978102189781
full,EQ,original,B,qrf,calibrated,2026-02,128,1.7945233105854834,0.0859375
full,EQ,original,B,qrf,calibrated,2026-03,105,2.1069360803138584,0.12380952380952381
full,EQ,original,B,threshold,calibrated,2025-12,139,2.6943413367248734,0.09352517985611511
full,EQ,original,B,threshold,calibrated,2026-01,137,1.5182737066158927,0.0948905109489051
full,EQ,original,B,threshold,calibrated,2026-02,128,2.0420614523614455,0.09375
full,EQ,original,B,threshold,calibrated,2026-03,105,2.013636462764174,0.1523809523809524
full,EQ,original,F,boosting,calibrated,2025-12,139,2.185344171001358,0.06474820143884892
full,EQ,original,F,boosting,calibrated,2026-01,137,1.4404478263924119,0.145985401459854
full,EQ,original,F,boosting,calibrated,2026-02,128,1.8227298519334187,0.09375
full,EQ,original,F,boosting,calibrated,2026-03,105,2.344133125784904,0.12380952380952381
full,EQ,original,F,linear,calibrated,2025-12,139,2.7544244733491072,0.08633093525179857
full,EQ,original,F,linear,calibrated,2026-01,137,1.689924826663614,0.072992700729927
full,EQ,original,F,linear,calibrated,2026-02,128,2.201939631829208,0.1171875
full,EQ,original,F,linear,calibrated,2026-03,105,2.070966094152966,0.1619047619047619
full,EQ,original,F,ml_selected,calibrated,2025-12,139,2.176910461076422,0.07553956834532374
full,EQ,original,F,ml_selected,calibrated,2026-01,137,1.3936107203243608,0.1332116788321168
full,EQ,original,F,ml_selected,calibrated,2026-02,128,1.7839725041349799,0.07421875
full,EQ,original,F,ml_selected,calibrated,2026-03,105,2.152190415611706,0.13095238095238096
full,EQ,original,F,qrf,calibrated,2025-12,139,2.1830107896420725,0.07913669064748201
full,EQ,original,F,qrf,calibrated,2026-01,137,1.3962709913522078,0.13138686131386862
full,EQ,original,F,qrf,calibrated,2026-02,128,1.7877221171083981,0.078125
full,EQ,original,F,qrf,calibrated,2026-03,105,2.1485222935180266,0.13333333333333333
full,EQ,original,F,threshold,calibrated,2025-12,139,2.4774847435109852,0.07194244604316546
full,EQ,original,F,threshold,calibrated,2026-01,137,1.530165583867746,0.10218978102189781
full,EQ,original,F,threshold,calibrated,2026-02,128,2.2241489836351973,0.109375
full,EQ,original,F,threshold,calibrated,2026-03,105,2.0754526918868255,0.18095238095238095
full,EQ,original,R,boosting,calibrated,2025-12,139,2.2043220163230828,0.08633093525179857
full,EQ,original,R,boosting,calibrated,2026-01,137,1.4528840788367714,0.0948905109489051
full,EQ,original,R,boosting,calibrated,2026-02,128,1.8472892786034787,0.1015625
full,EQ,original,R,boosting,calibrated,2026-03,105,2.240789441724684,0.11428571428571428
full,EQ,original,R,linear,calibrated,2025-12,139,2.5652848426682358,0.07913669064748201
full,EQ,original,R,linear,calibrated,2026-01,137,1.6436317698534388,0.08029197080291971
full,EQ,original,R,linear,calibrated,2026-02,128,1.8372757480203594,0.078125
full,EQ,original,R,linear,calibrated,2026-03,105,2.0922381910465497,0.1619047619047619
full,EQ,original,R,ml_selected,calibrated,2025-12,139,2.209720500669819,0.08633093525179857
full,EQ,original,R,ml_selected,calibrated,2026-01,137,1.4528840788367714,0.0948905109489051
full,EQ,original,R,ml_selected,calibrated,2026-02,128,1.8235864580034216,0.078125
full,EQ,original,R,ml_selected,calibrated,2026-03,105,2.0717085553340846,0.13333333333333333
full,EQ,original,R,qrf,calibrated,2025-12,139,2.2367885240488614,0.08633093525179857
full,EQ,original,R,qrf,calibrated,2026-01,137,1.4077721136019985,0.13138686131386862
full,EQ,original,R,qrf,calibrated,2026-02,128,1.831681787502476,0.078125
full,EQ,original,R,qrf,calibrated,2026-03,105,2.084934229713318,0.13333333333333333
full,EQ,original,R,threshold,calibrated,2025-12,139,2.453000835182325,0.07913669064748201
full,EQ,original,R,threshold,calibrated,2026-01,137,1.4274779296931561,0.11678832116788321
full,EQ,original,R,threshold,calibrated,2026-02,128,1.853887231553385,0.109375
full,EQ,original,R,threshold,calibrated,2026-03,105,2.182133168959079,0.12380952380952381
full,EQ,own_scale,B,boosting,raw,2025-12,139,2.183714986365521,0.19424460431654678
full,EQ,own_scale,B,boosting,raw,2026-01,137,1.5252568123418635,0.17518248175182483
full,EQ,own_scale,B,boosting,raw,2026-02,128,1.9692493568318377,0.1640625
full,EQ,own_scale,B,boosting,raw,2026-03,105,2.588347374626321,0.2761904761904762
full,EQ,own_scale,B,linear,raw,2025-12,139,2.455687283587684,0.17985611510791366
full,EQ,own_scale,B,linear,raw,2026-01,137,1.4905180545271255,0.0948905109489051
full,EQ,own_scale,B,linear,raw,2026-02,128,1.909185778417434,0.171875
full,EQ,own_scale,B,linear,raw,2026-03,105,2.623995401893994,0.3333333333333333
full,EQ,own_scale,B,ml_selected,raw,2025-12,139,2.23880031680913,0.18705035971223022
full,EQ,own_scale,B,ml_selected,raw,2026-01,137,1.4125486317597133,0.10401459854014598
full,EQ,own_scale,B,ml_selected,raw,2026-02,128,1.928826670149764,0.140625
full,EQ,own_scale,B,ml_selected,raw,2026-03,105,2.7447825945191067,0.3238095238095238
full,EQ,own_scale,B,qrf,raw,2025-12,139,2.233577907224274,0.18705035971223022
full,EQ,own_scale,B,qrf,raw,2026-01,137,1.4180731106240299,0.11678832116788321
full,EQ,own_scale,B,qrf,raw,2026-02,128,1.9221594289222366,0.140625
full,EQ,own_scale,B,qrf,raw,2026-03,105,2.723278611195691,0.3142857142857143
full,EQ,own_scale,B,threshold,raw,2025-12,139,2.524970559740581,0.16546762589928057
full,EQ,own_scale,B,threshold,raw,2026-01,137,1.4305970024157586,0.12408759124087591
full,EQ,own_scale,B,threshold,raw,2026-02,128,2.382157637879976,0.234375
full,EQ,own_scale,B,threshold,raw,2026-03,105,2.6836294320389795,0.3619047619047619
full,EQ,own_scale,F,boosting,raw,2025-12,139,2.1924991050531624,0.17985611510791366
full,EQ,own_scale,F,boosting,raw,2026-01,137,1.5084325388852997,0.18248175182481752
full,EQ,own_scale,F,boosting,raw,2026-02,128,1.881858671278165,0.1640625
full,EQ,own_scale,F,boosting,raw,2026-03,105,2.834629492320553,0.29523809523809524
full,EQ,own_scale,F,linear,raw,2025-12,139,2.515044162313872,0.17266187050359713
full,EQ,own_scale,F,linear,raw,2026-01,137,1.5027882637976853,0.10218978102189781
full,EQ,own_scale,F,linear,raw,2026-02,128,2.277364022251004,0.171875
full,EQ,own_scale,F,linear,raw,2026-03,105,2.790938414171091,0.3523809523809524
full,EQ,own_scale,F,ml_selected,raw,2025-12,139,2.151604349173513,0.16546762589928057
full,EQ,own_scale,F,ml_selected,raw,2026-01,137,1.4744373935240114,0.18248175182481752
full,EQ,own_scale,F,ml_selected,raw,2026-02,128,1.8530922223116946,0.15625
full,EQ,own_scale,F,ml_selected,raw,2026-03,105,2.628962866088754,0.3
full,EQ,own_scale,F,qrf,raw,2025-12,139,2.130069799763083,0.16546762589928057
full,EQ,own_scale,F,qrf,raw,2026-01,137,1.471004704130805,0.18248175182481752
full,EQ,own_scale,F,qrf,raw,2026-02,128,1.8504781934750814,0.15625
full,EQ,own_scale,F,qrf,raw,2026-03,105,2.652816090166957,0.3047619047619048
full,EQ,own_scale,F,threshold,raw,2025-12,139,2.3724591779994677,0.17985611510791366
full,EQ,own_scale,F,threshold,raw,2026-01,137,1.5091113952913173,0.16058394160583941
full,EQ,own_scale,F,threshold,raw,2026-02,128,2.01969255929942,0.1875
full,EQ,own_scale,F,threshold,raw,2026-03,105,2.7457909371848213,0.3238095238095238
full,EQ,own_scale,R,boosting,raw,2025-12,139,2.169464976407599,0.19424460431654678
full,EQ,own_scale,R,boosting,raw,2026-01,137,1.4103732508688906,0.13138686131386862
full,EQ,own_scale,R,boosting,raw,2026-02,128,1.9225026337663176,0.1484375
full,EQ,own_scale,R,boosting,raw,2026-03,105,2.523188684251134,0.2571428571428571
full,EQ,own_scale,R,linear,raw,2025-12,139,2.460673556074698,0.17985611510791366
full,EQ,own_scale,R,linear,raw,2026-01,137,1.4905180545271255,0.0948905109489051
full,EQ,own_scale,R,linear,raw,2026-02,128,1.9055565860051786,0.1640625
full,EQ,own_scale,R,linear,raw,2026-03,105,2.6559083615511425,0.34285714285714286
full,EQ,own_scale,R,ml_selected,raw,2025-12,139,2.228938449628036,0.20503597122302158
full,EQ,own_scale,R,ml_selected,raw,2026-01,137,1.420150420975923,0.14051094890510948
full,EQ,own_scale,R,ml_selected,raw,2026-02,128,1.9353837318892748,0.140625
full,EQ,own_scale,R,ml_selected,raw,2026-03,105,2.523188684251134,0.2571428571428571
full,EQ,own_scale,R,qrf,raw,2025-12,139,2.2231891192106294,0.2014388489208633
full,EQ,own_scale,R,qrf,raw,2026-01,137,1.3879513391302485,0.1386861313868613
full,EQ,own_scale,R,qrf,raw,2026-02,128,1.9326194219992918,0.140625
full,EQ,own_scale,R,qrf,raw,2026-03,105,2.6723035742235477,0.3142857142857143
full,EQ,own_scale,R,threshold,raw,2025-12,139,2.2937269447753037,0.17985611510791366
full,EQ,own_scale,R,threshold,raw,2026-01,137,1.3714760666459982,0.0948905109489051
full,EQ,own_scale,R,threshold,raw,2026-02,128,1.8037084243598471,0.1328125
full,EQ,own_scale,R,threshold,raw,2026-03,105,2.4961418439351504,0.22857142857142856
full,EQ,own_scale,B,boosting,calibrated,2025-12,139,2.2097114546833456,0.07913669064748201
full,EQ,own_scale,B,boosting,calibrated,2026-01,137,1.4590205205244127,0.13138686131386862
full,EQ,own_scale,B,boosting,calibrated,2026-02,128,1.8412366179213957,0.1015625
full,EQ,own_scale,B,boosting,calibrated,2026-03,105,2.168798350645949,0.13333333333333333
full,EQ,own_scale,B,linear,calibrated,2025-12,139,2.552780469758512,0.07913669064748201
full,EQ,own_scale,B,linear,calibrated,2026-01,137,1.6370002405686186,0.08029197080291971
full,EQ,own_scale,B,linear,calibrated,2026-02,128,1.8333716622808907,0.078125
full,EQ,own_scale,B,linear,calibrated,2026-03,105,2.029411590939979,0.13333333333333333
full,EQ,own_scale,B,ml_selected,calibrated,2025-12,139,2.243678565486059,0.07194244604316546
full,EQ,own_scale,B,ml_selected,calibrated,2026-01,137,1.467654371469362,0.09854014598540146
full,EQ,own_scale,B,ml_selected,calibrated,2026-02,128,1.9145136693552771,0.109375
full,EQ,own_scale,B,ml_selected,calibrated,2026-03,105,2.0865201421821555,0.1380952380952381
full,EQ,own_scale,B,qrf,calibrated,2025-12,139,2.2423020276642633,0.07194244604316546
full,EQ,own_scale,B,qrf,calibrated,2026-01,137,1.4774239146365997,0.10218978102189781
full,EQ,own_scale,B,qrf,calibrated,2026-02,128,1.9064659465905103,0.109375
full,EQ,own_scale,B,qrf,calibrated,2026-03,105,2.0803768080613536,0.14285714285714285
full,EQ,own_scale,B,threshold,calibrated,2025-12,139,2.6968204531128706,0.09352517985611511
full,EQ,own_scale,B,threshold,calibrated,2026-01,137,1.5093383514613032,0.08029197080291971
full,EQ,own_scale,B,threshold,calibrated,2026-02,128,2.2080503179824538,0.109375
full,EQ,own_scale,B,threshold,calibrated,2026-03,105,2.0474029143923866,0.19047619047619047
full,EQ,own_scale,F,boosting,calibrated,2025-12,139,2.1959301883196027,0.07194244604316546
full,EQ,own_scale,F,boosting,calibrated,2026-01,137,1.4302134985146313,0.13138686131386862
full,EQ,own_scale,F,boosting,calibrated,2026-02,128,1.8052587069317756,0.0859375
full,EQ,own_scale,F,boosting,calibrated,2026-03,105,2.282039901574232,0.13333333333333333
full,EQ,own_scale,F,linear,calibrated,2025-12,139,2.7548079138563413,0.07913669064748201
full,EQ,own_scale,F,linear,calibrated,2026-01,137,1.6505604502453013,0.08029197080291971
full,EQ,own_scale,F,linear,calibrated,2026-02,128,2.201939631829208,0.1171875
full,EQ,own_scale,F,linear,calibrated,2026-03,105,2.057165355017359,0.1619047619047619
full,EQ,own_scale,F,ml_selected,calibrated,2025-12,139,2.176827166473641,0.07733812949640288
full,EQ,own_scale,F,ml_selected,calibrated,2026-01,137,1.4017222261861366,0.14233576642335766
full,EQ,own_scale,F,ml_selected,calibrated,2026-02,128,1.7952308079879726,0.076171875
full,EQ,own_scale,F,ml_selected,calibrated,2026-03,105,2.1597684539601776,0.14285714285714285
full,EQ,own_scale,F,qrf,calibrated,2025-12,139,2.1726979842853185,0.07194244604316546
full,EQ,own_scale,F,qrf,calibrated,2026-01,137,1.4008077310993752,0.1386861313868613
full,EQ,own_scale,F,qrf,calibrated,2026-02,128,1.78647227836153,0.078125
full,EQ,own_scale,F,qrf,calibrated,2026-03,105,2.160839924385787,0.14285714285714285
full,EQ,own_scale,F,threshold,calibrated,2025-12,139,2.457532421801429,0.07194244604316546
full,EQ,own_scale,F,threshold,calibrated,2026-01,137,1.4750344479391275,0.10948905109489052
full,EQ,own_scale,F,threshold,calibrated,2026-02,128,1.9621295979499354,0.09375
full,EQ,own_scale,F,threshold,calibrated,2026-03,105,2.1032590246039193,0.18095238095238095
full,EQ,own_scale,R,boosting,calibrated,2025-12,139,2.2163899526134205,0.07913669064748201
full,EQ,own_scale,R,boosting,calibrated,2026-01,137,1.5206882105307076,0.11678832116788321
full,EQ,own_scale,R,boosting,calibrated,2026-02,128,1.8170194034770621,0.1015625
full,EQ,own_scale,R,boosting,calibrated,2026-03,105,2.1950127632177354,0.12380952380952381
full,EQ,own_scale,R,linear,calibrated,2025-12,139,2.5652848426682358,0.07913669064748201
full,EQ,own_scale,R,linear,calibrated,2026-01,137,1.6370002405686186,0.08029197080291971
full,EQ,own_scale,R,linear,calibrated,2026-02,128,1.8372757480203594,0.078125
full,EQ,own_scale,R,linear,calibrated,2026-03,105,2.039765595044122,0.13333333333333333
full,EQ,own_scale,R,ml_selected,calibrated,2025-12,139,2.2288708583005614,0.07913669064748201
full,EQ,own_scale,R,ml_selected,calibrated,2026-01,137,1.5140333519085443,0.11131386861313869
full,EQ,own_scale,R,ml_selected,calibrated,2026-02,128,1.9045434101097962,0.08984375
full,EQ,own_scale,R,ml_selected,calibrated,2026-03,105,2.184529520309806,0.12380952380952381
full,EQ,own_scale,R,qrf,calibrated,2025-12,139,2.2279141060376246,0.07913669064748201
full,EQ,own_scale,R,qrf,calibrated,2026-01,137,1.3857447002984236,0.0948905109489051
full,EQ,own_scale,R,qrf,calibrated,2026-02,128,1.8988896157105706,0.09375
full,EQ,own_scale,R,qrf,calibrated,2026-03,105,2.098859499074107,0.13333333333333333
full,EQ,own_scale,R,threshold,calibrated,2025-12,139,2.4515302741768807,0.07913669064748201
full,EQ,own_scale,R,threshold,calibrated,2026-01,137,1.421602067538307,0.072992700729927
full,EQ,own_scale,R,threshold,calibrated,2026-02,128,1.8352935170698181,0.109375
full,EQ,own_scale,R,threshold,calibrated,2026-03,105,2.2362683538019037,0.14285714285714285
full,CAP,original,B,boosting,raw,2025-12,139,1.2132774406677658,0.1079136690647482
full,CAP,original,B,boosting,raw,2026-01,137,1.0619017405732218,0.16058394160583941
full,CAP,original,B,boosting,raw,2026-02,128,1.28439150677488,0.109375
full,CAP,original,B,boosting,raw,2026-03,105,1.8987987298336193,0.21904761904761905
full,CAP,original,B,linear,raw,2025-12,139,1.3691391263936106,0.1366906474820144
full,CAP,original,B,linear,raw,2026-01,137,1.0502930106193007,0.08759124087591241
full,CAP,original,B,linear,raw,2026-02,128,1.348242772461995,0.109375
full,CAP,original,B,linear,raw,2026-03,105,1.762725768366836,0.22857142857142856
full,CAP,original,B,ml_selected,raw,2025-12,139,1.2132774406677658,0.1079136690647482
full,CAP,original,B,ml_selected,raw,2026-01,137,1.0619017405732218,0.16058394160583941
full,CAP,original,B,ml_selected,raw,2026-02,128,1.28439150677488,0.109375
full,CAP,original,B,ml_selected,raw,2026-03,105,1.8987987298336193,0.21904761904761905
full,CAP,original,B,qrf,raw,2025-12,139,1.1343049497123971,0.11510791366906475
full,CAP,original,B,qrf,raw,2026-01,137,1.0886595755280695,0.15328467153284672
full,CAP,original,B,qrf,raw,2026-02,128,1.2418750883347922,0.09375
full,CAP,original,B,qrf,raw,2026-03,105,1.8349691173376423,0.22857142857142856
full,CAP,original,B,threshold,raw,2025-12,139,1.1985418382322042,0.11510791366906475
full,CAP,original,B,threshold,raw,2026-01,137,1.1095144658303313,0.145985401459854
full,CAP,original,B,threshold,raw,2026-02,128,1.2670974267474733,0.1015625
full,CAP,original,B,threshold,raw,2026-03,105,1.8208998895814177,0.22857142857142856
full,CAP,original,F,boosting,raw,2025-12,139,1.2308788954829866,0.1079136690647482
full,CAP,original,F,boosting,raw,2026-01,137,1.0764034187104525,0.16058394160583941
full,CAP,original,F,boosting,raw,2026-02,128,1.286082982044375,0.109375
full,CAP,original,F,boosting,raw,2026-03,105,1.9094413153539174,0.21904761904761905
full,CAP,original,F,linear,raw,2025-12,139,1.3691391263936106,0.1366906474820144
full,CAP,original,F,linear,raw,2026-01,137,1.0502930106193007,0.08759124087591241
full,CAP,original,F,linear,raw,2026-02,128,1.348242772461995,0.109375
full,CAP,original,F,linear,raw,2026-03,105,1.7265280917133237,0.21904761904761905
full,CAP,original,F,ml_selected,raw,2025-12,139,1.2308788954829866,0.1079136690647482
full,CAP,original,F,ml_selected,raw,2026-01,137,1.0764034187104525,0.16058394160583941
full,CAP,original,F,ml_selected,raw,2026-02,128,1.286082982044375,0.109375
full,CAP,original,F,ml_selected,raw,2026-03,105,1.818088958279326,0.21904761904761905
full,CAP,original,F,qrf,raw,2025-12,139,1.118957666651464,0.1223021582733813
full,CAP,original,F,qrf,raw,2026-01,137,1.1115224390092209,0.1678832116788321
full,CAP,original,F,qrf,raw,2026-02,128,1.2283865069757942,0.09375
full,CAP,original,F,qrf,raw,2026-03,105,1.8110334591041781,0.21904761904761905
full,CAP,original,F,threshold,raw,2025-12,139,1.2016742348948266,0.12949640287769784
full,CAP,original,F,threshold,raw,2026-01,137,1.107882498061713,0.1386861313868613
full,CAP,original,F,threshold,raw,2026-02,128,1.254953111386749,0.1015625
full,CAP,original,F,threshold,raw,2026-03,105,1.7905866717051782,0.19047619047619047
full,CAP,original,R,boosting,raw,2025-12,139,1.1923948778688092,0.1079136690647482
full,CAP,original,R,boosting,raw,2026-01,137,1.0599892103171402,0.16058394160583941
full,CAP,original,R,boosting,raw,2026-02,128,1.2852833816143798,0.109375
full,CAP,original,R,boosting,raw,2026-03,105,1.8922187941578021,0.22857142857142856
full,CAP,original,R,linear,raw,2025-12,139,1.3691391263936106,0.1366906474820144
full,CAP,original,R,linear,raw,2026-01,137,1.0502930106193007,0.08759124087591241
full,CAP,original,R,linear,raw,2026-02,128,1.348242772461995,0.109375
full,CAP,original,R,linear,raw,2026-03,105,1.7706892035408186,0.21904761904761905
full,CAP,original,R,ml_selected,raw,2025-12,139,1.1923948778688092,0.1079136690647482
full,CAP,original,R,ml_selected,raw,2026-01,137,1.0599892103171402,0.16058394160583941
full,CAP,original,R,ml_selected,raw,2026-02,128,1.2852833816143798,0.109375
full,CAP,original,R,ml_selected,raw,2026-03,105,1.8078367157061397,0.24761904761904763
full,CAP,original,R,qrf,raw,2025-12,139,1.161171701675032,0.11510791366906475
full,CAP,original,R,qrf,raw,2026-01,137,1.0839556015221254,0.15328467153284672
full,CAP,original,R,qrf,raw,2026-02,128,1.239736074745811,0.0859375
full,CAP,original,R,qrf,raw,2026-03,105,1.8052477599031902,0.24761904761904763
full,CAP,original,R,threshold,raw,2025-12,139,1.1904071224696058,0.1079136690647482
full,CAP,original,R,threshold,raw,2026-01,137,1.1221182565703967,0.1678832116788321
full,CAP,original,R,threshold,raw,2026-02,128,1.267813286155158,0.109375
full,CAP,original,R,threshold,raw,2026-03,105,1.7445069081166698,0.22857142857142856
full,CAP,original,B,boosting,calibrated,2025-12,139,1.37025256490307,0.050359712230215826
full,CAP,original,B,boosting,calibrated,2026-01,137,1.0381217190041478,0.10948905109489052
full,CAP,original,B,boosting,calibrated,2026-02,128,1.3052990665792885,0.0859375
full,CAP,original,B,boosting,calibrated,2026-03,105,1.71107888398603,0.13333333333333333
full,CAP,original,B,linear,calibrated,2025-12,139,1.9215567364679365,0.04316546762589928
full,CAP,original,B,linear,calibrated,2026-01,137,1.0782130460700428,0.10218978102189781
full,CAP,original,B,linear,calibrated,2026-02,128,1.3713819190255547,0.1015625
full,CAP,original,B,linear,calibrated,2026-03,105,1.6062763374237672,0.14285714285714285
full,CAP,original,B,ml_selected,calibrated,2025-12,139,1.37025256490307,0.050359712230215826
full,CAP,original,B,ml_selected,calibrated,2026-01,137,1.0381217190041478,0.10948905109489052
full,CAP,original,B,ml_selected,calibrated,2026-02,128,1.3052990665792885,0.0859375
full,CAP,original,B,ml_selected,calibrated,2026-03,105,1.71107888398603,0.13333333333333333
full,CAP,original,B,qrf,calibrated,2025-12,139,1.435708402355375,0.05755395683453238
full,CAP,original,B,qrf,calibrated,2026-01,137,1.064189812238609,0.12408759124087591
full,CAP,original,B,qrf,calibrated,2026-02,128,1.2807266453624857,0.0703125
full,CAP,original,B,qrf,calibrated,2026-03,105,1.6643630203865396,0.1619047619047619
full,CAP,original,B,threshold,calibrated,2025-12,139,1.8623691823837987,0.04316546762589928
full,CAP,original,B,threshold,calibrated,2026-01,137,1.11127731083249,0.13138686131386862
full,CAP,original,B,threshold,calibrated,2026-02,128,1.3063605018701745,0.0703125
full,CAP,original,B,threshold,calibrated,2026-03,105,1.6375381399242426,0.13333333333333333
full,CAP,original,F,boosting,calibrated,2025-12,139,1.37925837965554,0.03597122302158273
full,CAP,original,F,boosting,calibrated,2026-01,137,1.06576424151494,0.11678832116788321
full,CAP,original,F,boosting,calibrated,2026-02,128,1.313124811274125,0.078125
full,CAP,original,F,boosting,calibrated,2026-03,105,1.7302801311859417,0.12380952380952381
