sample,definition,variant,calibration,comparison,n,fold,month_n,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot
full,PCA,original,raw,nonlinear_R,509,2025-12,139,0.21199931154263013,8.659451859563527,-7.516446556489102,17.255404839219214,0.54
full,PCA,original,raw,nonlinear_R,509,2026-01,137,-0.027555577884648765,-1.9143693373033566,-25.293447341852875,14.459883131697188,0.8455
full,PCA,original,raw,nonlinear_R,509,2026-02,128,0.009581620853487793,0.5082241144767519,-13.965381287754417,10.03654791674458,0.939
full,PCA,original,raw,nonlinear_R,509,2026-03,105,0.1503177155772942,5.441190899085669,-5.11450753852331,14.175017625739203,0.2415
full,PCA,original,raw,nonlinear_F,509,2025-12,139,0.34693211681442443,13.854886858217109,-5.752688839059581,22.99568546029384,0.3075
full,PCA,original,raw,nonlinear_F,509,2026-01,137,0.058129508523175506,3.818114627007818,-20.02784552807449,20.79974143021276,0.715
full,PCA,original,raw,nonlinear_F,509,2026-02,128,0.43945358575093696,19.451229378356373,7.104732376979702,28.82870270399578,0.002
full,PCA,original,raw,nonlinear_F,509,2026-03,105,0.14388186763748329,5.158825176633242,-4.389330472423103,14.591692962293594,0.2855
full,PCA,original,raw,market_B_vs_R,509,2025-12,139,0.06870031181680608,3.0722110462232832,-2.5555724146485175,6.812230533415622,0.263
full,PCA,original,raw,market_B_vs_R,509,2026-01,137,0.06151416943558588,4.193300147627532,-11.273957227770822,20.6325271333044,0.6285
full,PCA,original,raw,market_B_vs_R,509,2026-02,128,-0.011808785105582534,-0.6295559351819247,-5.181326977099561,7.021092701860153,0.797
full,PCA,original,raw,market_B_vs_R,509,2026-03,105,0.003910513776145197,0.14969787041996252,-3.0493331254408194,3.565850020159584,0.912
full,PCA,original,raw,position_F_vs_B,509,2025-12,139,0.010374953757932888,0.478663378434363,-5.076835918506697,10.916054059742843,0.894
full,PCA,original,raw,position_F_vs_B,509,2026-01,137,-0.05888777594527061,-4.189961731789249,-26.938682849568043,10.496329777708324,0.622
full,PCA,original,raw,position_F_vs_B,509,2026-02,128,0.0677361749145502,3.5885930789442466,-0.15652596341568892,6.206215724959444,0.034
full,PCA,original,raw,position_F_vs_B,509,2026-03,105,-0.036801127473434746,-1.410891259511593,-5.666008396118131,3.07605429510707,0.551
full,PCA,original,raw,total_F_vs_R,509,2025-12,139,0.07907526557473897,3.5361688754711684,0.5430334590424514,10.137913996015358,0.028
full,PCA,original,raw,total_F_vs_R,509,2026-01,137,0.0026263934903153216,0.17903608732292575,-1.4909157946212153,2.248653226683594,0.8415
full,PCA,original,raw,total_F_vs_R,509,2026-02,128,0.05592738980896766,2.981629344480341,-0.12495803069797451,7.4830279040208385,0.0805
full,PCA,original,raw,total_F_vs_R,509,2026-03,105,-0.032890613697289545,-1.2590813149221836,-3.7002255120659253,2.177199516202429,0.369
full,PCA,original,raw,ml_vs_threshold_F,509,2025-12,139,0.1997963774245203,8.477062625854249,-2.4281362775874076,16.140942299634556,0.093
full,PCA,original,raw,ml_vs_threshold_F,509,2026-01,137,0.07731965261814269,5.015362071931017,-9.412775926582919,19.44309227318579,0.5075
full,PCA,original,raw,ml_vs_threshold_F,509,2026-02,128,0.5542877624868584,23.34734986167263,6.6801286238870565,40.068518895552586,0.012
full,PCA,original,raw,ml_vs_threshold_F,509,2026-03,105,0.42461289275692965,13.83205566982233,4.147604851256261,22.8100230017625,0.002
full,PCA,original,calibrated,nonlinear_R,509,2025-12,139,0.33841307325359077,13.286215132046507,-6.14847522217893,23.44406487467777,0.127
full,PCA,original,calibrated,nonlinear_R,509,2026-01,137,0.18274538773405227,11.53651480669774,-3.9989782422941498,24.031401704921795,0.1295
full,PCA,original,calibrated,nonlinear_R,509,2026-02,128,0.022469418085969167,1.2323471739062453,-7.121141358621255,9.055640472308253,0.762
full,PCA,original,calibrated,nonlinear_R,509,2026-03,105,0.005399762724087894,0.2591294506029018,-11.225811517453533,6.9561895356749925,0.9475
full,PCA,original,calibrated,nonlinear_F,509,2025-12,139,0.573312724395768,20.90597923000903,3.6297444137652293,32.11282177475449,0.025
full,PCA,original,calibrated,nonlinear_F,509,2026-01,137,0.2870148380294188,17.119456667281984,1.9102253137461276,29.172716747682937,0.0255
full,PCA,original,calibrated,nonlinear_F,509,2026-02,128,0.4218797268649681,19.275225816690167,14.084564207629548,25.03582756783402,0.0005
full,PCA,original,calibrated,nonlinear_F,509,2026-03,105,-0.07765991433551551,-3.7886549323229657,-15.272258052207771,2.6913968101010552,0.3935
full,PCA,original,calibrated,market_B_vs_R,509,2025-12,139,0.004687935019069393,0.21224994622414117,-4.776018551892578,3.4701776783093417,0.9075
full,PCA,original,calibrated,market_B_vs_R,509,2026-01,137,-0.05486383013805943,-3.9151669057761573,-13.125190226812483,7.538885703868273,0.53
full,PCA,original,calibrated,market_B_vs_R,509,2026-02,128,-0.060661096211468174,-3.368501688969583,-6.699700029939326,0.7188061042536653,0.094
full,PCA,original,calibrated,market_B_vs_R,509,2026-03,105,-0.0070657702839784205,-0.33996049836162445,-5.625777520292297,3.2999583079705657,0.885
full,PCA,original,calibrated,position_F_vs_B,509,2025-12,139,0.03497233603071255,1.5867679424019232,-1.299015826880027,5.879533762155541,0.352
full,PCA,original,calibrated,position_F_vs_B,509,2026-01,137,0.06665215052451004,4.577194683009955,-8.092818514965002,12.118847931243074,0.5175
full,PCA,original,calibrated,position_F_vs_B,509,2026-02,128,0.09465917220132918,5.085117543379624,2.07788792978123,7.8905421792231305,0.005
full,PCA,original,calibrated,position_F_vs_B,509,2026-03,105,-0.041986670919065355,-2.013290567381487,-4.156677230426088,0.6459993289702833,0.125
full,PCA,original,calibrated,total_F_vs_R,509,2025-12,139,0.03966027104978194,1.795649974521607,-1.1228560102265104,6.38757229146306,0.2005
full,PCA,original,calibrated,total_F_vs_R,509,2026-01,137,0.011788320386450614,0.8412325886759553,-1.0703169393837377,3.260399315558624,0.4215
full,PCA,original,calibrated,total_F_vs_R,509,2026-02,128,0.033998075989861,1.887908124744886,0.001969125605778476,3.7083973633246634,0.0275
full,PCA,original,calibrated,total_F_vs_R,509,2026-03,105,-0.04905244120304377,-2.360095458389466,-5.519732906999091,0.4703378526981733,0.072
full,PCA,original,calibrated,ml_vs_threshold_F,509,2025-12,139,0.2827089800461339,11.530977216858684,1.993274888781569,22.497717307718222,0.0125
full,PCA,original,calibrated,ml_vs_threshold_F,509,2026-01,137,0.14143965721649274,9.238585627095542,-2.8492095326661278,20.543716257724675,0.148
full,PCA,original,calibrated,ml_vs_threshold_F,509,2026-02,128,0.43255337538913863,19.6669837409549,5.165825886510076,33.68461643995843,0.015
full,PCA,original,calibrated,ml_vs_threshold_F,509,2026-03,105,-0.052237179784357525,-2.5171821498810587,-12.863256796289923,4.922140049907816,0.548
full,PCA,own_scale,raw,nonlinear_R,509,2025-12,139,0.20841534949792329,8.513059182309968,-7.825822192096824,16.974564140086013,0.535
full,PCA,own_scale,raw,nonlinear_R,509,2026-01,137,0.0427520621787561,2.8929877840579876,-11.39710235857131,16.834935104446966,0.683
full,PCA,own_scale,raw,nonlinear_R,509,2026-02,128,-0.023821938930062195,-1.2635527958135828,-20.60839343887415,13.370049731797849,0.8735
full,PCA,own_scale,raw,nonlinear_R,509,2026-03,105,0.11607923422043183,4.444542726288681,-15.371502789097674,18.094182366678126,0.613
full,PCA,own_scale,raw,nonlinear_F,509,2025-12,139,0.35581922014217143,14.20979724308955,-5.5392242049301235,23.515105930276892,0.309
full,PCA,own_scale,raw,nonlinear_F,509,2026-01,137,0.04028393735269465,2.7006516585215246,-20.73877382685149,19.432587668651497,0.7825
full,PCA,own_scale,raw,nonlinear_F,509,2026-02,128,0.4365829660572189,19.324169129149094,6.920521313495717,28.736829444666586,0.002
full,PCA,own_scale,raw,nonlinear_F,509,2026-03,105,0.2070522860621577,7.423774543350881,-4.481283962409521,17.550834531294832,0.19
full,PCA,own_scale,raw,market_B_vs_R,509,2025-12,139,0.032442650974883774,1.4484822587131574,-3.292151329049795,9.570159375038703,0.578
full,PCA,own_scale,raw,market_B_vs_R,509,2026-01,137,-0.05809526435481148,-4.048365097365303,-21.64872048543311,8.61326676620357,0.625
full,PCA,own_scale,raw,market_B_vs_R,509,2026-02,128,-0.007453875056013971,-0.3904318462350398,-1.1879003149503344,0.5704697694709575,0.374
full,PCA,own_scale,raw,market_B_vs_R,509,2026-03,105,-0.20331018547710247,-8.146596242851633,-13.512904506032548,-4.558545139150766,0.0005
full,PCA,own_scale,raw,position_F_vs_B,509,2025-12,139,0.05910367997230915,2.6776144995028894,-1.2536259711208357,7.449449937180619,0.166
full,PCA,own_scale,raw,position_F_vs_B,509,2026-01,137,0.041771800455782326,2.7976080815265925,-2.1885474099705653,9.392695089248406,0.351
full,PCA,own_scale,raw,position_F_vs_B,509,2026-02,128,0.09391420495481353,4.900067803753161,1.2899459457159528,7.883708351624931,0.0075
full,PCA,own_scale,raw,position_F_vs_B,509,2026-03,105,0.11696495913094651,4.333711277938046,0.4014521236746165,9.134681014977177,0.057
full,PCA,own_scale,raw,total_F_vs_R,509,2025-12,139,0.09154633094719293,4.08731198723401,1.2128397954600778,9.86887909856629,0.0115
full,PCA,own_scale,raw,total_F_vs_R,509,2026-01,137,-0.016323463899029136,-1.1374996267051074,-22.875997767217193,14.08807301311192,0.898
full,PCA,own_scale,raw,total_F_vs_R,509,2026-02,128,0.08646032989879956,4.528767382711074,1.626875316799938,7.015461351718151,0.005
full,PCA,own_scale,raw,total_F_vs_R,509,2026-03,105,-0.08634522634615592,-3.459835004769052,-8.056812293704944,2.554585494463432,0.22
full,PCA,own_scale,raw,ml_vs_threshold_F,509,2025-12,139,0.20368780814028836,8.660526995188578,-1.8928461578912315,15.416330007151608,0.089
full,PCA,own_scale,raw,ml_vs_threshold_F,509,2026-01,137,0.05116035601024239,3.40498345735164,-14.50129405183118,18.8421587974949,0.6925
full,PCA,own_scale,raw,ml_vs_threshold_F,509,2026-02,128,0.15863757972700743,8.006688351592251,-6.926854582936875,24.677740565518917,0.3245
full,PCA,own_scale,raw,ml_vs_threshold_F,509,2026-03,105,0.07017885129018576,2.6460918800621402,-8.48993203520313,11.406011707416404,0.6185
full,PCA,own_scale,calibrated,nonlinear_R,509,2025-12,139,0.3397564884157957,13.338958079253327,-5.591323359782372,23.39739776325664,0.1205
full,PCA,own_scale,calibrated,nonlinear_R,509,2026-01,137,0.11012542650366991,6.785282755942024,-2.021381759243377,14.731669888010263,0.126
full,PCA,own_scale,calibrated,nonlinear_R,509,2026-02,128,-0.059969968755890724,-3.2890848010753038,-13.73991572749151,6.723262801757305,0.5185
full,PCA,own_scale,calibrated,nonlinear_R,509,2026-03,105,-0.06331828860312905,-3.13141734096527,-21.98297804787592,8.477679061518018,0.677
full,PCA,own_scale,calibrated,nonlinear_F,509,2025-12,139,0.5751580635762571,20.946101350510627,3.0634837680688003,32.7753415567878,0.024
full,PCA,own_scale,calibrated,nonlinear_F,509,2026-01,137,0.2481844918054676,15.14807240944439,-1.1846546618356397,28.007511807147125,0.054
full,PCA,own_scale,calibrated,nonlinear_F,509,2026-02,128,0.4187288068415741,19.131263708265156,14.051383556610503,24.93715194168414,0.0005
full,PCA,own_scale,calibrated,nonlinear_F,509,2026-03,105,-0.08164236703152146,-3.9829397081763585,-17.842534000981413,4.444901228768973,0.45
full,PCA,own_scale,calibrated,market_B_vs_R,509,2025-12,139,-0.021441689063863026,-0.9713801756394913,-4.205845885496558,1.9988421604701667,0.464
full,PCA,own_scale,calibrated,market_B_vs_R,509,2026-01,137,0.059753298957447104,3.9496421399646375,-4.627552488653709,11.113542253360277,0.348
full,PCA,own_scale,calibrated,market_B_vs_R,509,2026-02,128,-0.004771284730311535,-0.2533507260030987,-2.1776298044572373,1.8822340919906229,0.7925
full,PCA,own_scale,calibrated,market_B_vs_R,509,2026-03,105,0.0170355408140915,0.8169147229002416,-2.5078639528000513,3.6107091154598994,0.6425
full,PCA,own_scale,calibrated,position_F_vs_B,509,2025-12,139,0.05804687465922999,2.6044186164963956,0.4593383540010393,6.982464096375223,0.0445
full,PCA,own_scale,calibrated,position_F_vs_B,509,2026-01,137,0.06292007913528576,4.329982421391909,-1.2583510462257013,10.70805947646186,0.1835
full,PCA,own_scale,calibrated,position_F_vs_B,509,2026-02,128,0.11805782753863836,6.2529176535485735,3.567955665530266,8.738031135544437,0.001
full,PCA,own_scale,calibrated,position_F_vs_B,509,2026-03,105,-0.06312845749515915,-3.0521674882344696,-6.504071099736422,0.5514854744787017,0.1355
full,PCA,own_scale,calibrated,total_F_vs_R,509,2025-12,139,0.036605185595366956,1.6583372469882174,-0.7589919264916991,6.026058203539817,0.1985
full,PCA,own_scale,calibrated,total_F_vs_R,509,2026-01,137,0.12267337809273286,8.108605750988184,-4.70612116850261,18.9372687128628,0.199
full,PCA,own_scale,calibrated,total_F_vs_R,509,2026-02,128,0.11328654280832683,6.015408739817108,4.375680421410963,7.6151845180101185,0.0005
full,PCA,own_scale,calibrated,total_F_vs_R,509,2026-03,105,-0.04609291668106765,-2.2103191597552696,-5.419958454780978,1.6426892668462536,0.2655
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,2025-12,139,0.25389936650132666,10.471645139266473,1.257292375238237,22.076934908855996,0.0215
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,2026-01,137,0.09017709460010717,6.091472512060125,-9.214667407734348,18.26726961500401,0.396
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,2026-02,128,0.14260039360973817,7.455892816750465,-4.667582906119157,18.276142402883842,0.2165
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,2026-03,105,0.07954809785960251,3.5978461639905923,-1.9099914331945789,10.67551579221105,0.413
first19days,EQ,original,raw,nonlinear_R,361,2025-12,97,0.36386185987667674,12.712292161573945,-8.104450799713966,19.819737974201885,0.2885
first19days,EQ,original,raw,nonlinear_R,361,2026-01,72,0.1344479957436048,8.454215296348877,0.7786772108603363,20.40739314244722,0.088
first19days,EQ,original,raw,nonlinear_R,361,2026-02,87,0.1732522974843585,8.239241777489614,2.0804424263221057,15.6989052259391,0.0065
first19days,EQ,original,raw,nonlinear_R,361,2026-03,105,0.1113033901980569,3.9779773209433267,-10.793012167490284,15.479942255147273,0.5585
first19days,EQ,original,raw,nonlinear_F,361,2025-12,97,0.5140101920078658,17.435911350069343,-7.786262118815541,26.395860277033172,0.309
first19days,EQ,original,raw,nonlinear_F,361,2026-01,72,0.3151041218722744,19.28225243872106,12.366606445993634,29.106330130978424,0.0025
first19days,EQ,original,raw,nonlinear_F,361,2026-02,87,0.5935966623629797,24.48457576684214,16.370517951820496,33.4704659749647,0.0005
first19days,EQ,original,raw,nonlinear_F,361,2026-03,105,0.1393383801109841,4.930257964868357,-3.8554920200302014,13.965770580518448,0.282
first19days,EQ,original,raw,market_B_vs_R,361,2025-12,97,0.06129331777375804,2.4532814297203664,-0.32314984214096776,7.110260482384026,0.085
first19days,EQ,original,raw,market_B_vs_R,361,2026-01,72,-0.011247106475797195,-0.772540801670929,-16.24132895988199,8.279463362248153,0.8745
first19days,EQ,original,raw,market_B_vs_R,361,2026-02,87,0.05281399418716629,2.737160503408731,0.6917925465947846,6.668730806792038,0.0375
first19days,EQ,original,raw,market_B_vs_R,361,2026-03,105,0.039906565507837374,1.4853452529882905,-2.4977885556449837,4.853897642244942,0.475
first19days,EQ,original,raw,position_F_vs_B,361,2025-12,97,0.0031413846739958362,0.12889696672570006,-4.474385186564105,1.7738265530421196,0.925
first19days,EQ,original,raw,position_F_vs_B,361,2026-01,72,0.14804388397548568,10.090876269931448,4.351058948166477,19.556010842987757,0.005
first19days,EQ,original,raw,position_F_vs_B,361,2026-02,87,0.04593048026529776,2.4474019043753015,0.3456302054967808,4.655102539260283,0.013
first19days,EQ,original,raw,position_F_vs_B,361,2026-03,105,-0.04007044287147967,-1.5139319792269346,-5.543928590526913,2.321327617060732,0.4885
first19days,EQ,original,raw,total_F_vs_R,361,2025-12,97,0.0644347024477539,2.579016191097905,-1.1766958969135057,6.186151409659252,0.149
first19days,EQ,original,raw,total_F_vs_R,361,2026-01,72,0.1367967774996885,9.396291604691864,4.794504973729358,14.833407270056144,0.003
first19days,EQ,original,raw,total_F_vs_R,361,2026-02,87,0.09874447445246408,5.117573089497807,2.0134823436083797,9.879371986732385,0.003
first19days,EQ,original,raw,total_F_vs_R,361,2026-03,105,-0.00016387736364228148,-0.006099609451726273,-4.605830814462029,5.974762500750804,0.9965
first19days,EQ,original,raw,ml_vs_threshold_F,361,2025-12,97,0.3083198825470853,11.243084238039469,-3.14193337696917,19.12398633149449,0.0565
first19days,EQ,original,raw,ml_vs_threshold_F,361,2026-01,72,0.23632202024985904,15.193801029701714,3.4217284290137804,26.17106452677607,0.021
first19days,EQ,original,raw,ml_vs_threshold_F,361,2026-02,87,0.8285469730377422,31.15634584208824,18.722922690457462,46.02727878020001,0.0005
first19days,EQ,original,raw,ml_vs_threshold_F,361,2026-03,105,0.4413591855703179,14.109004626120269,5.509801626058175,22.384844441775016,0.0005
first19days,EQ,original,calibrated,nonlinear_R,361,2025-12,97,0.4870140889126571,15.916670240855101,-0.9660775814539407,22.54675338786661,0.057
first19days,EQ,original,calibrated,nonlinear_R,361,2026-01,72,0.22685130496457095,12.496780011686493,6.980965124162533,21.544024161646966,0.0145
first19days,EQ,original,calibrated,nonlinear_R,361,2026-02,87,0.11519393216860836,6.066917352883228,-0.696821895837866,13.194776734237589,0.0495
first19days,EQ,original,calibrated,nonlinear_R,361,2026-03,105,0.020529635712464862,0.9812284184620546,-19.46334996756626,12.092580318116916,0.9075
first19days,EQ,original,calibrated,nonlinear_F,361,2025-12,97,0.84562192567263,25.542456230713395,10.200838289012097,38.17571567301211,0.003
first19days,EQ,original,calibrated,nonlinear_F,361,2026-01,72,0.5143089778267438,27.636094164727186,18.735832398262353,39.44412372377046,0.0005
first19days,EQ,original,calibrated,nonlinear_F,361,2026-02,87,0.4832562928284205,21.705064379819326,17.10426335990915,27.630842455699153,0.0005
first19days,EQ,original,calibrated,nonlinear_F,361,2026-03,105,-0.08122432145873974,-3.922049795410132,-15.314533496511123,2.6163930673044553,0.386
first19days,EQ,original,calibrated,market_B_vs_R,361,2025-12,97,0.061106830900125704,2.375147323943383,-0.454827991653779,7.329854428605064,0.101
first19days,EQ,original,calibrated,market_B_vs_R,361,2026-01,72,0.046529508763127635,2.9292826251982262,-3.9046550773624973,9.308883520351932,0.413
first19days,EQ,original,calibrated,market_B_vs_R,361,2026-02,87,0.03267437558969474,1.8320072896336415,0.19872925921620668,4.350686812740612,0.0505
first19days,EQ,original,calibrated,market_B_vs_R,361,2026-03,105,-0.03892831173078266,-1.879043827402893,-8.03024552547864,6.875102401680213,0.6165
first19days,EQ,original,calibrated,position_F_vs_B,361,2025-12,97,0.046622356329185294,1.8562421054932887,-0.06352806660578185,5.079257319073096,0.0445
first19days,EQ,original,calibrated,position_F_vs_B,361,2026-01,72,0.19520163887384415,12.659834509087043,8.809200547344608,18.992358272144482,0.0005
first19days,EQ,original,calibrated,position_F_vs_B,361,2026-02,87,0.007642697934293718,0.4365125000443726,-0.8130200086722064,1.6884823970800502,0.4895
first19days,EQ,original,calibrated,position_F_vs_B,361,2026-03,105,-0.04155354854683836,-1.9687682516710936,-5.553792083681662,2.0656594827713732,0.3325
first19days,EQ,original,calibrated,total_F_vs_R,361,2025-12,97,0.10772918722931099,4.187300944742134,0.7046117435406746,11.508308872549547,0.012
first19days,EQ,original,calibrated,total_F_vs_R,361,2026-01,72,0.24173114763697187,15.218274801631726,8.912908285365042,23.919081975777175,0.004
first19days,EQ,original,calibrated,total_F_vs_R,361,2026-02,87,0.040317073523988466,2.2605228488570384,0.6519603541099713,4.452567946275258,0.0075
first19days,EQ,original,calibrated,total_F_vs_R,361,2026-03,105,-0.08048186027762103,-3.884806097382887,-8.293738717200343,2.491977402465237,0.2465
first19days,EQ,original,calibrated,ml_vs_threshold_F,361,2025-12,97,0.405347831832272,14.121756669003204,4.238706227042031,26.426450380819706,0.0065
first19days,EQ,original,calibrated,ml_vs_threshold_F,361,2026-01,72,0.23676891980926495,14.952587613494739,3.14880166587871,26.914524660300835,0.0295
first19days,EQ,original,calibrated,ml_vs_threshold_F,361,2026-02,87,0.6702034908131124,27.769921931369513,16.643196383545046,40.70728776678175,0.0005
first19days,EQ,original,calibrated,ml_vs_threshold_F,361,2026-03,105,-0.07673772372488039,-3.697396911279016,-13.890452810969485,3.0614691072277043,0.358
first19days,EQ,own_scale,raw,nonlinear_R,361,2025-12,97,0.39184654692982435,13.689997046582803,-5.32239559310042,20.11166165306474,0.1855
first19days,EQ,own_scale,raw,nonlinear_R,361,2026-01,72,0.0826512003055948,5.208824286428104,-2.8236399854487293,15.28556193877734,0.2155
first19days,EQ,own_scale,raw,nonlinear_R,361,2026-02,87,0.20585147185340988,9.789538560119059,-0.26548361466944304,22.956429155250735,0.075
first19days,EQ,own_scale,raw,nonlinear_R,361,2026-03,105,0.13271967730000817,4.9971482157048275,-10.04516826171524,16.504370802922693,0.481
first19days,EQ,own_scale,raw,nonlinear_F,361,2025-12,97,0.5199530259598605,17.63750020485527,-7.762570693760502,26.77929945720609,0.317
first19days,EQ,own_scale,raw,nonlinear_F,361,2026-01,72,0.26215924816633746,16.441181585007435,10.61520131426936,24.57657194756711,0.002
first19days,EQ,own_scale,raw,nonlinear_F,361,2026-02,87,0.5896663412554994,24.32245853969831,16.43027058361563,33.2703658339384,0.0005
first19days,EQ,own_scale,raw,nonlinear_F,361,2026-03,105,0.16197554808233647,5.803623156279625,-5.464101056590815,16.31662095591003,0.291
first19days,EQ,own_scale,raw,market_B_vs_R,361,2025-12,97,-0.04923598354824376,-1.9930069670295314,-15.399773563157495,2.407596091506929,0.573
first19days,EQ,own_scale,raw,market_B_vs_R,361,2026-01,72,0.052405042628121686,3.4841409094259035,-8.826617849538724,13.768220230819628,0.514
first19days,EQ,own_scale,raw,market_B_vs_R,361,2026-02,87,0.0007005565572924054,0.03693129554892538,-1.324475121702694,1.7132777041204756,0.9385
first19days,EQ,own_scale,raw,market_B_vs_R,361,2026-03,105,-0.22159391026797312,-8.782296450958448,-15.610701697193484,-4.2650064190885635,0.004
first19days,EQ,own_scale,raw,position_F_vs_B,361,2025-12,97,0.09162883289484451,3.636536558647596,0.5434927770403436,10.91825078320077,0.0225
first19days,EQ,own_scale,raw,position_F_vs_B,361,2026-01,72,0.11932845304049325,8.219927028083973,1.811177504234247,17.954837788533432,0.032
first19days,EQ,own_scale,raw,position_F_vs_B,361,2026-02,87,0.06151442241863999,3.2440587545047306,-3.4218961841589794,7.497025909809285,0.178
first19days,EQ,own_scale,raw,position_F_vs_B,361,2026-03,105,0.11581972843035326,4.219632136316598,-0.46516038198315024,9.544605245342161,0.104
first19days,EQ,own_scale,raw,total_F_vs_R,361,2025-12,97,0.042392849346600744,1.716006018590488,-2.995292700783747,3.202642333711649,0.331
first19days,EQ,own_scale,raw,total_F_vs_R,361,2026-01,72,0.17173349566861493,11.417674097199448,6.038875660568093,18.087181753392095,0.0045
first19days,EQ,own_scale,raw,total_F_vs_R,361,2026-02,87,0.0622149789759324,3.2797919771272444,-1.873770129110404,6.795142891580562,0.1055
first19days,EQ,own_scale,raw,total_F_vs_R,361,2026-03,105,-0.10577418183761987,-4.192083711290628,-9.474988752500193,-0.7234051208954896,0.0595
first19days,EQ,own_scale,raw,ml_vs_threshold_F,361,2025-12,97,0.3157912693508875,11.50911805318401,-3.0552342415567635,19.413992227222696,0.064
first19days,EQ,own_scale,raw,ml_vs_threshold_F,361,2026-01,72,0.2287566857373727,14.653318460704167,3.545155250312146,23.474385452526946,0.013
first19days,EQ,own_scale,raw,ml_vs_threshold_F,361,2026-02,87,0.3319289763019637,15.320040898405107,2.842815052485021,31.650396806281375,0.0365
first19days,EQ,own_scale,raw,ml_vs_threshold_F,361,2026-03,105,0.11682807109606697,4.254805765214142,-5.00507285898597,11.894393530934096,0.297
first19days,EQ,own_scale,calibrated,nonlinear_R,361,2025-12,97,0.5648800881447089,18.461498944924703,3.3581336411698683,28.26873646843909,0.0145
first19days,EQ,own_scale,calibrated,nonlinear_R,361,2026-01,72,0.16028592438701889,8.88436090372624,2.871343616186226,15.458376270603841,0.0115
first19days,EQ,own_scale,calibrated,nonlinear_R,361,2026-02,87,0.061742966536082536,3.2518160292329124,-5.18989032740985,12.736251734927864,0.441
first19days,EQ,own_scale,calibrated,nonlinear_R,361,2026-03,105,-0.14476392526568405,-7.0970863327338485,-19.839938131540208,2.8883811944470836,0.1885
first19days,EQ,own_scale,calibrated,nonlinear_F,361,2025-12,97,0.8489885311130557,25.639890891558125,10.474729624934653,39.17358639371215,0.0025
first19days,EQ,own_scale,calibrated,nonlinear_F,361,2026-01,72,0.46165333613541926,25.321390206086836,16.767197492413946,36.59301308027649,0.0005
first19days,EQ,own_scale,calibrated,nonlinear_F,361,2026-02,87,0.46872570649659295,21.05243488178854,16.348997223687597,26.7702456341306,0.0005
first19days,EQ,own_scale,calibrated,nonlinear_F,361,2026-03,105,-0.10260309894281898,-4.9875960963747135,-18.434683510177106,3.3761743972794007,0.3265
first19days,EQ,own_scale,calibrated,market_B_vs_R,361,2025-12,97,-0.04331367521613215,-1.736093079198242,-5.24790096284497,-0.11366610755986407,0.029
first19days,EQ,own_scale,calibrated,market_B_vs_R,361,2026-01,72,0.11251271353211448,6.84446456394987,0.8079606696242987,14.958877971894584,0.0745
first19days,EQ,own_scale,calibrated,market_B_vs_R,361,2026-02,87,-0.011224496782450905,-0.6110300000316649,-4.691099621121401,3.1329603105055432,0.743
first19days,EQ,own_scale,calibrated,market_B_vs_R,361,2026-03,105,0.09800937812765015,4.486521112049369,-0.8319781871849476,7.547447091685454,0.0675
first19days,EQ,own_scale,calibrated,position_F_vs_B,361,2025-12,97,0.07599400235994622,2.9940030091826886,1.5589082643035759,6.7986278765664885,0.001
first19days,EQ,own_scale,calibrated,position_F_vs_B,361,2026-01,72,0.16981505436230657,11.08933242428316,7.207039293506444,17.64780605355147,0.0005
first19days,EQ,own_scale,calibrated,position_F_vs_B,361,2026-02,87,0.0904619496071377,4.894586431512693,0.6427458599858541,8.91316254572537,0.0355
first19days,EQ,own_scale,calibrated,position_F_vs_B,361,2026-03,105,-0.07324831177802198,-3.510548990023965,-7.243842519079064,0.14445238098530158,0.1115
first19days,EQ,own_scale,calibrated,total_F_vs_R,361,2025-12,97,0.03268032714381407,1.3098886090178508,-0.35932178140296056,3.071505637539397,0.097
first19days,EQ,own_scale,calibrated,total_F_vs_R,361,2026-01,72,0.28232776789442104,17.174791560074375,11.391855753617591,27.47081056523838,0.0105
first19days,EQ,own_scale,calibrated,total_F_vs_R,361,2026-02,87,0.07923745282468679,4.313463822955055,2.2504322459891064,6.020559493552575,0.0025
first19days,EQ,own_scale,calibrated,total_F_vs_R,361,2026-03,105,0.024761066349628175,1.1334736436116821,-2.2263033002433747,5.058682764866749,0.5505
first19days,EQ,own_scale,calibrated,ml_vs_threshold_F,361,2025-12,97,0.37672659692681726,13.269974479714552,3.454155979132678,26.63266509724574,0.0065
first19days,EQ,own_scale,calibrated,ml_vs_threshold_F,361,2026-01,72,0.19211826636836843,12.365685474605105,4.293018596281993,20.603634185140805,0.016
first19days,EQ,own_scale,calibrated,ml_vs_threshold_F,361,2026-02,87,0.3341378767945826,15.973089483490243,7.065319172010343,25.98512665016321,0.0015
first19days,EQ,own_scale,calibrated,ml_vs_threshold_F,361,2026-03,105,-0.05650942935625797,-2.686755587172618,-10.481472845198676,3.15653610062301,0.4265
first19days,CAP,original,raw,nonlinear_R,361,2025-12,97,0.2106486204353773,13.6558679843363,3.7583393645062704,23.469916455168576,0.0055
