definition,variant,information,fold,candidate,kind,n,score
CAP,original,F,2026-02,4,linear,400,1.7973743734906114
CAP,original,F,2026-02,5,linear,400,1.7164350853591623
CAP,original,F,2026-02,6,linear,400,2.0180833331930184
CAP,original,F,2026-02,7,linear,400,2.040209756724741
CAP,original,F,2026-02,8,linear,400,1.9006021448077144
CAP,original,F,2026-02,9,linear,400,2.0180833331930166
CAP,original,F,2026-02,10,linear,400,1.9314081473057703
CAP,original,F,2026-02,11,linear,400,1.9060684492142712
CAP,original,F,2026-02,12,qrf,400,2.040694710804733
CAP,original,F,2026-02,13,qrf,400,2.0270873966014067
CAP,original,F,2026-02,14,qrf,400,1.9009392994834218
CAP,original,F,2026-02,15,qrf,400,1.4415183006188017
CAP,original,F,2026-02,16,qrf,400,1.420626837063404
CAP,original,F,2026-02,17,qrf,400,1.4230022682957033
CAP,original,F,2026-02,18,qrf,400,2.176857497574274
CAP,original,F,2026-02,19,qrf,400,2.1351977366328883
CAP,original,F,2026-02,20,qrf,400,1.9578247370278306
CAP,original,F,2026-02,21,qrf,400,1.5100241714361027
CAP,original,F,2026-02,22,qrf,400,1.4712268649649325
CAP,original,F,2026-02,23,qrf,400,1.4395396234172646
CAP,original,F,2026-02,24,boosting,400,1.9705716936806803
CAP,original,F,2026-02,25,boosting,400,2.001471412503014
CAP,original,F,2026-02,26,boosting,400,2.0652336193571146
CAP,original,F,2026-02,27,boosting,400,1.3775407811066258
CAP,original,F,2026-02,28,boosting,400,1.4159074418014495
CAP,original,F,2026-02,29,boosting,400,1.4280662447307764
CAP,original,F,2026-02,30,boosting,400,2.1064303284659958
CAP,original,F,2026-02,31,boosting,400,2.1568545119324
CAP,original,F,2026-02,32,boosting,400,2.148032333467738
CAP,original,F,2026-02,33,boosting,400,1.4373598606638551
CAP,original,F,2026-02,34,boosting,400,1.436785082453028
CAP,original,F,2026-02,35,boosting,400,1.5055824240739906
CAP,original,F,2026-02,36,threshold,400,1.7967884222599122
CAP,original,F,2026-02,37,threshold,400,1.8746035928565763
CAP,original,F,2026-02,38,threshold,400,1.9363246125133207
CAP,original,F,2026-02,39,threshold,400,1.9349112252356553
CAP,original,F,2026-02,40,threshold,400,1.940846289445201
CAP,original,F,2026-02,41,threshold,400,1.9326771466075783
CAP,original,F,2026-02,42,threshold,400,1.796788422259884
CAP,original,F,2026-02,43,threshold,400,1.8279794586287017
CAP,original,F,2026-02,44,threshold,400,1.8046951124410253
CAP,original,F,2026-02,45,threshold,400,1.9349112252356593
CAP,original,F,2026-02,46,threshold,400,1.8815186824703927
CAP,original,F,2026-02,47,threshold,400,1.7782363668810706
CAP,original,F,2026-02,48,threshold,400,2.507009556111758
CAP,original,F,2026-02,49,threshold,400,2.436548656472916
CAP,original,F,2026-02,50,threshold,400,2.0696828418386413
CAP,original,F,2026-02,51,threshold,400,2.2346046602663687
CAP,original,F,2026-02,52,threshold,400,2.2055662018085265
CAP,original,F,2026-02,53,threshold,400,1.9413181510894761
CAP,original,F,2026-02,54,threshold,400,2.507009556111768
CAP,original,F,2026-02,55,threshold,400,2.389018051150586
CAP,original,F,2026-02,56,threshold,400,1.9772478327720717
CAP,original,F,2026-02,57,threshold,400,2.234604660266374
CAP,original,F,2026-02,58,threshold,400,2.1874136887738076
CAP,original,F,2026-02,59,threshold,400,1.868490221507756
CAP,original,F,2026-03,0,linear,404,1.482391568659761
CAP,original,F,2026-03,1,linear,404,1.467597592528303
CAP,original,F,2026-03,2,linear,404,1.4331516959770914
CAP,original,F,2026-03,3,linear,404,1.4823915686597557
CAP,original,F,2026-03,4,linear,404,1.4293359919654827
CAP,original,F,2026-03,5,linear,404,1.4612585626631438
CAP,original,F,2026-03,6,linear,404,1.7267178864796577
CAP,original,F,2026-03,7,linear,404,1.6712715190040766
CAP,original,F,2026-03,8,linear,404,1.4325027728260844
CAP,original,F,2026-03,9,linear,404,1.726717886479656
CAP,original,F,2026-03,10,linear,404,1.6341360652315189
CAP,original,F,2026-03,11,linear,404,1.6410124360795821
CAP,original,F,2026-03,12,qrf,404,1.6306808012253675
CAP,original,F,2026-03,13,qrf,404,1.6109629758605206
CAP,original,F,2026-03,14,qrf,404,1.485267941235118
CAP,original,F,2026-03,15,qrf,404,1.2608512660566167
CAP,original,F,2026-03,16,qrf,404,1.2562810424370423
CAP,original,F,2026-03,17,qrf,404,1.241364441183983
CAP,original,F,2026-03,18,qrf,404,1.7854619478541451
CAP,original,F,2026-03,19,qrf,404,1.740503785909206
CAP,original,F,2026-03,20,qrf,404,1.5754356110955365
CAP,original,F,2026-03,21,qrf,404,1.308651546786684
CAP,original,F,2026-03,22,qrf,404,1.306615252434781
CAP,original,F,2026-03,23,qrf,404,1.2731692460406425
CAP,original,F,2026-03,24,boosting,404,1.538615158748628
CAP,original,F,2026-03,25,boosting,404,1.560446041142351
CAP,original,F,2026-03,26,boosting,404,1.5772282047430068
CAP,original,F,2026-03,27,boosting,404,1.2519965141157299
CAP,original,F,2026-03,28,boosting,404,1.2672830938676114
CAP,original,F,2026-03,29,boosting,404,1.2688379953252582
CAP,original,F,2026-03,30,boosting,404,1.6907775283536801
CAP,original,F,2026-03,31,boosting,404,1.7013819090850206
CAP,original,F,2026-03,32,boosting,404,1.6804302018769983
CAP,original,F,2026-03,33,boosting,404,1.3111130648316933
CAP,original,F,2026-03,34,boosting,404,1.3203713835526758
CAP,original,F,2026-03,35,boosting,404,1.3599637191705882
CAP,original,F,2026-03,36,threshold,404,1.5560754983252287
CAP,original,F,2026-03,37,threshold,404,1.5201421045147587
CAP,original,F,2026-03,38,threshold,404,1.5199440406778126
CAP,original,F,2026-03,39,threshold,404,1.5752602358534502
CAP,original,F,2026-03,40,threshold,404,1.5210902386898124
CAP,original,F,2026-03,41,threshold,404,1.4919438467357558
CAP,original,F,2026-03,42,threshold,404,1.5560754983252003
CAP,original,F,2026-03,43,threshold,404,1.5055723045186682
CAP,original,F,2026-03,44,threshold,404,1.445301156069369
CAP,original,F,2026-03,45,threshold,404,1.5752602358534524
CAP,original,F,2026-03,46,threshold,404,1.5145323150398604
CAP,original,F,2026-03,47,threshold,404,1.4347855257639373
CAP,original,F,2026-03,48,threshold,404,2.0643610519488593
CAP,original,F,2026-03,49,threshold,404,1.992380919611554
CAP,original,F,2026-03,50,threshold,404,1.6703997623787636
CAP,original,F,2026-03,51,threshold,404,1.930862526649182
CAP,original,F,2026-03,52,threshold,404,1.8537606632737804
CAP,original,F,2026-03,53,threshold,404,1.6065629757225344
CAP,original,F,2026-03,54,threshold,404,2.0643610519488655
CAP,original,F,2026-03,55,threshold,404,1.9254511897939004
CAP,original,F,2026-03,56,threshold,404,1.6033327403869884
CAP,original,F,2026-03,57,threshold,404,1.9308625266491897
CAP,original,F,2026-03,58,threshold,404,1.8379296124518862
CAP,original,F,2026-03,59,threshold,404,1.5713097087183072
CAP,own_scale,R,2025-12,0,linear,479,1.4421170566568864
CAP,own_scale,R,2025-12,1,linear,479,1.5282196582303353
CAP,own_scale,R,2025-12,2,linear,479,1.519335148954172
CAP,own_scale,R,2025-12,3,linear,479,1.4421170566568864
CAP,own_scale,R,2025-12,4,linear,479,1.449794857673687
CAP,own_scale,R,2025-12,5,linear,479,1.3729773186967955
CAP,own_scale,R,2025-12,6,linear,479,1.5250275492418799
CAP,own_scale,R,2025-12,7,linear,479,1.5399471154797375
CAP,own_scale,R,2025-12,8,linear,479,1.5338422995939396
CAP,own_scale,R,2025-12,9,linear,479,1.5250275492418803
CAP,own_scale,R,2025-12,10,linear,479,1.490908155552042
CAP,own_scale,R,2025-12,11,linear,479,1.4136762621032475
CAP,own_scale,R,2025-12,12,qrf,479,1.5321373383317711
CAP,own_scale,R,2025-12,13,qrf,479,1.5232360517327437
CAP,own_scale,R,2025-12,14,qrf,479,1.526197142471492
CAP,own_scale,R,2025-12,15,qrf,479,1.2908381373686315
CAP,own_scale,R,2025-12,16,qrf,479,1.291340013421055
CAP,own_scale,R,2025-12,17,qrf,479,1.2969686957724227
CAP,own_scale,R,2025-12,18,qrf,479,1.5331122404017192
CAP,own_scale,R,2025-12,19,qrf,479,1.5201139789282152
CAP,own_scale,R,2025-12,20,qrf,479,1.5249758582007336
CAP,own_scale,R,2025-12,21,qrf,479,1.334340391933029
CAP,own_scale,R,2025-12,22,qrf,479,1.3005034388448988
CAP,own_scale,R,2025-12,23,qrf,479,1.3149152705175995
CAP,own_scale,R,2025-12,24,boosting,479,1.5174731903136085
CAP,own_scale,R,2025-12,25,boosting,479,1.5205655524217143
CAP,own_scale,R,2025-12,26,boosting,479,1.5346010423048226
CAP,own_scale,R,2025-12,27,boosting,479,1.2675934084524154
CAP,own_scale,R,2025-12,28,boosting,479,1.2870277485789645
CAP,own_scale,R,2025-12,29,boosting,479,1.3210934759776427
CAP,own_scale,R,2025-12,30,boosting,479,1.5263223799672863
CAP,own_scale,R,2025-12,31,boosting,479,1.5315339939948005
CAP,own_scale,R,2025-12,32,boosting,479,1.5513007411778283
CAP,own_scale,R,2025-12,33,boosting,479,1.298932635102056
CAP,own_scale,R,2025-12,34,boosting,479,1.2958160822910978
CAP,own_scale,R,2025-12,35,boosting,479,1.3277781441177015
CAP,own_scale,R,2025-12,36,threshold,479,1.4371736458208084
CAP,own_scale,R,2025-12,37,threshold,479,1.516030265351365
CAP,own_scale,R,2025-12,38,threshold,479,1.5257319122957196
CAP,own_scale,R,2025-12,39,threshold,479,1.51484745235036
CAP,own_scale,R,2025-12,40,threshold,479,1.5429702172824222
CAP,own_scale,R,2025-12,41,threshold,479,1.5568613261831865
CAP,own_scale,R,2025-12,42,threshold,479,1.4371736458208084
CAP,own_scale,R,2025-12,43,threshold,479,1.444933032240628
CAP,own_scale,R,2025-12,44,threshold,479,1.4278338477990073
CAP,own_scale,R,2025-12,45,threshold,479,1.5148474523503601
CAP,own_scale,R,2025-12,46,threshold,479,1.4654054348847707
CAP,own_scale,R,2025-12,47,threshold,479,1.438023571130354
CAP,own_scale,R,2025-12,48,threshold,479,1.704584057573404
CAP,own_scale,R,2025-12,49,threshold,479,1.6595849067589723
CAP,own_scale,R,2025-12,50,threshold,479,1.541401481780747
CAP,own_scale,R,2025-12,51,threshold,479,1.6608708213345171
CAP,own_scale,R,2025-12,52,threshold,479,1.6369103618742409
CAP,own_scale,R,2025-12,53,threshold,479,1.5484103935903184
CAP,own_scale,R,2025-12,54,threshold,479,1.7045840575734035
CAP,own_scale,R,2025-12,55,threshold,479,1.6853679454226786
CAP,own_scale,R,2025-12,56,threshold,479,1.542230482957594
CAP,own_scale,R,2025-12,57,threshold,479,1.6608708213345176
CAP,own_scale,R,2025-12,58,threshold,479,1.6122868365055212
CAP,own_scale,R,2025-12,59,threshold,479,1.5108981650109168
CAP,own_scale,R,2026-01,0,linear,445,1.7714455934977795
CAP,own_scale,R,2026-01,1,linear,445,1.874785805624493
CAP,own_scale,R,2026-01,2,linear,445,1.8689208117835525
CAP,own_scale,R,2026-01,3,linear,445,1.7714455934977793
CAP,own_scale,R,2026-01,4,linear,445,1.7773873104037892
CAP,own_scale,R,2026-01,5,linear,445,1.6663095810088517
CAP,own_scale,R,2026-01,6,linear,445,1.9732739899662592
CAP,own_scale,R,2026-01,7,linear,445,1.933388449604072
CAP,own_scale,R,2026-01,8,linear,445,1.8851464007178098
CAP,own_scale,R,2026-01,9,linear,445,1.973273989966259
CAP,own_scale,R,2026-01,10,linear,445,1.9068320671026457
CAP,own_scale,R,2026-01,11,linear,445,1.7669228660398726
CAP,own_scale,R,2026-01,12,qrf,445,1.9113890918140888
CAP,own_scale,R,2026-01,13,qrf,445,1.9087973782082601
CAP,own_scale,R,2026-01,14,qrf,445,1.900629273144673
CAP,own_scale,R,2026-01,15,qrf,445,1.457717295792815
CAP,own_scale,R,2026-01,16,qrf,445,1.454542390938256
CAP,own_scale,R,2026-01,17,qrf,445,1.4449878378251413
CAP,own_scale,R,2026-01,18,qrf,445,1.9697013255207498
CAP,own_scale,R,2026-01,19,qrf,445,1.9699952179978732
CAP,own_scale,R,2026-01,20,qrf,445,1.9961814172839294
CAP,own_scale,R,2026-01,21,qrf,445,1.5321252893011446
CAP,own_scale,R,2026-01,22,qrf,445,1.4753981045618576
CAP,own_scale,R,2026-01,23,qrf,445,1.4601336394661064
CAP,own_scale,R,2026-01,24,boosting,445,1.8956072567317435
CAP,own_scale,R,2026-01,25,boosting,445,1.9169160199772046
CAP,own_scale,R,2026-01,26,boosting,445,1.9234234096207177
CAP,own_scale,R,2026-01,27,boosting,445,1.3990945166147188
CAP,own_scale,R,2026-01,28,boosting,445,1.416979597003331
CAP,own_scale,R,2026-01,29,boosting,445,1.4694883868453197
CAP,own_scale,R,2026-01,30,boosting,445,1.9360914511404768
CAP,own_scale,R,2026-01,31,boosting,445,1.9579154262305372
CAP,own_scale,R,2026-01,32,boosting,445,2.0510762382600363
CAP,own_scale,R,2026-01,33,boosting,445,1.4599236329454948
CAP,own_scale,R,2026-01,34,boosting,445,1.4563531854855702
CAP,own_scale,R,2026-01,35,boosting,445,1.4824318232145755
CAP,own_scale,R,2026-01,36,threshold,445,1.6755276486128385
CAP,own_scale,R,2026-01,37,threshold,445,1.8163093201927194
CAP,own_scale,R,2026-01,38,threshold,445,1.899485384468854
CAP,own_scale,R,2026-01,39,threshold,445,1.8283106218922272
CAP,own_scale,R,2026-01,40,threshold,445,1.904912733268554
CAP,own_scale,R,2026-01,41,threshold,445,1.9325050388624363
CAP,own_scale,R,2026-01,42,threshold,445,1.6755276486128383
CAP,own_scale,R,2026-01,43,threshold,445,1.7197081268263923
CAP,own_scale,R,2026-01,44,threshold,445,1.7040861294209193
CAP,own_scale,R,2026-01,45,threshold,445,1.8283106218922272
CAP,own_scale,R,2026-01,46,threshold,445,1.7818993864682462
CAP,own_scale,R,2026-01,47,threshold,445,1.7512830580757344
CAP,own_scale,R,2026-01,48,threshold,445,2.224887943215716
CAP,own_scale,R,2026-01,49,threshold,445,2.171728076977993
CAP,own_scale,R,2026-01,50,threshold,445,1.9370267661074854
CAP,own_scale,R,2026-01,51,threshold,445,2.1365709494779663
CAP,own_scale,R,2026-01,52,threshold,445,2.112524559940623
CAP,own_scale,R,2026-01,53,threshold,445,1.913548943340929
CAP,own_scale,R,2026-01,54,threshold,445,2.224887943215716
CAP,own_scale,R,2026-01,55,threshold,445,2.209345166291162
CAP,own_scale,R,2026-01,56,threshold,445,1.9364327619179416
CAP,own_scale,R,2026-01,57,threshold,445,2.1365709494779668
CAP,own_scale,R,2026-01,58,threshold,445,2.1040393836312754
CAP,own_scale,R,2026-01,59,threshold,445,1.873424764312792
CAP,own_scale,R,2026-02,0,linear,400,1.7801482588882516
CAP,own_scale,R,2026-02,1,linear,400,1.885787995564521
CAP,own_scale,R,2026-02,2,linear,400,1.8877210994954245
CAP,own_scale,R,2026-02,3,linear,400,1.7801482588882516
CAP,own_scale,R,2026-02,4,linear,400,1.786108165068561
CAP,own_scale,R,2026-02,5,linear,400,1.7164350853591628
CAP,own_scale,R,2026-02,6,linear,400,2.0253612598331654
CAP,own_scale,R,2026-02,7,linear,400,1.9461324924237606
CAP,own_scale,R,2026-02,8,linear,400,1.9007854531938762
CAP,own_scale,R,2026-02,9,linear,400,2.0253612598331654
CAP,own_scale,R,2026-02,10,linear,400,1.962888856801637
CAP,own_scale,R,2026-02,11,linear,400,1.8849009864981319
CAP,own_scale,R,2026-02,12,qrf,400,2.0391279911462523
CAP,own_scale,R,2026-02,13,qrf,400,2.0349526209517226
CAP,own_scale,R,2026-02,14,qrf,400,1.929043546259454
CAP,own_scale,R,2026-02,15,qrf,400,1.4485226195411298
CAP,own_scale,R,2026-02,16,qrf,400,1.4357090971736073
CAP,own_scale,R,2026-02,17,qrf,400,1.4257747449210105
CAP,own_scale,R,2026-02,18,qrf,400,2.194933246857638
CAP,own_scale,R,2026-02,19,qrf,400,2.191809163990821
CAP,own_scale,R,2026-02,20,qrf,400,2.1640102016965796
CAP,own_scale,R,2026-02,21,qrf,400,1.515508848853072
CAP,own_scale,R,2026-02,22,qrf,400,1.4654227728197258
CAP,own_scale,R,2026-02,23,qrf,400,1.4467751178307122
CAP,own_scale,R,2026-02,24,boosting,400,1.970382496072059
CAP,own_scale,R,2026-02,25,boosting,400,2.000564727831244
CAP,own_scale,R,2026-02,26,boosting,400,2.0221273253587815
CAP,own_scale,R,2026-02,27,boosting,400,1.3853505883102981
CAP,own_scale,R,2026-02,28,boosting,400,1.402388814303754
CAP,own_scale,R,2026-02,29,boosting,400,1.4454425517994536
CAP,own_scale,R,2026-02,30,boosting,400,2.106410012606622
CAP,own_scale,R,2026-02,31,boosting,400,2.1285743057298014
CAP,own_scale,R,2026-02,32,boosting,400,2.255115565912596
CAP,own_scale,R,2026-02,33,boosting,400,1.4741452802106583
CAP,own_scale,R,2026-02,34,boosting,400,1.4999921448715638
CAP,own_scale,R,2026-02,35,boosting,400,1.5034696030509087
CAP,own_scale,R,2026-02,36,threshold,400,1.6665264845022185
CAP,own_scale,R,2026-02,37,threshold,400,1.8187513792271204
CAP,own_scale,R,2026-02,38,threshold,400,1.9190993359414938
CAP,own_scale,R,2026-02,39,threshold,400,1.8697965100204947
CAP,own_scale,R,2026-02,40,threshold,400,1.953270578124899
CAP,own_scale,R,2026-02,41,threshold,400,1.9366411226928488
CAP,own_scale,R,2026-02,42,threshold,400,1.6665264845022185
CAP,own_scale,R,2026-02,43,threshold,400,1.70710117073667
CAP,own_scale,R,2026-02,44,threshold,400,1.727940075171932
CAP,own_scale,R,2026-02,45,threshold,400,1.8697965100204952
CAP,own_scale,R,2026-02,46,threshold,400,1.8213432160680063
CAP,own_scale,R,2026-02,47,threshold,400,1.8149001000034155
CAP,own_scale,R,2026-02,48,threshold,400,2.312547636917076
CAP,own_scale,R,2026-02,49,threshold,400,2.2770037868367585
CAP,own_scale,R,2026-02,50,threshold,400,1.9864568399039286
CAP,own_scale,R,2026-02,51,threshold,400,2.2646940397666797
CAP,own_scale,R,2026-02,52,threshold,400,2.2300415883621567
CAP,own_scale,R,2026-02,53,threshold,400,1.952333717110663
CAP,own_scale,R,2026-02,54,threshold,400,2.3125476369170754
CAP,own_scale,R,2026-02,55,threshold,400,2.2761875317346507
CAP,own_scale,R,2026-02,56,threshold,400,2.0220425261402153
CAP,own_scale,R,2026-02,57,threshold,400,2.2646940397666797
CAP,own_scale,R,2026-02,58,threshold,400,2.219323391960189
CAP,own_scale,R,2026-02,59,threshold,400,1.9321155581121567
CAP,own_scale,R,2026-03,0,linear,404,1.4120918539409162
CAP,own_scale,R,2026-03,1,linear,404,1.4276878884699444
CAP,own_scale,R,2026-03,2,linear,404,1.4331516959770914
CAP,own_scale,R,2026-03,3,linear,404,1.4120918539409162
CAP,own_scale,R,2026-03,4,linear,404,1.4114512927046838
CAP,own_scale,R,2026-03,5,linear,404,1.4612585626631438
CAP,own_scale,R,2026-03,6,linear,404,1.5710315231196377
CAP,own_scale,R,2026-03,7,linear,404,1.4952211737159524
CAP,own_scale,R,2026-03,8,linear,404,1.4327415133128485
CAP,own_scale,R,2026-03,9,linear,404,1.5710315231196372
CAP,own_scale,R,2026-03,10,linear,404,1.5697872254478489
CAP,own_scale,R,2026-03,11,linear,404,1.6194206775326767
CAP,own_scale,R,2026-03,12,qrf,404,1.6188955830441563
CAP,own_scale,R,2026-03,13,qrf,404,1.6166989162487544
CAP,own_scale,R,2026-03,14,qrf,404,1.5031130255497038
CAP,own_scale,R,2026-03,15,qrf,404,1.274350045159533
CAP,own_scale,R,2026-03,16,qrf,404,1.2681452151195678
CAP,own_scale,R,2026-03,17,qrf,404,1.2535467889077005
CAP,own_scale,R,2026-03,18,qrf,404,1.804514814575277
CAP,own_scale,R,2026-03,19,qrf,404,1.8059202010237172
CAP,own_scale,R,2026-03,20,qrf,404,1.7681201567165885
CAP,own_scale,R,2026-03,21,qrf,404,1.3134677991334365
CAP,own_scale,R,2026-03,22,qrf,404,1.2908032604850725
CAP,own_scale,R,2026-03,23,qrf,404,1.270814129326952
CAP,own_scale,R,2026-03,24,boosting,404,1.5321763491412617
CAP,own_scale,R,2026-03,25,boosting,404,1.5484145293376157
CAP,own_scale,R,2026-03,26,boosting,404,1.580689538214135
CAP,own_scale,R,2026-03,27,boosting,404,1.2474882509958316
CAP,own_scale,R,2026-03,28,boosting,404,1.2511396689308474
CAP,own_scale,R,2026-03,29,boosting,404,1.273735590894765
CAP,own_scale,R,2026-03,30,boosting,404,1.6788146291767354
CAP,own_scale,R,2026-03,31,boosting,404,1.7193965850524962
CAP,own_scale,R,2026-03,32,boosting,404,1.859900636423981
CAP,own_scale,R,2026-03,33,boosting,404,1.307675725970218
CAP,own_scale,R,2026-03,34,boosting,404,1.3451839575521505
CAP,own_scale,R,2026-03,35,boosting,404,1.320576641498464
CAP,own_scale,R,2026-03,36,threshold,404,1.3672701381470653
CAP,own_scale,R,2026-03,37,threshold,404,1.3967316474550704
CAP,own_scale,R,2026-03,38,threshold,404,1.4748868558350807
CAP,own_scale,R,2026-03,39,threshold,404,1.4631990456883364
CAP,own_scale,R,2026-03,40,threshold,404,1.5000985680920684
CAP,own_scale,R,2026-03,41,threshold,404,1.462725203922291
CAP,own_scale,R,2026-03,42,threshold,404,1.3672701381470656
CAP,own_scale,R,2026-03,43,threshold,404,1.3653935798866461
CAP,own_scale,R,2026-03,44,threshold,404,1.4024355612068964
CAP,own_scale,R,2026-03,45,threshold,404,1.4631990456883364
CAP,own_scale,R,2026-03,46,threshold,404,1.449219601295474
CAP,own_scale,R,2026-03,47,threshold,404,1.458965801967595
CAP,own_scale,R,2026-03,48,threshold,404,1.7566767769842004
CAP,own_scale,R,2026-03,49,threshold,404,1.704345186347027
CAP,own_scale,R,2026-03,50,threshold,404,1.538239790300176
CAP,own_scale,R,2026-03,51,threshold,404,1.7015293210505422
CAP,own_scale,R,2026-03,52,threshold,404,1.6789334127636424
CAP,own_scale,R,2026-03,53,threshold,404,1.4963081537362024
CAP,own_scale,R,2026-03,54,threshold,404,1.7566767769842004
CAP,own_scale,R,2026-03,55,threshold,404,1.7069140747835392
CAP,own_scale,R,2026-03,56,threshold,404,1.5848223375364352
CAP,own_scale,R,2026-03,57,threshold,404,1.7015293210505422
CAP,own_scale,R,2026-03,58,threshold,404,1.6864667414132122
CAP,own_scale,R,2026-03,59,threshold,404,1.4968735224690106
CAP,own_scale,B,2025-12,0,linear,479,1.438513749236553
CAP,own_scale,B,2025-12,1,linear,479,1.5300450297840336
CAP,own_scale,B,2025-12,2,linear,479,1.519335148954172
CAP,own_scale,B,2025-12,3,linear,479,1.4385137492365496
CAP,own_scale,B,2025-12,4,linear,479,1.4397331101390296
CAP,own_scale,B,2025-12,5,linear,479,1.3729773186967953
CAP,own_scale,B,2025-12,6,linear,479,1.406853990831873
CAP,own_scale,B,2025-12,7,linear,479,1.5330959728029527
CAP,own_scale,B,2025-12,8,linear,479,1.5338422995939396
CAP,own_scale,B,2025-12,9,linear,479,1.4068539908318698
CAP,own_scale,B,2025-12,10,linear,479,1.4693065682592028
CAP,own_scale,B,2025-12,11,linear,479,1.4136762621032475
CAP,own_scale,B,2025-12,12,qrf,479,1.532386394240448
CAP,own_scale,B,2025-12,13,qrf,479,1.5366400629615642
CAP,own_scale,B,2025-12,14,qrf,479,1.5269391625008262
CAP,own_scale,B,2025-12,15,qrf,479,1.2870075660783236
CAP,own_scale,B,2025-12,16,qrf,479,1.2921969340683128
CAP,own_scale,B,2025-12,17,qrf,479,1.3039894785511104
CAP,own_scale,B,2025-12,18,qrf,479,1.5476973173075315
CAP,own_scale,B,2025-12,19,qrf,479,1.5430969615717323
CAP,own_scale,B,2025-12,20,qrf,479,1.5495529122298766
CAP,own_scale,B,2025-12,21,qrf,479,1.318648234138454
CAP,own_scale,B,2025-12,22,qrf,479,1.2902545533380123
CAP,own_scale,B,2025-12,23,qrf,479,1.308956332732722
CAP,own_scale,B,2025-12,24,boosting,479,1.5233346975292188
CAP,own_scale,B,2025-12,25,boosting,479,1.5508693649935128
CAP,own_scale,B,2025-12,26,boosting,479,1.5651948869353431
CAP,own_scale,B,2025-12,27,boosting,479,1.267465469971082
CAP,own_scale,B,2025-12,28,boosting,479,1.285064057658588
CAP,own_scale,B,2025-12,29,boosting,479,1.2986464797411292
CAP,own_scale,B,2025-12,30,boosting,479,1.551787996279099
CAP,own_scale,B,2025-12,31,boosting,479,1.5496929863300184
CAP,own_scale,B,2025-12,32,boosting,479,1.5841466587552544
CAP,own_scale,B,2025-12,33,boosting,479,1.2924826700552434
CAP,own_scale,B,2025-12,34,boosting,479,1.2940258691899105
CAP,own_scale,B,2025-12,35,boosting,479,1.3049775212983419
CAP,own_scale,B,2025-12,36,threshold,479,1.5269391615806454
CAP,own_scale,B,2025-12,37,threshold,479,1.534414159887651
CAP,own_scale,B,2025-12,38,threshold,479,1.533289585206099
CAP,own_scale,B,2025-12,39,threshold,479,1.4716705557268557
CAP,own_scale,B,2025-12,40,threshold,479,1.5512033012124515
CAP,own_scale,B,2025-12,41,threshold,479,1.5711301492913705
CAP,own_scale,B,2025-12,42,threshold,479,1.5269391615806445
CAP,own_scale,B,2025-12,43,threshold,479,1.4819470968989445
CAP,own_scale,B,2025-12,44,threshold,479,1.4397965055823834
CAP,own_scale,B,2025-12,45,threshold,479,1.4716705557268566
CAP,own_scale,B,2025-12,46,threshold,479,1.4952389036674354
CAP,own_scale,B,2025-12,47,threshold,479,1.4580610546293018
CAP,own_scale,B,2025-12,48,threshold,479,1.9262775924820161
CAP,own_scale,B,2025-12,49,threshold,479,1.7687960326182237
CAP,own_scale,B,2025-12,50,threshold,479,1.6082488366015877
CAP,own_scale,B,2025-12,51,threshold,479,1.7083447704964645
CAP,own_scale,B,2025-12,52,threshold,479,1.570695253464115
CAP,own_scale,B,2025-12,53,threshold,479,1.5749004654996985
CAP,own_scale,B,2025-12,54,threshold,479,1.926277592482017
CAP,own_scale,B,2025-12,55,threshold,479,1.768138105142127
CAP,own_scale,B,2025-12,56,threshold,479,1.5412797245838725
CAP,own_scale,B,2025-12,57,threshold,479,1.7083447704964658
CAP,own_scale,B,2025-12,58,threshold,479,1.585943234797577
CAP,own_scale,B,2025-12,59,threshold,479,1.4776577188081519
CAP,own_scale,B,2026-01,0,linear,445,1.7659375805901654
CAP,own_scale,B,2026-01,1,linear,445,1.9074613474440103
CAP,own_scale,B,2026-01,2,linear,445,1.8689208117835525
CAP,own_scale,B,2026-01,3,linear,445,1.7659375805901592
CAP,own_scale,B,2026-01,4,linear,445,1.7855991337378736
CAP,own_scale,B,2026-01,5,linear,445,1.6663095810088513
CAP,own_scale,B,2026-01,6,linear,445,1.756294623129274
CAP,own_scale,B,2026-01,7,linear,445,1.9440629249995052
CAP,own_scale,B,2026-01,8,linear,445,1.8851464007178098
CAP,own_scale,B,2026-01,9,linear,445,1.7562946231292706
CAP,own_scale,B,2026-01,10,linear,445,1.8997381780461635
CAP,own_scale,B,2026-01,11,linear,445,1.7669228660398726
CAP,own_scale,B,2026-01,12,qrf,445,1.9206999830904565
CAP,own_scale,B,2026-01,13,qrf,445,1.9269747025415482
CAP,own_scale,B,2026-01,14,qrf,445,1.8915481382808883
CAP,own_scale,B,2026-01,15,qrf,445,1.4521123941257412
CAP,own_scale,B,2026-01,16,qrf,445,1.4437705452311795
CAP,own_scale,B,2026-01,17,qrf,445,1.4436995876612684
CAP,own_scale,B,2026-01,18,qrf,445,1.9981594971463261
CAP,own_scale,B,2026-01,19,qrf,445,1.9928781802295041
CAP,own_scale,B,2026-01,20,qrf,445,2.0196012069294094
CAP,own_scale,B,2026-01,21,qrf,445,1.5226898886813722
CAP,own_scale,B,2026-01,22,qrf,445,1.4665484990467135
CAP,own_scale,B,2026-01,23,qrf,445,1.450720217677179
