definition,fold,feature,train_n,test_n,train_p01,train_median,train_p99,test_p01,test_median,test_p99,below_train_p01,above_train_p99
CAP,2026-01,oi_ret1,1102,137,-142.46297111929795,2.84607509873247,236.66131601466668,-100.65635511212676,6.036572169012544,131.89809375733003,0.0,0.0072992700729927005
CAP,2026-01,oi_change24,1102,137,-668.1946273932093,9.352584041231182,868.7425514238494,-348.23246340982837,17.57295494332567,573.407906167115,0.0,0.0
CAP,2026-01,local_volume_surprise,1102,137,-1.0512100041286838,0.256816019103411,1.8264916006143073,-0.9256549514124277,0.3448282032185137,1.8842849828505577,0.0072992700729927005,0.014598540145985401
CAP,2026-01,fx_ret1,1102,137,-30.38172567557007,0.14399801445907912,27.757468928497357,-33.38953485413114,-0.2717280545816436,25.16239147903429,0.021897810218978103,0.0072992700729927005
PCA,2026-01,e_now,1102,137,-21.921604979329206,0.17629517996435856,15.990327447057698,-18.028897797805534,-3.852546140237991,14.948097638223452,0.0072992700729927005,0.0
PCA,2026-01,e_change1,1102,137,-18.977299055999826,-0.11229442266237577,19.7327718882258,-19.222050722304317,0.00019576272676991024,22.500044435450313,0.014598540145985401,0.014598540145985401
PCA,2026-01,e_rms72,1102,137,4.552421126577742,7.630171658659637,15.675961102146868,6.192965059063443,8.692340647946178,12.295424723493463,0.0,0.0
PCA,2026-01,btc_vol24,1102,137,17.565243580235762,35.36107330973179,85.32894920383747,17.558169870266347,38.94713746603069,87.6550654177103,0.014598540145985401,0.0364963503649635
PCA,2026-01,account_log,1102,137,-0.7849542352859784,0.3318269072305551,1.1608798619206044,-0.053984830067052514,0.7237267722981787,1.1164467648958103,0.0,0.0
PCA,2026-01,funding_bp,1102,137,-0.4498,0.49385,1.0,-0.2813,0.511,1.0,0.0,0.0
PCA,2026-01,oi_ret1,1102,137,-142.46297111929795,2.84607509873247,236.66131601466668,-100.65635511212676,6.036572169012544,131.89809375733003,0.0,0.0072992700729927005
PCA,2026-01,oi_change24,1102,137,-668.1946273932093,9.352584041231182,868.7425514238494,-348.23246340982837,17.57295494332567,573.407906167115,0.0,0.0
PCA,2026-01,local_volume_surprise,1102,137,-1.0512100041286838,0.256816019103411,1.8264916006143073,-0.9256549514124277,0.3448282032185137,1.8842849828505577,0.0072992700729927005,0.014598540145985401
PCA,2026-01,fx_ret1,1102,137,-30.38172567557007,0.14399801445907912,27.757468928497357,-33.38953485413114,-0.2717280545816436,25.16239147903429,0.021897810218978103,0.0072992700729927005
EQ,2026-02,e_now,1239,128,-21.4857408486386,0.04947061007999222,16.456054184256164,-21.053806357871405,-0.9322717477645671,23.435393809420045,0.0078125,0.046875
EQ,2026-02,e_change1,1239,128,-19.419495042295807,-0.049147049864042835,20.078319459982804,-29.45450649517603,0.3903719261679073,28.205466396148857,0.09375,0.078125
EQ,2026-02,e_rms72,1239,128,4.59429370259392,7.805914339118616,15.519885672269687,10.28139642432869,14.040122337255857,18.268886531946514,0.0,0.1171875
EQ,2026-02,btc_vol24,1239,128,17.455422804554427,35.91460782642246,86.17488777932553,38.70741314459954,60.915173540597664,141.94858436212257,0.0,0.1328125
EQ,2026-02,account_log,1239,128,-0.7789788045901912,0.35077826565306547,1.1542013237620083,0.4227427391534139,0.7420060187493368,1.0571434607671364,0.0,0.0
EQ,2026-02,funding_bp,1239,128,-0.438932,0.4979,1.0,-0.9317000000000001,-0.005399999999999999,0.9173,0.1171875,0.0
EQ,2026-02,oi_ret1,1239,128,-140.33689538893162,3.5025297504809316,235.54442842716804,-166.99036636643535,11.470989536137566,165.78533743726456,0.03125,0.0
EQ,2026-02,oi_change24,1239,128,-663.6858098963365,10.023660264231182,864.1083505552189,-905.2535953171941,-10.094506727433838,661.9688456027709,0.0234375,0.0
EQ,2026-02,local_volume_surprise,1239,128,-1.0378081340359326,0.26806429815924027,1.8408826579320994,-1.1734086047749008,0.36775780618675835,1.7541516380267395,0.03125,0.0078125
EQ,2026-02,fx_ret1,1239,128,-31.21760058767631,0.13678580710774213,27.6681092566587,-34.74964919836543,-0.207845473849666,27.30558105239904,0.0390625,0.0078125
CAP,2026-02,e_now,1239,128,-16.85613366687227,0.24721974938962057,14.400092955926613,-18.29189397297076,-0.6080614427787153,12.49290424053241,0.0234375,0.0078125
CAP,2026-02,e_change1,1239,128,-17.619044730288326,-0.010029454087832512,16.946194647033757,-15.69203437371944,0.7169793499731321,19.74966778976987,0.0078125,0.03125
CAP,2026-02,e_rms72,1239,128,4.860085129453657,7.086235130651701,12.685548842402904,4.416228838837182,7.914231186004226,12.067459750954317,0.03125,0.0
CAP,2026-02,btc_vol24,1239,128,17.455422804554427,35.91460782642246,86.17488777932553,38.70741314459954,60.915173540597664,141.94858436212257,0.0,0.1328125
CAP,2026-02,account_log,1239,128,-0.7789788045901912,0.35077826565306547,1.1542013237620083,0.4227427391534139,0.7420060187493368,1.0571434607671364,0.0,0.0
CAP,2026-02,funding_bp,1239,128,-0.438932,0.4979,1.0,-0.9317000000000001,-0.005399999999999999,0.9173,0.1171875,0.0
CAP,2026-02,oi_ret1,1239,128,-140.33689538893162,3.5025297504809316,235.54442842716804,-166.99036636643535,11.470989536137566,165.78533743726456,0.03125,0.0
CAP,2026-02,oi_change24,1239,128,-663.6858098963365,10.023660264231182,864.1083505552189,-905.2535953171941,-10.094506727433838,661.9688456027709,0.0234375,0.0
CAP,2026-02,local_volume_surprise,1239,128,-1.0378081340359326,0.26806429815924027,1.8408826579320994,-1.1734086047749008,0.36775780618675835,1.7541516380267395,0.03125,0.0078125
CAP,2026-02,fx_ret1,1239,128,-31.21760058767631,0.13678580710774213,27.6681092566587,-34.74964919836543,-0.207845473849666,27.30558105239904,0.0390625,0.0078125
PCA,2026-02,e_now,1239,128,-21.398827259272927,-0.0013682166043765972,16.357058042965253,-20.925707765693573,-1.0253533479395966,23.209939341728067,0.0078125,0.046875
PCA,2026-02,e_change1,1239,128,-19.32247908737407,-0.06474917046398243,19.957354263919303,-29.10156971394392,0.38895854357276116,27.8257690637538,0.09375,0.078125
PCA,2026-02,e_rms72,1239,128,4.591180211922794,7.76467008574044,15.412131089030384,10.172450659280173,13.869193039803498,18.06918578904541,0.0,0.109375
PCA,2026-02,btc_vol24,1239,128,17.455422804554427,35.91460782642246,86.17488777932553,38.70741314459954,60.915173540597664,141.94858436212257,0.0,0.1328125
PCA,2026-02,account_log,1239,128,-0.7789788045901912,0.35077826565306547,1.1542013237620083,0.4227427391534139,0.7420060187493368,1.0571434607671364,0.0,0.0
PCA,2026-02,funding_bp,1239,128,-0.438932,0.4979,1.0,-0.9317000000000001,-0.005399999999999999,0.9173,0.1171875,0.0
PCA,2026-02,oi_ret1,1239,128,-140.33689538893162,3.5025297504809316,235.54442842716804,-166.99036636643535,11.470989536137566,165.78533743726456,0.03125,0.0
PCA,2026-02,oi_change24,1239,128,-663.6858098963365,10.023660264231182,864.1083505552189,-905.2535953171941,-10.094506727433838,661.9688456027709,0.0234375,0.0
PCA,2026-02,local_volume_surprise,1239,128,-1.0378081340359326,0.26806429815924027,1.8408826579320994,-1.1734086047749008,0.36775780618675835,1.7541516380267395,0.03125,0.0078125
PCA,2026-02,fx_ret1,1239,128,-31.21760058767631,0.13678580710774213,27.6681092566587,-34.74964919836543,-0.207845473849666,27.30558105239904,0.0390625,0.0078125
EQ,2026-03,e_now,1367,105,-21.318917337210245,-0.01018297105250178,17.080862926083647,-25.563056050997073,-5.148282740788284,18.6383229384739,0.06666666666666667,0.02857142857142857
EQ,2026-03,e_change1,1367,105,-21.68408969204054,-0.03249021166117849,22.658109994801745,-24.912709979983017,-1.536307814814343,25.56283383277843,0.047619047619047616,0.0380952380952381
EQ,2026-03,e_rms72,1367,105,4.706212575325938,8.0254522832203,17.17790771023281,10.47104886905599,12.920643054704332,15.8818383006967,0.0,0.0
EQ,2026-03,btc_vol24,1367,105,17.607449206665525,37.50273059310934,91.14367985735164,34.40245606384713,55.38277541470815,97.39717462255389,0.0,0.05714285714285714
EQ,2026-03,account_log,1367,105,-0.7776221371072897,0.4059954074745972,1.1420268938737932,-0.20298449059831858,0.16224214969777964,0.7677885853466448,0.0,0.0
EQ,2026-03,funding_bp,1367,105,-0.5567,0.45630000000000004,1.0,-1.1052,-0.1956,0.7139000000000001,0.18095238095238095,0.0
EQ,2026-03,oi_ret1,1367,105,-146.36813658523025,3.9207586693379426,229.10579330819246,-254.25677280420726,10.956085960955875,253.1647025192959,0.0380952380952381,0.02857142857142857
EQ,2026-03,oi_change24,1367,105,-668.9719450113166,8.221424730425753,854.5844506816902,-960.248819503203,93.36126935957978,1505.7196674811632,0.05714285714285714,0.0761904761904762
EQ,2026-03,local_volume_surprise,1367,105,-1.1051013729650287,0.2730554143045243,1.8343839637484636,-0.6744529829431294,0.424118859808825,1.8227392224092371,0.0,0.0
EQ,2026-03,fx_ret1,1367,105,-33.40969981903239,0.13577548166665565,27.600485721213253,-44.760379586596244,0.20111080200280185,60.03812619277824,0.0380952380952381,0.05714285714285714
CAP,2026-03,e_now,1367,105,-17.287181132097725,0.25819364355789426,14.502525709044953,-18.99855083384626,-4.607941988614741,19.084798738339376,0.0380952380952381,0.0380952380952381
CAP,2026-03,e_change1,1367,105,-17.517214892752598,0.030881799717189296,17.072183181664716,-20.239254042950353,-0.07255398014521308,21.192737735067556,0.01904761904761905,0.05714285714285714
CAP,2026-03,e_rms72,1367,105,4.833510299507244,7.224071762924752,12.485817428164575,7.503340500315423,9.74546067734698,10.54816195730962,0.0,0.0
CAP,2026-03,btc_vol24,1367,105,17.607449206665525,37.50273059310934,91.14367985735164,34.40245606384713,55.38277541470815,97.39717462255389,0.0,0.05714285714285714
CAP,2026-03,account_log,1367,105,-0.7776221371072897,0.4059954074745972,1.1420268938737932,-0.20298449059831858,0.16224214969777964,0.7677885853466448,0.0,0.0
CAP,2026-03,funding_bp,1367,105,-0.5567,0.45630000000000004,1.0,-1.1052,-0.1956,0.7139000000000001,0.18095238095238095,0.0
CAP,2026-03,oi_ret1,1367,105,-146.36813658523025,3.9207586693379426,229.10579330819246,-254.25677280420726,10.956085960955875,253.1647025192959,0.0380952380952381,0.02857142857142857
CAP,2026-03,oi_change24,1367,105,-668.9719450113166,8.221424730425753,854.5844506816902,-960.248819503203,93.36126935957978,1505.7196674811632,0.05714285714285714,0.0761904761904762
CAP,2026-03,local_volume_surprise,1367,105,-1.1051013729650287,0.2730554143045243,1.8343839637484636,-0.6744529829431294,0.424118859808825,1.8227392224092371,0.0,0.0
CAP,2026-03,fx_ret1,1367,105,-33.40969981903239,0.13577548166665565,27.600485721213253,-44.760379586596244,0.20111080200280185,60.03812619277824,0.0380952380952381,0.05714285714285714
PCA,2026-03,e_now,1367,105,-21.18322311045186,-0.0334779269104357,16.926058308948992,-25.29355959968888,-4.968275728399503,18.39722292135368,0.06666666666666667,0.02857142857142857
PCA,2026-03,e_change1,1367,105,-21.32751438884176,-0.06030639633733248,22.479233966392993,-24.570619643157315,-1.6036314162922292,25.33522321305791,0.047619047619047616,0.0380952380952381
PCA,2026-03,e_rms72,1367,105,4.703182290083511,7.974218544689782,16.99878148033475,10.302568632577369,12.774132672169245,15.67547158884966,0.0,0.0
PCA,2026-03,btc_vol24,1367,105,17.607449206665525,37.50273059310934,91.14367985735164,34.40245606384713,55.38277541470815,97.39717462255389,0.0,0.05714285714285714
PCA,2026-03,account_log,1367,105,-0.7776221371072897,0.4059954074745972,1.1420268938737932,-0.20298449059831858,0.16224214969777964,0.7677885853466448,0.0,0.0
PCA,2026-03,funding_bp,1367,105,-0.5567,0.45630000000000004,1.0,-1.1052,-0.1956,0.7139000000000001,0.18095238095238095,0.0
PCA,2026-03,oi_ret1,1367,105,-146.36813658523025,3.9207586693379426,229.10579330819246,-254.25677280420726,10.956085960955875,253.1647025192959,0.0380952380952381,0.02857142857142857
PCA,2026-03,oi_change24,1367,105,-668.9719450113166,8.221424730425753,854.5844506816902,-960.248819503203,93.36126935957978,1505.7196674811632,0.05714285714285714,0.0761904761904762
PCA,2026-03,local_volume_surprise,1367,105,-1.1051013729650287,0.2730554143045243,1.8343839637484636,-0.6744529829431294,0.424118859808825,1.8227392224092371,0.0,0.0
PCA,2026-03,fx_ret1,1367,105,-33.40969981903239,0.13577548166665565,27.600485721213253,-44.760379586596244,0.20111080200280185,60.03812619277824,0.0380952380952381,0.05714285714285714
