q,beta_downside_normal,p_normal,beta_interaction,p_interaction,n
0.1,-9.596622663374283,0.0,4.739202912979934,0.5666666666666667,714
0.5,-9.38580746184723,0.0,5.162073612316295,0.4866666666666667,714
0.9,-4.1374827395302685,0.04666666666666667,-4.998483922370824,0.8933333333333333,714
