definition,learner,seed,sample,minimum_gap_bp,block_days,n,quantity,estimate,lo,hi,bootstrap_valid,p
CAP,forest20,20260926,without_2026-02,5,5,217,gap,1.4817137408045467,-0.03166273390970086,2.9675701788928563,1.0,0.0555
CAP,forest20,20260926,without_2026-02,5,5,217,excess,0.9389347972284406,-1.4907035384169736,3.105563757394462,1.0,0.4235
CAP,forest20,20260926,without_2026-02,5,5,217,cross,0.30668710154372614,0.10305682607718401,0.48746964331812087,1.0,0.004
CAP,forest20,20260926,without_2026-02,5,5,217,overshot,0.09763284104468506,0.0070979355728616736,0.16789120056406903,1.0,0.021
CAP,forest20,20260926,2026-03,5,5,74,gap,0.7283356835460542,-1.7071114622226937,3.442220055396081,1.0,0.545
CAP,forest20,20260926,2026-03,5,5,74,excess,3.543038180581314,-2.833753428561689,7.225214529070863,1.0,0.1415
CAP,forest20,20260926,2026-03,5,5,74,cross,0.4436066557102014,0.142041827402645,0.68007715567606,1.0,0.0035
CAP,forest20,20260926,2026-03,5,5,74,overshot,0.07352393320684471,-0.22823873261579525,0.21995593554821455,1.0,0.495
CAP,forest20,20260926,without_2026-03,5,5,201,gap,2.0071354076306025,0.35114497203213707,3.479328772495349,1.0,0.013
CAP,forest20,20260926,without_2026-03,5,5,201,excess,-0.2542346316751255,-2.3545986969098878,2.0846049434467546,1.0,0.812
CAP,forest20,20260926,without_2026-03,5,5,201,cross,0.2523322344836936,0.017128688506195106,0.4679008921605659,1.0,0.0315
CAP,forest20,20260926,without_2026-03,5,5,201,overshot,0.11357576177530498,0.039053167135581233,0.19949926077337612,1.0,0.004
CAP,forest20,20260927,full,5,1,275,gap,1.657543968825749,0.07351897210301392,3.3703858765800905,1.0,0.049
CAP,forest20,20260927,full,5,1,275,excess,0.6260913698687045,-1.481040299466109,2.846163849101642,1.0,0.5585
CAP,forest20,20260927,full,5,1,275,cross,0.30270399321481856,0.1353516451752028,0.46058951253077784,1.0,0.002
CAP,forest20,20260927,full,5,1,275,overshot,0.09352342041430386,0.017863433767207785,0.16936530254297932,1.0,0.0175
CAP,forest20,20260927,full,5,5,275,gap,1.657543968825749,0.3137573596064664,2.9357670205640747,1.0,0.016
CAP,forest20,20260927,full,5,5,275,excess,0.6260913698687045,-1.756696419829502,2.8801115683150362,1.0,0.5865
CAP,forest20,20260927,full,5,5,275,cross,0.30270399321481856,0.12294194747426171,0.47321525660567865,1.0,0.002
CAP,forest20,20260927,full,5,5,275,overshot,0.09352342041430386,0.008092462099831093,0.1714269854937607,1.0,0.0305
CAP,forest20,20260927,full,5,10,275,gap,1.657543968825749,0.41419477043653363,2.8524861628009512,1.0,0.0085
CAP,forest20,20260927,full,5,10,275,excess,0.6260913698687045,-1.395207599673664,2.7180591452165763,1.0,0.575
CAP,forest20,20260927,full,5,10,275,cross,0.30270399321481856,0.14898400823411845,0.4621195607872368,1.0,0.001
CAP,forest20,20260927,full,5,10,275,overshot,0.09352342041430386,0.026200647316991524,0.15919036750707694,1.0,0.005
CAP,forest20,20260927,full,0,5,509,gap,0.7939460056297891,-0.04144559837871754,1.6348490838190424,1.0,0.065
CAP,forest20,20260927,full,0,5,509,excess,1.116815830962235,-0.41880246284312284,2.6833738052277654,1.0,0.159
CAP,forest20,20260927,full,0,5,509,cross,0.16611056605709607,0.030891276989636084,0.3017576606718562,1.0,0.018
CAP,forest20,20260927,full,0,5,509,overshot,0.0768678015488626,-0.00743604966320942,0.15946796944066222,1.0,0.07
CAP,forest20,20260927,full,10,5,98,gap,-0.10810163225069913,-2.764753511523588,2.825066217432944,1.0,0.9305
CAP,forest20,20260927,full,10,5,98,excess,0.6918168431454871,-7.126702150263174,6.487402204602492,1.0,0.8345
CAP,forest20,20260927,full,10,5,98,cross,0.5123385914907587,0.22816308083507952,0.7669346273486083,1.0,0.0005
CAP,forest20,20260927,full,10,5,98,overshot,0.13514287624822063,0.03674870874441021,0.23904330645122068,1.0,0.006
CAP,forest20,20260927,nonoverlap,5,5,109,gap,1.9478163562547877,-0.38818234922075695,4.39586193534086,1.0,0.0975
CAP,forest20,20260927,nonoverlap,5,5,109,excess,-0.7122226788079692,-4.75024103254769,3.078117613878158,1.0,0.734
CAP,forest20,20260927,nonoverlap,5,5,109,cross,0.1422136587493264,-0.1590867263873019,0.43477536299873487,1.0,0.368
CAP,forest20,20260927,nonoverlap,5,5,109,overshot,0.12324209366414078,0.0077360178330912145,0.24885561779445825,1.0,0.0465
CAP,forest20,20260927,overlap,5,5,208,gap,1.7399150489998598,0.4254889905745815,3.10966893680803,1.0,0.01
CAP,forest20,20260927,overlap,5,5,208,excess,0.4284011605070751,-2.144371400568417,2.8805371352422697,1.0,0.73
CAP,forest20,20260927,overlap,5,5,208,cross,0.28430975862859925,0.10100016087992293,0.4562176165264063,1.0,0.002
CAP,forest20,20260927,overlap,5,5,208,overshot,0.07930279946284309,-0.012303144570206653,0.1602216529660868,1.0,0.0695
CAP,forest20,20260927,2025-12,5,5,65,gap,-0.9623067753635186,-2.8411775897895306,1.1087340933481917,1.0,0.313
CAP,forest20,20260927,2025-12,5,5,65,excess,-0.34093776726604486,-3.772525552476976,4.400505457100507,1.0,0.8765
CAP,forest20,20260927,2025-12,5,5,65,cross,0.027060477372416417,-0.29172952638412614,0.3982226339197752,1.0,0.875
CAP,forest20,20260927,2025-12,5,5,65,overshot,0.06588533017538942,-0.03222071091727144,0.1963814711269039,1.0,0.259
CAP,forest20,20260927,without_2025-12,5,5,210,gap,2.2267200436926684,0.6489411472651221,3.7788180406710317,1.0,0.0065
CAP,forest20,20260927,without_2025-12,5,5,210,excess,0.8361834332341804,-1.91171773856977,3.368464140006847,1.0,0.541
CAP,forest20,20260927,without_2025-12,5,5,210,cross,0.362588967485842,0.15186003161680056,0.5416301236226622,1.0,0.0005
CAP,forest20,20260927,without_2025-12,5,5,210,overshot,0.09952793794412637,-0.008383893934659725,0.1866803473983391,1.0,0.0485
CAP,forest20,20260927,2026-01,5,5,78,gap,3.3644822056110284,1.0476749932787124,5.185768638248934,1.0,0.0025
CAP,forest20,20260927,2026-01,5,5,78,excess,-0.7755714849856535,-2.13295660102998,1.0291863551904794,1.0,0.3525
CAP,forest20,20260927,2026-01,5,5,78,cross,0.32906298017343055,-0.05250813437364044,0.63334681792326,1.0,0.062
CAP,forest20,20260927,2026-01,5,5,78,overshot,0.12348791437773185,0.04821831022519075,0.19526836730872243,1.0,0.001
CAP,forest20,20260927,without_2026-01,5,5,197,gap,0.6445430284752497,-0.9648587836729818,2.1975653913949835,1.0,0.413
CAP,forest20,20260927,without_2026-01,5,5,197,excess,1.457923336264828,-2.2077462914462336,4.720130757921019,1.0,0.4025
CAP,forest20,20260927,without_2026-01,5,5,197,cross,0.2870609675913207,0.08501133992650486,0.48714807875611865,1.0,0.006
CAP,forest20,20260927,without_2026-01,5,5,197,overshot,0.07574066770073996,-0.06302403110828109,0.1860822838559538,1.0,0.2285
CAP,forest20,20260927,2026-02,5,5,58,gap,2.304964641682372,-2.470737523287091,4.68131103423753,1.0,0.1415
CAP,forest20,20260927,2026-02,5,5,58,excess,0.43680314925702246,-8.89089687795845,12.157322347438216,1.0,0.913
CAP,forest20,20260927,2026-02,5,5,58,cross,0.3018892274897295,-0.21205579506883543,0.8442312738019593,1.0,0.191
CAP,forest20,20260927,2026-02,5,5,58,overshot,0.11728825876513407,-0.09330334171373793,0.5396260133978693,1.0,0.43
CAP,forest20,20260927,without_2026-02,5,5,217,gap,1.546948134314499,0.0477241235624582,3.0357288933845115,1.0,0.042
CAP,forest20,20260927,without_2026-02,5,5,217,excess,0.658426588065135,-1.7968689943601233,2.86767103120537,1.0,0.5715
CAP,forest20,20260927,without_2026-02,5,5,217,cross,0.3028431758190747,0.09783144345864968,0.4874630398097694,1.0,0.0045
CAP,forest20,20260927,without_2026-02,5,5,217,overshot,0.08946378463245869,-0.0033169067048067205,0.1616158653065935,1.0,0.0405
CAP,forest20,20260927,2026-03,5,5,74,gap,0.7914230697498293,-1.7504611070546852,3.6577224379995084,1.0,0.522
CAP,forest20,20260927,2026-03,5,5,74,excess,3.0082805261924777,-3.6932335027668732,6.928651907592601,1.0,0.24
CAP,forest20,20260927,2026-03,5,5,74,cross,0.43298340850567907,0.12592507677026962,0.6805419775413695,1.0,0.0035
CAP,forest20,20260927,2026-03,5,5,74,overshot,0.06154833247085445,-0.25002999033737777,0.2179569047016468,1.0,0.589
CAP,forest20,20260927,without_2026-03,5,5,201,gap,2.0343918162482275,0.40738412575349187,3.493452609311539,1.0,0.011
CAP,forest20,20260927,without_2026-03,5,5,201,excess,-0.4103954031344416,-2.4597116164850403,1.9082659933920187,1.0,0.7155
CAP,forest20,20260927,without_2026-03,5,5,201,cross,0.24601962355210658,0.008504682845986697,0.4668027648721362,1.0,0.0385
CAP,forest20,20260927,without_2026-03,5,5,201,overshot,0.10743573112691852,0.03513350867033872,0.19294930300481877,1.0,0.007
CAP,forest40,20260926,full,5,1,275,gap,1.6252029847407854,0.07021665574827356,3.3322382880171735,1.0,0.052
CAP,forest40,20260926,full,5,1,275,excess,1.0086531100596041,-1.1233373676495448,3.1647554520364696,1.0,0.336
CAP,forest40,20260926,full,5,1,275,cross,0.3205624884295256,0.15558740790431852,0.47546483921089006,1.0,0.001
CAP,forest40,20260926,full,5,1,275,overshot,0.10386332229957346,0.030544772454039724,0.17801410388441685,1.0,0.0085
CAP,forest40,20260926,full,5,5,275,gap,1.6252029847407854,0.27398044399752636,2.9459953309941125,1.0,0.02
CAP,forest40,20260926,full,5,5,275,excess,1.0086531100596041,-1.3850018940561972,3.162849772698376,1.0,0.376
CAP,forest40,20260926,full,5,5,275,cross,0.3205624884295256,0.14605630758573968,0.48993641937830695,1.0,0.0015
CAP,forest40,20260926,full,5,5,275,overshot,0.10386332229957346,0.021158105320696927,0.181660970008543,1.0,0.015
CAP,forest40,20260926,full,5,10,275,gap,1.6252029847407854,0.36544171194196723,2.8547731280877855,1.0,0.011
CAP,forest40,20260926,full,5,10,275,excess,1.0086531100596041,-0.9600596787171815,3.0442689838375916,1.0,0.3425
CAP,forest40,20260926,full,5,10,275,cross,0.3205624884295256,0.16675151146989217,0.47758549445268245,1.0,0.0005
CAP,forest40,20260926,full,5,10,275,overshot,0.10386332229957346,0.03886219224385002,0.16840215586968077,1.0,0.002
CAP,forest40,20260926,full,0,5,509,gap,0.7574471009542275,-0.10484635033803917,1.6242196139737857,1.0,0.0875
CAP,forest40,20260926,full,0,5,509,excess,1.3095019429491677,-0.19685839497128022,2.8192842026700538,1.0,0.0855
CAP,forest40,20260926,full,0,5,509,cross,0.17317221890326812,0.040503006787237165,0.30700720335895293,1.0,0.0115
CAP,forest40,20260926,full,0,5,509,overshot,0.08400791164560634,0.000814651867151123,0.16606591424594966,1.0,0.0465
CAP,forest40,20260926,full,10,5,98,gap,-0.060265707665370406,-2.939175687411431,2.795577688962412,1.0,0.967
CAP,forest40,20260926,full,10,5,98,excess,1.3557676401578147,-5.697056383094485,7.170470205981553,1.0,0.68
CAP,forest40,20260926,full,10,5,98,cross,0.508458567405032,0.2196960443292441,0.7992042052591157,1.0,0.0005
CAP,forest40,20260926,full,10,5,98,overshot,0.141861280441473,0.043187165708503936,0.25653046767179466,1.0,0.0065
CAP,forest40,20260926,nonoverlap,5,5,109,gap,1.9844021377654049,-0.3354814263774079,4.331320804170954,1.0,0.09
CAP,forest40,20260926,nonoverlap,5,5,109,excess,-0.40287650840836586,-4.407301168024533,3.519473221222065,1.0,0.8495
CAP,forest40,20260926,nonoverlap,5,5,109,cross,0.14591048737880336,-0.16376145833707645,0.4506145213987202,1.0,0.3695
CAP,forest40,20260926,nonoverlap,5,5,109,overshot,0.1348254300564429,0.01888023995788866,0.262480102183496,1.0,0.03
CAP,forest40,20260926,overlap,5,5,221,gap,1.6599006994041363,0.3244098564561658,3.0017682960316714,1.0,0.016
CAP,forest40,20260926,overlap,5,5,221,excess,0.9316094734034208,-1.412539647055203,3.143789263776072,1.0,0.421
CAP,forest40,20260926,overlap,5,5,221,cross,0.3090842935744564,0.13227203493783016,0.4695433044873696,1.0,0.001
CAP,forest40,20260926,overlap,5,5,221,overshot,0.09931423268384218,0.022127731275661835,0.17673777473345306,1.0,0.0135
CAP,forest40,20260926,2025-12,5,5,65,gap,-0.9412266956492207,-2.7783946557569568,1.0879129194721373,1.0,0.3205
CAP,forest40,20260926,2025-12,5,5,65,excess,-0.13414015958671727,-3.5181177225205804,4.532471061805911,1.0,0.9535
CAP,forest40,20260926,2025-12,5,5,65,cross,0.04257007535125507,-0.27596241986481385,0.3937850947522962,1.0,0.799
CAP,forest40,20260926,2025-12,5,5,65,overshot,0.07617550058951546,-0.03152293366959624,0.21311904203367144,1.0,0.2295
CAP,forest40,20260926,without_2025-12,5,5,210,gap,2.188554033846283,0.60335013370819,3.769265701407688,1.0,0.0065
CAP,forest40,20260926,without_2025-12,5,5,210,excess,1.2595050201217275,-1.372571212501893,3.712882295703693,1.0,0.346
CAP,forest40,20260926,without_2025-12,5,5,210,cross,0.38158396069024775,0.17064956529646463,0.5626303966992715,1.0,0.0005
CAP,forest40,20260926,without_2025-12,5,5,210,overshot,0.10994101206718747,0.005496490840931621,0.19311543481354332,1.0,0.025
CAP,forest40,20260926,2026-01,5,5,78,gap,3.1609759537498543,0.6267331504703617,5.221395315264449,1.0,0.0085
CAP,forest40,20260926,2026-01,5,5,78,excess,-0.4367718436423922,-1.80259849509021,1.4266971048989483,1.0,0.6205
CAP,forest40,20260926,2026-01,5,5,78,cross,0.34611707472280845,-0.04103386091206446,0.6464321177890746,1.0,0.0495
CAP,forest40,20260926,2026-01,5,5,78,overshot,0.13759351087167326,0.05905541781891582,0.21028525287739727,1.0,0.001
CAP,forest40,20260926,without_2026-01,5,5,197,gap,0.7376839604700065,-0.8305084130839785,2.2495913072754563,1.0,0.3375
CAP,forest40,20260926,without_2026-01,5,5,197,excess,1.8439602618673145,-1.6283843915033838,4.967078920163102,1.0,0.276
CAP,forest40,20260926,without_2026-01,5,5,197,cross,0.30579456247280595,0.10789417118397797,0.50184931334135,1.0,0.004
CAP,forest40,20260926,without_2026-01,5,5,197,overshot,0.08437073800874882,-0.048546379705127866,0.19176099617148723,1.0,0.1705
CAP,forest40,20260926,2026-02,5,5,58,gap,2.3147126913144733,-2.3986811624856266,4.470826348550632,1.0,0.1315
CAP,forest40,20260926,2026-02,5,5,58,excess,0.7962641190633302,-8.535365229095383,12.774916820111464,1.0,0.86
CAP,forest40,20260926,2026-02,5,5,58,cross,0.3422096838308787,-0.17156382921257912,0.9301648386323378,1.0,0.166
CAP,forest40,20260926,2026-02,5,5,58,overshot,0.1249912963103111,-0.0813764784279931,0.5405970679205945,1.0,0.386
CAP,forest40,20260926,without_2026-02,5,5,217,gap,1.5064561395928262,-0.002227198173063818,2.9965596792590032,1.0,0.0515
CAP,forest40,20260926,without_2026-02,5,5,217,excess,1.0452305829864064,-1.2374888473617427,3.1261325332443133,1.0,0.35
CAP,forest40,20260926,without_2026-02,5,5,217,cross,0.31683442465362094,0.11657923342335172,0.5012262801363576,1.0,0.003
CAP,forest40,20260926,without_2026-02,5,5,217,overshot,0.10022467844260692,0.009504586506583503,0.17007005005651651,1.0,0.0165
CAP,forest40,20260926,2026-03,5,5,74,gap,0.967464775010767,-1.3933996246136164,3.6550293037008608,1.0,0.425
CAP,forest40,20260926,2026-03,5,5,74,excess,3.50598536217189,-2.354587156054436,7.050168361997049,1.0,0.13
CAP,forest40,20260926,2026-03,5,5,74,cross,0.44276992796860654,0.15449873209691709,0.6798857749076854,1.0,0.0025
CAP,forest40,20260926,2026-03,5,5,74,overshot,0.06972879057994198,-0.23016647010933228,0.21665611000594417,1.0,0.5155
