table,label,stat,printed,source,recomputed,matches_printed_precision,file,column
5,PCA_q0.1,beta,-6.89,default_B300,-6.892,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.1,beta,-6.89,archive_supplement_B200,-6.892,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.1,beta,-6.89,historical_saved_NOT_RERUN,-6.893,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.1,p,0.00,default_B300,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_q0.1,p,0.00,archive_supplement_B200,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_q0.1,p,0.00,historical_saved_NOT_RERUN,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_q0.5,beta,-9.37,default_B300,-9.369,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.5,beta,-9.37,archive_supplement_B200,-9.369,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.5,beta,-9.37,historical_saved_NOT_RERUN,-9.369,True,robustness_kp_main_quantile.csv,beta_downside
5,PCA_q0.5,p,0.00,default_B300,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_q0.5,p,0.00,archive_supplement_B200,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_q0.5,p,0.00,historical_saved_NOT_RERUN,0.0,True,robustness_kp_main_quantile.csv,p
5,PCA_M2,p,0.00,default_B300,0.0,True,robustness_kp_mediation.csv,ch_p
5,PCA_M2,p,0.00,archive_supplement_B200,0.0,True,robustness_kp_mediation.csv,ch_p
5,PCA_M2,p,0.00,historical_saved_NOT_RERUN,0.0,True,robustness_kp_mediation.csv,ch_p
6,FULL,N,714,default_B300,714.0,True,exp2_subsample_stability.csv,n
6,FULL,N,714,archive_supplement_B200,714.0,True,exp2_subsample_stability.csv,n
6,FULL,N,714,historical_saved_NOT_RERUN,714.0,True,exp2_subsample_stability.csv,n
6,FULL,beta,-6.78,default_B300,-6.78,True,exp2_subsample_stability.csv,q10_dn
6,FULL,beta,-6.78,archive_supplement_B200,-6.78,True,exp2_subsample_stability.csv,q10_dn
6,FULL,beta,-6.78,historical_saved_NOT_RERUN,-6.78,True,exp2_subsample_stability.csv,q10_dn
6,FULL,p,0.00,default_B300,0.0,True,exp2_subsample_stability.csv,q10_p
6,FULL,p,0.00,archive_supplement_B200,0.0,True,exp2_subsample_stability.csv,q10_p
6,FULL,p,0.00,historical_saved_NOT_RERUN,0.0,True,exp2_subsample_stability.csv,q10_p
6,FULL,leverage_p,0.01,default_B300,0.0,False,exp2_subsample_stability.csv,M2_leverage_p
6,FULL,leverage_p,0.01,archive_supplement_B200,0.01,True,exp2_subsample_stability.csv,M2_leverage_p
6,FULL,leverage_p,0.01,historical_saved_NOT_RERUN,0.01,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP1_DAY,N,711,default_B300,711.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP1_DAY,N,711,archive_supplement_B200,711.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP1_DAY,N,711,historical_saved_NOT_RERUN,711.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP1_DAY,beta,-6.79,default_B300,-6.79,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP1_DAY,beta,-6.79,archive_supplement_B200,-6.79,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP1_DAY,beta,-6.79,historical_saved_NOT_RERUN,-6.79,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP1_DAY,p,0.00,default_B300,0.0,True,exp2_subsample_stability.csv,q10_p
6,DROP_TOP1_DAY,p,0.00,archive_supplement_B200,0.0,True,exp2_subsample_stability.csv,q10_p
6,DROP_TOP1_DAY,p,0.00,historical_saved_NOT_RERUN,0.0,True,exp2_subsample_stability.csv,q10_p
6,DROP_TOP1_DAY,leverage_p,0.01,default_B300,0.007,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP1_DAY,leverage_p,0.01,archive_supplement_B200,0.01,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP1_DAY,leverage_p,0.01,historical_saved_NOT_RERUN,0.01,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP5_DAYS,N,699,default_B300,699.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP5_DAYS,N,699,archive_supplement_B200,699.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP5_DAYS,N,699,historical_saved_NOT_RERUN,699.0,True,exp2_subsample_stability.csv,n
6,DROP_TOP5_DAYS,beta,-7.98,default_B300,-7.98,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP5_DAYS,beta,-7.98,archive_supplement_B200,-7.98,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP5_DAYS,beta,-7.98,historical_saved_NOT_RERUN,-7.98,True,exp2_subsample_stability.csv,q10_dn
6,DROP_TOP5_DAYS,p,0.05,default_B300,0.027,False,exp2_subsample_stability.csv,q10_p
6,DROP_TOP5_DAYS,p,0.05,archive_supplement_B200,0.05,True,exp2_subsample_stability.csv,q10_p
6,DROP_TOP5_DAYS,p,0.05,historical_saved_NOT_RERUN,0.05,True,exp2_subsample_stability.csv,q10_p
6,DROP_TOP5_DAYS,leverage_p,0.00,default_B300,0.0,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP5_DAYS,leverage_p,0.00,archive_supplement_B200,0.0,True,exp2_subsample_stability.csv,M2_leverage_p
6,DROP_TOP5_DAYS,leverage_p,0.00,historical_saved_NOT_RERUN,0.0,True,exp2_subsample_stability.csv,M2_leverage_p
6,FIRST_HALF,N,356,default_B300,356.0,True,exp2_subsample_stability.csv,n
6,FIRST_HALF,N,356,archive_supplement_B200,356.0,True,exp2_subsample_stability.csv,n
6,FIRST_HALF,N,356,historical_saved_NOT_RERUN,356.0,True,exp2_subsample_stability.csv,n
6,FIRST_HALF,beta,-2.01,default_B300,-2.01,True,exp2_subsample_stability.csv,q10_dn
6,FIRST_HALF,beta,-2.01,archive_supplement_B200,-2.01,True,exp2_subsample_stability.csv,q10_dn
6,FIRST_HALF,beta,-2.01,historical_saved_NOT_RERUN,-2.01,True,exp2_subsample_stability.csv,q10_dn
6,FIRST_HALF,p,1.00,default_B300,0.987,False,exp2_subsample_stability.csv,q10_p
6,FIRST_HALF,p,1.00,archive_supplement_B200,1.0,True,exp2_subsample_stability.csv,q10_p
6,FIRST_HALF,p,1.00,historical_saved_NOT_RERUN,1.0,True,exp2_subsample_stability.csv,q10_p
6,FIRST_HALF,leverage_p,0.45,default_B300,0.513,False,exp2_subsample_stability.csv,M2_leverage_p
6,FIRST_HALF,leverage_p,0.45,archive_supplement_B200,0.45,True,exp2_subsample_stability.csv,M2_leverage_p
6,FIRST_HALF,leverage_p,0.45,historical_saved_NOT_RERUN,0.45,True,exp2_subsample_stability.csv,M2_leverage_p
6,SECOND_HALF,N,358,default_B300,358.0,True,exp2_subsample_stability.csv,n
6,SECOND_HALF,N,358,archive_supplement_B200,358.0,True,exp2_subsample_stability.csv,n
6,SECOND_HALF,N,358,historical_saved_NOT_RERUN,358.0,True,exp2_subsample_stability.csv,n
6,SECOND_HALF,beta,-3.48,default_B300,-3.48,True,exp2_subsample_stability.csv,q10_dn
6,SECOND_HALF,beta,-3.48,archive_supplement_B200,-3.48,True,exp2_subsample_stability.csv,q10_dn
6,SECOND_HALF,beta,-3.48,historical_saved_NOT_RERUN,-3.48,True,exp2_subsample_stability.csv,q10_dn
6,SECOND_HALF,p,0.32,default_B300,0.273,False,exp2_subsample_stability.csv,q10_p
6,SECOND_HALF,p,0.32,archive_supplement_B200,0.32,True,exp2_subsample_stability.csv,q10_p
6,SECOND_HALF,p,0.32,historical_saved_NOT_RERUN,0.32,True,exp2_subsample_stability.csv,q10_p
6,SECOND_HALF,leverage_p,0.49,default_B300,0.513,False,exp2_subsample_stability.csv,M2_leverage_p
6,SECOND_HALF,leverage_p,0.49,archive_supplement_B200,0.49,True,exp2_subsample_stability.csv,M2_leverage_p
6,SECOND_HALF,leverage_p,0.49,historical_saved_NOT_RERUN,0.49,True,exp2_subsample_stability.csv,M2_leverage_p
