scenario,evaluation_month,model,feature,bin_index,n,feature_min,feature_max,residual_mean_bp,cuts
clock_UTC_quote,2026-01,joint_ols,m,2,85,66.3157892427284,134.00613165928553,-2.8459639191246184,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,joint_ols,m,3,61,135.10676363800567,216.68043340200737,-2.9350084482309318,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,joint_ols,m,4,14,225.74401087928518,343.95491145981657,-6.393814089788157,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,joint_ols,g,0,12,0.0,0.0,-1.3331655351950071,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,joint_ols,g,1,34,0.9999999999998899,0.9999999999998899,-1.40960740070032,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,joint_ols,g,2,52,1.9999999999997797,2.9999999999996696,-3.643710720232429,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,joint_ols,g,3,28,3.9999999999995595,4.999999999999449,-2.1774683942685433,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,joint_ols,g,4,220,5.999999999999339,16.00000000000046,-1.7022983651069301,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,rolling_ols,m,0,193,-80.12959683631738,68.3252485303507,-4.913974175545877,"[69.41873881147389, 99.09546527414932, 124.75724860271075, 157.8673290898461]"
clock_UTC_quote,2026-01,rolling_ols,m,1,33,70.75746233044278,98.37858662507148,-2.891835313566063,"[69.41873881147389, 99.09546527414932, 124.75724860271075, 157.8673290898461]"
clock_UTC_quote,2026-01,rolling_ols,m,2,32,99.21690980855624,124.3159709928383,2.0486761463029683,"[69.41873881147389, 99.09546527414932, 124.75724860271075, 157.8673290898461]"
clock_UTC_quote,2026-01,rolling_ols,m,3,41,124.90112025908218,156.42447950116934,1.2069272518599363,"[69.41873881147389, 99.09546527414932, 124.75724860271075, 157.8673290898461]"
clock_UTC_quote,2026-01,rolling_ols,m,4,47,158.04727810461958,343.95491145981657,4.539141468433777,"[69.41873881147389, 99.09546527414932, 124.75724860271075, 157.8673290898461]"
clock_UTC_quote,2026-01,rolling_ols,g,0,46,0.0,0.9999999999998899,-7.945312975750376,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 4.999999999999449]"
clock_UTC_quote,2026-01,rolling_ols,g,1,28,1.9999999999997797,1.9999999999997797,-9.04129444449598,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 4.999999999999449]"
clock_UTC_quote,2026-01,rolling_ols,g,2,24,2.9999999999996696,2.9999999999996696,-7.864608378878761,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 4.999999999999449]"
clock_UTC_quote,2026-01,rolling_ols,g,3,19,3.9999999999995595,3.9999999999995595,-6.133396106850488,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 4.999999999999449]"
clock_UTC_quote,2026-01,rolling_ols,g,4,229,4.999999999999449,16.00000000000046,0.9103907871177287,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 4.999999999999449]"
clock_UTC_quote,2026-01,quadratic_ridge,m,0,25,-80.12959683631738,-14.116236879838429,2.7163307235044596,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,quadratic_ridge,m,1,161,-11.59964970269467,64.63177441540458,-1.8850554501887407,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,quadratic_ridge,m,2,85,66.3157892427284,134.00613165928553,-2.0595973955950577,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,quadratic_ridge,m,3,61,135.10676363800567,216.68043340200737,-1.6509526227770654,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,quadratic_ridge,m,4,14,225.74401087928518,343.95491145981657,-4.7380797822947125,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,quadratic_ridge,g,0,12,0.0,0.0,-1.7791081598735328,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,quadratic_ridge,g,1,34,0.9999999999998899,0.9999999999998899,-1.9737265715871857,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,quadratic_ridge,g,2,52,1.9999999999997797,2.9999999999996696,-3.8648969650370546,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,quadratic_ridge,g,3,28,3.9999999999995595,4.999999999999449,-2.069881698316345,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,quadratic_ridge,g,4,220,5.999999999999339,16.00000000000046,-1.04684242669387,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_spline,m,0,25,-80.12959683631738,-14.116236879838429,3.0913847546775006,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_spline,m,1,161,-11.59964970269467,64.63177441540458,-1.8901779857463579,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_spline,m,2,85,66.3157892427284,134.00613165928553,-1.4316329598286843,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_spline,m,3,61,135.10676363800567,216.68043340200737,-0.08828721720047686,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_spline,m,4,14,225.74401087928518,343.95491145981657,-3.634526746220305,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_spline,g,0,12,0.0,0.0,-3.0904654504816143,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_spline,g,1,34,0.9999999999998899,0.9999999999998899,-1.8337222024865392,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_spline,g,2,52,1.9999999999997797,2.9999999999996696,-4.084819165910665,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_spline,g,3,28,3.9999999999995595,4.999999999999449,-2.9552332251525657,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_spline,g,4,220,5.999999999999339,16.00000000000046,-0.04728393590013382,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_svr,m,0,25,-80.12959683631738,-14.116236879838429,3.1674780173265633,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_svr,m,1,161,-11.59964970269467,64.63177441540458,-1.2402692760861447,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_svr,m,2,85,66.3157892427284,134.00613165928553,-0.9641042201970267,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_svr,m,3,61,135.10676363800567,216.68043340200737,-0.36301093272532314,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_svr,m,4,14,225.74401087928518,343.95491145981657,-4.43176693387443,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_svr,g,0,12,0.0,0.0,-2.6646722738184248,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_svr,g,1,34,0.9999999999998899,0.9999999999998899,-2.3205432436192206,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_svr,g,2,52,1.9999999999997797,2.9999999999996696,-4.094158451599364,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_svr,g,3,28,3.9999999999995595,4.999999999999449,-2.31657438211067,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_svr,g,4,220,5.999999999999339,16.00000000000046,0.46364179112364134,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_rf,m,0,25,-80.12959683631738,-14.116236879838429,1.8053604832766887,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_rf,m,1,161,-11.59964970269467,64.63177441540458,-1.5077655899354627,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_rf,m,2,85,66.3157892427284,134.00613165928553,-3.040184772777492,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_rf,m,3,61,135.10676363800567,216.68043340200737,-0.7520523939410265,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_rf,m,4,14,225.74401087928518,343.95491145981657,-4.8202101480781465,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_rf,g,0,12,0.0,0.0,-1.7653281589360468,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_rf,g,1,34,0.9999999999998899,0.9999999999998899,-1.82356717162728,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_rf,g,2,52,1.9999999999997797,2.9999999999996696,-4.891202480856429,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_rf,g,3,28,3.9999999999995595,4.999999999999449,-3.0872334524072684,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_rf,g,4,220,5.999999999999339,16.00000000000046,-0.6609991103308084,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,lightgbm,m,0,25,-80.12959683631738,-14.116236879838429,2.670092742386286,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,lightgbm,m,1,161,-11.59964970269467,64.63177441540458,-1.4324605577806266,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,lightgbm,m,2,85,66.3157892427284,134.00613165928553,-2.2828177821581868,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,lightgbm,m,3,61,135.10676363800567,216.68043340200737,0.16873448662404517,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,lightgbm,m,4,14,225.74401087928518,343.95491145981657,-4.186238967960959,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,lightgbm,g,0,12,0.0,0.0,-2.183861619804199,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,lightgbm,g,1,34,0.9999999999998899,0.9999999999998899,-2.135283479320204,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,lightgbm,g,2,52,1.9999999999997797,2.9999999999996696,-4.371837512154053,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,lightgbm,g,3,28,3.9999999999995595,4.999999999999449,-3.24638221028562,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,lightgbm,g,4,220,5.999999999999339,16.00000000000046,0.04914702573040541,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,m,0,25,-80.12959683631738,-14.116236879838429,2.5389418291594748,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,m,1,161,-11.59964970269467,64.63177441540458,-2.255927384726305,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,m,2,85,66.3157892427284,134.00613165928553,-2.0045101887237324,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,m,3,61,135.10676363800567,216.68043340200737,-0.11881715205549019,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,m,4,14,225.74401087928518,343.95491145981657,-5.0727740993334764,"[-13.130844490974125, 66.17036534375443, 134.544451914018, 220.34387889103152]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,g,0,12,0.0,0.0,-2.54399626943516,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,g,1,34,0.9999999999998899,0.9999999999998899,-2.5045341501691047,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,g,2,52,1.9999999999997797,2.9999999999996696,-4.2618828595782,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,g,3,28,3.9999999999995595,4.999999999999449,-3.342276007382464,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-01,linear_plus_lightgbm,g,4,220,5.999999999999339,16.00000000000046,-0.534077543980783,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 5.999999999999339]"
clock_UTC_quote,2026-02,sequential_ols,m,1,20,1.2008767030247114,60.0418104216831,1.0581749904060251,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,sequential_ols,m,2,50,62.13050069245307,126.663246815375,0.3726440185125787,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,sequential_ols,m,3,148,127.3600520771465,207.08032022750976,1.391731475872759,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,sequential_ols,m,4,106,208.5285506472432,340.5604136369185,-2.882922937170891,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,sequential_ols,g,0,20,0.0,0.0,-1.8993464890294778,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,sequential_ols,g,1,44,0.9999999999998899,1.9999999999997797,-1.018978304220245,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,sequential_ols,g,2,24,2.9999999999996696,2.9999999999996696,1.150790815914138,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,sequential_ols,g,3,143,3.9999999999995595,5.999999999999339,-0.2593706307171346,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,sequential_ols,g,4,93,6.999999999999229,20.999999999999908,0.34919487741607125,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,joint_ols,m,1,20,1.2008767030247114,60.0418104216831,1.0385249828359695,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,joint_ols,m,2,50,62.13050069245307,126.663246815375,0.3657719892634445,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,joint_ols,m,3,148,127.3600520771465,207.08032022750976,1.40093139716697,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,joint_ols,m,4,106,208.5285506472432,340.5604136369185,-2.8571580302039483,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,joint_ols,g,0,20,0.0,0.0,-1.8903146015149563,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,joint_ols,g,1,44,0.9999999999998899,1.9999999999997797,-1.013166808166836,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,joint_ols,g,2,24,2.9999999999996696,2.9999999999996696,1.1683333306426398,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,joint_ols,g,3,143,3.9999999999995595,5.999999999999339,-0.2411020470388261,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,joint_ols,g,4,93,6.999999999999229,20.999999999999908,0.3479722481693904,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,rolling_ols,m,0,9,1.2008767030247114,32.725157385947504,-0.5173942438362796,"[39.93303986443025, 70.85727689147552, 110.15432334829195, 147.1129976725841]"
clock_UTC_quote,2026-02,rolling_ols,m,1,17,43.45788019803676,70.19823428067218,3.766218001063775,"[39.93303986443025, 70.85727689147552, 110.15432334829195, 147.1129976725841]"
clock_UTC_quote,2026-02,rolling_ols,m,2,26,73.08348022271049,107.76178456080521,0.25986132618208246,"[39.93303986443025, 70.85727689147552, 110.15432334829195, 147.1129976725841]"
clock_UTC_quote,2026-02,rolling_ols,m,3,47,110.64104669846708,147.07876985030265,2.4325480766434144,"[39.93303986443025, 70.85727689147552, 110.15432334829195, 147.1129976725841]"
clock_UTC_quote,2026-02,rolling_ols,m,4,225,147.28690709775583,340.5604136369185,2.007862145386654,"[39.93303986443025, 70.85727689147552, 110.15432334829195, 147.1129976725841]"
clock_UTC_quote,2026-02,rolling_ols,g,0,53,0.0,0.9999999999998899,-0.6111734084866636,"[1.9999999999997797, 2.9999999999996696, 4.999999999999449, 8.999999999999009]"
clock_UTC_quote,2026-02,rolling_ols,g,1,11,1.9999999999997797,1.9999999999997797,2.2381003065905687,"[1.9999999999997797, 2.9999999999996696, 4.999999999999449, 8.999999999999009]"
clock_UTC_quote,2026-02,rolling_ols,g,2,82,2.9999999999996696,3.9999999999995595,2.0555468925112415,"[1.9999999999997797, 2.9999999999996696, 4.999999999999449, 8.999999999999009]"
clock_UTC_quote,2026-02,rolling_ols,g,3,125,4.999999999999449,7.999999999999119,3.45818502620893,"[1.9999999999997797, 2.9999999999996696, 4.999999999999449, 8.999999999999009]"
clock_UTC_quote,2026-02,rolling_ols,g,4,53,8.999999999999009,20.999999999999908,0.7390454421469504,"[1.9999999999997797, 2.9999999999996696, 4.999999999999449, 8.999999999999009]"
clock_UTC_quote,2026-02,quadratic_ridge,m,1,20,1.2008767030247114,60.0418104216831,2.332758604404659,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,quadratic_ridge,m,2,50,62.13050069245307,126.663246815375,1.9840144497230807,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,quadratic_ridge,m,3,148,127.3600520771465,207.08032022750976,3.0444177037417246,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,quadratic_ridge,m,4,106,208.5285506472432,340.5604136369185,-1.0872539521506122,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,quadratic_ridge,g,0,20,0.0,0.0,0.12804645233209372,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,quadratic_ridge,g,1,44,0.9999999999998899,1.9999999999997797,0.49379749457605265,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,quadratic_ridge,g,2,24,2.9999999999996696,2.9999999999996696,2.85432491350808,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,quadratic_ridge,g,3,143,3.9999999999995595,5.999999999999339,1.2889908085948005,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,quadratic_ridge,g,4,93,6.999999999999229,20.999999999999908,2.1942289617077324,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_spline,m,1,20,1.2008767030247114,60.0418104216831,4.501670384254379,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_spline,m,2,50,62.13050069245307,126.663246815375,2.914686109713615,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_spline,m,3,148,127.3600520771465,207.08032022750976,3.0517186136369547,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_spline,m,4,106,208.5285506472432,340.5604136369185,-1.552101321155905,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_spline,g,0,20,0.0,0.0,-1.5535727378866162,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_spline,g,1,44,0.9999999999998899,1.9999999999997797,0.6347221206383217,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_spline,g,2,24,2.9999999999996696,2.9999999999996696,2.9003332044440935,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_spline,g,3,143,3.9999999999995595,5.999999999999339,0.7672697295122086,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_spline,g,4,93,6.999999999999229,20.999999999999908,3.7281230233253084,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_svr,m,1,20,1.2008767030247114,60.0418104216831,3.305437123709228,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_svr,m,2,50,62.13050069245307,126.663246815375,2.1438560169914185,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_svr,m,3,148,127.3600520771465,207.08032022750976,2.6006339184825356,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_svr,m,4,106,208.5285506472432,340.5604136369185,-2.120205192935102,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
clock_UTC_quote,2026-02,linear_plus_svr,g,0,20,0.0,0.0,-1.8668443404039106,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_svr,g,1,44,0.9999999999998899,1.9999999999997797,-0.605958523385871,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_svr,g,2,24,2.9999999999996696,2.9999999999996696,2.044962281470006,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_svr,g,3,143,3.9999999999995595,5.999999999999339,0.43474382391243044,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_svr,g,4,93,6.999999999999229,20.999999999999908,3.077475409358588,"[0.9999999999998899, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]"
clock_UTC_quote,2026-02,linear_plus_rf,m,1,20,1.2008767030247114,60.0418104216831,0.7950302790521215,"[-4.816681003881798, 60.97947548905837, 126.75056035821159, 208.14874491444186]"
