scenario,model,baseline,block_calendar_days,repetitions,delta_rmse_bp,delta_mae_bp,rmse_ci_low,rmse_ci_high,mae_ci_low,mae_ci_high
clock_NY_quote,linear_plus_rf,rolling_ols,3,2000,-0.3861780044695582,-0.4008764391749917,-0.9783922449922899,0.08413569148118406,-0.9863330605695202,0.0825531307747314
clock_NY_quote,linear_plus_spline,rolling_ols,3,2000,-0.3807884148976193,-0.45997622537888105,-1.0813810646257531,0.2541990129832585,-1.0976738726305066,0.09566644956611751
clock_NY_quote,linear_plus_svr,rolling_ols,3,2000,-0.435146014641278,-0.4603268105392626,-1.0513649836600598,0.09121823668900379,-1.0710442579049035,0.10287196425776061
clock_NY_quote,past_selected,rolling_ols,3,2000,-0.5672320003709448,-0.5671763157109844,-1.1721320676859228,-0.0959459331036223,-1.1795321332183049,-0.07085902251451728
clock_NY_quote,quadratic_ridge,rolling_ols,3,2000,-0.4305959906904526,-0.4774056202134549,-1.1025611158289204,0.1273723828286861,-1.1431540624234773,0.10353338704062916
clock_NY_quote,sequential_ols,rolling_ols,3,2000,-0.5755884130203128,-0.5132827244057214,-1.2459483296579912,0.0016933488869407202,-1.198561458799697,0.11300164716380126
clock_NY_quote,lightgbm,joint_ols,7,2000,0.6072127887176819,0.37321389614248446,0.21444574036477607,1.028806250352858,-0.014275265636152888,0.7603132691265777
clock_NY_quote,linear_plus_lightgbm,joint_ols,7,2000,0.14587075144303085,0.07674403389834161,-0.11607426979807117,0.3920264095558219,-0.216345173954072,0.3449465591854575
clock_NY_quote,linear_plus_rf,joint_ols,7,2000,0.18517310009827526,0.10803773741083234,-0.002953731519648705,0.37408738507164935,-0.08671143655508633,0.29837778702261347
clock_NY_quote,linear_plus_spline,joint_ols,7,2000,0.19056268967021417,0.048937951206943,-0.11286151818398431,0.5508889245457352,-0.17720505633586062,0.2823005799321342
clock_NY_quote,linear_plus_svr,joint_ols,7,2000,0.13620508992655544,0.04858736604656144,0.013141698122942014,0.27753152406904796,-0.06268350740980286,0.1642422445069038
clock_NY_quote,past_selected,joint_ols,7,2000,0.004119104196888657,-0.05826213912516032,-0.15691340391681824,0.15512934616377408,-0.21760709092608038,0.08782369070174229
clock_NY_quote,quadratic_ridge,joint_ols,7,2000,0.14075511387738082,0.031508556372369156,-0.003586780025321711,0.27549833687408715,-0.08850167799454703,0.14868115589246003
clock_NY_quote,rolling_ols,joint_ols,7,2000,0.5713511045678334,0.508914176585824,-0.07046278201901646,1.2628113976368145,-0.16207892349692155,1.229686057638337
clock_NY_quote,sequential_ols,joint_ols,7,2000,-0.0042373084524793825,-0.004368547819897373,-0.007010350366967044,-0.0012904417168992934,-0.007150566925984192,-0.001633878521287892
clock_NY_quote,joint_ols,rolling_ols,7,2000,-0.5713511045678334,-0.508914176585824,-1.2628113976368147,0.07046278201901637,-1.2296860576383377,0.16207892349692152
clock_NY_quote,lightgbm,rolling_ols,7,2000,0.03586168414984847,-0.1357002804433396,-0.5769661209104124,0.6208392928940007,-0.7519471722722172,0.40991310241909745
clock_NY_quote,linear_plus_lightgbm,rolling_ols,7,2000,-0.4254803531248026,-0.43217014268748244,-0.9873990609068504,0.02159589837346444,-1.005257464204587,0.011172192021560967
clock_NY_quote,linear_plus_rf,rolling_ols,7,2000,-0.3861780044695582,-0.4008764391749917,-0.9860960397906908,0.13599405724326247,-1.0113859130516047,0.14496738542017454
clock_NY_quote,linear_plus_spline,rolling_ols,7,2000,-0.3807884148976193,-0.45997622537888105,-1.0524958041392514,0.24938782474544344,-1.0962450770238532,0.1256670800025496
clock_NY_quote,linear_plus_svr,rolling_ols,7,2000,-0.435146014641278,-0.4603268105392626,-1.0656961243185608,0.15154961982561965,-1.113775363159455,0.14975599559177258
clock_NY_quote,past_selected,rolling_ols,7,2000,-0.5672320003709448,-0.5671763157109844,-1.1659551268287922,-0.0370939814918136,-1.192541702605981,-0.011838464426986538
clock_NY_quote,quadratic_ridge,rolling_ols,7,2000,-0.4305959906904526,-0.4774056202134549,-1.1262418576167026,0.18438322507014768,-1.1744738547670295,0.16423869309858288
clock_NY_quote,sequential_ols,rolling_ols,7,2000,-0.5755884130203128,-0.5132827244057214,-1.2675657933212165,0.06645251050359308,-1.233853524972112,0.15701193871406485
clock_FXUTC_USNY_quote,lightgbm,joint_ols,3,2000,0.4907609880777688,0.34608584243652274,0.1957887939340118,0.7902147802718468,0.11487530944458826,0.579473706071486
clock_FXUTC_USNY_quote,linear_plus_lightgbm,joint_ols,3,2000,0.15244744469095295,0.10296279646101159,-0.005433939703302479,0.3122573438838962,-0.027617147856558933,0.24037161753589545
clock_FXUTC_USNY_quote,linear_plus_rf,joint_ols,3,2000,0.2889849649674119,0.19223942847297604,0.06989897952901698,0.526065772972304,0.006928154169923252,0.38889452621618803
clock_FXUTC_USNY_quote,linear_plus_spline,joint_ols,3,2000,0.19315066310431384,0.11621013264119107,-0.040226313521586475,0.454964865332446,-0.056526486850982,0.3003892994902353
clock_FXUTC_USNY_quote,linear_plus_svr,joint_ols,3,2000,0.15113199421993428,0.057941599228196417,-0.005445481504282012,0.31490904213791643,-0.07510010792513144,0.19683573766587695
clock_FXUTC_USNY_quote,past_selected,joint_ols,3,2000,0.4943496791380131,0.4041335038064382,0.12497856165424218,0.8620874941702119,0.06400221546019498,0.7620980058847571
clock_FXUTC_USNY_quote,quadratic_ridge,joint_ols,3,2000,0.16070472287000825,0.06479158890695125,-0.02111395871870396,0.3506799057835134,-0.09268311832146536,0.22660137384507578
clock_FXUTC_USNY_quote,rolling_ols,joint_ols,3,2000,0.3528566218588569,0.31423280042622004,-0.006723343394087682,0.7284936709673951,-0.010822270558775458,0.6765215153274008
clock_FXUTC_USNY_quote,sequential_ols,joint_ols,3,2000,-0.0029941190040290167,-0.0024954538892183464,-0.007033444368741648,0.0012988784334887252,-0.0061334744467377526,0.0013522840899778917
clock_FXUTC_USNY_quote,joint_ols,rolling_ols,3,2000,-0.3528566218588569,-0.31423280042622004,-0.7284936709673954,0.006723343394087094,-0.6765215153274008,0.010822270558774343
clock_FXUTC_USNY_quote,lightgbm,rolling_ols,3,2000,0.1379043662189119,0.0318530420103027,-0.2652321965221726,0.5068047937592992,-0.3317232699259712,0.3742107879595312
clock_FXUTC_USNY_quote,linear_plus_lightgbm,rolling_ols,3,2000,-0.20040917716790396,-0.21127000396520845,-0.5175963331304931,0.09902538224960683,-0.5248901382986279,0.06997880937578463
clock_FXUTC_USNY_quote,linear_plus_rf,rolling_ols,3,2000,-0.06387165689144503,-0.121993371953244,-0.42938516557041473,0.2854115253645334,-0.47890479214040993,0.20457198378555946
clock_FXUTC_USNY_quote,linear_plus_spline,rolling_ols,3,2000,-0.15970595875454308,-0.19802266778502897,-0.514469718858173,0.1881258454446127,-0.5101860643335929,0.10094084373465216
clock_FXUTC_USNY_quote,linear_plus_svr,rolling_ols,3,2000,-0.20172462763892263,-0.2562912011980236,-0.5283328491814789,0.10297409633306812,-0.5575433981044493,0.010112233327868756
clock_FXUTC_USNY_quote,past_selected,rolling_ols,3,2000,0.14149305727915618,0.08990070338021816,0.027502582411801636,0.2588615371779262,0.000517022285271197,0.18434348081902938
clock_FXUTC_USNY_quote,quadratic_ridge,rolling_ols,3,2000,-0.19215189898884866,-0.2494412115192688,-0.5467505734051774,0.12823363626106515,-0.5706161812405858,0.05311913959174101
clock_FXUTC_USNY_quote,sequential_ols,rolling_ols,3,2000,-0.35585074086288593,-0.3167282543154384,-0.7292594285554401,0.003656584289704404,-0.6775618706554448,0.014787661894860249
clock_FXUTC_USNY_quote,lightgbm,joint_ols,7,2000,0.4907609880777688,0.34608584243652274,0.28023929184145224,0.7094138116445109,0.14758671761901404,0.5393891098176367
clock_FXUTC_USNY_quote,linear_plus_lightgbm,joint_ols,7,2000,0.15244744469095295,0.10296279646101159,0.04514172090435129,0.25553255414291653,0.015710802682507508,0.18965965121840853
clock_FXUTC_USNY_quote,linear_plus_rf,joint_ols,7,2000,0.2889849649674119,0.19223942847297604,0.10550319180852012,0.477154201489104,0.028474418500029897,0.34959652338059966
clock_FXUTC_USNY_quote,linear_plus_spline,joint_ols,7,2000,0.19315066310431384,0.11621013264119107,0.003542549752197389,0.4131128225858977,-0.014936357925529475,0.25906948437729904
clock_FXUTC_USNY_quote,linear_plus_svr,joint_ols,7,2000,0.15113199421993428,0.057941599228196417,0.03191052692111969,0.27940999587220267,-0.03758389035587515,0.15275152659804503
clock_FXUTC_USNY_quote,past_selected,joint_ols,7,2000,0.4943496791380131,0.4041335038064382,0.20782431676420893,0.7802005330135917,0.12936442283280186,0.6822413715729857
clock_FXUTC_USNY_quote,quadratic_ridge,joint_ols,7,2000,0.16070472287000825,0.06479158890695125,0.034999548663350755,0.2901641362490835,-0.041948268578534356,0.17367817761816892
clock_FXUTC_USNY_quote,rolling_ols,joint_ols,7,2000,0.3528566218588569,0.31423280042622004,0.06946862592359807,0.6372541391332108,0.04242216435426664,0.5931799685790331
clock_FXUTC_USNY_quote,sequential_ols,joint_ols,7,2000,-0.0029941190040290167,-0.0024954538892183464,-0.0055550340603747195,-0.0004013292701122056,-0.004885680602373576,-8.347705944120715e-05
clock_FXUTC_USNY_quote,joint_ols,rolling_ols,7,2000,-0.3528566218588569,-0.31423280042622004,-0.6372541391332109,-0.06946862592359836,-0.5931799685790332,-0.042422164354266705
clock_FXUTC_USNY_quote,lightgbm,rolling_ols,7,2000,0.1379043662189119,0.0318530420103027,-0.17022611639366914,0.4058775464102162,-0.2636444543990878,0.29854390384952084
clock_FXUTC_USNY_quote,linear_plus_lightgbm,rolling_ols,7,2000,-0.20040917716790396,-0.21127000396520845,-0.4476996877496412,0.027744332854154077,-0.4647303123103873,0.0144107774706199
clock_FXUTC_USNY_quote,linear_plus_rf,rolling_ols,7,2000,-0.06387165689144503,-0.121993371953244,-0.3887111363272998,0.2294112196769885,-0.44256714713332374,0.15782944148187844
clock_FXUTC_USNY_quote,linear_plus_spline,rolling_ols,7,2000,-0.15970595875454308,-0.19802266778502897,-0.45343878277457683,0.15243078193934279,-0.4597078868346766,0.06184598494741815
clock_FXUTC_USNY_quote,linear_plus_svr,rolling_ols,7,2000,-0.20172462763892263,-0.2562912011980236,-0.465132540129375,0.05795289402713334,-0.5029494757148048,-0.0288712662141709
clock_FXUTC_USNY_quote,past_selected,rolling_ols,7,2000,0.14149305727915618,0.08990070338021816,0.05766864873400164,0.2256359453207008,0.01980122801336599,0.15766483019437055
clock_FXUTC_USNY_quote,quadratic_ridge,rolling_ols,7,2000,-0.19215189898884866,-0.2494412115192688,-0.47103672756536347,0.07023779583809081,-0.5123786024872086,-0.0055406141853342715
clock_FXUTC_USNY_quote,sequential_ols,rolling_ols,7,2000,-0.35585074086288593,-0.3167282543154384,-0.6401110138765762,-0.07244690903696949,-0.5955841013729943,-0.04501441501651027
clock_FXKST_USNY_quote,lightgbm,joint_ols,3,2000,0.412325045766714,0.2319290570496806,0.15205924255372066,0.693544492098344,0.015605762914865751,0.4700806441222978
clock_FXKST_USNY_quote,linear_plus_lightgbm,joint_ols,3,2000,0.03654463373243999,-0.01577328677280132,-0.137595068020141,0.19758359791482788,-0.18775918971654143,0.15016694829823427
clock_FXKST_USNY_quote,linear_plus_rf,joint_ols,3,2000,0.005790645697981489,-0.024576865599119202,-0.12094702885494177,0.13438054715348954,-0.14892941597080964,0.10023260637865047
clock_FXKST_USNY_quote,linear_plus_spline,joint_ols,3,2000,0.02747555310039118,-0.04708015070346061,-0.1403390659472877,0.1971659599793313,-0.17664534591952813,0.0895307697676172
clock_FXKST_USNY_quote,linear_plus_svr,joint_ols,3,2000,0.11752097826885155,0.0309564943921794,0.002409566393106833,0.24352737259501006,-0.09240184696173266,0.16860840364953614
clock_FXKST_USNY_quote,past_selected,joint_ols,3,2000,0.12873579511040845,0.0437394148393393,-0.02756345388505208,0.3004715854180536,-0.07837446226316462,0.16817346753806536
clock_FXKST_USNY_quote,quadratic_ridge,joint_ols,3,2000,0.11147659178499048,-0.0023070277686318974,-0.13130060898707305,0.38434918631345744,-0.17804663702149698,0.2041272659761387
clock_FXKST_USNY_quote,rolling_ols,joint_ols,3,2000,0.12359672971735058,0.05227725130116845,-0.02565752585727754,0.28044765608156025,-0.08268734572775276,0.20224360256869467
clock_FXKST_USNY_quote,sequential_ols,joint_ols,3,2000,-0.0020801522731677125,-0.002626782149788731,-0.005972609852796751,0.0019012546530700262,-0.0063875220924667795,0.001250053257983484
clock_FXKST_USNY_quote,joint_ols,rolling_ols,3,2000,-0.12359672971735058,-0.05227725130116845,-0.2804476560815606,0.025657525857277527,-0.20224360256869484,0.08268734572775269
clock_FXKST_USNY_quote,lightgbm,rolling_ols,3,2000,0.28872831604936344,0.17965180574851214,-0.007964909728602709,0.609010090080623,-0.09521723315158823,0.45853789223982644
clock_FXKST_USNY_quote,linear_plus_lightgbm,rolling_ols,3,2000,-0.0870520959849106,-0.06805053807396977,-0.29171899577569593,0.10003116033576884,-0.27230379315296943,0.1275854249052589
clock_FXKST_USNY_quote,linear_plus_rf,rolling_ols,3,2000,-0.1178060840193691,-0.07685411690028765,-0.2430343262013673,0.006133576304465725,-0.22384093175768036,0.07264690241035734
clock_FXKST_USNY_quote,linear_plus_spline,rolling_ols,3,2000,-0.0961211766169594,-0.09935740200462906,-0.29654647510950005,0.0934225859886871,-0.2684604273691789,0.07569677200909779
clock_FXKST_USNY_quote,linear_plus_svr,rolling_ols,3,2000,-0.006075751448499034,-0.021320756908989047,-0.14930138196521642,0.13115861364712306,-0.17398933098369174,0.14292670899530246
clock_FXKST_USNY_quote,past_selected,rolling_ols,3,2000,0.005139065393057862,-0.008537836461829151,-0.17706417243424083,0.19258301651013018,-0.1769450476879631,0.1560878440615627
clock_FXKST_USNY_quote,quadratic_ridge,rolling_ols,3,2000,-0.012120137932360109,-0.054584279069800345,-0.26115034398981146,0.2500879549456513,-0.2543184809599219,0.15150886462762422
clock_FXKST_USNY_quote,sequential_ols,rolling_ols,3,2000,-0.1256768819905183,-0.05490403345095718,-0.2847016199656917,0.025716040657366577,-0.20432745882366166,0.08119271856451607
clock_FXKST_USNY_quote,lightgbm,joint_ols,7,2000,0.412325045766714,0.2319290570496806,0.17815279422772695,0.6411271616281878,0.039837880568355605,0.4370986832181872
clock_FXKST_USNY_quote,linear_plus_lightgbm,joint_ols,7,2000,0.03654463373243999,-0.01577328677280132,-0.11870228590408827,0.1779285982825803,-0.17333010603989712,0.1543335133324112
clock_FXKST_USNY_quote,linear_plus_rf,joint_ols,7,2000,0.005790645697981489,-0.024576865599119202,-0.11510293629729329,0.11833255654556585,-0.16411198367950441,0.10363219926496445
clock_FXKST_USNY_quote,linear_plus_spline,joint_ols,7,2000,0.02747555310039118,-0.04708015070346061,-0.11871389231355485,0.16539823069768034,-0.17365162653016902,0.08829651889906312
clock_FXKST_USNY_quote,linear_plus_svr,joint_ols,7,2000,0.11752097826885155,0.0309564943921794,0.015491519088777174,0.2197795551417725,-0.09348247488798431,0.1679011075640709
clock_FXKST_USNY_quote,past_selected,joint_ols,7,2000,0.12873579511040845,0.0437394148393393,-0.01974136296486262,0.29461497623016203,-0.09176513862586384,0.1746392885415105
clock_FXKST_USNY_quote,quadratic_ridge,joint_ols,7,2000,0.11147659178499048,-0.0023070277686318974,-0.09208357301652689,0.3234632689684954,-0.15058917618349538,0.159011013054724
clock_FXKST_USNY_quote,rolling_ols,joint_ols,7,2000,0.12359672971735058,0.05227725130116845,-0.004923337932677807,0.2565631629022667,-0.07454954072142395,0.18787262131166976
clock_FXKST_USNY_quote,sequential_ols,joint_ols,7,2000,-0.0020801522731677125,-0.002626782149788731,-0.005367656127368603,0.0009759703856358368,-0.006382805014388237,0.0008116250375210129
clock_FXKST_USNY_quote,joint_ols,rolling_ols,7,2000,-0.12359672971735058,-0.05227725130116845,-0.2565631629022667,0.004923337932677798,-0.1878726213116698,0.07454954072142393
clock_FXKST_USNY_quote,lightgbm,rolling_ols,7,2000,0.28872831604936344,0.17965180574851214,0.037742959419491705,0.5199360133482742,-0.05743173888545336,0.41402774364562617
clock_FXKST_USNY_quote,linear_plus_lightgbm,rolling_ols,7,2000,-0.0870520959849106,-0.06805053807396977,-0.2741685424311807,0.08538190333397785,-0.2678748755696666,0.12744300240716203
clock_FXKST_USNY_quote,linear_plus_rf,rolling_ols,7,2000,-0.1178060840193691,-0.07685411690028765,-0.25769796898229824,0.011163867893113905,-0.25326263017247985,0.08841708340901647
clock_FXKST_USNY_quote,linear_plus_spline,rolling_ols,7,2000,-0.0961211766169594,-0.09935740200462906,-0.27853019629576814,0.07615167491483299,-0.27223652432474993,0.06941339657046039
clock_FXKST_USNY_quote,linear_plus_svr,rolling_ols,7,2000,-0.006075751448499034,-0.021320756908989047,-0.1261539498289835,0.11139652483786844,-0.1841326963171391,0.14444254073810586
clock_FXKST_USNY_quote,past_selected,rolling_ols,7,2000,0.005139065393057862,-0.008537836461829151,-0.1815255394899918,0.20674908411160575,-0.20340794285960115,0.17940112958427273
clock_FXKST_USNY_quote,quadratic_ridge,rolling_ols,7,2000,-0.012120137932360109,-0.054584279069800345,-0.2165190645912649,0.2064248942465089,-0.22366413428499143,0.13788203772910199
clock_FXKST_USNY_quote,sequential_ols,rolling_ols,7,2000,-0.1256768819905183,-0.05490403345095718,-0.2590621133906369,0.0020868193940917997,-0.19065200118634704,0.07175518335165475
clock_NY_macro_end1h_quote,lightgbm,joint_ols,3,2000,0.502981045586635,0.37138324446724447,0.19779846286149044,0.8338885875681579,0.11819083046724303,0.6411523117327943
clock_NY_macro_end1h_quote,linear_plus_lightgbm,joint_ols,3,2000,0.17629114198987494,0.14030152657831252,-0.03700893120909833,0.3783999966957822,-0.07893187457971895,0.34477685321433804
clock_NY_macro_end1h_quote,linear_plus_rf,joint_ols,3,2000,0.052393276492216145,0.0260852232843245,-0.13619762816849854,0.24978420311813102,-0.16411753242081603,0.22412065310217183
clock_NY_macro_end1h_quote,linear_plus_spline,joint_ols,3,2000,0.17428081961602082,0.022892361901870828,-0.16108852520289324,0.5818670958240284,-0.20659046191868283,0.276044921913852
clock_NY_macro_end1h_quote,linear_plus_svr,joint_ols,3,2000,0.14568461964491242,0.05423646209919575,-0.002819386693705671,0.30928074706625536,-0.07015154872728495,0.18465831186082673
clock_NY_macro_end1h_quote,past_selected,joint_ols,3,2000,0.1430206725483032,0.02077784793659987,-0.11334236470848004,0.38417366483867216,-0.1975204971242236,0.22580455784135636
clock_NY_macro_end1h_quote,quadratic_ridge,joint_ols,3,2000,0.1746078360259915,0.048214675568271304,-0.03786674616963968,0.3766343996442894,-0.11786210220790135,0.22125879470126752
clock_NY_macro_end1h_quote,rolling_ols,joint_ols,3,2000,0.6950989526348206,0.6195410321667403,-0.007841670127106319,1.4762520106055816,-0.12626047723280637,1.413602111521228
clock_NY_macro_end1h_quote,sequential_ols,joint_ols,3,2000,-0.004800182889526994,-0.004717481066730755,-0.009374550102780654,4.9500778504451426e-05,-0.009338881582288305,9.230432293991109e-05
clock_NY_macro_end1h_quote,joint_ols,rolling_ols,3,2000,-0.6950989526348206,-0.6195410321667403,-1.4762520106055819,0.007841670127105667,-1.4136021115212287,0.1262604772328053
clock_NY_macro_end1h_quote,lightgbm,rolling_ols,3,2000,-0.19211790704818554,-0.2481577876994958,-0.863659823872605,0.39857134124567967,-0.9174522519261109,0.34204955400927956
