scenario,model,baseline,block_calendar_days,repetitions,delta_rmse_bp,delta_mae_bp,rmse_ci_low,rmse_ci_high,mae_ci_low,mae_ci_high
clock_UTC_quote,lightgbm,joint_ols,3,2000,0.4907609880777688,0.34608584243652274,0.1957887939340118,0.7902147802718468,0.11487530944458826,0.579473706071486
clock_UTC_quote,linear_plus_lightgbm,joint_ols,3,2000,0.15244744469095295,0.10296279646101159,-0.005433939703302479,0.3122573438838962,-0.027617147856558933,0.24037161753589545
clock_UTC_quote,linear_plus_rf,joint_ols,3,2000,0.2889849649674119,0.19223942847297604,0.06989897952901698,0.526065772972304,0.006928154169923252,0.38889452621618803
clock_UTC_quote,linear_plus_spline,joint_ols,3,2000,0.19315066310431384,0.11621013264119107,-0.040226313521586475,0.454964865332446,-0.056526486850982,0.3003892994902353
clock_UTC_quote,linear_plus_svr,joint_ols,3,2000,0.15113199421993428,0.057941599228196417,-0.005445481504282012,0.31490904213791643,-0.07510010792513144,0.19683573766587695
clock_UTC_quote,past_selected,joint_ols,3,2000,0.4943496791380131,0.4041335038064382,0.12497856165424218,0.8620874941702119,0.06400221546019498,0.7620980058847571
clock_UTC_quote,quadratic_ridge,joint_ols,3,2000,0.16070472287000825,0.06479158890695125,-0.02111395871870396,0.3506799057835134,-0.09268311832146536,0.22660137384507578
clock_UTC_quote,rolling_ols,joint_ols,3,2000,0.3528566218588569,0.31423280042622004,-0.006723343394087682,0.7284936709673951,-0.010822270558775458,0.6765215153274008
clock_UTC_quote,sequential_ols,joint_ols,3,2000,-0.0029941190040290167,-0.0024954538892183464,-0.007033444368741648,0.0012988784334887252,-0.0061334744467377526,0.0013522840899778917
clock_UTC_quote,joint_ols,rolling_ols,3,2000,-0.3528566218588569,-0.31423280042622004,-0.7284936709673954,0.006723343394087094,-0.6765215153274008,0.010822270558774343
clock_UTC_quote,lightgbm,rolling_ols,3,2000,0.1379043662189119,0.0318530420103027,-0.2652321965221726,0.5068047937592992,-0.3317232699259712,0.3742107879595312
clock_UTC_quote,linear_plus_lightgbm,rolling_ols,3,2000,-0.20040917716790396,-0.21127000396520845,-0.5175963331304931,0.09902538224960683,-0.5248901382986279,0.06997880937578463
clock_UTC_quote,linear_plus_rf,rolling_ols,3,2000,-0.06387165689144503,-0.121993371953244,-0.42938516557041473,0.2854115253645334,-0.47890479214040993,0.20457198378555946
clock_UTC_quote,linear_plus_spline,rolling_ols,3,2000,-0.15970595875454308,-0.19802266778502897,-0.514469718858173,0.1881258454446127,-0.5101860643335929,0.10094084373465216
clock_UTC_quote,linear_plus_svr,rolling_ols,3,2000,-0.20172462763892263,-0.2562912011980236,-0.5283328491814789,0.10297409633306812,-0.5575433981044493,0.010112233327868756
clock_UTC_quote,past_selected,rolling_ols,3,2000,0.14149305727915618,0.08990070338021816,0.027502582411801636,0.2588615371779262,0.000517022285271197,0.18434348081902938
clock_UTC_quote,quadratic_ridge,rolling_ols,3,2000,-0.19215189898884866,-0.2494412115192688,-0.5467505734051774,0.12823363626106515,-0.5706161812405858,0.05311913959174101
clock_UTC_quote,sequential_ols,rolling_ols,3,2000,-0.35585074086288593,-0.3167282543154384,-0.7292594285554401,0.003656584289704404,-0.6775618706554448,0.014787661894860249
clock_UTC_quote,lightgbm,joint_ols,7,2000,0.4907609880777688,0.34608584243652274,0.28023929184145224,0.7094138116445109,0.14758671761901404,0.5393891098176367
clock_UTC_quote,linear_plus_lightgbm,joint_ols,7,2000,0.15244744469095295,0.10296279646101159,0.04514172090435129,0.25553255414291653,0.015710802682507508,0.18965965121840853
clock_UTC_quote,linear_plus_rf,joint_ols,7,2000,0.2889849649674119,0.19223942847297604,0.10550319180852012,0.477154201489104,0.028474418500029897,0.34959652338059966
clock_UTC_quote,linear_plus_spline,joint_ols,7,2000,0.19315066310431384,0.11621013264119107,0.003542549752197389,0.4131128225858977,-0.014936357925529475,0.25906948437729904
clock_UTC_quote,linear_plus_svr,joint_ols,7,2000,0.15113199421993428,0.057941599228196417,0.03191052692111969,0.27940999587220267,-0.03758389035587515,0.15275152659804503
clock_UTC_quote,past_selected,joint_ols,7,2000,0.4943496791380131,0.4041335038064382,0.20782431676420893,0.7802005330135917,0.12936442283280186,0.6822413715729857
clock_UTC_quote,quadratic_ridge,joint_ols,7,2000,0.16070472287000825,0.06479158890695125,0.034999548663350755,0.2901641362490835,-0.041948268578534356,0.17367817761816892
clock_UTC_quote,rolling_ols,joint_ols,7,2000,0.3528566218588569,0.31423280042622004,0.06946862592359807,0.6372541391332108,0.04242216435426664,0.5931799685790331
clock_UTC_quote,sequential_ols,joint_ols,7,2000,-0.0029941190040290167,-0.0024954538892183464,-0.0055550340603747195,-0.0004013292701122056,-0.004885680602373576,-8.347705944120715e-05
clock_UTC_quote,joint_ols,rolling_ols,7,2000,-0.3528566218588569,-0.31423280042622004,-0.6372541391332109,-0.06946862592359836,-0.5931799685790332,-0.042422164354266705
clock_UTC_quote,lightgbm,rolling_ols,7,2000,0.1379043662189119,0.0318530420103027,-0.17022611639366914,0.4058775464102162,-0.2636444543990878,0.29854390384952084
clock_UTC_quote,linear_plus_lightgbm,rolling_ols,7,2000,-0.20040917716790396,-0.21127000396520845,-0.4476996877496412,0.027744332854154077,-0.4647303123103873,0.0144107774706199
clock_UTC_quote,linear_plus_rf,rolling_ols,7,2000,-0.06387165689144503,-0.121993371953244,-0.3887111363272998,0.2294112196769885,-0.44256714713332374,0.15782944148187844
clock_UTC_quote,linear_plus_spline,rolling_ols,7,2000,-0.15970595875454308,-0.19802266778502897,-0.45343878277457683,0.15243078193934279,-0.4597078868346766,0.06184598494741815
clock_UTC_quote,linear_plus_svr,rolling_ols,7,2000,-0.20172462763892263,-0.2562912011980236,-0.465132540129375,0.05795289402713334,-0.5029494757148048,-0.0288712662141709
clock_UTC_quote,past_selected,rolling_ols,7,2000,0.14149305727915618,0.08990070338021816,0.05766864873400164,0.2256359453207008,0.01980122801336599,0.15766483019437055
clock_UTC_quote,quadratic_ridge,rolling_ols,7,2000,-0.19215189898884866,-0.2494412115192688,-0.47103672756536347,0.07023779583809081,-0.5123786024872086,-0.0055406141853342715
clock_UTC_quote,sequential_ols,rolling_ols,7,2000,-0.35585074086288593,-0.3167282543154384,-0.6401110138765762,-0.07244690903696949,-0.5955841013729943,-0.04501441501651027
clock_NY_quote,lightgbm,joint_ols,3,2000,0.6072127887176819,0.37321389614248446,0.19631783666799776,1.0386655446874091,-0.009658892418112193,0.7583073038716137
clock_NY_quote,linear_plus_lightgbm,joint_ols,3,2000,0.14587075144303085,0.07674403389834161,-0.1002249476006265,0.3599991398707041,-0.1770321603842691,0.30231531312687926
clock_NY_quote,linear_plus_rf,joint_ols,3,2000,0.18517310009827526,0.10803773741083234,-0.02206562087597903,0.38368500498837643,-0.09523455593380895,0.2981854724628977
clock_NY_quote,linear_plus_spline,joint_ols,3,2000,0.19056268967021417,0.048937951206943,-0.14535534288039864,0.6302734839556794,-0.1922719963694069,0.3381806989952099
clock_NY_quote,linear_plus_svr,joint_ols,3,2000,0.13620508992655544,0.04858736604656144,-0.023337658045852326,0.3017636144169943,-0.08590789629859452,0.19040526253829804
clock_NY_quote,past_selected,joint_ols,3,2000,0.004119104196888657,-0.05826213912516032,-0.18149730759666544,0.17601592177965014,-0.22759351160950228,0.100298686140558
clock_NY_quote,quadratic_ridge,joint_ols,3,2000,0.14075511387738082,0.031508556372369156,-0.05083337641504193,0.3212227830216817,-0.12024937636759177,0.1914275318913502
clock_NY_quote,rolling_ols,joint_ols,3,2000,0.5713511045678334,0.508914176585824,-0.0011982455308115756,1.2394145632903253,-0.1152645303039086,1.1954260809506552
clock_NY_quote,sequential_ols,joint_ols,3,2000,-0.0042373084524793825,-0.004368547819897373,-0.008679650533046868,0.00048598283367450983,-0.008624036272732338,-9.123952298200277e-05
clock_NY_quote,joint_ols,rolling_ols,3,2000,-0.5713511045678334,-0.508914176585824,-1.2394145632903255,0.0011982455308110257,-1.1954260809506554,0.11526453030390842
clock_NY_quote,lightgbm,rolling_ols,3,2000,0.03586168414984847,-0.1357002804433396,-0.6246427842366373,0.6233162421911529,-0.7797482304408735,0.4063034073567305
clock_NY_quote,linear_plus_lightgbm,rolling_ols,3,2000,-0.4254803531248026,-0.43217014268748244,-1.0171731450418546,0.037865704286624474,-1.008165244568029,0.017967681146835193
