scenario,evaluation_month,model,candidate_id,train_first,train_last,train_n,test_n,cutoff,train_rmse_bp,test_rmse_bp,outside_training_range_share,joint_ols_coefficients
clock_UTC_quote,2026-03,sequential_ols,c00,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.184231064810273,10.70401349690479,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,joint_ols,c01,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.184138377885628,10.71584677542341,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,rolling_ols,c03,2025-12-31 00:00:00+00:00,2026-02-27 11:00:00+00:00,682,237,2026-03-01 00:00:00+00:00,9.075356307012232,10.882139347791842,0.4810126582278481,"[-0.05494270086420796, 0.9772452829909964, 0.2066931071958724]"
clock_UTC_quote,2026-03,quadratic_ridge,c06,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.060749770162086,11.390625168087377,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,linear_plus_spline,c10,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.25855875540029,11.041584334988809,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,linear_plus_svr,c12,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.0938708997596,11.052322580215176,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,linear_plus_rf,c18,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.515427353935985,11.562943313523556,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,lightgbm,c24,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.043789989881008,12.1049433131009,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_UTC_quote,2026-03,linear_plus_lightgbm,c30,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.74929787100592,11.204393533261593,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_NY_quote,2026-01,sequential_ols,c00,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.993364848639848,8.463702484417654,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,joint_ols,c01,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.992974365126093,8.467988682151335,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,rolling_ols,c02,2025-12-02 01:00:00+00:00,2025-12-31 16:00:00+00:00,349,346,2026-01-01 00:00:00+00:00,8.743119451704652,9.813935077200682,0.4653179190751445,"[9.972624922636362, 0.9002838315102477, 0.014052970548604597]"
clock_NY_quote,2026-01,quadratic_ridge,c06,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.863010252109335,8.14239035853662,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,linear_plus_spline,c10,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,7.837859613602564,8.042773520231679,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,linear_plus_svr,c14,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.902970929338752,8.323060336189425,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,linear_plus_rf,c19,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.632816965924322,8.315658957272156,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,lightgbm,c24,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.550832677206115,8.473626968825142,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-01,linear_plus_lightgbm,c34,2025-06-02 00:00:00+00:00,2025-12-31 16:00:00+00:00,2555,346,2026-01-01 00:00:00+00:00,8.165312358430496,8.497859913116923,0.023121387283236993,"[0.01860552617980435, 0.9850899074799997, 0.2825789968477111]"
clock_NY_quote,2026-02,sequential_ols,c00,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.91278854255371,10.465255235953366,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,joint_ols,c01,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.91271141677351,10.462450034785409,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,rolling_ols,c04,2025-10-06 00:00:00+00:00,2026-01-30 16:00:00+00:00,1371,324,2026-02-01 00:00:00+00:00,9.476743888759655,10.524124931085955,0.037037037037037035,"[-2.004362870133818, 0.9919500648269031, 0.2413204844195419]"
clock_NY_quote,2026-02,quadratic_ridge,c06,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.743380149055549,10.605487163870515,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,linear_plus_spline,c10,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,7.835946263557094,11.050786303721363,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,linear_plus_svr,c14,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.798434127911982,10.643011356945271,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,linear_plus_rf,c19,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.547917621962846,10.593284401649667,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,lightgbm,c24,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.58624810187541,11.106838541714948,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-02,linear_plus_lightgbm,c30,2025-06-02 00:00:00+00:00,2026-01-30 16:00:00+00:00,2901,324,2026-02-01 00:00:00+00:00,8.336320052649933,10.47363065259788,0.037037037037037035,"[0.30202644165205844, 0.9851828486871762, 0.11948716447734062]"
clock_NY_quote,2026-03,sequential_ols,c00,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,9.07992538184556,11.497640649039832,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,joint_ols,c01,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,9.07982563933091,11.51069271643487,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,rolling_ols,c04,2025-11-03 01:00:00+00:00,2026-02-27 16:00:00+00:00,1355,237,2026-03-01 00:00:00+00:00,10.231599997100712,11.832957568908583,0.4810126582278481,"[0.4007145995034626, 0.9745109201573902, 0.2127775786579989]"
clock_NY_quote,2026-03,quadratic_ridge,c06,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.93226184264374,12.131742250063429,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,linear_plus_spline,c11,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.147124892696544,11.842524965188959,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,linear_plus_svr,c12,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.98564401768944,11.8908038186436,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,linear_plus_rf,c18,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.36015183023092,12.117882163697738,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,lightgbm,c26,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.81795807359193,12.707970435359496,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_NY_quote,2026-03,linear_plus_lightgbm,c30,2025-06-02 00:00:00+00:00,2026-02-27 16:00:00+00:00,3225,237,2026-03-01 00:00:00+00:00,8.559479103458859,11.9474934624414,0.0,"[0.2545611486539506, 0.9846979731345906, 0.13813268869216266]"
clock_FXUTC_USNY_quote,2026-01,sequential_ols,c00,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,9.184564083904833,8.468523330622547,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,joint_ols,c01,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,9.184385426263967,8.469796640288756,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,rolling_ols,c02,2025-12-02 00:00:00+00:00,2025-12-31 11:00:00+00:00,345,346,2026-01-01 00:00:00+00:00,9.178457674720754,9.245797118346944,0.4624277456647399,"[6.674954834438682, 0.931091161989177, -0.13107068219045112]"
clock_FXUTC_USNY_quote,2026-01,quadratic_ridge,c06,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,9.064838505902788,8.25022018456566,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,linear_plus_spline,c11,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,8.022856553976963,8.265034242977679,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,linear_plus_svr,c14,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,9.079754816427627,8.415554663444018,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,linear_plus_rf,c18,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,8.483912612514121,8.464422316999611,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,lightgbm,c26,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,8.389397403957908,8.506913832139885,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-01,linear_plus_lightgbm,c32,2025-06-01 20:00:00+00:00,2025-12-31 11:00:00+00:00,2552,346,2026-01-01 00:00:00+00:00,8.545902627013968,8.42066790033919,0.02601156069364162,"[0.04154234431507427, 0.9862391886733701, 0.21722916392949346]"
clock_FXUTC_USNY_quote,2026-02,sequential_ols,c00,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,9.094926122972847,9.953379547203127,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,joint_ols,c01,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,9.094857687831523,9.95101694658855,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,rolling_ols,c03,2025-12-03 00:00:00+00:00,2026-01-30 11:00:00+00:00,675,324,2026-02-01 00:00:00+00:00,8.285153193245412,10.054290318477863,0.05246913580246913,"[1.0114100240154724, 0.9712938281364567, 0.06863464212363236]"
clock_FXUTC_USNY_quote,2026-02,quadratic_ridge,c06,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.956534648325535,10.038380210120339,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,linear_plus_spline,c10,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.026657227649592,10.393108198487392,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,linear_plus_svr,c14,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.985041461956895,10.141786341222211,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,linear_plus_rf,c18,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.411407756203948,10.056368677955376,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,lightgbm,c24,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.838277296420648,10.114190912272598,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-02,linear_plus_lightgbm,c30,2025-06-01 20:00:00+00:00,2026-01-30 11:00:00+00:00,2898,324,2026-02-01 00:00:00+00:00,8.613528112817159,10.017992294881884,0.05246913580246913,"[0.17253572960557684, 0.9862531121898356, 0.12305934468072852]"
clock_FXUTC_USNY_quote,2026-03,sequential_ols,c00,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.184231064810273,10.70401349690479,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,joint_ols,c01,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.184138377885628,10.71584677542341,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,rolling_ols,c03,2025-12-31 00:00:00+00:00,2026-02-27 11:00:00+00:00,682,237,2026-03-01 00:00:00+00:00,9.075356307012232,10.882139347791842,0.4810126582278481,"[-0.05494270086420796, 0.9772452829909964, 0.2066931071958724]"
clock_FXUTC_USNY_quote,2026-03,quadratic_ridge,c06,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.060749770162086,11.390625168087377,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,linear_plus_spline,c10,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.25855875540029,11.041584334988809,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,linear_plus_svr,c12,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.0938708997596,11.052322580215176,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,linear_plus_rf,c18,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.515427353935985,11.562943313523556,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,lightgbm,c24,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,9.043789989881008,12.1049433131009,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXUTC_USNY_quote,2026-03,linear_plus_lightgbm,c30,2025-06-01 20:00:00+00:00,2026-02-27 11:00:00+00:00,3222,237,2026-03-01 00:00:00+00:00,8.74929787100592,11.204393533261593,0.0,"[0.12415102209245592, 0.9858528446460169, 0.1424717144057331]"
clock_FXKST_USNY_quote,2026-01,sequential_ols,c00,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.647224141587879,8.550966437795388,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,joint_ols,c01,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.646837736199855,8.555489652744557,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,rolling_ols,c04,2025-09-03 00:00:00+00:00,2025-12-31 02:00:00+00:00,1403,346,2026-01-01 00:00:00+00:00,10.027590202433815,8.619240009209962,0.10404624277456648,"[-1.6360871255947647, 0.9905215617610539, 0.4172781244065804]"
clock_FXKST_USNY_quote,2026-01,quadratic_ridge,c05,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.573460340890696,8.187016665323391,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,linear_plus_spline,c08,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.499035838968805,8.245055228352571,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,linear_plus_svr,c13,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.468946262475377,8.552874214154714,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,linear_plus_rf,c17,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.361901468309823,8.502050688370717,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,lightgbm,c24,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,8.925715204043343,8.672618794283771,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-01,linear_plus_lightgbm,c34,2025-06-01 19:00:00+00:00,2025-12-31 02:00:00+00:00,2542,346,2026-01-01 00:00:00+00:00,7.9611980821601245,8.469584927578328,0.10404624277456648,"[-0.4721150461291404, 0.9879122322465633, 0.2977167694266608]"
clock_FXKST_USNY_quote,2026-02,sequential_ols,c00,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.61587823305913,10.227839368017131,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,joint_ols,c01,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.6157960953738,10.224235716498645,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,rolling_ols,c03,2025-12-03 00:00:00+00:00,2026-01-30 02:00:00+00:00,666,324,2026-02-01 00:00:00+00:00,8.315724090445155,10.232384180994796,0.043209876543209874,"[0.6118314353108526, 0.9723307659283229, 0.06423000214972499]"
clock_FXKST_USNY_quote,2026-02,quadratic_ridge,c06,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.555351802472128,10.437805582858372,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,linear_plus_spline,c10,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.43123247458397,10.383301131430862,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,linear_plus_svr,c14,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.521134695379876,10.304353807288221,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,linear_plus_rf,c17,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.365272724684921,10.10752871649051,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
clock_FXKST_USNY_quote,2026-02,lightgbm,c24,2025-06-01 19:00:00+00:00,2026-01-30 02:00:00+00:00,2888,324,2026-02-01 00:00:00+00:00,8.98584747815163,10.455888191647128,0.043209876543209874,"[-0.14467294495603908, 0.9880600493772486, 0.12187008073705792]"
