scenario,model,baseline,block_days,delta_rmse_bp,relative_rmse_pct,rmse_ci_low,rmse_ci_high,delta_mae_bp,mae_ci_low,mae_ci_high
clock_UTC_quote,ae_reconstruction_selected,sequential_ols,3,-0.9432752252490904,-9.797828621732418,-1.4287635033230408,-0.4723492250753498,-0.7049251150152847,-1.1180051974532672,-0.28564604216825196
clock_UTC_quote,ae_relu_1,sequential_ols,3,-0.08497113383166344,-0.8825977665819495,-0.09177991852011473,-0.07784217647101724,-0.06667596911716078,-0.07346178752469897,-0.05994415645567164
clock_UTC_quote,ae_relu_2,sequential_ols,3,-1.2921177726704105,-13.421266833734757,-1.8417537571658062,-0.7727720361310901,-1.0280320093050772,-1.5065814603859125,-0.5604886529157551
clock_UTC_quote,ae_selected,sequential_ols,3,-0.9432752252490904,-9.797828621732418,-1.4287635033230408,-0.4723492250753498,-0.7049251150152847,-1.1180051974532672,-0.28564604216825196
clock_UTC_quote,ae_tanh_1,sequential_ols,3,1.4385185760638102,14.941936457336592,0.9221560588620867,1.9591502657185722,1.2659927090138199,0.7719569115458752,1.7880901434687615
clock_UTC_quote,ae_tanh_2,sequential_ols,3,2.6575222198945507,27.6037645980757,1.6131045115929865,3.8237550137753056,2.1885056613175005,1.3623300784341366,3.0960519014559726
clock_UTC_quote,conditional_linear,sequential_ols,3,0.194064285725581,2.015751672727406,-0.05708861296868264,0.45079784564208475,0.010725372767723229,-0.15443124367004507,0.18082517303310341
clock_UTC_quote,conditional_neural,sequential_ols,3,0.6873011672428238,7.139018250355922,0.2665719976968196,1.0986094034525964,0.1640477195111485,-0.057844953704854915,0.40681383283285066
clock_UTC_quote,pca_1,sequential_ols,3,-0.08172426127923593,-0.8488724020501937,-0.0871781263434547,-0.07617045126862167,-0.06413334522838365,-0.07013269436377187,-0.05858529721307517
clock_UTC_quote,pca_2,sequential_ols,3,-2.6537609881853275,-27.564696569246827,-3.0383959426447777,-2.2529631843800284,-2.068827493415621,-2.432789215024918,-1.7043644190852867
clock_UTC_quote,pca_selected,sequential_ols,3,-2.6537609881853275,-27.564696569246827,-3.0383959426447777,-2.2529631843800284,-2.068827493415621,-2.432789215024918,-1.7043644190852867
clock_UTC_quote,ae_reconstruction_selected,pca_1,3,-0.8615509639698544,-9.025571807886601,-1.3479094528885966,-0.39284694806424875,-0.640791769786901,-1.0516585850573257,-0.22336640735442753
clock_UTC_quote,ae_relu_1,pca_1,3,-0.0032468725524275044,-0.03401410084665768,-0.0073758565394642876,0.0005822127701043277,-0.002542623888777129,-0.005989553407602988,0.0006858389636952934
clock_UTC_quote,ae_relu_2,pca_1,3,-1.2103935113911746,-12.68003172153993,-1.7582354203152746,-0.688149546390841,-0.9638986640766936,-1.4434352440087226,-0.49497582932681633
clock_UTC_quote,ae_selected,pca_1,3,-0.8615509639698544,-9.025571807886601,-1.3479094528885966,-0.39284694806424875,-0.640791769786901,-1.0516585850573257,-0.22336640735442753
clock_UTC_quote,ae_tanh_1,pca_1,3,1.520242837343046,15.92600028051856,1.004943803035908,2.0410375863902432,1.3301260542422035,0.8350114183338528,1.8493133486154194
clock_UTC_quote,ae_tanh_2,pca_1,3,2.7392464811737867,28.696231388813985,1.692220242025549,3.9046873456930333,2.252639006545884,1.4248165464827596,3.1622692560107524
clock_UTC_quote,conditional_linear,pca_1,3,0.2757885470048169,2.889149265546842,0.02168341071839839,0.5312171151721311,0.07485871799610688,-0.09131340372316658,0.24756370414602122
clock_UTC_quote,conditional_neural,pca_1,3,0.7690254285220597,8.056278174461507,0.34723246089947857,1.1804567982396095,0.22818106473953215,0.007257999213567007,0.47082462399650127
clock_UTC_quote,pca_2,pca_1,3,-2.5720367269060915,-26.944549007578857,-2.9529089527712995,-2.1756526218042813,-2.0046941481872373,-2.365398139080408,-1.6443616995543968
clock_UTC_quote,pca_selected,pca_1,3,-2.5720367269060915,-26.944549007578857,-2.9529089527712995,-2.1756526218042813,-2.0046941481872373,-2.365398139080408,-1.6443616995543968
clock_UTC_quote,sequential_ols,pca_1,3,0.08172426127923593,0.8561399377042811,0.07617045126862165,0.0871781263434547,0.06413334522838365,0.05858529721307517,0.07013269436377187
clock_UTC_quote,ae_reconstruction_selected,pca_2,3,1.710485762936237,24.527912642071303,1.1743509275648398,2.2701649235237906,1.3639023784003363,0.8931538360689907,1.8563978073423935
clock_UTC_quote,ae_relu_1,pca_2,3,2.568789854353664,36.83576590270305,2.1747339269909185,2.947006379418613,2.00215152429846,1.6430939678357181,2.3628605568318117
clock_UTC_quote,ae_relu_2,pca_2,3,1.361643215514917,19.525602938949405,0.807717405080818,1.926197375664319,1.0407954841105438,0.5837129708907036,1.4987449105938153
clock_UTC_quote,ae_selected,pca_2,3,1.710485762936237,24.527912642071303,1.1743509275648398,2.2701649235237906,1.3639023784003363,0.8931538360689907,1.8563978073423935
clock_UTC_quote,ae_tanh_1,pca_2,3,4.092279564249138,58.68220468934597,3.5011631150337807,4.684302727947787,3.334820202429441,2.785240592747196,3.8926118919068804
clock_UTC_quote,ae_tanh_2,pca_2,3,5.311283208079878,76.16239396313506,4.275377457327001,6.4667146263073025,4.2573331547331215,3.4528825563699352,5.185485624031415
clock_UTC_quote,conditional_linear,pca_2,3,2.8478252739109085,40.837059887866126,2.33716043882208,3.3154545966550635,2.0795528661833442,1.68553512295465,2.479097249064427
clock_UTC_quote,conditional_neural,pca_2,3,3.341062155428151,47.90994608420309,2.6758887162783083,3.9621042624816525,2.2328752129267695,1.75984978923292,2.6938816016878984
clock_UTC_quote,pca_1,pca_2,3,2.5720367269060915,36.88232519483607,2.1756526218042813,2.9529089527712995,2.0046941481872373,1.6443616995543968,2.3653981390804075
clock_UTC_quote,pca_selected,pca_2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clock_UTC_quote,sequential_ols,pca_2,3,2.6537609881853275,38.054229448487334,2.2529631843800284,3.0383959426447773,2.068827493415621,1.7043644190852865,2.4327892150249166
clock_UTC_quote,ae_reconstruction_selected,pca_selected,3,1.710485762936237,24.527912642071303,1.1743509275648398,2.2701649235237906,1.3639023784003363,0.8931538360689907,1.8563978073423935
clock_UTC_quote,ae_relu_1,pca_selected,3,2.568789854353664,36.83576590270305,2.1747339269909185,2.947006379418613,2.00215152429846,1.6430939678357181,2.3628605568318117
clock_UTC_quote,ae_relu_2,pca_selected,3,1.361643215514917,19.525602938949405,0.807717405080818,1.926197375664319,1.0407954841105438,0.5837129708907036,1.4987449105938153
clock_UTC_quote,ae_selected,pca_selected,3,1.710485762936237,24.527912642071303,1.1743509275648398,2.2701649235237906,1.3639023784003363,0.8931538360689907,1.8563978073423935
clock_UTC_quote,ae_tanh_1,pca_selected,3,4.092279564249138,58.68220468934597,3.5011631150337807,4.684302727947787,3.334820202429441,2.785240592747196,3.8926118919068804
clock_UTC_quote,ae_tanh_2,pca_selected,3,5.311283208079878,76.16239396313506,4.275377457327001,6.4667146263073025,4.2573331547331215,3.4528825563699352,5.185485624031415
