method,sample,h,q,term,n,effect,coefficient,replicate,block_days,refit_first_stage
sequential_ols,all,6,0.1,e_origin,577,0.8530261949080072,0.08770007128791149,123,3,False
sequential_ols,all,6,0.1,downside,577,1.3515661656013838,57899.86017995494,123,3,False
sequential_ols,all,6,0.1,btc_vol,577,-2.348844789677655,-1049.0776340015248,123,3,False
sequential_ols,all,6,0.1,btc_ret,577,0.6640145881806048,120.86311316570156,123,3,False
sequential_ols,all,6,0.1,account_ls,577,0.8543871138525485,1.4727516874190356,123,3,False
sequential_ols,all,6,0.5,e_origin,577,1.1719486177398395,0.12048865314462862,123,3,False
sequential_ols,all,6,0.5,downside,577,-0.9026435335253783,-38668.42461257183,123,3,False
sequential_ols,all,6,0.5,btc_vol,577,0.8502206909470775,379.7388038399543,123,3,False
sequential_ols,all,6,0.5,btc_ret,577,-0.39052150952433223,-71.08224162455024,123,3,False
sequential_ols,all,6,0.5,account_ls,577,0.12916392696789636,0.22264660633501548,123,3,False
sequential_ols,matched,1,0.1,e_origin,229,1.3457427419936074,0.14024078904170714,123,3,False
sequential_ols,matched,1,0.1,downside,229,-2.9212219903178656,-130084.00553144033,123,3,False
sequential_ols,matched,1,0.1,btc_vol,229,-0.7543873984494479,-346.17605566548167,123,3,False
sequential_ols,matched,1,0.1,btc_ret,229,0.18209333204285794,28.302377722623262,123,3,False
sequential_ols,matched,1,0.1,account_ls,229,1.4701703404394448,2.4488358758356927,123,3,False
sequential_ols,matched,6,0.1,e_origin,229,-0.1327295793041511,-0.013831841963503908,123,3,False
sequential_ols,matched,6,0.1,downside,229,-1.086671288159442,-48390.212838432264,123,3,False
sequential_ols,matched,6,0.1,btc_vol,229,0.6632158859370239,304.338937686738,123,3,False
sequential_ols,matched,6,0.1,btc_ret,229,-1.9079377059930107,-296.546683068769,123,3,False
sequential_ols,matched,6,0.1,account_ls,229,0.24717636167996626,0.41171714970083884,123,3,False
sequential_ols,matched,12,0.1,e_origin,229,-1.3143075602948597,-0.1369649068485244,123,3,False
sequential_ols,matched,12,0.1,downside,229,-0.6138966197717678,-27337.234741764212,123,3,False
sequential_ols,matched,12,0.1,btc_vol,229,-0.06208627097800846,-28.49037569068763,123,3,False
sequential_ols,matched,12,0.1,btc_ret,229,1.1493320529296633,178.63822648419273,123,3,False
sequential_ols,matched,12,0.1,account_ls,229,3.3482772663412055,5.5771642690129015,123,3,False
pca_1,all,6,0.1,e_origin,577,0.8233592284328971,0.0854047952747054,123,3,False
pca_1,all,6,0.1,downside,577,1.3825633385128795,59227.75075847569,123,3,False
pca_1,all,6,0.1,btc_vol,577,-2.398081376989638,-1071.06844529334,123,3,False
pca_1,all,6,0.1,btc_ret,577,0.7545538504764707,137.3429575841619,123,3,False
pca_1,all,6,0.1,account_ls,577,0.7785157647957616,1.341968280765941,123,3,False
pca_1,all,6,0.5,e_origin,577,1.1907728682914327,0.12351560476059181,123,3,False
pca_1,all,6,0.5,downside,577,-0.9167803274754156,-39274.03195458145,123,3,False
pca_1,all,6,0.5,btc_vol,577,0.8401443751142873,375.2383627636555,123,3,False
pca_1,all,6,0.5,btc_ret,577,-0.37277153424856446,-67.85141310266236,123,3,False
pca_1,all,6,0.5,account_ls,577,0.14447282520208338,0.24903535370886257,123,3,False
pca_1,matched,1,0.1,e_origin,229,1.421952511806754,0.14958195942537073,123,3,False
pca_1,matched,1,0.1,downside,229,-2.8114703215801797,-125196.6889459574,123,3,False
pca_1,matched,1,0.1,btc_vol,229,-0.7542606524396935,-346.11789399176035,123,3,False
pca_1,matched,1,0.1,btc_ret,229,0.17838975756275097,27.726739050498878,123,3,False
pca_1,matched,1,0.1,account_ls,229,1.4124744959937183,2.352732961854243,123,3,False
pca_1,matched,6,0.1,e_origin,229,-0.13507594043708684,-0.014209281726385813,123,3,False
pca_1,matched,6,0.1,downside,229,-1.063126127273423,-47341.73078226293,123,3,False
pca_1,matched,6,0.1,btc_vol,229,0.5922635292543735,271.7800600768329,123,3,False
pca_1,matched,6,0.1,btc_ret,229,-2.0424841689045983,-317.4589524629631,123,3,False
pca_1,matched,6,0.1,account_ls,229,0.22114252473868798,0.36835306314988675,123,3,False
pca_1,matched,12,0.1,e_origin,229,-1.3312927208074101,-0.14004502407332756,123,3,False
pca_1,matched,12,0.1,downside,229,-0.4666943366007204,-20782.216779510836,123,3,False
pca_1,matched,12,0.1,btc_vol,229,-0.27911896475897147,-128.08313405061233,123,3,False
pca_1,matched,12,0.1,btc_ret,229,1.0743566712702897,166.98496302959242,123,3,False
pca_1,matched,12,0.1,account_ls,229,3.209432724588288,5.345893452525827,123,3,False
pca_2,all,6,0.1,e_origin,577,0.8125477900663607,0.11799856255630371,123,3,False
pca_2,all,6,0.1,downside,577,0.05494339213974562,2353.7247407256714,123,3,False
pca_2,all,6,0.1,btc_vol,577,-0.09043587089920184,-40.3918768446263,123,3,False
pca_2,all,6,0.1,btc_ret,577,0.012394941313087774,2.2561118705399474,123,3,False
pca_2,all,6,0.1,account_ls,577,1.776820519979981,3.062798322462643,123,3,False
