scenario,model,period,n,days,mae_bp,rmse_bp,residual_mean_bp,residual_q10_bp,residual_q50_bp,residual_q90_bp,residual_lag1h_corr,exact_1h_pairs
clock_NY_quote,eq4_exclude_XRP,2026-01,346,21,7.727058906218308,9.49466776184815,-3.0724369040557913,-14.292282308633528,-3.4883285285747263,9.17675628534771,0.17857851301625016,315
clock_NY_quote,eq4_exclude_SOL,2026-01,346,21,7.808559731310189,9.469160172968575,-3.277810211089504,-14.60359204273023,-4.220318520477427,8.972744506780755,0.17038098915195557,315
clock_NY_quote,eq4_exclude_DOGE,2026-01,346,21,5.333996004181993,6.54012477385087,-2.4672901031221133,-10.19515779025911,-2.8812040370367917,5.9629370352501105,0.2393545298105109,315
clock_NY_quote,individual_five_ols,2026-01,346,21,5.489188640368389,6.690937595375518,-2.571895157245853,-10.765693832591445,-3.146189427597676,5.5572458951852255,0.2286392319612666,315
clock_NY_quote,eq4_exclude_BTC,2026-02,324,20,9.888640350688604,12.149295230743528,-0.1896098908490085,-17.51100855634361,0.078417713807724,16.63464298493959,0.07051956469605822,300
clock_NY_quote,eq4_exclude_ETH,2026-02,324,20,9.72654446736515,11.95873508670546,0.10668366115508963,-16.536609368898322,-0.34525361617897943,16.077138144957182,0.040474199181451315,300
clock_NY_quote,eq4_exclude_XRP,2026-02,324,20,9.938103445167158,12.259419579727611,-0.27870210838878895,-16.829436213569515,-0.13073672636222966,15.790394648080389,0.09893178790595296,300
clock_NY_quote,eq4_exclude_SOL,2026-02,324,20,9.862278086242867,12.037023982359546,-0.38443869660062313,-17.754446952729147,0.07853953171607486,15.617774127380883,0.06414628652824189,300
clock_NY_quote,eq4_exclude_DOGE,2026-02,324,20,5.379602038174648,6.713688297709208,-0.7596534761493757,-9.573234036131662,-0.8968620845500368,7.584483741278356,0.3112886705341506,300
clock_NY_quote,individual_five_ols,2026-02,324,20,5.280713296130911,6.565019716764578,-0.6585476478562006,-8.786187704678051,-1.149885280161584,8.064810413704464,0.2543152088552591,300
clock_NY_quote,eq4_exclude_BTC,2026-03,237,14,10.447007735059291,12.97624711019252,-3.8728854400486723,-20.17331005761173,-3.342732146876372,13.107773990957755,0.2827813045054165,219
clock_NY_quote,eq4_exclude_ETH,2026-03,237,14,10.197537369860159,12.610528955954157,-3.332311144086124,-19.182913442349292,-2.9811269819922614,12.684039275580423,0.24393165120171534,219
clock_NY_quote,eq4_exclude_XRP,2026-03,237,14,10.667969221709196,13.107771293424372,-4.056452334712599,-19.476212950635293,-3.830988769875482,12.507823268360047,0.2869881288602036,219
clock_NY_quote,eq4_exclude_SOL,2026-03,237,14,10.565870168357149,12.98201094682528,-3.952414821515327,-19.948895465610327,-3.393163393471326,12.103948430390375,0.2717933015674094,219
clock_NY_quote,eq4_exclude_DOGE,2026-03,237,14,6.715303409474756,8.08525130208401,-3.0206282933747683,-12.63263419028252,-3.568061831726112,6.951547133987368,0.26657764885567026,219
clock_NY_quote,individual_five_ols,2026-03,237,14,6.5551666008574205,7.8892367133357295,-2.6890797895701275,-12.054470982812058,-3.6723424738256085,7.132877474141646,0.23200048374519552,219
clock_FXUTC_USNY_quote,eq4_exclude_BTC,2026-01,346,26,7.772938731282583,9.5514567367734,-1.8803292054385286,-14.219059171791049,-2.435396093452131,10.811964505608536,0.1601539539021216,315
clock_FXUTC_USNY_quote,eq4_exclude_ETH,2026-01,346,26,7.678915445063618,9.41469956626411,-1.7753580383738061,-13.567439211069118,-2.2070406482476557,10.820980665233966,0.15786402899115598,315
clock_FXUTC_USNY_quote,eq4_exclude_XRP,2026-01,346,26,7.746545837806296,9.482422969981695,-2.1398159711086966,-13.873717864471573,-2.949886726674091,11.111722425522496,0.17314733717511877,315
