mode,definition,model,info,calibration,n,days,loss_bp,below_rate,below_lo,below_hi
available_macro,CAP,boosting,base,raw,1088,78,1.2474140694611324,0.16636029411764705,0.14455837039033373,0.18789756286121626
available_macro,CAP,boosting,base,calibrated,1088,78,1.2272108568648095,0.09558823529411764,0.08078553655233235,0.11153518943576776
available_macro,CAP,boosting,full,raw,1088,78,1.263492982977301,0.17647058823529413,0.15255355094378978,0.20061060037455355
available_macro,CAP,boosting,full,calibrated,1088,78,1.2260692804781934,0.10202205882352941,0.08531962376538035,0.11881235176749613
available_macro,CAP,boosting,history,raw,1088,78,1.298130530952222,0.18382352941176472,0.15935060844192447,0.2086585759670437
available_macro,CAP,boosting,history,calibrated,1088,78,1.2277635423732722,0.10018382352941177,0.08458576739245884,0.11723333070068274
available_macro,CAP,linear,base,raw,1088,78,1.2792452436675281,0.15257352941176472,0.1350585907445994,0.16996492317899747
available_macro,CAP,linear,base,calibrated,1088,78,1.2962800173920719,0.09375,0.07777514481305951,0.11092824949233131
available_macro,CAP,linear,full,raw,1088,78,1.286294347063712,0.15808823529411764,0.13893959004060766,0.17749281048751014
available_macro,CAP,linear,full,calibrated,1088,78,1.3574013511101686,0.09375,0.07678216864363074,0.11091873470518088
available_macro,CAP,linear,history,raw,1088,78,1.2798830397385497,0.15716911764705882,0.1372155499367889,0.1764152616084571
available_macro,CAP,linear,history,calibrated,1088,78,1.2989375675265886,0.09650735294117647,0.07985717613579127,0.11385559532101938
available_macro,CAP,qrf,base,raw,1088,78,1.2623162574197173,0.1645220588235294,0.1439292594938084,0.1842407882711814
available_macro,CAP,qrf,base,calibrated,1088,78,1.2585293376767512,0.0974264705882353,0.08182305732030334,0.11424466970103417
available_macro,CAP,qrf,full,raw,1088,78,1.2352206112139499,0.14705882352941177,0.12608633362401894,0.1675584140290023
available_macro,CAP,qrf,full,calibrated,1088,78,1.2464881144489832,0.09466911764705882,0.07913189874388234,0.11218917266093899
available_macro,CAP,qrf,history,raw,1088,78,1.2391113589304177,0.15716911764705882,0.13627144814792072,0.17774759010253577
available_macro,CAP,qrf,history,calibrated,1088,78,1.2444144071307488,0.09558823529411764,0.07907362429383027,0.11410210299875814
available_macro,EQ,boosting,base,raw,1088,78,1.819040445602393,0.18290441176470587,0.16231757299192967,0.20294324772162387
available_macro,EQ,boosting,base,calibrated,1088,78,1.7567834377473985,0.0974264705882353,0.08365338252279124,0.11131633422599808
available_macro,EQ,boosting,full,raw,1088,78,1.820550188490704,0.17647058823529413,0.15636098852603708,0.19602097898818818
available_macro,EQ,boosting,full,calibrated,1088,78,1.7785854745675507,0.0974264705882353,0.08325272404279878,0.11174958231979154
available_macro,EQ,boosting,history,raw,1088,78,1.8329475432737992,0.1792279411764706,0.16028634570395117,0.19779208831646733
available_macro,EQ,boosting,history,calibrated,1088,78,1.7933132563049425,0.10110294117647059,0.08665251436649715,0.11602237107297489
available_macro,EQ,linear,base,raw,1088,78,1.8366489615048618,0.14154411764705882,0.12217867782664207,0.16015985007078407
available_macro,EQ,linear,base,calibrated,1088,78,1.8117756511823115,0.09191176470588236,0.07699005852076429,0.10636647477412649
available_macro,EQ,linear,full,raw,1088,78,1.8571746384732077,0.14522058823529413,0.1249944641275465,0.16532258064516128
available_macro,EQ,linear,full,calibrated,1088,78,1.8316090896593675,0.09283088235294118,0.07853786492590212,0.10707115401805667
available_macro,EQ,linear,history,raw,1088,78,1.841273862522935,0.14430147058823528,0.12463754004205298,0.16342246428348864
available_macro,EQ,linear,history,calibrated,1088,78,1.823232796434818,0.09283088235294118,0.07946990302743615,0.10674828662409987
available_macro,EQ,qrf,base,raw,1088,78,1.691410601821348,0.16268382352941177,0.14228085367563337,0.18336391607803973
available_macro,EQ,qrf,base,calibrated,1088,78,1.6697137134580575,0.10294117647058823,0.08862976376263207,0.11776164980187968
available_macro,EQ,qrf,full,raw,1088,78,1.7100798663929933,0.1636029411764706,0.14269681047197638,0.18515293478629868
available_macro,EQ,qrf,full,calibrated,1088,78,1.6863690932466955,0.10386029411764706,0.08808242620145458,0.12092158192992257
available_macro,EQ,qrf,history,raw,1088,78,1.6896727048763238,0.17095588235294118,0.1482069222936055,0.1941235153923794
available_macro,EQ,qrf,history,calibrated,1088,78,1.647673426128014,0.10294117647058823,0.08931621350849564,0.11717348044031337
available_macro,PCA,boosting,base,raw,1088,78,1.808557336094154,0.18198529411764705,0.16125667417511366,0.20178007262981015
available_macro,PCA,boosting,base,calibrated,1088,78,1.7472418034242057,0.09834558823529412,0.08447761619008975,0.11216823677768711
available_macro,PCA,boosting,full,raw,1088,78,1.801388669147965,0.17463235294117646,0.15471883885345422,0.19360730593607306
available_macro,PCA,boosting,full,calibrated,1088,78,1.7636706903145505,0.09558823529411764,0.08208572700338011,0.1094409765759872
