mode,definition,model,info,calibration,n,days,loss_bp,below_rate,below_lo,below_hi
available_macro,PCA,boosting,history,raw,1088,78,1.8146445415737786,0.17738970588235295,0.15593713138166682,0.19753557628875693
available_macro,PCA,boosting,history,calibrated,1088,78,1.7831276579174462,0.10018382352941177,0.08466748937337172,0.11682683786505538
available_macro,PCA,linear,base,raw,1088,78,1.814917147572572,0.13970588235294118,0.11950811417272769,0.15818607828952655
available_macro,PCA,linear,base,calibrated,1088,78,1.7999726855776117,0.09283088235294118,0.07752552116692277,0.10707812023191944
available_macro,PCA,linear,full,raw,1088,78,1.8375935852054783,0.14522058823529413,0.12488258469137119,0.16558329566225752
available_macro,PCA,linear,full,calibrated,1088,78,1.8138085229906362,0.09650735294117647,0.08226891942325289,0.11003686367350864
available_macro,PCA,linear,history,raw,1088,78,1.8253120271286871,0.14430147058823528,0.12463754004205298,0.16342246428348864
available_macro,PCA,linear,history,calibrated,1088,78,1.8066638286037655,0.09283088235294118,0.07878950437203312,0.10657202451296058
available_macro,PCA,qrf,base,raw,1088,78,1.6863934997316279,0.1636029411764706,0.14285714285714285,0.18457286187414768
available_macro,PCA,qrf,base,calibrated,1088,78,1.665688026192995,0.10202205882352941,0.08742194469223907,0.11687170474516696
available_macro,PCA,qrf,full,raw,1088,78,1.6892495399739094,0.16727941176470587,0.14522042838874683,0.1902255639097744
available_macro,PCA,qrf,full,calibrated,1088,78,1.665915059695513,0.10477941176470588,0.08949165509175794,0.1202358248716161
available_macro,PCA,qrf,history,raw,1088,78,1.6688588850109813,0.15992647058823528,0.14090864614837217,0.18012247549938612
available_macro,PCA,qrf,history,calibrated,1088,78,1.6468256679373587,0.09834558823529412,0.0838197988480019,0.11357997540613356
strict,CAP,boosting,base,raw,467,77,1.31938007901495,0.16916488222698073,0.14596949891067537,0.1914169980851377
strict,CAP,boosting,base,calibrated,467,77,1.2776469285570708,0.09635974304068523,0.07484336770051056,0.1191588785046729
strict,CAP,boosting,full,raw,467,77,1.3370378070055318,0.16916488222698073,0.14699059133675743,0.19206103672193486
strict,CAP,boosting,full,calibrated,467,77,1.3109558945866562,0.09421841541755889,0.07053808915842111,0.1185063742110722
strict,CAP,boosting,history,raw,467,77,1.3243439571616102,0.16916488222698073,0.14699014378931738,0.1906698009420016
strict,CAP,boosting,history,calibrated,467,77,1.3080024090655678,0.08993576017130621,0.06837136187356452,0.11268216675323088
strict,CAP,linear,base,raw,467,77,1.314626074508382,0.14132762312633834,0.1111111111111111,0.17025938208960392
strict,CAP,linear,base,calibrated,467,77,1.483755744548917,0.09207708779443255,0.0662496512635273,0.1194430536488196
strict,CAP,linear,full,raw,467,77,1.3116082675423244,0.14346895074946467,0.1127644027894994,0.17381974248927037
strict,CAP,linear,full,calibrated,467,77,1.5036414599821548,0.09207708779443255,0.06536969542500319,0.12083432069510268
strict,CAP,linear,history,raw,467,77,1.322415673101641,0.145610278372591,0.11563317634746206,0.1750713716259823
strict,CAP,linear,history,calibrated,467,77,1.5010125674713235,0.08779443254817987,0.0625,0.11468265904647315
strict,CAP,qrf,base,raw,467,77,1.26741995093627,0.1670235546038544,0.1425328436837388,0.1916676289453426
strict,CAP,qrf,base,calibrated,467,77,1.2426570329343445,0.08993576017130621,0.06410109722466702,0.11842233009708737
strict,CAP,qrf,full,raw,467,77,1.2914760495704276,0.17130620985010706,0.14256154387198874,0.19811944144293908
strict,CAP,qrf,full,calibrated,467,77,1.250186111664794,0.08993576017130621,0.06512354399460435,0.11618977051401473
strict,CAP,qrf,history,raw,467,77,1.274305700271799,0.1670235546038544,0.14136875169483865,0.19167821606254443
strict,CAP,qrf,history,calibrated,467,77,1.239802650853957,0.09421841541755889,0.07462359256349829,0.11400175438596491
strict,EQ,boosting,base,raw,467,77,1.9808655933708967,0.20556745182012848,0.17871994865972257,0.23111943220753792
strict,EQ,boosting,base,calibrated,467,77,1.8212249097764273,0.09207708779443255,0.06372927511085405,0.12174557591843796
strict,EQ,boosting,full,raw,467,77,1.9429964273970073,0.21413276231263384,0.18792742333413823,0.24058968037639542
strict,EQ,boosting,full,calibrated,467,77,1.808175436020817,0.08565310492505353,0.06319121414259264,0.10883680829779392
strict,EQ,boosting,history,raw,467,77,1.9371778809038604,0.20985010706638116,0.1877637130801688,0.2316325262624621
strict,EQ,boosting,history,calibrated,467,77,1.80859701949955,0.08779443254817987,0.06557377049180328,0.10983981693363844
strict,EQ,linear,base,raw,467,77,1.991236576194945,0.19271948608137046,0.15980628199806282,0.22560975609756098
strict,EQ,linear,base,calibrated,467,77,1.8990047625156072,0.08565310492505353,0.058304132349909936,0.11160756758226074
strict,EQ,linear,full,raw,467,77,1.955025387621264,0.1777301927194861,0.14789903061714177,0.2087939087939088
strict,EQ,linear,full,calibrated,467,77,1.8918180686297668,0.07922912205567452,0.0554368638278358,0.10298663741523732
strict,EQ,linear,history,raw,467,77,2.048266525228347,0.20556745182012848,0.17361313105499152,0.23959120770338374
strict,EQ,linear,history,calibrated,467,77,1.8924174531757945,0.08993576017130621,0.06377589857037513,0.1163785394310166
strict,EQ,qrf,base,raw,467,77,1.8105468332826806,0.1841541755888651,0.15763791651629977,0.21224489795918366
strict,EQ,qrf,base,calibrated,467,77,1.7753503691284238,0.08993576017130621,0.06680316091954022,0.1150054455679964
strict,EQ,qrf,full,raw,467,77,1.7903870698110806,0.16488222698072805,0.13808085337955636,0.19267275575174433
strict,EQ,qrf,full,calibrated,467,77,1.7799485725662625,0.08993576017130621,0.06515396023427092,0.11663414612947665
strict,EQ,qrf,history,raw,467,77,1.793762237785914,0.17558886509635974,0.1487025496009957,0.20356251300187225
strict,EQ,qrf,history,calibrated,467,77,1.7705198050091058,0.08565310492505353,0.06377696850108092,0.10973629726490138
strict,PCA,boosting,base,raw,467,77,1.908254399102871,0.1948608137044968,0.16593838157437107,0.22268176293161662
strict,PCA,boosting,base,calibrated,467,77,1.8227493058014304,0.07708779443254818,0.051639508200172636,0.10268030177187154
strict,PCA,boosting,full,raw,467,77,1.9004493736869665,0.20342612419700215,0.1761859838274933,0.23000712830957232
strict,PCA,boosting,full,calibrated,467,77,1.7968653267360442,0.07922912205567452,0.056179775280898875,0.10235635011754414
strict,PCA,boosting,history,raw,467,77,1.9217341048440304,0.2012847965738758,0.17466902335897969,0.22470007057163022
strict,PCA,boosting,history,calibrated,467,77,1.8432156185246988,0.08779443254817987,0.06444444444444444,0.11157894736842106
strict,PCA,linear,base,raw,467,77,1.9491773270373298,0.1777301927194861,0.14285714285714285,0.21429329693660903
strict,PCA,linear,base,calibrated,467,77,1.874392617801335,0.09207708779443255,0.06465767712135886,0.12034605445148139
strict,PCA,linear,full,raw,467,77,1.9369422378395167,0.1777301927194861,0.14789903061714177,0.2087939087939088
strict,PCA,linear,full,calibrated,467,77,1.8737432878171645,0.07708779443254818,0.05287305686363866,0.10101222753854333
strict,PCA,linear,history,raw,467,77,2.026005924034843,0.20556745182012848,0.17361313105499152,0.23959120770338374
strict,PCA,linear,history,calibrated,467,77,1.8737315332283762,0.08779443254817987,0.06094689568829789,0.11458665074309977
strict,PCA,qrf,base,raw,467,77,1.8123878651059564,0.18629550321199143,0.158723166212153,0.21429267613478137
strict,PCA,qrf,base,calibrated,467,77,1.7653718425409155,0.09207708779443255,0.06786748847633949,0.11764705882352941
strict,PCA,qrf,full,raw,467,77,1.793702279927202,0.16059957173447537,0.13432681633156532,0.18620919030506922
strict,PCA,qrf,full,calibrated,467,77,1.7745377245150686,0.08993576017130621,0.06600480691864057,0.11498973305954825
strict,PCA,qrf,history,raw,467,77,1.8251040371487421,0.17987152034261242,0.15369219455825192,0.20642349807635396
strict,PCA,qrf,history,calibrated,467,77,1.788072660910632,0.08779443254817987,0.0642824377457405,0.1118032853873815
