mode,definition,fold,info,model,window,form,params,validation_loss_bp,train_n,test_n
available_macro,CAP,2026-02,base,linear,all,level,"{""alpha"": 0.0}",1.2020126155339668,2469,280
available_macro,CAP,2026-02,base,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2935431965651445,2469,280
available_macro,CAP,2026-02,base,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2646100509048925,887,280
available_macro,CAP,2026-02,full,linear,all,change,"{""alpha"": 0.01}",1.2084517462776259,2469,280
available_macro,CAP,2026-02,full,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2953912454076713,2469,280
available_macro,CAP,2026-02,full,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2769974235412982,887,280
available_macro,CAP,2026-02,history,linear,all,level,"{""alpha"": 0.0}",1.2010376670333496,2469,280
available_macro,CAP,2026-02,history,boosting,all,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2922924277261385,2469,280
available_macro,CAP,2026-02,history,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2804634385530143,887,280
available_macro,CAP,2026-03,base,linear,90,level,"{""alpha"": 0.05}",1.2021910029559553,887,201
available_macro,CAP,2026-03,base,boosting,90,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2573983864878493,887,201
available_macro,CAP,2026-03,base,qrf,all,change,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1.247238639779638,2749,201
available_macro,CAP,2026-03,full,linear,90,level,"{""alpha"": 0.05}",1.2021910029559553,887,201
available_macro,CAP,2026-03,full,boosting,90,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2489002335428203,887,201
available_macro,CAP,2026-03,full,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2439034381676009,2749,201
available_macro,CAP,2026-03,history,linear,90,level,"{""alpha"": 0.05}",1.2021910029559553,887,201
available_macro,CAP,2026-03,history,boosting,90,level,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.2575304751506249,887,201
available_macro,CAP,2026-03,history,qrf,all,change,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 40}",1.230065847491559,2749,201
available_macro,PCA,2025-11,base,linear,all,change,"{""alpha"": 0.05}",1.2537785034540985,1582,280
available_macro,PCA,2025-11,base,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 40, ""n_estimators"": 250}",1.1970625399066206,1582,280
available_macro,PCA,2025-11,base,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2859494654555048,1582,280
available_macro,PCA,2025-11,full,linear,all,change,"{""alpha"": 0.05}",1.2537785034540985,1582,280
available_macro,PCA,2025-11,full,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 40, ""n_estimators"": 250}",1.2246605356827496,1582,280
available_macro,PCA,2025-11,full,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2937053889185666,1582,280
available_macro,PCA,2025-11,history,linear,all,change,"{""alpha"": 0.05}",1.2537785034540985,1582,280
available_macro,PCA,2025-11,history,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 40, ""n_estimators"": 250}",1.2274947544756327,1582,280
available_macro,PCA,2025-11,history,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.2853146671008142,1582,280
available_macro,PCA,2025-12,base,linear,90,change,"{""alpha"": 0.05}",1.7342600094197629,940,313
available_macro,PCA,2025-12,base,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.6500482354789068,940,313
available_macro,PCA,2025-12,base,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.671391639009151,1862,313
available_macro,PCA,2025-12,full,linear,90,change,"{""alpha"": 0.05}",1.7342600094197629,940,313
available_macro,PCA,2025-12,full,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.6500482354789068,940,313
available_macro,PCA,2025-12,full,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.6830251029488779,1862,313
available_macro,PCA,2025-12,history,linear,90,change,"{""alpha"": 0.05}",1.7342600094197629,940,313
available_macro,PCA,2025-12,history,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.65490067243274,940,313
available_macro,PCA,2025-12,history,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.6693144403367348,1862,313
available_macro,PCA,2026-01,base,linear,90,change,"{""alpha"": 0.05}",1.923655378378169,908,294
available_macro,PCA,2026-01,base,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.6243759960555104,2175,294
available_macro,PCA,2026-01,base,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.6494625353409686,2175,294
available_macro,PCA,2026-01,full,linear,90,change,"{""alpha"": 0.05}",1.923655378378169,908,294
available_macro,PCA,2026-01,full,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.6397908834999027,2175,294
available_macro,PCA,2026-01,full,qrf,all,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.665427083278259,2175,294
available_macro,PCA,2026-01,history,linear,90,change,"{""alpha"": 0.05}",1.923655378378169,908,294
available_macro,PCA,2026-01,history,boosting,all,change,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.6402031081125337,2175,294
available_macro,PCA,2026-01,history,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.6603668677440473,908,294
available_macro,PCA,2026-02,base,linear,90,level,"{""alpha"": 0.01}",1.3475182079968966,887,280
available_macro,PCA,2026-02,base,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.4708998606647319,887,280
available_macro,PCA,2026-02,base,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.4407559667644456,887,280
available_macro,PCA,2026-02,full,linear,all,level,"{""alpha"": 0.0}",1.3302100991961914,2469,280
available_macro,PCA,2026-02,full,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.4700770247828816,887,280
available_macro,PCA,2026-02,full,qrf,90,change,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 40}",1.4430314556122232,887,280
available_macro,PCA,2026-02,history,linear,all,level,"{""alpha"": 0.01}",1.337625966944271,2469,280
available_macro,PCA,2026-02,history,boosting,90,change,"{""max_depth"": 1, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.4700770247828816,887,280
available_macro,PCA,2026-02,history,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.4195067767436906,887,280
available_macro,PCA,2026-03,base,linear,90,level,"{""alpha"": 0.01}",1.923499092261276,887,201
available_macro,PCA,2026-03,base,boosting,90,level,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.9789077428214898,887,201
available_macro,PCA,2026-03,base,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.916074270674073,887,201
available_macro,PCA,2026-03,full,linear,90,level,"{""alpha"": 0.01}",1.9042733690592668,887,201
available_macro,PCA,2026-03,full,boosting,90,level,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.951661012379959,887,201
available_macro,PCA,2026-03,full,qrf,90,change,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1.9008652166054116,887,201
available_macro,PCA,2026-03,history,linear,90,level,"{""alpha"": 0.01}",1.8640673735219353,887,201
available_macro,PCA,2026-03,history,boosting,90,level,"{""max_depth"": 2, ""min_samples_leaf"": 20, ""n_estimators"": 150}",1.9168333551413224,887,201
available_macro,PCA,2026-03,history,qrf,90,change,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",1.8751773322861718,887,201
