mode,definition,model,info,calibration,reference_model,reference_info,reference_calibration,block_days,comparison,n,difference_bp,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months,months
available_macro,EQ,boosting,full,raw,linear,full,raw,10,algorithm_vs_linear,1088,-0.036624449982503526,-0.1008132450774998,0.02609953748525051,1.972052020515036,-1.451201642242739,5.233711272753308,0.261,2,4
available_macro,EQ,qrf,full,raw,linear,full,raw,1,algorithm_vs_linear,1088,-0.1470947720802143,-0.2267836511684687,-0.06639154689535415,7.920352186218837,3.5931746921541214,11.875716945060828,0.0015,4,4
available_macro,EQ,qrf,full,raw,linear,full,raw,5,algorithm_vs_linear,1088,-0.1470947720802143,-0.2185813058585429,-0.07842227414694104,7.920352186218837,4.5142643884082485,11.110302002429668,0.0005,4,4
available_macro,EQ,qrf,full,raw,linear,full,raw,10,algorithm_vs_linear,1088,-0.1470947720802143,-0.20091044995890192,-0.09428002107871811,7.920352186218837,5.433948410894672,10.260195535103586,0.0005,4,4
available_macro,EQ,boosting,history,raw,linear,history,raw,1,algorithm_vs_linear,1088,-0.008326319249135758,-0.08338799248807448,0.06713686551504054,0.45220428197069173,-3.8196114650586983,4.134154498215493,0.828,2,4
available_macro,EQ,boosting,history,raw,linear,history,raw,5,algorithm_vs_linear,1088,-0.008326319249135758,-0.07413168497101885,0.05419482460989608,0.45220428197069173,-3.1317089242433553,3.770760585325569,0.8,2,4
available_macro,EQ,boosting,history,raw,linear,history,raw,10,algorithm_vs_linear,1088,-0.008326319249135758,-0.059431151483359014,0.04187621977528457,0.45220428197069173,-2.4178001427502878,3.01751647283213,0.756,2,4
available_macro,EQ,qrf,history,raw,linear,history,raw,1,algorithm_vs_linear,1088,-0.1516011576466112,-0.22711892265217004,-0.07391812355343436,8.23349316645844,4.2168843829068585,11.734099278238968,0.0005,4,4
available_macro,EQ,qrf,history,raw,linear,history,raw,5,algorithm_vs_linear,1088,-0.1516011576466112,-0.22106413096912889,-0.08345139591411566,8.23349316645844,4.8325868448055385,11.149882934999916,0.0005,4,4
available_macro,EQ,qrf,history,raw,linear,history,raw,10,algorithm_vs_linear,1088,-0.1516011576466112,-0.20523091053163928,-0.09830920068069875,8.23349316645844,5.711065506845296,10.45916717222734,0.0005,4,4
available_macro,EQ,linear,full,raw,linear,base,raw,1,position_levels,1088,0.020525676968345875,-0.0035913951459861575,0.04382133550697806,-1.1175612432507531,-2.4180838328512055,0.19967706128962218,0.0905,1,4
available_macro,EQ,linear,full,raw,linear,base,raw,5,position_levels,1088,0.020525676968345875,-0.00907788899080267,0.05047300896080012,-1.1175612432507531,-2.7705012283760353,0.5124306018121961,0.193,1,4
available_macro,EQ,linear,full,raw,linear,base,raw,10,position_levels,1088,0.020525676968345875,-0.005315266855122578,0.049178357605258426,-1.1175612432507531,-2.7129501811329013,0.28483166576758134,0.1595,1,4
available_macro,EQ,linear,history,raw,linear,full,raw,1,position_changes,1088,-0.01590077595027261,-0.046722666505623636,0.016139095720548557,0.8561809762459793,-0.87235658075218,2.535161930713343,0.297,1,4
available_macro,EQ,linear,history,raw,linear,full,raw,5,position_changes,1088,-0.01590077595027261,-0.04721128012768646,0.012490901555638189,0.8561809762459793,-0.6809816245066327,2.578597079527554,0.305,1,4
available_macro,EQ,linear,history,raw,linear,full,raw,10,position_changes,1088,-0.01590077595027261,-0.04015029539122841,0.006344645863719217,0.8561809762459793,-0.3379227499243214,2.1847595310586794,0.2035,1,4
available_macro,EQ,linear,history,raw,linear,base,raw,1,position_all,1088,0.0046249010180732615,-0.019086406620209193,0.02844769525520132,-0.25181192024217314,-1.5439927940179152,1.0580297704730124,0.703,0,4
available_macro,EQ,linear,history,raw,linear,base,raw,5,position_all,1088,0.0046249010180732615,-0.011867642184657275,0.02065685267845346,-0.25181192024217314,-1.1069474049977366,0.6537134277821415,0.572,0,4
available_macro,EQ,linear,history,raw,linear,base,raw,10,position_all,1088,0.0046249010180732615,-0.008635617796005985,0.01678050399662221,-0.25181192024217314,-0.9105493915636649,0.486133051283861,0.4675,0,4
available_macro,EQ,boosting,full,raw,boosting,base,raw,1,position_levels,1088,0.001509742888311067,-0.028400688299645763,0.031092723608728147,-0.0829966640907287,-1.7447896507167906,1.533099177928789,0.929,2,4
available_macro,EQ,boosting,full,raw,boosting,base,raw,5,position_levels,1088,0.001509742888311067,-0.014394135216741462,0.019705630365141107,-0.0829966640907287,-1.1055116571511017,0.7903578063321082,0.8655,2,4
available_macro,EQ,boosting,full,raw,boosting,base,raw,10,position_levels,1088,0.001509742888311067,-0.010009147916216807,0.012884473946418312,-0.0829966640907287,-0.7004741534307143,0.5565634837610433,0.8045,2,4
available_macro,EQ,boosting,history,raw,boosting,full,raw,1,position_changes,1088,0.012397354783095147,-0.006942253855004835,0.030801651818292423,-0.6809674823286871,-1.676030251670417,0.3820129576203581,0.1975,1,4
available_macro,EQ,boosting,history,raw,boosting,full,raw,5,position_changes,1088,0.012397354783095147,-0.006728235042870188,0.03079010761726184,-0.6809674823286871,-1.6861036728818533,0.35675568744143277,0.1855,1,4
available_macro,EQ,boosting,history,raw,boosting,full,raw,10,position_changes,1088,0.012397354783095147,-0.0018138220028479353,0.027056467884187106,-0.6809674823286871,-1.4970883237382067,0.09713108414735727,0.091,1,4
available_macro,EQ,boosting,history,raw,boosting,base,raw,1,position_all,1088,0.013907097671406207,-0.016499377796447882,0.04514269530421031,-0.7645293267132702,-2.562912012559824,0.9075837638496816,0.3835,2,4
available_macro,EQ,boosting,history,raw,boosting,base,raw,5,position_all,1088,0.013907097671406207,-0.011031079910213876,0.03947544630154227,-0.7645293267132702,-2.2321198033949434,0.6033930631203805,0.2595,2,4
available_macro,EQ,boosting,history,raw,boosting,base,raw,10,position_all,1088,0.013907097671406207,-0.0025419568971340204,0.030719142125999275,-0.7645293267132702,-1.686908606082471,0.14185867683740827,0.0995,2,4
available_macro,EQ,qrf,full,raw,qrf,base,raw,1,position_levels,1088,0.018669264571645187,-0.007387370971647041,0.04781617525064044,-1.1037689223150071,-2.7098036435065866,0.4434276470962616,0.1775,0,4
available_macro,EQ,qrf,full,raw,qrf,base,raw,5,position_levels,1088,0.018669264571645187,-0.00914443538591862,0.04573013246090214,-1.1037689223150071,-2.6451524572859464,0.5319703507511121,0.1785,0,4
available_macro,EQ,qrf,full,raw,qrf,base,raw,10,position_levels,1088,0.018669264571645187,-0.0011587821852670922,0.03831682909490449,-1.1037689223150071,-2.192499061026146,0.06896071786090664,0.068,0,4
available_macro,EQ,qrf,history,raw,qrf,full,raw,1,position_changes,1088,-0.02040716151666949,-0.04223810270783516,0.0014594942929285124,1.1933455224938383,-0.08914685887974161,2.3972380655144327,0.0705,4,4
available_macro,EQ,qrf,history,raw,qrf,full,raw,5,position_changes,1088,-0.02040716151666949,-0.04039325637304481,-0.001479760991870978,1.1933455224938383,0.09065758389075504,2.3793243496536376,0.0385,4,4
available_macro,EQ,qrf,history,raw,qrf,full,raw,10,position_changes,1088,-0.02040716151666949,-0.03318044159718851,-0.008361683395704513,1.1933455224938383,0.48633243186660796,1.9318645296649997,0.0005,4,4
available_macro,EQ,qrf,history,raw,qrf,base,raw,1,position_all,1088,-0.0017378969450243008,-0.020279498098574694,0.018509951400911193,0.1027483771919524,-1.049995310393035,1.2066357485752413,0.8595,2,4
available_macro,EQ,qrf,history,raw,qrf,base,raw,5,position_all,1088,-0.0017378969450243008,-0.02184184499329379,0.01878728814593081,0.1027483771919524,-1.0718622807927016,1.3398858828555082,0.8655,2,4
available_macro,EQ,qrf,history,raw,qrf,base,raw,10,position_all,1088,-0.0017378969450243008,-0.01626494072231846,0.013720330216674154,0.1027483771919524,-0.782699861937835,1.008593646848274,0.833,2,4
available_macro,EQ,boosting,base,calibrated,linear,base,calibrated,1,algorithm_vs_linear,1088,-0.054992213434912854,-0.11483315415011071,0.0016269813680704355,3.03526617100891,-0.09030068075467515,6.181463858399123,0.065,2,4
available_macro,EQ,boosting,base,calibrated,linear,base,calibrated,5,algorithm_vs_linear,1088,-0.054992213434912854,-0.10998726915404865,0.0031660713910229006,3.03526617100891,-0.18515783112771084,6.129632111129675,0.0575,2,4
available_macro,EQ,boosting,base,calibrated,linear,base,calibrated,10,algorithm_vs_linear,1088,-0.054992213434912854,-0.10688506060312077,-0.003637699463526798,3.03526617100891,0.20211325088225057,5.8443528518363745,0.034,2,4
available_macro,EQ,qrf,base,calibrated,linear,base,calibrated,1,algorithm_vs_linear,1088,-0.14206193772425377,-0.20476258324481578,-0.0793575287314759,7.841033608744475,4.525503717189411,11.10044089558703,0.0005,4,4
available_macro,EQ,qrf,base,calibrated,linear,base,calibrated,5,algorithm_vs_linear,1088,-0.14206193772425377,-0.19906106858619377,-0.08608184483110833,7.841033608744475,4.86864909150414,10.671575425613714,0.0005,4,4
available_macro,EQ,qrf,base,calibrated,linear,base,calibrated,10,algorithm_vs_linear,1088,-0.14206193772425377,-0.1958003509712086,-0.08486270168433042,7.841033608744475,4.821879986834951,10.520787225346256,0.0005,4,4
available_macro,EQ,boosting,full,calibrated,linear,full,calibrated,1,algorithm_vs_linear,1088,-0.05302361509181673,-0.12318971027899323,0.018841925335783716,2.894919848955213,-1.0434250010874755,6.628254650102059,0.1535,3,4
available_macro,EQ,boosting,full,calibrated,linear,full,calibrated,5,algorithm_vs_linear,1088,-0.05302361509181673,-0.13137388357767363,0.02334202237549007,2.894919848955213,-1.3203502102219202,6.997346170945428,0.1775,3,4
available_macro,EQ,boosting,full,calibrated,linear,full,calibrated,10,algorithm_vs_linear,1088,-0.05302361509181673,-0.1313745659140118,0.015932990947423214,2.894919848955213,-0.9082503757565854,7.0886047931464224,0.167,3,4
available_macro,EQ,qrf,full,calibrated,linear,full,calibrated,1,algorithm_vs_linear,1088,-0.14523999641267182,-0.22050040626336592,-0.07278004740681622,7.929639421023127,4.077427491756648,11.765007946756697,0.001,4,4
available_macro,EQ,qrf,full,calibrated,linear,full,calibrated,5,algorithm_vs_linear,1088,-0.14523999641267182,-0.2129383360300204,-0.07783489038265133,7.929639421023127,4.354181598783603,11.398404407582873,0.001,4,4
available_macro,EQ,qrf,full,calibrated,linear,full,calibrated,10,algorithm_vs_linear,1088,-0.14523999641267182,-0.21582625001389275,-0.07682386223798424,7.929639421023127,4.400980700873978,11.393228790338053,0.0005,4,4
available_macro,EQ,boosting,history,calibrated,linear,history,calibrated,1,algorithm_vs_linear,1088,-0.02991954012987558,-0.09086223640933103,0.03110962179462468,1.6410159025430415,-1.7298923087357414,4.871968096901998,0.3395,2,4
available_macro,EQ,boosting,history,calibrated,linear,history,calibrated,5,algorithm_vs_linear,1088,-0.02991954012987558,-0.09031924798598982,0.03129918583676881,1.6410159025430415,-1.7283048406348809,4.93353323234073,0.3315,2,4
available_macro,EQ,boosting,history,calibrated,linear,history,calibrated,10,algorithm_vs_linear,1088,-0.02991954012987558,-0.09058619007974704,0.030373748078770385,1.6410159025430415,-1.7028348253065073,4.927552125610184,0.357,2,4
available_macro,EQ,qrf,history,calibrated,linear,history,calibrated,1,algorithm_vs_linear,1088,-0.17555937030680435,-0.24006615558851585,-0.1138383220884257,9.629015595270996,6.463980159716089,12.87183025776352,0.0005,4,4
available_macro,EQ,qrf,history,calibrated,linear,history,calibrated,5,algorithm_vs_linear,1088,-0.17555937030680435,-0.23343466438333998,-0.12001356458772722,9.629015595270996,6.789120853264292,12.515339775677083,0.0005,4,4
available_macro,EQ,qrf,history,calibrated,linear,history,calibrated,10,algorithm_vs_linear,1088,-0.17555937030680435,-0.2309482771950057,-0.117732946075445,9.629015595270996,6.703037809597754,12.33525121444713,0.0005,4,4
available_macro,EQ,linear,full,calibrated,linear,base,calibrated,1,position_levels,1088,0.01983343847705587,-0.0061321705527512555,0.04636459070312309,-1.0946961597653182,-2.5956533128320562,0.33610054589511484,0.1325,0,4
available_macro,EQ,linear,full,calibrated,linear,base,calibrated,5,position_levels,1088,0.01983343847705587,-0.01039680390679696,0.059408569915935294,-1.0946961597653182,-3.323925194646091,0.5677010814225337,0.314,0,4
available_macro,EQ,linear,full,calibrated,linear,base,calibrated,10,position_levels,1088,0.01983343847705587,-0.009700752129277719,0.05711384548207697,-1.0946961597653182,-3.1638065853313337,0.5339126827256336,0.359,0,4
available_macro,EQ,linear,history,calibrated,linear,full,calibrated,1,position_changes,1088,-0.008376293224549145,-0.034455269806295895,0.019690543954513456,0.45731882811890223,-1.0655027871003648,1.8678319178118117,0.5675,1,4
available_macro,EQ,linear,history,calibrated,linear,full,calibrated,5,position_changes,1088,-0.008376293224549145,-0.034921701884530566,0.017186668597679696,0.45731882811890223,-0.9197315673896235,1.917525282555665,0.5665,1,4
available_macro,EQ,linear,history,calibrated,linear,full,calibrated,10,position_changes,1088,-0.008376293224549145,-0.03243284568368149,0.014561861232673293,0.45731882811890223,-0.7870698948482798,1.7562920880761586,0.5065,1,4
available_macro,EQ,linear,history,calibrated,linear,base,calibrated,1,position_all,1088,0.011457145252506726,-0.008874866741309008,0.03162512488667955,-0.6323710799971183,-1.731638375890329,0.5011748746495742,0.262,1,4
available_macro,EQ,linear,history,calibrated,linear,base,calibrated,5,position_all,1088,0.011457145252506726,-0.00800603787460646,0.031065685358572674,-0.6323710799971183,-1.709806575268499,0.45649355804138364,0.2445,1,4
available_macro,EQ,linear,history,calibrated,linear,base,calibrated,10,position_all,1088,0.011457145252506726,-0.008287689218688249,0.03164578283412594,-0.6323710799971183,-1.740621857606367,0.4627216309932006,0.2795,1,4
available_macro,EQ,boosting,full,calibrated,boosting,base,calibrated,1,position_levels,1088,0.02180203682015201,-0.0008545672258964098,0.046061361907091994,-1.2410201708246582,-2.618301294761659,0.04892251998904289,0.0675,3,4
available_macro,EQ,boosting,full,calibrated,boosting,base,calibrated,5,position_levels,1088,0.02180203682015201,-0.0031050844343023655,0.0462235649979102,-1.2410201708246582,-2.6327826422880234,0.17154840427375834,0.079,3,4
available_macro,EQ,boosting,full,calibrated,boosting,base,calibrated,10,position_levels,1088,0.02180203682015201,0.002769752144731148,0.04218199167891087,-1.2410201708246582,-2.396981891906685,-0.15238219478043225,0.0215,3,4
available_macro,EQ,boosting,history,calibrated,boosting,full,calibrated,1,position_changes,1088,0.014727781737392002,-0.0025535953630408162,0.03180474188966008,-0.8280615100026534,-1.7927785861985437,0.1449506250178077,0.089,0,4
available_macro,EQ,boosting,history,calibrated,boosting,full,calibrated,5,position_changes,1088,0.014727781737392002,-0.004349636584986059,0.03246405259958133,-0.8280615100026534,-1.8543219933709763,0.24095055878638655,0.125,0,4
available_macro,EQ,boosting,history,calibrated,boosting,full,calibrated,10,position_changes,1088,0.014727781737392002,-0.002171011756788498,0.03246688706669051,-0.8280615100026534,-1.8455644728375393,0.11582334219816837,0.096,0,4
available_macro,EQ,boosting,history,calibrated,boosting,base,calibrated,1,position_all,1088,0.03652981855754401,0.011512282501188343,0.06378028138747487,-2.079358091193284,-3.6057024716892094,-0.6659703395414462,0.0025,1,4
available_macro,EQ,boosting,history,calibrated,boosting,base,calibrated,5,position_all,1088,0.03652981855754401,0.012096629861345153,0.06600304256080208,-2.079358091193284,-3.8136988095203117,-0.6780381917886122,0.0085,1,4
available_macro,EQ,boosting,history,calibrated,boosting,base,calibrated,10,position_all,1088,0.03652981855754401,0.0163398093567005,0.05826207551994729,-2.079358091193284,-3.342855834861341,-0.9428414618343679,0.0005,1,4
available_macro,EQ,qrf,full,calibrated,qrf,base,calibrated,1,position_levels,1088,0.01665537978863783,-0.008213974594584648,0.04246008140640602,-0.9974991314016357,-2.5317063566071467,0.4773498494198093,0.211,0,4
available_macro,EQ,qrf,full,calibrated,qrf,base,calibrated,5,position_levels,1088,0.01665537978863783,-0.011599423888308038,0.04387359828377074,-0.9974991314016357,-2.661859733112805,0.6808943587534682,0.226,0,4
available_macro,EQ,qrf,full,calibrated,qrf,base,calibrated,10,position_levels,1088,0.01665537978863783,-0.005144028867244618,0.037259510229154476,-0.9974991314016357,-2.243650492208475,0.3121520977669205,0.12,0,4
available_macro,EQ,qrf,history,calibrated,qrf,full,calibrated,1,position_changes,1088,-0.038695667118681706,-0.0616828727984783,-0.016004059784414486,2.2946143447270195,0.9726525549205582,3.5871275471439876,0.003,4,4
available_macro,EQ,qrf,history,calibrated,qrf,full,calibrated,5,position_changes,1088,-0.038695667118681706,-0.05913294100248706,-0.018216234375971054,2.2946143447270195,1.0956389107455784,3.4972730265228833,0.0005,4,4
available_macro,EQ,qrf,history,calibrated,qrf,full,calibrated,10,position_changes,1088,-0.038695667118681706,-0.053742075200762365,-0.023382480255138834,2.2946143447270195,1.4100108659960306,3.1748900613278397,0.0005,4,4
available_macro,EQ,qrf,history,calibrated,qrf,base,calibrated,1,position_all,1088,-0.022040287330043876,-0.039919546359718276,-0.004522563575806438,1.3200039714830525,0.27346377300985664,2.3873740602195945,0.0145,3,4
available_macro,EQ,qrf,history,calibrated,qrf,base,calibrated,5,position_all,1088,-0.022040287330043876,-0.040202231409773526,-0.005000718703881157,1.3200039714830525,0.3140772728520511,2.4266044193212886,0.0125,3,4
available_macro,EQ,qrf,history,calibrated,qrf,base,calibrated,10,position_all,1088,-0.022040287330043876,-0.03326239036699287,-0.010709302382852691,1.3200039714830525,0.6387747298564584,1.9718218367643745,0.0005,3,4
available_macro,EQ,linear,base,calibrated,linear,base,raw,1,online_correction,1088,-0.024873310322550177,-0.15090691481368454,0.06414424165549992,1.35427677492439,-3.6953575743134626,7.427301131681631,0.642,3,4
available_macro,EQ,linear,base,calibrated,linear,base,raw,5,online_correction,1088,-0.024873310322550177,-0.11924193410045816,0.06132381726628844,1.35427677492439,-3.601084204143945,5.865553024723571,0.5675,3,4
available_macro,EQ,linear,base,calibrated,linear,base,raw,10,online_correction,1088,-0.024873310322550177,-0.09444831239464045,0.04266166649865521,1.35427677492439,-2.509892438408115,4.826530691939977,0.4645,3,4
available_macro,EQ,linear,full,calibrated,linear,full,raw,1,online_correction,1088,-0.025565548813840183,-0.15124202701943182,0.06871960730782957,1.3765829170948485,-3.9404062338180954,7.3663843267011195,0.6425,2,4
available_macro,EQ,linear,full,calibrated,linear,full,raw,5,online_correction,1088,-0.025565548813840183,-0.12746574993313842,0.06569239454098351,1.3765829170948485,-3.6927088441672695,6.1785086543162295,0.5785,2,4
available_macro,EQ,linear,full,calibrated,linear,full,raw,10,online_correction,1088,-0.025565548813840183,-0.10100187588621168,0.049414361567668444,1.3765829170948485,-2.787953087993343,5.08127783799472,0.4875,2,4
available_macro,EQ,linear,history,calibrated,linear,history,raw,1,online_correction,1088,-0.018041066088116703,-0.14320615296929445,0.07778801697015558,0.9798143804309989,-4.49721191320184,7.104498541013874,0.742,2,4
available_macro,EQ,linear,history,calibrated,linear,history,raw,5,online_correction,1088,-0.018041066088116703,-0.11563615910401344,0.07392672538302857,0.9798143804309989,-4.28836235318762,5.830986286979073,0.689,2,4
available_macro,EQ,linear,history,calibrated,linear,history,raw,10,online_correction,1088,-0.018041066088116703,-0.09321127947309017,0.05509052837850921,0.9798143804309989,-3.2445730740044,4.7126337206123425,0.615,2,4
available_macro,EQ,boosting,base,calibrated,boosting,base,raw,1,online_correction,1088,-0.06225700785499431,-0.15705830605977675,0.029245531266114042,3.4225191641837016,-1.6444713108277393,8.205609589215982,0.181,4,4
available_macro,EQ,boosting,base,calibrated,boosting,base,raw,5,online_correction,1088,-0.06225700785499431,-0.13676388577595078,0.0187611127209838,3.4225191641837016,-1.0397630750543587,7.228605870498219,0.123,4,4
available_macro,EQ,boosting,base,calibrated,boosting,base,raw,10,online_correction,1088,-0.06225700785499431,-0.12524760390225442,0.0037234657746255356,3.4225191641837016,-0.21266801693948129,6.69549308674665,0.061,4,4
available_macro,EQ,boosting,full,calibrated,boosting,full,raw,1,online_correction,1088,-0.04196471392315337,-0.13564653213700176,0.0448087442915317,2.3050566904691316,-2.6323287386924696,6.979978395869846,0.3425,3,4
available_macro,EQ,boosting,full,calibrated,boosting,full,raw,5,online_correction,1088,-0.04196471392315337,-0.11974356344879397,0.04341772336094336,2.3050566904691316,-2.5302904800786927,6.337137739759036,0.301,3,4
available_macro,EQ,boosting,full,calibrated,boosting,full,raw,10,online_correction,1088,-0.04196471392315337,-0.10528007801143187,0.02624032150091635,2.3050566904691316,-1.471790801467917,5.664549232295724,0.198,3,4
available_macro,EQ,boosting,history,calibrated,boosting,history,raw,1,online_correction,1088,-0.03963428696885652,-0.13620607208806948,0.04959219616765377,2.162325218432948,-2.8080675763789382,6.852076247117891,0.382,3,4
available_macro,EQ,boosting,history,calibrated,boosting,history,raw,5,online_correction,1088,-0.03963428696885652,-0.11885742488985492,0.049542356763625534,2.162325218432948,-2.7727657325821524,6.144298633122949,0.327,3,4
available_macro,EQ,boosting,history,calibrated,boosting,history,raw,10,online_correction,1088,-0.03963428696885652,-0.10384119935602698,0.02979230282699161,2.162325218432948,-1.6813584230703689,5.446903341875978,0.237,3,4
available_macro,EQ,qrf,base,calibrated,qrf,base,raw,1,online_correction,1088,-0.021696888363290298,-0.12109860242355057,0.06374579425928271,1.2827688522187741,-4.042719298485451,6.6441095416983975,0.6255,3,4
available_macro,EQ,qrf,base,calibrated,qrf,base,raw,5,online_correction,1088,-0.021696888363290298,-0.09798328777378679,0.059854119487670256,1.2827688522187741,-3.692701907834,5.476927076507715,0.5665,3,4
available_macro,EQ,qrf,base,calibrated,qrf,base,raw,10,online_correction,1088,-0.021696888363290298,-0.07951114203340984,0.03857143226230376,1.2827688522187741,-2.352800294519345,4.540470838002296,0.4805,3,4
available_macro,EQ,qrf,full,calibrated,qrf,full,raw,1,online_correction,1088,-0.023710773146297652,-0.13250046023537684,0.07038917376616277,1.386530162261368,-4.340538974465655,7.138460385908022,0.628,3,4
available_macro,EQ,qrf,full,calibrated,qrf,full,raw,5,online_correction,1088,-0.023710773146297652,-0.10960354507659235,0.06676921385411591,1.386530162261368,-4.011317672517051,6.067398142794662,0.586,3,4
available_macro,EQ,qrf,full,calibrated,qrf,full,raw,10,online_correction,1088,-0.023710773146297652,-0.0892305929448425,0.04171399761030804,1.386530162261368,-2.6081015180342173,5.054731116482124,0.489,3,4
available_macro,EQ,qrf,history,calibrated,qrf,history,raw,1,online_correction,1088,-0.04199927874830987,-0.14790110798279593,0.04616874626422968,2.4856458074455356,-2.8260395257302764,8.146006707311036,0.37,3,4
available_macro,EQ,qrf,history,calibrated,qrf,history,raw,5,online_correction,1088,-0.04199927874830987,-0.1254367077655324,0.042638412368156096,2.4856458074455356,-2.642975472257947,6.922848805066922,0.307,3,4
available_macro,EQ,qrf,history,calibrated,qrf,history,raw,10,online_correction,1088,-0.04199927874830987,-0.10509329862742926,0.019707997695157495,2.4856458074455356,-1.2042462524805198,5.946228940288715,0.184,3,4
available_macro,PCA,boosting,base,raw,linear,base,raw,1,algorithm_vs_linear,1088,-0.006359811478418007,-0.09253804932663048,0.0801479945247946,0.35041883244776306,-4.6700460451523025,4.752488848639047,0.8865,2,4
available_macro,PCA,boosting,base,raw,linear,base,raw,5,algorithm_vs_linear,1088,-0.006359811478418007,-0.0837845519292201,0.06656509338853078,0.35041883244776306,-3.8815930291888323,4.1985529901451155,0.8665,2,4
available_macro,PCA,boosting,base,raw,linear,base,raw,10,algorithm_vs_linear,1088,-0.006359811478418007,-0.06464705809655417,0.05011117829441136,0.35041883244776306,-2.941561855595255,3.3118500900701386,0.8405,2,4
available_macro,PCA,qrf,base,raw,linear,base,raw,1,algorithm_vs_linear,1088,-0.12852364784094397,-0.20590807440560735,-0.05489159751342385,7.081515980651942,3.0887200788920954,10.758659190618694,0.001,4,4
available_macro,PCA,qrf,base,raw,linear,base,raw,5,algorithm_vs_linear,1088,-0.12852364784094397,-0.2005153619128297,-0.06236035763684355,7.081515980651942,3.6582995295751326,10.186792849851372,0.0005,4,4
available_macro,PCA,qrf,base,raw,linear,base,raw,10,algorithm_vs_linear,1088,-0.12852364784094397,-0.187335149888045,-0.0712081722471248,7.081515980651942,4.190685021943615,9.63473970028271,0.0005,4,4
available_macro,PCA,boosting,full,raw,linear,full,raw,1,algorithm_vs_linear,1088,-0.0362049160575133,-0.12236909331499188,0.045034214246226695,1.9702352222493724,-2.5316259929261675,6.319395185313279,0.395,2,4
available_macro,PCA,boosting,full,raw,linear,full,raw,5,algorithm_vs_linear,1088,-0.0362049160575133,-0.11433667685616755,0.04094152813257612,1.9702352222493724,-2.3794774067951834,5.8116757110046375,0.369,2,4
available_macro,PCA,boosting,full,raw,linear,full,raw,10,algorithm_vs_linear,1088,-0.0362049160575133,-0.10075316372275148,0.026660597622526833,1.9702352222493724,-1.5032733596629912,5.20242077108724,0.2735,2,4
available_macro,PCA,qrf,full,raw,linear,full,raw,1,algorithm_vs_linear,1088,-0.14834404523156922,-0.2269781128707399,-0.06742508297758408,8.072734168528417,3.851360482840052,12.019020423447747,0.001,4,4
available_macro,PCA,qrf,full,raw,linear,full,raw,5,algorithm_vs_linear,1088,-0.14834404523156922,-0.2180654301444519,-0.0813283148364198,8.072734168528417,4.709377087320895,11.296599311837761,0.0005,4,4
available_macro,PCA,qrf,full,raw,linear,full,raw,10,algorithm_vs_linear,1088,-0.14834404523156922,-0.20067962362125386,-0.0979101881217258,8.072734168528417,5.620546479967978,10.352873367621141,0.0005,4,4
available_macro,PCA,boosting,history,raw,linear,history,raw,1,algorithm_vs_linear,1088,-0.010667485554908804,-0.08583866852157798,0.06899929250070688,0.5844198359712283,-3.901556076585392,4.456353777642213,0.7835,2,4
available_macro,PCA,boosting,history,raw,linear,history,raw,5,algorithm_vs_linear,1088,-0.010667485554908804,-0.07641535473002035,0.05062503668556938,0.5844198359712283,-3.0062744527630656,3.9075610067533892,0.7535,2,4
available_macro,PCA,boosting,history,raw,linear,history,raw,10,algorithm_vs_linear,1088,-0.010667485554908804,-0.06140196187166292,0.039983633665374274,0.5844198359712283,-2.3608109190602478,3.1165413711875107,0.693,2,4
available_macro,PCA,qrf,history,raw,linear,history,raw,1,algorithm_vs_linear,1088,-0.156453142117706,-0.22827293916709748,-0.08337836245952318,8.571309441477515,4.794081363799753,11.96387146430124,0.0005,4,4
available_macro,PCA,qrf,history,raw,linear,history,raw,5,algorithm_vs_linear,1088,-0.156453142117706,-0.2250252135579503,-0.0920942836587523,8.571309441477515,5.35188770086182,11.381183884433348,0.0005,4,4
available_macro,PCA,qrf,history,raw,linear,history,raw,10,algorithm_vs_linear,1088,-0.156453142117706,-0.21609891649321994,-0.09486576829440638,8.571309441477515,5.638001536786472,11.080308653618658,0.0005,4,4
available_macro,PCA,linear,full,raw,linear,base,raw,1,position_levels,1088,0.02267643763290642,-0.0003346507519080428,0.04465288135679129,-1.2494475388717063,-2.5021247059465392,0.017240521005749243,0.05,0,4
available_macro,PCA,linear,full,raw,linear,base,raw,5,position_levels,1088,0.02267643763290642,-0.0041917258020235494,0.04797510935787595,-1.2494475388717063,-2.7084089308074883,0.22758658714682667,0.0855,0,4
available_macro,PCA,linear,full,raw,linear,base,raw,10,position_levels,1088,0.02267643763290642,-0.0016154069904459121,0.04891055523408908,-1.2494475388717063,-2.715083114311208,0.08615093651755339,0.08,0,4
available_macro,PCA,linear,history,raw,linear,full,raw,1,position_changes,1088,-0.012281558076791129,-0.04227936453036912,0.01862775326879898,0.6683500734694814,-1.007367974077808,2.327315778680695,0.4235,1,4
available_macro,PCA,linear,history,raw,linear,full,raw,5,position_changes,1088,-0.012281558076791129,-0.041246432456241634,0.014239778623613553,0.6683500734694814,-0.795168687222989,2.284838553516355,0.4065,1,4
available_macro,PCA,linear,history,raw,linear,full,raw,10,position_changes,1088,-0.012281558076791129,-0.03557032519486151,0.008310257761809268,0.6683500734694814,-0.4561379893517752,1.921807949963681,0.3045,1,4
