mode,definition,model,info,high_downside,high_account,calibration,n,days,mean_start_bp,realized_q10_bp,mean_predicted_q10_bp,loss_bp,below_rate
available_macro,PCA,qrf,base,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-10.754627865850718,1.4997352518474347,0.13119533527696792
available_macro,PCA,qrf,base,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-14.135662892218333,1.619841494086158,0.09620991253644315
available_macro,PCA,qrf,base,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.261248696223861,1.5106613781603098,0.1630901287553648
available_macro,PCA,qrf,base,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.249846100233373,1.4869256768537127,0.09012875536480687
available_macro,PCA,qrf,base,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-12.705720942184882,1.935206166345474,0.17674418604651163
available_macro,PCA,qrf,base,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-17.14084087153521,1.8354037041827935,0.11162790697674418
available_macro,PCA,qrf,base,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-12.82979550281506,1.8597087860226,0.1919191919191919
available_macro,PCA,qrf,base,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-16.59512687179503,1.7360183869367363,0.1111111111111111
available_macro,PCA,qrf,full,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-10.63569460803701,1.4854318042385708,0.13702623906705538
available_macro,PCA,qrf,full,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-14.238176374515335,1.6278002491803394,0.09912536443148688
available_macro,PCA,qrf,full,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.13741242163367,1.5254507794949324,0.1630901287553648
available_macro,PCA,qrf,full,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.067114281559324,1.4860087488187885,0.0944206008583691
available_macro,PCA,qrf,full,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-12.398304795747588,1.884269841562023,0.1813953488372093
available_macro,PCA,qrf,full,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-17.34541109453247,1.7567049906475185,0.09767441860465116
available_macro,PCA,qrf,full,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-12.666418835308303,1.9119607511098629,0.19528619528619529
available_macro,PCA,qrf,full,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-16.55090168254599,1.7853484444978707,0.12457912457912458
available_macro,PCA,qrf,history,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-11.044937135712074,1.503926883855669,0.13119533527696792
available_macro,PCA,qrf,history,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-14.178533864879812,1.6196798061200175,0.09329446064139942
available_macro,PCA,qrf,history,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.905259286162389,1.4635572110242923,0.15879828326180256
available_macro,PCA,qrf,history,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.607924908100703,1.4611538076506758,0.07725321888412018
available_macro,PCA,qrf,history,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-12.765928807796326,1.901365291422735,0.16744186046511628
available_macro,PCA,qrf,history,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-16.94444055263723,1.8052083661029628,0.11627906976744186
available_macro,PCA,qrf,history,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-13.060020441896803,1.8520847740905892,0.18855218855218855
available_macro,PCA,qrf,history,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-16.39735382237462,1.7091835600065175,0.10774410774410774
strict,CAP,boosting,base,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-7.911144146732333,1.4671356037556373,0.14393939393939395
strict,CAP,boosting,base,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.602997537976249,1.4066009962808468,0.11363636363636363
strict,CAP,boosting,base,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-7.922795407342515,1.266010516692889,0.1743119266055046
strict,CAP,boosting,base,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-10.459257546425292,1.2818929260143215,0.11926605504587157
strict,CAP,boosting,base,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.073982265131974,1.3807122999085613,0.21212121212121213
strict,CAP,boosting,base,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-12.209939327903339,1.251756080427306,0.08080808080808081
strict,CAP,boosting,base,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-9.229544222522213,1.1638026235729537,0.15748031496062992
strict,CAP,boosting,base,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-11.908864285208256,1.1601543561355585,0.07086614173228346
strict,CAP,boosting,full,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.070623124048012,1.53221824540359,0.14393939393939395
strict,CAP,boosting,full,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.848645636389389,1.471452885630169,0.11363636363636363
strict,CAP,boosting,full,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.110017908470242,1.2821260921105697,0.1743119266055046
strict,CAP,boosting,full,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-10.632178097389446,1.315505715241548,0.11926605504587157
strict,CAP,boosting,full,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.23791732054934,1.3404968282111336,0.20202020202020202
strict,CAP,boosting,full,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-12.428166988763184,1.2719032122961684,0.08080808080808081
strict,CAP,boosting,full,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-9.245246681647828,1.1786056491760244,0.16535433070866143
strict,CAP,boosting,full,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-12.07871627082864,1.1706778022845412,0.06299212598425197
strict,CAP,boosting,history,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.18742738239391,1.507080682382406,0.16666666666666666
strict,CAP,boosting,history,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.80076696644722,1.482211405615982,0.11363636363636363
strict,CAP,boosting,history,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.369521510002457,1.2722913996578125,0.13761467889908258
strict,CAP,boosting,history,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-10.357640936469767,1.3172491789260943,0.10091743119266056
strict,CAP,boosting,history,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.213345153556588,1.346279644660476,0.21212121212121213
strict,CAP,boosting,history,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-12.267769990783016,1.2693654141600448,0.08080808080808081
strict,CAP,boosting,history,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-9.264009915495347,1.1619884294165808,0.16535433070866143
strict,CAP,boosting,history,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-11.950205149792902,1.149117188878125,0.06299212598425197
strict,CAP,linear,base,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.583000518078933,1.379407941014516,0.15151515151515152
strict,CAP,linear,base,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-13.096209206407858,1.4635125660410773,0.08333333333333333
strict,CAP,linear,base,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.43879043077249,1.274172534661756,0.13761467889908258
strict,CAP,linear,base,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-11.435872966940428,1.5286153260434898,0.12844036697247707
strict,CAP,linear,base,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.284340169722537,1.4501003927415481,0.1717171717171717
strict,CAP,linear,base,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-13.124956545000966,1.505766177569379,0.12121212121212122
strict,CAP,linear,base,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-10.395239853467267,1.1764077434799496,0.11023622047244094
strict,CAP,linear,base,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-15.03370384152496,1.449136628888292,0.047244094488188976
strict,CAP,linear,full,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.627415648634294,1.3721959521143936,0.14393939393939395
strict,CAP,linear,full,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-13.339534956888267,1.4811497298358596,0.08333333333333333
strict,CAP,linear,full,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.32415115085954,1.2357314236411723,0.13761467889908258
strict,CAP,linear,full,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-11.709694042865301,1.5109211824997733,0.12844036697247707
strict,CAP,linear,full,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.254115501067217,1.4483409997072783,0.18181818181818182
strict,CAP,linear,full,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-13.484530318730076,1.5199463664442097,0.13131313131313133
strict,CAP,linear,full,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-10.046351001911484,1.2071709536634427,0.11811023622047244
strict,CAP,linear,full,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-15.525485098812846,1.5080606165581156,0.03937007874015748
strict,CAP,linear,history,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.438959628275637,1.395188132575766,0.15151515151515152
strict,CAP,linear,history,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-13.152411742762048,1.4800882304282514,0.07575757575757576
strict,CAP,linear,history,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.326303905122478,1.2778240976410995,0.14678899082568808
strict,CAP,linear,history,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-11.665144383330183,1.5376784190092403,0.12844036697247707
strict,CAP,linear,history,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.200962924271158,1.45617383223636,0.18181818181818182
strict,CAP,linear,history,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-13.379269207545999,1.5210510869453846,0.1111111111111111
strict,CAP,linear,history,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-10.068133263852316,1.180781494521147,0.11023622047244094
strict,CAP,linear,history,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-15.283807389162481,1.4756710024643978,0.047244094488188976
strict,CAP,qrf,base,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.245394831940358,1.4060144058698187,0.16666666666666666
strict,CAP,qrf,base,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.452373438904537,1.3903969277664068,0.09848484848484848
strict,CAP,qrf,base,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.229632999156571,1.1844271796935726,0.1559633027522936
strict,CAP,qrf,base,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-9.947370844333348,1.2145820103822076,0.12844036697247707
strict,CAP,qrf,base,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-8.943566832014922,1.2763327133500586,0.1717171717171717
strict,CAP,qrf,base,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-12.006040047829357,1.2143299211365053,0.0707070707070707
strict,CAP,qrf,base,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-8.901547661752794,1.1876512937335963,0.1732283464566929
strict,CAP,qrf,base,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-11.418590195337226,1.135278256622036,0.06299212598425197
strict,CAP,qrf,full,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.251957819935331,1.405216262793572,0.15151515151515152
strict,CAP,qrf,full,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.496109130010765,1.3922939161495573,0.09848484848484848
strict,CAP,qrf,full,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.104446499809146,1.2324851510247579,0.1651376146788991
strict,CAP,qrf,full,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-10.027300657244027,1.2513443235485988,0.12844036697247707
strict,CAP,qrf,full,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-8.890518229918353,1.320787611644858,0.20202020202020202
strict,CAP,qrf,full,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-11.909921809708246,1.1980177572838384,0.0707070707070707
strict,CAP,qrf,full,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-8.845849270952774,1.2010386885519573,0.1732283464566929
strict,CAP,qrf,full,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-11.50132187180713,1.1421561258096065,0.06299212598425197
strict,CAP,qrf,history,0,0,raw,132,28,-0.7319216243211841,-11.980405945630203,-8.715725166658906,1.4077940759620933,0.1590909090909091
strict,CAP,qrf,history,0,0,calibrated,132,28,-0.7319216243211841,-11.980405945630203,-11.632339320506048,1.3742218064545642,0.10606060606060606
strict,CAP,qrf,history,0,1,raw,109,24,-1.4430003616317222,-10.103948382813773,-8.064687103072417,1.1939753950839023,0.1743119266055046
strict,CAP,qrf,history,0,1,calibrated,109,24,-1.4430003616317222,-10.103948382813773,-10.24457133532536,1.2136532874410357,0.11009174311926606
strict,CAP,qrf,history,1,0,raw,99,24,-2.1057738957433987,-13.047709050041853,-9.346888102860387,1.2531132404485916,0.16161616161616163
strict,CAP,qrf,history,1,0,calibrated,99,24,-2.1057738957433987,-13.047709050041853,-12.292250281155948,1.1961061752772433,0.08080808080808081
strict,CAP,qrf,history,1,1,raw,127,32,-2.1179417066345994,-10.703570131249123,-8.671175826287646,1.2210268907982507,0.1732283464566929
strict,CAP,qrf,history,1,1,calibrated,127,32,-2.1179417066345994,-10.703570131249123,-11.233082488147108,1.1565971638840598,0.07874015748031496
strict,EQ,boosting,base,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-9.341149965329578,1.900111315496353,0.20454545454545456
strict,EQ,boosting,base,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.09703555023505,1.7504067686018978,0.06818181818181818
strict,EQ,boosting,base,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-9.597915227539968,1.6874572618979904,0.22935779816513763
strict,EQ,boosting,base,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.446613976981354,1.5915917023501456,0.11009174311926606
strict,EQ,boosting,base,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-11.562063544644312,2.4902719972411793,0.26262626262626265
strict,EQ,boosting,base,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-17.69376480186562,1.9029021857688864,0.1414141414141414
strict,EQ,boosting,base,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-14.126732242816363,1.919525741613643,0.14173228346456693
strict,EQ,boosting,base,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.863084380495234,2.0282482477390182,0.06299212598425197
strict,EQ,boosting,full,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.131571125716574,1.8247751723079986,0.20454545454545456
strict,EQ,boosting,full,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.21237392836594,1.6902373594940447,0.06818181818181818
strict,EQ,boosting,full,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-9.37768773430427,1.6330413103544843,0.23853211009174313
strict,EQ,boosting,full,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.593946008212537,1.565041781544975,0.10091743119266056
strict,EQ,boosting,full,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-12.31982370094531,2.4641754905966144,0.2222222222222222
strict,EQ,boosting,full,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-18.885668586569345,2.024317636803355,0.1111111111111111
strict,EQ,boosting,full,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-12.624508688130943,1.925623090173566,0.1968503937007874
strict,EQ,boosting,full,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.163341053180705,1.9709417081619944,0.07086614173228346
strict,EQ,boosting,history,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.757198490740649,1.8786847554105093,0.18181818181818182
strict,EQ,boosting,history,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.672942838404754,1.7124549516381387,0.08333333333333333
strict,EQ,boosting,history,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-9.761471450436412,1.5367653173909375,0.23853211009174313
strict,EQ,boosting,history,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.652789516676064,1.5089150798583122,0.07339449541284404
strict,EQ,boosting,history,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-12.661250240291118,2.5141056697932456,0.24242424242424243
strict,EQ,boosting,history,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-19.382240951192006,2.067206256435269,0.12121212121212122
strict,EQ,boosting,history,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-12.492939275652917,1.891903950887969,0.1889763779527559
strict,EQ,boosting,history,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-17.549078203733938,1.964138514948094,0.07874015748031496
strict,EQ,linear,base,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.4398796312413,1.9725448397553467,0.21212121212121213
strict,EQ,linear,base,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.564049364731257,1.8168247654631606,0.06818181818181818
strict,EQ,linear,base,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-11.08267871628028,1.5313747194009446,0.1743119266055046
strict,EQ,linear,base,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-15.591696684493396,1.7098999837005906,0.08256880733944955
strict,EQ,linear,base,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-11.648113936783838,2.3725775427236204,0.25252525252525254
strict,EQ,linear,base,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-17.349998782224198,1.9322706559004756,0.12121212121212122
strict,EQ,linear,base,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-13.973780110801878,2.108083000716475,0.14173228346456693
strict,EQ,linear,base,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.731186628231693,2.120791038552283,0.07874015748031496
strict,EQ,linear,full,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.855971452759587,1.8766371037896803,0.1893939393939394
strict,EQ,linear,full,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.575408213577628,1.8296227878095381,0.06818181818181818
strict,EQ,linear,full,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-10.436996655323073,1.5649067513864188,0.1926605504587156
strict,EQ,linear,full,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-15.593767257682943,1.687419070508101,0.09174311926605505
strict,EQ,linear,full,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-13.029598845074204,2.301796235576193,0.20202020202020202
strict,EQ,linear,full,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-18.14967671421774,2.0678857310588827,0.1111111111111111
strict,EQ,linear,full,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-14.013798257697696,2.101008622801022,0.13385826771653545
strict,EQ,linear,full,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-19.64063454382206,1.9946414488112567,0.05511811023622047
strict,EQ,linear,history,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-9.930447328256335,2.1051158618156047,0.22727272727272727
strict,EQ,linear,history,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.849055795223133,1.84014791980035,0.07575757575757576
strict,EQ,linear,history,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-11.265192813851659,1.4901999667910524,0.1926605504587156
strict,EQ,linear,history,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-16.287179010009787,1.6235199338083544,0.06422018348623854
strict,EQ,linear,history,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-10.557230162079195,2.5321566512421882,0.2727272727272727
strict,EQ,linear,history,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-16.437403990163716,1.9900747602353377,0.1414141414141414
strict,EQ,linear,history,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-13.757073487199493,2.0909438477856437,0.14173228346456693
strict,EQ,linear,history,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.6165729772369,2.101404339929455,0.08661417322834646
strict,EQ,qrf,base,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.604375872059514,1.6533096996380434,0.17424242424242425
strict,EQ,qrf,base,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.21695514768939,1.6740739417981532,0.06060606060606061
strict,EQ,qrf,base,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-9.499777795314845,1.4459481625966906,0.1834862385321101
strict,EQ,qrf,base,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.529341669726048,1.5355716154622445,0.07339449541284404
strict,EQ,qrf,base,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-12.607089614451354,2.1731430442556765,0.2222222222222222
strict,EQ,qrf,base,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-18.507038479569683,1.9228073447244294,0.12121212121212122
strict,EQ,qrf,base,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-13.116698305102645,2.004243934538889,0.16535433070866143
strict,EQ,qrf,base,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.07321120865321,1.9714616445079882,0.11023622047244094
strict,EQ,qrf,full,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-11.214597922244074,1.6620438837925284,0.1590909090909091
strict,EQ,qrf,full,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-16.458498533089454,1.7143298120624204,0.06060606060606061
strict,EQ,qrf,full,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-10.753018373758662,1.3803144653762254,0.13761467889908258
strict,EQ,qrf,full,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.611686081390763,1.4986656763932484,0.09174311926605505
strict,EQ,qrf,full,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-12.797068315184026,2.1572474706057685,0.23232323232323232
strict,EQ,qrf,full,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-18.226075546538585,1.9240061403475401,0.1111111111111111
strict,EQ,qrf,full,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-13.592569261996184,1.9897574222455217,0.14173228346456693
strict,EQ,qrf,full,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-17.766272919515757,1.9772699336609016,0.10236220472440945
strict,EQ,qrf,history,0,0,raw,132,28,-0.25276340695161703,-13.092932340790748,-10.87948475708411,1.6671842920784767,0.15151515151515152
strict,EQ,qrf,history,0,0,calibrated,132,28,-0.25276340695161703,-13.092932340790748,-15.970671244016806,1.6989108516359308,0.06818181818181818
strict,EQ,qrf,history,0,1,raw,109,24,-2.377845754020074,-11.448554001932862,-9.371208577116665,1.4748508174654444,0.2018348623853211
strict,EQ,qrf,history,0,1,calibrated,109,24,-2.377845754020074,-11.448554001932862,-14.448769099211372,1.5429884111464913,0.07339449541284404
strict,EQ,qrf,history,1,0,raw,99,24,-2.0227243806857884,-18.443341457662374,-13.333945261935424,2.0458547300256105,0.20202020202020202
strict,EQ,qrf,history,1,0,calibrated,99,24,-2.0227243806857884,-18.443341457662374,-18.841958386648574,1.8098452856631981,0.12121212121212122
strict,EQ,qrf,history,1,1,raw,127,32,-4.718146008923749,-15.873788978537943,-13.118240947969605,2.0025218985464095,0.15748031496062992
strict,EQ,qrf,history,1,1,calibrated,127,32,-4.718146008923749,-15.873788978537943,-18.38994349258531,2.009575562422719,0.08661417322834646
strict,PCA,boosting,base,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.812957798855875,1.7796949522853582,0.17424242424242425
strict,PCA,boosting,base,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.543944815992656,1.75211401239467,0.05303030303030303
strict,PCA,boosting,base,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-9.542811214760267,1.6141202697874846,0.22935779816513763
strict,PCA,boosting,base,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.19705506361188,1.5684914120175848,0.09174311926605505
strict,PCA,boosting,base,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-13.131682815154097,2.405012225824197,0.23232323232323232
strict,PCA,boosting,base,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-18.71620856727945,1.9723347981291977,0.1111111111111111
strict,PCA,boosting,base,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.928270802496856,1.9070846528814347,0.15748031496062992
strict,PCA,boosting,base,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-18.633747008896158,1.9977808444760963,0.06299212598425197
strict,PCA,boosting,full,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.47324757767483,1.7725846587665772,0.18181818181818182
strict,PCA,boosting,full,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.271540557247224,1.6879593144410932,0.06060606060606061
strict,PCA,boosting,full,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-9.47616791306585,1.5813973346602035,0.23853211009174313
strict,PCA,boosting,full,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.395477047509843,1.5491353244091755,0.08256880733944955
strict,PCA,boosting,full,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.460861932652348,2.410499883591159,0.21212121212121213
strict,PCA,boosting,full,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-18.67289033752228,2.0002468939738316,0.1111111111111111
strict,PCA,boosting,full,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-12.779164034079026,1.9095817685129002,0.1889763779527559
strict,PCA,boosting,full,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-17.97234982102898,1.9641361040590455,0.07086614173228346
strict,PCA,boosting,history,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-11.154892683968606,1.862751296497574,0.18181818181818182
strict,PCA,boosting,history,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.883541561131814,1.772836713433957,0.06818181818181818
strict,PCA,boosting,history,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-10.343415322610337,1.4831726874268647,0.2018348623853211
strict,PCA,boosting,history,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.76128201534131,1.5584538453096375,0.09174311926605505
strict,PCA,boosting,history,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.674978818127162,2.4227762076101365,0.23232323232323232
strict,PCA,boosting,history,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-19.164085570514047,1.9950989524028588,0.1111111111111111
strict,PCA,boosting,history,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.0771644136906,1.9688660499334703,0.1968503937007874
strict,PCA,boosting,history,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-17.932980437024582,2.042369938985185,0.08661417322834646
strict,PCA,linear,base,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.876368292372108,1.9573181868667309,0.19696969696969696
strict,PCA,linear,base,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.823160694944534,1.7985088836838152,0.07575757575757576
strict,PCA,linear,base,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-11.91116458785409,1.4088006505090607,0.12844036697247707
strict,PCA,linear,base,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-15.921577212947184,1.62891636721314,0.09174311926605505
strict,PCA,linear,base,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-11.62875767228833,2.35218724471779,0.26262626262626265
