datetime_utc,BTC_BINANCE_OPEN,BTC_BINANCE_HIGH,BTC_BINANCE_LOW,BTC_BINANCE_CLOSE,BTC_BINANCE_VOLUME,ETH_BINANCE_OPEN,ETH_BINANCE_HIGH,ETH_BINANCE_LOW,ETH_BINANCE_CLOSE,ETH_BINANCE_VOLUME,XRP_BINANCE_OPEN,XRP_BINANCE_HIGH,XRP_BINANCE_LOW,XRP_BINANCE_CLOSE,XRP_BINANCE_VOLUME,SOL_BINANCE_OPEN,SOL_BINANCE_HIGH,SOL_BINANCE_LOW,SOL_BINANCE_CLOSE,SOL_BINANCE_VOLUME,DOGE_BINANCE_OPEN,DOGE_BINANCE_HIGH,DOGE_BINANCE_LOW,DOGE_BINANCE_CLOSE,DOGE_BINANCE_VOLUME,USDT_BINANCE_OPEN,USDT_BINANCE_HIGH,USDT_BINANCE_LOW,USDT_BINANCE_CLOSE,USDT_BINANCE_VOLUME
2025-06-02 22:00:00+00:00,104941.99,105800.0,104941.99,105695.49,784.02023,2560.55,2585.0,2560.22,2584.57,26859.8077,2.1859,2.2045,2.1858,2.1906,7157840.4,155.42,156.8,155.41,156.22,103236.303,0.19353,0.19642,0.19353,0.19482,41474545.0,0.9993,0.9995,0.9993,0.9994,44830103.0
2025-06-02 23:00:00+00:00,105695.5,105931.44,105575.47,105857.99,540.70423,2584.58,2615.0,2582.7,2607.41,35308.1031,2.1906,2.2038,2.1892,2.1965,2996578.9,156.22,157.24,156.18,156.83,105359.612,0.19483,0.19599,0.1946,0.19507,24725741.0,0.9995,0.9995,0.9994,0.9995,25122008.0
2025-06-03 00:00:00+00:00,105858.0,106400.0,105747.14,106285.72,752.61041,2607.42,2626.5,2601.63,2621.91,36166.3352,2.1965,2.2101,2.1922,2.204,4315167.4,156.83,159.01,156.39,158.88,194343.948,0.19507,0.19797,0.19456,0.1968,69064986.0,0.9995,0.9995,0.9993,0.9993,59193723.0
2025-06-03 01:00:00+00:00,106285.72,106488.0,106110.53,106481.75,485.1048,2621.91,2649.91,2616.1,2646.1,33151.83,2.2041,2.2198,2.204,2.2183,4762097.9,158.88,162.25,158.87,161.95,232438.335,0.1968,0.2003,0.19633,0.19985,74350554.0,0.9993,0.9994,0.9993,0.9993,46093897.0
2025-06-03 02:00:00+00:00,106481.76,106500.0,105577.36,105612.46,691.63486,2646.11,2648.0,2613.0,2616.21,31845.274,2.2183,2.2219,2.1979,2.1995,6327230.5,161.95,162.38,159.63,159.85,223766.15,0.19986,0.20051,0.19639,0.19666,67826798.0,0.9993,0.9994,0.9992,0.9993,66655587.0
2025-06-03 03:00:00+00:00,105612.47,105712.72,105340.18,105482.02,441.33737,2616.21,2619.75,2589.3,2603.39,29867.1929,2.1995,2.2019,2.1845,2.1958,4398162.1,159.85,160.19,158.35,159.44,117544.123,0.19666,0.19695,0.19472,0.1957,46763581.0,0.9993,0.9994,0.9992,0.9993,38848030.0
2025-06-03 04:00:00+00:00,105482.03,105513.02,105116.2,105166.92,433.84543,2603.38,2605.0,2589.91,2591.99,14555.2069,2.1957,2.1976,2.1876,2.1902,2791606.0,159.45,159.59,158.22,158.46,66783.089,0.1957,0.19583,0.19429,0.19461,18256757.0,0.9993,0.9994,0.9993,0.9994,26220866.0
2025-06-03 05:00:00+00:00,105166.93,105472.1,105166.92,105452.08,465.42429,2591.99,2617.72,2591.66,2614.76,15517.2626,2.1903,2.2054,2.1903,2.2037,2153889.7,158.46,159.75,158.46,159.51,60239.854,0.19462,0.19646,0.19462,0.19628,14363764.0,0.9993,0.9994,0.9993,0.9993,25760578.0
2025-06-03 06:00:00+00:00,105452.09,105463.19,105218.0,105429.67,497.04209,2614.75,2618.93,2604.46,2618.54,9592.4922,2.2037,2.207,2.1957,2.2022,2403299.3,159.51,159.93,158.93,159.91,73919.333,0.19628,0.19642,0.19521,0.1964,12362659.0,0.9994,0.9994,0.9993,0.9993,45983584.0
2025-06-03 07:00:00+00:00,105429.67,105438.02,105161.84,105170.75,412.13809,2618.55,2620.75,2607.76,2609.99,11503.0036,2.2022,2.2031,2.188,2.19,3370355.6,159.92,160.2,159.32,159.82,60079.181,0.1964,0.19648,0.19506,0.19522,15977076.0,0.9993,0.9994,0.9993,0.9993,59217002.0
2025-06-03 08:00:00+00:00,105170.76,105245.29,104872.5,105094.93,579.75676,2610.0,2611.24,2594.79,2607.29,18135.9118,2.19,2.1958,2.1838,2.1912,3018714.7,159.83,159.92,158.28,159.28,114248.49,0.19522,0.19542,0.19328,0.19406,28675332.0,0.9994,0.9994,0.9993,0.9993,41237635.0
2025-06-03 09:00:00+00:00,105094.93,105284.74,105067.74,105198.11,353.4813,2607.29,2619.14,2601.45,2614.49,13063.6074,2.1912,2.2014,2.1889,2.199,2063004.3,159.27,160.12,158.7,159.89,61095.952,0.19407,0.19525,0.19368,0.19481,15081847.0,0.9994,0.9994,0.9993,0.9994,39536225.0
2025-06-03 10:00:00+00:00,105198.12,105343.01,105146.99,105280.99,376.17348,2614.5,2620.34,2610.0,2611.46,12197.3208,2.1991,2.2022,2.1945,2.2018,1993944.5,159.9,161.34,159.8,161.23,123605.518,0.19482,0.19569,0.19455,0.19532,13170988.0,0.9993,0.9994,0.9993,0.9993,35461485.0
2025-06-03 11:00:00+00:00,105281.0,105349.94,105173.87,105287.24,272.00092,2611.46,2616.93,2600.72,2601.78,9452.6999,2.2018,2.2202,2.2015,2.2149,6193886.3,161.23,161.65,160.44,160.56,75096.987,0.19532,0.19595,0.19471,0.19503,10453357.0,0.9993,0.9994,0.9993,0.9993,56070874.0
2025-06-03 12:00:00+00:00,105287.24,105425.38,105224.25,105307.94,404.97079,2601.78,2613.43,2598.02,2609.76,13342.1615,2.2148,2.225,2.2081,2.2249,4033747.2,160.56,161.54,160.21,161.15,76167.33,0.19503,0.19592,0.19458,0.19549,13515412.0,0.9993,0.9994,0.9991,0.9993,97229588.0
2025-06-03 13:00:00+00:00,105307.94,105666.67,105031.6,105421.55,737.70303,2609.76,2632.82,2607.09,2626.81,26275.757,2.225,2.2311,2.2058,2.2155,5558457.6,161.15,161.64,160.03,160.72,149402.392,0.19549,0.1965,0.19437,0.19532,47895134.0,0.9992,0.9993,0.9992,0.9992,71234550.0
2025-06-03 14:00:00+00:00,105421.54,106692.43,105150.94,106550.01,1681.31099,2626.81,2655.38,2613.8,2648.6,32115.2029,2.2156,2.2394,2.206,2.2374,4764495.6,160.73,163.38,159.44,163.19,235557.348,0.19532,0.19838,0.19401,0.19815,51481965.0,0.9992,0.9993,0.9991,0.9991,91847202.0
2025-06-03 15:00:00+00:00,106550.01,106794.67,106333.33,106610.66,1120.18715,2648.59,2651.51,2616.66,2623.58,30478.8142,2.2374,2.2759,2.2304,2.2631,12618188.9,163.18,163.64,161.81,162.2,133531.928,0.19815,0.19868,0.19672,0.19737,53684323.0,0.9991,0.9993,0.9991,0.9992,111799721.0
2025-06-03 16:00:00+00:00,106610.66,106666.67,105800.0,105817.63,798.97951,2623.58,2625.24,2602.56,2605.41,22411.1207,2.2632,2.2722,2.2491,2.2538,7006914.3,162.21,162.41,160.64,160.67,109618.25,0.19737,0.19758,0.19556,0.19559,29432525.0,0.9992,0.9993,0.9992,0.9992,100330851.0
2025-06-03 17:00:00+00:00,105817.63,106142.86,105758.25,105943.98,392.12835,2605.42,2627.39,2603.3,2619.11,17181.7406,2.2538,2.261,2.244,2.2484,4451876.2,160.67,161.94,160.43,161.16,85461.587,0.19558,0.19693,0.19535,0.19622,13591382.0,0.9992,0.9993,0.9992,0.9993,53722043.0
2025-06-03 18:00:00+00:00,105943.99,106047.62,105592.17,106013.15,412.4498,2619.12,2620.67,2607.2,2618.41,9789.5135,2.2484,2.2643,2.24,2.2606,2753796.1,161.16,161.22,159.98,160.39,68588.412,0.19621,0.19624,0.19516,0.19595,11062455.0,0.9993,0.9994,0.9992,0.9993,77566898.0
2025-06-03 19:00:00+00:00,106013.15,106428.58,106013.15,106238.81,403.87736,2618.42,2628.57,2615.11,2625.16,10291.7347,2.2606,2.2819,2.2567,2.2814,5671210.7,160.38,161.2,160.2,160.56,64557.201,0.19595,0.19739,0.19583,0.1971,18388745.0,0.9993,0.9994,0.9993,0.9993,36692703.0
2025-06-03 20:00:00+00:00,106238.81,106254.92,105353.5,105738.69,512.78907,2625.19,2625.61,2594.4,2614.99,16402.9637,2.2815,2.2821,2.2424,2.2541,6927588.7,160.56,160.59,156.64,157.69,176501.649,0.19711,0.19717,0.19274,0.19445,22992055.0,0.9993,0.9994,0.9993,0.9994,38999868.0
2025-06-03 21:00:00+00:00,105738.7,105847.71,105274.95,105367.93,366.43282,2615.0,2616.74,2575.0,2589.22,20058.071,2.2541,2.271,2.2346,2.2418,5079704.6,157.69,157.9,154.14,154.82,169210.7,0.19444,0.19499,0.19141,0.19233,22108149.0,0.9993,0.9994,0.9992,0.9993,41822801.0
2025-06-03 22:00:00+00:00,105367.92,105902.93,105308.0,105743.74,299.07218,2589.23,2610.17,2586.53,2604.5,10704.9673,2.2419,2.2654,2.2378,2.2591,5123757.9,154.83,156.38,154.43,155.84,92306.965,0.19233,0.19461,0.19211,0.19415,22400492.0,0.9992,0.9993,0.9992,0.9992,15994949.0
2025-06-03 23:00:00+00:00,105743.74,105743.74,105266.02,105376.89,369.07549,2604.5,2604.9,2586.56,2593.36,10282.8595,2.2591,2.2599,2.2427,2.2446,2253135.0,155.85,156.27,154.98,155.19,85520.423,0.19415,0.19422,0.19267,0.19311,19619602.0,0.9993,0.9993,0.9992,0.9993,15566735.0
2025-06-04 00:00:00+00:00,105376.9,105524.96,105132.27,105476.2,493.99756,2593.35,2603.0,2583.5,2598.99,13375.5425,2.2445,2.2487,2.2297,2.2468,3356895.9,155.19,155.72,154.18,155.48,99267.387,0.19311,0.19394,0.19205,0.19394,23064471.0,0.9992,0.9993,0.9992,0.9992,18820665.0
2025-06-04 01:00:00+00:00,105476.2,105740.0,105422.59,105592.9,442.93676,2599.0,2622.77,2598.64,2612.29,15362.8054,2.2469,2.2641,2.2469,2.2542,4268136.4,155.47,157.32,155.23,156.79,125644.667,0.19394,0.19594,0.19394,0.19497,23229968.0,0.9993,0.9993,0.9992,0.9992,30080465.0
2025-06-04 02:00:00+00:00,105592.9,105839.63,105415.09,105476.22,250.94227,2612.3,2620.99,2610.01,2612.24,8865.9321,2.2542,2.2658,2.2461,2.2472,3267015.6,156.8,157.63,155.95,156.05,100222.579,0.19498,0.19614,0.19462,0.19482,14470079.0,0.9993,0.9993,0.9992,0.9993,21666690.0
2025-06-04 03:00:00+00:00,105476.22,105745.29,105444.32,105519.27,280.68523,2612.25,2640.83,2610.0,2627.9,24194.6402,2.2471,2.2597,2.2471,2.2528,3003815.9,156.04,157.47,155.96,156.56,93601.055,0.19482,0.19705,0.19482,0.19602,21386051.0,0.9992,0.9993,0.9992,0.9993,21254250.0
2025-06-04 04:00:00+00:00,105519.26,105611.96,105404.25,105407.05,264.21374,2627.89,2638.15,2622.79,2637.26,13796.2638,2.2528,2.253,2.2433,2.2442,2412090.8,156.57,156.92,156.17,156.45,48136.729,0.19601,0.19668,0.19562,0.19573,11312875.0,0.9993,0.9993,0.9992,0.9992,10640150.0
2025-06-04 05:00:00+00:00,105407.06,105549.03,105340.66,105354.14,1117.59375,2637.26,2644.77,2619.3,2624.7,31289.3858,2.2441,2.2473,2.2373,2.2377,2912820.6,156.45,156.83,155.72,156.46,48340.272,0.19572,0.19645,0.19524,0.19567,15665651.0,0.9993,0.9993,0.9992,0.9992,21092517.0
2025-06-04 06:00:00+00:00,105354.14,105436.64,105250.0,105301.02,613.5989,2624.71,2634.45,2621.38,2629.32,9277.4984,2.2377,2.2408,2.2316,2.2349,2407018.9,156.47,157.02,156.01,156.45,40075.089,0.19568,0.19626,0.19489,0.1958,13691529.0,0.9993,0.9993,0.9992,0.9992,29358278.0
2025-06-04 07:00:00+00:00,105301.03,105469.0,105264.23,105320.75,247.91386,2629.32,2634.0,2622.45,2627.74,8575.0034,2.235,2.2396,2.2276,2.234,4390667.7,156.46,156.87,156.04,156.42,41631.675,0.19581,0.19625,0.19504,0.19539,8693410.0,0.9992,0.9994,0.9992,0.9993,55193481.0
2025-06-04 08:00:00+00:00,105320.75,105585.45,105320.75,105435.93,351.33591,2627.75,2646.05,2627.74,2640.99,15919.2438,2.2339,2.2514,2.2332,2.2487,3440281.0,156.42,157.2,156.41,156.69,48623.048,0.1954,0.19658,0.1954,0.19575,9807788.0,0.9993,0.9994,0.9993,0.9994,21281525.0
2025-06-04 09:00:00+00:00,105435.93,105919.26,105329.54,105825.31,986.00175,2641.0,2647.77,2630.2,2643.43,15675.3127,2.2488,2.263,2.2469,2.2592,3297131.3,156.68,157.8,156.25,157.54,47320.3,0.19575,0.19669,0.19518,0.19632,11680216.0,0.9994,0.9994,0.9993,0.9993,24926850.0
2025-06-04 10:00:00+00:00,105825.31,106000.0,105650.96,105705.13,390.95549,2643.43,2650.0,2635.2,2638.45,14828.3446,2.2591,2.2642,2.2535,2.2555,3008388.9,157.54,157.92,156.46,156.64,78116.134,0.19633,0.19667,0.19514,0.19546,19616765.0,0.9993,0.9994,0.9993,0.9993,37763111.0
2025-06-04 11:00:00+00:00,105705.13,105820.04,105080.26,105084.36,2112.4711,2638.44,2644.88,2624.0,2624.4,17046.019,2.2554,2.2616,2.2476,2.253,3182639.4,156.63,156.86,155.72,155.92,71323.332,0.19545,0.19573,0.19361,0.19381,23788237.0,0.9994,0.9994,0.9993,0.9993,31554909.0
2025-06-04 12:00:00+00:00,105084.36,105157.27,104794.5,105039.19,887.65828,2624.41,2638.68,2614.51,2616.73,37104.8818,2.253,2.2538,2.2356,2.2382,4302713.7,155.92,156.37,155.14,155.67,79524.297,0.19382,0.1944,0.19236,0.19261,30290609.0,0.9994,0.9994,0.9993,0.9993,28799121.0
2025-06-04 13:00:00+00:00,105039.2,105272.3,104720.0,104761.17,633.64563,2616.74,2628.72,2607.8,2614.78,23843.9691,2.2381,2.2452,2.2329,2.2346,3616013.4,155.66,156.87,155.3,155.74,71277.754,0.1926,0.19337,0.19168,0.19187,26041146.0,0.9994,0.9995,0.9993,0.9994,76442466.0
2025-06-04 14:00:00+00:00,104761.17,105045.79,104179.0,105033.3,1446.2321,2614.77,2641.7,2594.49,2640.38,45960.6861,2.2345,2.2467,2.2195,2.2465,5914966.7,155.74,156.9,154.58,156.83,128923.777,0.19186,0.19256,0.18965,0.19251,47763158.0,0.9995,0.9995,0.9993,0.9995,127219880.0
2025-06-04 15:00:00+00:00,105033.3,105542.0,104928.65,105298.27,938.94287,2640.38,2679.88,2633.76,2667.93,65791.7486,2.2466,2.2614,2.2427,2.2492,4663913.4,156.83,157.97,156.55,157.13,122016.916,0.1925,0.19359,0.19193,0.19284,35913729.0,0.9995,0.9995,0.9994,0.9995,58102504.0
2025-06-04 16:00:00+00:00,105298.26,105464.85,105094.0,105445.89,468.85884,2667.92,2669.59,2648.47,2660.0,30918.8763,2.2492,2.2522,2.2416,2.2451,2503660.3,157.13,157.57,156.39,157.37,73752.216,0.19285,0.19293,0.1916,0.19239,15471496.0,0.9995,0.9995,0.9994,0.9994,26908342.0
2025-06-04 17:00:00+00:00,105445.9,105483.14,104963.64,105051.1,399.33188,2660.0,2660.01,2631.26,2635.07,22537.5577,2.2452,2.2452,2.2273,2.2336,3463435.8,157.36,157.43,155.58,156.07,71340.55,0.19239,0.19247,0.18995,0.19086,18132977.0,0.9994,0.9995,0.9994,0.9994,33999886.0
2025-06-04 18:00:00+00:00,105051.11,105300.0,104920.01,104951.54,301.21483,2635.07,2642.24,2625.55,2629.11,12668.5906,2.2337,2.2378,2.2238,2.2251,2515973.9,156.07,156.52,155.53,155.63,40841.898,0.19086,0.19152,0.19034,0.19054,8231245.0,0.9994,0.9995,0.9994,0.9994,27115232.0
2025-06-04 19:00:00+00:00,104951.54,105079.99,104865.25,104913.52,282.68857,2629.11,2633.21,2622.22,2623.72,11182.5712,2.2251,2.2274,2.206,2.206,3925494.2,155.62,156.0,155.28,155.37,54035.799,0.19053,0.19084,0.1893,0.18932,10085634.0,0.9995,0.9995,0.9994,0.9994,13578878.0
2025-06-04 20:00:00+00:00,104913.52,104959.64,104407.16,104609.87,484.36457,2623.72,2625.1,2599.11,2605.67,25315.5245,2.206,2.212,2.1963,2.202,4693497.2,155.36,155.5,154.0,154.53,131528.709,0.18931,0.18945,0.18703,0.18834,29263673.0,0.9994,0.9995,0.9994,0.9995,18820877.0
2025-06-04 21:00:00+00:00,104609.88,105045.79,104549.83,104930.61,304.21199,2605.67,2623.59,2599.6,2618.75,14143.3657,2.2021,2.2153,2.1951,2.2113,4334892.8,154.54,155.59,153.91,155.07,207276.709,0.18833,0.19027,0.1873,0.18962,14878331.0,0.9995,0.9995,0.9994,0.9994,29305549.0
2025-06-04 22:00:00+00:00,104930.61,105034.91,104744.18,104775.36,158.79559,2618.75,2621.46,2604.0,2605.6,14343.0869,2.2114,2.2163,2.2035,2.2042,2069239.3,155.07,155.21,153.31,153.53,104718.518,0.18962,0.18968,0.18781,0.1884,13803210.0,0.9994,0.9995,0.9993,0.9994,40234069.0
2025-06-04 23:00:00+00:00,104775.37,104864.5,104625.15,104696.86,176.30335,2605.6,2616.67,2599.54,2607.68,10477.9712,2.2041,2.2089,2.1954,2.2009,1973386.6,153.53,153.75,152.94,153.26,63107.014,0.18839,0.18879,0.1872,0.18812,16082755.0,0.9993,0.9994,0.9993,0.9993,9350561.0
