datetime_utc,BTC_BINANCE_OPEN,BTC_BINANCE_HIGH,BTC_BINANCE_LOW,BTC_BINANCE_CLOSE,BTC_BINANCE_VOLUME,ETH_BINANCE_OPEN,ETH_BINANCE_HIGH,ETH_BINANCE_LOW,ETH_BINANCE_CLOSE,ETH_BINANCE_VOLUME,XRP_BINANCE_OPEN,XRP_BINANCE_HIGH,XRP_BINANCE_LOW,XRP_BINANCE_CLOSE,XRP_BINANCE_VOLUME,SOL_BINANCE_OPEN,SOL_BINANCE_HIGH,SOL_BINANCE_LOW,SOL_BINANCE_CLOSE,SOL_BINANCE_VOLUME,DOGE_BINANCE_OPEN,DOGE_BINANCE_HIGH,DOGE_BINANCE_LOW,DOGE_BINANCE_CLOSE,DOGE_BINANCE_VOLUME,USDT_BINANCE_OPEN,USDT_BINANCE_HIGH,USDT_BINANCE_LOW,USDT_BINANCE_CLOSE,USDT_BINANCE_VOLUME
2025-07-25 10:00:00+00:00,116033.44,116487.5,115990.09,116308.48,927.16868,3726.09,3747.0,3705.34,3718.89,37635.8802,3.1351,3.145,3.1095,3.1286,8593414.4,180.81,181.67,179.73,180.74,197653.785,0.23178,0.23334,0.23017,0.23184,95029569.0,0.9998,0.9999,0.9997,0.9998,112372956.0
2025-07-25 11:00:00+00:00,116308.48,116782.13,116308.48,116543.58,1141.32627,3718.89,3744.0,3715.45,3721.37,22513.0778,3.1287,3.1534,3.1262,3.1346,6052798.9,180.73,182.08,180.73,181.12,154142.449,0.23185,0.23322,0.23052,0.23109,57662180.0,0.9998,0.9999,0.9997,0.9998,95272068.0
2025-07-25 12:00:00+00:00,116543.59,116656.99,115963.97,116105.96,1288.03796,3721.37,3735.0,3694.03,3704.45,26885.7594,3.1346,3.1523,3.0971,3.1231,8457656.2,181.12,181.89,179.98,180.77,128225.146,0.2311,0.23282,0.22936,0.23134,64876551.0,0.9998,0.9999,0.9998,0.9999,33662605.0
2025-07-25 13:00:00+00:00,116105.96,116600.0,115564.75,116216.27,1802.0313,3704.45,3719.94,3676.33,3706.03,38033.3293,3.1231,3.1383,3.0947,3.1196,7552412.3,180.78,181.46,179.55,181.15,124974.702,0.23135,0.23252,0.22845,0.2309,86454306.0,0.9998,0.9999,0.9997,0.9998,115843622.0
2025-07-25 14:00:00+00:00,116216.27,116286.87,114908.0,114960.01,2025.1148,3706.03,3708.83,3620.93,3629.23,44491.2724,3.1197,3.122,3.0,3.0057,27581352.1,181.15,181.36,176.33,176.59,344599.788,0.2309,0.23121,0.22303,0.22347,130204851.0,0.9997,0.9999,0.9997,0.9999,103797094.0
2025-07-25 15:00:00+00:00,114960.01,115846.39,114916.48,115727.08,1246.60929,3629.23,3647.66,3601.56,3634.2,45934.1338,3.0057,3.0461,2.9981,3.0375,20238172.7,176.59,178.61,176.24,178.2,198377.627,0.22346,0.22585,0.22085,0.22435,120197897.0,0.9998,0.9999,0.9997,0.9998,67826742.0
2025-07-25 16:00:00+00:00,115727.07,116214.88,115455.46,116185.32,941.06562,3634.21,3645.69,3615.0,3640.78,27866.8286,3.0375,3.0634,3.0254,3.0587,7825339.8,178.19,179.97,177.47,179.71,166187.432,0.22436,0.22717,0.22221,0.22674,65052034.0,0.9998,0.9998,0.9997,0.9997,45066058.0
2025-07-25 17:00:00+00:00,116185.31,116345.74,115871.8,116042.5,679.50606,3640.77,3652.86,3621.39,3636.48,24616.9496,3.0586,3.0716,3.0487,3.0603,5394347.7,179.7,181.07,179.37,180.69,168841.723,0.22674,0.22825,0.2257,0.22651,55350450.0,0.9997,0.9998,0.9997,0.9998,32678135.0
2025-07-25 18:00:00+00:00,116042.51,116568.73,116042.5,116491.53,629.2576,3636.47,3658.52,3635.53,3650.25,15223.6952,3.0602,3.0774,3.0554,3.0709,5006426.9,180.69,182.72,180.67,182.33,143977.671,0.22651,0.22784,0.22612,0.22714,35304625.0,0.9998,0.9998,0.9996,0.9998,93763313.0
2025-07-25 19:00:00+00:00,116491.53,116997.21,116405.7,116688.6,839.57954,3650.25,3659.75,3641.04,3641.14,10561.4631,3.071,3.0976,3.0654,3.0707,5112552.4,182.33,182.84,181.76,182.17,139364.113,0.22714,0.22923,0.22661,0.22717,44024710.0,0.9997,0.9998,0.9996,0.9997,63442889.0
2025-07-25 20:00:00+00:00,116688.6,117306.0,116578.02,117040.01,737.6538,3641.15,3697.4,3639.5,3685.12,14607.5156,3.0708,3.133,3.0708,3.1218,7773164.0,182.16,184.5,182.08,183.79,127594.931,0.22718,0.23286,0.22703,0.23251,46187270.0,0.9997,0.9997,0.9996,0.9996,39107385.0
2025-07-25 21:00:00+00:00,117040.01,117377.59,116956.0,117214.23,418.42958,3685.13,3726.7,3685.13,3719.81,26603.9447,3.1218,3.149,3.1218,3.1398,7631075.4,183.79,185.3,183.79,185.06,97406.93,0.2325,0.23549,0.2325,0.2346,66031653.0,0.9996,0.9998,0.9996,0.9997,68321465.0
2025-07-25 22:00:00+00:00,117214.23,117343.89,117102.3,117279.97,248.88589,3719.81,3730.0,3715.2,3720.07,15533.0319,3.1399,3.1507,3.1345,3.1444,5307835.7,185.06,186.2,185.0,186.09,86247.199,0.23459,0.23634,0.234,0.23554,55924119.0,0.9997,0.9998,0.9997,0.9998,20695470.0
2025-07-25 23:00:00+00:00,117279.97,117630.0,117186.83,117614.31,371.50937,3720.06,3729.92,3708.85,3724.96,10491.5793,3.1444,3.145,3.1321,3.1423,3603885.8,186.09,186.85,185.59,186.76,97388.575,0.23554,0.23697,0.23508,0.23673,34598133.0,0.9998,0.9998,0.9997,0.9998,26855288.0
2025-07-26 00:00:00+00:00,117614.31,117614.32,117330.24,117496.0,388.41101,3724.97,3728.06,3711.27,3725.51,9159.5545,3.1422,3.1443,3.1243,3.135,4580182.4,186.75,186.93,185.67,185.88,79329.963,0.23673,0.23676,0.23482,0.23528,43639367.0,0.9997,0.9998,0.9997,0.9997,18232251.0
2025-07-26 01:00:00+00:00,117496.0,117550.9,117138.38,117153.73,266.66811,3725.52,3726.0,3697.66,3702.13,13859.5271,3.135,3.1396,3.1088,3.1119,4608028.3,185.88,186.09,184.48,184.48,79599.543,0.23529,0.23611,0.23296,0.23301,39951324.0,0.9998,0.9998,0.9997,0.9998,12728667.0
2025-07-26 02:00:00+00:00,117153.74,117750.0,117153.73,117469.0,391.82574,3702.12,3767.13,3702.12,3742.67,41089.1299,3.112,3.1635,3.112,3.1517,5808334.3,184.48,186.85,184.48,186.52,117686.423,0.23301,0.23882,0.23301,0.23676,61964137.0,0.9997,0.9998,0.9997,0.9997,22424314.0
2025-07-26 03:00:00+00:00,117469.01,117603.0,117462.64,117489.62,175.33791,3742.67,3746.77,3728.21,3739.51,9811.4012,3.1516,3.1529,3.1354,3.144,2465050.7,186.52,186.65,185.66,185.97,74918.675,0.23675,0.2373,0.23576,0.23664,26105109.0,0.9997,0.9998,0.9997,0.9998,14237382.0
2025-07-26 04:00:00+00:00,117489.61,117547.92,117396.95,117496.81,182.72574,3739.5,3753.54,3737.32,3748.34,15426.1536,3.144,3.1576,3.1389,3.1485,3672115.4,185.97,186.44,185.69,185.96,49332.744,0.23665,0.2382,0.23652,0.23757,47562848.0,0.9997,0.9998,0.9997,0.9998,25298130.0
2025-07-26 05:00:00+00:00,117496.8,117541.19,117419.83,117444.99,155.81148,3748.35,3756.62,3734.15,3748.02,14169.8692,3.1484,3.1766,3.1412,3.1719,5335831.4,185.97,187.14,185.63,186.71,63044.722,0.23757,0.23892,0.23674,0.23812,31286718.0,0.9997,0.9998,0.9997,0.9997,40672808.0
2025-07-26 06:00:00+00:00,117444.99,117458.0,117320.0,117350.71,213.86521,3748.02,3750.54,3731.53,3739.78,8923.7456,3.1719,3.1734,3.1532,3.1576,3715451.6,186.71,186.75,185.88,186.08,59400.2,0.23813,0.23862,0.23678,0.23722,27901161.0,0.9997,0.9998,0.9996,0.9996,54668676.0
2025-07-26 07:00:00+00:00,117350.71,117382.76,117304.46,117304.47,454.07762,3739.77,3748.46,3738.09,3742.21,6037.1089,3.1575,3.1662,3.1525,3.1551,1744132.8,186.08,186.86,186.06,186.43,38311.218,0.23721,0.23817,0.23667,0.23692,17939512.0,0.9996,0.9997,0.9996,0.9997,21415281.0
2025-07-26 08:00:00+00:00,117304.47,117615.12,117304.46,117557.14,259.96197,3742.2,3779.0,3742.2,3762.73,28381.5061,3.1552,3.1794,3.1541,3.1749,3057552.1,186.43,188.0,186.42,188.0,61042.203,0.23692,0.23899,0.23676,0.23779,27324070.0,0.9997,0.9997,0.9996,0.9997,24494219.0
2025-07-26 09:00:00+00:00,117557.14,117617.65,117458.0,117570.6,190.39173,3762.73,3765.65,3749.39,3759.1,13007.7625,3.175,3.1981,3.1715,3.1939,6032150.7,188.0,189.18,187.48,188.98,137239.667,0.23779,0.23922,0.23733,0.23914,20416917.0,0.9996,0.9997,0.9996,0.9997,18666763.0
2025-07-26 10:00:00+00:00,117570.6,118217.45,117545.1,117971.93,749.16688,3759.11,3782.83,3752.56,3759.93,24687.2251,3.1938,3.2111,3.1932,3.1999,8397817.1,188.99,189.78,188.16,188.24,116491.682,0.23913,0.24015,0.23841,0.23851,38558316.0,0.9996,0.9997,0.9996,0.9996,20424625.0
2025-07-26 11:00:00+00:00,117971.94,118072.41,117776.1,117776.11,349.789,3759.94,3770.0,3730.25,3739.36,44617.9521,3.2,3.2026,3.1776,3.1855,5950404.7,188.24,188.55,187.29,187.74,112137.204,0.23852,0.2388,0.23563,0.23667,42045775.0,0.9996,0.9997,0.9995,0.9997,91792805.0
2025-07-26 12:00:00+00:00,117776.1,117990.0,117772.13,117914.17,171.77445,3739.37,3751.14,3725.0,3741.98,18911.2628,3.1856,3.199,3.1779,3.1904,3408568.1,187.75,188.48,187.27,187.92,63902.412,0.23666,0.2379,0.2354,0.23761,25742108.0,0.9997,0.9997,0.9995,0.9997,48044604.0
2025-07-26 13:00:00+00:00,117914.16,118220.0,117855.15,118125.24,341.83674,3741.98,3754.2,3736.18,3743.62,14980.8919,3.1905,3.1985,3.1782,3.1874,3381266.0,187.92,188.21,187.27,187.55,81871.203,0.2376,0.2391,0.23686,0.23795,17370570.0,0.9996,0.9997,0.9995,0.9996,111392680.0
2025-07-26 14:00:00+00:00,118125.24,118210.85,117956.0,118064.99,355.21897,3743.63,3748.2,3724.57,3727.97,17223.2689,3.1874,3.1975,3.1778,3.1811,3422079.0,187.55,187.91,186.24,186.41,89835.689,0.23796,0.23925,0.23657,0.2366,32578354.0,0.9997,0.9997,0.9995,0.9995,59537775.0
2025-07-26 15:00:00+00:00,118064.99,118142.87,117818.2,118130.1,434.76718,3727.98,3740.05,3715.58,3735.72,13325.3873,3.1811,3.1928,3.1761,3.1921,3627622.8,186.41,187.7,186.05,187.52,71434.078,0.2366,0.2399,0.23563,0.2387,35450059.0,0.9996,0.9997,0.9995,0.9997,56440211.0
2025-07-26 16:00:00+00:00,118130.1,118188.97,118011.0,118081.18,351.27128,3735.72,3741.99,3719.75,3727.96,14425.3224,3.1921,3.2181,3.1845,3.192,7437810.7,187.53,187.8,186.47,186.83,66085.89,0.23869,0.23958,0.23637,0.23684,30203302.0,0.9997,0.9997,0.9996,0.9996,25025873.0
2025-07-26 17:00:00+00:00,118081.19,118090.0,117990.0,118039.98,139.66952,3727.96,3734.85,3721.6,3723.72,6649.2903,3.192,3.1946,3.1651,3.1727,4043364.4,186.83,186.9,185.36,185.63,78024.902,0.23684,0.23749,0.23581,0.23636,17387617.0,0.9996,0.9997,0.9995,0.9995,57219555.0
2025-07-26 18:00:00+00:00,118039.99,118099.99,117941.96,118095.15,195.55155,3723.73,3756.0,3709.39,3740.14,22762.2322,3.1727,3.182,3.1584,3.1753,4341174.4,185.63,186.39,185.06,186.0,48363.082,0.23636,0.2385,0.23442,0.23768,39763628.0,0.9996,0.9997,0.9995,0.9996,30492382.0
2025-07-26 19:00:00+00:00,118095.16,118297.35,118040.0,118232.11,364.90102,3740.14,3756.06,3739.35,3750.5,9664.989,3.1752,3.1962,3.1729,3.1911,2092291.0,185.99,186.64,185.82,186.45,39859.459,0.23768,0.2398,0.23741,0.23904,22612535.0,0.9997,0.9997,0.9995,0.9996,56203293.0
2025-07-26 20:00:00+00:00,118232.11,118232.12,117883.86,117956.32,249.16255,3750.5,3751.93,3733.49,3745.36,8491.6458,3.1911,3.192,3.1684,3.1829,1794108.1,186.44,186.49,185.32,185.91,52206.392,0.23904,0.23912,0.23687,0.23717,18814751.0,0.9996,0.9997,0.9996,0.9997,17759737.0
2025-07-26 21:00:00+00:00,117956.32,118068.0,117888.2,118028.56,149.87446,3745.35,3763.65,3738.08,3758.77,9485.2754,3.1828,3.1953,3.1718,3.1925,1672222.0,185.9,186.46,185.41,186.36,38930.338,0.23717,0.23813,0.2363,0.23776,13962663.0,0.9996,0.9997,0.9996,0.9996,32671566.0
2025-07-26 22:00:00+00:00,118028.56,118276.66,117978.0,118007.02,289.29406,3758.77,3793.0,3742.41,3750.16,34803.1815,3.1924,3.2098,3.1802,3.1819,3774787.3,186.37,186.76,184.86,185.09,90731.005,0.23775,0.24029,0.23647,0.2367,33719090.0,0.9996,0.9997,0.9995,0.9996,40141583.0
2025-07-26 23:00:00+00:00,118007.03,118048.19,117890.0,117919.99,170.31788,3750.17,3755.48,3736.84,3741.1,7366.0191,3.1819,3.1821,3.1637,3.1662,2468878.2,185.08,185.09,184.29,184.88,63675.181,0.2367,0.23692,0.23515,0.23543,21563799.0,0.9996,0.9997,0.9995,0.9997,31568557.0
2025-07-27 00:00:00+00:00,117919.99,117961.89,117825.5,117952.0,131.17257,3741.11,3756.27,3731.0,3756.26,9134.5902,3.1662,3.1833,3.1564,3.1815,3862887.2,184.89,185.49,184.53,185.49,31157.954,0.23544,0.23684,0.23488,0.23627,36802081.0,0.9996,0.9997,0.9995,0.9996,22465244.0
2025-07-27 01:00:00+00:00,117951.99,118190.0,117920.0,118102.0,291.9617,3756.26,3772.58,3750.71,3756.43,10790.3901,3.1815,3.2025,3.1751,3.187,4044342.8,185.48,186.58,185.13,186.31,59757.549,0.23627,0.23886,0.23554,0.23764,33849659.0,0.9995,0.9996,0.9995,0.9996,16111634.0
2025-07-27 02:00:00+00:00,118102.0,118358.18,118021.85,118309.99,398.69577,3756.43,3787.8,3752.08,3784.72,10330.5516,3.187,3.2064,3.1773,3.1981,2260957.4,186.31,187.14,185.85,187.13,43791.595,0.23764,0.23998,0.23674,0.23974,33405074.0,0.9995,0.9996,0.9995,0.9995,25032764.0
2025-07-27 03:00:00+00:00,118309.99,118309.99,118080.92,118182.83,185.67692,3784.73,3786.02,3770.71,3774.03,10789.7027,3.1982,3.2049,3.1825,3.1994,2577937.6,187.13,187.59,186.26,187.19,76241.702,0.23975,0.24001,0.23837,0.23924,21359489.0,0.9996,0.9996,0.9995,0.9995,47777079.0
2025-07-27 04:00:00+00:00,118182.83,118272.43,118149.19,118215.1,180.57499,3774.03,3791.65,3768.66,3791.01,9237.2574,3.1994,3.2195,3.1917,3.2096,4016399.7,187.19,187.59,186.65,187.46,61983.078,0.23924,0.24156,0.2385,0.24149,33169290.0,0.9996,0.9996,0.9995,0.9996,25863392.0
2025-07-27 05:00:00+00:00,118215.09,118300.0,118160.84,118274.73,261.59962,3791.01,3811.0,3781.84,3790.94,31584.0526,3.2097,3.2387,3.2057,3.2226,7123975.9,187.46,188.33,187.29,187.84,77040.963,0.24149,0.24339,0.24071,0.24169,67316564.0,0.9995,0.9996,0.9995,0.9996,16627492.0
2025-07-27 06:00:00+00:00,118274.73,118438.83,118197.71,118263.4,218.37982,3790.93,3791.29,3764.84,3772.2,11596.5556,3.2226,3.2232,3.1986,3.2016,3348228.6,187.85,188.04,187.01,187.06,43508.363,0.24169,0.24171,0.23824,0.23864,43427142.0,0.9995,0.9996,0.9995,0.9996,23848432.0
2025-07-27 07:00:00+00:00,118263.4,118263.4,118066.74,118095.95,147.6577,3772.21,3782.91,3763.0,3768.01,8011.163,3.2016,3.2048,3.1858,3.1897,3795439.6,187.05,187.86,186.62,187.22,47573.347,0.23864,0.23899,0.23628,0.23698,36901723.0,0.9996,0.9996,0.9995,0.9995,28974510.0
2025-07-27 08:00:00+00:00,118095.95,118129.75,117950.47,117950.47,201.29673,3768.0,3776.34,3764.5,3770.96,7365.2751,3.1897,3.1931,3.1732,3.1848,4629228.3,187.22,187.49,186.25,186.7,55609.429,0.23698,0.23734,0.23504,0.23613,84378341.0,0.9995,0.9996,0.9995,0.9995,25532602.0
2025-07-27 09:00:00+00:00,117950.47,117999.91,117859.98,117943.92,195.86439,3770.96,3774.01,3751.0,3763.5,12870.578,3.1848,3.1906,3.1674,3.1711,3641252.0,186.7,187.33,186.18,186.37,44097.582,0.23612,0.23622,0.23432,0.23552,38812747.0,0.9996,0.9996,0.9995,0.9995,36242133.0
2025-07-27 10:00:00+00:00,117943.92,118292.86,117943.92,118184.92,257.644,3763.5,3842.95,3763.48,3817.06,46903.311,3.1711,3.21,3.1704,3.2026,3700142.3,186.36,188.44,186.32,187.66,72786.497,0.23552,0.23922,0.23548,0.2383,41926432.0,0.9995,0.9996,0.9995,0.9996,40450115.0
2025-07-27 11:00:00+00:00,118184.92,118255.32,118050.0,118072.71,181.16448,3817.06,3835.83,3804.77,3815.26,23691.8901,3.2026,3.2148,3.1743,3.1802,5538135.3,187.66,188.57,186.8,187.01,96320.438,0.23831,0.23944,0.23613,0.23651,38904972.0,0.9995,0.9997,0.9995,0.9996,51170378.0
2025-07-27 12:00:00+00:00,118072.71,118111.34,117890.0,118097.39,298.94425,3815.26,3836.54,3806.04,3825.99,30750.3606,3.1802,3.1977,3.163,3.1947,6544168.7,187.02,187.34,185.5,186.43,114223.255,0.23651,0.23836,0.23532,0.23819,32561977.0,0.9995,0.9996,0.9995,0.9996,29046036.0
2025-07-27 13:00:00+00:00,118097.39,118217.6,118085.87,118201.99,217.84311,3825.99,3830.72,3806.5,3810.07,21486.0223,3.1947,3.2077,3.1836,3.1861,5279470.5,186.42,186.78,185.51,185.77,86861.446,0.23818,0.23915,0.23664,0.23717,29366365.0,0.9996,0.9996,0.9995,0.9995,19957889.0
2025-07-27 14:00:00+00:00,118201.99,118499.0,118149.96,118422.16,467.70923,3810.07,3822.8,3791.48,3809.44,21002.1839,3.1861,3.2018,3.1712,3.1803,4972374.7,185.76,186.5,185.17,185.77,91605.03,0.23717,0.23873,0.2354,0.2362,30507691.0,0.9996,0.9996,0.9995,0.9995,26492701.0
2025-07-27 15:00:00+00:00,118422.16,118588.0,118236.84,118585.74,601.55506,3809.44,3821.47,3793.48,3818.53,17137.6814,3.1803,3.1878,3.1675,3.1866,5960563.1,185.77,186.5,184.9,186.47,88648.369,0.2362,0.23687,0.23451,0.2368,49985428.0,0.9996,0.9996,0.9995,0.9996,39108253.0
2025-07-27 16:00:00+00:00,118585.75,119540.01,118585.75,119090.45,2270.02899,3818.53,3850.47,3811.0,3816.02,39208.5316,3.1866,3.2288,3.1841,3.196,12517872.1,186.48,189.76,186.37,187.66,313026.561,0.2368,0.24195,0.23665,0.23799,134194195.0,0.9996,0.9998,0.9995,0.9998,147880772.0
2025-07-27 17:00:00+00:00,119090.46,119334.88,118855.58,119196.69,652.20986,3816.03,3841.78,3809.01,3838.25,20294.9463,3.1961,3.2099,3.1768,3.2055,11067332.5,187.67,188.36,185.95,188.08,155682.846,0.23799,0.23992,0.23663,0.23965,38831955.0,0.9997,0.9998,0.9996,0.9997,91674389.0
2025-07-27 18:00:00+00:00,119196.68,119372.87,118942.9,119021.33,339.99317,3838.24,3868.08,3833.27,3846.26,37263.3847,3.2055,3.2147,3.1958,3.2129,4839789.9,188.07,188.79,187.47,188.4,106501.235,0.23965,0.2415,0.23937,0.24043,49830029.0,0.9997,0.9997,0.9996,0.9997,36310918.0
2025-07-27 19:00:00+00:00,119021.33,119073.91,118895.09,118960.0,156.14032,3846.26,3851.81,3826.59,3828.32,12728.721,3.2129,3.2173,3.199,3.2088,4674419.1,188.39,188.59,186.89,186.92,72921.223,0.24042,0.24089,0.23882,0.23957,18282327.0,0.9996,0.9997,0.9996,0.9996,21060057.0
2025-07-27 20:00:00+00:00,118960.01,119169.97,118713.74,118754.13,284.59066,3828.33,3843.2,3819.86,3822.4,11283.5036,3.2089,3.231,3.1946,3.2024,6112524.0,186.92,188.2,186.6,187.12,70329.601,0.23957,0.24109,0.23872,0.23923,15777280.0,0.9997,0.9997,0.9996,0.9996,16810056.0
2025-07-27 21:00:00+00:00,118754.13,119270.15,118724.0,119265.76,238.52881,3822.41,3840.75,3816.01,3837.12,9289.3091,3.2025,3.2188,3.1893,3.2157,3837640.2,187.13,187.96,186.44,187.95,97567.332,0.23923,0.24059,0.23753,0.24057,17442175.0,0.9997,0.9997,0.9996,0.9996,21635729.0
2025-07-27 22:00:00+00:00,119265.75,119766.65,119228.56,119495.17,773.18425,3837.12,3879.82,3835.77,3864.13,27304.0414,3.2158,3.2515,3.2134,3.2346,10117291.1,187.96,190.7,187.82,188.92,198277.951,0.24058,0.24372,0.24045,0.24201,71759751.0,0.9996,0.9997,0.9995,0.9995,66289945.0
2025-07-27 23:00:00+00:00,119495.16,119528.47,119119.53,119415.55,375.89279,3864.13,3875.85,3839.49,3872.1,17298.4572,3.2345,3.2439,3.2072,3.2389,5986835.5,188.93,189.1,187.15,188.64,127546.787,0.24201,0.24205,0.23942,0.24071,39524748.0,0.9995,0.9996,0.9995,0.9996,33988581.0
2025-07-28 00:00:00+00:00,119415.56,119690.32,119126.09,119236.72,466.02933,3872.11,3887.0,3855.03,3862.01,25792.3634,3.239,3.2864,3.2237,3.262,13045055.8,188.64,191.18,188.1,189.71,154327.903,0.24071,0.24482,0.23972,0.24118,76626078.0,0.9995,0.9997,0.9995,0.9997,67234162.0
2025-07-28 01:00:00+00:00,119236.72,119480.0,118960.5,119037.77,475.77219,3862.01,3865.0,3844.11,3849.67,16486.2587,3.2621,3.2695,3.2224,3.2446,7637582.2,189.71,190.16,187.66,188.31,90344.716,0.24118,0.24139,0.23787,0.23889,54884276.0,0.9997,0.9997,0.9996,0.9997,29701190.0
2025-07-28 02:00:00+00:00,119037.77,119800.0,119021.11,119434.14,578.13763,3849.67,3907.4,3843.0,3885.88,47268.1045,3.2447,3.2928,3.237,3.269,10236656.6,188.31,191.98,187.9,191.55,189705.505,0.23888,0.24567,0.23813,0.24422,127431559.0,0.9996,0.9997,0.9996,0.9997,48557625.0
2025-07-28 03:00:00+00:00,119434.14,119521.03,119234.37,119287.99,304.59253,3885.87,3893.77,3868.03,3879.81,11577.1928,3.2689,3.2798,3.2494,3.2693,6289268.5,191.56,193.82,191.26,193.35,210070.658,0.24422,0.2455,0.24249,0.24477,53883467.0,0.9997,0.9998,0.9996,0.9998,78787464.0
2025-07-28 04:00:00+00:00,119287.99,119423.58,119128.46,119218.05,341.10705,3879.81,3904.51,3868.34,3902.16,18791.3528,3.2693,3.2755,3.25,3.2724,5143776.8,193.34,194.04,192.49,193.08,136958.668,0.24477,0.24558,0.24295,0.24473,57060641.0,0.9998,0.9998,0.9997,0.9997,35637015.0
2025-07-28 05:00:00+00:00,119218.06,119701.07,119138.24,119526.13,787.5627,3902.17,3941.0,3900.63,3929.8,45240.8082,3.2725,3.3308,3.2645,3.3192,13886105.9,193.08,195.26,192.7,194.39,211781.563,0.24473,0.24859,0.24408,0.24758,92787857.0,0.9998,0.9998,0.9996,0.9997,109440408.0
2025-07-28 06:00:00+00:00,119526.13,119600.0,119440.0,119448.02,349.57844,3929.79,3933.96,3909.72,3912.81,24332.1264,3.3192,3.3255,3.2846,3.2898,9536428.1,194.39,194.55,193.6,194.06,167044.104,0.24759,0.24818,0.24529,0.24618,48495111.0,0.9997,0.9998,0.9997,0.9997,65682364.0
2025-07-28 07:00:00+00:00,119448.03,119448.03,118774.31,118900.0,881.81401,3912.82,3914.25,3875.94,3893.0,28328.3475,3.2898,3.2942,3.2596,3.2737,10720229.0,194.07,194.13,191.64,192.37,145770.512,0.24619,0.24628,0.24144,0.24333,83511825.0,0.9997,0.9998,0.9997,0.9998,47023926.0
2025-07-28 08:00:00+00:00,118900.01,119102.69,118777.98,119072.45,558.77409,3893.01,3901.94,3883.03,3891.92,14540.8937,3.2736,3.2777,3.25,3.2637,8496420.3,192.36,192.85,191.27,192.64,87257.422,0.24332,0.24404,0.24077,0.24204,57184842.0,0.9997,0.9999,0.9997,0.9998,173133256.0
2025-07-28 09:00:00+00:00,119072.45,119072.45,118704.01,118930.87,367.39295,3891.91,3895.94,3871.88,3894.24,16662.4748,3.2638,3.2642,3.2388,3.2533,8567288.4,192.64,193.36,191.88,193.16,107686.762,0.24204,0.2428,0.24026,0.24225,45616752.0,0.9998,0.9998,0.9997,0.9998,35406605.0
2025-07-28 10:00:00+00:00,118930.88,118953.52,118620.22,118764.53,360.71138,3894.24,3897.26,3876.1,3887.8,12091.6578,3.2533,3.2577,3.2319,3.2389,5526378.8,193.16,193.32,191.74,192.3,81335.462,0.24225,0.24269,0.24051,0.24131,39384325.0,0.9998,0.9999,0.9997,0.9998,49631746.0
2025-07-28 11:00:00+00:00,118764.54,118873.78,118475.47,118827.49,773.30378,3887.81,3893.8,3860.01,3879.79,18012.7161,3.2389,3.2497,3.2241,3.2448,6410921.0,192.29,192.34,190.63,192.0,86153.502,0.24131,0.2418,0.23966,0.24157,30832819.0,0.9999,0.9999,0.9998,0.9999,32192560.0
2025-07-28 12:00:00+00:00,118827.49,119093.68,118783.85,118845.24,779.03242,3879.8,3889.99,3869.27,3871.02,14495.6485,3.2449,3.2495,3.2253,3.23,8028804.8,192.0,193.52,191.35,192.9,152129.195,0.24157,0.24287,0.24045,0.24132,40068456.0,0.9998,0.9999,0.9997,0.9998,146688924.0
2025-07-28 13:00:00+00:00,118845.23,119085.79,118234.28,118434.78,1098.91827,3871.02,3874.75,3826.27,3843.56,44099.5695,3.23,3.2309,3.1728,3.1914,17593582.0,192.9,192.97,189.28,190.2,246625.245,0.24132,0.2414,0.23562,0.23686,118737422.0,0.9998,0.9999,0.9997,0.9998,88788441.0
2025-07-28 14:00:00+00:00,118434.77,118685.02,117895.73,117985.93,1300.98009,3843.57,3852.23,3773.33,3785.04,80763.7429,3.1914,3.2011,3.1405,3.1556,15903610.9,190.19,190.71,186.71,187.5,450845.245,0.23685,0.238,0.23149,0.23215,174346349.0,0.9999,0.9999,0.9997,0.9999,159339420.0
2025-07-28 15:00:00+00:00,117985.94,118500.0,117907.0,118174.9,613.6795,3785.03,3824.3,3781.28,3808.11,36626.1649,3.1556,3.1807,3.146,3.1601,10328843.5,187.5,189.08,186.55,187.18,166353.611,0.23215,0.23448,0.23063,0.23221,69077137.0,0.9998,0.9999,0.9998,0.9998,45666372.0
2025-07-28 16:00:00+00:00,118174.89,118376.61,118003.55,118028.88,472.32021,3808.11,3822.8,3793.04,3806.51,22099.1217,3.1601,3.1856,3.1466,3.1704,9140723.0,187.18,187.99,186.12,186.66,187730.304,0.23221,0.23389,0.23071,0.23215,49625508.0,0.9999,0.9999,0.9998,0.9998,46420482.0
2025-07-28 17:00:00+00:00,118028.89,118112.24,117653.39,117667.86,789.85169,3806.51,3809.99,3778.79,3784.48,22986.1535,3.1705,3.1818,3.1543,3.1577,5594100.1,186.66,187.44,185.35,185.89,158101.406,0.23215,0.23306,0.23011,0.23068,59923797.0,0.9998,0.9999,0.9997,0.9998,88213157.0
2025-07-28 18:00:00+00:00,117667.86,117856.37,117427.5,117776.56,670.47028,3784.48,3788.55,3754.0,3782.69,32954.6492,3.1577,3.1608,3.1141,3.1427,15349840.8,185.9,186.26,183.45,185.16,277096.546,0.23067,0.23111,0.22744,0.22898,96824780.0,0.9998,0.9999,0.9998,0.9999,51957807.0
