datetime,open,high,low,close
2025-12-23 08:00:00,4487.48,4497.44,4473.56,4478.99
2025-12-23 07:00:00,4493.69,4493.69,4483.46,4487.44
2025-12-23 06:00:00,4484.42,4494.33,4483.22,4493.66
2025-12-23 05:00:00,4480.55,4487.63,4479.61,4484.41
2025-12-23 04:00:00,4490.14,4491.26,4478.31,4480.55
2025-12-23 03:00:00,4486.76,4493.36,4485.01,4490.16
2025-12-23 02:00:00,4481.29,4489.68,4478.57,4486.75
2025-12-23 01:00:00,4474.96,4481.56,4469.62,4481.29
2025-12-23 00:00:00,4482.47,4485.64,4474.95,4474.96
2025-12-22 23:00:00,4486.88,4488.39,4479.04,4482.47
2025-12-22 22:00:00,4493.53,4496.63,4483.23,4486.89
2025-12-22 21:00:00,4487.02,4497.74,4481.22,4493.54
2025-12-22 20:00:00,4470.6,4490.63,4469.8,4487.0
2025-12-22 19:00:00,4460.39,4470.62,4458.16,4470.6
2025-12-22 18:00:00,4447.03,4461.72,4446.9,4460.39
2025-12-22 16:00:00,4438.73,4449.18,4438.65,4443.6
2025-12-22 15:00:00,4433.69,4439.32,4431.92,4438.74
2025-12-22 14:00:00,4435.38,4435.99,4429.0,4433.69
2025-12-22 13:00:00,4438.87,4439.04,4429.62,4435.38
2025-12-22 12:00:00,4438.28,4442.07,4432.27,4438.88
2025-12-22 11:00:00,4432.08,4442.19,4428.29,4438.27
2025-12-22 10:00:00,4419.17,4435.58,4412.26,4432.07
2025-12-22 09:00:00,4424.36,4429.12,4414.92,4419.15
2025-12-22 08:00:00,4415.96,4427.37,4413.58,4424.34
2025-12-22 07:00:00,4410.19,4415.99,4406.4,4415.96
2025-12-22 06:00:00,4408.83,4411.74,4406.22,4410.22
2025-12-22 05:00:00,4411.16,4415.85,4406.29,4408.83
2025-12-22 04:00:00,4408.21,4414.86,4408.09,4411.16
2025-12-22 03:00:00,4414.49,4415.06,4406.44,4408.21
2025-12-22 02:00:00,4419.49,4420.3,4410.72,4414.49
2025-12-22 01:00:00,4400.2,4419.93,4399.09,4419.5
2025-12-22 00:00:00,4397.7,4409.57,4396.84,4400.2
2025-12-21 23:00:00,4393.04,4400.9,4391.45,4397.7
2025-12-21 22:00:00,4385.98,4394.95,4384.38,4392.99
2025-12-21 21:00:00,4382.83,4388.72,4378.74,4385.99
2025-12-21 20:00:00,4365.87,4384.75,4361.54,4382.84
2025-12-21 19:00:00,4355.85,4366.25,4355.85,4365.86
2025-12-21 18:00:00,4339.01,4356.37,4338.15,4355.81
2025-12-19 16:00:00,4339.48,4340.21,4336.74,4338.88
2025-12-19 15:00:00,4345.31,4346.46,4336.9,4339.48
2025-12-19 14:00:00,4348.45,4350.68,4345.24,4345.33
2025-12-19 13:00:00,4353.39,4356.6,4343.31,4348.45
2025-12-19 12:00:00,4349.44,4356.03,4347.2,4353.39
2025-12-19 11:00:00,4348.91,4354.76,4342.23,4349.45
2025-12-19 10:00:00,4332.43,4349.22,4332.18,4348.92
2025-12-19 09:00:00,4328.32,4337.87,4319.94,4332.43
2025-12-19 08:00:00,4327.0,4335.27,4326.27,4328.35
2025-12-19 07:00:00,4327.0,4329.0,4320.84,4327.0
2025-12-19 06:00:00,4327.86,4329.56,4325.28,4327.0
2025-12-19 05:00:00,4329.48,4331.74,4322.55,4327.87
2025-12-19 04:00:00,4325.77,4333.69,4324.49,4329.48
2025-12-19 03:00:00,4323.05,4330.96,4321.17,4325.77
2025-12-19 02:00:00,4326.2,4329.59,4321.79,4323.04
2025-12-19 01:00:00,4326.11,4329.52,4321.83,4326.21
2025-12-19 00:00:00,4322.97,4329.02,4317.75,4326.11
2025-12-18 23:00:00,4318.13,4323.0,4317.04,4322.97
2025-12-18 22:00:00,4316.56,4322.54,4312.8,4318.13
2025-12-18 21:00:00,4323.47,4327.95,4314.34,4316.56
2025-12-18 20:00:00,4326.53,4328.53,4309.4,4323.47
2025-12-18 19:00:00,4335.07,4335.77,4325.92,4326.51
2025-12-18 18:00:00,4333.88,4336.9,4333.58,4335.08
2025-12-18 16:00:00,4334.57,4334.63,4328.68,4332.62
2025-12-18 15:00:00,4325.44,4338.31,4324.66,4334.57
2025-12-18 14:00:00,4331.44,4334.83,4322.92,4325.42
2025-12-18 13:00:00,4332.49,4341.29,4325.81,4331.43
2025-12-18 12:00:00,4361.08,4363.49,4322.21,4332.51
2025-12-18 11:00:00,4338.14,4374.65,4337.96,4361.08
2025-12-18 10:00:00,4329.1,4341.55,4325.16,4338.16
2025-12-18 09:00:00,4334.94,4341.38,4308.92,4329.09
2025-12-18 08:00:00,4320.41,4343.04,4314.64,4334.94
2025-12-18 07:00:00,4325.64,4326.63,4317.52,4320.41
2025-12-18 06:00:00,4325.19,4328.74,4324.45,4325.64
2025-12-18 05:00:00,4323.39,4327.6,4322.13,4325.19
2025-12-18 04:00:00,4326.32,4328.61,4320.95,4323.39
2025-12-18 03:00:00,4330.92,4332.68,4322.52,4326.32
2025-12-18 02:00:00,4334.22,4337.84,4330.18,4330.91
2025-12-18 01:00:00,4333.32,4336.2,4330.8,4334.2
2025-12-18 00:00:00,4332.16,4337.49,4331.21,4333.31
2025-12-17 23:00:00,4333.25,4333.55,4328.67,4332.16
2025-12-17 22:00:00,4333.14,4336.86,4331.06,4333.25
2025-12-17 21:00:00,4331.64,4337.77,4330.05,4333.14
2025-12-17 20:00:00,4334.59,4337.08,4324.58,4331.63
2025-12-17 19:00:00,4339.26,4343.0,4333.26,4334.57
2025-12-17 18:00:00,4337.32,4343.16,4335.87,4339.25
2025-12-17 16:00:00,4341.71,4346.32,4337.61,4338.33
2025-12-17 15:00:00,4337.26,4346.16,4335.36,4341.67
2025-12-17 14:00:00,4335.67,4341.07,4330.44,4337.26
2025-12-17 13:00:00,4342.65,4346.43,4329.08,4335.66
2025-12-17 12:00:00,4333.72,4342.67,4328.61,4342.64
2025-12-17 11:00:00,4330.2,4337.63,4320.6,4333.7
2025-12-17 10:00:00,4338.42,4348.85,4324.42,4330.21
2025-12-17 09:00:00,4342.6,4345.99,4323.06,4338.44
2025-12-17 08:00:00,4318.31,4344.14,4315.2,4342.59
2025-12-17 07:00:00,4316.64,4323.24,4315.06,4318.3
2025-12-17 06:00:00,4317.82,4320.56,4315.22,4316.64
2025-12-17 05:00:00,4316.85,4322.3,4306.89,4317.81
2025-12-17 04:00:00,4319.11,4323.3,4316.13,4316.85
2025-12-17 03:00:00,4317.31,4320.9,4308.74,4319.11
2025-12-17 02:00:00,4328.7,4328.76,4315.7,4317.33
2025-12-17 01:00:00,4334.02,4337.74,4324.98,4328.69
2025-12-17 00:00:00,4329.83,4342.37,4328.19,4334.01
2025-12-16 23:00:00,4324.01,4331.59,4320.65,4329.85
2025-12-16 22:00:00,4314.59,4325.2,4312.76,4324.01
2025-12-16 21:00:00,4327.18,4327.86,4311.34,4314.59
2025-12-16 20:00:00,4313.84,4327.18,4311.63,4327.18
2025-12-16 19:00:00,4308.09,4315.14,4307.57,4313.8
2025-12-16 18:00:00,4302.73,4309.23,4301.69,4308.07
2025-12-16 16:00:00,4305.29,4305.54,4300.75,4302.32
2025-12-16 15:00:00,4310.58,4314.55,4302.98,4305.23
2025-12-16 14:00:00,4311.29,4315.97,4297.38,4310.58
2025-12-16 13:00:00,4303.55,4313.54,4298.25,4311.29
2025-12-16 12:00:00,4300.88,4310.95,4300.36,4303.54
2025-12-16 11:00:00,4319.74,4323.27,4291.43,4300.88
2025-12-16 10:00:00,4324.11,4335.11,4312.61,4319.76
2025-12-16 09:00:00,4313.02,4331.98,4311.45,4324.13
2025-12-16 08:00:00,4295.0,4313.29,4290.98,4312.99
2025-12-16 07:00:00,4278.58,4295.09,4276.9,4295.0
2025-12-16 06:00:00,4277.34,4279.62,4273.97,4278.58
2025-12-16 05:00:00,4280.7,4284.28,4274.97,4277.34
2025-12-16 04:00:00,4285.63,4285.97,4276.57,4280.69
2025-12-16 03:00:00,4287.48,4289.43,4275.57,4285.6
2025-12-16 02:00:00,4289.58,4289.93,4279.89,4287.5
2025-12-16 01:00:00,4284.23,4292.22,4282.74,4289.57
2025-12-16 00:00:00,4289.15,4292.31,4271.92,4284.23
2025-12-15 23:00:00,4290.97,4292.33,4286.79,4289.16
2025-12-15 22:00:00,4289.68,4294.54,4280.93,4290.96
2025-12-15 21:00:00,4308.53,4312.23,4287.25,4289.68
2025-12-15 20:00:00,4308.39,4317.92,4299.29,4308.53
2025-12-15 19:00:00,4304.38,4313.34,4302.94,4308.39
2025-12-15 18:00:00,4307.13,4309.76,4303.5,4304.39
2025-12-15 16:00:00,4305.0,4305.92,4300.84,4305.01
2025-12-15 15:00:00,4313.8,4314.44,4299.69,4305.01
2025-12-15 14:00:00,4313.27,4317.81,4308.0,4313.8
2025-12-15 13:00:00,4304.51,4313.64,4300.06,4313.26
2025-12-15 12:00:00,4297.59,4306.6,4290.88,4304.52
2025-12-15 11:00:00,4318.53,4318.53,4285.57,4297.62
2025-12-15 10:00:00,4323.76,4327.78,4311.85,4318.52
2025-12-15 09:00:00,4331.66,4336.73,4317.91,4323.77
2025-12-15 08:00:00,4346.05,4346.36,4331.03,4331.67
2025-12-15 07:00:00,4342.86,4348.35,4342.82,4346.1
2025-12-15 06:00:00,4339.53,4343.71,4335.45,4342.86
2025-12-15 05:00:00,4342.78,4348.29,4337.8,4339.55
2025-12-15 04:00:00,4346.72,4350.33,4342.54,4342.77
2025-12-15 03:00:00,4339.55,4349.05,4338.99,4346.71
2025-12-15 02:00:00,4343.23,4344.81,4333.67,4339.55
2025-12-15 01:00:00,4344.03,4347.36,4339.78,4343.23
2025-12-15 00:00:00,4326.23,4344.47,4324.97,4344.02
2025-12-14 23:00:00,4327.21,4330.06,4323.26,4326.24
2025-12-14 22:00:00,4326.28,4329.73,4319.49,4327.21
2025-12-14 21:00:00,4322.4,4329.21,4321.02,4326.28
2025-12-14 20:00:00,4307.77,4325.79,4305.8,4322.39
2025-12-14 19:00:00,4303.09,4308.09,4300.29,4307.75
2025-12-14 18:00:00,4297.66,4308.34,4296.04,4303.08
2025-12-12 16:00:00,4299.48,4304.33,4298.34,4299.63
2025-12-12 15:00:00,4296.49,4303.03,4288.71,4299.49
2025-12-12 14:00:00,4295.34,4299.87,4289.95,4296.5
2025-12-12 13:00:00,4295.36,4303.63,4290.84,4295.36
2025-12-12 12:00:00,4281.5,4298.35,4271.27,4295.36
2025-12-12 11:00:00,4290.24,4296.38,4258.13,4281.53
2025-12-12 10:00:00,4346.45,4351.52,4283.48,4290.26
2025-12-12 09:00:00,4340.6,4353.46,4331.16,4346.49
2025-12-12 08:00:00,4325.68,4346.17,4321.58,4340.62
2025-12-12 07:00:00,4336.44,4339.21,4324.88,4325.71
2025-12-12 06:00:00,4330.33,4339.19,4327.12,4336.42
2025-12-12 05:00:00,4318.3,4330.93,4314.79,4330.33
2025-12-12 04:00:00,4308.16,4320.27,4307.03,4318.27
2025-12-12 03:00:00,4287.07,4309.44,4287.07,4308.16
2025-12-12 02:00:00,4282.57,4290.43,4281.54,4287.07
2025-12-12 01:00:00,4279.15,4283.19,4276.74,4282.58
2025-12-12 00:00:00,4266.24,4280.55,4266.2,4279.17
2025-12-11 23:00:00,4270.65,4271.04,4266.24,4266.24
2025-12-11 22:00:00,4270.48,4274.58,4268.92,4270.66
2025-12-11 21:00:00,4271.02,4276.82,4269.54,4270.49
2025-12-11 20:00:00,4269.72,4276.21,4264.81,4271.02
2025-12-11 19:00:00,4276.52,4280.19,4269.07,4269.72
2025-12-11 18:00:00,4280.17,4283.46,4272.34,4276.52
2025-12-11 17:00:00,4280.21,4280.63,4279.67,4279.67
2025-12-11 16:00:00,4276.14,4283.67,4272.81,4280.18
2025-12-11 15:00:00,4273.28,4276.5,4264.52,4276.12
2025-12-11 14:00:00,4268.07,4277.72,4263.31,4273.29
2025-12-11 13:00:00,4278.64,4285.89,4266.9,4268.03
2025-12-11 12:00:00,4273.84,4281.71,4272.35,4278.64
2025-12-11 11:00:00,4256.65,4278.96,4250.34,4273.84
2025-12-11 10:00:00,4230.64,4261.49,4226.32,4256.63
2025-12-11 09:00:00,4221.33,4244.48,4218.0,4230.63
2025-12-11 08:00:00,4220.74,4223.4,4205.41,4221.33
2025-12-11 07:00:00,4211.24,4220.88,4208.92,4220.74
2025-12-11 06:00:00,4216.99,4219.03,4209.98,4211.23
2025-12-11 05:00:00,4218.79,4225.96,4211.91,4216.99
2025-12-11 04:00:00,4216.81,4221.59,4210.53,4218.79
2025-12-11 03:00:00,4216.19,4219.74,4212.94,4216.81
2025-12-11 02:00:00,4214.47,4218.5,4210.77,4216.18
2025-12-11 01:00:00,4207.64,4215.44,4204.41,4214.47
2025-12-11 00:00:00,4213.6,4216.35,4206.28,4207.63
2025-12-10 23:00:00,4216.47,4218.39,4208.7,4213.6
2025-12-10 22:00:00,4221.95,4224.97,4209.56,4216.46
2025-12-10 21:00:00,4238.63,4240.78,4220.8,4221.94
2025-12-10 20:00:00,4236.56,4247.74,4233.12,4238.63
2025-12-10 19:00:00,4232.51,4245.24,4231.45,4236.58
2025-12-10 18:00:00,4229.92,4234.14,4224.24,4232.5
2025-12-10 16:00:00,4230.53,4232.42,4221.34,4228.84
2025-12-10 15:00:00,4216.36,4238.71,4211.25,4230.54
2025-12-10 14:00:00,4193.89,4219.81,4182.14,4216.36
2025-12-10 13:00:00,4199.69,4200.8,4192.16,4193.9
2025-12-10 12:00:00,4204.65,4204.81,4197.04,4199.7
2025-12-10 11:00:00,4193.79,4205.08,4192.97,4204.66
2025-12-10 10:00:00,4192.62,4201.26,4189.19,4193.8
2025-12-10 09:00:00,4200.87,4207.02,4191.53,4192.62
2025-12-10 08:00:00,4196.2,4205.16,4193.24,4200.87
2025-12-10 07:00:00,4197.39,4202.26,4195.46,4196.2
2025-12-10 06:00:00,4193.42,4197.88,4192.71,4197.4
2025-12-10 05:00:00,4194.21,4196.41,4187.86,4193.42
2025-12-10 04:00:00,4197.54,4200.62,4192.83,4194.22
2025-12-10 03:00:00,4203.06,4206.61,4197.21,4197.57
2025-12-10 02:00:00,4207.63,4209.35,4203.04,4203.06
2025-12-10 01:00:00,4211.29,4211.75,4203.18,4207.64
2025-12-10 00:00:00,4206.84,4214.51,4201.9,4211.3
2025-12-09 23:00:00,4206.43,4209.74,4205.55,4206.84
2025-12-09 22:00:00,4217.07,4217.16,4203.88,4206.43
2025-12-09 21:00:00,4214.04,4218.85,4211.71,4217.07
2025-12-09 20:00:00,4208.66,4218.1,4207.06,4214.04
2025-12-09 19:00:00,4210.8,4212.68,4207.19,4208.66
2025-12-09 18:00:00,4210.13,4213.17,4207.94,4210.8
2025-12-09 16:00:00,4212.52,4213.08,4207.34,4208.24
2025-12-09 15:00:00,4212.4,4216.09,4209.08,4212.51
2025-12-09 14:00:00,4208.89,4214.51,4207.23,4212.4
2025-12-09 13:00:00,4202.98,4209.78,4201.37,4208.89
