datetime_utc,BTC_BINANCE_CLOSE,ETH_BINANCE_CLOSE,XRP_BINANCE_CLOSE,SOL_BINANCE_CLOSE,DOGE_BINANCE_CLOSE,USDT_BINANCE_CLOSE,BTC_UPBIT_CLOSE,ETH_UPBIT_CLOSE,XRP_UPBIT_CLOSE,SOL_UPBIT_CLOSE,DOGE_UPBIT_CLOSE,USDT_UPBIT_CLOSE,USDKRW,BTC_KP,ETH_KP,XRP_KP,SOL_KP,DOGE_KP,USDT_KP,MKT_KP_EQ,RESIDUAL_RAW,BTC_KP_pct,ETH_KP_pct,XRP_KP_pct,SOL_KP_pct,DOGE_KP_pct,USDT_KP_pct,MKT_KP_EQ_pct,RESIDUAL_RAW_pct,VIX,SPY,DXY,XAUUSD
2026-01-15 02:00:00+00:00,96339.91,3314.27,2.1048,144.52,0.14401,0.9999,141453000.0,4866000.0,3094.0,212000.0,212.0,1469.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 03:00:00+00:00,95985.1,3286.55,2.0884,143.49,0.1427,1.0001,140939000.0,4825000.0,3070.0,210700.0,210.0,1470.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 04:00:00+00:00,96316.27,3305.16,2.1022,144.45,0.14346,1.0,141376000.0,4852000.0,3084.0,212000.0,210.0,1468.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 05:00:00+00:00,96429.71,3310.59,2.0993,144.6,0.14358,1.0001,141614000.0,4863000.0,3083.0,212200.0,210.0,1467.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 06:00:00+00:00,96243.78,3315.99,2.0913,144.19,0.14314,1.0001,141442000.0,4868000.0,3074.0,211700.0,211.0,1468.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 07:00:00+00:00,96630.48,3330.0,2.1012,144.99,0.14417,1.0,141826000.0,4888000.0,3083.0,212700.0,212.0,1468.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 08:00:00+00:00,96643.0,3336.45,2.104,144.89,0.14418,0.9999,141917000.0,4899000.0,3091.0,212700.0,211.0,1468.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 09:00:00+00:00,97040.75,3365.99,2.1171,145.63,0.14451,1.0,142669000.0,4944000.0,3112.0,213900.0,213.0,1468.0,1469.77,0.0002903847319839503,-0.0006531173135282398,0.00011245898236156293,-0.0006662463294789811,0.002841560035076851,-0.0012042700558591024,0.00038500802128302867,-0.0015892780771421312,0.02903847319839503,-0.06531173135282398,0.011245898236156293,-0.06662463294789811,0.2841560035076851,-0.12042700558591024,0.03850080212830287,-0.1589278077142131,15.61,693.97,99.417,4609.4
2026-01-15 10:00:00+00:00,96818.68,3364.11,2.1156,145.43,0.14404,1.0,142237000.0,4935000.0,3104.0,213600.0,211.0,1468.0,1469.06,3.1989600113968564e-05,-0.001432481345316039,-0.0012687927589681847,-0.0002124819953643886,-0.002851572295890392,-0.0007215498345880533,-0.0011466677590850072,0.00042511792449695385,0.0031989600113968564,-0.1432481345316039,-0.12687927589681847,-0.02124819953643886,-0.2851572295890392,-0.07215498345880533,-0.11466677590850072,0.042511792449695385,15.5,694.79,99.331,4615.57
2026-01-15 11:00:00+00:00,96581.08,3349.96,2.112,144.86,0.1437,1.0001,141774000.0,4911000.0,3099.0,212700.0,211.0,1467.0,1468.63,-0.000478501303405765,-0.0017991913661553616,-0.0008854882070057357,-0.00021500688856579409,-0.00019963312444004622,-0.0012097569377357287,-0.0007155641779145405,-0.0004941927598211881,-0.0478501303405765,-0.17991913661553616,-0.08854882070057357,-0.02150068885657941,-0.01996331244400462,-0.12097569377357287,-0.07155641779145405,-0.049419275982118815,15.41,694.46,99.315,4605.72
2026-01-15 12:00:00+00:00,96981.65,3369.42,2.1181,144.88,0.14434,1.0,142478000.0,4949000.0,3109.0,212800.0,213.0,1468.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 13:00:00+00:00,96846.75,3371.3,2.1293,145.19,0.14454,1.0001,142262000.0,4950000.0,3124.0,213300.0,212.0,1467.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 14:00:00+00:00,96063.43,3342.31,2.0967,143.94,0.14282,1.0,141358000.0,4917000.0,3088.0,211600.0,211.0,1470.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 15:00:00+00:00,96737.04,3330.65,2.0956,143.48,0.1421,1.0,142366000.0,4904000.0,3086.0,211400.0,210.0,1472.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 16:00:00+00:00,96738.51,3330.71,2.0919,143.54,0.14168,1.0001,142148000.0,4901000.0,3078.0,211100.0,209.0,1470.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 17:00:00+00:00,96636.35,3301.46,2.0813,142.66,0.14087,1.0002,142065000.0,4856000.0,3062.0,210000.0,208.0,1471.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 18:00:00+00:00,95835.0,3288.39,2.0705,141.57,0.14011,1.0001,141332000.0,4848000.0,3053.0,208800.0,207.0,1474.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 19:00:00+00:00,95516.01,3295.48,2.0658,141.53,0.14001,1.0,140809000.0,4859000.0,3046.0,208800.0,206.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 20:00:00+00:00,95260.67,3288.23,2.0615,141.45,0.1392,1.0001,140440000.0,4853000.0,3041.0,208700.0,206.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 21:00:00+00:00,95584.35,3299.14,2.0743,142.1,0.13969,1.0,140999000.0,4869000.0,3063.0,209700.0,207.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 22:00:00+00:00,95583.87,3309.11,2.0753,142.41,0.14009,1.0,140858000.0,4880000.0,3060.0,209800.0,207.0,1474.0,,,,,,,,,,,,,,,,,,,,,
2026-01-15 23:00:00+00:00,95604.8,3318.69,2.0789,142.4,0.14004,1.0,140907000.0,4891000.0,3062.0,209600.0,207.0,1473.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 00:00:00+00:00,95633.5,3317.2,2.0821,142.46,0.14,1.0,141145000.0,4891000.0,3071.0,209900.0,207.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 01:00:00+00:00,95664.18,3313.84,2.0773,142.35,0.14018,1.0001,141044000.0,4886000.0,3062.0,209900.0,207.0,1473.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 02:00:00+00:00,95504.4,3303.63,2.0756,142.19,0.14023,1.0,140753000.0,4867000.0,3056.0,209400.0,207.0,1473.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 03:00:00+00:00,95354.69,3295.21,2.0646,141.97,0.13942,1.0001,140438000.0,4854000.0,3041.0,209000.0,206.0,1472.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 04:00:00+00:00,95261.29,3287.97,2.0636,141.68,0.13899,1.0002,140300000.0,4845000.0,3039.0,208600.0,205.0,1472.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 05:00:00+00:00,95660.37,3309.23,2.0721,143.19,0.14005,1.0001,140897000.0,4877000.0,3052.0,210600.0,206.0,1472.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 06:00:00+00:00,95741.21,3313.99,2.0736,143.32,0.14026,1.0001,141100000.0,4883000.0,3055.0,211100.0,207.0,1472.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 07:00:00+00:00,95653.16,3309.41,2.0737,142.95,0.14003,1.0002,141031000.0,4878000.0,3054.0,210700.0,207.0,1474.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 08:00:00+00:00,95676.0,3313.35,2.0748,143.16,0.13997,1.0001,141205000.0,4891000.0,3062.0,211100.0,207.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:00:00+00:00,95613.53,3307.44,2.067,143.06,0.13942,1.0001,141091000.0,4882000.0,3050.0,211100.0,206.0,1475.0,1473.53,0.001430875084603045,0.0017210924241048975,0.0013833832365353071,0.001407939715648121,0.0027280404036471584,0.0008975146407097512,0.0017342661729077059,-0.0008367515321979547,0.1430875084603045,0.17210924241048975,0.13833832365353071,0.1407939715648121,0.27280404036471584,0.08975146407097512,0.17342661729077058,-0.08367515321979548,15.76,691.6,99.344,4608.27
2026-01-16 10:00:00+00:00,95307.35,3297.75,2.0615,143.09,0.13907,1.0001,140599000.0,4865000.0,3044.0,211100.0,205.0,1475.0,1474.88,0.00022832993402155388,0.0002496985105542304,0.00116261159411013,0.0002815610164890181,-0.0005439069310855249,-1.8635584911996794e-05,0.0002756588248178815,-0.0002942944097298783,0.022832993402155388,0.024969851055423042,0.116261159411013,0.02815610164890181,-0.05439069310855249,-0.0018635584911996794,0.02756588248178815,-0.02942944097298783,15.7,692.71,99.364,4568.79
2026-01-16 11:00:00+00:00,95429.09,3301.94,2.0652,143.14,0.13802,1.0002,140804000.0,4871000.0,3047.0,211000.0,204.0,1475.0,1473.61,0.0012710282877255175,0.0010744845445376239,0.0012159921018775055,0.00031983970548732366,0.0030107422617664525,0.000743113163050424,0.0013784173802788846,-0.0006353042172284606,0.12710282877255175,0.10744845445376239,0.12159921018775055,0.031983970548732366,0.30107422617664525,0.0743113163050424,0.13784173802788846,-0.06353042172284606,15.64,692.485,99.375,4591.33
2026-01-16 12:00:00+00:00,95458.55,3308.87,2.0628,143.66,0.13798,1.0001,140857000.0,4878000.0,3047.0,211800.0,203.0,1475.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 13:00:00+00:00,95448.87,3307.65,2.0578,143.07,0.13792,1.0001,140938000.0,4883000.0,3041.0,211200.0,204.0,1477.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 14:00:00+00:00,95192.36,3294.12,2.0558,143.02,0.13777,1.0001,140701000.0,4866000.0,3039.0,211100.0,203.0,1476.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 15:00:00+00:00,94585.98,3264.18,2.0325,140.78,0.13601,1.0002,140111000.0,4840000.0,3012.0,208700.0,202.0,1481.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 16:00:00+00:00,94872.55,3279.03,2.0439,141.91,0.13651,1.0,140399000.0,4848000.0,3024.0,209600.0,202.0,1478.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 17:00:00+00:00,95076.08,3284.22,2.0519,143.31,0.13718,1.0002,140487000.0,4857000.0,3035.0,211800.0,203.0,1477.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 18:00:00+00:00,95001.19,3279.11,2.0501,143.53,0.13717,1.0002,140462000.0,4846000.0,3030.0,212000.0,203.0,1476.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 19:00:00+00:00,95002.09,3276.94,2.055,144.18,0.13725,1.0002,140358000.0,4842000.0,3034.0,212900.0,203.0,1477.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 20:00:00+00:00,95553.6,3292.82,2.0791,144.95,0.13794,1.0003,140951000.0,4865000.0,3066.0,213900.0,204.0,1476.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 21:00:00+00:00,95523.52,3293.97,2.074,145.03,0.1377,1.0002,140885000.0,4863000.0,3058.0,213900.0,203.0,1476.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 22:00:00+00:00,95514.0,3294.1,2.0739,144.92,0.13814,1.0002,140975000.0,4866000.0,3062.0,213900.0,205.0,1476.0,,,,,,,,,,,,,,,,,,,,,
2026-01-16 23:00:00+00:00,95550.94,3296.28,2.0678,144.89,0.13813,1.0002,141083000.0,4867000.0,3054.0,213900.0,204.0,1477.0,,,,,,,,,,,,,,,,,,,,,
2026-01-17 00:00:00+00:00,95465.97,3292.91,2.0637,144.32,0.13819,1.0003,141149000.0,4868000.0,3053.0,213300.0,205.0,1478.0,,,,,,,,,,,,,,,,,,,,,
2026-01-17 01:00:00+00:00,95399.93,3290.68,2.0663,144.66,0.13816,1.0002,141049000.0,4860000.0,3057.0,213800.0,204.0,1477.0,,,,,,,,,,,,,,,,,,,,,
2026-01-17 02:00:00+00:00,95371.35,3292.24,2.0625,144.59,0.13769,1.0002,140921000.0,4861000.0,3047.0,213500.0,204.0,1478.0,,,,,,,,,,,,,,,,,,,,,
