scenario,scope,method,variant,n,status,term,coef_raw,effect_bp_per_sd
clock_UTC_quote,core,ml,exclude_top1_downside_days,1716,estimated,e_origin,0.3255668558019783,3.1654201379684266
clock_UTC_quote,core,ml,exclude_top1_downside_days,1716,estimated,downside,-48159.93403289596,-0.7857638359577952
clock_UTC_quote,core,ml,exclude_top1_downside_days,1716,estimated,btc_vol,-615.4151185806002,-1.1941412116434698
clock_UTC_quote,core,ml,exclude_top1_downside_days,1716,estimated,account_ls,2.540144440676449,1.609246055560241
clock_UTC_quote,core,ml,exclude_top5_downside_days,1672,estimated,e_origin,0.2914146469566042,2.833365176879253
clock_UTC_quote,core,ml,exclude_top5_downside_days,1672,estimated,downside,19311.00122749714,0.3150728236118268
clock_UTC_quote,core,ml,exclude_top5_downside_days,1672,estimated,btc_vol,-904.295461858708,-1.7546798021443497
clock_UTC_quote,core,ml,exclude_top5_downside_days,1672,estimated,account_ls,1.982917555692129,1.2562286631814286
clock_UTC_quote,core,joint_linear,Aug_Nov,926,estimated,e_origin,0.3821109193261366,3.720008174339955
clock_UTC_quote,core,joint_linear,Aug_Nov,926,estimated,downside,46380.99907277578,0.756739237269004
clock_UTC_quote,core,joint_linear,Aug_Nov,926,estimated,btc_vol,-28.38187577298692,-0.0550717174489275
clock_UTC_quote,core,joint_linear,Aug_Nov,926,estimated,account_ls,-0.0276073443663384,-0.0174899542382685
clock_UTC_quote,core,joint_linear,Dec_Mar,800,estimated,e_origin,0.2658078126480927,2.5877492263191995
clock_UTC_quote,core,joint_linear,Dec_Mar,800,estimated,downside,-161887.56653150625,-2.6413116592888324
clock_UTC_quote,core,joint_linear,Dec_Mar,800,estimated,btc_vol,260.60629954906,0.5056761085479865
clock_UTC_quote,core,joint_linear,Dec_Mar,800,estimated,account_ls,3.356924163206442,2.12669676650995
clock_UTC_quote,core,joint_linear,exclude_top1_downside_days,1716,estimated,e_origin,0.3270897191432309,3.184353985751568
clock_UTC_quote,core,joint_linear,exclude_top1_downside_days,1716,estimated,downside,-56009.44273405987,-0.9138341955059964
clock_UTC_quote,core,joint_linear,exclude_top1_downside_days,1716,estimated,btc_vol,-399.0277849206065,-0.7742668455456492
clock_UTC_quote,core,joint_linear,exclude_top1_downside_days,1716,estimated,account_ls,1.4365167578083144,0.9100698721028636
clock_UTC_quote,core,joint_linear,exclude_top5_downside_days,1672,estimated,e_origin,0.2759744596373421,2.686725748561309
clock_UTC_quote,core,joint_linear,exclude_top5_downside_days,1672,estimated,downside,69375.4814716823,1.1319106958363512
clock_UTC_quote,core,joint_linear,exclude_top5_downside_days,1672,estimated,btc_vol,-1006.0238713477552,-1.9520719078924047
clock_UTC_quote,core,joint_linear,exclude_top5_downside_days,1672,estimated,account_ls,0.9548111675308764,0.6048971391346349
clock_UTC_quote,full_macro,linear,Aug_Nov,152,estimated,e_origin,0.3542050280136177,3.2314588046614
clock_UTC_quote,full_macro,linear,Aug_Nov,152,estimated,downside,226841.78298462875,3.35077366829449
clock_UTC_quote,full_macro,linear,Aug_Nov,152,estimated,btc_vol,-3931.278838423581,-7.15823788384672
clock_UTC_quote,full_macro,linear,Aug_Nov,152,estimated,account_ls,4.010791093041455,2.37418964501017
clock_UTC_quote,full_macro,linear,Dec_Mar,86,insufficient,,,
clock_UTC_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,e_origin,0.4368312065349661,3.985268239766513
clock_UTC_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,downside,-144397.62692466922,-2.1329569874531424
clock_UTC_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,btc_vol,-902.2926745249172,-1.642932458001781
clock_UTC_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,account_ls,2.4209996150650746,1.4331118433551628
clock_UTC_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,e_origin,0.3695369813094479,3.37133422017516
clock_UTC_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,downside,246525.48020800887,3.641529689883568
clock_UTC_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,btc_vol,-2042.5666941085692,-3.7191913601108286
clock_UTC_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,account_ls,0.596466574625788,0.3530786650863331
clock_UTC_quote,full_macro,pca,Aug_Nov,152,estimated,e_origin,0.3598708390890038,3.269324447320169
clock_UTC_quote,full_macro,pca,Aug_Nov,152,estimated,downside,228177.5382006557,3.370504660293674
clock_UTC_quote,full_macro,pca,Aug_Nov,152,estimated,btc_vol,-3926.211752677069,-7.149011520965291
clock_UTC_quote,full_macro,pca,Aug_Nov,152,estimated,account_ls,4.006846652136328,2.371854731389624
clock_UTC_quote,full_macro,pca,Dec_Mar,86,insufficient,,,
clock_UTC_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,e_origin,0.4369499804618949,3.969566572819302
clock_UTC_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,downside,-143829.2741192773,-2.1245616134195253
clock_UTC_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,btc_vol,-912.3763091174064,-1.6612931640502404
clock_UTC_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,account_ls,2.4270521808360925,1.4366946624663914
clock_UTC_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,e_origin,0.3681796847976824,3.3448079526610286
clock_UTC_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,downside,246135.98757519736,3.6357763333332542
clock_UTC_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,btc_vol,-2032.4804171998576,-3.700825842821839
clock_UTC_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,account_ls,0.6349197761157268,0.3758410555168134
clock_UTC_quote,full_macro,ml,Aug_Nov,152,estimated,e_origin,0.3259954176191252,2.999316642536063
clock_UTC_quote,full_macro,ml,Aug_Nov,152,estimated,downside,211140.49212571752,3.1188434159571696
clock_UTC_quote,full_macro,ml,Aug_Nov,152,estimated,btc_vol,-2930.783271461188,-5.336493468250207
clock_UTC_quote,full_macro,ml,Aug_Nov,152,estimated,account_ls,3.386058746858624,2.0043790433601543
clock_UTC_quote,full_macro,ml,Dec_Mar,86,insufficient,,,
clock_UTC_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,e_origin,0.4300890374506056,3.957028651565434
clock_UTC_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,downside,-119221.14947112284,-1.7610648404165905
clock_UTC_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,btc_vol,-1280.0348492530468,-2.3307413000094925
clock_UTC_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,account_ls,3.1385690340758736,1.8578773932605552
clock_UTC_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,e_origin,0.3889377824810056,3.5784170600498446
clock_UTC_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,downside,213472.38631593456,3.1532887881766154
clock_UTC_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,btc_vol,-1897.1141683647832,-3.4543452825688274
clock_UTC_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,account_ls,1.665084321024197,0.98564743496691
clock_UTC_quote,full_macro,joint_linear,Aug_Nov,152,estimated,e_origin,0.4412029194344143,4.034833286556798
clock_UTC_quote,full_macro,joint_linear,Aug_Nov,152,estimated,downside,329976.55851314624,4.874220035094723
clock_UTC_quote,full_macro,joint_linear,Aug_Nov,152,estimated,btc_vol,-3976.182236176585,-7.239999879400788
clock_UTC_quote,full_macro,joint_linear,Aug_Nov,152,estimated,account_ls,3.918080297701988,2.319309446772594
clock_UTC_quote,full_macro,joint_linear,Dec_Mar,86,insufficient,,,
clock_UTC_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,e_origin,0.4371693416520996,3.997945919807588
clock_UTC_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,downside,-152525.03867693216,-2.2530103432880115
clock_UTC_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,btc_vol,-834.3963026801448,-1.519303887989209
clock_UTC_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,account_ls,2.4330059355760323,1.4402189903420115
clock_UTC_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,e_origin,0.3795131342775997,3.4706756447389866
clock_UTC_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,downside,251875.69202130925,3.7205598783608815
clock_UTC_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,btc_vol,-2116.5591285989,-3.853919897427993
clock_UTC_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,account_ls,0.821851397547774,0.486495315395599
clock_NY_quote,core,linear,Aug_Nov,926,estimated,e_origin,0.3966995079094689,3.744027564802147
clock_NY_quote,core,linear,Aug_Nov,926,estimated,downside,5060.736267868346,0.0862617880156587
clock_NY_quote,core,linear,Aug_Nov,926,estimated,btc_vol,-831.0499005692744,-1.6196922264845588
clock_NY_quote,core,linear,Aug_Nov,926,estimated,account_ls,1.979761074747322,1.2133297136833756
clock_NY_quote,core,linear,Dec_Mar,804,estimated,e_origin,0.2525205481455329,2.383274680420283
clock_NY_quote,core,linear,Dec_Mar,804,estimated,downside,-308505.4148804776,-5.258568574116205
clock_NY_quote,core,linear,Dec_Mar,804,estimated,btc_vol,804.7252507144786,1.568386245092186
clock_NY_quote,core,linear,Dec_Mar,804,estimated,account_ls,5.117213111916807,3.136169712161492
clock_NY_quote,core,linear,exclude_top1_downside_days,1720,estimated,e_origin,0.3633848885296358,3.429606067467061
clock_NY_quote,core,linear,exclude_top1_downside_days,1720,estimated,downside,-132543.54063055632,-2.2592449397751038
clock_NY_quote,core,linear,exclude_top1_downside_days,1720,estimated,btc_vol,-964.6638644944316,-1.8801019787402544
clock_NY_quote,core,linear,exclude_top1_downside_days,1720,estimated,account_ls,2.4684135099734568,1.5128085381164107
clock_NY_quote,core,linear,exclude_top5_downside_days,1680,estimated,e_origin,0.2821111653257537,2.6625492551886936
clock_NY_quote,core,linear,exclude_top5_downside_days,1680,estimated,downside,133604.4663804124,2.27732874167474
clock_NY_quote,core,linear,exclude_top5_downside_days,1680,estimated,btc_vol,-1758.4499253463375,-3.42716805909587
clock_NY_quote,core,linear,exclude_top5_downside_days,1680,estimated,account_ls,1.429422767678496,0.8760456701378498
clock_NY_quote,core,pca,Aug_Nov,926,estimated,e_origin,0.3994830234921433,3.7521461888260905
clock_NY_quote,core,pca,Aug_Nov,926,estimated,downside,6036.64155821806,0.1028963903390408
clock_NY_quote,core,pca,Aug_Nov,926,estimated,btc_vol,-835.4212800259611,-1.6282119186476405
clock_NY_quote,core,pca,Aug_Nov,926,estimated,account_ls,1.9770086730112364,1.2116428582072356
clock_NY_quote,core,pca,Dec_Mar,804,estimated,e_origin,0.2531219707961292,2.3774493086801325
clock_NY_quote,core,pca,Dec_Mar,804,estimated,downside,-314105.33896535326,-5.354020982371575
clock_NY_quote,core,pca,Dec_Mar,804,estimated,btc_vol,898.9574350465912,1.7520420476412653
clock_NY_quote,core,pca,Dec_Mar,804,estimated,account_ls,5.1973085365342895,3.185257533847693
clock_NY_quote,core,pca,exclude_top1_downside_days,1720,estimated,e_origin,0.3649612967732263,3.4279007072339858
clock_NY_quote,core,pca,exclude_top1_downside_days,1720,estimated,downside,-133260.8369102318,-2.27147147290125
clock_NY_quote,core,pca,exclude_top1_downside_days,1720,estimated,btc_vol,-927.4485229695832,-1.8075703541862125
clock_NY_quote,core,pca,exclude_top1_downside_days,1720,estimated,account_ls,2.461577022731148,1.508618682474679
clock_NY_quote,core,pca,exclude_top5_downside_days,1680,estimated,e_origin,0.2901399442755102,2.72514079978415
clock_NY_quote,core,pca,exclude_top5_downside_days,1680,estimated,downside,135577.14046119782,2.310953571022422
clock_NY_quote,core,pca,exclude_top5_downside_days,1680,estimated,btc_vol,-1773.8082335880397,-3.4571009577749963
clock_NY_quote,core,pca,exclude_top5_downside_days,1680,estimated,account_ls,1.336538476164808,0.8191199773027334
clock_NY_quote,core,ml,Aug_Nov,926,estimated,e_origin,0.3713976926278329,3.482948035667585
clock_NY_quote,core,ml,Aug_Nov,926,estimated,downside,-9476.554475440418,-0.1615307516555513
clock_NY_quote,core,ml,Aug_Nov,926,estimated,btc_vol,-675.5255373519823,-1.3165797395455014
clock_NY_quote,core,ml,Aug_Nov,926,estimated,account_ls,2.6395229510127027,1.6176758232412929
clock_NY_quote,core,ml,Dec_Mar,804,estimated,e_origin,0.2583168067649684,2.422481433140021
clock_NY_quote,core,ml,Dec_Mar,804,estimated,downside,-304222.137175057,-5.185558803624288
clock_NY_quote,core,ml,Dec_Mar,804,estimated,btc_vol,874.2657792877633,1.7039187245240723
clock_NY_quote,core,ml,Dec_Mar,804,estimated,account_ls,6.832185435761374,4.187219207581447
clock_NY_quote,core,ml,exclude_top1_downside_days,1720,estimated,e_origin,0.347885238256533,3.262449474713128
clock_NY_quote,core,ml,exclude_top1_downside_days,1720,estimated,downside,-155626.67234388107,-2.65270393648964
clock_NY_quote,core,ml,exclude_top1_downside_days,1720,estimated,btc_vol,-746.0664480619931,-1.4540619348359176
clock_NY_quote,core,ml,exclude_top1_downside_days,1720,estimated,account_ls,3.534156247136041,2.165966813948586
clock_NY_quote,core,ml,exclude_top5_downside_days,1680,estimated,e_origin,0.2924275843998312,2.742370512465808
clock_NY_quote,core,ml,exclude_top5_downside_days,1680,estimated,downside,62557.2185116604,1.066306805269481
clock_NY_quote,core,ml,exclude_top5_downside_days,1680,estimated,btc_vol,-1373.284551122808,-2.676491881752576
clock_NY_quote,core,ml,exclude_top5_downside_days,1680,estimated,account_ls,2.952726984640623,1.8096281579414517
clock_NY_quote,core,joint_linear,Aug_Nov,926,estimated,e_origin,0.4033360982544709,3.8203886840019328
clock_NY_quote,core,joint_linear,Aug_Nov,926,estimated,downside,3737.28745879919,0.0637032007716752
clock_NY_quote,core,joint_linear,Aug_Nov,926,estimated,btc_vol,-810.3498857163322,-1.5793484960750386
clock_NY_quote,core,joint_linear,Aug_Nov,926,estimated,account_ls,1.9255923447254448,1.180131500764463
clock_NY_quote,core,joint_linear,Dec_Mar,804,estimated,e_origin,0.2510573095914103,2.3780080899028784
clock_NY_quote,core,joint_linear,Dec_Mar,804,estimated,downside,-310619.6904220496,-5.294607043406089
clock_NY_quote,core,joint_linear,Dec_Mar,804,estimated,btc_vol,829.6085004032055,1.6168829792388326
clock_NY_quote,core,joint_linear,Dec_Mar,804,estimated,account_ls,5.136757306334106,3.148147698858468
clock_NY_quote,core,joint_linear,exclude_top1_downside_days,1720,estimated,e_origin,0.3658918912473558,3.4657181614513948
clock_NY_quote,core,joint_linear,exclude_top1_downside_days,1720,estimated,downside,-133268.53246142637,-2.2716026459106056
clock_NY_quote,core,joint_linear,exclude_top1_downside_days,1720,estimated,btc_vol,-896.8241256751119,-1.7478842893606796
clock_NY_quote,core,joint_linear,exclude_top1_downside_days,1720,estimated,account_ls,2.372004325560809,1.4537225556653337
clock_NY_quote,core,joint_linear,exclude_top5_downside_days,1680,estimated,e_origin,0.2995810618083834,2.837623766945697
clock_NY_quote,core,joint_linear,exclude_top5_downside_days,1680,estimated,downside,121279.2038001541,2.0672408944407232
clock_NY_quote,core,joint_linear,exclude_top5_downside_days,1680,estimated,btc_vol,-1659.036130680467,-3.2334134478320418
clock_NY_quote,core,joint_linear,exclude_top5_downside_days,1680,estimated,account_ls,1.6251117433047686,0.9959769344687855
clock_NY_quote,full_macro,linear,Aug_Nov,152,estimated,e_origin,0.2665368230974582,2.2088597325023
clock_NY_quote,full_macro,linear,Aug_Nov,152,estimated,downside,67306.23623647058,1.084301905865375
clock_NY_quote,full_macro,linear,Aug_Nov,152,estimated,btc_vol,-767.4618071675341,-1.4288278156733476
clock_NY_quote,full_macro,linear,Aug_Nov,152,estimated,account_ls,2.96686571163711,1.6645668376308982
clock_NY_quote,full_macro,linear,Dec_Mar,86,insufficient,,,
clock_NY_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,e_origin,0.4360258095006576,3.613458890014458
clock_NY_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,downside,-315877.0896385673,-5.088772593240267
clock_NY_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,btc_vol,885.6458707395616,1.64885788860199
clock_NY_quote,full_macro,linear,exclude_top1_downside_days,237,estimated,account_ls,2.53336869331432,1.4213523375334798
clock_NY_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,e_origin,0.2324628946770359,1.9264802565958268
clock_NY_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,downside,27575.81015611577,0.4442456625119708
clock_NY_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,btc_vol,-508.4685734120674,-0.9466452067083936
clock_NY_quote,full_macro,linear,exclude_top5_downside_days,233,estimated,account_ls,1.6402582333727185,0.9202706579249538
clock_NY_quote,full_macro,pca,Aug_Nov,152,estimated,e_origin,0.2704875536580202,2.2309998866652845
clock_NY_quote,full_macro,pca,Aug_Nov,152,estimated,downside,64219.739477319534,1.0345785146087807
clock_NY_quote,full_macro,pca,Aug_Nov,152,estimated,btc_vol,-784.0936334691241,-1.4597922439005515
clock_NY_quote,full_macro,pca,Aug_Nov,152,estimated,account_ls,2.9829484305362945,1.6735900840938296
clock_NY_quote,full_macro,pca,Dec_Mar,86,insufficient,,,
clock_NY_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,e_origin,0.4386417295618091,3.617947057838843
clock_NY_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,downside,-313910.10014159075,-5.057084438031356
clock_NY_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,btc_vol,895.2418999540133,1.6667233684650546
clock_NY_quote,full_macro,pca,exclude_top1_downside_days,237,estimated,account_ls,2.47051542896147,1.386088368871794
clock_NY_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,e_origin,0.237738488907807,1.960883355394149
clock_NY_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,downside,26415.57764160294,0.4255543435929736
clock_NY_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,btc_vol,-554.5236225267541,-1.0323885422238528
clock_NY_quote,full_macro,pca,exclude_top5_downside_days,233,estimated,account_ls,1.7601728951000866,0.98754905494649
clock_NY_quote,full_macro,ml,Aug_Nov,152,estimated,e_origin,0.2025587195414941,1.6758305532481943
clock_NY_quote,full_macro,ml,Aug_Nov,152,estimated,downside,47906.05212611971,0.7717653894705653
clock_NY_quote,full_macro,ml,Aug_Nov,152,estimated,btc_vol,-1036.7458698125702,-1.9301694530439224
clock_NY_quote,full_macro,ml,Aug_Nov,152,estimated,account_ls,3.103051541697309,1.7409742111039486
clock_NY_quote,full_macro,ml,Dec_Mar,86,insufficient,,,
clock_NY_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,e_origin,0.3122835071596239,2.5836174505753333
clock_NY_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,downside,-299801.12260369683,-4.8297891368886585
clock_NY_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,btc_vol,506.97347993952,0.9438617051443332
clock_NY_quote,full_macro,ml,exclude_top1_downside_days,237,estimated,account_ls,4.691507504896469,2.632181086092357
clock_NY_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,e_origin,0.1570491354987591,1.2993157748320097
clock_NY_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,downside,-56526.96228380325,-0.9106480523107332
clock_NY_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,btc_vol,-537.0308981288449,-0.999821330463979
clock_NY_quote,full_macro,ml,exclude_top5_downside_days,233,estimated,account_ls,3.289174631264737,1.8453989989857
clock_NY_quote,full_macro,joint_linear,Aug_Nov,152,estimated,e_origin,0.2665398315754232,2.2169796358850733
clock_NY_quote,full_macro,joint_linear,Aug_Nov,152,estimated,downside,62411.27258266774,1.0054441548493676
clock_NY_quote,full_macro,joint_linear,Aug_Nov,152,estimated,btc_vol,-788.414782031439,-1.4678371748714876
clock_NY_quote,full_macro,joint_linear,Aug_Nov,152,estimated,account_ls,3.082505218608454,1.7294466492345957
clock_NY_quote,full_macro,joint_linear,Dec_Mar,86,insufficient,,,
clock_NY_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,e_origin,0.4485221170723988,3.730640909901648
clock_NY_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,downside,-325603.8983314938,-5.2454712558526495
clock_NY_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,btc_vol,866.9954206519125,1.6141352722956346
clock_NY_quote,full_macro,joint_linear,exclude_top1_downside_days,237,estimated,account_ls,2.1532793590315427,1.208102341518257
clock_NY_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,e_origin,0.2372763424193428,1.973576767538863
clock_NY_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,downside,18866.830345150407,0.3039441995985544
clock_NY_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,btc_vol,-488.8755814306696,-0.9101678059128973
clock_NY_quote,full_macro,joint_linear,exclude_top5_downside_days,233,estimated,account_ls,1.7376696388065251,0.974923551197518
clock_FXUTC_USNY_quote,core,linear,Aug_Nov,926,estimated,e_origin,0.3733590534652327,3.625466937839789
clock_FXUTC_USNY_quote,core,linear,Aug_Nov,926,estimated,downside,37499.04844392882,0.6118238478055673
clock_FXUTC_USNY_quote,core,linear,Aug_Nov,926,estimated,btc_vol,9.53047464821035,0.0184927737397805
clock_FXUTC_USNY_quote,core,linear,Aug_Nov,926,estimated,account_ls,0.1423042637035491,0.0901533674177035
clock_FXUTC_USNY_quote,core,linear,Dec_Mar,800,estimated,e_origin,0.2658358364479722,2.581373150028237
clock_FXUTC_USNY_quote,core,linear,Dec_Mar,800,estimated,downside,-161204.57429038515,-2.6301681514313224
clock_FXUTC_USNY_quote,core,linear,Dec_Mar,800,estimated,btc_vol,258.15019888338,0.5009103318611902
clock_FXUTC_USNY_quote,core,linear,Dec_Mar,800,estimated,account_ls,3.324079247987344,2.105888678034687
clock_FXUTC_USNY_quote,core,linear,exclude_top1_downside_days,1716,estimated,e_origin,0.3286574843089432,3.1913966788182604
clock_FXUTC_USNY_quote,core,linear,exclude_top1_downside_days,1716,estimated,downside,-61655.05300759948,-1.0059463728571765
clock_FXUTC_USNY_quote,core,linear,exclude_top1_downside_days,1716,estimated,btc_vol,-388.71543848981486,-0.7542569408651226
clock_FXUTC_USNY_quote,core,linear,exclude_top1_downside_days,1716,estimated,account_ls,1.4832543854588245,0.9396793469572924
clock_FXUTC_USNY_quote,core,linear,exclude_top5_downside_days,1672,estimated,e_origin,0.2680395792898978,2.602772381515325
clock_FXUTC_USNY_quote,core,linear,exclude_top5_downside_days,1672,estimated,downside,77364.48833583936,1.2622570678804934
clock_FXUTC_USNY_quote,core,linear,exclude_top5_downside_days,1672,estimated,btc_vol,-985.219037464086,-1.9117025559025052
clock_FXUTC_USNY_quote,core,linear,exclude_top5_downside_days,1672,estimated,account_ls,0.818183416586048,0.5183399868061317
clock_FXUTC_USNY_quote,core,pca,Aug_Nov,926,estimated,e_origin,0.3820611548791877,3.6922350941957016
clock_FXUTC_USNY_quote,core,pca,Aug_Nov,926,estimated,downside,42959.680563956674,0.700917974023776
clock_FXUTC_USNY_quote,core,pca,Aug_Nov,926,estimated,btc_vol,-0.5151316223976262,-0.0009995527915279
clock_FXUTC_USNY_quote,core,pca,Aug_Nov,926,estimated,account_ls,-0.012586519565928,-0.0079738800047557
