scenario,scope,sample,h,method,model,q,term,n,status,coef_raw,effect_bp_per_sd
clock_UTC_quote,core,matched,1,ml,M1,0.1,btc_vol,724,estimated,-119.55833643310211,-0.23132669368788
clock_UTC_quote,core,matched,1,ml,M1,0.1,btc_ret,724,estimated,112.80339066386856,0.5007867346859401
clock_UTC_quote,core,matched,1,ml,M1,0.5,e_origin,724,estimated,0.4258648698060197,4.287746131669151
clock_UTC_quote,core,matched,1,ml,M1,0.5,downside,724,estimated,-121013.75707133346,-1.9030863511635636
clock_UTC_quote,core,matched,1,ml,M1,0.5,btc_vol,724,estimated,538.360008057114,1.041642468380415
clock_UTC_quote,core,matched,1,ml,M1,0.5,btc_ret,724,estimated,-60.349926764799584,-0.2679214036494383
clock_UTC_quote,core,matched,1,ml,M1,0.9,e_origin,724,estimated,0.4777409759854623,4.810051654776235
clock_UTC_quote,core,matched,1,ml,M1,0.9,downside,724,estimated,-27715.61322204921,-0.4358612319252162
clock_UTC_quote,core,matched,1,ml,M1,0.9,btc_vol,724,estimated,571.6549673419029,1.106063010499052
clock_UTC_quote,core,matched,1,ml,M1,0.9,btc_ret,724,estimated,-84.9591777630718,-0.3771733186669084
clock_UTC_quote,core,matched,1,ml,M2,0.1,e_origin,724,estimated,0.4718351195256822,4.750589569535088
clock_UTC_quote,core,matched,1,ml,M2,0.1,downside,724,estimated,-209495.64895820597,-3.294570136563084
clock_UTC_quote,core,matched,1,ml,M2,0.1,btc_vol,724,estimated,9.432477517348673,0.018250369672837
clock_UTC_quote,core,matched,1,ml,M2,0.1,btc_ret,724,estimated,91.48461367080132,0.4061427647216976
clock_UTC_quote,core,matched,1,ml,M2,0.1,account_ls,724,estimated,1.7356039691010658,1.0966457433667052
clock_UTC_quote,core,matched,1,ml,M2,0.5,e_origin,724,estimated,0.4504255194666364,4.535030747142502
clock_UTC_quote,core,matched,1,ml,M2,0.5,downside,724,estimated,-147117.55962536955,-2.3135999287626072
clock_UTC_quote,core,matched,1,ml,M2,0.5,btc_vol,724,estimated,615.4342388525133,1.1907690580466452
clock_UTC_quote,core,matched,1,ml,M2,0.5,btc_ret,724,estimated,-58.43814700251778,-0.2594341237994503
clock_UTC_quote,core,matched,1,ml,M2,0.5,account_ls,724,estimated,0.5509257318281984,0.3481038125497622
clock_UTC_quote,core,matched,1,ml,M2,0.9,e_origin,724,estimated,0.4758896038058361,4.791411437035129
clock_UTC_quote,core,matched,1,ml,M2,0.9,downside,724,estimated,-69512.58855042432,-1.0931687578824745
clock_UTC_quote,core,matched,1,ml,M2,0.9,btc_vol,724,estimated,776.3633862518058,1.502141804577942
clock_UTC_quote,core,matched,1,ml,M2,0.9,btc_ret,724,estimated,-93.28690059912694,-0.4141439549385129
clock_UTC_quote,core,matched,1,ml,M2,0.9,account_ls,724,estimated,1.469571283567893,0.928552320339174
clock_UTC_quote,core,matched,1,joint_linear,M0,0.1,e_origin,724,estimated,0.4637383686342077,4.697645834296179
clock_UTC_quote,core,matched,1,joint_linear,M0,0.1,downside,724,estimated,-198936.6706498541,-3.1285175489303287
clock_UTC_quote,core,matched,1,joint_linear,M0,0.5,e_origin,724,estimated,0.451332608356243,4.571976120438566
clock_UTC_quote,core,matched,1,joint_linear,M0,0.5,downside,724,estimated,-90089.1233273457,-1.416759425884945
clock_UTC_quote,core,matched,1,joint_linear,M0,0.9,e_origin,724,estimated,0.4348740729865497,4.40525200324773
