scenario,method,info,algorithm,q,period,n,days,pinball,below_rate
clock_NY_quote,pca,without_positioning,linear_qr,0.5,2026-01,220,21,3.31914035240262,0.6545454545454545
clock_NY_quote,pca,without_positioning,linear_qr,0.5,2026-02,204,20,4.5478049023824925,0.5
clock_NY_quote,pca,without_positioning,linear_qr,0.5,2026-03,153,14,4.270994499408608,0.4901960784313725
clock_NY_quote,pca,without_positioning,linear_qr,0.9,all,577,55,1.830886312858639,0.8960138648180243
clock_NY_quote,pca,without_positioning,linear_qr,0.9,2026-01,220,21,1.5787046087455234,0.9545454545454546
clock_NY_quote,pca,without_positioning,linear_qr,0.9,2026-02,204,20,2.077287333473029,0.8186274509803921
clock_NY_quote,pca,without_positioning,linear_qr,0.9,2026-03,153,14,1.86496583377073,0.915032679738562
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.1,all,577,55,2.0852612006813795,0.1819757365684575
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7654750487552762,0.1954545454545454
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.2544497144330955,0.1617647058823529
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.319499740670873,0.1895424836601307
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.5,all,577,55,4.114773042325813,0.5719237435008665
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.444328346559875,0.6454545454545455
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.652156418889146,0.5
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.362299998205455,0.5620915032679739
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.9,all,577,55,1.833176548997704,0.8752166377816292
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.484643880074477,0.9363636363636364
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.1903396180604195,0.7843137254901961
clock_NY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.858117209614148,0.9084967320261438
clock_NY_quote,pca,with_positioning,linear_qr,0.1,all,577,55,2.0505944827630955,0.1767764298093587
clock_NY_quote,pca,with_positioning,linear_qr,0.1,2026-01,220,21,1.6285159048670612,0.1318181818181818
clock_NY_quote,pca,with_positioning,linear_qr,0.1,2026-02,204,20,2.162789630954124,0.142156862745098
clock_NY_quote,pca,with_positioning,linear_qr,0.1,2026-03,153,14,2.5079113252870013,0.2875816993464052
clock_NY_quote,pca,with_positioning,linear_qr,0.5,all,577,55,4.006032652919437,0.5563258232235702
clock_NY_quote,pca,with_positioning,linear_qr,0.5,2026-01,220,21,3.31914035240262,0.6545454545454545
clock_NY_quote,pca,with_positioning,linear_qr,0.5,2026-02,204,20,4.5478049023824925,0.5
clock_NY_quote,pca,with_positioning,linear_qr,0.5,2026-03,153,14,4.271357928888302,0.4901960784313725
clock_NY_quote,pca,with_positioning,linear_qr,0.9,all,577,55,1.830886312858639,0.8960138648180243
clock_NY_quote,pca,with_positioning,linear_qr,0.9,2026-01,220,21,1.5787046087455234,0.9545454545454546
clock_NY_quote,pca,with_positioning,linear_qr,0.9,2026-02,204,20,2.077287333473029,0.8186274509803921
clock_NY_quote,pca,with_positioning,linear_qr,0.9,2026-03,153,14,1.86496583377073,0.915032679738562
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.1,all,577,55,2.066952847403493,0.1733102253032929
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.782762652416171,0.1909090909090909
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.253931517074873,0.1568627450980392
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.2262874505685226,0.1699346405228758
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.5,all,577,55,4.168176200759109,0.5632582322357019
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.598447962666485,0.6227272727272727
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.592786140815038,0.4901960784313725
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.421246688399418,0.5751633986928104
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.9,all,577,55,1.8289151488786703,0.8821490467937608
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.503236450188021,0.9545454545454546
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.1801646266993835,0.7843137254901961
clock_NY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.8288786798362984,0.9084967320261438
clock_NY_quote,ml,without_positioning,linear_qr,0.1,all,577,55,2.1149422003818,0.1819757365684575
clock_NY_quote,ml,without_positioning,linear_qr,0.1,2026-01,220,21,1.5660275530370442,0.1318181818181818
clock_NY_quote,ml,without_positioning,linear_qr,0.1,2026-02,204,20,2.1498918052741294,0.1372549019607843
clock_NY_quote,ml,without_positioning,linear_qr,0.1,2026-03,153,14,2.857631762589716,0.3137254901960784
clock_NY_quote,ml,without_positioning,linear_qr,0.5,all,577,55,3.957898606071002,0.5649913344887348
clock_NY_quote,ml,without_positioning,linear_qr,0.5,2026-01,220,21,3.2114623339937416,0.6409090909090909
clock_NY_quote,ml,without_positioning,linear_qr,0.5,2026-02,204,20,4.4718141458229015,0.5
clock_NY_quote,ml,without_positioning,linear_qr,0.5,2026-03,153,14,4.345984944290677,0.5424836601307189
clock_NY_quote,ml,without_positioning,linear_qr,0.9,all,577,55,1.839873255790747,0.8908145580589255
clock_NY_quote,ml,without_positioning,linear_qr,0.9,2026-01,220,21,1.534584185107019,0.9636363636363636
clock_NY_quote,ml,without_positioning,linear_qr,0.9,2026-02,204,20,2.1267031609946976,0.7990196078431373
clock_NY_quote,ml,without_positioning,linear_qr,0.9,2026-03,153,14,1.896411130881036,0.9084967320261438
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.1,all,577,55,2.043559984292035,0.1923743500866551
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.634788814765216,0.1909090909090909
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.2531714454215783,0.1764705882352941
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.3518535740010127,0.2156862745098039
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.5,all,577,55,4.068491473505195,0.5701906412478336
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.2808971445802952,0.6545454545454545
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.573445512625436,0.4754901960784313
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.527707998883947,0.5751633986928104
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.9,all,577,55,1.825475473882892,0.8838821490467937
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4399219722169996,0.9318181818181818
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.147942505704134,0.803921568627451
clock_NY_quote,ml,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.9499100874447428,0.9215686274509804
clock_NY_quote,ml,with_positioning,linear_qr,0.1,all,577,55,2.1184091045202904,0.1819757365684575
clock_NY_quote,ml,with_positioning,linear_qr,0.1,2026-01,220,21,1.5751202970729932,0.1318181818181818
clock_NY_quote,ml,with_positioning,linear_qr,0.1,2026-02,204,20,2.1498918052741294,0.1372549019607843
clock_NY_quote,ml,with_positioning,linear_qr,0.1,2026-03,153,14,2.857631762589716,0.3137254901960784
clock_NY_quote,ml,with_positioning,linear_qr,0.5,all,577,55,3.956284091766156,0.5632582322357019
clock_NY_quote,ml,with_positioning,linear_qr,0.5,2026-01,220,21,3.207227903294213,0.6363636363636364
clock_NY_quote,ml,with_positioning,linear_qr,0.5,2026-02,204,20,4.4718141458229015,0.5
clock_NY_quote,ml,with_positioning,linear_qr,0.5,2026-03,153,14,4.345984944290677,0.5424836601307189
clock_NY_quote,ml,with_positioning,linear_qr,0.9,all,577,55,1.83915817885465,0.8908145580589255
clock_NY_quote,ml,with_positioning,linear_qr,0.9,2026-01,220,21,1.534584185107019,0.9636363636363636
clock_NY_quote,ml,with_positioning,linear_qr,0.9,2026-02,204,20,2.1267031609946976,0.7990196078431373
clock_NY_quote,ml,with_positioning,linear_qr,0.9,2026-03,153,14,1.893714402827912,0.9084967320261438
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.1,all,577,55,2.012297652684928,0.2010398613518197
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.6479326687926057,0.209090909090909
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.207550541533104,0.1813725490196078
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.2758839738044245,0.2156862745098039
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.5,all,577,55,4.119904344145152,0.5667244367417678
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.384359658290932,0.6272727272727273
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.588722084066975,0.4901960784313725
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.552459977765254,0.5816993464052288
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.9,all,577,55,1.8291507193421,0.8804159445407279
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.434381511143257,0.9409090909090908
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.154487777219954,0.7843137254901961
clock_NY_quote,ml,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.9630099742222515,0.9215686274509804
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.1,all,577,55,2.0750488966865666,0.1767764298093587
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.1,2026-01,220,21,1.6459430007026092,0.1318181818181818
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.1,2026-02,204,20,2.1895742001527854,0.142156862745098
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.1,2026-03,153,14,2.539363505898083,0.2875816993464052
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.5,all,577,55,4.04385675863257,0.5563258232235702
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.5,2026-01,220,21,3.346645537028909,0.65
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.5,2026-02,204,20,4.595849823343619,0.5
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.5,2026-03,153,14,4.310391945245322,0.4967320261437908
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.9,all,577,55,1.8580139929709891,0.8925476603119584
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.9,2026-01,220,21,1.5994831189727956,0.9545454545454546
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.9,2026-02,204,20,2.117664474161317,0.8088235294117647
clock_NY_quote,joint_linear,without_positioning,linear_qr,0.9,2026-03,153,14,1.8835570917734448,0.915032679738562
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.1,all,577,55,2.0725239906745325,0.1802426343154246
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7896635754690906,0.2
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.23611292566386,0.1617647058823529
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.2611328051018167,0.1764705882352941
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.5,all,577,55,4.180012541808485,0.561525129982669
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.531794999336458,0.6181818181818182
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.688212481048915,0.4950980392156863
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.434490134872524,0.5686274509803921
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.9,all,577,55,1.8498446412807985,0.8821490467937608
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.5125329164828043,0.9454545454545454
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.1982526756969505,0.7892156862745098
clock_NY_quote,joint_linear,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.8703239905269655,0.915032679738562
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.1,all,577,55,2.073781993380159,0.1767764298093587
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.1,2026-01,220,21,1.642620258848985,0.1318181818181818
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.1,2026-02,204,20,2.1895742001527854,0.142156862745098
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.1,2026-03,153,14,2.539363505898083,0.2875816993464052
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.5,all,577,55,4.046790394243362,0.5563258232235702
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.5,2026-01,220,21,3.346645537028909,0.65
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.5,2026-02,204,20,4.595849823343619,0.5
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.5,2026-03,153,14,4.321455394574911,0.4967320261437908
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.9,all,577,55,1.8580139929709891,0.8925476603119584
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.9,2026-01,220,21,1.5994831189727956,0.9545454545454546
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.9,2026-02,204,20,2.117664474161317,0.8088235294117647
clock_NY_quote,joint_linear,with_positioning,linear_qr,0.9,2026-03,153,14,1.8835570917734448,0.915032679738562
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.1,all,577,55,2.059310367067708,0.1785095320623916
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7951568844033388,0.209090909090909
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,2.2432528291333043,0.1568627450980392
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,2.193882288144699,0.1633986928104575
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.5,all,577,55,4.228411247393772,0.5511265164644714
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.543228976792005,0.6045454545454545
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.794176098034231,0.4754901960784313
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,4.459287521914917,0.5751633986928104
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.9,all,577,55,1.846727084178169,0.8838821490467937
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.5109472493751464,0.9545454545454546
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.2056897862575604,0.7892156862745098
clock_NY_quote,joint_linear,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.8509308255668588,0.9084967320261438
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.1,all,577,67,1.8796944452588564,0.1889081455805892
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.1,2026-01,220,26,1.6552642788757574,0.1772727272727272
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.1,2026-02,204,24,1.8372776141723317,0.142156862745098
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.1,2026-03,153,17,2.2589602632061307,0.2679738562091503
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.5,all,577,67,3.828072861070915,0.5563258232235702
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.5,2026-01,220,26,3.434803660892225,0.6045454545454545
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.5,2026-02,204,24,4.0929137374515925,0.5
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.5,2026-03,153,17,4.040436817003293,0.5620915032679739
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.9,all,577,67,1.717311424792094,0.8821490467937608
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.9,2026-01,220,26,1.509689879058865,0.9
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.9,2026-02,204,24,1.808574275349975,0.8333333333333334
clock_FXUTC_USNY_quote,linear,without_positioning,linear_qr,0.9,2026-03,153,17,1.8941684087627,0.9215686274509804
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.1,all,577,67,1.9055442655792167,0.1785095320623916
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.1,2026-01,220,26,1.715745650865148,0.1772727272727272
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.1,2026-02,204,24,1.912299370184042,0.1470588235294117
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.1,2026-03,153,17,2.169450500204777,0.2222222222222222
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.5,all,577,67,3.9347603465699392,0.5736568457538995
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.5,2026-01,220,26,3.590913966866087,0.6
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.5,2026-02,204,24,4.072433575748792,0.5049019607843137
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.5,2026-03,153,17,4.245615671944853,0.6274509803921569
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.9,all,577,67,1.7427881964915448,0.8648180242634316
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.9,2026-01,220,26,1.502268289827756,0.9
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.9,2026-02,204,24,1.8633636765875743,0.7990196078431373
clock_FXUTC_USNY_quote,linear,without_positioning,quantile_lightgbm,0.9,2026-03,153,17,1.9278665071218948,0.9019607843137256
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.1,all,577,67,1.8796944452588564,0.1889081455805892
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.1,2026-01,220,26,1.6552642788757574,0.1772727272727272
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.1,2026-02,204,24,1.8372776141723317,0.142156862745098
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.1,2026-03,153,17,2.2589602632061307,0.2679738562091503
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.5,all,577,67,3.828072861070915,0.5563258232235702
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.5,2026-01,220,26,3.434803660892225,0.6045454545454545
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.5,2026-02,204,24,4.0929137374515925,0.5
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.5,2026-03,153,17,4.040436817003293,0.5620915032679739
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.9,all,577,67,1.7173114247920942,0.8821490467937608
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.9,2026-01,220,26,1.509689879058865,0.9
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.9,2026-02,204,24,1.808574275349975,0.8333333333333334
clock_FXUTC_USNY_quote,linear,with_positioning,linear_qr,0.9,2026-03,153,17,1.8941684087627,0.9215686274509804
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.1,all,577,67,1.9146609819430973,0.1785095320623916
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.1,2026-01,220,26,1.7365798109101218,0.1818181818181818
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.1,2026-02,204,24,1.8974909976718144,0.142156862745098
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.1,2026-03,153,17,2.1936187232411144,0.2222222222222222
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.5,all,577,67,3.9457802303469816,0.5771230502599654
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.5,2026-01,220,26,3.505448068967734,0.6045454545454545
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.5,2026-02,204,24,4.062008304627192,0.5
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.5,2026-03,153,17,4.4239668208716285,0.6405228758169934
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.9,all,577,67,1.737841966354568,0.8717504332755632
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.9,2026-01,220,26,1.5015341405667206,0.9045454545454544
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.9,2026-02,204,24,1.8665514816653237,0.8088235294117647
clock_FXUTC_USNY_quote,linear,with_positioning,quantile_lightgbm,0.9,2026-03,153,17,1.9060183098181775,0.9084967320261438
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.1,all,577,67,1.861945262979372,0.1854419410745234
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.1,2026-01,220,26,1.636331324002304,0.1681818181818181
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.1,2026-02,204,24,1.8197847787011732,0.142156862745098
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.1,2026-03,153,17,2.242571441853276,0.2679738562091503
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.5,all,577,67,3.793118390751648,0.5528596187175043
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.5,2026-01,220,26,3.4106095644005423,0.6
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.5,2026-02,204,24,4.052057590388569,0.5
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.5,2026-03,153,17,3.9978788160543366,0.5555555555555556
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.9,all,577,67,1.7009819341400692,0.8873483535528596
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.9,2026-01,220,26,1.5008803036338514,0.9
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.9,2026-02,204,24,1.7857539761178511,0.8431372549019608
clock_FXUTC_USNY_quote,pca,without_positioning,linear_qr,0.9,2026-03,153,17,1.8756803795511825,0.9281045751633988
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.1,all,577,67,1.8804653060746923,0.1750433275563258
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-01,220,26,1.701070426944882,0.1772727272727272
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-02,204,24,1.884981202675429,0.1470588235294117
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.1,2026-03,153,17,2.132397531578014,0.2091503267973856
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.5,all,577,67,3.8616620158219166,0.5823223570190641
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-01,220,26,3.477444296289572,0.6318181818181818
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-02,204,24,4.036419413247838,0.5
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.5,2026-03,153,17,4.181122076097915,0.6209150326797386
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.9,all,577,67,1.7201615909797947,0.8700173310225303
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-01,220,26,1.4863259419566743,0.9045454545454544
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-02,204,24,1.8313127420283184,0.803921568627451
clock_FXUTC_USNY_quote,pca,without_positioning,quantile_lightgbm,0.9,2026-03,153,17,1.9081943228176224,0.9084967320261438
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.1,all,577,67,1.861945262979372,0.1854419410745234
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.1,2026-01,220,26,1.6363313240023054,0.1681818181818181
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.1,2026-02,204,24,1.8197847787011732,0.142156862745098
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.1,2026-03,153,17,2.242571441853276,0.2679738562091503
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.5,all,577,67,3.793118390751648,0.5528596187175043
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.5,2026-01,220,26,3.4106095644005423,0.6
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.5,2026-02,204,24,4.052057590388569,0.5
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.5,2026-03,153,17,3.9978788160543366,0.5555555555555556
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.9,all,577,67,1.7009819341400692,0.8873483535528596
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.9,2026-01,220,26,1.5008803036338514,0.9
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.9,2026-02,204,24,1.7857539761178511,0.8431372549019608
clock_FXUTC_USNY_quote,pca,with_positioning,linear_qr,0.9,2026-03,153,17,1.8756803795511825,0.9281045751633988
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.1,all,577,67,1.9066265158450668,0.1819757365684575
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-01,220,26,1.709706857391769,0.1818181818181818
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-02,204,24,1.896160684082756,0.142156862745098
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.1,2026-03,153,17,2.20373340825838,0.2352941176470588
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.5,all,577,67,3.902566269365384,0.5753899480069324
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-01,220,26,3.4765196419679536,0.6
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-02,204,24,4.0153213642476535,0.5
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.5,2026-03,153,17,4.364842208394479,0.6405228758169934
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.9,all,577,67,1.722451562661578,0.8717504332755632
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-01,220,26,1.494667678203993,0.9045454545454544
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-02,204,24,1.8467526366226643,0.8088235294117647
clock_FXUTC_USNY_quote,pca,with_positioning,quantile_lightgbm,0.9,2026-03,153,17,1.8842491802603163,0.9084967320261438
clock_FXUTC_USNY_quote,ml,without_positioning,linear_qr,0.1,all,577,67,1.9893860037514743,0.1958405545927209
clock_FXUTC_USNY_quote,ml,without_positioning,linear_qr,0.1,2026-01,220,26,1.5676343126557282,0.1545454545454545
clock_FXUTC_USNY_quote,ml,without_positioning,linear_qr,0.1,2026-02,204,24,1.8212261228044084,0.1225490196078431
