scenario,method,q,contrast,conditioning,block_days,delta_pinball_bp,relative_change_pct,ci_low,ci_high,n,repetitions
clock_NY_quote,pca,0.5,ML_minus_linear,without_positioning,7,0.1088367580552374,2.7168868981413428,0.0170542186880127,0.1997463135293047,577,2000
clock_NY_quote,pca,0.5,ML_minus_linear,with_positioning,7,0.1621435478396717,4.047484428802846,0.0437754508986874,0.2787549216555097,577,2000
clock_NY_quote,pca,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,577,2000
clock_NY_quote,pca,0.9,add_positioning,quantile_lightgbm,3,-0.0042614001190335,-0.2324598861666361,-0.0225553764418911,0.0129325883749502,577,2000
clock_NY_quote,pca,0.9,ML_minus_linear,without_positioning,3,0.0022902361390648,0.1250889322280765,-0.0396059611628473,0.0492752602985914,577,2000
clock_NY_quote,pca,0.9,ML_minus_linear,with_positioning,3,-0.0019711639799686,-0.107661735528024,-0.0413187749959223,0.0419205705692166,577,2000
clock_NY_quote,pca,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,577,2000
clock_NY_quote,pca,0.9,add_positioning,quantile_lightgbm,7,-0.0042614001190335,-0.2324598861666361,-0.0189978565264555,0.0097679789861863,577,2000
clock_NY_quote,pca,0.9,ML_minus_linear,without_positioning,7,0.0022902361390648,0.1250889322280765,-0.0379827308540292,0.0456003077102864,577,2000
clock_NY_quote,pca,0.9,ML_minus_linear,with_positioning,7,-0.0019711639799686,-0.107661735528024,-0.0404101691681924,0.0392293642430865,577,2000
clock_NY_quote,ml,0.1,add_positioning,linear_qr,3,0.0034669041384902,0.1639242972155175,0.0002104806671036,0.0073917691959549,577,2000
clock_NY_quote,ml,0.1,add_positioning,quantile_lightgbm,3,-0.0312623316071074,-1.5297976006286833,-0.0662870827706394,0.0005493058251438,577,2000
clock_NY_quote,ml,0.1,ML_minus_linear,without_positioning,3,-0.071382216089765,-3.3751379152053773,-0.2083301058424761,0.0674387101558222,577,2000
clock_NY_quote,ml,0.1,ML_minus_linear,with_positioning,3,-0.1061114518353627,-5.009016039864098,-0.2451773337878004,0.0401275495982415,577,2000
clock_NY_quote,ml,0.1,add_positioning,linear_qr,7,0.0034669041384902,0.1639242972155175,4.8477909527100414e-05,0.0071414100138599,577,2000
clock_NY_quote,ml,0.1,add_positioning,quantile_lightgbm,7,-0.0312623316071074,-1.5297976006286833,-0.0643219927988072,0.0013695715224388,577,2000
clock_NY_quote,ml,0.1,ML_minus_linear,without_positioning,7,-0.071382216089765,-3.3751379152053773,-0.1902253087097049,0.0454111391326623,577,2000
clock_NY_quote,ml,0.1,ML_minus_linear,with_positioning,7,-0.1061114518353627,-5.009016039864098,-0.2303601251428469,0.0189883984580392,577,2000
clock_NY_quote,ml,0.5,add_positioning,linear_qr,3,-0.0016145143048462,-0.0407922098451378,-0.0080738227331886,0.0052390824885673,577,2000
clock_NY_quote,ml,0.5,add_positioning,quantile_lightgbm,3,0.0514128706399565,1.263683873366017,-0.01468656331455,0.113278285788004,577,2000
clock_NY_quote,ml,0.5,ML_minus_linear,without_positioning,3,0.1105928674341929,2.794231950878051,0.0362094646771703,0.1838985124969726,577,2000
clock_NY_quote,ml,0.5,ML_minus_linear,with_positioning,3,0.1636202523789958,4.135705338237043,0.0615223241332524,0.2659530214740208,577,2000
clock_NY_quote,ml,0.5,add_positioning,linear_qr,7,-0.0016145143048462,-0.0407922098451378,-0.0067039014998726,0.0037526415995931,577,2000
clock_NY_quote,ml,0.5,add_positioning,quantile_lightgbm,7,0.0514128706399565,1.263683873366017,-0.0090816010105467,0.1064937944048231,577,2000
clock_NY_quote,ml,0.5,ML_minus_linear,without_positioning,7,0.1105928674341929,2.794231950878051,0.0455110610965642,0.1727930016117617,577,2000
clock_NY_quote,ml,0.5,ML_minus_linear,with_positioning,7,0.1636202523789958,4.135705338237043,0.0740720104981227,0.2526553873756456,577,2000
clock_NY_quote,ml,0.9,add_positioning,linear_qr,3,-0.0007150769360968,-0.0388655541269618,-0.0020556972133259,0.0007740687416042,577,2000
clock_NY_quote,ml,0.9,add_positioning,quantile_lightgbm,3,0.0036752454592077,0.2013308593727781,-0.0100179489993206,0.0174068849608178,577,2000
clock_NY_quote,ml,0.9,ML_minus_linear,without_positioning,3,-0.0143977819078546,-0.782542050792882,-0.0557350469759109,0.0243699461544014,577,2000
clock_NY_quote,ml,0.9,ML_minus_linear,with_positioning,3,-0.0100074595125501,-0.5441326160853839,-0.051514889056592,0.0263275448892991,577,2000
clock_NY_quote,ml,0.9,add_positioning,linear_qr,7,-0.0007150769360968,-0.0388655541269618,-0.00173618847801,0.0002866931220054,577,2000
clock_NY_quote,ml,0.9,add_positioning,quantile_lightgbm,7,0.0036752454592077,0.2013308593727781,-0.0078282188541718,0.0149429587412681,577,2000
clock_NY_quote,ml,0.9,ML_minus_linear,without_positioning,7,-0.0143977819078546,-0.782542050792882,-0.0535036425708038,0.02269708240658,577,2000
clock_NY_quote,ml,0.9,ML_minus_linear,with_positioning,7,-0.0100074595125501,-0.5441326160853839,-0.0475624132859637,0.025174330597451,577,2000
clock_NY_quote,joint_linear,0.1,add_positioning,linear_qr,3,-0.0012669033064076,-0.0610541423110872,-0.0018942203929314,-0.0006808390724879,577,2000
clock_NY_quote,joint_linear,0.1,add_positioning,quantile_lightgbm,3,-0.0132136236068243,-0.6375619132169253,-0.0360164355076465,0.0088905836156203,577,2000
clock_NY_quote,joint_linear,0.1,ML_minus_linear,without_positioning,3,-0.002524906012034,-0.121679350113908,-0.1218679333107501,0.1126002306632888,577,2000
clock_NY_quote,joint_linear,0.1,ML_minus_linear,with_positioning,3,-0.0144716263124506,-0.6978373984655291,-0.134809904452957,0.1044643239368764,577,2000
clock_NY_quote,joint_linear,0.1,add_positioning,linear_qr,7,-0.0012669033064076,-0.0610541423110872,-0.0017656390703909,-0.0008155451836705,577,2000
clock_NY_quote,joint_linear,0.1,add_positioning,quantile_lightgbm,7,-0.0132136236068243,-0.6375619132169253,-0.0346096596605843,0.0078510566799717,577,2000
clock_NY_quote,joint_linear,0.1,ML_minus_linear,without_positioning,7,-0.002524906012034,-0.121679350113908,-0.0949466679539535,0.0889601126252624,577,2000
clock_NY_quote,joint_linear,0.1,ML_minus_linear,with_positioning,7,-0.0144716263124506,-0.6978373984655291,-0.1130186602260884,0.0856203272234075,577,2000
clock_NY_quote,joint_linear,0.5,add_positioning,linear_qr,3,0.002933635610792,0.0725454877829075,-8.931452589996388e-05,0.0064001188612579,577,2000
clock_NY_quote,joint_linear,0.5,add_positioning,quantile_lightgbm,3,0.0483987055852868,1.1578602959010995,-0.0111944957358563,0.1065207962688307,577,2000
clock_NY_quote,joint_linear,0.5,ML_minus_linear,without_positioning,3,0.1361557831759148,3.3669783897576995,0.0137935749695366,0.255813559672271,577,2000
clock_NY_quote,joint_linear,0.5,ML_minus_linear,with_positioning,3,0.1816208531504095,4.488022246192161,0.0399967241899112,0.3290741651562863,577,2000
clock_NY_quote,joint_linear,0.5,add_positioning,linear_qr,7,0.002933635610792,0.0725454877829075,0.0006114964665427,0.005124275757713,577,2000
clock_NY_quote,joint_linear,0.5,add_positioning,quantile_lightgbm,7,0.0483987055852868,1.1578602959010995,-0.0155448772298424,0.1074776602170966,577,2000
clock_NY_quote,joint_linear,0.5,ML_minus_linear,without_positioning,7,0.1361557831759148,3.3669783897576995,0.0322641678286493,0.2418114338837028,577,2000
