variant,calibration,reference,n,difference_bp,improvement_pct,improvement_lo,improvement_hi
original,raw,linear,509,0.2503034248544303,11.09913405199061,3.2288280936057556,17.27077554999705
original,raw,threshold,509,0.3101591886638949,13.397703812633877,7.476536719566898,19.429554992684192
original,calibrated,linear,509,0.3258167364755885,14.891177115525888,8.587517293980545,19.960423254665898
original,calibrated,threshold,509,0.21369935156927994,10.29445903676538,5.072101703015539,15.807804976164501
own_scale,raw,linear,509,0.24698708486223991,11.027522019659841,2.9285843585321287,17.384049451478866
own_scale,raw,threshold,509,0.13564037337611887,6.372919888659235,-0.15729027239076138,12.155863617155468
own_scale,calibrated,linear,509,0.3059244884970197,14.067771902363734,7.633820248379055,19.282158875070387
own_scale,calibrated,threshold,509,0.1267020823250421,6.3496277225393305,1.2432785457521771,11.282614745824516
