reference,primary,candidate,block_days,n,brier_improvement,relative_improvement_pct,low95,high95,p_centered,p_holm_primary
logistic_current_raw,False,tcn_ensemble_raw,5,1633,-0.0010288898788656,-0.4794197931884792,-0.0083284937751853,0.0074342794377597,0.7985,
mlp_ensemble_raw,False,tcn_ensemble_raw,5,1633,0.0009907375697494,0.4573385671745619,-0.0033657811687584,0.0057767757541348,0.6635,
tree_current_raw,True,tcn_ensemble_raw,5,1633,0.0125103784708687,5.48338278894355,0.0033928496311636,0.0232871698088638,0.0135,0.054
recent28,True,tcn_ensemble_raw,5,1633,0.0179093039319157,7.66830635849933,0.0084859498725028,0.0297141018923645,0.0025,0.015
