method,sample,h,q,term,n,effect,coefficient
sequential_ols,all,6,0.1,e_origin,576,0.3655673623944979,0.03842642928272544
sequential_ols,all,6,0.1,downside,576,0.9036559068510801,38374.62790244517
sequential_ols,all,6,0.1,btc_vol,576,-1.3028004081824447,-575.4956447736497
sequential_ols,all,6,0.1,btc_ret,576,-0.7873391399316805,-145.58642897094938
sequential_ols,all,6,0.1,account_ls,576,1.552908405481295,2.7020995115712583
sequential_ols,all,6,0.5,e_origin,576,1.3212139448274205,0.13887873875205034
sequential_ols,all,6,0.5,downside,576,-1.9972715565028054,-84816.08123164014
sequential_ols,all,6,0.5,btc_vol,576,1.423615356777634,628.8641241688043
sequential_ols,all,6,0.5,btc_ret,576,-0.27832034925731375,-51.46405621576965
sequential_ols,all,6,0.5,account_ls,576,0.49635555035820206,0.8636710867521517
sequential_ols,matched,1,0.1,e_origin,228,1.8330165366244175,0.19321724236016583
sequential_ols,matched,1,0.1,downside,228,-2.7108245118950496,-119978.53852798245
sequential_ols,matched,1,0.1,btc_vol,228,-0.3862265786943027,-175.50727012184376
sequential_ols,matched,1,0.1,btc_ret,228,0.004876630084211376,0.7719594803159661
sequential_ols,matched,1,0.1,account_ls,228,1.4553286508083674,2.45174157346072
sequential_ols,matched,6,0.1,e_origin,228,1.4186311495441835,0.14953711173055426
sequential_ols,matched,6,0.1,downside,228,0.14071687607257183,6227.996339611092
sequential_ols,matched,6,0.1,btc_vol,228,-0.34840945067837803,-158.32258820699153
sequential_ols,matched,6,0.1,btc_ret,228,-1.4891353728543992,-235.72675160878114
sequential_ols,matched,6,0.1,account_ls,228,-0.4407669654129828,-0.7425447803222209
sequential_ols,matched,12,0.1,e_origin,228,-0.29376009889090166,-0.030965086833136174
sequential_ols,matched,12,0.1,downside,228,0.5990928917233188,26515.286871601602
sequential_ols,matched,12,0.1,btc_vol,228,-1.0175648098211199,-462.3970275362933
sequential_ols,matched,12,0.1,btc_ret,228,2.5476403800102796,403.28569315766475
sequential_ols,matched,12,0.1,account_ls,228,3.3788616365089243,5.692250709555553
pca_1,all,6,0.1,e_origin,576,0.34962472954089524,0.03709625172960759
pca_1,all,6,0.1,downside,576,0.8892259613621957,37761.84621796738
pca_1,all,6,0.1,btc_vol,576,-1.2746553816844506,-563.0629343830906
pca_1,all,6,0.1,btc_ret,576,-0.7839925714524553,-144.9676169120958
pca_1,all,6,0.1,account_ls,576,1.5447842069981153,2.6879632027742795
pca_1,all,6,0.5,e_origin,576,1.3748153601434558,0.14587210907129866
pca_1,all,6,0.5,downside,576,-2.0542910514464583,-87237.46959977773
pca_1,all,6,0.5,btc_vol,576,1.4219389848179522,628.1236080039656
pca_1,all,6,0.5,btc_ret,576,-0.25546941863801614,-47.23870373575051
pca_1,all,6,0.5,account_ls,576,0.5322411200724196,0.9261128766574556
pca_1,matched,1,0.1,e_origin,228,1.8446551609904225,0.19627808332094737
pca_1,matched,1,0.1,downside,228,-2.7241533320423006,-120568.45954815634
pca_1,matched,1,0.1,btc_vol,228,-0.3504630542896215,-159.25577712666703
pca_1,matched,1,0.1,btc_ret,228,-0.08279935870201627,-13.106950662721879
pca_1,matched,1,0.1,account_ls,228,1.473978005505416,2.483159492845164
pca_1,matched,6,0.1,e_origin,228,1.5038192657541447,0.16001189240424674
pca_1,matched,6,0.1,downside,228,0.1584166568682346,7011.37195939429
pca_1,matched,6,0.1,btc_vol,228,-0.3488312228648028,-158.51424794543567
pca_1,matched,6,0.1,btc_ret,228,-1.5338681620602825,-242.80785066943332
pca_1,matched,6,0.1,account_ls,228,-0.47751286736073534,-0.8044493236084226
pca_1,matched,12,0.1,e_origin,228,-0.1929811467914207,-0.020533902710011778
pca_1,matched,12,0.1,downside,228,0.6230548187499484,27575.819182842737
pca_1,matched,12,0.1,btc_vol,228,-1.0714113591344119,-486.86572388392904
pca_1,matched,12,0.1,btc_ret,228,2.551535071662526,403.90221401160306
pca_1,matched,12,0.1,account_ls,228,3.312379907032956,5.580251251604069
pca_2,all,6,0.1,e_origin,576,1.0334823936287378,0.15368712054958858
pca_2,all,6,0.1,downside,576,0.029916845952539798,1270.4479910323682
pca_2,all,6,0.1,btc_vol,576,-0.2325759461625289,-102.73749014430943
pca_2,all,6,0.1,btc_ret,576,-0.0004928689474462402,-0.09113611450282404
pca_2,all,6,0.1,account_ls,576,1.1108950870746257,1.932985269186511
pca_2,all,6,0.5,e_origin,576,0.8518533494374373,0.12667742499790738
pca_2,all,6,0.5,downside,576,-1.7828167983223548,-75709.05112793512
pca_2,all,6,0.5,btc_vol,576,1.803954398948178,796.8740978622399
pca_2,all,6,0.5,btc_ret,576,-0.18541973084603017,-34.285856126713725
pca_2,all,6,0.5,account_ls,576,1.1733069909038774,2.041583544692004
pca_2,matched,1,0.1,e_origin,228,2.7048478798030096,0.3963124722908646
pca_2,matched,1,0.1,downside,228,-2.571964456829091,-113832.72333647002
pca_2,matched,1,0.1,btc_vol,228,2.3015643792361122,1045.8660886958908
pca_2,matched,1,0.1,btc_ret,228,-0.4030848265144081,-63.80741369060267
pca_2,matched,1,0.1,account_ls,228,1.6358414981501235,2.7558452906009854
pca_2,matched,6,0.1,e_origin,228,1.347451394748936,0.1974276622105698
pca_2,matched,6,0.1,downside,228,1.2833671384767527,56800.62025174757
pca_2,matched,6,0.1,btc_vol,228,-1.4797465808024568,-672.4194998354277
pca_2,matched,6,0.1,btc_ret,228,0.4345445077251403,68.78740986397865
pca_2,matched,6,0.1,account_ls,228,0.7885052190295169,1.3283673246669119
pca_2,matched,12,0.1,e_origin,228,1.1015842623886356,0.16140337714509237
pca_2,matched,12,0.1,downside,228,1.8868571916235823,83510.52134457578
pca_2,matched,12,0.1,btc_vol,228,-2.441082928874072,-1109.2654535482468
pca_2,matched,12,0.1,btc_ret,228,-0.4605259914823541,-72.90021980705637
pca_2,matched,12,0.1,account_ls,228,0.5802004419120437,0.9774435098119628
ae_selected,all,6,0.1,e_origin,576,1.3429599112254993,0.15590856125973807
ae_selected,all,6,0.1,downside,576,1.0637046886908164,45171.255250061964
ae_selected,all,6,0.1,btc_vol,576,-0.7460983840580334,-329.5795487177388
ae_selected,all,6,0.1,btc_ret,576,0.29006391579292845,53.635552371100175
ae_selected,all,6,0.1,account_ls,576,-1.5196760332833164,-2.644274351782339
ae_selected,all,6,0.5,e_origin,576,2.3224119250638573,0.26961631457691837
ae_selected,all,6,0.5,downside,576,-0.8566381385009209,-36377.97259198742
ae_selected,all,6,0.5,btc_vol,576,1.0300950895663805,455.03151060201117
ae_selected,all,6,0.5,btc_ret,576,0.18589973095653475,34.374612671955575
ae_selected,all,6,0.5,account_ls,576,-1.374739854574561,-2.392081771514507
ae_selected,matched,1,0.1,e_origin,228,3.815756994663652,0.44610588083448666
ae_selected,matched,1,0.1,downside,228,-1.0181548591524974,-45062.57467433207
ae_selected,matched,1,0.1,btc_vol,228,0.2185484122433325,99.31174429259036
ae_selected,matched,1,0.1,btc_ret,228,-0.7311369307656594,-115.73731764912864
ae_selected,matched,1,0.1,account_ls,228,-0.8401772660404853,-1.415417425530548
ae_selected,matched,6,0.1,e_origin,228,2.3147859502790604,0.2706251018439288
ae_selected,matched,6,0.1,downside,228,0.12019861048182132,5319.877238612441
ae_selected,matched,6,0.1,btc_vol,228,0.4461541902509183,202.73929424814972
ae_selected,matched,6,0.1,btc_ret,228,0.21047095348659253,33.31707451035636
ae_selected,matched,6,0.1,account_ls,228,-1.6201264719965203,-2.7293707324814775
ae_selected,matched,12,0.1,e_origin,228,2.689328317724586,0.3144134125180073
ae_selected,matched,12,0.1,downside,228,1.402805158597551,62086.8344776738
ae_selected,matched,12,0.1,btc_vol,228,-1.1033789946877957,-501.39230687361277
ae_selected,matched,12,0.1,btc_ret,228,0.736194396344606,116.53790297805888
ae_selected,matched,12,0.1,account_ls,228,-0.6490910767183938,-1.0935011668113022
joint_ols,all,6,0.1,e_origin,576,0.3686331171610982,0.0387491731827704
joint_ols,all,6,0.1,downside,576,0.8983934292253218,38151.151666410675
joint_ols,all,6,0.1,btc_vol,576,-1.2978345359441417,-573.3020333595784
joint_ols,all,6,0.1,btc_ret,576,-0.7910941904867717,-146.2807732162622
joint_ols,all,6,0.1,account_ls,576,1.5786296201930288,2.746855069248889
joint_ols,all,6,0.5,e_origin,576,1.315483631757571,0.13827814347943548
joint_ols,all,6,0.5,downside,576,-2.0546437497126893,-87252.44727504754
joint_ols,all,6,0.5,btc_vol,576,1.4587668399337548,644.3918483978014
joint_ols,all,6,0.5,btc_ret,576,-0.2654468695073653,-49.08362845577355
joint_ols,all,6,0.5,account_ls,576,0.5239989092510239,0.9117712234368601
joint_ols,matched,1,0.1,e_origin,228,1.8529201043384842,0.19531368907431107
joint_ols,matched,1,0.1,downside,228,-2.665026063934592,-117951.54237642992
joint_ols,matched,1,0.1,btc_vol,228,-0.39857355419610546,-181.11792481036494
joint_ols,matched,1,0.1,btc_ret,228,-0.03522192186428201,-5.575550334668806
joint_ols,matched,1,0.1,account_ls,228,1.4623350231848398,2.463544965378417
joint_ols,matched,6,0.1,e_origin,228,1.4330019417236362,0.15105070911226187
joint_ols,matched,6,0.1,downside,228,0.08233851669259772,3644.2251624889486
joint_ols,matched,6,0.1,btc_vol,228,-0.2709518864582827,-123.12468522342645
joint_ols,matched,6,0.1,btc_ret,228,-1.5028042482699773,-237.8905035809629
joint_ols,matched,6,0.1,account_ls,228,-0.401888278988714,-0.677047209189421
joint_ols,matched,12,0.1,e_origin,228,-0.2500313653666868,-0.026355452801074274
joint_ols,matched,12,0.1,downside,228,0.5730608919008005,25363.135089012376
joint_ols,matched,12,0.1,btc_vol,228,-1.010620497009041,-459.24142548363204
joint_ols,matched,12,0.1,btc_ret,228,2.5624673413011108,405.6327674969287
joint_ols,matched,12,0.1,account_ls,228,3.3941809269064622,5.718058585407305
