scenario,definition,projection,h,q,model,info,reference_model,reference_info,contrast,block_days,n,difference_bp,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months,months
NY_delay0,EQ,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,1,468,-0.21635086574037413,-0.6897117016532841,0.08941912077480846,9.68691536076931,-5.119750734704467,23.09086589280357,0.3045,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,5,468,-0.21635086574037413,-0.7176435429103691,0.08801826940390828,9.68691536076931,-4.883115879059647,23.366292091742917,0.4375,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,10,468,-0.21635086574037413,-0.6517922725438365,0.07981184392365814,9.68691536076931,-4.52680150912899,21.68474035114869,0.4335,2,4
NY_delay0,EQ,sequential,1,0.1,linear,full,linear,base,position_bundle,1,468,-0.04632340973674175,-0.11412037043252862,0.022905894930185133,2.4470248350178414,-1.3215919127643279,5.6044246092750125,0.1905,4,4
NY_delay0,EQ,sequential,1,0.1,linear,full,linear,base,position_bundle,5,468,-0.04632340973674175,-0.09353530022947387,-0.002654400354407057,2.4470248350178414,0.1554286655517108,4.482968946625986,0.049,4,4
NY_delay0,EQ,sequential,1,0.1,linear,full,linear,base,position_bundle,10,468,-0.04632340973674175,-0.08314499433735754,-0.007165712617575202,2.4470248350178414,0.4321762388271727,4.147732870777479,0.0205,4,4
NY_delay0,EQ,sequential,1,0.1,interaction,full,interaction,base,position_bundle,1,468,-0.007258512062284207,-0.014242432421184368,-0.0013452823534237288,0.32394056176822117,0.05578904885432334,0.7051210551443577,0.0255,2,4
NY_delay0,EQ,sequential,1,0.1,interaction,full,interaction,base,position_bundle,5,468,-0.007258512062284207,-0.013809189653871666,-0.0014399385607090519,0.32394056176822117,0.06369761109495618,0.6903420542586006,0.0185,2,4
NY_delay0,EQ,sequential,1,0.1,interaction,full,interaction,base,position_bundle,10,468,-0.007258512062284207,-0.01271418657681375,-0.0026997756136094963,0.32394056176822117,0.12012015619983495,0.6418928783950285,0.005,2,4
NY_delay0,EQ,sequential,1,0.1,spline,full,spline,base,position_bundle,1,468,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay0,EQ,sequential,1,0.1,spline,full,spline,base,position_bundle,5,468,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay0,EQ,sequential,1,0.1,spline,full,spline,base,position_bundle,10,468,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,boosting,base,position_bundle,1,468,-0.012660732142841075,-0.03549450108206943,0.006745293363127774,0.6237600744234406,-0.3679882651296917,1.5206527745018656,0.2175,3,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,boosting,base,position_bundle,5,468,-0.012660732142841075,-0.028656089805304544,0.0030701245887889005,0.6237600744234406,-0.1599656939770101,1.282562819353369,0.12,3,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,boosting,base,position_bundle,10,468,-0.012660732142841075,-0.028280871769699675,0.001464158674448675,0.6237600744234406,-0.08418619291559852,1.2607982685444277,0.1035,3,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,1,468,-0.18451959349747493,-0.5161879645458242,0.23695338888799344,8.381148299777108,-11.098658512620494,22.340042053222362,0.3275,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,5,468,-0.18451959349747493,-0.44651182221611707,0.1352929683144478,8.381148299777108,-6.33494576876167,19.68675016847944,0.24,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,10,468,-0.18451959349747493,-0.4000003323120201,0.06454817468761083,8.381148299777108,-2.882769093549648,18.19619668687418,0.125,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,constant,base,vs_constant,1,468,-0.27387393742052435,-0.7681254683192181,0.052773492613501734,11.954564108852118,-2.975036014748893,24.695089797157877,0.204,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,constant,base,vs_constant,5,468,-0.27387393742052435,-0.8041461706253299,0.05097809288200608,11.954564108852118,-2.8070100139907646,25.49727870725929,0.2485,2,4
NY_delay0,EQ,sequential,1,0.1,boosting,full,constant,base,vs_constant,10,468,-0.27387393742052435,-0.7277323849561553,0.04055670820750467,11.954564108852118,-2.2000730058463662,23.683395652855157,0.2005,2,4
NY_delay1,CAP,sequential,1,0.1,interaction,base,linear,base,algorithm_vs_linear,1,467,0.03762513724298255,-0.005310114687178115,0.08747835939828458,-2.9722855463589326,-6.932063728025561,0.443121169341538,0.1115,0,4
NY_delay1,CAP,sequential,1,0.1,interaction,base,linear,base,algorithm_vs_linear,5,467,0.03762513724298255,-0.008074902482620714,0.088299935256815,-2.9722855463589326,-6.900609080844742,0.642926295903022,0.1305,0,4
NY_delay1,CAP,sequential,1,0.1,interaction,base,linear,base,algorithm_vs_linear,10,467,0.03762513724298255,-0.004674258413303867,0.08097168242302799,-2.9722855463589326,-6.638092501288008,0.38257618828545065,0.09,0,4
NY_delay1,CAP,sequential,1,0.1,spline,base,linear,base,algorithm_vs_linear,1,467,0.1300348856122996,0.027446661308491743,0.24111062920594864,-10.272409334532373,-19.49613189261683,-2.2498361946867007,0.0175,1,4
NY_delay1,CAP,sequential,1,0.1,spline,base,linear,base,algorithm_vs_linear,5,467,0.1300348856122996,0.024075313811190317,0.2516329107154632,-10.272409334532373,-20.358787377310836,-1.8748265036641285,0.0275,1,4
NY_delay1,CAP,sequential,1,0.1,spline,base,linear,base,algorithm_vs_linear,10,467,0.1300348856122996,0.030533245244629872,0.23559088883842555,-10.272409334532373,-19.40564251052665,-2.245652600967999,0.014,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,linear,base,algorithm_vs_linear,1,467,0.17023680503350092,0.07795589714666619,0.26884165161700874,-13.448253804144494,-21.011245117090155,-6.2557364492000165,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,linear,base,algorithm_vs_linear,5,467,0.17023680503350092,0.07216155647549712,0.26688841970115834,-13.448253804144494,-21.59995529005876,-5.585074473950977,0.002,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,linear,base,algorithm_vs_linear,10,467,0.17023680503350092,0.07069189069081581,0.26774094269213833,-13.448253804144494,-21.4554895447637,-5.547104767479444,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,spline,base,interaction,base,algorithm_vs_interaction,1,467,0.09240974836931708,0.0043667068644367155,0.18567448040245388,-7.089406386815478,-14.514468707703989,-0.3409489893742423,0.046,1,4
NY_delay1,CAP,sequential,1,0.1,spline,base,interaction,base,algorithm_vs_interaction,5,467,0.09240974836931708,0.008471969449049287,0.18869685197984795,-7.089406386815478,-14.724752952800634,-0.6492584403530727,0.0465,1,4
NY_delay1,CAP,sequential,1,0.1,spline,base,interaction,base,algorithm_vs_interaction,10,467,0.09240974836931708,0.011595596711871164,0.17151424904740592,-7.089406386815478,-13.497069183089277,-0.848869060950393,0.023,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,interaction,base,algorithm_vs_interaction,1,467,0.13261166779051833,0.053287296521365664,0.21787754860899067,-10.173580398066617,-16.605920786312616,-4.041895198967613,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,interaction,base,algorithm_vs_interaction,5,467,0.13261166779051833,0.04582095441301677,0.2138628885631008,-10.173580398066617,-16.522443353076994,-3.48004945848289,0.0025,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,base,interaction,base,algorithm_vs_interaction,10,467,0.13261166779051833,0.04685092205740414,0.2114460177661965,-10.173580398066617,-16.566085956681814,-3.5965049631409753,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,linear,full,algorithm_vs_linear,1,467,0.058894691455646214,-0.010532139550572545,0.14558132248595912,-4.639737942703959,-11.513584985619461,0.8122009311084954,0.1315,1,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,linear,full,algorithm_vs_linear,5,467,0.058894691455646214,-0.01058667094576373,0.13815709644922866,-4.639737942703959,-10.86206480158889,0.8656267447461421,0.1205,1,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,linear,full,algorithm_vs_linear,10,467,0.058894691455646214,-0.002670375266202711,0.12137943266701215,-4.639737942703959,-9.737238077016368,0.20143119701418458,0.0645,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,linear,full,algorithm_vs_linear,1,467,0.12654655009895707,0.03425486938157849,0.2259279555163779,-9.969367620417803,-17.974937985032547,-2.7368912515778137,0.0125,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,linear,full,algorithm_vs_linear,5,467,0.12654655009895707,0.026643028366625646,0.23799410596489853,-9.969367620417803,-19.134342408644002,-2.1321665804091143,0.018,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,linear,full,algorithm_vs_linear,10,467,0.12654655009895707,0.0320674210362108,0.22165434614081928,-9.969367620417803,-17.983120491401753,-2.461064365788342,0.0105,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,linear,full,algorithm_vs_linear,1,467,0.1709150258038086,0.08477675572450705,0.2634612954319089,-13.464726796257454,-20.74989212831463,-6.655302471078481,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,linear,full,algorithm_vs_linear,5,467,0.1709150258038086,0.07482581124981008,0.26625603891473537,-13.464726796257454,-21.462205539212793,-5.781800985897325,0.001,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,linear,full,algorithm_vs_linear,10,467,0.1709150258038086,0.07560935836241658,0.26327872228549465,-13.464726796257454,-21.135256117917567,-5.908472332956875,0.0005,0,4
NY_delay1,CAP,sequential,1,0.1,spline,full,interaction,full,algorithm_vs_interaction,1,467,0.06765185864331086,-0.012680580399232434,0.14842330811308221,-5.0933132885253585,-11.366565048083883,0.9319488066037739,0.101,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,interaction,full,algorithm_vs_interaction,5,467,0.06765185864331086,-0.005331681747356281,0.14925756070305912,-5.0933132885253585,-11.437744284607424,0.41571572352628317,0.0875,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,interaction,full,algorithm_vs_interaction,10,467,0.06765185864331086,0.004275158699388776,0.13100885243292237,-5.0933132885253585,-10.090348723733257,-0.3160490973572497,0.0375,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,1,467,0.11202033434816237,0.030428991210375206,0.19629168722048895,-8.433687838921822,-14.81937633457494,-2.2608357685141773,0.009,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,5,467,0.11202033434816237,0.034815364341326024,0.18834784760113377,-8.433687838921822,-14.640172799880547,-2.5414329004788323,0.004,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,interaction,full,algorithm_vs_interaction,10,467,0.11202033434816237,0.038883048814700984,0.18373431268004103,-8.433687838921822,-14.107780263745658,-2.856284220977862,0.003,0,4
NY_delay1,CAP,sequential,1,0.1,linear,full,linear,base,position_bundle,1,467,0.0034883355133425165,-0.01987197184949161,0.02808580469038881,-0.2755692068363791,-2.2635168757067907,1.5217999897822176,0.769,2,4
NY_delay1,CAP,sequential,1,0.1,linear,full,linear,base,position_bundle,5,467,0.0034883355133425165,-0.014186918870778688,0.02319336647286646,-0.2755692068363791,-1.9238453643456914,1.0936865368063513,0.712,2,4
NY_delay1,CAP,sequential,1,0.1,linear,full,linear,base,position_bundle,10,467,0.0034883355133425165,-0.01123351926198666,0.02101274626182469,-0.2755692068363791,-1.717721617283268,0.8833197052204842,0.713,2,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,interaction,base,position_bundle,1,467,0.024757889726006208,-0.027076305545080726,0.0830891665459215,-1.8993530947206905,-6.381709237684989,2.0523221702483907,0.375,1,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,interaction,base,position_bundle,5,467,0.024757889726006208,-0.0182900103895344,0.06969652296208412,-1.8993530947206905,-5.331195684742195,1.4047313720608778,0.2795,1,4
NY_delay1,CAP,sequential,1,0.1,interaction,full,interaction,base,position_bundle,10,467,0.024757889726006208,-0.01278191192374617,0.06043152625632004,-1.8993530947206905,-4.725336016534229,0.986885583206064,0.1985,1,4
NY_delay1,CAP,sequential,1,0.1,spline,full,spline,base,position_bundle,1,467,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,1,0.1,spline,full,spline,base,position_bundle,5,467,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,1,0.1,spline,full,spline,base,position_bundle,10,467,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,boosting,base,position_bundle,1,467,0.004166556283650224,-0.015401072393464273,0.025259189978567336,-0.29012948965498886,-1.8496679366942386,1.0377578130595715,0.687,3,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,boosting,base,position_bundle,5,467,0.004166556283650224,-0.014880318718302627,0.022024578415124858,-0.29012948965498886,-1.6112214113187653,0.9933866558660311,0.67,3,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,boosting,base,position_bundle,10,467,0.004166556283650224,-0.01146687737364747,0.019359768400820376,-0.29012948965498886,-1.4605394114508787,0.7561756013241999,0.6125,3,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,1,467,-0.06909185320076543,-0.22550817786550975,0.08776102797018608,4.577557413081612,-6.151376198781357,14.279101753098823,0.42,4,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,5,467,-0.06909185320076543,-0.2242466919696962,0.090503953364888,4.577557413081612,-6.224489878976522,14.231995905065668,0.407,4,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,persistence,base,vs_persistence,10,467,-0.06909185320076543,-0.19650157017629075,0.056618223242253234,4.577557413081612,-3.8054351235321398,12.750998748958159,0.304,4,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,constant,base,vs_constant,1,467,0.04447493445867212,-0.046043007492863046,0.1324222104049951,-3.1863539206123948,-9.583953682021136,3.2164623546453015,0.3425,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,constant,base,vs_constant,5,467,0.04447493445867212,-0.047246684922050274,0.1310076155922519,-3.1863539206123948,-9.768090632022965,3.2949131915631233,0.3375,1,4
NY_delay1,CAP,sequential,1,0.1,boosting,full,constant,base,vs_constant,10,467,0.04447493445867212,-0.04033653825188528,0.12420906086229759,-3.1863539206123948,-8.93849177203464,2.847925142665977,0.294,1,4
NY_delay1,CAP,sequential,6,0.1,interaction,base,linear,base,algorithm_vs_linear,1,85,0.024710500398951188,-0.17182353863843824,0.22619930160409296,-1.6005145101220197,-15.353753708558783,10.683265112969458,0.808,2,4
NY_delay1,CAP,sequential,6,0.1,interaction,base,linear,base,algorithm_vs_linear,5,85,0.024710500398951188,-0.1169143024535033,0.16842394564787452,-1.6005145101220197,-11.498632150446074,7.492873663210523,0.749,2,4
NY_delay1,CAP,sequential,6,0.1,interaction,base,linear,base,algorithm_vs_linear,10,85,0.024710500398951188,-0.08277225598911145,0.13329308259605946,-1.6005145101220197,-9.159358770976448,5.236015021099763,0.6505,2,4
NY_delay1,CAP,sequential,6,0.1,spline,base,linear,base,algorithm_vs_linear,1,85,-0.053842166963028494,-0.10749031996043322,-0.005151703027170796,3.487390707975979,0.3569027828739044,6.908616619091443,0.0385,4,4
NY_delay1,CAP,sequential,6,0.1,spline,base,linear,base,algorithm_vs_linear,5,85,-0.053842166963028494,-0.10681439258591129,-0.006578841665613492,3.487390707975979,0.40975040303893506,6.946571339771544,0.0375,4,4
NY_delay1,CAP,sequential,6,0.1,spline,base,linear,base,algorithm_vs_linear,10,85,-0.053842166963028494,-0.09586560446275129,-0.00915017044258959,3.487390707975979,0.57812809709713,6.3543367122209835,0.0175,4,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,linear,base,algorithm_vs_linear,1,85,0.028326419588133672,-0.10046421058541967,0.17221073167223036,-1.8347198494020223,-11.779740949540882,6.415767454783843,0.699,2,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,linear,base,algorithm_vs_linear,5,85,0.028326419588133672,-0.09711378031685237,0.15619548620532864,-1.8347198494020223,-10.79919562611088,6.065886697523354,0.658,2,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,linear,base,algorithm_vs_linear,10,85,0.028326419588133672,-0.06100498719409578,0.11638401146078085,-1.8347198494020223,-8.025715690046274,3.9311829016106787,0.549,2,4
NY_delay1,CAP,sequential,6,0.1,spline,base,interaction,base,algorithm_vs_interaction,1,85,-0.0785526673619797,-0.25221277504489675,0.09941520581427213,5.007755366820621,-6.722423704774098,15.617375467525914,0.373,3,4
NY_delay1,CAP,sequential,6,0.1,spline,base,interaction,base,algorithm_vs_interaction,5,85,-0.0785526673619797,-0.20036477255827753,0.04541437391542762,5.007755366820621,-3.27789221749678,12.62170105971754,0.232,3,4
NY_delay1,CAP,sequential,6,0.1,spline,base,interaction,base,algorithm_vs_interaction,10,85,-0.0785526673619797,-0.17416383387295276,0.01479521204121914,5.007755366820621,-1.0396403853204865,10.971795970703973,0.1055,3,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,interaction,base,algorithm_vs_interaction,1,85,0.003615919189182458,-0.19014390347943894,0.20364715293158306,-0.23051589887044255,-13.947211731150912,11.498712031381478,0.975,2,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,interaction,base,algorithm_vs_interaction,5,85,0.003615919189182458,-0.17522766181399652,0.17296299808257062,-0.23051589887044255,-12.870755028514699,10.411196169370035,0.968,2,4
NY_delay1,CAP,sequential,6,0.1,boosting,base,interaction,base,algorithm_vs_interaction,10,85,0.003615919189182458,-0.13431699184638438,0.1426995889851084,-0.23051589887044255,-9.584738129802203,8.526354812404055,0.9495,2,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,linear,full,algorithm_vs_linear,1,85,0.05577648175968793,0.012987214677493572,0.1146794078780515,-3.6713099066456145,-8.10164846835533,-0.8073063548101476,0.0305,0,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,linear,full,algorithm_vs_linear,5,85,0.05577648175968793,0.015263424834558939,0.11127312873725566,-3.6713099066456145,-7.87287353548153,-0.9756060271303866,0.025,0,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,linear,full,algorithm_vs_linear,10,85,0.05577648175968793,0.013112466372462479,0.10849445534973534,-3.6713099066456145,-7.879284005534193,-0.8487404194333882,0.0185,0,4
NY_delay1,CAP,sequential,6,0.1,spline,full,linear,full,algorithm_vs_linear,1,85,-0.02918525262522516,-0.05668514870723565,0.0023510070186429635,1.9210266354301453,-0.17474961666206393,3.7739049173033896,0.053,4,4
NY_delay1,CAP,sequential,6,0.1,spline,full,linear,full,algorithm_vs_linear,5,85,-0.02918525262522516,-0.05294315871356653,-0.0011441504425111274,1.9210266354301453,0.06479159137085838,3.6775877867541893,0.0255,4,4
NY_delay1,CAP,sequential,6,0.1,spline,full,linear,full,algorithm_vs_linear,10,85,-0.02918525262522516,-0.04932153471434857,-0.005337727646123746,1.9210266354301453,0.3409664791996693,3.3491720631663946,0.0075,4,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,linear,full,algorithm_vs_linear,1,85,0.09181711958185218,-0.00027575811999455316,0.19777005577346163,-6.043570517281105,-14.06317350449585,0.015422236303738547,0.0705,0,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,linear,full,algorithm_vs_linear,5,85,0.09181711958185218,0.011163483041304685,0.18708631414321705,-6.043570517281105,-12.975021723667965,-0.7482759148054751,0.0415,0,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,linear,full,algorithm_vs_linear,10,85,0.09181711958185218,0.02084083954952582,0.16278319811714909,-6.043570517281105,-11.147441952527565,-1.419480501873747,0.007,0,4
NY_delay1,CAP,sequential,6,0.1,spline,full,interaction,full,algorithm_vs_interaction,1,85,-0.08496173438491308,-0.15013354742890067,-0.033688698714077356,5.39429524630447,2.1351894363588375,9.711343406930853,0.0065,4,4
NY_delay1,CAP,sequential,6,0.1,spline,full,interaction,full,algorithm_vs_interaction,5,85,-0.08496173438491308,-0.14640755875870665,-0.034420405136997165,5.39429524630447,2.1096678527969366,9.668547242001269,0.0055,4,4
NY_delay1,CAP,sequential,6,0.1,spline,full,interaction,full,algorithm_vs_interaction,10,85,-0.08496173438491308,-0.14854451536450827,-0.030315219752678587,5.39429524630447,1.9086890197638067,9.772262458302611,0.0035,4,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,interaction,full,algorithm_vs_interaction,1,85,0.03604063782216423,-0.07096552405742318,0.1480154409106423,-2.2882517957684367,-10.168062418852147,4.492916001731236,0.536,1,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,interaction,full,algorithm_vs_interaction,5,85,0.03604063782216423,-0.06751681813679185,0.13933238158305805,-2.2882517957684367,-9.194595130025142,4.27740722284683,0.512,1,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,interaction,full,algorithm_vs_interaction,10,85,0.03604063782216423,-0.056449602550386925,0.12324712390701385,-2.2882517957684367,-7.802593467913498,3.7120238644498893,0.453,1,4
NY_delay1,CAP,sequential,6,0.1,linear,full,linear,base,position_bundle,1,85,-0.02465691433780333,-0.07716663226337273,0.024357917991169244,1.5970437075472854,-1.6393682890080088,4.988197258970835,0.3615,2,4
NY_delay1,CAP,sequential,6,0.1,linear,full,linear,base,position_bundle,5,85,-0.02465691433780333,-0.07269140065178827,0.016880290621695618,1.5970437075472854,-1.057700006521733,4.649330850819008,0.264,2,4
NY_delay1,CAP,sequential,6,0.1,linear,full,linear,base,position_bundle,10,85,-0.02465691433780333,-0.062103971233890616,0.01261501081760089,1.5970437075472854,-0.8679919313286285,4.174637233259689,0.2145,2,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,interaction,base,position_bundle,1,85,0.006409067022933398,-0.15486743817814375,0.174468531166933,-0.4085798847862421,-11.779413217425159,9.64030323190725,0.941,1,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,interaction,base,position_bundle,5,85,0.006409067022933398,-0.11494807319789642,0.12593155476103277,-0.4085798847862421,-9.044004994769598,6.808671558298356,0.9175,1,4
NY_delay1,CAP,sequential,6,0.1,interaction,full,interaction,base,position_bundle,10,85,0.006409067022933398,-0.09559468453850291,0.0947086957366827,-0.4085798847862421,-6.57615874718564,5.802714004975261,0.902,1,4
NY_delay1,CAP,sequential,6,0.1,spline,full,spline,base,position_bundle,1,85,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,6,0.1,spline,full,spline,base,position_bundle,5,85,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,6,0.1,spline,full,spline,base,position_bundle,10,85,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,boosting,base,position_bundle,1,85,0.03883378565591516,-0.05088627909802691,0.12496807158075464,-2.469971441365093,-8.394558169442076,3.1041998713203127,0.3875,3,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,boosting,base,position_bundle,5,85,0.03883378565591516,-0.04225800293775309,0.1222953435522417,-2.469971441365093,-8.184623948499322,2.711253889128243,0.35,3,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,boosting,base,position_bundle,10,85,0.03883378565591516,-0.022830389489972652,0.10048433687397622,-2.469971441365093,-6.757170415634861,1.501103955448771,0.2285,3,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,persistence,base,vs_persistence,1,85,-0.052701035468711445,-0.5139850242309533,0.4673175119401368,3.167565375653014,-32.428964557249856,28.034999796278456,0.8245,1,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,persistence,base,vs_persistence,5,85,-0.052701035468711445,-0.5529730051698915,0.5070452034325651,3.167565375653014,-35.43568343675333,29.141602716921557,0.841,1,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,persistence,base,vs_persistence,10,85,-0.052701035468711445,-0.4655458490370149,0.3739111112625087,3.167565375653014,-24.8720072387281,25.873949560455625,0.8215,1,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,constant,base,vs_constant,1,85,0.11756579550851602,0.031070003178091346,0.22722984060181942,-7.871808770980482,-16.11645610160473,-1.9608867720818763,0.026,0,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,constant,base,vs_constant,5,85,0.11756579550851602,0.03939379255677852,0.2071291112878645,-7.871808770980482,-14.76932891770556,-2.5070073022578856,0.006,0,4
NY_delay1,CAP,sequential,6,0.1,boosting,full,constant,base,vs_constant,10,85,0.11756579550851602,0.04946265049225962,0.187808203827529,-7.871808770980482,-12.934140256498841,-3.2398448291250497,0.0005,0,4
NY_delay1,CAP,sequential,12,0.1,interaction,base,linear,base,algorithm_vs_linear,1,269,0.056618711348114484,-0.016701564272634885,0.20429877915797395,-4.109227759258149,-13.714541229231314,1.3010227976193236,0.594,0,4
NY_delay1,CAP,sequential,12,0.1,interaction,base,linear,base,algorithm_vs_linear,5,269,0.056618711348114484,-0.017546221792392104,0.18967329403130934,-4.109227759258149,-13.278132644123867,1.3731243053980677,0.5315,0,4
NY_delay1,CAP,sequential,12,0.1,interaction,base,linear,base,algorithm_vs_linear,10,269,0.056618711348114484,-0.01694337013294073,0.17743407201993458,-4.109227759258149,-11.708676696528224,1.2839965268985025,0.546,0,4
NY_delay1,CAP,sequential,12,0.1,spline,base,linear,base,algorithm_vs_linear,1,269,-0.09463263320440843,-0.2563154136023281,0.0035203959993553454,6.8681719176605815,-0.26810093774915805,17.281161621908694,0.124,2,4
NY_delay1,CAP,sequential,12,0.1,spline,base,linear,base,algorithm_vs_linear,5,269,-0.09463263320440843,-0.23813522122975425,0.002465771070524877,6.8681719176605815,-0.19012208105620182,16.66880390251396,0.112,2,4
NY_delay1,CAP,sequential,12,0.1,spline,base,linear,base,algorithm_vs_linear,10,269,-0.09463263320440843,-0.2207453660031939,-0.0018153990769060363,6.8681719176605815,0.13463469698384972,14.90225724430904,0.059,2,4
NY_delay1,CAP,sequential,12,0.1,boosting,base,linear,base,algorithm_vs_linear,1,269,0.012607141185968233,-0.17476791343060338,0.1439962418304649,-0.9149910567152197,-10.739776045380244,11.791981493905926,0.881,1,4
NY_delay1,CAP,sequential,12,0.1,boosting,base,linear,base,algorithm_vs_linear,5,269,0.012607141185968233,-0.13579768725715527,0.12194995117047205,-0.9149910567152197,-9.69047460432512,9.05533189462058,0.8415,1,4
NY_delay1,CAP,sequential,12,0.1,boosting,base,linear,base,algorithm_vs_linear,10,269,0.012607141185968233,-0.09867980028867011,0.11778143358601839,-0.9149910567152197,-9.195061047768958,7.014061339252677,0.8345,1,4
NY_delay1,CAP,sequential,12,0.1,spline,base,interaction,base,algorithm_vs_interaction,1,269,-0.15125134455252295,-0.45997969239700565,0.011784686662638955,10.544117858892243,-0.9008467594411962,27.140987486427886,0.197,2,4
NY_delay1,CAP,sequential,12,0.1,spline,base,interaction,base,algorithm_vs_interaction,5,269,-0.15125134455252295,-0.4248691762689622,0.015378121769315335,10.544117858892243,-1.171899251726742,26.217906610739778,0.1865,2,4
NY_delay1,CAP,sequential,12,0.1,spline,base,interaction,base,algorithm_vs_interaction,10,269,-0.15125134455252295,-0.4002464388435071,0.012690526759522544,10.544117858892243,-0.9801795062526558,23.854930048830226,0.1615,2,4
NY_delay1,CAP,sequential,12,0.1,boosting,base,interaction,base,algorithm_vs_interaction,1,269,-0.04401157016214628,-0.36963160828691083,0.15240306597987746,3.0681590588005014,-11.475519284227936,22.04539713874901,0.721,1,4
