scenario,definition,projection,h,q,model,info,fold,n,loss_bp,below_rate
NY_delay1,EQ,joint,1,0.1,persistence,base,2026-01,126,1.456490574907289,0.10317460317460317
NY_delay1,EQ,joint,1,0.1,persistence,base,2026-02,120,2.9815371253318164,0.225
NY_delay1,EQ,joint,1,0.1,persistence,base,2026-03,89,2.3417279842123127,0.24719101123595505
NY_delay1,EQ,joint,1,0.1,spline,base,2025-12,132,3.4792231349776994,0.23484848484848486
NY_delay1,EQ,joint,1,0.1,spline,base,2026-01,126,1.341918484912156,0.23015873015873015
NY_delay1,EQ,joint,1,0.1,spline,base,2026-02,120,2.1556050230173383,0.225
NY_delay1,EQ,joint,1,0.1,spline,base,2026-03,89,2.921572660400873,0.33707865168539325
NY_delay1,EQ,joint,1,0.1,spline,full,2025-12,132,3.4792231349776994,0.23484848484848486
NY_delay1,EQ,joint,1,0.1,spline,full,2026-01,126,1.341918484912156,0.23015873015873015
NY_delay1,EQ,joint,1,0.1,spline,full,2026-02,120,2.1556050230173383,0.225
NY_delay1,EQ,joint,1,0.1,spline,full,2026-03,89,2.921572660400873,0.33707865168539325
NY_delay1,EQ,sequential,1,0.1,boosting,account,2025-12,132,2.667377683612521,0.2196969696969697
NY_delay1,EQ,sequential,1,0.1,boosting,account,2026-01,126,1.4898051146515896,0.2222222222222222
NY_delay1,EQ,sequential,1,0.1,boosting,account,2026-02,120,2.45992746353558,0.26666666666666666
NY_delay1,EQ,sequential,1,0.1,boosting,account,2026-03,89,2.532244220096357,0.2696629213483146
NY_delay1,EQ,sequential,1,0.1,boosting,base,2025-12,132,2.6156042775896156,0.22727272727272727
NY_delay1,EQ,sequential,1,0.1,boosting,base,2026-01,126,1.4864618852557565,0.23015873015873015
NY_delay1,EQ,sequential,1,0.1,boosting,base,2026-02,120,2.533445212143593,0.24166666666666667
NY_delay1,EQ,sequential,1,0.1,boosting,base,2026-03,89,2.4788476010199902,0.25842696629213485
NY_delay1,EQ,sequential,1,0.1,boosting,full,2025-12,132,2.629534748585691,0.21212121212121213
NY_delay1,EQ,sequential,1,0.1,boosting,full,2026-01,126,1.5074714834654075,0.23809523809523808
NY_delay1,EQ,sequential,1,0.1,boosting,full,2026-02,120,2.613494049553569,0.25833333333333336
NY_delay1,EQ,sequential,1,0.1,boosting,full,2026-03,89,2.3239358423240573,0.21348314606741572
NY_delay1,EQ,sequential,1,0.1,constant,base,2025-12,132,3.477582748541718,0.23484848484848486
NY_delay1,EQ,sequential,1,0.1,constant,base,2026-01,126,1.3872740621381865,0.23809523809523808
NY_delay1,EQ,sequential,1,0.1,constant,base,2026-02,120,2.177565662203856,0.25833333333333336
NY_delay1,EQ,sequential,1,0.1,constant,base,2026-03,89,2.9615397136020722,0.33707865168539325
NY_delay1,EQ,sequential,1,0.1,interaction,account,2025-12,132,3.3948633920377844,0.2196969696969697
NY_delay1,EQ,sequential,1,0.1,interaction,account,2026-01,126,1.2064567421800003,0.2222222222222222
NY_delay1,EQ,sequential,1,0.1,interaction,account,2026-02,120,2.320815276994444,0.19166666666666668
NY_delay1,EQ,sequential,1,0.1,interaction,account,2026-03,89,2.7330255552007476,0.3146067415730337
NY_delay1,EQ,sequential,1,0.1,interaction,base,2025-12,132,3.4288328014061356,0.21212121212121213
NY_delay1,EQ,sequential,1,0.1,interaction,base,2026-01,126,1.2064567421800003,0.2222222222222222
NY_delay1,EQ,sequential,1,0.1,interaction,base,2026-02,120,2.2883467113200955,0.20833333333333334
NY_delay1,EQ,sequential,1,0.1,interaction,base,2026-03,89,2.7330255552007476,0.3146067415730337
NY_delay1,EQ,sequential,1,0.1,interaction,full,2025-12,132,4.221223378292974,0.20454545454545456
NY_delay1,EQ,sequential,1,0.1,interaction,full,2026-01,126,1.2064567421800003,0.2222222222222222
NY_delay1,EQ,sequential,1,0.1,interaction,full,2026-02,120,2.872430688759333,0.25833333333333336
NY_delay1,EQ,sequential,1,0.1,interaction,full,2026-03,89,2.7330255552007476,0.3146067415730337
NY_delay1,EQ,sequential,1,0.1,linear,account,2025-12,132,2.378470083151124,0.19696969696969696
NY_delay1,EQ,sequential,1,0.1,linear,account,2026-01,126,1.1702670421880463,0.14285714285714285
NY_delay1,EQ,sequential,1,0.1,linear,account,2026-02,120,2.159480347107234,0.18333333333333332
NY_delay1,EQ,sequential,1,0.1,linear,account,2026-03,89,2.4838259487880574,0.3146067415730337
NY_delay1,EQ,sequential,1,0.1,linear,base,2025-12,132,2.376804656384254,0.19696969696969696
NY_delay1,EQ,sequential,1,0.1,linear,base,2026-01,126,1.1916382358810897,0.16666666666666666
NY_delay1,EQ,sequential,1,0.1,linear,base,2026-02,120,2.1703238638090365,0.18333333333333332
NY_delay1,EQ,sequential,1,0.1,linear,base,2026-03,89,2.3481655217804693,0.29213483146067415
NY_delay1,EQ,sequential,1,0.1,linear,full,2025-12,132,2.4099865785967474,0.19696969696969696
NY_delay1,EQ,sequential,1,0.1,linear,full,2026-01,126,1.184402623594017,0.15079365079365079
NY_delay1,EQ,sequential,1,0.1,linear,full,2026-02,120,2.154736962949196,0.175
NY_delay1,EQ,sequential,1,0.1,linear,full,2026-03,89,2.4171507904215304,0.30337078651685395
NY_delay1,EQ,sequential,1,0.1,persistence,base,2025-12,132,2.546807363808894,0.19696969696969696
NY_delay1,EQ,sequential,1,0.1,persistence,base,2026-01,126,1.4568921946485207,0.10317460317460317
NY_delay1,EQ,sequential,1,0.1,persistence,base,2026-02,120,2.981336957515952,0.225
NY_delay1,EQ,sequential,1,0.1,persistence,base,2026-03,89,2.3433466213346055,0.24719101123595505
NY_delay1,EQ,sequential,1,0.1,spline,account,2025-12,132,3.476643377856243,0.23484848484848486
NY_delay1,EQ,sequential,1,0.1,spline,account,2026-01,126,1.3433669585866128,0.23015873015873015
NY_delay1,EQ,sequential,1,0.1,spline,account,2026-02,120,2.1613192229116067,0.225
NY_delay1,EQ,sequential,1,0.1,spline,account,2026-03,89,2.906556903624027,0.33707865168539325
NY_delay1,EQ,sequential,1,0.1,spline,base,2025-12,132,3.476643377856243,0.23484848484848486
NY_delay1,EQ,sequential,1,0.1,spline,base,2026-01,126,1.3433669585866128,0.23015873015873015
NY_delay1,EQ,sequential,1,0.1,spline,base,2026-02,120,2.1613192229116067,0.225
NY_delay1,EQ,sequential,1,0.1,spline,base,2026-03,89,2.906556903624027,0.33707865168539325
NY_delay1,EQ,sequential,1,0.1,spline,full,2025-12,132,3.476643377856243,0.23484848484848486
NY_delay1,EQ,sequential,1,0.1,spline,full,2026-01,126,1.3433669585866128,0.23015873015873015
NY_delay1,EQ,sequential,1,0.1,spline,full,2026-02,120,2.1613192229116067,0.225
NY_delay1,EQ,sequential,1,0.1,spline,full,2026-03,89,2.906556903624027,0.33707865168539325
NY_delay1,EQ,sequential,1,0.5,boosting,base,2025-12,132,4.781070481078811,0.5454545454545454
NY_delay1,EQ,sequential,1,0.5,boosting,base,2026-01,126,3.2700483295152853,0.7301587301587301
NY_delay1,EQ,sequential,1,0.5,boosting,base,2026-02,120,4.632911005702557,0.5166666666666667
NY_delay1,EQ,sequential,1,0.5,boosting,base,2026-03,89,4.665275993760071,0.5842696629213483
NY_delay1,EQ,sequential,1,0.5,boosting,full,2025-12,132,4.753111586486018,0.5909090909090909
NY_delay1,EQ,sequential,1,0.5,boosting,full,2026-01,126,3.409493431776796,0.7380952380952381
NY_delay1,EQ,sequential,1,0.5,boosting,full,2026-02,120,4.684412922205511,0.5166666666666667
NY_delay1,EQ,sequential,1,0.5,boosting,full,2026-03,89,4.650267641555221,0.6067415730337079
NY_delay1,EQ,sequential,1,0.5,constant,base,2025-12,132,4.847983415732305,0.6060606060606061
NY_delay1,EQ,sequential,1,0.5,constant,base,2026-01,126,3.465111859768595,0.7777777777777778
NY_delay1,EQ,sequential,1,0.5,constant,base,2026-02,120,4.517259362648956,0.55
NY_delay1,EQ,sequential,1,0.5,constant,base,2026-03,89,5.105868081534169,0.5730337078651685
NY_delay1,EQ,sequential,1,0.5,linear,base,2025-12,132,4.233614867054149,0.553030303030303
NY_delay1,EQ,sequential,1,0.5,linear,base,2026-01,126,2.8793368065661746,0.6984126984126984
NY_delay1,EQ,sequential,1,0.5,linear,base,2026-02,120,4.639262811421401,0.5333333333333333
NY_delay1,EQ,sequential,1,0.5,linear,base,2026-03,89,4.814272305679177,0.5617977528089888
NY_delay1,EQ,sequential,1,0.5,linear,full,2025-12,132,4.28746051661279,0.5757575757575758
NY_delay1,EQ,sequential,1,0.5,linear,full,2026-01,126,2.9742434216133207,0.7222222222222222
NY_delay1,EQ,sequential,1,0.5,linear,full,2026-02,120,4.700550885120148,0.5333333333333333
NY_delay1,EQ,sequential,1,0.5,linear,full,2026-03,89,4.814272305679177,0.5617977528089888
NY_delay1,EQ,sequential,1,0.5,persistence,base,2025-12,132,4.783484552877536,0.45454545454545453
NY_delay1,EQ,sequential,1,0.5,persistence,base,2026-01,126,3.4404187675097484,0.5396825396825397
NY_delay1,EQ,sequential,1,0.5,persistence,base,2026-02,120,5.9742060394937635,0.475
NY_delay1,EQ,sequential,1,0.5,persistence,base,2026-03,89,5.463335062011184,0.5730337078651685
NY_delay1,EQ,sequential,6,0.1,boosting,base,2025-12,22,5.841560795668696,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,boosting,base,2026-01,21,1.6337981898925957,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,boosting,base,2026-02,20,1.5175461973133535,0.2
NY_delay1,EQ,sequential,6,0.1,boosting,base,2026-03,22,2.199560644392142,0.36363636363636365
NY_delay1,EQ,sequential,6,0.1,boosting,full,2025-12,22,5.731114183244879,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,boosting,full,2026-01,21,1.8804723555298226,0.2857142857142857
NY_delay1,EQ,sequential,6,0.1,boosting,full,2026-02,20,1.3825243400540186,0.2
NY_delay1,EQ,sequential,6,0.1,boosting,full,2026-03,22,2.1602462960005395,0.3181818181818182
NY_delay1,EQ,sequential,6,0.1,constant,base,2025-12,22,5.616293665699419,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,constant,base,2026-01,21,1.4914907661644894,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,constant,base,2026-02,20,1.3110435151871562,0.2
NY_delay1,EQ,sequential,6,0.1,constant,base,2026-03,22,2.8397077059232556,0.45454545454545453
NY_delay1,EQ,sequential,6,0.1,interaction,base,2025-12,22,5.61087160353966,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,interaction,base,2026-01,21,1.4861819804630496,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,interaction,base,2026-02,20,1.3015110020033216,0.2
NY_delay1,EQ,sequential,6,0.1,interaction,base,2026-03,22,2.8280049974985197,0.45454545454545453
NY_delay1,EQ,sequential,6,0.1,interaction,full,2025-12,22,5.61087160353966,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,interaction,full,2026-01,21,1.6137329575876767,0.09523809523809523
NY_delay1,EQ,sequential,6,0.1,interaction,full,2026-02,20,1.3015110020033216,0.2
NY_delay1,EQ,sequential,6,0.1,interaction,full,2026-03,22,2.8280049974985197,0.45454545454545453
NY_delay1,EQ,sequential,6,0.1,linear,base,2025-12,22,5.922372850132128,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,linear,base,2026-01,21,1.4861819804630496,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,linear,base,2026-02,20,2.398089175105673,0.3
NY_delay1,EQ,sequential,6,0.1,linear,base,2026-03,22,2.6261871074472736,0.36363636363636365
NY_delay1,EQ,sequential,6,0.1,linear,full,2025-12,22,5.835749214365404,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,linear,full,2026-01,21,1.4861819804630496,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,linear,full,2026-02,20,1.448099893647481,0.25
NY_delay1,EQ,sequential,6,0.1,linear,full,2026-03,22,2.8280049974985197,0.45454545454545453
NY_delay1,EQ,sequential,6,0.1,persistence,base,2025-12,22,4.257745274670491,0.2727272727272727
NY_delay1,EQ,sequential,6,0.1,persistence,base,2026-01,21,1.346258088219503,0.09523809523809523
NY_delay1,EQ,sequential,6,0.1,persistence,base,2026-02,20,2.0577726533510856,0.15
NY_delay1,EQ,sequential,6,0.1,persistence,base,2026-03,22,2.02364464019572,0.2727272727272727
NY_delay1,EQ,sequential,6,0.1,spline,base,2025-12,22,5.61087160353966,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,spline,base,2026-01,21,1.4861819804630496,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,spline,base,2026-02,20,1.3015110020033216,0.2
NY_delay1,EQ,sequential,6,0.1,spline,base,2026-03,22,2.8280049974985197,0.45454545454545453
NY_delay1,EQ,sequential,6,0.1,spline,full,2025-12,22,5.61087160353966,0.22727272727272727
NY_delay1,EQ,sequential,6,0.1,spline,full,2026-01,21,1.4861819804630496,0.23809523809523808
NY_delay1,EQ,sequential,6,0.1,spline,full,2026-02,20,1.3015110020033216,0.2
NY_delay1,EQ,sequential,6,0.1,spline,full,2026-03,22,2.8280049974985197,0.45454545454545453
NY_delay1,EQ,sequential,6,0.5,boosting,base,2025-12,22,6.240975603554824,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,boosting,base,2026-01,21,3.0217270662797384,0.6190476190476191
NY_delay1,EQ,sequential,6,0.5,boosting,base,2026-02,20,3.9172803038425053,0.6
NY_delay1,EQ,sequential,6,0.5,boosting,base,2026-03,22,5.001342142643652,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,boosting,full,2025-12,22,6.282974618344431,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,boosting,full,2026-01,21,3.019611682534703,0.7142857142857143
NY_delay1,EQ,sequential,6,0.5,boosting,full,2026-02,20,4.444753812766998,0.7
NY_delay1,EQ,sequential,6,0.5,boosting,full,2026-03,22,4.818890039613981,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,constant,base,2025-12,22,5.9452624164791015,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,constant,base,2026-01,21,3.031099066697844,0.5714285714285714
NY_delay1,EQ,sequential,6,0.5,constant,base,2026-02,20,3.6944077205846044,0.55
NY_delay1,EQ,sequential,6,0.5,constant,base,2026-03,22,4.894614760468758,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,linear,base,2025-12,22,6.2125121238483905,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,linear,base,2026-01,21,3.005045252626959,0.5714285714285714
NY_delay1,EQ,sequential,6,0.5,linear,base,2026-02,20,4.779943714456161,0.6
NY_delay1,EQ,sequential,6,0.5,linear,base,2026-03,22,4.894614760468758,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,linear,full,2025-12,22,6.010381295965133,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,linear,full,2026-01,21,3.033832849539714,0.5714285714285714
NY_delay1,EQ,sequential,6,0.5,linear,full,2026-02,20,5.430230264378572,0.65
NY_delay1,EQ,sequential,6,0.5,linear,full,2026-03,22,4.894614760468758,0.6818181818181818
NY_delay1,EQ,sequential,6,0.5,persistence,base,2025-12,22,6.555228551023188,0.5454545454545454
NY_delay1,EQ,sequential,6,0.5,persistence,base,2026-01,21,3.653491111355429,0.6666666666666666
NY_delay1,EQ,sequential,6,0.5,persistence,base,2026-02,20,4.413675151429471,0.5
NY_delay1,EQ,sequential,6,0.5,persistence,base,2026-03,22,4.679566108069122,0.6818181818181818
NY_delay1,EQ,sequential,12,0.1,boosting,base,2025-12,72,1.788884387322246,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,boosting,base,2026-01,74,1.4601875089943186,0.13513513513513514
NY_delay1,EQ,sequential,12,0.1,boosting,base,2026-02,68,1.7735425188011604,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,boosting,base,2026-03,55,3.0695421877657676,0.4
NY_delay1,EQ,sequential,12,0.1,boosting,full,2025-12,72,1.6839636093794013,0.18055555555555555
NY_delay1,EQ,sequential,12,0.1,boosting,full,2026-01,74,1.5853924434610296,0.20270270270270271
NY_delay1,EQ,sequential,12,0.1,boosting,full,2026-02,68,1.7354877097567372,0.1323529411764706
NY_delay1,EQ,sequential,12,0.1,boosting,full,2026-03,55,3.164736343699934,0.38181818181818183
NY_delay1,EQ,sequential,12,0.1,constant,base,2025-12,72,1.857771139460289,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,constant,base,2026-01,74,1.7248825099667273,0.17567567567567569
NY_delay1,EQ,sequential,12,0.1,constant,base,2026-02,68,1.639907246137957,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,constant,base,2026-03,55,3.1370241423735807,0.41818181818181815
NY_delay1,EQ,sequential,12,0.1,interaction,base,2025-12,72,2.3232260970109073,0.16666666666666666
NY_delay1,EQ,sequential,12,0.1,interaction,base,2026-01,74,1.6914140090168124,0.17567567567567569
NY_delay1,EQ,sequential,12,0.1,interaction,base,2026-02,68,2.6731281131460904,0.23529411764705882
NY_delay1,EQ,sequential,12,0.1,interaction,base,2026-03,55,3.1188622488594047,0.4
NY_delay1,EQ,sequential,12,0.1,interaction,full,2025-12,72,1.856761971202761,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,interaction,full,2026-01,74,1.6914140090168124,0.17567567567567569
NY_delay1,EQ,sequential,12,0.1,interaction,full,2026-02,68,3.093675900507615,0.2647058823529412
NY_delay1,EQ,sequential,12,0.1,interaction,full,2026-03,55,3.234263269713897,0.4
NY_delay1,EQ,sequential,12,0.1,linear,base,2025-12,72,1.6030086373118222,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,linear,base,2026-01,74,1.560725730765206,0.14864864864864866
NY_delay1,EQ,sequential,12,0.1,linear,base,2026-02,68,1.6403376021616605,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,linear,base,2026-03,55,3.1569970874928424,0.38181818181818183
NY_delay1,EQ,sequential,12,0.1,linear,full,2025-12,72,1.856761971202761,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,linear,full,2026-01,74,1.6162265142735888,0.16216216216216217
NY_delay1,EQ,sequential,12,0.1,linear,full,2026-02,68,1.6549551680854009,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,linear,full,2026-03,55,3.1569970874928424,0.38181818181818183
NY_delay1,EQ,sequential,12,0.1,persistence,base,2025-12,72,2.66817018803579,0.2222222222222222
NY_delay1,EQ,sequential,12,0.1,persistence,base,2026-01,74,1.61577038692791,0.04054054054054054
NY_delay1,EQ,sequential,12,0.1,persistence,base,2026-02,68,2.6340615595656836,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,persistence,base,2026-03,55,4.438832093069786,0.38181818181818183
NY_delay1,EQ,sequential,12,0.1,spline,base,2025-12,72,1.856761971202761,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,spline,base,2026-01,74,1.7248702639542985,0.17567567567567569
NY_delay1,EQ,sequential,12,0.1,spline,base,2026-02,68,1.6385923932935467,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,spline,base,2026-03,55,3.121410957627013,0.41818181818181815
NY_delay1,EQ,sequential,12,0.1,spline,full,2025-12,72,1.856761971202761,0.19444444444444445
NY_delay1,EQ,sequential,12,0.1,spline,full,2026-01,74,1.7248702639542985,0.17567567567567569
NY_delay1,EQ,sequential,12,0.1,spline,full,2026-02,68,1.6385923932935467,0.14705882352941177
NY_delay1,EQ,sequential,12,0.1,spline,full,2026-03,55,3.121410957627013,0.41818181818181815
NY_delay1,EQ,sequential,12,0.5,boosting,base,2025-12,72,3.654016035802953,0.5694444444444444
NY_delay1,EQ,sequential,12,0.5,boosting,base,2026-01,74,3.30375293525155,0.5540540540540541
NY_delay1,EQ,sequential,12,0.5,boosting,base,2026-02,68,3.9913440946197367,0.4411764705882353
NY_delay1,EQ,sequential,12,0.5,boosting,base,2026-03,55,4.9397414877020065,0.7636363636363637
NY_delay1,EQ,sequential,12,0.5,boosting,full,2025-12,72,3.5572642622117456,0.5972222222222222
NY_delay1,EQ,sequential,12,0.5,boosting,full,2026-01,74,3.5279257487400457,0.6081081081081081
NY_delay1,EQ,sequential,12,0.5,boosting,full,2026-02,68,3.905640451813307,0.47058823529411764
NY_delay1,EQ,sequential,12,0.5,boosting,full,2026-03,55,4.896305317128507,0.7818181818181819
NY_delay1,EQ,sequential,12,0.5,constant,base,2025-12,72,3.6029639917004834,0.5972222222222222
NY_delay1,EQ,sequential,12,0.5,constant,base,2026-01,74,3.4866231681874567,0.6081081081081081
NY_delay1,EQ,sequential,12,0.5,constant,base,2026-02,68,3.850106224433668,0.47058823529411764
NY_delay1,EQ,sequential,12,0.5,constant,base,2026-03,55,5.041333589542612,0.7818181818181819
NY_delay1,EQ,sequential,12,0.5,linear,base,2025-12,72,3.6029639917004834,0.5972222222222222
NY_delay1,EQ,sequential,12,0.5,linear,base,2026-01,74,3.2194157402819514,0.527027027027027
NY_delay1,EQ,sequential,12,0.5,linear,base,2026-02,68,4.155572092108563,0.4117647058823529
NY_delay1,EQ,sequential,12,0.5,linear,base,2026-03,55,5.023758397047662,0.8
NY_delay1,EQ,sequential,12,0.5,linear,full,2025-12,72,3.5900123068211247,0.5972222222222222
NY_delay1,EQ,sequential,12,0.5,linear,full,2026-01,74,3.248574035970864,0.5405405405405406
NY_delay1,EQ,sequential,12,0.5,linear,full,2026-02,68,4.029273842266864,0.4411764705882353
NY_delay1,EQ,sequential,12,0.5,linear,full,2026-03,55,5.023758397047662,0.8
NY_delay1,EQ,sequential,12,0.5,persistence,base,2025-12,72,6.018994254220851,0.5277777777777778
NY_delay1,EQ,sequential,12,0.5,persistence,base,2026-01,74,3.7619098930911834,0.3918918918918919
NY_delay1,EQ,sequential,12,0.5,persistence,base,2026-02,68,5.770947102896797,0.4264705882352941
NY_delay1,EQ,sequential,12,0.5,persistence,base,2026-03,55,6.703121976517241,0.5818181818181818
NY_delay1,PCA,sequential,1,0.1,boosting,base,2025-12,132,2.6101326841415853,0.21212121212121213
NY_delay1,PCA,sequential,1,0.1,boosting,base,2026-01,126,1.5040897336444536,0.25396825396825395
NY_delay1,PCA,sequential,1,0.1,boosting,base,2026-02,120,2.5743839647428652,0.25833333333333336
NY_delay1,PCA,sequential,1,0.1,boosting,base,2026-03,89,2.4804227715514013,0.2696629213483146
NY_delay1,PCA,sequential,1,0.1,boosting,full,2025-12,132,2.60358231893159,0.19696969696969696
NY_delay1,PCA,sequential,1,0.1,boosting,full,2026-01,126,1.5154811101217016,0.24603174603174602
NY_delay1,PCA,sequential,1,0.1,boosting,full,2026-02,120,2.4608620044705733,0.25
NY_delay1,PCA,sequential,1,0.1,boosting,full,2026-03,89,2.2697985752566563,0.20224719101123595
NY_delay1,PCA,sequential,1,0.1,constant,base,2025-12,132,3.458246774661849,0.23484848484848486
NY_delay1,PCA,sequential,1,0.1,constant,base,2026-01,126,1.3711038083104798,0.23809523809523808
NY_delay1,PCA,sequential,1,0.1,constant,base,2026-02,120,2.1495408569920076,0.24166666666666667
NY_delay1,PCA,sequential,1,0.1,constant,base,2026-03,89,2.914446704165962,0.33707865168539325
NY_delay1,PCA,sequential,1,0.1,interaction,base,2025-12,132,3.403522723368012,0.21212121212121213
NY_delay1,PCA,sequential,1,0.1,interaction,base,2026-01,126,1.1931718344751163,0.2222222222222222
NY_delay1,PCA,sequential,1,0.1,interaction,base,2026-02,120,2.2558771836916303,0.2
NY_delay1,PCA,sequential,1,0.1,interaction,base,2026-03,89,2.689441670146374,0.3258426966292135
NY_delay1,PCA,sequential,1,0.1,interaction,full,2025-12,132,4.218015159947712,0.20454545454545456
NY_delay1,PCA,sequential,1,0.1,interaction,full,2026-01,126,1.1931718344751163,0.2222222222222222
NY_delay1,PCA,sequential,1,0.1,interaction,full,2026-02,120,2.837466943103739,0.25
NY_delay1,PCA,sequential,1,0.1,interaction,full,2026-03,89,2.689441670146374,0.3258426966292135
NY_delay1,PCA,sequential,1,0.1,linear,base,2025-12,132,2.364738938009579,0.1893939393939394
NY_delay1,PCA,sequential,1,0.1,linear,base,2026-01,126,1.1789162520781389,0.16666666666666666
NY_delay1,PCA,sequential,1,0.1,linear,base,2026-02,120,2.1467952254152376,0.175
NY_delay1,PCA,sequential,1,0.1,linear,base,2026-03,89,2.3097403553315106,0.29213483146067415
NY_delay1,PCA,sequential,1,0.1,linear,full,2025-12,132,2.3931898607482953,0.1893939393939394
NY_delay1,PCA,sequential,1,0.1,linear,full,2026-01,126,1.1738692555646744,0.15873015873015872
NY_delay1,PCA,sequential,1,0.1,linear,full,2026-02,120,2.1315644189068954,0.175
NY_delay1,PCA,sequential,1,0.1,linear,full,2026-03,89,2.391071573888444,0.30337078651685395
NY_delay1,PCA,sequential,1,0.1,persistence,base,2025-12,132,2.5336593760670816,0.19696969696969696
NY_delay1,PCA,sequential,1,0.1,persistence,base,2026-01,126,1.4446499929855825,0.10317460317460317
NY_delay1,PCA,sequential,1,0.1,persistence,base,2026-02,120,2.935804406434561,0.225
NY_delay1,PCA,sequential,1,0.1,persistence,base,2026-03,89,2.319274944685933,0.24719101123595505
NY_delay1,PCA,sequential,1,0.1,spline,base,2025-12,132,3.4573545314506635,0.22727272727272727
NY_delay1,PCA,sequential,1,0.1,spline,base,2026-01,126,1.3333457525151224,0.23015873015873015
NY_delay1,PCA,sequential,1,0.1,spline,base,2026-02,120,2.144509521269443,0.225
NY_delay1,PCA,sequential,1,0.1,spline,base,2026-03,89,2.8618827888129172,0.33707865168539325
NY_delay1,PCA,sequential,1,0.1,spline,full,2025-12,132,3.4573545314506635,0.22727272727272727
NY_delay1,PCA,sequential,1,0.1,spline,full,2026-01,126,1.3333457525151224,0.23015873015873015
NY_delay1,PCA,sequential,1,0.1,spline,full,2026-02,120,2.144509521269443,0.225
NY_delay1,PCA,sequential,1,0.1,spline,full,2026-03,89,2.8618827888129172,0.33707865168539325
NY_delay1,PCA,sequential,6,0.1,boosting,base,2025-12,22,5.790905297906786,0.22727272727272727
NY_delay1,PCA,sequential,6,0.1,boosting,base,2026-01,21,1.5987795371290945,0.23809523809523808
NY_delay1,PCA,sequential,6,0.1,boosting,base,2026-02,20,1.5442671120816693,0.2
NY_delay1,PCA,sequential,6,0.1,boosting,base,2026-03,22,2.1342683636900412,0.3181818181818182
NY_delay1,PCA,sequential,6,0.1,boosting,full,2025-12,22,5.7096679684527425,0.22727272727272727
NY_delay1,PCA,sequential,6,0.1,boosting,full,2026-01,21,1.6025145249621093,0.23809523809523808
NY_delay1,PCA,sequential,6,0.1,boosting,full,2026-02,20,1.4464864480070805,0.2
NY_delay1,PCA,sequential,6,0.1,boosting,full,2026-03,22,2.413587976293282,0.4090909090909091
NY_delay1,PCA,sequential,6,0.1,constant,base,2025-12,22,5.586987588230388,0.22727272727272727
NY_delay1,PCA,sequential,6,0.1,constant,base,2026-01,21,1.4785719577033958,0.23809523809523808
NY_delay1,PCA,sequential,6,0.1,constant,base,2026-02,20,1.2963529649291416,0.2
NY_delay1,PCA,sequential,6,0.1,constant,base,2026-03,22,2.7922058682988844,0.45454545454545453
NY_delay1,PCA,sequential,6,0.1,interaction,base,2025-12,22,5.58145578936383,0.22727272727272727
NY_delay1,PCA,sequential,6,0.1,interaction,base,2026-01,21,1.4757636597926527,0.23809523809523808
NY_delay1,PCA,sequential,6,0.1,interaction,base,2026-02,20,1.292318247265449,0.2
NY_delay1,PCA,sequential,6,0.1,interaction,base,2026-03,22,2.7911104044077595,0.45454545454545453
NY_delay1,PCA,sequential,6,0.1,interaction,full,2025-12,22,5.58145578936383,0.22727272727272727
NY_delay1,PCA,sequential,6,0.1,interaction,full,2026-01,21,1.593948299650264,0.09523809523809523
NY_delay1,PCA,sequential,6,0.1,interaction,full,2026-02,20,1.292318247265449,0.2
