fold,raw_difference_bp,calibrated_difference_bp
2025-11,5.233048743674414,4.868721500388732
2025-12,0.0,2.3063080118162063
2026-01,0.0,0.0
2026-02,0.0,0.0
2026-03,0.0,0.0
