task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_residual,3,576,0.07855345173832597,1.3281978792299713,-0.0606146886334946,0.2256389161046758
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_residual,7,576,0.07855345173832597,1.3281978792299713,-0.058830671972218744,0.214092521457729
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,3,576,-6.209346308732538e-16,-1.036127194509973e-14,-1.6569216432821881e-15,4.252868072280815e-16
observed_change,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,7,576,-6.209346308732538e-16,-1.036127194509973e-14,-1.2745092057051665e-15,9.582320931131852e-17
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_residual,3,576,-0.11619294906709923,-1.0236656427103439,-0.29919955471526244,0.020835141773989874
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_residual,7,576,-0.11619294906709923,-1.0236656427103439,-0.295479042443204,0.014285172247546194
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,3,576,0.015257956999855875,0.1359983395458354,-0.057788925444692454,0.08816033013560876
observed_change,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,7,576,0.015257956999855875,0.1359983395458354,-0.054010258707374,0.07804636040367355
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_residual,3,576,-0.012484437579121458,-0.2286594609353069,-0.07591694421533463,0.05610477316242306
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_residual,7,576,-0.012484437579121458,-0.2286594609353069,-0.07714044147882278,0.054873679694992614
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,576,-0.09429658138869218,-1.7015973261188535,-0.17548710515776278,-0.0221243994590756
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,7,576,-0.09429658138869218,-1.7015973261188535,-0.14429421028483702,-0.041059855200103634
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_residual,3,576,0.08242334832715732,0.719502215471834,-0.046444221910806285,0.222661217600696
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_residual,7,576,0.08242334832715732,0.719502215471834,-0.03842865424817675,0.21204085955516794
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,576,-0.002311962776866436,-0.020033744703747365,-0.12223610150133203,0.11581057794406259
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,576,-0.002311962776866436,-0.020033744703747365,-0.10266064804560966,0.09512257990011162
observed_change,pca_1,without_positioning,linear_qr,0.1,add_residual,3,576,-0.01856727020841094,-0.3089766062317359,-0.13609741114113505,0.09116420853474737
observed_change,pca_1,without_positioning,linear_qr,0.1,add_residual,7,576,-0.01856727020841094,-0.3089766062317359,-0.13849946981376843,0.09714906139461518
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,3,576,-0.0586724859503844,-0.520334516455474,-0.22529064284036,0.0697432846561528
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,7,576,-0.0586724859503844,-0.520334516455474,-0.2204508325376362,0.06647007767242166
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,3,576,-0.006948160107206595,-0.1251474046048535,-0.09421617156145334,0.07352947659490888
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,7,576,-0.006948160107206595,-0.1251474046048535,-0.09714848925900053,0.07523425593661597
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,3,576,0.027842484150909334,0.2407686094280126,-0.1819307346198821,0.2147591693037947
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,7,576,0.027842484150909334,0.2407686094280126,-0.14432474732176873,0.19720970104860772
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,3,576,0.07642469302059736,1.2922043900616274,-0.0633197198859563,0.2242221298082958
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,7,576,0.07642469302059736,1.2922043900616274,-0.062056610699174404,0.21231632541788564
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,3,576,-6.772890504608892e-16,-1.1305650121076335e-14,-1.1341212577824526e-15,-3.2347732714313167e-16
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,7,576,-6.772890504608892e-16,-1.1305650121076335e-14,-9.571723519799495e-16,-4.3742645966502914e-16
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,3,576,-0.11111832241142307,-0.9789579302483947,-0.28728255316128876,0.020731816272992126
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,7,576,-0.11111832241142307,-0.9789579302483947,-0.2817488072320473,0.013657228646540528
observed_change,pca_1,with_positioning,linear_qr,0.5,add_positioning,3,576,0.022311508824830725,0.1989036581667818,-0.05227047377641896,0.09780143588957144
observed_change,pca_1,with_positioning,linear_qr,0.5,add_positioning,7,576,0.022311508824830725,0.1989036581667818,-0.04882868373674689,0.08913540030299565
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_residual,3,576,-0.006150756612091219,-0.11265454950226315,-0.07059514804270499,0.0636501586232324
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_residual,7,576,-0.006150756612091219,-0.11265454950226315,-0.076347018219651,0.06631913269612409
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,3,576,-0.09134495184004784,-1.647329325549079,-0.1838826537591653,-0.004326103039266907
