month,method,candidate_id,member_prediction_sd_bp,member_rmses_bp
2025-08,ae_relu_1,f05,0.0002002872033476612,"[7.860123083550969, 7.860104857569968, 7.860236606651789]"
2025-08,ae_relu_2,f07,9.754492823737379e-05,"[7.85022117030644, 7.850265692691297, 7.850254101473414]"
2025-08,ae_tanh_1,f08,0.33117659504359287,"[9.204788446260107, 8.912202716536918, 8.849117261723725]"
2025-08,ae_tanh_2,f10,0.07919558825794755,"[8.976758244651643, 8.977374667504096, 8.92383237078332]"
2025-08,ae_selected,f05,0.0002002872033476612,"[7.860123083550969, 7.860104857569968, 7.860236606651789]"
2025-08,ae_reconstruction_selected,f05,0.0002002872033476612,"[7.860123083550969, 7.860104857569968, 7.860236606651789]"
2025-09,ae_relu_1,f05,0.05526439770474269,"[6.416539910242137, 6.635120065394151, 6.464391742826905]"
2025-09,ae_relu_2,f07,0.01600840391669998,"[6.479360566810124, 6.414734398628362, 6.414567750436447]"
2025-09,ae_tanh_1,f08,0.3571460589309374,"[11.489217222018642, 10.794030739829372, 11.235678868692808]"
2025-09,ae_tanh_2,f10,0.21428729846733321,"[9.867955878593516, 9.857096829589196, 9.971489185896194]"
2025-09,ae_selected,f05,0.05526439770474269,"[6.416539910242137, 6.635120065394151, 6.464391742826905]"
2025-09,ae_reconstruction_selected,f05,0.05526439770474269,"[6.416539910242137, 6.635120065394151, 6.464391742826905]"
2025-10,ae_relu_1,f05,63.23050791094548,"[28.214872502659695, 186.02501789867927, 187.23184421187213]"
2025-10,ae_relu_2,f07,31.334099734186935,"[182.62455444249863, 187.57289645545072, 112.32568054324285]"
2025-10,ae_tanh_1,f08,3.5723925837330226,"[149.0105585283037, 148.05326540718602, 142.212933206743]"
2025-10,ae_tanh_2,f10,1.2941653812919085,"[151.37224354004434, 148.8713981523052, 150.21061114712842]"
2025-10,ae_selected,f05,63.23050791094548,"[28.214872502659695, 186.02501789867927, 187.23184421187213]"
2025-10,ae_reconstruction_selected,f05,63.23050791094548,"[28.214872502659695, 186.02501789867927, 187.23184421187213]"
2025-11,ae_relu_1,f05,0.006423907981771018,"[9.641734573655953, 9.644027272917251, 9.64239079824239]"
2025-11,ae_relu_2,f06,0.7006574785815421,"[10.000628616715591, 9.686366999656737, 9.6761770685407]"
2025-11,ae_tanh_1,f08,0.6384038418044149,"[12.014634995112743, 11.907316178250321, 11.785991834370238]"
2025-11,ae_tanh_2,f10,0.49139854742601585,"[13.259757147988509, 13.10520612997592, 13.39985400784429]"
2025-11,ae_selected,f05,0.006423907981771018,"[9.641734573655953, 9.644027272917251, 9.64239079824239]"
2025-11,ae_reconstruction_selected,f05,0.006423907981771018,"[9.641734573655953, 9.644027272917251, 9.64239079824239]"
2025-12,ae_relu_1,f05,0.0014927309606937655,"[12.584580310863416, 12.581254464149815, 12.582973514535553]"
2025-12,ae_relu_2,f06,3.2577100847600913,"[8.709944925947417, 13.982291212609455, 12.50209515013732]"
2025-12,ae_tanh_1,f08,0.49328206288047355,"[11.204294027986263, 12.070307836552317, 12.006397339679852]"
2025-12,ae_tanh_2,f10,0.40327480290349177,"[11.5988356719738, 12.017840455787645, 11.961219283647015]"
2025-12,ae_selected,f05,0.0014927309606937655,"[12.584580310863416, 12.581254464149815, 12.582973514535553]"
2025-12,ae_reconstruction_selected,f05,0.0014927309606937655,"[12.584580310863416, 12.581254464149815, 12.582973514535553]"
2026-01,ae_relu_1,f05,0.0029971565499038893,"[8.410948507239222, 8.410866273538112, 8.408635368852387]"
2026-01,ae_relu_2,f06,4.834690219079069,"[7.09459976803429, 10.229404283555425, 8.233556217767598]"
2026-01,ae_tanh_1,f08,0.41822235940726,"[9.623460678422504, 9.729123713093793, 9.97743240423611]"
2026-01,ae_tanh_2,f10,0.43439446287563777,"[10.544948261369647, 10.681904720737348, 10.599478693580078]"
2026-01,ae_selected,f05,0.0029971565499038893,"[8.410948507239222, 8.410866273538112, 8.408635368852387]"
2026-01,ae_reconstruction_selected,f05,0.0029971565499038893,"[8.410948507239222, 8.410866273538112, 8.408635368852387]"
2026-02,ae_relu_1,f05,0.02169889968695664,"[10.357848253287843, 10.393072371619986, 10.360463009029719]"
2026-02,ae_relu_2,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]"
2026-02,ae_tanh_1,f08,0.8253320886113498,"[11.057631839336805, 10.548627710128162, 10.369666406705006]"
2026-02,ae_tanh_2,f11,0.046605048550639606,"[11.940847754135254, 11.951253266121302, 11.921869221159781]"
2026-02,ae_selected,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]"
2026-02,ae_reconstruction_selected,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]"
2026-03,ae_relu_1,f05,0.061042525097837586,"[11.40637295492168, 11.380315955279594, 11.407601501817696]"
2026-03,ae_relu_2,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]"
2026-03,ae_tanh_1,f08,0.8994505026634796,"[14.411119186904711, 14.481632606783068, 14.256748029240418]"
2026-03,ae_tanh_2,f10,0.7697028318080711,"[16.473103209349663, 15.699344322642444, 14.84216538509814]"
2026-03,ae_selected,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]"
2026-03,ae_reconstruction_selected,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]"
